"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"271","2019-08-27 13:30:47-03","IAP","PACA-AGP","29307","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. Záchia","1992","07","03","Rambo, B.",NA,"1945","10","16","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA029307",NA,"Magnoliophyta","Magnoliales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"272","2019-08-27 13:30:47-03","IAP","PACA-AGP","16","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. A. Záchia","1992","07","03","Rambo, B.",NA,"1933","11","16","Brasil","RS","Porto Alegre","Vila Manresa, Morrro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA000016",NA,"Magnoliophyta","Magnoliales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"273","2019-08-27 13:30:47-03","IAP","PACA-AGP","38402","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. Záchia","1992","07","03","Rambo, B.",NA,"1948","11","29","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA038402",NA,"Magnoliophyta","Magnoliales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"274","2019-08-27 13:30:47-03","IAP","PACA-AGP","38367","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. Záchia","1992","07","03","Rambo, B.",NA,"1948","11","29","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA038367",NA,"Magnoliophyta","Magnoliales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"275","2019-08-27 13:30:47-03","IAP","PACA-AGP","91418","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","M. Vergara","2004",NA,NA,"T. A. M. Silva",NA,"1994","03","19","Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"HASU 4268","PACA091418",NA,"Magnoliophyta","Magnoliales",NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA
"276","2019-08-27 13:30:47-03","IAP","PACA-AGP","71344","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. Záchia",NA,NA,NA,"R. Záchia","462","1991","11","10","Brasil","RS","Sapucaia do Sul","Faz. dos Prazeres","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"HBR ICN 93984 Habitat: em capoeria beira de estrada Hábito: arborescente","PACA071344",NA,"Magnoliophyta","Magnoliales",NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA,NA
"277","2019-08-27 13:30:47-03","IAP","PACA-AGP","92008","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","J. G. Kray",NA,NA,NA,"J. G. Kray","45","2003","01","26","Brasil","RS","Viamão","Parque Estadual de Itapuã, Morro do Campista","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"frutos amarelos com arilo branco, indivíduo de 8 metros de altura. Habitat: dentro da mata","PACA092008",NA,"Magnoliophyta","Magnoliales",NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA
"278","2019-08-27 13:30:47-03","IAP","PACA-AGP","31826","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. Záchia","1992","07","03","Rambo, B.",NA,"1946","02","09","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: ad silvam primaevam Fenofase: fruto submaturo","PACA031826",NA,"Magnoliophyta","Magnoliales",NA,NA,"19353","auto","Magnoliatae",NA,NA,NA,NA,NA
"279","2019-08-27 13:30:47-03","IAP","PACA-AGP","65998","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A. St.-Hil.) Mart.","R. E. Fries","1956",NA,NA,"Reitz, R.","2631","1956","02","05","Brasil","SC","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,"100","100","HBR 10643 5m alt., fruto imaturo verde&nf;conf. R. A. Záchia em 1992 Habitat: caapoeira Hábito: arvoreta","PACA065998",NA,"Magnoliophyta","Magnoliales",NA,NA,"18533","auto","Magnoliatae",NA,NA,NA,NA,NA
"280","2020-12-20 21:15:25-03","UFV","VIC","19333","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Silva, A.F.","2399","2004","10","22","Brasil","Minas Gerais","Ouro Preto","APA_ cachoeira de andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore 12 m, flores verdolentas.","VIC019333","VIC019333",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"281","2020-12-20 21:15:25-03","UFV","VIC","40574","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St.-Hil.","Simão, M.R.V.C.","2013","06","13","Simão, M.V.R.C.","316","2012","10","08","Brasil","Minas Gerais","Viçosa","Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore, 12m, sépalas verdes com pilosidade ferrugnea, pétalas jovens verdes e maduras amarelas.","VIC040574","VIC040574",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"282","2020-12-20 21:15:25-03","UFV","VIC","13995","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","431",NA,NA,NA,"Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata do Vasco.",NA,NA,NA,NA,NA,NA,NA,"VIC013995","VIC013995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-12-20 21:15:25-03","UFV","VIC","13707","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Mello-Silva, R.","2001","10",NA,"Mota, A.L.P.; et al.","1474","1992","11","16","Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata do Córrego Volta Grande.",NA,NA,NA,NA,NA,NA,"Folha página inferior pubescente ferrugínea, fruto seco, casca lisa com lenticelas na vertical; casca interna bege escura, alburno bege. CAP de 68 cm. Altura de 10,5 metros.","VIC013707","VIC013707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-12-20 21:15:25-03","UFV","VIC","13719","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","1473","1992","11","16","Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata do Córrego Volta Grande.",NA,NA,NA,NA,NA,NA,"Casca lisa com lenticelas em sentido vertical, casca interna bege escura, alburno idem; página inferior pubescente, solta embira. CAP de 39 cm e altura de 9,8 metros.","VIC013719","VIC013719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-12-20 21:15:25-03","UFV","VIC","13741","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Mello-Silva, R.","2001","10",NA,"Mota, A.L.P.; et al.","2170","1994","01","31","Brasil","Minas Gerais",NA,"Triângulo Mineiro",NA,NA,NA,NA,NA,NA,"Casca lisa cinza-esverdeada, casca interna creme, alburno bege com frutos imaturos verdes. CAP. de 29 cm e altura de 7,0 metros.","VIC013741","VIC013741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-12-20 21:15:25-03","UFV","VIC","14140","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","546",NA,NA,NA,"Brasil","Minas Gerais",NA,"Triângulo Mineiro, Capoeira do Décio.",NA,NA,NA,NA,NA,NA,"Casca lisa cinza, casca interna bege-rosada; folhas alternas, ramos em zig-zag; base do tronco gretada.","VIC014140","VIC014140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-12-20 21:15:25-03","UFV","VIC","14622","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","2039","1993","11","10","Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata de Furnas.",NA,NA,NA,NA,NA,NA,"Casca interna amarga, passa de creme para castanho escuro; casca externa solta embira, com frutos verdes.","VIC014622","VIC014622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-12-20 21:15:25-03","UFV","VIC","14706","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","172",NA,NA,NA,"Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata de Furnas.",NA,NA,NA,NA,NA,NA,NA,"VIC014706","VIC014706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-12-20 21:15:25-03","UFV","VIC","27461","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Harley, R.M.; et al.","53633","1999","03","22","Brasil","Bahia","Abaíra","Mata do Engenho, Catolés, na estrada para Ouro Verde. Mata, na beira da estrada. Solo arenoso.","-41.798611","-13.32","-41.798611","-13.32",NA,NA,"Árvore de até 5,0 metros de altura. Folhas coriáceas verde-escuro, na face superior, glauco na face inferior. Fruto maduro alaranjado, polpa doce transparente, sementes pretas.","VIC027461","VIC027461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-12-20 21:15:25-03","UFV","VIC","27462","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Harley, R.M.; et al.","53414","1999","01","08","Brasil","Bahia","Abaíra","Mata do Engenho, Catolés, na estrada para Ouro Vede. Magem de mata seca. Solo arenoso.","-41.798611","-13.32","-41.798611","-13.32",NA,NA,"Arvoreta de até 3,0 metros e altura. Pétalas amarelas.","VIC027462","VIC027462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-12-20 21:15:25-03","UFV","VIC","28340","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Harley, R.M.; et al.","s.n.","1999","03","22","Brasil","Bahia","Abaíra","Mata do Engenho, Catolés, na estrada para Ouro Vede. Mata na beira da estrada. Solo arenoso.","-41.798611","-13.32","-41.798611","-13.32",NA,NA,"Árvore de até 5,0 metros de altura. Folhas coriáceas verde-escuro na face superior, glauco na face inferior. Fruto maduro alaranjado, polpa doce transparente, sementes pretas.","VIC028340","VIC028340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-12-20 21:15:25-03","UFV","VIC","15172","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"mata do registro.","VIC015172","VIC015172",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"293","2020-12-20 21:15:25-03","UFV","VIC","14643","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Silva, R.M.","2001","10",NA,"Mota, A.L.P.; et al.","1973","1993","10","18","Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Casca interna amargo, alburno creme castanho escuro, folhas páginas superor glabras, inferior avermelhadas, embira curta com fruto imaturo.","VIC014643","VIC014643",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"294","2020-12-20 21:15:25-03","UFV","VIC","13636","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","1203",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Folha página inferior pubescente ferruginea, casca lisa com lenticelas na vertical, casca interna bege escura, alburno bege, CAP 68 cm, altura 10,5 m.","VIC013636","VIC013636",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"295","2020-12-20 21:15:25-03","UFV","VIC","13577","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC013577","VIC013577",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"296","2020-12-20 21:15:25-03","UFV","VIC","13471","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Mota, A.L.P.; et al.","4551",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Casca externamente ligeiramente gretada, casca interna rosada com exsudato aquoso doce, alburno creme.","VIC013471","VIC013471",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA
"297","2020-12-20 21:15:25-03","UFV","VIC","902","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","R.E. Fr.",NA,NA,NA,"Mexia, Y.","5120","1930",NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC000902","VIC000902",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"298","2020-12-20 21:15:25-03","UFV","VIC","1070","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","R.E. Fr.",NA,NA,NA,"Mexia, Y.","5288","1931","02","02","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC001070","VIC001070",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"299","2020-12-20 21:15:25-03","UFV","VIC","2123","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Silva, R.M.","2001","10",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC002123","VIC002123",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"300","2020-12-20 21:15:25-03","UFV","VIC","10545","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Mello-Silva, R.","2001","10",NA,"Vieira, M.F.; Soares, M.F.","616","1988","10","17","Brasil","Minas Gerais","Viçosa","Campus da UFV, Capoeira entre o ginásio de esportes e o asfalto da caixa d'água.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 6 a 7,0 metros de altura; flores amarelo-esverdeadas.","VIC010545","VIC010545",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"301","2020-12-20 21:15:25-03","UFV","VIC","35535","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St.-Hil.",NA,NA,NA,NA,"Filardi, M.A.","s.n.","2011","12","14","Brasil","Minas Gerais","Viçosa","Campus da UFV, Fundão - Fruticultura. Próximo à porteria.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de grande porte.","VIC035535","VIC035535",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"302","2020-12-20 21:15:25-03","UFV","VIC","20154","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Meira Neto, J.A.A.","2086","1994","05",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Silvicultura.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore com 15 metros de altura.","VIC020154","VIC020154",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"303","2020-12-20 21:15:25-03","UFV","VIC","2122","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Lobão, A.","2006","10",NA,"Kulhmann.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC002122","VIC002122",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"304","2020-12-20 21:15:25-03","UFV","VIC","16997","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Lopes, W.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Jardim Botânico da UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore 10 m, indivíduo n° 39.","VIC016997","VIC016997",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"305","2020-12-20 21:15:25-03","UFV","VIC","18239","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Silva, R.M.","2001","10",NA,"Érika; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","LDH- UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore 12 m, flores verdes jovens, beira de mata.","VIC018239","VIC018239",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"306","2020-12-20 21:15:25-03","UFV","VIC","13039","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Silva, A.F.; Fontes, N.R.L.","1098",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","mata da Biologia- UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC013039","VIC013039",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"307","2020-12-20 21:15:25-03","UFV","VIC","40503","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St.-Hil.","Simão, M.R.V.C.","2013","06","13","Simão, M.V.R.C.","29","2012","03","26","Brasil","Minas Gerais","Viçosa","Mata do Paraíso, Estação de Pesquisa , Treinamento e educacão Ambiental","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arvoreta, 6 m, frutos maduros amarelos com manchas marrons.","VIC040503","VIC040503",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"308","2020-12-20 21:15:25-03","UFV","VIC","40508","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St.-Hil.","Simão, M.R.V.C.","2013","06","13","Simão, M.V.R.C.","46","2012","04","12","Brasil","Minas Gerais","Viçosa","Morro Romão dos Reis","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore com 8 m, cálice verde e corola amarela- creme e androceu creme, fruto imaturo verde.","VIC040508","VIC040508",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"309","2020-12-20 21:15:25-03","UFV","VIC","25882","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Dias, M.C.","1998",NA,NA,"Cloclet, F.A.; Souza, L.R.M.","s.n.",NA,NA,NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Arvoreta 4 m, frutos imaturos verdes.","VIC025882","VIC025882",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA
"310","2020-12-20 21:15:25-03","UFV","VIC","11933","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Meira, Neto J A","1988",NA,NA,"Meira, Neto J A","s.n.",NA,NA,NA,"Brasil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Árvore de 8 m, flores esverdeadas, na mata.","VIC011933","VIC011933",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"311","2020-12-20 21:15:25-03","UFV","VIC","11121","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.",NA,NA,NA,NA,"Silva, A.F. da; Capellari Júnior, L.","1485","1986","10","08","Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvores de até 15 metros de altura, flores jovens de cor verde-claro, casca creme, lenho creme, súber liso com algumas cicatrizes horizontais.","VIC011121","VIC011121",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"312","2020-12-20 21:15:25-03","UFV","VIC","7530","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St .- Hil.","Silva, R.M.","2001","10",NA,"Silva, A.F.","196","1979","10","16","Brasil","São Paulo","Ubatuba","Estação Experimental","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore cerca de 8 m, com flores ferrugineas e frutos.","VIC007530","VIC007530",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"313","2021-03-10 14:35:01-03","UFSC","CTBS","816","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.",NA,NA,NA,NA,"Jochem, Wilian","2","2014","10","25","Brasil","Santa Catarina","Atalanta","São Miguel, Sítio Família Jochem.","-49.779225","-27.422408","49°46'45.21W","27°25'20.67S",NA,NA,"Árvore de porte grande, com flores pequenas. Beira de lavoura, relevo acidentado, predominante Mata Atlântica com a maioria de espécies nativas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-10-20 14:17:00-03","UFOPA","HSTM","10686","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Mello, R. S.","2002","08","01","Queiroz, L. P.; Hind, D. J. N.; Bautista, H. P.; Silva, M. M.;","4032","1996","11","04","Brasil","Bahia","Piatã","Chapada Diamantina: Proximidades do riacho Toborou.","-41","-13","41º0'0''W","13º0'0''S","1180","1180",NA,"HSTM010686","HSTM010686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-03-24 17:08:30-03","UFES","SAMES","153","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Lobão,A.Q.","2011","12","16","Ribeiro,M.; Martins,R.;Broggio,I.S.;Rocha,T.L.;","464","2011","03","20","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Indivíduo plantado próximo a sede do alojamento.","-39.7322006225586","-18.5932998657227","-398202778.0","-182555556.0",NA,NA,"'Árvore de 4 metros, fruto verde. Fruta de conde.'. Habitat: Indivíduo plantado próximo a sede do alojamento.","SAMES00153",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"316","2021-03-24 17:08:30-03","UFES","SAMES","166","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Sobral,M.","2009","03","17","Verdi,M.; Grosch,B.;Klemz,G.","1091","2008","11","28","Brasil","Santa Catarina","Concórdia","Pinheiro Preto. Florística IFFSC 1775 (Arbórea), Floresta Eatacional Decidual.","-52.0278015136719","-27.2341995239258","-521550000.0","-272697223.0","503","503","Habitat: Florística IFFSC 1775 (Arbórea), Floresta Eatacional Decidual.","SAMES00166",NA,NA,NA,NA,NA,"24608","auto",NA,NA,NA,NA,NA,NA
"317","2021-03-24 17:08:30-03","UFES","SAMES","172","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Sobral,M.","2009","03","15","Verdi,M.; Hasckel,R.P.;Klemz,G.","955","2008","06","18","Brasil","Santa Catarina","Ouro","Canela Funda - Santa Barbara. Floresta Estacional Decidual.","-51.6180992126465","-27.3414001464844","-520208334.0","-275775000.0",NA,NA,"Flor amarela, fruto imaturo verde. Habitat: Floresta Estacional Decidual","SAMES00172",NA,NA,NA,NA,NA,"18653","auto",NA,NA,NA,NA,NA,NA
"318","2021-03-24 17:08:30-03","UFES","SAMES","192","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Stival-Santos,A.","2009","03","06","Stival-Santos,A.; Silveira,S.","461","2009","03","06","Brasil","Santa Catarina","Romelândia","Floresta estacional decidual.","-53.3143997192383","-26.6760997772217","-535388889.0","-271425000.0",NA,NA,"Fruto amarelo. Habitat: Floresta estacional decidual.","SAMES00192",NA,NA,NA,NA,NA,"15599","auto",NA,NA,NA,NA,NA,NA
"319","2019-11-21 14:30:07-03","UFJF","CESJ","60912","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St.-Hil.","S.M. Dutra","2013","07",NA,"D.S. Santiago; R.J.V.Alves; K. Antunes","190","2012","11","23","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No interior da Mata de Araucária, próximo ao Rio do Charco.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Árvore, ca. 4 m. Fruto verde.","CESJ060912",NA,"Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA
"320","2019-11-21 14:30:07-03","UFJF","CESJ","47747","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A. St.-Hil.","J.C.Lopes","2011",NA,NA,"P. Carvalho","122","1972","11","27","Brasil","Paraná","Irati","Colégio Estadual Florestal de Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"CESJ047747","CESJ047747","Angiosperma",NA,"América do Sul",NA,"47271","auto",NA,NA,NA,NA,NA,NA
