"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"50","2019-06-10 10:11:49-03","FZB-BH","BHZB","8760","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"M.G.L. Wanderley & J. Santos Guedes","Ferreira Junior, C.A. et al.","437","2012","05","15",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais, Cachoeira Bicame, Cachoeira do Bicame","-43.719722","-19.018889","1155","1155",NA,"Ponto 100 634747 7896579 1155m , com duplicata, Duplicata doada para Herbário SP",NA,NA,NA,"2013","07",NA,"43W 43' 11","19S 01' 08",NA,NA,NA,NA,NA,NA
"51","2021-02-25 10:11:37-03","CVRD","CVRD","14046","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Mota, N.F.O.","J.R. Stehmann","4659","2007","02","07","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-39.962778","-19.209417","22","22",NA,"Em campo brejoso. Inflorescencias com escapo alado, flores amarelas <ll>dwc_commonname:</ll> Xiris","CVRD014046",NA,NA,NA,NA,NA,"39°57'46,0W","19°12'33,9S",NA,NA,NA,"Liliopsida",NA,NA
"52","2020-09-12 05:00:02-03","US","US","3313894","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"S. C. Sant'Ana, A. M. Carvalho, A. M. Amorim, A. Mayer & et al.",NA,"1991","12","13","South America - Neotropics","Brazil","Bahia",NA,"Ca. 6-7 km de Sta. Cruz Cabrália, na antiga estrada para a Estação Ecológica do Pau Brasil",NA,NA,NA,NA,NA,NA,"US01915541","US01915541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"53","2020-09-12 05:00:02-03","US","US","2362403","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"E. Vainio",NA,"1885","4","5","South America - Neotropics","Brazil","Minas Gerais",NA,"Carassa",NA,NA,"1400","1600",NA,NA,"US01915536","US01915536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"54","2020-09-12 05:00:02-03","US","US","2782413","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"G. Hatschbach",NA,"1972","8","9","South America - Neotropics","Brazil","Minas Gerais","Santo Antônio do Itambé","Pico Itambé.","-43.3067016601562","-18.465799331665","1800",NA,NA,NA,"US01915542","US01915542_01",NA,NA,NA,NA,NA,NA,"19014","auto",NA,"Monocotyledonae","1",NA
"55","2020-09-12 05:00:02-03","US","US","2566084","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"A. F. C. P. de Saint-Hilaire",NA,"1904","12","20","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US01915534","US01915534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"56","2020-09-12 05:00:02-03","US","US","2466611","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"E. P. Heringer & L. Castellanos",NA,"1958","3","4","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó.",NA,NA,NA,NA,NA,NA,"US01915540","US01915540_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"57","2020-09-12 05:00:02-03","US","US","2755547","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"P. Occhioni",NA,"1972","6","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó. estrada da Conceição do Ferro, km 130-180. Cultivada",NA,NA,NA,NA,NA,NA,"US01915539","US01915539_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"58","2020-09-12 05:00:02-03","US","US","2782414","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"G. Hatschbach, L. Smith & E. S. Ayensu",NA,"1972","1","20","South America - Neotropics","Brazil","Minas Gerais","Diamantina","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"US01915538","US01915538_01",NA,NA,NA,NA,NA,NA,"101169","auto",NA,"Monocotyledonae","1",NA
"59","2020-09-12 05:00:02-03","US","US","2782412","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"G. Hatschbach",NA,"1971","9","7","South America - Neotropics","Brazil","Minas Gerais","Diamantina","Estr. para Salto da Divisa","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"US01915535","US01915535_01",NA,NA,NA,NA,NA,NA,"101169","auto",NA,"Monocotyledonae","1",NA
"60","2020-09-12 05:00:02-03","US","US","2587159A","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"H. S. Irwin, R. R. Santos, R. Souza & S. F. Fonseca",NA,"1969","1","16","South America - Neotropics","Brazil","Minas Gerais",NA,"26 km SW of Diamantina on road to Gouveia.",NA,NA,"1300",NA,NA,NA,"US01915537","US01915537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"61","2020-09-12 05:00:02-03","US","US","2486160","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","bialata","Xyris bialata",NA,NA,"E. P. Heringer & L. Castellanos",NA,"1958","3","5","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"US01915533","US01915533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"62","2020-09-02 16:40:49-03","Cenargen","CEN","13040","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","M. G. L. Wanderley","Taciana Barbosa Cavalcanti","196","1989","02","15",NA,"Brasil","MG","DATAS","Rodovia BR - 367 entroncamento Datas - Diamantina, km 1,5.","43.6833333","-18.366666","1380","1380","Unicata",NA,"CEN00013040","CEN00013040",NA,"1993","10",NA,"43.6833333","-18.366666",NA,NA,NA,NA,"1",NA
"63","2021-03-15 18:30:22-03","USP","SPF","211112","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","Zappi, DC","1879","2009","03","08",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha, primeiro platô.","-43.755227","-18.967377",NA,NA,NA,"Ervas 40 cm alt., bainhas vermelhas, flores amarelas.; Campo com solo de cascalho quartzítico.","SPF00211112",NA,NA,"2011","07",NA,"-43.755227","-18.967377",NA,NA,NA,NA,NA,NA
"64","2021-03-15 18:30:22-03","USP","SPF","211117","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","Zappi, DC","2719","2010","03","05",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Vilarejo Inhame. Subida partindo da antiga estrada da mina de manganês","-43.789447","-18.926243",NA,NA,NA,"Erva com escapo largo, brácteas castanhas, corolas amarelas; Campo brejoso, em baixada entre rochas.","SPF00211117",NA,NA,"2011","07",NA,"-43.789447","-18.926243",NA,NA,NA,NA,NA,NA
"65","2021-03-15 18:30:22-03","USP","SPF","218559","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Pena, MA","Pena, MA","516","2007","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389","1326","1326",NA,"Pétalas amarelas.","SPF00218559",NA,NA,"2009",NA,NA,"-43.550556","-19.261389",NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:22:44-03","UEFS","HUEFS","19129","PreservedSpecimen","Plantae","Angiospermae","Poales","Xyridaceae","Xyris","bialata","Xyris bialata","Malme","M.G.L.Wanderley","Sant'Ana, S.C.","132","1991","12","13",NA,"Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"HUEFS0019129",NA,NA,"2011","11",NA,NA,NA,"49584","auto",NA,"Lilianae",NA,NA
"67","2020-07-23 12:24:43-03","CEPLAC","CEPEC","14814","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"R. Kral","S. A. Mori","10608","1978","09","17",NA,"Brasil","Bahia","ALCOBAÇA","BR-255, 6Km NW Alcobaca.","-39.1955986022949","-17.5193996429443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0*0'99","99*99'99","50074","auto",NA,NA,NA,"30/12/1980"
"68","2020-07-23 12:24:43-03","CEPLAC","CEPEC","10962","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"M. das G. L. Wanderley","T. S. dos Santos","2972","1975","04","17",NA,"Brasil","Bahia","BELMONTE","Entr. p/ Faz. Nova Vida, Km 71 Rod. Itapebi/Belmonte.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","71281","auto",NA,NA,NA,"01/03/1983"
"69","2020-07-23 12:24:43-03","CEPLAC","CEPEC","54663","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"R. Kral","S. C. de Sant'Ana","132","1991","12","13",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","6-7Km cidade, antiga estr. p/ ESPAB.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0*0'99","99*99'99","49584","auto",NA,NA,NA,"01/07/1992"
"70","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Heringer, EP; Castellanos","6157","1958","03","05","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"UB0028724","UB0028724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, LB","Irwin, HS; et al.","22055","1969","01","16","Southern America","Brasil","Minas Gerais",NA,"Ca. 26km SW of Diamantina on road to Gouveia",NA,NA,"1300","1300",NA,"Inflorescences 1,25m. Perianth yellow; Rocky slopes with sand-filled pockets","UB0028725","UB0028725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","Splett, S","629","1994","09","23","Southern America","Brasil","Minas Gerais",NA,"Estrada Diamantina-Conselheiro Mata. 20,3km depois do asfalto","-43.883333","-18.333333","1200","1200",NA,"Planta curto-caulescente. Folhas dísticas 0,1m compr., 1cm larg. Escapo floral achatado, 0,8m compr. Espiga estreito-obovoide com flores amarelas; Solo arenoso","UB0028726","UB0028726",NA,"1995",NA,NA,"-43.883333","-18.333333",NA,NA,NA,NA,NA,NA
"73","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, LB","Heringer, EP; Castellanos","6102","1958","03","04","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"UB0028723","UB0028723",NA,"1964","02","12",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 12:03:00-03","UFU","HUFU","59197","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Mota, N.F.O.","Mota, N.F.O.; Viana, P.L. & Souza, D.","678","2007","02","24",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Na subida para o Pico Dois Irmãos, em um córrego, nas pedras bem próximo da água.","-43.330833","-18.204444","1430","1430",NA,"Flores amarelas, manchas verdes na bráctea.","HUFU00033132","HUFU00033132",NA,"2008","10",NA,"-43.330833","-18.204444",NA,NA,NA,NA,NA,NA
"75","2020-11-27 11:34:21-03","UFU","HUFU","75006","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Machado, P.M.S.F.","Duarte, D.V.; Silva, G.M.; Marinho, P. & Alves, R.F.","29","2017","10","18",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Gouveia, ca. 12km SW de Diamantina.","-43.684444","-18.274444","1400","1400",NA,"Erva, ca. de 40cm. Corola amarela, brácteas marrons e estames amarelos.; Campo rupestre.","HUFU00072788","HUFU00072788",NA,"2017","12",NA,"-43.684444","-18.274444",NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:19:55-03","IBt","SP","244718","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Heringer, EP; Castellanos, A","22140","1958","03","05",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-05 09:52:42-03","IBt","SP","275110","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Splett","629","1994","09","23",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.883333","-18.333333","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,"-43.883333","-18.333333",NA,NA,NA,NA,NA,NA
"78","2020-05-07 17:16:21-03","IBt","SP","261997","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Sant'Ana, SC","132","1991","12","13",NA,"Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA
"79","2020-12-23 08:49:04-03","IBt","SP","423607","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Guedes, JS","s.n.","2010","06","20",NA,"Brasil","Minas Gerais","Datas",NA,"-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA
"80","2020-12-10 11:28:23-03","IBt","SP","396679","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Nunes, SCP","154","2005","11","23",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"81","2020-12-23 08:49:03-03","IBt","SP","412365","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Monteiro, RF","1371","2007","11","16",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"82","2020-12-30 07:49:03-03","IBt","SP","444788","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Souza, VC","28459","2002","02","25",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"83","2019-11-21 10:19:55-03","IBt","SP","202320","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Isejima, EM; Pirani, JR; Meguro, M; Mello-Silva, R","CFCR5383","1984","10","12",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Mendanha, a 10 km de Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"84","2019-11-21 10:19:55-03","IBt","SP","215849","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","s.col.","CFSC5711","1979","08","16",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 115","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"2018","04","19",NA,NA,"31264","auto",NA,NA,NA,NA
"85","2021-01-07 09:34:38-03","IBt","SP","454576","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Mota, NFO","2196","2011","04","07",NA,"Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó","-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18539","auto",NA,NA,NA,NA
"86","2020-12-23 08:49:03-03","IBt","SP","412657","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Wanderley, MGL","2718","2008","09","23",NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26996","auto",NA,NA,NA,NA
"87","2020-12-30 07:49:03-03","IBt","SP","444820","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Zappi, DC","1879","2009","03","08",NA,"Brasil","Minas Gerais","Santana de Pirapama",NA,"-44.043098449707","-19.0060997009277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43251","auto",NA,NA,NA,NA
"88","2021-01-07 09:34:38-03","IBt","SP","453799","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Ferreira Jr, CA","918","2013","01","29",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"89","2020-12-30 07:49:03-03","IBt","SP","445013","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Ferreira Jr, CA","437","2012","05","15",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"90","2020-12-10 11:28:23-03","IBt","SP","390701","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Mello-Silva, R","2907","2006","04","27",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"91","2019-11-21 10:19:55-03","IBt","SP","221700","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","Wanderley, MGL; et al.","CFSC10691","1987","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Caminho para Cachoeira da Farofa","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"2014","02","13",NA,NA,"26557","auto",NA,NA,NA,NA
"92","2021-01-11 11:20:41-03","IBt","SP","472136","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Salatino, A","82","1995","09","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"93","2021-01-07 09:34:38-03","IBt","SP","453954","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Silva, GO","28","2008","01","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"94","2019-11-21 10:19:55-03","IBt","SP","247512","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","Vitta, FA; et al.","CFSC10171","1987","05","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 125","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"1988","08","09",NA,NA,"26557","auto",NA,NA,NA,NA
"95","2019-11-21 10:19:55-03","IBt","SP","224912","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, MGL","Kameyama, C; et al.","CFSC10549","1987","09","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Serra da Banderinha","-43.7144012451172","-19.1688995361328","1200","1200",NA,NA,NA,NA,NA,"2014","12","02",NA,NA,"26557","auto",NA,NA,NA,NA
"96","2021-01-21 15:30:05-03","IBt","SP","498062","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Mota, NFO","921","2007","11","03",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA
"97","2021-01-21 15:30:05-03","IBt","SP","497930","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Mota, NFO","722","2007","03","20",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA
