"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"52","2020-12-21 16:47:44-03","MBM","MBM","156","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B.; Downs, R.J.","Drouet, F.","2451","1935","09","10","Southern America","Brazil","Ceará","Açude João Lopes",NA,NA,NA,NA,"MBM000156","MBM000156","-38.543098449707","-3.71722006797791","Fortaleza","19924","auto","1963","02",NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-28 22:57:56-03","MNHN","RECOLNAT_MNHN_P","P00753736","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Richard, L.C.",NA,NA,NA,NA,NA,"Guyane française",NA,"Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753736' target='other'> <mi>dwc_moreinfo</mi></a>","P00753736","P00753736_01 P00753736_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"54","2015-09-03 21:26:27-03","MNHN","RECOLNAT_MNHN_P","P01721956","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Tostain, O.|Pelletier, V.",NA,"2009","5","13",NA,"Guyane française",NA,"Carrefour des Maringouins, Cayenne. Guiana Francesa","5",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01721956' target='other'> <mi>dwc_moreinfo</mi></a>","P01721956","P01721956_01","-52.3225","4.90778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2915",NA,NA
"55","2015-09-29 02:43:15-03","MNHN","RECOLNAT_MNHN_P","P00753737","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Richard, L.C.",NA,NA,NA,NA,NA,"Guyane française",NA,"Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753737' target='other'> <mi>dwc_moreinfo</mi></a>","P00753737","P00753737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"56","2015-09-28 22:42:46-03","MNHN","RECOLNAT_MNHN_P","P00753738","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Richard, L.C.",NA,NA,NA,NA,NA,"Guyane française",NA,"Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753738' target='other'> <mi>dwc_moreinfo</mi></a>","P00753738","P00753738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"57","2015-09-03 21:26:27-03","MNHN","RECOLNAT_MNHN_P","P01721957","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Tostain, O.|Pelletier, V.",NA,"2009","5","13",NA,"Guyane française",NA,"Carrefour des Maringouins, Cayenne. Pied ouest de la montagne des Maringouins. Guiana Francesa","5",NA,"hb",". . Echantillon prélevé pour analyse génétique. Echantillon produit par Ecobios - Guyane <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01721957' target='other'> <mi>dwc_moreinfo</mi></a>","P01721957","P01721957_01","-52.3225","4.90778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2904",NA,NA
"58","2015-09-03 22:05:40-03","MNHN","RECOLNAT_MNHN_P","P01734210","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Martin",NA,NA,NA,NA,NA,"Guyane française",NA,"Guiane. Cayenne. Guiana Francesa",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01734210' target='other'> <mi>dwc_moreinfo</mi></a>","P01734210","P01734210_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-03 22:05:40-03","MNHN","RECOLNAT_MNHN_P","P01734211","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Martyn",NA,NA,NA,NA,NA,"Guyane française",NA,"Guyane. Cayenne. Guiana Francesa",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01734211' target='other'> <mi>dwc_moreinfo</mi></a>","P01734211","P01734211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-03 21:11:52-03","MNHN","RECOLNAT_MNHN_P","P01760072","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Ceará","Brésil. Ceará. Ceará, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760072' target='other'> <mi>dwc_moreinfo</mi></a>","P01760072","P01760072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1545",NA,NA
"61","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760073","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,"Pará near Belém",NA,NA,"hb","1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760073' target='other'> <mi>dwc_moreinfo</mi></a>","P01760073","P01760073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9569",NA,NA
"62","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760075","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley","Gardner",NA,"1866","1","1",NA,"Brasil","Piauí","Brésil, Province de Piauhy. Piauí, Nordeste, Brasil, América do Sul",NA,NA,"hb",". . Catal. 1866, No. 6 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760075' target='other'> <mi>dwc_moreinfo</mi></a>","P01760075","P01760075_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2746",NA,NA
"63","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760076","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Salzmann, P.",NA,NA,NA,NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760076' target='other'> <mi>dwc_moreinfo</mi></a>","P01760076","P01760076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760077","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Slazmann",NA,NA,NA,NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Herb. Facult. Scient. Monspel <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760077' target='other'> <mi>dwc_moreinfo</mi></a>","P01760077","P01760077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760078","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Salzmann",NA,NA,NA,NA,NA,"Brasil","Bahia","Brésil. Bahia, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760078' target='other'> <mi>dwc_moreinfo</mi></a>","P01760078","P01760078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760079","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Salzmann",NA,NA,NA,NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760079' target='other'> <mi>dwc_moreinfo</mi></a>","P01760079","P01760079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760080","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Salzmann",NA,NA,NA,NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760080' target='other'> <mi>dwc_moreinfo</mi></a>","P01760080","P01760080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760082","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Leprieur",NA,NA,NA,NA,NA,"Guyane française",NA,"Guyana Fr. Guiana Francesa",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760082' target='other'> <mi>dwc_moreinfo</mi></a>","P01760082","P01760082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760083","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Pourret, A.",NA,NA,NA,NA,NA,"Guyane française",NA,"Guyane Française. Cayenne. Guiana Francesa",NA,NA,"hb",". s.d. Collection de l´Abbé Pourret, extraite de l´Herbier légué par M. le Dr Barbier. 1847 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760083' target='other'> <mi>dwc_moreinfo</mi></a>","P01760083","P01760083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-03 21:12:16-03","MNHN","RECOLNAT_MNHN_P","P01760084","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Leprieur",NA,"1840","1","1",NA,"Guiana",NA,"Guyane. Guiana , América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760084' target='other'> <mi>dwc_moreinfo</mi></a>","P01760084","P01760084_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-01-31 13:41:05-02","MNHN","RECOLNAT_MNHN_P","P01760085","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Martius",NA,NA,NA,NA,NA,"Guyane française",NA,"Guyane Française. Caienne. Guiana Francesa",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760085' target='other'> <mi>dwc_moreinfo</mi></a>","P01760085","P01760085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-05 12:31:57-03","MNHN","RECOLNAT_MNHN_P","P06800412","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley","Benoist, R.",NA,"1914","7","7",NA,"Guyane française",NA,"Guyane Française, Kourou.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06800412' target='other'> <mi>dwc_moreinfo</mi></a>","P06800412","P06800412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1377",NA,NA
"73","2015-09-05 12:28:23-03","MNHN","RECOLNAT_MNHN_P","P06800414","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley","Benoist",NA,"1914","7","7",NA,"Guyane française",NA,"Guyane Française, Kourou.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06800414' target='other'> <mi>dwc_moreinfo</mi></a>","P06800414","P06800414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1377",NA,NA
"74","2020-12-11 11:45:33-03","UFMG","BHCB","152376","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Giacomin, LL; Almeida, TE","1585","2011","07","18","Southern America","Brasil","Pará","Ilha de Maiandeua, Algodoal. Thilha para o Lago da Princesa.","5","5",NA,"Prensado em álcool.; Erva. Flores amarelas.; Crescendo em solo arenoso.","BHCB037658",NA,"-47.57","-35.216667","Maracanã",NA,NA,"2013","06","25","-47.57","-35.216667",NA,NA,NA,NA,NA
"75","2021-03-30 17:09:52-03","UFMA","MAR","8165","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"LIMA, G. P.","590","2015","07","25",NA,"Brasil","Maranhão","Praia de Panaquatira",NA,NA,NA,"Erva; pétalas amarelas; 3 pétalas",NA,NA,"-44.053833","-2.473056","Paço do Lumiar",NA,NA,NA,NA,NA,"44º03'13.8W","02º28'23S",NA,NA,NA,NA,NA
"76","2021-03-30 17:09:52-03","UFMA","MAR","1298","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Mota, N. F. O.","MCFS e Eduardo Damázio","68","1984","06","18",NA,"Brasil","Maranhão","Estreito Coqueiro",NA,NA,NA,"Em trasição manguezal, terra firme",NA,NA,"-44.360833","-2.723333","São Luís",NA,NA,"2015","05","21","44º21'39W","02°43'24S",NA,NA,NA,NA,NA
"77","2021-03-30 17:09:52-03","UFMA","MAR","2650","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Mota, N. F. O.","Emília Girnos e Cristina Cabral","4","1988","07","20",NA,"Brasil","Maranhão","Atins",NA,NA,NA,"Flor amarela, planta medicinal",NA,NA,"-42.826667","-2.7475","Barreirinhas",NA,NA,"2015","05","21","42º49'36W","02º44'51S",NA,NA,NA,NA,NA
"78","2021-03-30 17:09:52-03","UFMA","MAR","8380","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"LIMA, G. P.","513","2014","11","16",NA,"Brasil","Maranhão","Praia de Panaquatira",NA,NA,NA,"Erva; fruto marrom",NA,NA,"-44.053833","-2.473056","Paço do Lumiar",NA,NA,NA,NA,NA,"44º03'13.8W","02º28'23S",NA,NA,NA,NA,NA
"79","2021-03-30 17:09:52-03","UFMA","MAR","10420","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"AMORIM, I. F. F","394","2015","11","28",NA,"Brasil","Maranhão","Praia do Caúra",NA,NA,NA,"Erva, perene, inflorescência racemosa, pétalas amarelas",NA,NA,"-44.047278","-2.554222","São José de Ribamar",NA,NA,NA,NA,NA,"44º2'50.2W","2º33'15,2S",NA,NA,NA,NA,NA
"80","2021-03-30 17:09:52-03","UFMA","MAR","7380","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","MOTA, N. F. O.","AMORIM, I. F. F","69","2013","05","25",NA,"Brasil","Maranhão","Praia de Araçagy",NA,NA,NA,NA,NA,NA,"-44.181944","-2.465556","Paço do Lumiar",NA,NA,"2015","02","21","44º10'55W","02º27'56S",NA,NA,NA,NA,NA
"81","2021-02-11 17:22:10-03","UFPR","UPCB","64806","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Alves-Araújo, A.","Alves-Araújo, A.","663","2007","10","19",NA,"Brasil","Pernambuco","Usina São José, Mata da Zambana.","120","120",NA,"Base das folhas roxas e flores amarelas. Mata Atlântica. Borda da mata..",NA,NA,"-34.990556","-7.716111","Igarassu",NA,NA,"2008","06",NA,"-34.990556","-7.716111",NA,NA,NA,NA,NA
"82","2009-10-25 15:00:00-02","MO","MOBOT","3002498","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","R. Kral 82","David W. Roubik","Roubik 202","1977","6","23","South America","French Guiana",NA,"Kouron 12 km NW.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2012-04-17 14:58:00-03","MO","MOBOT","3002550","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Nazaré do Carmo","Nelson A. Rosa","Rosa 985","1976","9","16","South America","Brazil","Pará","Marajó, Mun. Salvaterra, campo margenando o Igapó e, Joanes, solo encharcado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2013-08-23 04:12:00-03","MO","MOBOT","3002676","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M. Gracas L. Wanderley","E.F. Glocker","Glocker 354-20E","1842",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","3002714","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","L.B. Smith","Ghillean T. Prance","Prance 21154","1974","7","15","South America","Brazil","Pará","Atalaia, Salinopolis, Swamp in dunes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-08-18 05:19:00-03","MO","MOBOT","3002889","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G. Silva","João Murça Pires","Pires 16184-16215",NA,NA,NA,"South America","Brazil","Goiás","Rodovia Belém-Brasília, perto do Igarapé do Boi, Cerrado e Campina periódidamente encharcada.","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-03-24 14:37:00-03","MO","MOBOT","3014864","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"J. Coêlho de Moraes","Coêlho de Moraes 2287","1959","10","18","South America","Brazil","Paraíba","Baia da Eraição, Pb. Mas proximidades dos mangrens.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2021-01-10 20:52:28-03","INPA","INPA","12595","S","Plantae","Monocotyledon","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Miranda, VC de","MG3076","1902","09",NA,"Southern America","Brasil","Pará","Marajó. Rio Camará, Jutuba, Marajó, Rio Camará, Jatuba.",NA,NA,NA,NA,"INPA0012595","INPA0012595 INPA0012595_e","-48.7","-0.8",NA,NA,NA,NA,NA,NA,"-48.7","-0.8",NA,NA,NA,NA,NA
"89","2021-01-10 20:52:28-03","INPA","INPA","12593","S","Plantae","Monocotyledon","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Sem Coletor","INPA12593","1897","09","10","Southern America","Brasil","Ceará","Benfica.",NA,NA,NA,NA,"INPA0012593","INPA0012593 INPA0012593_e INPA0012593_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-08-31 09:21:52-03","INPA","INPA","45131","S","Plantae","Monocotyledon","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Prance, GT","21154","1974","07","15","Southern America","Brasil","Pará","Atalaia, Atalaia, Salinopólis. Swamp in dunes.",NA,NA,NA,NA,"INPA0045131","INPA0045131 INPA0045131_e","-47.499064","-0.892325",NA,NA,NA,NA,NA,NA,"-47.499064","-0.892325",NA,NA,NA,NA,NA
"91","2020-08-31 09:21:52-03","INPA","INPA","77790","S","Plantae","Monocotyledon","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Rosa, NA","935","1976","09","16","Southern America","Brasil","Pará","Joanes, Marajó, campo margeando o igapó em Joanes, solo encharcado.",NA,NA,NA,NA,"INPA0077790","INPA0077790 INPA0077790_e","-48.5","-0.8","Salvaterra",NA,NA,NA,NA,NA,"-48.5","-0.8",NA,NA,NA,NA,NA
"92","2021-01-04 11:30:06-03","UEMA","SLUI","598","PreservedSpecimen","Plantae","Angiospermae",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lamb.",NA,"F. Noberto","243","1988","09","30",NA,"Brasil","Maranhão","Localidade Mangangá",NA,NA,NA,NA,"SLUI000598",NA,"-44.476864","-6.392611","Mirador",NA,NA,NA,NA,NA,"44°28'36.71W","6°23'33.40S",NA,NA,NA,NA,NA
"93","2021-03-04 11:06:35-03","UFRB","HURB","6894","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Gil, A.; Viana, P.L.; Bastos, M.N. do C.; Mota, N.F.O.","324","2013","09","20",NA,"Brasil","Pará","Cuiarana; Apicum",NA,NA,NA,"transecto II do Projeto Itarana/MPEG..","HURB000006894","HURB000006894","-47.3560981750488","-0.613610982894897","Salinópolis","23190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-04 11:06:35-03","UFRB","HURB","6927","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Gil, A.; Viana, P.L.; Bastos, M.N. do C.; Mota, N.F.O.","382","2013","09","21",NA,"Brasil","Pará","Cuiarana; Ilha de Itarana",NA,NA,NA,"comum.","HURB000006927","HURB000006927","-47.3560981750488","-0.613610982894897","Salinópolis","23190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-01-26 13:59:12-03","IMA","MAC","23376","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","M.N.Rodrigues","2028","2005","09","09",NA,"Brasil","Alagoas","Parada próxima a Marechal Deodoro, (1km após o trevo).",NA,NA,NA,"Erva ca. de 40cm de altura. Flores amarelas.; Restinga","MAC0023376",NA,"-35.893411","-9.697808","Marechal Deodoro",NA,NA,"2019","08","08","-35.893411","-9.697808",NA,NA,NA,NA,NA
"96","2021-01-26 13:59:12-03","IMA","MAC","24747","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","E.Melo; et al.","4156","2005","10","31",NA,"Brasil","Alagoas","Povoado de Capela. Várzea do rio Murituba, afluent",NA,NA,NA,"Erva ereta. Flores amarelas. Frutos imaturos verdes.; Restinga.","MAC0024747",NA,"-36.582239","-10.287867","Penedo",NA,NA,"2019","08","08","-36.582239","-10.287867",NA,NA,NA,NA,NA
"97","2021-01-26 13:59:12-03","IMA","MAC","25360","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","M.N.Rodrigues; G.B.Araujo; Santos, MR dos","2044","2006","10","11",NA,"Brasil","Alagoas","Dunas do Cavalo Russo.",NA,NA,NA,"Erva ca. de 10cm de altura. Flores amarelas.; Restinga","MAC0025360",NA,"-35.893411","-9.697808","Marechal Deodoro",NA,NA,"2019","08","08","-35.893411","-9.697808",NA,NA,NA,NA,NA
"98","2021-01-26 13:59:12-03","IMA","MAC","25824","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","R.P.Lyra-Lemos; A.C.P.Barros; N.M.Rodrigues","9900","2006","09","27",NA,"Brasil","Alagoas","Dunas do Cavalo Russo, trecho em direção a encosta do tabuleiro.",NA,NA,NA,"Erva ereta, coletada em local úmido. Flores amarelas.; Restinga arbustiva-arbórea.","MAC0025824",NA,"-35.893411","-9.697808","Marechal Deodoro",NA,NA,"2019","08","08","-35.893411","-9.697808",NA,NA,NA,NA,NA
"99","2021-01-26 13:59:12-03","IMA","MAC","4555","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","R.Rocha; Miranda; Mantovani; R.P.Lyra-Lemos; Dayse","282","1982","10","23",NA,"Brasil","Alagoas",NA,NA,NA,NA,"Erva. Flores amarelas.; Restinga.","MAC0004555",NA,"-36.434167","-10.405833","Piaçabuçu.",NA,NA,"1986","06","23","-36.434167","-10.405833",NA,NA,NA,NA,NA
"100","2021-01-26 13:59:12-03","IMA","MAC","62011","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","R.F.A. Rocha","72","1981","09","29",NA,"Brasil","Alagoas","AL-101 próximo ao acesso do Pontal do Peba.",NA,NA,NA,"Erva. Flor amarela.; Restinga.","MAC0062011",NA,"-36.414789","-10.384417","Piaçabuçu",NA,NA,"1986","06","23","-36.414789","-10.384417",NA,NA,NA,NA,NA
"101","2021-01-26 13:59:12-03","IMA","MAC","62823","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","M.C.S.Mota; E.C.O.Chagas","12218","2013","09","14",NA,"Brasil","Alagoas","Dunas do cavalo Russo.",NA,NA,NA,"Erva ca. 5 cm de alt. Flores amarelas. Frutos castanhos.; Restinga.","MAC0062823",NA,"-35.947886","-9.813219","Barra de São Miguel",NA,NA,"2019","08","08","-35.947886","-9.813219",NA,NA,NA,NA,NA
"102","2021-02-04 10:30:34-03","UFRPE","HST","1062","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","L.B.Smith","S.Tavares","1062","1962","10","01",NA,"Brasil","Paraíba","Fontainha",NA,NA,NA,"Erva com flores amarelas. Próximo à água.","HST001062",NA,"-35.1164016723633","-7.401939868927","Pedras de Fogo","19663","auto","1964","06",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-04 10:30:34-03","UFRPE","HST","495","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","S.Tavares","495","1959","03","05",NA,"Brasil","Pernambuco","Porto Adiantado",NA,NA,NA,"Erva; flores amarelas.","HST000495",NA,"-34.9063987731934","-7.83416986465454","Igarassu","24709","auto","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
