"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","county","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"50","2020-12-21 16:11:29-03","MBM","MBM","145631","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Pedralli, G.","s.n.","1988","03","05","Southern America","Brazil","Minas Gerais","Córrego José Nunes","-46.5388984680176","-19.4783000946045",NA,"Erva fixa, submersa/emergente, flores brancas.","MBM145631","MBM145631",NA,"Pedersen, T.M.","Ibiá","49820",NA,NA,"auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:11:29-03","MBM","MBM","16246","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25555","1970","11","19","Southern America","Brazil","Paraná","Rio Jaguariaíva, Corredeira Paulista.","-49.6521987915039","-23.9158000946045",NA,"Erva, flor alvacenta.; Junto as corredeiras.","MBM016246",NA,NA,"Pedersen, T.M.","São José da Boa Vista","21399",NA,NA,"auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5655","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","N.P. Lopes","224","2000","03","19",NA,"Brasil","Minas Gerais","Camping do Paraíso Perdido",NA,NA,NA,"Beira do rio.","005655",NA,NA,"J.C. Siqueira","São João Batista da Glória",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6939","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","G.P. Silva; Moreira, G.A.; Rezende, J.M.","7338","2003","03","11",NA,"Brasil","Goiás","Margem direita do rio Antas, próximo à ponte de ma","-48.440556","-16.289722",NA,"Ambiente: Mata de Galeria&nf;Relevo: Suave ondulado&nf;Substrato: Solo argiloso&nf;Flor: Branca&nf;Hábito: Erva decumbente&nf;Observação Área de Influência Direta (lago).&nf;Freqüencia: Ocasional no local","006939",NA,NA,"J.C. Siqueira","Silvania",NA,"820","820",NA,"2005","-48.440556","-16.289722",NA,NA,NA,NA,NA,NA
"54","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5998","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","G. Hatschbach; O. Guimarães","25555","1970","11","19",NA,"Brasil","Paraná","Rio Jaguariaiva - corredeira paulista",NA,NA,NA,"Erva de flor alvacenta.; Junto as corredeiras.","005998",NA,NA,"T.M. Pedersen","São João da Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5718","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","R. Rodrigues; T.S. FIlgueiras","s.n.","1999","04","29",NA,"Brasil","Minas Gerais","Parque Nacional Grande Sertão Veredas, Margem do Rio Mato Grande","-45.6183013916016","-15.3056001663208",NA,"Erva, semi carnosa, nós dilatados. Inflorescência esbranquiçada","005718",NA,NA,"Luisa Senna","Chapada Gaúcha","73227",NA,NA,"auto","2013",NA,NA,NA,NA,"09","20",NA,NA
"56","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5672","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","P.S. Pereira; Pereira, A.M.S.","s.n.","2001","04","17",NA,"Brasil","Minas Gerais","Campim do Claro (Furnas)","-46.8539009094238","-20.343900680542",NA,"Altura: 60 cm.; Cerrado. Beira d'água.","005672",NA,NA,"J.C. Siqueira","Delfinópolis","41380","650","650","auto","2001",NA,NA,NA,NA,"07",NA,NA,NA
"57","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5676","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","L. Gobo","s.n.","2001","03","18",NA,"Brasil","Minas Gerais","Leito do rio","-46.8539009094238","-20.343900680542",NA,NA,"005676",NA,NA,"J.C. Siqueira","Delfinópolis","41380",NA,NA,"auto","2001",NA,NA,NA,NA,"07",NA,NA,NA
"58","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5657","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","P.S. Pereira; Pereira, A.M.S.","s.n.","2001","04","17",NA,"Brasil","Minas Gerais","Paraíso Perdido - Beira D'água","-46.6096992492676","-20.718900680542",NA,"Altura: 50cm. Flor branca.&nf;; Cerrado.","005657",NA,NA,"J.C. Siqueira","Passos","37279","810","810","auto","2001",NA,NA,NA,NA,"07",NA,NA,NA
"59","2019-11-01 15:27:54-03","PUC-RIO","FCAB","6165","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","V. Linsinger","232","2000","05","21",NA,"Brasil","Paraná","Parque Estadual do Cerrado, Rio Santo Antônio","-49.7057991027832","-24.2511005401611",NA,"Erva, flor alva com estames amarelos. Margem de rio.","006165",NA,NA,"J.C. Siqueira","Jaguariaíva","44368",NA,NA,"auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559290","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559290' target='other'> <mi>dwc_moreinfo</mi></a>","P04559290","P04559290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA
"61","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559291","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559291' target='other'> <mi>dwc_moreinfo</mi></a>","P04559291","P04559291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA
"62","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559292","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559292' target='other'> <mi>dwc_moreinfo</mi></a>","P04559292","P04559292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA
"63","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559284","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gardner",NA,"1840","1","1",NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559284' target='other'> <mi>dwc_moreinfo</mi></a>","P04559284","P04559284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3965",NA
"64","2015-09-04 16:02:13-03","MNHN","RECOLNAT_MNHN_P","P04559282","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gardner",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559282' target='other'> <mi>dwc_moreinfo</mi></a>","P04559282","P04559282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3965",NA
"65","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559283","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gardner",NA,NA,NA,NA,NA,"Brasil",NA,"Province de Goyaz.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559283' target='other'> <mi>dwc_moreinfo</mi></a>","P04559283","P04559283_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3965",NA
"66","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559285","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Poiteau",NA,"1826","1","1",NA,"Guiana",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559285' target='other'> <mi>dwc_moreinfo</mi></a>","P04559285","P04559285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559286","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559286' target='other'> <mi>dwc_moreinfo</mi></a>","P04559286","P04559286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1253",NA
"68","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559287","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gardner",NA,"1841","1","1",NA,"Brasil","Goiás",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559287' target='other'> <mi>dwc_moreinfo</mi></a>","P04559287","P04559287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3965",NA
"69","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559289","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Smith, H.H.",NA,"1898","1","1",NA,"Colômbia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559289' target='other'> <mi>dwc_moreinfo</mi></a>","P04559289","P04559289_01",NA,NA,NA,NA,"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1198",NA
"70","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559294","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Saint-Hilaire, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559294' target='other'> <mi>dwc_moreinfo</mi></a>","P04559294","P04559294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2333",NA
"71","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559296","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Regnell, A.F.",NA,"1800","1","1",NA,"Brasil",NA,"Prov. S. Paulo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559296' target='other'> <mi>dwc_moreinfo</mi></a>","P04559296","P04559296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 215",NA
"72","2015-09-04 16:02:14-03","MNHN","RECOLNAT_MNHN_P","P04559293","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Regnell",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-46.386100769043","-21.9235992431641","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559293' target='other'> <mi>dwc_moreinfo</mi></a>","P04559293","P04559293_01",NA,NA,"Caldas","25710",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"226",NA
"73","2020-12-11 11:31:23-03","UFMG","BHCB","147390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gasper, AL de; Bueno, ML; Neves, DRM; Rezende, VL","2566","2011","03","15","Southern America","Brasil","Minas Gerais","Fazenda do Onça","-45.345","-22.608083",NA,"Erva terrícola, flor branca.; Área aberta. Floresta Ombrófila Mista.","BHCB054994","BHCB054994",NA,NA,"Delfim Moreira",NA,"1670","1670",NA,"2011","-45.345","-22.608083",NA,NA,"03",NA,NA,NA
"74","2020-12-11 11:31:23-03","UFMG","BHCB","15368","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Rocha, LA","103","1987","09","16","Southern America","Brasil","Minas Gerais","Ribeirão de Furnas., ST. 1.","-48.9875","-18.984722",NA,"Arbustivo.; Marginal.","BHCB054991","BHCB054991",NA,NA,NA,NA,NA,NA,NA,"2004","-48.9875","-18.984722",NA,NA,"07",NA,NA,NA
"75","2020-12-11 11:31:23-03","UFMG","BHCB","15522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Torres, GE","9","1987","06","21","Southern America","Brasil","Minas Gerais","Ribeirão Rocinha., ST 4","-47.908889","-19.15",NA,"Herbáceo.; Marginal.","BHCB054992","BHCB054992",NA,NA,"Uberaba",NA,NA,NA,NA,"2007","-47.908889","-19.15",NA,NA,"03",NA,NA,NA
"76","2020-12-11 11:31:23-03","UFMG","BHCB","15523","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Torres, GE","37","1987","07","13","Southern America","Brasil","Minas Gerais","Ribeirão Brejão., ST 1.","-47.7","-19.119444",NA,"Herbácea.; Marginal.","BHCB054920","BHCB054920",NA,NA,NA,NA,NA,NA,NA,"2007","-47.7","-19.119444",NA,NA,"03",NA,NA,NA
"77","2020-12-11 11:31:23-03","UFMG","BHCB","15526","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Torres, GE","39","1987","07","14","Southern America","Brasil","Minas Gerais","Ribeirão Rocinha., ST 4.","-47.908889","-19.15",NA,"Marginal.","BHCB055000","BHCB055000",NA,NA,"Uberaba",NA,NA,NA,NA,"2007","-47.908889","-19.15",NA,NA,"03",NA,NA,NA
"78","2020-12-11 11:31:23-03","UFMG","BHCB","155595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Giorni, VT","s.n.","2010","08","13","Southern America","Brasil","Minas Gerais","Samarco - Complexo do Germano","-43.469444","-20.230278",NA,"Arbustivo.; Floresta Estacional Semidecidual.","BHCB054998","BHCB054998",NA,NA,"Mariana",NA,"1002","1002",NA,NA,"-43.469444","-20.230278",NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:31:23-03","UFMG","BHCB","15774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Torres, GE","40","1987","07","15","Southern America","Brasil","Minas Gerais","Ribeirão Furnas., ST 7.","-48.9875","-18.984722",NA,"Herbácea.; Marginal.","BHCB054999","BHCB054999",NA,NA,NA,NA,NA,NA,NA,"2007","-48.9875","-18.984722",NA,NA,"03",NA,NA,NA
"80","2020-12-11 11:31:23-03","UFMG","BHCB","18278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Torres, GE","s.n.","1987","06","21","Southern America","Brasil","Minas Gerais","ST 02 - Rio São Francisco.",NA,NA,NA,"Herbáceo.; Mata ciliar.","BHCB054923","BHCB054923",NA,NA,"Brejão",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"07",NA,NA,NA
"81","2020-12-11 11:31:23-03","UFMG","BHCB","55188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Barreto, HLM","905","1934","05","01","Southern America","Brasil","Minas Gerais","Cachoeira do Onça.","-43.937801361084","-19.9207992553711",NA,"Muito frequente.; Herbácea, 0,5m.; Margem de brejo.","BHCB054988","BHCB054988",NA,NA,"Belo Horizonte","17082",NA,NA,"auto","2004",NA,NA,NA,NA,"07",NA,NA,NA
"82","2020-12-11 11:31:23-03","UFMG","BHCB","2874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Ferrari, JM","829","1980","10",NA,"Southern America","Brasil","Minas Gerais","Campus da UFMG, Escola de Veterinária.","-43.937801361084","-19.9207992553711",NA,"Terrestre, herbáceo, caule quadrangular, glanduloso e folhas poligomorfas.","BHCB054989","BHCB054989",NA,NA,"Belo Horizonte","17082",NA,NA,"auto","2004",NA,NA,NA,NA,"07",NA,NA,NA
"83","2020-12-11 11:31:23-03","UFMG","BHCB","15983","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Pedralli, G; Meyer, ST","s.n.","1986","10","31","Southern America","Brasil","Minas Gerais","Rio Capivara.","-47.2928009033203","-19.3528003692627",NA,"Flores brancas.","BHCB054990","BHCB054990",NA,NA,"Perdizes","45889",NA,NA,"auto","2004",NA,NA,NA,NA,"07",NA,NA,NA
"84","2020-12-11 11:31:23-03","UFMG","BHCB","87335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Tameirão Neto, E","3640","2003","10","20","Southern America","Brasil","Minas Gerais","UHE Jurumirim, Rio Piranga.","-43.0074996948242","-20.57080078125",NA,"Herbáceo.; Afloramento de rocha nas margens do rio.","BHCB054993","BHCB054993",NA,NA,"Guaraciaba","16300",NA,NA,"auto","2007",NA,NA,NA,NA,"03",NA,NA,NA
"85","2021-02-11 17:17:48-03","UFPR","UPCB","30486","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Lima, R.X.",NA,"1993","03","21",NA,"Brasil","Paraná","Ilha do Salto Caxias","-53.614200592041","-25.4792003631592",NA,"Erva de flores creme. Local úmido e pedregoso, á margem do rio..",NA,NA,NA,"Guimarães, O.A.","Capitão Leônidas Marques","14258",NA,NA,"auto","1997",NA,NA,NA,NA,"05",NA,NA,NA
"86","2021-02-11 17:17:48-03","UFPR","UPCB","11957","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Cure, J.R.",NA,"1981","09","26",NA,"Brasil","Paraná","Parque da Cidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"Guimarães, O.A.","Curitiba","25180",NA,NA,"auto","1981",NA,NA,NA,NA,"10",NA,NA,NA
"87","2021-02-11 17:17:48-03","UFPR","UPCB","27309","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Cervi, A.C.","35","1991","12","16",NA,"Brasil","Paraná","Rio das Mortes - campo próximo à ponte","-49.7057991027832","-24.2511005401611",NA,"Erva, flor alva..",NA,NA,NA,"Mazzuco, E.A.","Jaguariaíva","44368",NA,NA,"auto","1995",NA,NA,NA,NA,"11",NA,NA,NA
"88","2021-02-11 17:17:48-03","UFPR","UPCB","9155","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Hatschbach, G.","25555","1970","11","19",NA,"Brasil","Paraná","Rio Jaguariaíva - Corredeira Paulista","-49.6521987915039","-23.9158000946045",NA,"Erva de flor alvecente, junto às corredeiras..",NA,NA,NA,"Pedersen, T.M.","São José da Boa Vista","21399",NA,NA,"auto","1971",NA,NA,NA,NA,"01","01",NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","737930","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","glabrata","Gomphrena glabrata","(Mart.) Moq.","Miguel Bang","Bang 255","1890",NA,NA,"South America","Bolivia","La Paz","Yungas.","-68.01","-15.75",NA,NA,NA,NA,NA,NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-10-18 08:03:00-02","MO","MOBOT","2430973","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","F. M. Rodríguez","Rodríguez 781","1913","9","2","South America","Argentina","Misiones","Salto Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,"Suessenguth, K.","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-03-12 04:39:00-03","MO","MOBOT","2459262","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gösta Jönsson","Jönsson 326a","1914","5","12","South America","Brazil","Paraná","Jaguariaiva. beira do rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2018-05-17 05:29:00-03","MO","MOBOT","2492420","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","Múlgura 3710","2003","12","12","South America","Paraguay","Amambay","Campo cerrado frente a la administración","-56.03333","-22.64777",NA,NA,NA,NA,NA,"Múlgura, M. E. & O'Leary, N.",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-08-07 03:32:00-03","MO","MOBOT","3417546","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Nur Ritter|et al.","Ritter 4478","1998","11","7","South America","Bolivia","Santa Cruz","Laguna Uberaba, onthe bolivian-Brazilian border.","-57.77833","-17.5975",NA,NA,NA,NA,NA,"Ritter","Angel Sandoval",NA,"85.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2018-09-12 14:47:58-03","UNIOESTE","UNOP","5991","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Kellermann, B.D.; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenb; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenberg, R.","8","2009","08","28",NA,"Brasil","Paraná","Jardim das Americas. Centro Politecnico da Universidade Federal do Parana.Reserva Biologica Mata Viva.Ruderal.","-49.233806","-25.446111",NA,"Erva, flores alvas.",NA,NA,NA,"Kellermann, B.D.; Mancinelli, W.S.","Curitiba",NA,"916","916",NA,"2009","-49.233806","-25.446111",NA,NA,"10",NA,NA,NA
"95","2021-03-04 11:04:17-03","UFRB","HURB","10472","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Carneiro-Jr., O.",NA,"2012","10","31",NA,"Brasil","Bahia","Comunidade Três Lagoas;","-39.6046981811523","-13.0303001403809",NA,"Etnobotânica. <ll>dwc_commonname:</ll> Canela de urubu","HURB000010472","HURB000010472",NA,NA,"Amargosa","22699",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-04 11:04:17-03","UFRB","HURB","10471","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Oliveira, B.; M. Antonio",NA,"2012","10","31",NA,"Brasil","Bahia","Comunidade Três Lagoas;","-39.6046981811523","-13.0303001403809",NA,"Etnobotânica. <ll>dwc_commonname:</ll> Novalgina","HURB000010471","HURB000010471",NA,NA,"Amargosa","22699",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-06-15 15:28:16-03","UNESP-RC","HRCB","4019","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Furlan, A.","156","1984",NA,NA,NA,"Brasil","São Paulo",NA,"-47.7099990844727","-22.4300003051758",NA,"Erva; flores branco-creme",NA,NA,NA,"A.Furlan","Ipeúna","12906",NA,NA,"auto","1984",NA,NA,NA,NA,"02","09",NA,NA
"98","2020-06-15 15:28:16-03","UNESP-RC","HRCB","1954","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Noronha, M.R.P.","3","1978","10","31",NA,"Brasil","São Paulo",NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,"A.Furlan","Botucatu",NA,"550","550",NA,"1985","48º25'W","22º45'S",NA,NA,"04","17",NA,NA
"99","2020-06-15 15:28:16-03","UNESP-RC","HRCB","35728","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Rodrigues-da-Silva, R.","260","1999","04","29",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Erva , semi-carnosa, nós dilatados, inflorescencia esbranquiçada.",NA,NA,NA,"Marchioretto, M.S.","Margens do Rio Mato Grande.",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"06",NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","2579964","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","I. Valio","12","1959","7","14","South America - Neotropics","Brazil","São Paulo","às margens do rio Pardo","-49.6300010681152","-22.8899993896484",NA,NA,"US01332876","US01332876_01",NA,NA,"Santa Cruz do Rio Pardo","43562",NA,NA,"auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","2948122","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","A. P. Duarte & A. Mattos","8305","1964","7","19","South America - Neotropics","Brazil","Goiás","Goiás Velha, Balneário","-50.1403007507324","-15.9343996047974",NA,NA,"US01332874","US01332874_01",NA,NA,"Goiás","63502",NA,NA,"auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
