"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","typeStatus","previousCatalogNumber"
"49","2019-11-21 14:52:47-03","UFJF","CESJ","23517","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Desv.) Willd.","M.C. Brügger; et al.","FPNC738","1988","10","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita.",NA,NA,NA,"No solo, mata úmida de vale.","CESJ023517","CESJ023517","F.S. Souza","15",NA,NA,NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:52:47-03","UFJF","CESJ","3325","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Desv.) Willd.","A.C. Brade","s.n.","1940","08","América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos, Picada do Rancho Frio. Leito do rio Paquequer.",NA,NA,NA,"Sobre pedras.","CESJ003325",NA,"F. Gonzatti","23",NA,NA,NA,NA,NA,"2017","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-01-10 18:17:05-03","UFJF","CESJ","72882","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","A.C. Brade","16633","1940","08","América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos, Picada Rancho Frio, no leito do Rio Paquequer","1600","1600",NA,"Sobre pedras e rochedos.","CESJ072882",NA,"A.C. Brade","23","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto","1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:43:44-03","UNICAMP","UEC","161253","S","Plantae","Pteridophyta",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Salino, A; Castanho, GG; Drezza, TR; Vidal, CY; Floriani, MMP; Silveira, ALP","11956","2007","04",NA,"Brazil","Santa Catarina","Urupema. Fazenda Farofa, trilha do meio antes do campo drenado, em direção ao campo de altitude.","1535","1535",NA,"Epífita na base de xaxim (Dicksonia sellowiana), interior de mata.","UEC069645","UEC069645","Salino, A","04",NA,"-49.868139","-27.921583",NA,NA,"2007","04","04",NA,"-49.868139","-27.921583",NA,NA,NA,NA,NA
"53","2020-10-14 10:01:58-03","FURB","FURB","12507","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Gasper, A.L. de; Verdi, M.","1882","2009","05",NA,"Brasil","Santa Catarina","Morro das Torres.","1432","1432",NA,"Florística IFFSC 214(Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: epífita;","FURB46329","FURB46329","Gasper, AL de","07","Rio Rufino","-49.86","-27.9",NA,NA,"2009","08","03",NA,"-49.8600000","-27.9000000",NA,NA,NA,NA,NA
"54","2020-07-07 08:59:33-03","FURB","FURB","22231","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Verdi, M.; Souza, N.L. de & Klemz, G.","3826","2010","03",NA,"Brasil","Santa Catarina","Canyon Espraiado / Campo dos Padres.","1450","1450",NA,NA,"FURB00146","FURB00146","Gasper, AL de","09","Rio Fortuna","-49.3205556","-27.9905555",NA,NA,"2010","03","30",NA,"-49.3205556","-27.9905555",NA,NA,NA,NA,NA
"55","2020-10-14 10:01:58-03","FURB","FURB","29348","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2574","2010","06",NA,"Brasil","Santa Catarina","RPPN Prima Luna / Monte Barão.","1097","1097",NA,NA,"FURB08663","FURB08663","Gasper, AL de","15","Nova Trento","-49.0269445","-27.2636111",NA,NA,"2010","09","30",NA,"-49.0269445","-27.2636111",NA,NA,NA,NA,NA
"56","2020-07-07 08:59:33-03","FURB","FURB","39625","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Gasper, A.L. de; Kemmelmeier, K.","3037","2012","11",NA,"Brasil","Santa Catarina","Topo do Morro da Igreja.","1700","1700",NA,NA,"FURB08662","FURB08662","Gasper, AL de","24","Urubici","-49.4797223","-28.1269445",NA,NA,"2012","11",NA,NA,"-49.4797223","-28.1269445",NA,NA,NA,NA,NA
"57","2020-10-14 10:01:58-03","FURB","FURB","62497","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Kassner-Filho, A.","4599","2019","02",NA,"Brasil","Santa Catarina","Canyon Espraiado / Campo dos Padres. Canyon Espraiado / Campo dos Padres.","1450","1450",NA,"Erva Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Erva","FURB62497","FURB62497","Gasper, A.L. de","09","Rio Fortuna","-49.3205556","-27.9905555",NA,NA,"2019","03","01",NA,"-49.3205556","-27.9905555",NA,NA,NA,NA,NA
"58","2020-10-14 10:01:58-03","FURB","FURB","42015","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Grizzon, M.; Gaio, J. & Barbosa, E.","163","2013","01",NA,"Brasil","Paraná","Serra da Igreja.","1000","1000",NA,NA,"FURB08661","FURB08661","Gonzatti, F","22","Morretes","-48.834400177002","-25.476900100708","30514","auto","2013","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:01:58-03","FURB","FURB","42666","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Bonnet, A.; Caglioni, E.","144","2012","05",NA,"Brasil","Rio de Janeiro","Pico da Caledônia.","2200","2200",NA,NA,"FURB08660","FURB08660","Gasper, AL de","09","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","2013","10","24",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-07 08:59:33-03","FURB","FURB","1812","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","Ribas, O.S.; Silva, J.M.",NA,"2001","02",NA,"Brasil","Santa Catarina","Serra do Quiriri.","1350","1350",NA,NA,"FURB08664","FURB08664","Dittrich, VAO","11","Campo Alegre","-49.2655982971191","-26.1924991607666","37493","auto","2001","02","11",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-16 17:56:20-03","UCS","HUCS","50695","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","2972","2016","11",NA,"Brasil","Paraná","Pico Paraná, trilha de acesso ao pico.","1350","1350",NA,"erva rizomatosa em troncos de árvore, junto à trilha. Mata Nebular.","HUCS002342","HUCS002342","Gonzatti, F.","15","Campina Grande","-48.8475","-25.230083",NA,NA,"2019","09",NA,NA,"-48.8475","-25.230083",NA,NA,NA,NA,NA
"62","2021-03-16 17:56:20-03","UCS","HUCS","46262","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","2953","2016","11",NA,"Brasil","Paraná","Pico do Camapuã","1423","1423",NA,"À sombra, porém visto também ao sol.; Rizomatoso, sobre troncos, rochas e depósitos húmicos da mata nebular altomontana. Abundante no local.","HUCS002340","HUCS002340","Gonzatti, F.","14","Campina Grande do Sul","-48.259444","-25.262611",NA,NA,"2017","09",NA,NA,"-48.259444","-25.262611",NA,NA,NA,NA,NA
"63","2021-03-16 17:56:20-03","UCS","HUCS","45045","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gasper, A.L.","3037","2012","11",NA,"Brasil","Santa Catarina","Topo do Morro da Igreja","170","170",NA,"epífita;; Matinha nebular; matinha nebular","HUCS005047","HUCS005047","Gasper, A.L.","24","Urubici","-49.479722","-28.126944",NA,NA,"2012","11",NA,NA,"-49.479722","-28.126944",NA,NA,NA,NA,NA
"64","2021-03-16 17:56:20-03","UCS","HUCS","46263","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","2996","2016","11",NA,"Brasil","Santa Catarina","Alto Quiriri","1370","1370",NA,"Rizomatoso sobre galhos de arvoretas, em mata nebular de vale. Junto a arroio, também ao sol.","HUCS002345","HUCS002345","Gonzatti, F.","17","Garuva","-48.976778","-26.024583",NA,NA,"2017","09",NA,NA,"-48.976778","-26.024583",NA,NA,NA,NA,NA
"65","2021-03-16 17:56:20-03","UCS","HUCS","46264","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3181","2016","12",NA,"Brasil","Santa Catarina","Morro da Igreja","1703","1703",NA,"Erva rizomatosa, humícola. Interior de mata nebular. Frondes crispadas.","HUCS002348","HUCS002348","Gonzatti, F.","11","Urubici","-49.484722","-28.128167",NA,NA,"2017","09",NA,NA,"-49.484722","-28.128167",NA,NA,NA,NA,NA
"66","2021-03-16 17:56:20-03","UCS","HUCS","46265","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","2823","2016","10",NA,"Brasil","Rio Grande do Sul","Pico Montenegro","1247","1247",NA,"Erva longo rizomatosa, epífita e humícola em mata nebular. Fenda do Canion. À luz.","HUCS002344","HUCS002344","Gonzatti, F.","16","São José dos Ausentes","-49.808028","-28.614194",NA,NA,"2017","09",NA,NA,"-49.808028","-28.614194",NA,NA,NA,NA,NA
"67","2021-03-16 17:56:20-03","UCS","HUCS","50682","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Brade, A.C.","16633","1940","08",NA,"Brasil","Rio de Janeiro",NA,"1600","1600",NA,NA,"HUCS002356","HUCS002356","Brade, A.C.","23","Serra dos Órgãos",NA,NA,NA,NA,"1940","08","23",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:56:20-03","UCS","HUCS","50683","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Larsen, C.","174","2011","02",NA,"Argentina","Río Negro","Puerto Blest, camino a cascata Los Cántaros","784","784",NA,"terrestre, em cañadon com el curso de agua seco.","HUCS002357","HUCS002357","Larsen, C.","23","Bariloche","-71.825","-41.017222",NA,NA,"2011","03","03",NA,"-71.825","-41.017222",NA,NA,NA,NA,NA
"69","2021-03-16 17:56:20-03","UCS","HUCS","50684","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Larsen, C.","176","2011","02",NA,"Argentina","Río Negro","Puerto Blest, cascata de Los Cártaros",NA,NA,NA,"cañadon afluente del eío. Epífito mezclado con H. pectinatum.","HUCS002352","HUCS002352","Larsen, C.","23","Bariloche","-71.821389","-41.013056",NA,NA,"2011","03","03",NA,"-71.821389","-41.013056",NA,NA,NA,NA,NA
"70","2021-03-16 17:56:20-03","UCS","HUCS","50697","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3139","2016","12",NA,"Brasil","Rio Grande do Sul","Pico Montenegro","1247","1247",NA,"erva rastejante sobre depósitos de húmus, sobre rochas e em troncos em decomposição. Mata nebular.","HUCS002353","HUCS002353","Gonzatti, F.","10","São José dos Ausentes","-49.8","-28.6",NA,NA,"2019","09",NA,NA,"-49.8","-28.6",NA,NA,NA,NA,NA
"71","2021-03-16 17:56:20-03","UCS","HUCS","50699","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3184","2016","12",NA,"Brasil","Santa Catarina","Morro da Igreja","703","703",NA,"terrícola, formando relva na mata nebular.","HUCS002355","HUCS002355","Gonzatti, F.","11","Urubici","-49.478333","-28.126667",NA,NA,"2019","09",NA,NA,"-49.478333","-28.126667",NA,NA,NA,NA,NA
"72","2021-03-16 17:56:20-03","UCS","HUCS","50700","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3234","2016","12",NA,"Brasil","Santa Catarina","Morro da Antena","1646","1646",NA,"era rizomatosa, em solo humoso da mata nebular. Abundante no local.","HUCS002349","HUCS002349","Gonzatti, F.","12","Urupema","-49.856389","-27.922222",NA,NA,"2019","09",NA,NA,"-49.856389","-27.922222",NA,NA,NA,NA,NA
"73","2021-03-16 17:56:20-03","UCS","HUCS","50702","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3276","2017","01",NA,"Brasil","Rio Grande do Sul","Vale do Paraíso, Serrada Tajuva","800","800",NA,"erva rizomatosa, sobre rochas úmidas, junto à regato. À sombra. Ca. de metade da trilha até o topo.","HUCS002351","HUCS002351","Gonzatti, F.","14","Morrinhos do Sul","-50.005556","-29.395",NA,NA,"2019","09",NA,NA,"-50.005556","-29.395",NA,NA,NA,NA,NA
"74","2021-03-16 17:56:20-03","UCS","HUCS","50705","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3324","2017","01",NA,"Brasil","Rio Grande do Sul","Topo do Morro da Serra do Faxinal, campo e mata à direita (Malacara).","959","959",NA,"erva rizomatosa sobre troncos caídos e solo humoso no interior da mata nebular. Meia luz.","HUCS002346","HUCS002346","Gonzatti, F.","16","Cambará do Sul","-50.019167","-29.18",NA,NA,"2019","09",NA,NA,"-50.019167","-29.18",NA,NA,NA,NA,NA
"75","2021-03-16 17:56:20-03","UCS","HUCS","50709","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","3998","2017","11",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, subida para o Sino, parte alta.","2034","2034",NA,"sobre rochas humosas da mata nebular. Vale com regato.","HUCS002450","HUCS002450","Gonzatti, F.","18","Teresópolis","-43.016111","-22.454028",NA,NA,"2019","09",NA,NA,"-43.016111","-22.454028",NA,NA,NA,NA,NA
"76","2021-03-16 17:56:20-03","UCS","HUCS","50711","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Gonzatti, F.","4016","2017","11",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, próximo à portaria do Parque","2200","2200",NA,"erva rastejante, epífita em tronco úmido da mata nebular. Mata com regato. Transição paracampo rupestre.","HUCS002350","HUCS002350","Gonzatti, F.","19","Itatiaia","-44.732778","-22.361111",NA,NA,"2019","09",NA,NA,"-44.732778","-22.361111",NA,NA,NA,NA,NA
"77","2021-03-16 17:56:20-03","UCS","HUCS","869","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Sehnem, A.","s.n.","1950","01",NA,"Brasil","Rio Grande do Sul","Serra da Rocinha","1000","1000",NA,"in humum in silva nebulari","HUCS005046","HUCS005046","Sehnem, A.","19","Aparados da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-16 17:56:20-03","UCS","HUCS","867","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Sehnem, A.","s.n.","1957","01",NA,"Brasil","Santa Catarina","Campo dos Padres","1700","1700",NA,"in humum in silva","HUCS005056","HUCS005056","Sehnem, A.","16","Bom Retiro","-49.489200592041","-27.7971992492676","35974","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-16 17:56:20-03","UCS","HUCS","40275","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Grizzon, M.","163","2013","01",NA,"Brasil","Paraná","Serra da Igreja","1000","1000",NA,"em mata nebular altomontana - epífita","HUCS005020","HUCS005020","Gonzatti, F.","22","Morretes","-48.834400177002","-25.476900100708","30514","auto","2013","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-16 17:56:20-03","UCS","HUCS","868","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Wild ex Kunze","Sehnem, A.","s.n.","1950","01",NA,"Brasil","Rio Grande do Sul","Serra da Rocinha","1000","1000",NA,"in humum","HUCS005048","HUCS005048","Sehnem, A.","19","Bom Jesus","-50.4166984558105","-28.6678009033203","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-16 08:39:36-03","UTFPR","HCF","10247","S","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","M.G. Caxambu","3700","2012","02",NA,"Brasil","PR","Morro Alpino (Morro da EMBRATEL)","1572","1572",NA,"erva epífita, ciófila. Soros diminutos.",NA,NA,"J. Cordeiro & P.Bohrer","02","Campina Grande do Sul","-48.820556","-25.133111",NA,NA,"2012",NA,NA,NA,"48°49'14 W","25°07'59,2 S",NA,NA,NA,NA,NA
"82","2020-12-21 16:29:30-03","MBM","MBM","409832","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magelanicum",NA,"Hymenophyllum magelanicum","Willd. ex Kunze","Canestraro, B.K.; Lozano, E.D.; Saridakis, D.; Noronha, A.; Ferreira, P.C.; Lozano, E.D.; Saridakis, D.; Noronha, A.; Ferreira, P.C.","849","2016","01","Southern America","Brazil","Paraná","Morro Capivari Grande",NA,NA,NA,"Terrícola, interior floresta nebular, ciófila.; Floresta Ombrófila Densa Altomontana.","MBM409832","MBM409832","Braga, A.G.V.","17","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto","2019","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:29:30-03","MBM","MBM","425435","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magelanicum",NA,"Hymenophyllum magelanicum","Willd. ex Kunze","Brade, A.C.","16633","1940","08","Southern America","Brazil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Picada Rancho Frio","1600","1600",NA,"No leito do Rio Paquequer, sobre pedras e rochedos.","MBM425435",NA,"Brade, A.C.","23","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto","1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:29:30-03","MBM","MBM","340367","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magelanicum",NA,"Hymenophyllum magelanicum","Willd. ex Kunze","Cruz, J.M.; Cordeiro, J.; Dobjanski, M.; Cordeiro, J.; Dobjanski, M.","279","2008","02","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,NA,"Epífita.; Matinha nebular.","MBM340367",NA,"Braga, A.G.V.","13","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto","2019","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:29:30-03","MBM","MBM","394650","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magelanicum",NA,"Hymenophyllum magelanicum","Willd. ex Kunze","Canestraro, B.K.; Lozano, E.D.; Ariati, V.; Felitto, G.; Larocca, P.; Lozano, E.D.; Ariati, V.; Felitto, G.; Larocca, P.","369","2012","06","Southern America","Brazil","Paraná","Morro Sete, subida para o morro",NA,NA,NA,"Epífita, altomontana, ciófila.; Floresta Ombrófila Densa.","MBM394650","MBM394650","Canestraro, B.K.","08","Quatro Barras","-49.0769004821777","-25.3656005859375","17116","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:29:30-03","MBM","MBM","393715","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Canestraro, B.K.; Lozano, E.D.; Engels, M.E.; Rocha, L.; Lozano, E.D.; Engels, M.E.; Rocha, L.","547","2013","02","Southern America","Brazil","Paraná","Morro Capivari Grande","1537","1537",NA,"Terrícola, abundante, local úmido e sombreado.; Floresta Ombrófila Densa Altomontana.","MBM393715","MBM393715","Michelon, C.","24","Campina Grande do Sul","-48.821667","-25.136667",NA,NA,"2013","03","28",NA,"-48.821667","-25.136667",NA,NA,NA,NA,NA
"87","2020-12-21 16:29:30-03","MBM","MBM","395070","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1060","2009",NA,"Southern America","Brazil","Paraná","Morro Caratuva",NA,NA,NA,"Epífita facultativa, ocorrendo também como rupícola.; Floresta Ombrófila Densa Altomontana.","MBM395070","MBM395070","Ariati, V.",NA,"Campina Grande do Sul","-48.832306","-25.239225",NA,NA,"2009",NA,NA,NA,"-48.832306","-25.239225",NA,NA,NA,NA,NA
"88","2020-12-21 16:29:30-03","MBM","MBM","404802","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Völtz, R.R.","847","2015","06","Southern America","Brazil","Paraná","Serra do Marumbi, cabeceiras de um afluente do rio Ipiranga, entre os picos Alvorada - Chapéu","1285","1285",NA,"Erva epífita no interior da floresta altomontana.; Floresta Ombrófila Densa Altomontana.","MBM404802","MBM404802","Matos, F.B.","05","Morretes","-48.953611","-25.481944",NA,NA,"2016","04","13",NA,"-48.953611","-25.481944",NA,NA,NA,NA,NA
"89","2020-12-21 16:29:30-03","MBM","MBM","405512","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3341","2016","04","Southern America","Brazil","Paraná","Serra do Ibitiraquire, Vale entre os morros Cerro Verde e Tucum",NA,NA,NA,"Terrícola, caule reptante, 20 cm, interior da mata.; Floresta Ombrófila Densa Altmontana.","MBM405512","MBM405512","Lozano, E.D.","21","Campina Grande do Sul","-48.843056","-25.256611",NA,NA,"2016",NA,NA,NA,"-48.843056","-25.256611",NA,NA,NA,NA,NA
"90","2020-12-21 16:29:28-03","MBM","MBM","428968","PreservedSpecimen","Plantae",NA,NA,"Hymenophylaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Lozano, E.D.; Canestraro, B.K.; Brotto, M.L.; Canestraro, B.K.; Brotto, M.L.","3374","2016","07","Southern America","Brazil","Paraná","Morro Anhangava, trilha para o morro do Corvo",NA,NA,NA,"Terrícola, caule reptante, 15 cm, sobre serrapilheira, interior da mata.; Floresta Ombrófila Densa Altmontana.","MBM428968",NA,"Lozano, E.D.","24","Quatro Barras","-49.002694","-25.388944",NA,NA,"2016",NA,NA,NA,"-49.002694","-25.388944",NA,NA,NA,NA,NA
"91","2020-12-21 16:29:30-03","MBM","MBM","18579","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Hatschbach, G.","7072","1960","06","Southern America","Brazil","Paraná","Serra do Araçatuba",NA,NA,NA,NA,"MBM018579","MBM018579","Morton, C.V.","19","Guaratuba","-48.5746994018555","-25.8827991485596","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:29:30-03","MBM","MBM","301351","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Scheer, M.B.; Mocochinski, A.Y.; Mocochinski, A.Y.","722","2003","06","Southern America","Brazil","Paraná","Serra da Igreja","1280","1280",NA,"Floresta Ombrófila Densa Altomontana.","MBM301351","MBM301351",NA,"09","Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:29:30-03","MBM","MBM","388481","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Grizzon, M.; Gaio, J.; Brotto, M.L.; Barboza, E.; Silva, J.M.; Gaio, J.; Brotto, M.L.; Barboza, E.; Silva, J.M.","163B","2013","01","Southern America","Brazil","Paraná","Serra da Igreja","1000","1000",NA,"Epífita.; Epífita em mata nebular altomontana.","MBM388481","MBM388481","Gonzatti, F.","22","Morretes","-48.834400177002","-25.476900100708","30514","auto","2013","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
