"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","dayIdentified","class","fieldNumber","individualCount","sex"
"88","2021-04-08 17:42:27-03","EAO","IAN","XILO474","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","1985",NA,"Silva, NT da","1787","1969","03","06","Brasil","Pará",NA,"Cachoeira de Santo Antonio.",NA,NA,NA,NA,NA,"Árvore de 6m; flor vermelha.","IANXILO474","Southern America",NA,NA,"Dicotiledônea",NA,"Kallunki, JA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Ferreira, AM; Nascimento, MP do","s.n.","2002","02","25","Brasil","Pará","Moju","Campo Experimental da Embrapa da Amazônia Oriental, km 30-34 da PA-150.","-48.7925","-2.174444","-48.7925","-2.174444",NA,"Árvore de 35m x 48cm DAP. Base com sapopemas de 2m. Fuste 11m alt., torto. Ritidoma cinza com lenticelas e estriado; casca morta marrom-claro, casca viva laranja. Alburno amarelo creme. Cheiro agradável.",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Ferreira, AM; Nascimento, MP do","s.n.","2002","02","25","Brasil","Pará","Moju","Campo Experimenta da Embrapa da Amazônia Oriental, km 30-34 da PA-150.","-48.792389","-2.174361","-48.792389","-2.174361",NA,"Árvore de 35m alt. x 48cm DAP; base com sapopemas de 2m; fuste 11m alt., torto; ritidoma cinza com lenticelas e estriado; casca morta marrom-claro; casca viva laranja; alburno amarelo creme; cheiro agradável.",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Ferreira, AM; Nascimento, MP do","s.n.","2002","02","25","Brasil","Pará","Moju","Campo Experimenta da Embrapa da Amazônia Oriental, km 30-34 da PA-150.","-48.792389","-2.174361","-48.792389","-2.174361",NA,"Árvore de 35m alt. x 48cm DAP; base com sapopemas de 2m; fuste 11m alt., torto; ritidoma cinza com lenticelas e estriado; casca morta marrom-claro; casca viva laranja; alburno amarelo creme; cheiro agradável.",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Ferreira, AM; Nascimento, MP do","s.n.","2002","02","25","Brasil","Pará","Moju","Campo Experimenta da Embrapa da Amazônia Oriental, km 30-34 da PA-150.","-48.792389","-2.174361","-48.792389","-2.174361",NA,"Árvore de 35m alt. x 48cm DAP; base com sapopemas de 2m; fuste 11m alt., torto; ritidoma cinza com lenticelas e estriado; casca morta marrom-claro; casca viva laranja; alburno amarelo creme; cheiro agradável.",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Ferreira, AM; Nascimento, MP do","s.n.","2002","02","25","Brasil","Pará","Moju","Campo Experimenta da Embrapa da Amazônia Oriental, km 30-34 da PA-150.","-48.792389","-2.174361","-48.792389","-2.174361",NA,"Árvore de 35m alt. x 48cm DAP; base com sapopemas de 2m; fuste 11m alt., torto; ritidoma cinza com lenticelas e estriado; casca morta marrom-claro; casca viva laranja; alburno amarelo creme; cheiro agradável.",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-30 12:43:58-03","EAO","IAN","175467","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Gurgel, ESC; Cordeiro, MR","SG-02-01100099","2001","03","15","Brasil","Pará","Belém","Parque Ambiental do Utinga. Solo argiloso, igapó, luminosidade intensa, freqüência comum.","-48.416667","-1.452222","-48.416667","-1.452222",NA,"Árvore aprox. 5 m de altura por 61 CAP. Flor castanho-claro avermelhado, com estames vermelhos. Fruto maduro castanho.","IAN175467","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC",NA,"15","15",NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"95","2021-03-30 12:43:58-03","EAO","IAN","60349","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Schultes, RE","10056 A",NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"IAN060349","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC","IAN060349 IAN060349_e",NA,NA,NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"96","2021-03-30 12:43:58-03","EAO","IAN","98481","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Pires, JM","7102","1958","08",NA,"Brasil","Pará",NA,"Mata da Cia Pirelli, Fazenda Uriboca; igapó.",NA,NA,NA,NA,NA,"Árvore de 10 metros.","IAN098481","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC",NA,NA,NA,NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"97","2021-04-08 17:42:27-03","EAO","IAN","XILO493","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Pires, JM","7102","1958","08",NA,"Brasil","Pará",NA,"Mata da Cia Pirelli, Fazenda Uriboca; igapó.",NA,NA,NA,NA,NA,"Árvore de 10 metros.","IANXILO493","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC",NA,NA,NA,NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"98","2021-03-30 12:43:58-03","EAO","IAN","105035","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","01","Ducke, A","2573","1956","02","14","Brasil","Ceará","Fortaleza","Messejana; margem do Rio Coassú.","-38.543098449707","-3.71722006797791",NA,NA,NA,"Árvore média; estames inteiramente branco.","IAN105035","Southern America",NA,NA,"Dicotiledônea",NA,"Nascimento, EAP",NA,NA,NA,"19924","auto",NA,NA,"30",NA,NA,NA,NA
"99","2021-03-30 12:43:58-03","EAO","IAN","104874","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","01","Ducke, A","207","1956","01","02","Brasil","Ceará","Fortaleza","Subúrbio, remanescente da vegetação primária ou oriunda da antiga cultura.","-38.543098449707","-3.71722006797791",NA,NA,NA,"Árvore relativamente grande, estames brancos com apice vermelho.","IAN104874","Southern America",NA,NA,"Dicotiledônea",NA,"Nascimento, EAP",NA,NA,NA,"19924","auto",NA,NA,"30",NA,NA,NA,NA
"100","2021-03-30 12:43:58-03","EAO","IAN","181383","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","01","Carneiro, LS","44","2005","03","16","Brasil","Maranhão","Vitória do Mearim","Área de campo aluvial; solo bem drenado.","-44.8706016540527","-3.46221995353699",NA,NA,NA,"Árvore de três metros de altuira, com anteras rôxas e brancas.","IAN181383","Southern America",NA,NA,"Dicotiledônea",NA,"Nascimento, EAP",NA,NA,NA,"34512","auto",NA,NA,"30",NA,NA,NA,NA
"101","2021-03-30 12:43:58-03","EAO","IAN","194490","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2016","08","Kogempa, W","01","2016","08","23","Brasil","Pará","Ananindeua",NA,"-48.372200012207","-1.36556005477905",NA,NA,NA,"Árvore, flor vermelho-acastanhado.","IAN194490","Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"16174","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-03-30 12:43:58-03","EAO","IAN","17559","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Pires, JM; Black, GA","554","1945","11","07","Brasil","Pará","Belém","Água Preta.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore pequena.","IAN017559","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC","IAN017559 IAN017559_1 IAN017559_e",NA,NA,"48462","auto","manausensis",NA,"19",NA,NA,NA,NA
"103","2021-03-30 12:43:58-03","EAO","IAN","188296","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2010","06","Cordeiro, MR","4965","2010","06","03","Brasil","Pará","Belém","Beira do Rio Guamá, UFPA, solo dumoso, Várzea","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 18m de altura. Inflorescência vermelha","IAN188296","Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"48462","auto",NA,NA,"03",NA,NA,NA,NA
"104","2021-03-30 12:43:58-03","EAO","IAN","194481","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","01","Damasceno, TS","01","2016","08","16","Brasil","Pará","Belém","Campus da Universidade Federal do Pará, próximo a ponte de ferro, atrás da reitoria. Várzea.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore","IAN194481","Southern America",NA,NA,"Dicotiledônea",NA,"Nascimento, EAP",NA,NA,NA,"48462","auto",NA,NA,"30",NA,NA,NA,NA
"105","2021-03-30 12:43:58-03","EAO","IAN","179237","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2004","02","Gurgel, ESC","217","2004","01","14","Brasil","Pará","Belém","Campus de Pesquisa da Embrapa Amazônia Oriental, na praça em frente ao restaurante. Vegetação cultivada. Solo areno-argiloso.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore com 5 m de altura x 51 cm de DAP. Copa assimétrica, racemosa, verticilada. Fuste cilíndrico e reto. Ritidoma castanho-acinzentado com briófitas e líquens, estriada, lenticelada; casca morta castanho-alaranjado com 0,1 mm de espe","IAN179237","Southern America",NA,NA,"Dicotiledônea",NA,"Gurgel, ESC",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"106","2021-04-08 17:42:27-03","EAO","IAN","SEM168","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2004","02","Gurgel, ESC","217","2004","01","14","Brasil","Pará","Belém","Campus de Pesquisa da Embrapa Amazônia Oriental, na praça em frente ao restaurante. Vegetação cultivada. Solo areno-argiloso.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore com 5 m de altura x 51 cm de DAP. Copa assimétrica, racemosa, verticilada. Fuste cilíndrico e reto. Ritidoma castanho-acinzentado com briófitas e líquens, estriada, lenticelada; casca morta castanho-alaranjado com 0,1 mm de espe","IANSEM168","Southern America",NA,NA,"Dicotiledônea",NA,"Gurgel, ESC",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-30 12:43:58-03","EAO","IAN","196703","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Queiroz, ACM de","41","2017","10","31","Brasil","Pará","Belém","Embapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN196703","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-30 12:43:58-03","EAO","IAN","199427","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Cordeiro, MR","5166","2019","09","02","Brasil","Pará","Belém","Embrapa, bosque ao lado do restaurante do café, terra firme, solo argiloso.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Flor vermelha, frutos verdes em botões.","IAN199427","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-30 12:43:58-03","EAO","IAN","186439","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Xavier-Júnior, SR","98","2011","11","21","Brasil","Pará","Belém","Embrapa CPATU, coleta realizada no bosquinho na frente do restaurante.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 4m de altura, presença de flores de estames de cor vemelha e fruto de cor marrom.","IAN186439","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"110","2021-03-30 12:43:58-03","EAO","IAN","185895","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2011","05","Cordeiro, MN","22","2010","09","29","Brasil","Pará","Belém","Estrada da CEASA porto; mata secundaria alagada; beira do Rio Guamá.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 12m, flor vermelhas.","IAN185895","Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"111","2021-03-30 12:43:58-03","EAO","IAN","196684","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Costa, MF","36","2017","12","06","Brasil","Pará","Belém","Mangal das Garças.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore altura 5 m; casca lisa, flor cáliceverde e corola amarela, estruturas reprodutivas de cor caramelo com pontas vermehas; odor adocicado.","IAN196684","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"112","2021-03-30 12:43:58-03","EAO","IAN","193478","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Cordeiro, MR","5072","2014","04","13","Brasil","Pará","Belém","Rio guamá,passando o porto da CEASA,mata de varzea,solo humoso.&nf;ITV 09-03","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 10 m, flor vermelha,frutos verdes.","IAN193478","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"113","2021-03-30 12:43:58-03","EAO","IAN","193478","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Cordeiro, MR","5072","2014","04","13","Brasil","Pará","Belém","Rio guamá,passando o porto da CEASA,mata de varzea,solo humoso.&nf;ITV 09-03","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore de 10 m, flor vermelha,frutos verdes.","IAN193478","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-03-30 12:43:58-03","EAO","IAN","195570","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Cardoso, F","2","2017","02",NA,"Brasil","Pará","Belém","universidade Federal do Pará - UFPA ( Em frente a reitoria)","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN195570","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-03-30 12:43:58-03","EAO","IAN","186564","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2017","04","Silva, ASL da; Ferreira, LV; Lobato, LCB","4439","2010","03","30","Brasil","Pará","Melgaço","ECFPn, Margem alagada do rio Curuá. UTM 04494759809289.","-50.7122001647949","-1.80444002151489",NA,NA,NA,"Árvore de 8m de altura, flores vistosas com filetes brancos e cor de vinho.","IAN186564","Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"142262","auto","manausensis",NA,"18",NA,NA,NA,NA
"116","2021-03-30 12:43:58-03","EAO","IAN","186674","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Cruz, ED","351","2011","05","17","Brasil","Pará","Moju",NA,"-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"IAN186674","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA
"117","2021-03-30 12:43:58-03","EAO","IAN","186672","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Cruz, ED","352","2011","05","17","Brasil","Pará","Moju",NA,"-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"IAN186672","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-03-30 12:43:58-03","EAO","IAN","186664","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2011","05","Cruz, ED","349","2011","05","17","Brasil","Pará","Moju",NA,"-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"IAN186664","Southern America",NA,NA,"Dicotiledônea",NA,"Freitas, JC",NA,NA,NA,"186920","auto",NA,NA,"17",NA,NA,NA,NA
"119","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2002","07","Ferreira, AM; Soler, JG; Freitas, JC; Nascimento, MP do; Carvalho, ACM","s.n.","2002","06","18","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-34 da PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"Árvore com 30m alt. x 2,10m CAP; base com sapopemas tabulares de 2m; fuste tortuoso, com 20m alt.; ritidoma marrom-claro com leves estrias em linhas verticais, lenticelas marrom-clara em sentido verticais; casca morta marrom-escura fina com 1mm espes",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2002","07","Ferreira, AM; Soler, JG","s.n.","2002","06","18","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-34 da PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"Árvore com 30m alt. x 2,10m CAP; base com sapopemas tabulares de 2m; fuste tortuoso, com 20m alt.; ritidoma marrom-claro com leves estrias em linhas verticais, lenticelas marrom-clara em sentido verticais; casca morta marrom-escura fina com 1mm espes",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2002","07","Ferreira, AM; Soler, JG; Freitas, JC; Nascimento, MP do; Carvalho, ACM","s.n.","2002","06","18","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-34 da PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"Árvore com 30m alt. x 2,10m CAP; base com sapopemas tabulares de 2m; fuste tortuoso, com 20m alt.; ritidoma marrom-claro com leves estrias em linhas verticais, lenticelas marrom-clara em sentido verticais; casca morta marrom-escura fina com 1mm espes",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-04-08 17:42:27-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2002","07","Ferreira, AM; Soler, JG; Freitas, JC; Nascimento, MP do; Carvalho, ACM","s.n.","2002","06","18","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-34 da PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,"Árvore com 30m alt. x 2,10m CAP; base com sapopemas tabulares de 2m; fuste tortuoso, com 20m alt.; ritidoma marrom-claro com leves estrias em linhas verticais, lenticelas marrom-clara em sentido verticais; casca morta marrom-escura fina com 1mm espes",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-30 12:43:58-03","EAO","IAN","171882","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","01","Grogan, J","57","1998","08","09","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,NA,NA,"Obs: cerradao Flowers: white, huge.","IAN171882","Southern America",NA,NA,"Dicotiledônea",NA,"; Nascimento, EAP",NA,NA,NA,"50942","auto",NA,NA,"30",NA,NA,NA,NA
"124","2021-03-30 12:43:58-03","EAO","IAN","167734","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Nitta, A","17367","1996","10","10","Brasil","Pará","Tomé-Açu","Jardim do Sr. Kikuchi.","-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,"IAN167734","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:43:58-03","EAO","IAN","167733","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Nitta, A","17151","1996","09","05","Brasil","Pará","Tomé-Açu","Jardim do Sr. Tsubaki.","-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,"IAN167733","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:43:58-03","EAO","IAN","37326","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","01","Santoro, J","8095","1946","08","09","Brasil","São Paulo","Campinas","Pateo, Gr. Esc. Fr. Glicério.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 6m.","IAN037326","Southern America",NA,NA,"Dicotiledônea",NA,"Nascimento, EAP","IAN037326 IAN037326_e",NA,NA,"23900","auto",NA,NA,"30",NA,NA,NA,NA
"127","2021-03-30 12:43:58-03","EAO","IAN","175467","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Gurgel, ESC; Cordeiro, MR","SG-02-01100099","2001","03","15","Brasil","Pará","Belém","Parque Ambiental do Utinga. Solo argiloso, igapó, luminosidade intensa, freqüência comum.","-48.416667","-1.452222","-48.416667","-1.452222",NA,"Árvore aprox. 5 m de altura por 61 CAP. Flor castanho-claro avermelhado, com estames vermelhos. Fruto maduro castanho.","IAN175467","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC",NA,"15","15",NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"128","2021-03-30 12:43:58-03","EAO","IAN","60349","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Schultes, RE","10056 A",NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"IAN060349","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC","IAN060349 IAN060349_e",NA,NA,NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"129","2021-03-30 12:43:58-03","EAO","IAN","98481","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Pires, JM","7102","1958","08",NA,"Brasil","Pará",NA,"Mata da Cia Pirelli, Fazenda Uriboca; igapó.",NA,NA,NA,NA,NA,"Árvore de 10 metros.","IAN098481","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC",NA,NA,NA,NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"130","2021-04-08 17:42:27-03","EAO","IAN","XILO493","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Pires, JM","7102","1958","08",NA,"Brasil","Pará",NA,"Mata da Cia Pirelli, Fazenda Uriboca; igapó.",NA,NA,NA,NA,NA,"Árvore de 10 metros.","IANXILO493","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC",NA,NA,NA,NA,NA,"manausensis",NA,"19",NA,NA,NA,NA
"131","2021-03-30 12:43:58-03","EAO","IAN","17559","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2007","07","Pires, JM; Black, GA","554","1945","11","07","Brasil","Pará","Belém","Água Preta.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Árvore pequena.","IAN017559","Southern America",NA,NA,"Dicotiledônea",NA,"Duarte, MC","IAN017559 IAN017559_1 IAN017559_e",NA,NA,"48462","auto","manausensis",NA,"19",NA,NA,NA,NA
"132","2021-03-30 12:43:58-03","EAO","IAN","186564","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica manausensis","Aubl.","2017","04","Silva, ASL da; Ferreira, LV; Lobato, LCB","4439","2010","03","30","Brasil","Pará","Melgaço","ECFPn, Margem alagada do rio Curuá. UTM 04494759809289.","-50.7122001647949","-1.80444002151489",NA,NA,NA,"Árvore de 8m de altura, flores vistosas com filetes brancos e cor de vinho.","IAN186564","Southern America",NA,NA,"Dicotiledônea",NA,"Cordeiro, MR",NA,NA,NA,"142262","auto","manausensis",NA,"18",NA,NA,NA,NA
"133","2013-07-03 11:10:41-03","EBDA","BAH","532","S","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Clotildes F. da Costa",NA,"1953","12","15","Brasil","Bahia","Salvador","Ondina.","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clotildes F. da Costa",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"134","2020-01-20 14:40:35-03","UPM","MACK","2742","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.","2018","03","F. A. Medeiros","2","2018","03","03","Brasil","SP","São Pedro","Thermas Water Park","-47.9099998474121","-22.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F. A. Medeiros",NA,NA,NA,"19379","auto",NA,NA,"12",NA,NA,NA,NA
