"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","order","fieldNumber","preparationType","individualCount","class","typeStatus"
"19","2019-11-21 14:32:14-03","UFJF","CESJ","24378","PreservedSpecimen","Plantae","Angiosperma","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","A.C. Fernandes","2011","L. Krieger; et al.","CESJ24378","1988","10","10","América do Sul","Brasil","Minas Gerais",NA,NA,NA,"No campo alto, arenoso, arbusto baixo. Folhas e caule ferrugíneos. Flores creme-acastanhados.","CESJ024378",NA,"10","Bom Jardim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:32:14-03","UFJF","CESJ","7199","PreservedSpecimen","Plantae","Angiosperma","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","A.C. Fernandes","2011","L. Krieger","CESJ7199","1969","10",NA,"América do Sul","Brasil","Minas Gerais",NA,NA,NA,"No campo, flor creme. Arbusto de 1 a 1,5 metros.","CESJ007199",NA,"10","São João Del Rei","-44.2616996765137","-21.1355991363525","39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:32:14-03","UFJF","CESJ","41219","PreservedSpecimen","Plantae","Angiosperma","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","H.Robinson","2000","G. Hatschbach; et al.","69343","1999","10","20","América do Sul","Brasil","Minas Gerais","Rod Pirapora - Corinto, 10 Km O de Várzea da Palma",NA,NA,"Ereta, 1 m, capítulos creme. Cerrado.","CESJ041219",NA,NA,"Várzea da Palma","-44.7308006286621","-17.5981006622314","60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:25:23-03","UNICAMP","UEC","141041","S","Plantae","Magnoliopsida","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(A.DC.) R.M.King & H.Rob.","Moraes, MD",NA,"Moraes, MD","768","2005","10","28",NA,"Brazil","Minas Gerais","Ca. 5 km p/ Andradas, entrando p/ Morro do Ferro.",NA,NA,"Subarbusto 50cm, flores brancas.; Campo em topo de morro, área de mata.","UEC129819","UEC129819",NA,"Pocos de Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:25:23-03","UNICAMP","UEC","20554","S","Plantae","Magnoliopsida","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(A.DC.) R.M.King & H.Rob.","Esteves, RL","2002","Martins, FR; et al.","217","1980","10","02",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,NA,"Arbusto 60cm, flores brancas em campo.","UEC129821","UEC129821","07","Campo do Saco","-46.564722","-21.838889",NA,NA,"11","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:25:23-03","UNICAMP","UEC","32367","S","Plantae","Magnoliopsida","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(A.DC.) R.M.King & H.Rob.","Esteves, RL","2002","s/ coletor","5341","1980","08","21",NA,"Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.",NA,NA,"Subarbusto vastamente piloso, capítulos alvacentos.; Campo cascalhento.","UEC129818","UEC129818","07","Brasília","-47.9296989440918","-15.7797002792358","70570","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:25:23-03","UNICAMP","UEC","1878","S","Plantae","Magnoliopsida","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(A.DC.) R.M.King & H.Rob.","Esteves, RL","2002","Davis, PH; Shepherd, GJ","60027","1976","07","09",NA,"Brazil","Distrito Federal","Fazenda Água limpa. 30 km S of Brasilia University.","1100","1100","Erect, flowers white.; Cerrado.","UEC129817","UEC129817","07","Brasília","-47.9296989440918","-15.7797002792358","70570","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:25:23-03","UNICAMP","UEC","111797","S","Plantae","Magnoliopsida","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(A.DC.) R.M.King & H.Rob.","Esteves, RL","2002","Romero, R; Nakajima, JN; Klein, VLG; Alcantara, MB","2956","1995","09","28",NA,"Brazil","Minas Gerais","Estrada para cachoeira Casca d'Anta. Afloramentos rochosos.",NA,NA,"Herbáceo, ca. 0,8m. Brácteas e corola creme. Estigmas marrons.","UEC129820","UEC129820","07","São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-05 16:46:02-03","UFOP","OUPR","32775","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Pedrosa, L.G.","2019","Pedrosa, L.G.","1288","2019","01","31",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,"Subarbusto. Flores creme. Campo rupestre.",NA,NA,"01","Ouro Preto/ Mariana",NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-05 16:46:02-03","UFOP","OUPR","14469","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Lisboa, M.A.","1974","Badini, J.","s.n.","1974","08","26",NA,"Brasil","Minas Gerais","Serra de Itabirito",NA,NA,NA,NA,NA,"08","Itabirito","-43.801399230957","-20.2532997131348","20553","auto","27",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-05 16:46:02-03","UFOP","OUPR","14474","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Badini, J.","1973","Badini, J.","s.n.","1973",NA,NA,NA,"Brasil","Minas Gerais","Cachoeira do Campo",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-05 16:46:02-03","UFOP","OUPR","14472","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Badini, J.","1976","Badini, J.","s.n.","1972","07","29",NA,"Brasil","Minas Gerais","Caveira",NA,NA,"Campo. Arbusto. Flores pálidas",NA,NA,"06","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","07",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-05 16:46:02-03","UFOP","OUPR","14475","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Badini, J.","1973","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","26",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-05 16:46:02-03","UFOP","OUPR","14473","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Badini, J.","1973","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra de Itatiaia",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","26",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-05 16:46:02-03","UFOP","OUPR","14470","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Lisboa, M.A.","1973","Badini, J.","s.n.","1973","09","26",NA,"Brasil","Minas Gerais","Serra de Lavras Novas",NA,NA,NA,NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","26",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-05 16:46:02-03","UFOP","OUPR","14471","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Badini, J.","1973","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra de Lavras Novas",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","26",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-05 16:46:02-03","UFOP","OUPR","14454","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Hattori, E.K.O.","2016","Badini, J.","s.n.","1977","08","31",NA,"Brasil","Minas Gerais","Serra do Batatal",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-05 16:46:02-03","UFOP","OUPR","14456","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Hattori, E.K.O.","2016","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Capanema",NA,NA,"Campo. Subarbusto. Flores pálidas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-05 16:46:02-03","UFOP","OUPR","14452","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Hattori, E.K.O.","2016","Lisboa, M.A.","s.n.","1973","08","31",NA,"Brasil","Minas Gerais","Serra do Capanema",NA,NA,NA,NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-05 16:46:02-03","UFOP","OUPR","14455","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Hattori, E.K.O.","2016","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Mesquita",NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-05 16:46:02-03","UFOP","OUPR","14453","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","Hattori, E.K.O.","2016","Badini, J.","s.n.","1977","08","31",NA,"Brasil","Minas Gerais","Serra do Mesquita",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,"09","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:17:25-03","MBM","MBM","113673","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H. Rob.","Robinson, H.",NA,"Kummrow, R.","2827","1986","10","08","Southern America","Brazil","Goiás","Rio Quente",NA,NA,NA,"MBM113673","MBM113673",NA,"Caldas Novas","-48.625","-17.74169921875","36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:17:25-03","MBM","MBM","183964","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H. Rob.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","63376","1995","08","23","Southern America","Brazil","Minas Gerais","Rod. BR-365, 5-10km N do trevo para Patrocínio",NA,NA,NA,"MBM183964","MBM183964",NA,"Patrocínio","-46.9925003051758","-18.9438991546631","44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:17:25-03","MBM","MBM","70787","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H. Rob.","Robinson, H.",NA,"Hatschbach, G.","43101","1980","08","13","Southern America","Brazil","Goiás","Rod. BR-040, 13km L de Cristalina",NA,NA,NA,"MBM070787","MBM070787",NA,"Cristalina","-47.6136016845703","-16.7686004638672","85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:28:02-03","PUC-RIO","FCAB","2939","PreservedSpecimen","Plantae",NA,"Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","A.M. Teles","2016","J.C. Siqueira","0359","1975",NA,NA,NA,"Brasil","Goiás","Morro do Frota",NA,NA,"Obs:Cerrado&nf;&nf;É Sinônimo&nf;basiônimo de Stomatanthes dictyophyllus (DC.) R.M.King & H.Rob.&nf;&nf;&nf;&nf;&nf;Obs:Uma outra exicata montada sem numeração de identificação se encontra juntamente com a exicata listada.&nf;Eupatorium dictiophyllum&nf;Co","002939",NA,"03","Pirenópolis","-48.9592018127441","-15.852499961853","40887","auto",NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA
"44","2015-09-04 13:01:26-03","MNHN","RECOLNAT_MNHN_P","P00594956","PreservedSpecimen",NA,NA,"Asteraceae","Eupatorium","dictyophyllum","Eupatorium dictyophyllum","DC.",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Goyaz",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594956' target='other'> <mi>dwc_moreinfo</mi></a>","P00594956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/C1 838","hb",NA,NA,NA
"45","2015-09-04 05:14:29-03","MNHN","RECOLNAT_MNHN_P","P02670253","PreservedSpecimen",NA,NA,"Asteraceae","Eupatorium","dictyophyllum","Eupatorium dictyophyllum","DC.",NA,NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil",NA,"Brésil. Province de Goyaz. Brasil, América do Sul",NA,NA,"Voyage d'Auguste de Saint-Hilaire. . No 945 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670253' target='other'> <mi>dwc_moreinfo</mi></a>","P02670253","P02670253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 838","hb",NA,NA,NA
"46","2015-09-04 05:40:02-03","MNHN","RECOLNAT_MNHN_P","P02691914","PreservedSpecimen",NA,NA,"Asteraceae","Eupatorium","dictyophyllum","Eupatorium dictyophyllum","DC.","Nakajima",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil",NA,"Province de Goyaz.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02691914' target='other'> <mi>dwc_moreinfo</mi></a>","P02691914","P02691914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 838","hb",NA,NA,NA
"47","2020-10-01 14:15:48-03","JBB","HEPH","25665","S","Plantae","Dicotyledon","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H.Rob.","Ribeiro, RN","2016","Ramos, AE","1853","2009","08","11","Southern America","Brasil","Distrito Federal","Núcleo Rural Monjolo",NA,NA,"Coordenadas em UTM: 168 680/ 8 236 241.",NA,NA,"03","Recanto das Emas",NA,NA,NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,NA
"48","2020-10-01 14:15:48-03","JBB","HEPH","35807","S","Plantae","Dicotyledon","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H.Rob.","Nakajima, JN","2020","Rosa, PO; Alencar, PR de; Soares, ACA; Miranda, LA; Barradas, FC","2440","2019","08","15","Southern America","Brasil","Goiás","Fazenda Oréades, Região da Chapada dos Veadeiros - Dríades","558","558",NA,NA,NA,"01","Colinas do Sul","-47.921667","-14.210556",NA,NA,NA,"-47.921667","-14.210556","Asterales",NA,NA,NA,NA,NA
"49","2020-10-01 14:15:48-03","JBB","HEPH","24217","S","Plantae","Dicotyledon","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H.Rob.","Bringel Júnior, JBA","2008","Amaral, AG; et al.","2025","2008","07","03","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília. Ponto de coleta nº2. Cerrado próximo ao campo da Cássia.",NA,NA,"Levantamento feito para o Plano de Manejo.",NA,NA,"07","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,"Asterales",NA,NA,NA,NA,NA
"50","2020-10-01 14:15:48-03","JBB","HEPH","25522","S","Plantae","Dicotyledon","Asteraceae","Stomatanthes","dictyophyllus","Stomatanthes dictyophyllus","(DC.) H.Rob.","Bringel Júnior, JBA","2009","Bringel Júnior, JBA; et al.","430","2009","08","31","Southern America","Brasil","Distrito Federal","Jardim Botânico de Brasília, cerrado atrás da Administração.",NA,NA,NA,NA,NA,"09","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,"Asterales",NA,NA,NA,NA,NA
