"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","individualCount"
"11","2020-11-04 11:00:28-03","ESALQ","ESA","108069","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis",NA,"Fiaschi, P.","2010",NA,NA,"Santos, M.B.","2005","03","31","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA108069","ESA108069","Magnoliophyta",NA,"182.0",NA,NA,"37574","auto",NA,NA,NA
"12","2020-11-04 11:00:28-03","ESALQ","ESA","78678","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Sampaio, D. et al.","1999","01","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA078678","ESA078678","Magnoliophyta",NA,"119.0",NA,NA,"37574","auto",NA,NA,NA
"13","2020-11-04 11:00:28-03","ESALQ","ESA","4707","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Catharino, E.L.M.","1983","05","30","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA004707","ESA004707","Magnoliophyta",NA,"770.0",NA,NA,"55628","auto",NA,NA,NA
"14","2020-11-04 11:00:28-03","ESALQ","ESA","28688","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M.","1996","01","19","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028688",NA,"Magnoliophyta",NA,"696.0",NA,NA,"17990","auto",NA,NA,NA
"15","2020-11-04 11:00:28-03","ESALQ","ESA","29640","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M.","1995","02","12","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029640","ESA029640","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"16","2020-11-04 11:00:28-03","ESALQ","ESA","29641","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M.","1995","02","12","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029641","ESA029641","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"17","2020-11-04 11:00:28-03","ESALQ","ESA","29158","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M.","1996","03","28","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029158",NA,"Magnoliophyta",NA,"739.0",NA,NA,"17990","auto",NA,NA,NA
"18","2020-11-04 11:00:28-03","ESALQ","ESA","32402","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M. et al.","1996","06","22","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA032402","ESA032402","Magnoliophyta",NA,"1567.0",NA,NA,"17990","auto",NA,NA,NA
"19","2020-11-04 11:00:28-03","ESALQ","ESA","78680","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Godoy, J.R.L. et al.","1999","01","10","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA078680","ESA078680","Magnoliophyta",NA,"58.0",NA,NA,"17990","auto",NA,NA,NA
"20","2020-11-04 11:00:28-03","ESALQ","ESA","25138","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Souza, V.C.; Souza, J.P. et al.","1995","10","09","Brasil","São Paulo","Peruíbe","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Árvore, ca. 8 m alt.; flores creme.","ESA025138","ESA025138","Magnoliophyta",NA,"9287.0",NA,NA,"21922","auto",NA,NA,NA
"21","2020-11-04 11:00:28-03","ESALQ","ESA","124853","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis",NA,"V. Castro-Souza & R. R. Rodrigues",NA,NA,NA,"Delfini, C.","2013","03","27","Brasil","São Paulo","Tapiraí","Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.","-47.44144","-24.07518","-47.44144","-24.07518",NA,NA,"Árvore, ca. 1,80m alt.","ESA124853",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:00:28-03","ESALQ","ESA","20419","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Miyagi, P.H. et al.","1995","02","15","Brasil","São Paulo","Mamparra",NA,NA,NA,NA,NA,NA,NA,NA,"ESA020419",NA,"Magnoliophyta",NA,"507.0",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:00:28-03","ESALQ","ESA","68491","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Kozera, C.","1999","02","27","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA068491","ESA068491","Magnoliophyta",NA,NA,NA,NA,"24916","auto",NA,NA,NA
"24","2020-11-04 11:00:28-03","ESALQ","ESA","93068","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Meireles, J.E. et al.","2005","03","26","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA093068","ESA093068","Magnoliophyta",NA,"277.0",NA,NA,"37574","auto",NA,NA,NA
"25","2020-11-04 11:00:28-03","ESALQ","ESA","28687","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M.","1995","04","18","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028687","ESA028687","Magnoliophyta",NA,"120.0",NA,NA,"17990","auto",NA,NA,NA
"26","2020-11-04 11:00:28-03","ESALQ","ESA","78424","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.",NA,NA,NA,"Sampaio, D. et al.","1999","01","12","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA078424","ESA078424","Magnoliophyta",NA,"176.0",NA,NA,"34059","auto",NA,NA,NA
"27","2020-11-04 11:00:28-03","ESALQ","ESA","51959","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.","2010",NA,NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","em clareira","ESA051959","ESA051959","Magnoliophyta",NA,"368.0",NA,NA,"34059","auto",NA,NA,NA
"28","2020-11-04 11:00:28-03","ESALQ","ESA","109912","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","2003","02","19","Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109912","ESA109912","Magnoliophyta",NA,"29385.0",NA,NA,"34059","auto",NA,NA,NA
"29","2020-11-04 11:00:28-03","ESALQ","ESA","128988","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis",NA,"Colletta, G.D. et al.","2014",NA,NA,"Colletta, G.D.","2014","04","15","Brasil","São Paulo","Tapiraí","Reserva CBA","-47.5","-23.9599990844727",NA,NA,NA,NA,"Arbusto, 1,5m, flores creme","ESA128988",NA,"Magnoliophyta",NA,"1404.0",NA,NA,"41034","auto",NA,NA,NA
"30","2020-11-04 11:00:28-03","ESALQ","ESA","125117","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis",NA,NA,NA,NA,NA,"Virillo, C.B.","2013","03","27","Brasil","São Paulo","Tapiraí","Reserva Particulrar da Votorantim (CBA). Trilha dezembro entre a UHE Alecrim e UHE Porto raso. Floresta ombrófila densa na margem do rio dezembro","-47.5","-23.9599990844727",NA,NA,NA,NA,"Arbusto, 1,5m, inflorescência amarela","ESA125117",NA,"Magnoliophyta",NA,NA,NA,NA,"41034","auto",NA,NA,NA
"31","2021-01-14 15:23:13-03","MN","R","91866","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P.","2012",NA,NA,"Brade, A.C.","1922","03",NA,"Brasil","São Paulo","Iguapé","Morro da pedras","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Herbarium Brasiliense","R010070253,R010070254","R010070253 R010070254",NA,NA,"8184",NA,NA,"55628","auto",NA,NA,NA
"32","2019-08-27 13:33:43-03","IAP","PACA-AGP","55597","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","P. Fiaschi","2011","03",NA,"Reitz, R.","1950","05","08","Brasil","SC","Brusque","Ribeirão do ouro.","-48.9174995422363","-27.0981006622314",NA,NA,"600","600","Altura 2 m. Habitat: In silva. Mata. Fenofase: Flor verde amarelado Hábito: arbusto","PACA055597",NA,"Magnoliophyta","Umbellales","3545",NA,NA,"19684","auto","Magnoliatae",NA,NA
"33","2019-08-27 13:33:43-03","IAP","PACA-AGP","65754","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","P. Fiaschi","2011","03",NA,"R. M. Klein","1956","05","19","Brasil","SC","Ibirama","Horto Florestal INP","-49.5177993774414","-27.0569000244141",NA,NA,"250","250","Altura 1,5. HBR 14436. Habitat: Mata. Fenofase: Fruto maduro roxo-escuro Hábito: arbusto","PACA065754",NA,"Magnoliophyta","Umbellales","2011",NA,NA,"18533","auto","Magnoliatae",NA,NA
"34","2019-08-27 13:33:43-03","IAP","PACA-AGP","64781","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","P. Fiaschi","2011","03",NA,"Reitz, R.","1958","02","27","Brasil","SC","São Francisco do Sul","Tres Barras - Garuva","-48.6380996704102","-26.2432994842529",NA,NA,"20","20","Altura de 2m. HBR 16476. Habitat: Capoeira Fenofase: flor branca Hábito: arbusto","PACA064781",NA,"Magnoliophyta","Umbellales","6487",NA,NA,"23627","auto","Magnoliatae",NA,NA
"35","2019-11-21 14:30:57-03","UFJF","CESJ","70889","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","M. Sobral","2010","08","15","A. Stival-Santos; E. Legal; S. Silveira","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri","-48.5275","-23.7175","-48.5275","-23.7175","226","226","Floresta Ombrófila Densa Submontana; estágio avançado; interior de fragmento. Arbusto; flor branca.","CESJ070889","CESJ070889","Angiosperma",NA,"1987","América do Sul",NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:30:57-03","UFJF","CESJ","70890","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","M. Sobral","2010","08","15","A. Stival-Santos; E. Legal; S. Silveira","2010","02","19","Brasil","Santa Catarina","Angelina","Arroio Fagundes","-48.96","-27.449722","-48.96","-27.449722","434","434","Ecótono Floresta Ombrófila Densa e Floresta Ombrófila Mista; estágio médio de regeneração; interior do fragmento. Arbusto; fruto verde.","CESJ070890","CESJ070890","Angiosperma",NA,"1851","América do Sul",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:22:31-03","UNICAMP","UEC","133510","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2010",NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","2004",NA,NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha da Vitória.","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,"Arvoreta de 1.8m, flores com pétalas verde-claro.","UEC109233","UEC109233","Magnoliopsida",NA,"352",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:22:31-03","UNICAMP","UEC","184074","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.",NA,NA,NA,NA,"Fiaschi, P; Amorim, AMA","2012","01","30","Brazil","São Paulo","Eldorado","Estrada não pavimentada de Sete Barras para Eldorado., ca. 15km de Sete barras. Ramal à direita, no acessoao bairro Vergueiro, ca. 1,5km n ramal. às margens do rio Ribeira de Iguape, em frente ao Sítio Alfa.","-48.021406","-24.444742","-48.021406","-24.444742","175","175","Arbusto entre 1 e 2m alt. Inflorescência com pedúnculo verde. Botões verde-claros. Flores com hipanto e pedicelo verde, pétalas verde mais claro, patentes, estames com filete verde e antera creme, disco alvo. Infrutescência com pedpunc","UEC107530","UEC107530","Magnoliopsida",NA,"3872",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:22:31-03","UNICAMP","UEC","188960","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.",NA,NA,NA,NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","2015","02","12","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.985833","-24.061944","-47.985833","-24.061944","800","800","Árvore, 5 m de altura e 4,8 cm de DAP; Floresta Ombrófila Densa","UEC119442","UEC119442","Magnoliopsida",NA,"290",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:22:31-03","UNICAMP","UEC","72284","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2006",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Santos, K; Vieira, AP","1995","02","10","Brazil","São Paulo","Pariquera-Açu","Mata da Estação Experimental do Instituto Agronômi","-47.883333","-24.6","-47.883333","-24.6",NA,NA,"Floresta atlântica, 2,30m de altura, flores esverdeadas na inflorescência, frutos com manchas roxas no ápice; em sub bosque.","UEC169536","UEC169536","Magnoliopsida",NA,"33312",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-25 09:27:02-03","UNICAMP","UEC","72680","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2006",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Vieira, AP","1995","02","15","Brazil","São Paulo","Iguape","Morro do Cristo","-47.919825","-25.178217","-47.919825","-25.178217",NA,NA,"Mata de Encosta, frutos verdes;. em sub bosque.","UEC169541","UEC169541","Magnoliopsida",NA,"33539",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-25 09:27:02-03","UNICAMP","UEC","72688","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2006",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Vieira, AP","1995","02","15","Brazil","São Paulo","Iguape","Morro do Cristo","-47.919825","-25.178217","-47.919825","-25.178217",NA,NA,"Mata de encosta, 4m de altura, botôes flores cor de creme; em sub bosque.","UEC169538","UEC169538","Magnoliopsida",NA,"33538",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-25 09:27:02-03","UNICAMP","UEC","72689","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2006",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Vieira, AP","1995","02","15","Brazil","São Paulo","Iguape","Morro do Cristo","-47.919825","-25.178217","-47.919825","-25.178217",NA,NA,"Mata de encosta, 4m de altura, botôes flores cor de creme; em sub bosque.","UEC169543","UEC169543","Magnoliopsida",NA,"335338",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:22:31-03","UNICAMP","UEC","91995","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2010",NA,NA,"Ivanauskas, NM","1996","03","28","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC, Mata Atlântica.","-47.883333","-24.6","-47.883333","-24.6",NA,NA,"Arvoreta de 1,5m. flores verdes.","UEC169539","UEC169539","Magnoliopsida",NA,"739",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:22:31-03","UNICAMP","UEC","92002","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2010",NA,NA,"Ivanauskas, NM","1995","04","18","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Inst. Agronômico, Floresta Atlântica.","-47.866667","-24.6","-47.866667","-24.6",NA,NA,"Arvoreta de 2m, no subosque, Frutos maduros pretos.","UEC169537","UEC169537","Magnoliopsida",NA,"120",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:22:31-03","UNICAMP","UEC","92003","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2010",NA,NA,"Ivanauskas, NM","1996","01","19","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Inst. Agronômico, Floresta Atlântica.","-47.866667","-24.6","-47.866667","-24.6",NA,NA,"Arbusto, 1,5m. Flores verdes.","UEC169535","UEC169535","Magnoliopsida",NA,"696",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:22:31-03","UNICAMP","UEC","54154","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2011","11",NA,"Britez, RM; Souza, WS","1986","05","03","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Subarbusto dióica com flores brancas, ovário arroxeado.",NA,NA,"Magnoliopsida",NA,"s.n.",NA,NA,"24916","auto",NA,NA,NA
"48","2021-03-01 16:22:31-03","UNICAMP","UEC","110160","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2011","11",NA,"Kozera, C; Kozera, OP","1999","02","27","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto com ca. de 1 m de altura. Flores creme. Su-bosque, Floresta Ombrófila Densa de Encosta.","UEC109234","UEC109234","Magnoliopsida",NA,"969",NA,NA,"24916","auto",NA,NA,NA
"49","2021-03-01 16:22:31-03","UNICAMP","UEC","54153","S","Plantae","Araliaceae","Dendropanax","australis","Dendropanax australis","Fiaschi & Jung-Mend.","Fiaschi, P","2011","11",NA,"Souza, WS","1987","02","13","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Beuto Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Subarbusto de flores brancas, em local alterado na escosta.","UEC109235","UEC109235","Magnoliopsida",NA,"567",NA,NA,"24916","auto",NA,NA,NA
