"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","547488","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","lepida","Cleistes lepida","(Rchb.f.) Schltr.","G. F. J. Pabst",NA,NA,NA,"H. S. Irwin","1968","02","17","Brazil","Minas Gerais",NA,"Serra do Cipo, km 132 (ca. 153 km N of Belo Horizonte)","-43.68","-18.57",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547488",NA,"Magnoliophyta","Asparagales","20339","South America","1400","1400","sheet","NY00547488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","414845","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","macrantha","Cleistes macrantha","(Barb.Rodr.) Schltr.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1931","04","10","Brazil","São Paulo","Sao Paulo","Alto da Serra, Sao Paulo. Estaçao Biologica","-46.63","-23.5403",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414845",NA,"Magnoliophyta","Asparagales","27428","South America",NA,NA,"sheet","NY00414845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","414847","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","macrantha","Cleistes macrantha","(Barb.Rodr.) Schltr.","F. C. Hoehne",NA,NA,NA,"D. Lemos","1939","04","08","Brazil","São Paulo","Ribeirao Pires","Sao Paulo, Alto da Serra","-46.4097","-23.71",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414847",NA,"Magnoliophyta","Asparagales","s.n.","South America",NA,NA,"sheet","NY00414847_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","414846","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","macrantha","Cleistes macrantha","(Barb.Rodr.) Schltr.","G. F. J. Pabst",NA,NA,NA,"R. Reitz","1956","04","05","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414846",NA,"Magnoliophyta","Asparagales","2963","South America","200","200","sheet","NY00414846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","414848","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","mantiqueirae","Cleistes mantiqueirae brevifolia","Schltr.","F. C. Hoehne",NA,NA,NA,"C. Spannagel",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Petrópolis, Rio de Janeiro","-43.1783","-22.505",NA,"Ex. Herv. do Coll # 137 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414848",NA,"Magnoliophyta","Asparagales","24236","South America",NA,NA,"sheet","NY00414848_02","brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","414852","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","revoluta","Cleistes revoluta","(Barb.Rodr.) Schltr.","G. F. J. Pabst",NA,NA,NA,"R. M. Klein","1968","03","30","Brazil","Santa Catarina","Itajaí","Morro da Cruz, Itajaí","-48.6617","-26.9081",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414852",NA,"Magnoliophyta","Asparagales","8309","South America","100","100","sheet","NY00414852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","414853","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","revoluta","Cleistes revoluta","(Barb.Rodr.) Schltr.","G. F. J. Pabst",NA,NA,NA,"R. M. Klein","1967","05","14","Brazil","Santa Catarina","Itajaí","Morro da Cruz, Itajaí","-48.6617","-26.9081",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414853",NA,"Magnoliophyta","Asparagales","7386","South America","100","100","sheet","NY00414853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","414854","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","revoluta","Cleistes revoluta","(Barb.Rodr.) Schltr.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1932","03","21","Brazil","São Paulo","Praia Grande","Praia Grande, Sao Paulo","-46.502069","-24.003914",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414854",NA,"Magnoliophyta","Asparagales","29360","South America",NA,NA,"sheet","NY00414854_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","414851","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","revoluta","Cleistes revoluta","(Barb.Rodr.) Schltr.","G. F. J. Pabst",NA,NA,NA,"R. Reitz","1960","04","23","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf, Blumenau","-49.0658","-26.9194",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414851",NA,"Magnoliophyta","Asparagales","9619","South America","500","500","sheet","NY00414851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4027193","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. Maguire","1952","03","17","Venezuela","Bolívar",NA,"Ilu-Tepui, Gran Sabana. Occasional on west-facing slopes below top escarpment, Ilu-tepui",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341828' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027193",NA,"Magnoliophyta","Asparagales","33460","South America","2300","2600","sheet","NY04027193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4027173","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. Maguire","1960","06","14","Guyana",NA,NA,"Partang River, Merume Mountains. Imbaimadai Savannah, near mouth of Partang River",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341808' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027173",NA,"Magnoliophyta","Asparagales","43840","South America","460",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4027179","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. Maguire","1961","08","31","Guyana",NA,NA,"Southern Pakaraima Mountains, Kopinang Falls and savanna",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341814' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027179",NA,"Magnoliophyta","Asparagales","46030A","South America","838",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1721081","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"W. Milliken","1987","06","23","Brazil","Roraima",NA,"SEMA Ecological Reserve, Ilha de Maracá. At Santa Rosa.","-61.43","3.4",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1036555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721081",NA,"Magnoliophyta","Asparagales","M.367","South America",NA,NA,"sheet","NY01721081_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 03:32:00-03","NY","NYBG","1415006","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea",NA,"M. M. Pignal",NA,NA,NA,"M. M. Pignal","2002","03","05","French Guiana",NA,NA,"Route de Kaw à 47 km avant l'embarcadère de Kaw. Bord de route.","-52.35","4.78",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2315119' target='other'> <mi>dwc_moreinfo</mi></a>","NY01415006",NA,"Magnoliophyta","Asparagales","1968","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4027188","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"K. J. Wurdack","1959","07","13","Venezuela","Amazonas",NA,"Occasional on Laja Catipan, Rio Yatua",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341823' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027188",NA,"Magnoliophyta","Asparagales","43441","South America","120","200","sheet","NY04027188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","229774","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.","E. A. Christenson",NA,NA,NA,"J. A. Silva","1986","07","07","Brazil","Roraima",NA,"Serra de Tepequem.","-61.75","3.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229774",NA,"Magnoliophyta","Asparagales","451","South America","1200","1200","sheet","NY00229774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1721082","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"J. M. Pires","1956","12","12","Brazil","Pará",NA,"Serra do Cachimbo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1036558' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721082",NA,"Magnoliophyta","Asparagales","6084","South America","425","425","sheet","NY01721082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4027174","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"S. A. Mori","1976","08","08","Guyana",NA,NA,"On road to St. Cuthbert's Mission, ca. 10 kms. in from the Linden-Soesdyke Hwy. Ca. 50 kms. S of Georgetown",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341809' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027174",NA,"Magnoliophyta","Asparagales","8033","South America",NA,NA,"sheet","NY04027174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4027187","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"O. Huber","1981","06","13","Venezuela","Amazonas","Río Negro","sabana colinosa en el sector central de una altiplanicie en la Serranía del Vinilla, aprox. 20 km al SW del Mavaca","-65.33","2.43",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341822' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027187",NA,"Magnoliophyta","Asparagales","6197","South America","420",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","493920","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.","J. Moonen",NA,NA,NA,"S. A. Mori","2001","04","26","French Guiana",NA,NA,"Savannas of Gallion. Ca. 20 km SW of Cayenne.","-52.41135","4.781967",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493920",NA,"Magnoliophyta","Asparagales","25205","South America",NA,NA,"sheet","NY00493920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1595584","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"J. M. Pires","1956","12","12","Brazil","Pará",NA,"Serra do Cachimbo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1036549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595584",NA,"Magnoliophyta","Asparagales","6084","South America","425","425","sheet","NY01595584_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4027181","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. M. Boom","1989","07","22","Guyana",NA,NA,"Upper Potaro River region, trail Kopinang-Orinduik, ca. 1.5 hour walk from Kopinang.","-59.88","4.95",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341816' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027181",NA,"Magnoliophyta","Asparagales","9289","South America","790",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4027194","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"O. Huber","1983","08","31","Venezuela","Bolívar","Piar","amplias sabanas ubicadas cerca de la ribera Norte del Río Carrao medio, aprox. 8-10 km al NNE de la confluencia Carrao - Churún","-62.62","6.17",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341829' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027194",NA,"Magnoliophyta","Asparagales","8264","South America","550",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4027184","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. Maguire","1961","09","04","Guyana",NA,NA,"north Kipinang Savanna on Waipa Trail",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341819' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027184",NA,"Magnoliophyta","Asparagales","46091A","South America","838",NA,"sheet","NY04027184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4027171","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"L. J. Dorr","1990","06","21","Venezuela","Táchira","Uribante","S base of Cerro El Morro, sandstone outcrop on N shore of Embalse La Honda and opposite Campamento La Trampa","-71.7","7.95",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341806' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027171",NA,"Magnoliophyta","Asparagales","7116","South America","1140",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4027170","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. G. Stergios D.","1987","05","13","Venezuela",NA,NA,"Sabana natural rocosa con colinas con bosques de galeria de caños pequeños, en el lugar del Raudal Maturin del Medio Rio Rio Asa","-63.32","6.37",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341805' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027170",NA,"Magnoliophyta","Asparagales","11192","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4027175","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.",NA,NA,NA,NA,"B. Maguire","1955","02","07","Guyana",NA,NA,"Mt. Ayanganna, Pakaraima Mountains, savanna near Chinowieng",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4341810' target='other'> <mi>dwc_moreinfo</mi></a>","NY04027175",NA,"Magnoliophyta","Asparagales","40623","South America","1000","1200","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","229769","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","rosea","Cleistes rosea","Lindl.","E. A. Christenson",NA,NA,NA,"J. A. Silva","1986","07","07","Brazil","Roraima",NA,"Serra de Tepequém.","-61.75","3.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229769",NA,"Magnoliophyta","Asparagales","431","South America","1600","1600","sheet","NY00229769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","414855","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","silveirana","Cleistes silveirana","Hoehne & Schltr.","Hoehne; Schltr.",NA,NA,NA,"A. Gehrt","1920","03","13","Brazil","São Paulo","Sao Paulo","Butantan, Sao Paulo","-46.724373","-23.565521",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414855",NA,"Magnoliophyta","Asparagales","3686","South America",NA,NA,"sheet","NY00414855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","533656","PreservedSpecimen","Plantae","Orchidaceae","Pogonia","humidicola","Pogonia humidicola","Schltr.","F. Kraehenbuhl",NA,NA,NA,"P. K. H. Dusén","1909","03","25","Brazil","Paraná","Morretes","Serra do Mar, Porto de Cima","-48.8342","-25.4769",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533656",NA,"Magnoliophyta","Asparagales","7895","South America",NA,NA,"sheet","NY00533656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","533657","PreservedSpecimen","Plantae","Orchidaceae","Pogonia","libonii","Pogonia libonii","Rchb.f.",NA,NA,NA,NA,"B. Maguire","1963","04","12","Brazil","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara, estr. do Sumare. Near TV station","-43.232881","-22.951176",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=473215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533657",NA,"Magnoliophyta","Asparagales","7357","South America","700","700","sheet","NY00533657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:27-03","UFRJ","RFA","42908","PreservedSpecimen","Plantae","Orchidaceae","Cleistes","libonii","Cleistes libonii","(Rchb.f.) Schltr.","M.S. Wängler","2013",NA,NA,"M.S. Wängler","2013","11","19","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares. Estrada do Morão (Alho), no barranco","-43.4185981750488","-22.4286003112793","18359",NA,"RFA38914","auto",NA,NA,"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
