"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"45","2020-09-02 16:35:18-03","Cenargen","CEN","32558","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","809","1989","09","12",NA,"Brasil","DF","BRASILIA","Campo próximo às margens do córrego do Gama, atrás do aeroporto, do outro lado do córrego, a nordeste e um pouco após a quadra 25 do SMPW em direção à QI 17 do lago sul.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente queimada durante a seca. Em plena floração. Sépalos verde, labelo branco com estrias verde.","CEN00032558","CEN00032558",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"46","2020-09-02 16:35:17-03","Cenargen","CEN","15106","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","Luciano de Bem Bianchetti","828","1989","11","27",NA,"Brasil","DF","BRASILIA","Córrego do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Sépalas pilosas verde. Pétalas e labelo branco com nervação verde.","CEN00015106","CEN00015106",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"47","2020-09-02 16:35:18-03","Cenargen","CEN","34455","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","965","1999","12","18",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (CENARGEN-EMBRAPA). Entre os bairros do Riacho Fundo e o Recanto das Emas. Área de campo a direita da pista um pouco antes da ponte sobre o córrego do Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observado somente dois exemplares. Em final de floração. Sépalos verdes, labelo branco com estrias verdes.","CEN00034455","CEN00034455",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"48","2020-09-02 16:35:17-03","Cenargen","CEN","15105","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","37","1989","12","14",NA,"Brasil","DF","BRASILIA","Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Sépalas verde, pétalas e labelo branco com nervuras verde.","CEN00015105","CEN00015105",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"49","2020-09-02 16:35:18-03","Cenargen","CEN","34459","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","969","1999","12","25",NA,"Brasil","DF","BRASILIA","Saia Velha. Área da Marinha. Área a esquerda da pista, acima da ponte sobre o córrego Saia Velha.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Solo escuro mas não encharcado. Observado somente alguns exemplares. Sépalos verde. Labelo branco com estrias verde. Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00034459","CEN00034459",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"50","2020-09-02 16:35:18-03","Cenargen","CEN","25375","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","Luciano de Bem Bianchetti","575","1995","09","14",NA,"Brasil","DF","BRASILIA","Santuário Ecológico do Riacho Fundo","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00025375","CEN00025375",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"51","2020-09-02 16:35:18-03","Cenargen","CEN","26614","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","353","1992","11","29",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Na altura da MI 4.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Solo firme, escuro, não brejoso.","CEN00026614","CEN00026614",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"52","2020-09-02 16:35:18-03","Cenargen","CEN","37147","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","1161","2001","01","10",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Área a direita da pista na GO-118, em direção a Teresina de Goiás, ca. de 19 Km após e ao N de Alto Paraíso, na altura e entre os Km 185-186, ca. de 2 Km antes do morro com o cruzeiro.","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas","Em parte mais seca de campo limpo úmido (talvez permanentemente úmido). Solo escuro, frequentemente com água sobre a superfície. Área anteriormente queimada, cobertura graminosa baixa. observados alguns exemplares num determinado ponto do campo. Em final de floração. sépalos verdes, labelo branco com estrias verdes. Doação Flora do Brasil - Estado de Goiás.","CEN00037147","CEN00037147",NA,NA,"2001","01",NA,"44724","auto",NA,NA,NA,NA,"1",NA
"53","2020-09-02 16:35:17-03","Cenargen","CEN","18126","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","237","1992","01","17",NA,"Brasil","GO","PIRENOPOLIS","Área do Morro do Cabeludo.","-48.9592018127441","-15.852499961853",NA,NA,"Exsicatas","Pouco frequente no local. Observados muito poucos exemplares.","CEN00018126","CEN00018126",NA,NA,"1992","01",NA,"40887","auto",NA,NA,NA,NA,"1",NA
"54","2020-09-02 16:35:18-03","Cenargen","CEN","98509","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","1821","2007","01","10",NA,"Brasil","MG","SAO ROQUE DE MINAS","Parque Nacional da Serra da Canastra, cerca de 30 km a partir da portaria princiapl de São Roque de Minas em direção a Sacramento, próximo a entrada da Casca D'anta.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Área queimada durante a seca, Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 119498.","CEN00098509","CEN00098509",NA,NA,"2007","01",NA,"57119","auto",NA,NA,NA,NA,"1",NA
"55","2020-09-02 16:35:18-03","Cenargen","CEN","34509","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","1027","2000","01","12",NA,"Brasil","MG","DIAMANTINA","Área a direita da pista, cerca de 15 - 16 km do entroncamento com a BR-367, na altura do km 176, em direção a Concelheiro Mata.","-43.6002998352051","-18.2493991851807",NA,NA,"Exsicatas","Área anteriormente queimada. Sépalos verdes, pétalos e labelo brancos com estrias verdes. Doação Flora do Brasil - Estado de Minas Gerais.","CEN00034509","CEN00034509",NA,NA,"2000","01",NA,"101169","auto",NA,NA,NA,NA,"1",NA
"56","2020-09-02 16:35:17-03","Cenargen","CEN","112166","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista","G. M. Cruz-Lustre","243","2016","12","30",NA,"Brasil","PR","PALMAS","Rodovia BR 280 entre Horizonte e Palmas, aproximadamente 20km antes do centro de Palmas.","-51.9906005859375","-26.4841995239258","1189","1189","Exsicatas","Em plena floração. Sépalas e pétalas verdes, labelo branco. Na beira da estrada. Doação do Herbário BHCB nº 197423.","CEN00112166","CEN00112166",NA,NA,"2017","01",NA,"46666","auto",NA,NA,NA,NA,"1",NA
"57","2020-09-02 16:35:18-03","Cenargen","CEN","60715","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista & L. B. Bianchetti","David J. Bertiolli",NA,"1999","01","09",NA,"Brasil","SP","SAO ROQUE","Parque Nacional da Serra da Canastra.","-47.1300010681152","-23.5200004577637",NA,NA,"Exsicatas","Flora do Brasil - Estado de Minas Gerais.","CEN00060715","CEN00060715",NA,NA,"2005","12",NA,"15567","auto",NA,NA,NA,NA,"1",NA
"58","2019-10-07 09:20:05-03","UEFS","HUEFS","90534","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"van den Berg, C.","1226","2004","02","09",NA,"Brasil","Goiás","Alto Paraíso","Ponto 7.","-47.379722","-13.902778","1275","1275",NA,NA,"HUEFS0090534","HUEFS0090534","Lilianae",NA,NA,NA,NA,NA,NA,"47W22'47''","13S54'10''",NA,NA,NA,NA
"59","2019-10-07 09:20:05-03","UEFS","HUEFS","78821","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, J.A.N.","37","1989","12","14",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"HUEFS0078821","HUEFS0078821","Lilianae",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"60","2019-09-05 14:18:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Spiranthes","grisebachii","Spiranthes grisebachii",NA,NA,"F. R. Leprieur",NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"61","2019-07-09 12:43:22-03","F","FMNH-SEEDPLANTS","V0046513F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Spiranthes","grisebachii","Spiranthes grisebachii",NA,NA,"F. R. Leprieur","s.n.","1859",NA,NA,"South America","French Guiana",NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,NA,"V0046513F","V0046513F_01","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA
"62","2015-02-26 09:30:07-03","NHMLondon","NHM-LONDON-BOT","BM000077491","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","Hoehne",NA,"F.C. Hoehne","1041","1917","12","10",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,"Isotype",NA,"NHMUK:ecatalogue:4634182"
"63","2019-11-01 15:15:30-03","UnB","UB","3787","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Heringer, EP","9688","1962","03","08","Southern America","Brasil","Distrito Federal","Brasília","Parque do Guará-Fundação Zoobotânica","-47.95","-15.833333","1020","1020",NA,"Erva; Local úmido.","UB0019766","UB0019766",NA,NA,"2009","12","20",NA,NA,"-47.95","-15.833333",NA,NA,NA,NA
"64","2019-11-01 15:15:30-03","UnB","UB","3788","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Heringer, EP","10811","1965","12","26","Southern America","Brasil","Distrito Federal","Brasília","Setor de Indústria","-47.95","-15.8","1090","1090",NA,"Erva; Brejo.","UB0019765","UB0019765",NA,NA,"2009","12","20",NA,NA,"-47.95","-15.8",NA,NA,NA,NA
"65","2019-11-01 15:15:30-03","UnB","UB","4446","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Bianchetti, LB","Oliveira, RS","45","1994","12","15","Southern America","Brasil","Distrito Federal","Brasília","Reserva do Guará","-47.95","-15.833333","1050","1050",NA,"Pétalas grudadas à sépala dorsal, esbranquiçadas com listra verde central.; Erva. Flor verde; Campo murundu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.95","-15.833333",NA,NA,NA,NA
"66","2019-11-01 15:15:30-03","UnB","UB","4454","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Oliveira, RS","54","1995","01","04","Southern America","Brasil","Distrito Federal","Brasília","Lago Sul - atrás da QI 17","-47.881111","-15.869167","1060","1060",NA,"Labelo rajado verde-branco.; Erva. Flor verde; Campo murundu.","UB0019768","UB0019768",NA,NA,"2009","12","20",NA,NA,"-47.881111","-15.869167",NA,NA,NA,NA
"67","2019-11-01 15:15:30-03","UnB","UB","87397","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Pabst, GFJ","Nelson; Lima, A","687","1968","12","26","Southern America","Brasil","Goiás","Pirenópolis","Pirenópolis","-48.9592","-15.8525",NA,NA,NA,"Erva 20-25cm. Flores verde claro","UB0018835","UB0018835",NA,NA,"1978","09","13",NA,NA,"-48.9592","-15.8525",NA,NA,NA,NA
"68","2019-11-01 15:15:30-03","UnB","UB","87398","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Pabst, GFJ","Irwin, HS","34003","1972","01","13","Southern America","Brasil","Goiás",NA,"21km ao E de Pirenópolis",NA,NA,NA,NA,NA,"Terrestrial, erect, with fleshy roots. Perianth green; Wet sandy brejo","UB0018838","UB0018838",NA,NA,"1979","02","09",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:15:30-03","UnB","UB","87396","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Pabst, GFJ","Barroso, GM; et al.","517B","1968","12","21","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,"Flores alvas; Brejo","UB0018833","UB0018833",NA,NA,"1978","09","12",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 12:01:21-03","UFU","HUFU","24757","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista, J.A.N.","Batista, J.A.N.","824","1999","01","01",NA,"Brasil","Goiás",NA,"São Domingos, Campo a margem de pequeno curso d' água com vereda, cerca de 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos.",NA,NA,NA,NA,NA,"Erva terrestre. Em final de floração, só um ou outro exemplar com flores ainda boas. Sépalos verdes. Labelo branco com linhas destacadas em verde.; Em campo limpo associado a vereda. Solo escuro, úmido. Área anteriormente queimada.","HUFU00030602","HUFU00030602",NA,NA,"1999","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-23 13:22:55-03","MN","R-TIPOS","13844","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Spiranthes","spirata","Spiranthes spirata","Hoehne",NA,"Gehrt, A.","s.n.","1917","12","10",NA,"Brasil","São Paulo","Butantan",NA,NA,NA,NA,NA,NA,NA,"R000013844","R000013844_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA
"72","2014-10-09 13:58:31-03","UHH","HBG","500809","S","Plantae",NA,NA,"Orchidaceae","Spiranthes","euglossa","Spiranthes euglossa","Kraenzl.","Kränzlin, F.","Brade, A.C.","5082",NA,NA,NA,"South America","Brazil",NA,NA,"Sao Paulo, S. Bernardino",NA,NA,NA,NA,NA,"Blt. grünlich; ex Herb. Kränzlin; with drawings by Szlachetko; material removed with permission by Dr. D.L. Szlachetko (Gdansk), Sept. 1996, Poppendieck NEOTROP","HBG500809","HBG500809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"73","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Spiranthes","grisebachii","Spiranthes grisebachii","Cogn.",NA,"Crueger, H","s.n.in her",NA,NA,NA,NA,"Trinidad and Tobago",NA,NA,"in insul. Trinitatis",NA,NA,NA,NA,NA,"Floret Julio-Novembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:52:18-03","UFRGS","ICN","177527","S","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Buzatto, CR","Buzatto, CR; Singer, RB","607","2010","01","23","América do Sul","Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"ICN00040355",NA,NA,NA,"2010","01","23","42598","auto",NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:52:18-03","UFRGS","ICN","177526","S","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Buzatto, CR","Buzatto, CR; Singer, RB","606","2010","01","23","América do Sul","Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"ICN00040356",NA,NA,NA,"2010","01","23","42598","auto",NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:13:33-03","IBt","SP","348116","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista, JAN","Batista, JAN","824","1999","01","01",NA,"Brasil","Goiás","São Domingos","Ca. 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos","-46.3182983398438","-13.3983001708984",NA,NA,NA,NA,NA,NA,NA,NA,"1999","01",NA,"73215","auto",NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:13:33-03","IBt","SP","69755","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Carvalho, DLS","Hatschbach, G","1786","1950","01","22",NA,"Brasil","Paraná","São José dos Pinhais","Rincão","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:13:33-03","IBt","SP","25169","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Mamede, MCH","Hoehne, FC","s.n.","1918","12","15",NA,"Brasil","São Paulo","Cerqueira César",NA,"-49.1599998474121","-23.0300006866455",NA,NA,NA,NA,NA,NA,NA,NA,"2011","03",NA,"25405","auto",NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:13:33-03","IBt","SP","29020","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Carvalho, DLS","Usteri, A","s.n.","1905","12","10",NA,"Brasil","São Paulo","São Paulo","Matadouro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:13:33-03","IBt","SP","37395","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Carvalho, DLS","Doering, R","s.n.","1936","02",NA,NA,"Brasil","São Paulo","Suzano",NA,"-46.310001373291","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,"22625","auto",NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:13:51-03","IBt","SP","1041","S","Plantae",NA,NA,"Orchidaceae","Spiranthes","spirata","Spiranthes spirata","Hoehne","Hoehne, FC","Gehrt, A","s.n.","1917","12","10",NA,"Brasil","São Paulo","São Paulo","Butantã. Terrenos brejosos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP000730","SP000730",NA,NA,"1917",NA,NA,"53584","auto",NA,NA,NA,"Holotype",NA,NA
