"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","relationshipType","coordinatePrecision","geoFlag","individualCount","eventTime","fieldNumber"
"47","2020-10-14 10:03:22-03","FURB","FURB","2168","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Gasper, AL de","2009","08","19","Teske, C.R.",NA,"2009","08","17","Brasil","Santa Catarina","Indaial","Rua Marechal Deodoro da Fonseca, as margens do Rio Itajaí-Açu.","-49.2786111","-26.9194445","-49.2786111","-26.9194445","71","71",NA,"FURB32145","FURB32145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:03:22-03","FURB","FURB","26627","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Oliveira, AA de","2011","01","21","Stival-Santos, A.; Legal, E. & Silveira, S.","2893","2010","05","31","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Cova da Onça.","-48.7808334","-27.6288889","-48.7808334","-27.6288889","236","236","Florística IFFSC 317 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB32142","FURB32142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:03:22-03","FURB","FURB","28236","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Stival-Santos, A","2010","07","11","Stival-Santos, A.; Meyer, D. & Silveira, S.","3269","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão.","-48.69","-27.72","-48.6900000","-27.7200000","108","108","Florística IFFSC 287 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor branca","FURB32137","FURB32137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:03:22-03","FURB","FURB","28990","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Stival-Santos, A","2010","05","19","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2733","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto verde;","FURB32138","FURB32138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:03:22-03","FURB","FURB","31898","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Sobral, M","2010","10","29","Korte, A.; Kniess, A.","4083","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778","-49.0505556","-26.2802778","698","698","Florística IFFSC 1026 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto;","FURB32143","FURB32143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:03:22-03","FURB","FURB","31958","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Sobral, M","2010","10","25","Korte, A.; Kniess, A.","4736","2010","10","13","Brasil","Santa Catarina","Águas Mornas","Rio Miguel.","-48.9608333","-27.7202778","-48.9608333","-27.7202778","460","460","Florística IFFSC 284 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB32139","FURB32139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:03:22-03","FURB","FURB","32196","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Korte, A","2010","11","09","Korte, A.; Kniess, A.","4845","2010","10","29","Brasil","Santa Catarina","Biguaçu","Timbé.","-48.6902777","-27.3613889","-48.6902777","-27.3613889","75","75","Florística IFFSC 430b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbusto;","FURB32144","FURB32144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:03:22-03","FURB","FURB","32853","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Oliveira, AA de","2010","12","06","Korte, A.; Kniess, A.","3497","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778","-49.0505556","-26.2802778","698","698","Regeneração IFFSC 1026 /S/1 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB32141","FURB32141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-08 08:53:47-03","FURB","FURB","32858","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Uller, HF","2010","08","27","Uller, H.F.","96","2010","08","27","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38",NA,"FURB32140","FURB32140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:03:22-03","FURB","FURB","44488","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Gasper, AL de","2014","09","05","Bittencourt, F.","175","2014","09","01","Brasil","Santa Catarina","Blumenau","pasto em regeneração no Bairro Valparaíso.","-49.0791667","-26.9561111","-49.0791667","-26.9561111","211","211",NA,"FURB32123","FURB32123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:03:22-03","FURB","FURB","45823","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Oliveira, AA de","2015","02","10","Oliveira, A.A. de","1177","2015","02","10","Brasil","Santa Catarina","Navegantes","Leiteiro.","-48.7786111","-26.8225","-48.7786111","-26.8225000","178","178","Regeneração IFFSC 753 /S/142","FURB32129","FURB32129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:03:22-03","FURB","FURB","46763","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Seubert, RC","2014","08","20","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","36","2014","08","20","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajai.","-49.2077778","-27.1238889","-49.2077778","-27.1238889","651","651","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; floresta de encosta Habito: arbustiva;","FURB32128","FURB32128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-08 08:53:47-03","FURB","FURB","49342","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Schwirkowski, P","2015","11","10","Schwirkowski, P.","1274","2015","11","10","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.0536111","-26.2208334","-49.0536111","-26.2208334","688","688",NA,"FURB49342","FURB49342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:03:22-03","FURB","FURB","52055","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Schwirkowski, P.","2016","10","15","Schwirkowski, P.","1951","2016","10","15","Brasil","Santa Catarina","São Bento do Sul","Localidade de Rio Natal.","-49.2697223","-26.3261111","-49.2697223","-26.3261111","500","500","Árvore 4 m alt. Semi-ciófita, Frutos vináceos.","FURB52055","FURB52055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:03:22-03","FURB","FURB","54118","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Oliveira, A. A.","2017","08","31","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","718","2017","06","07","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1758334","-26.5522222","-49.1758334","-26.5522222","180","180","fruto imaturo Habitat: borda da U.A. Habito: árvore","FURB54118","FURB54118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:03:22-03","FURB","FURB","54340","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Gebien, W.","2017","07","23","Gebien, W.","33","2017","06","24","Brasil","Santa Catarina","Blumenau","Rua Antônio Zendrom. Início da trilha próximo à casa do coletor.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100",NA,"FURB54340","FURB54340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:03:22-03","FURB","FURB","54577","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Funez, L.A.","2017","07","30","Funez, L.A.","6417","2017","07","30","Brasil","Santa Catarina","Bombinhas","Praia da Sepultura.","-48.4786111","-27.1388889","-48.4786111","-27.1388889","20","20","Flores brancas Habitat: Borda da floresta Habito: árvore","FURB54577","FURB54577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:03:22-03","FURB","FURB","54955","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Farias, D.M.","2017","10","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","899","2017","08","16","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","442","442","flor branca Habitat: interior do fragmento Habito: árvore","FURB54955","FURB54955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-08 08:53:47-03","FURB","FURB","62363","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Kassner-Filho, A.","2018","09","12","Kassner-Filho, A.","3591","2018","09","12","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","flor branca Habitat: interior do fragmento Habito: arvoreta","FURB62363","FURB62363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:03:22-03","FURB","FURB","6260","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Verdi, M; Stival-Santos, A","2007","06","06","Verdi, M.; Stival-Santos, A.","725","2007","06","06","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","-49.0791667","-26.9222223","87","87",NA,"FURB32134","FURB32134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-08 08:53:47-03","FURB","FURB","39012","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Vieira, FCS","2006","12","18","Sevegnani, L.",NA,"2001","06","14","Brasil","Santa Catarina","Gaspar",NA,"-48.9589004516602","-26.9314002990723",NA,NA,NA,NA,"Projeto EMBRAPA-FURB","FURB32131","FURB32131",NA,NA,NA,NA,NA,NA,NA,NA,"19036","auto",NA,NA,NA
"68","2020-10-14 10:03:22-03","FURB","FURB","44115","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Vieira, FCS","2011","06","09","Meyer, F.S.; Comitti, E.J.","1069","2011","06","05","Brasil","Santa Catarina","São Bento do Sul","arredores do Morro da Igreja; APA do Rio Vermelho/Humboldt; margem do Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,"70","70",NA,"FURB32130","FURB32130",NA,NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA
"69","2020-10-14 10:03:22-03","FURB","FURB","6187","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Sobral, M","2004","04","25","Vieira, F.C.S.","305","2004","04","19","Brasil","Santa Catarina","São Francisco do Sul","Ilha dos Herdeiros.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"Folha herbácea e glabra. Habitat: Estágio Secundário; sub-bosque Habito: fanerófita; Fruto verde;","FURB32135","FURB32135",NA,NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA
"70","2020-10-14 10:03:22-03","FURB","FURB","6186","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Sobral, M","2004","04","20","Vieira, F.C.S.","436","2004","09","20","Brasil","Santa Catarina","São Francisco do Sul","Ilha dos Herdeiros.","-48.6380996704102","-26.2432994842529",NA,NA,"50","50","Folha glabra. Habitat: sub-bosque Habito: fanerófita; Fruto indeiscente; flor cálice persistente","FURB32136","FURB32136",NA,NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA
"71","2021-03-16 17:53:52-03","UCS","HUCS","6674","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","Falkenberg, D.B.; Sobral. M.","1985",NA,NA,"Falkenberg, D.B.","2531","1985","08","03","Brasil","Santa Catarina","Palhoça","Morro Cambirela","-48.6678009033203","-27.645299911499",NA,NA,"100","100","arbusto, 1m; capoeira",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA
"72","2021-03-16 17:53:52-03","UCS","HUCS","1149","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","Legrand, C.D.","1969",NA,NA,"Klein, R.M.","7996","1968","11","21","Brasil","Santa Catarina","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"150","150","arbusto, 2m.; capoeira",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA
"73","2014-10-14 15:56:58-03","BS","M","M-0137728","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand",NA,NA,NA,NA,"Reitz, R.",NA,"1950","08","22","Brasil",NA,NA,"Santa Catarina, Azambuja, Brusque",NA,NA,NA,NA,NA,NA,NA,"M0137728",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliopsida","TYPE",NA,NA,NA,NA,NA,"21:00",NA
"74","2019-08-16 08:40:12-03","UTFPR","HCF","24826","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","A.L. de Gasper","2016","08","10","A.L. de Gasper","3727","2016","08","10","Brasil","SC","Blumenau","Parque Natural Municipal Sâo Francisco","-49.076667","-26.922222","49°04'36 W","26°55'20 S","100","100","arvoreta de até 5 m, pouco comum na área. Floresta Ombrófila Densa, encosta do Parque, área seca e bem drenada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-01-27 17:29:03-03","UTFPR","HCF","30182","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","M.L. Brotto","2019","11","06","M.L. Brotto","3694","2019","07","07","Brasil","SC","Palhoça","Parque Estadual da Serra do Tabuleiro,","-48.656944","-27.713056","48°39'25 W","27°42'47 S","78","78","árvore com 3 m de altura. Flores brancas. Floresta em estágio inicial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:36:28-03","MBM","MBM","6390","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","19224","1968","05","21","Brazil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM006390","MBM006390",NA,NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"77","2020-12-21 16:36:28-03","MBM","MBM","6588","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","19220","1968","05","20","Brazil","Paraná","Guaraqueçaba","Rio Tagaçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM006588","MBM006588",NA,NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"78","2020-12-21 16:36:28-03","MBM","MBM","228987","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand",NA,NA,NA,NA,"Reitz, P.R.","5767","1953","10","26","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"35","35","Capoeira.; Capoeira.","MBM228987","MBM228987",NA,NA,"Southern America",NA,NA,"PARATYPE",NA,NA,"19684","auto",NA,NA,NA
"79","2020-12-21 16:36:28-03","MBM","MBM","47455","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Reitz, R.","3448","1956","07","18","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"MBM047455","MBM047455",NA,NA,"Southern America",NA,NA,NA,NA,NA,"18533","auto",NA,NA,NA
"80","2020-12-21 16:36:28-03","MBM","MBM","61375","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Sobral, M.",NA,NA,NA,"Landrum, L.R.","2474","1977","11","12","Brazil","Santa Catarina","Itajaí","Cabeçudas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,"MBM061375","MBM061375",NA,NA,"Southern America",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"81","2020-12-21 16:36:28-03","MBM","MBM","47453","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","9347","1953","10","01","Brazil","Santa Catarina","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,"MBM047453","MBM047453",NA,NA,"Southern America",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"82","2020-12-21 16:36:28-03","MBM","MBM","425123","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Brotto, M.L.","2019","11","06","Brotto, M.L.; Barboza, E.; Barboza, E.","3694","2019","07","07","Brazil","Santa Catarina","Palhoça","Parque Estadual da Serra do Tabuleiro, Morro Cambirela","-48.656944","-27.713056","-48.656944","-27.713056","78","78","Árvore com 3 m de altura; flores brancas.; Floresta Ombrófila Densa Submontana, estágio inicial.","MBM425123",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:36:28-03","MBM","MBM","426985","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Kassner-Filho, A.","2018","09","12","Kassner-Filho, A.","3591","2018","09","12","Brazil","Santa Catarina","Penha","J.B. World Entretenimentos S/A","-48.616389","-26.801944","-48.616389","-26.801944","7","7","Arvoreta, flor branca; Interior do fragmento.","MBM426985",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:36:28-03","MBM","MBM","228990","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","18679","1969","03","08","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM228990",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"85","2020-12-21 16:36:28-03","MBM","MBM","6585","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","18679","1968","03","08","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM006585","MBM006585",NA,NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"86","2020-12-21 16:36:28-03","MBM","MBM","3834","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","16885","1967","08","09","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM003834","MBM003834",NA,NA,"Southern America",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"87","2020-12-21 16:36:28-03","MBM","MBM","228988","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.","1955",NA,NA,"Reitz, P.R.","5713","1953","09","04","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","Capoeira. Arbusto 1m alt. Flor branca; Arbusto 1m, flor branca.; Capoeira.","MBM228988","MBM228988",NA,NA,"Southern America",NA,NA,"PARATYPE",NA,NA,"19684","auto",NA,NA,NA
"88","2020-12-21 16:36:28-03","MBM","MBM","47454","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Reitz, R.","3652","1950","08","23","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"MBM047454","MBM047454",NA,NA,"Southern America",NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA
"89","2020-12-21 16:36:28-03","MBM","MBM","228985","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Reitz, R.","3652","1950","08","23","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","Capoeira. Arbusto 2m alt. Flor branca, perfumada.; Arbusto 2m, flor branca, perfumada.; Capoeira.","MBM228985","MBM228985",NA,NA,"Southern America",NA,NA,"PARATYPE",NA,NA,"19684","auto",NA,NA,NA
"90","2020-12-21 16:36:28-03","MBM","MBM","317090","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Vieira, F.","2010",NA,NA,"s.c.","s.n.","2001","06","14","Brazil","Santa Catarina","Gaspar",NA,"-48.9589004516602","-26.9314002990723",NA,NA,NA,NA,"Projeto EMBRAPA - FURB","MBM317090","MBM317090",NA,NA,"Southern America",NA,NA,NA,NA,NA,"19036","auto",NA,NA,NA
"91","2020-12-21 16:36:28-03","MBM","MBM","130782","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","2531","1985","08","03","Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM130782","MBM130782",NA,NA,"Southern America",NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA
"92","2020-12-21 16:36:28-03","MBM","MBM","95944","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D.",NA,NA,NA,"Bresolin, A.","315","1971","08","20","Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM095944","MBM095944",NA,NA,"Southern America",NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA
"93","2015-09-05 04:30:58-03","MNHN","RECOLNAT_MNHN_P","P04682253","PreservedSpecimen",NA,"Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.",NA,"1968","3","25","Brasil","Paraná","Guaratuba","Serra de Araraquara.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04682253' target='other'> <mi>dwc_moreinfo</mi></a>","P04682253","P04682253_01",NA,NA,NA,"hb",NA,NA,NA,NA,"41937","auto",NA,NA,"19433"
"94","2020-12-11 11:39:08-03","UFMG","BHCB","101622","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand",NA,NA,NA,NA,"Marquete, R","1509","1994","03","08","Brasil","Rio de Janeiro","Paraty","Apa-Cairuçu","-44.05","-23.016667","-44.05","-23.016667",NA,NA,"Semi-ciófila. Amb. Úmido. Arvoreta com ca. 3m alt., tronco com casca esfoliante marron, folhas coriáceas, disc. Verdes, frutos carnosos, indeiscentes de cor verde. A","BHCB001911","BHCB001911","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-11 17:20:39-03","UFPR","UPCB","42017","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, C.D.","1955","01","01","Reitz, R.","5713","1953","09","04","Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","Arbusto, 1m, flor branca. Capoeira..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA
"96","2021-02-11 17:20:39-03","UFPR","UPCB","1929","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, C.D.","1956","01","01","Reitz, R.","3652","1950","08","23","Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","Arbusto, 2m, flor branca, perfumada. Capoeira..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA
"97","2021-02-11 17:20:39-03","UFPR","UPCB","1928","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, C.D.","1955","01","01","Reitz, R.","5713","1953","09","04","Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","Arbusto, 1m, flor branca. Capoeira..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA
