"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","sex"
"393","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271083","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Lindeman JC; Görts-van Rijn ARA; et al.",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271083 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271083",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw26436",NA,NA,NA,NA
"394","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271084","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Unknown","1954","01","01","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271084",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw5344",NA,NA,NA,NA
"395","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271085","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Lindeman JC","1953","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271085",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw4489a",NA,NA,NA,NA
"396","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271091","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Jari Timber",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271091",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw26604",NA,NA,NA,NA
"397","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271092","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Forest Department British Guiana",NA,NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271092",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw956",NA,NA,NA,NA
"398","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271093","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Bruijn J de","1967","04","08","Venezuela","Bolívar",NA,"Border between Estado Bolivar and Territorio Delta Amacuro, near Rio Grande o Toro, E of Upata.","-61.733333","8.233333","-61.733333","8.233333",NA,NA,"Primary forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271093",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw22631",NA,NA,NA,NA
"399","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271095","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Belem Herbarium",NA,NA,NA,"Brazil","Amapá",NA,"Araguari",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271095 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271095",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw9083",NA,NA,NA,NA
"400","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271096","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Stahel G",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271096",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw315",NA,NA,NA,NA
"401","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271097","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Bruijn J de","1967","04","08","Venezuela","Bolívar",NA,"Border between Estado Bolivar and Territorio Delta Amacuro, near Rio Grande o Toro, E of Upata.","-61.733333","8.233333","-61.733333","8.233333",NA,NA,"Primary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271097",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw22632",NA,NA,NA,NA
"402","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U 0271109","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Lindeman JC","1953","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271109",NA,"Southern America",NA,NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsidae","Uw3526",NA,NA,NA,NA
"403","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306014","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","16","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306014",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306014",NA,NA,"Magnoliopsidae","U 0109626",NA,NA,NA,NA
"404","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306015","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","16","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306015",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306015",NA,NA,"Magnoliopsidae","U 0109627",NA,NA,NA,NA
"405","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306016","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","16","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306016",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306016",NA,NA,"Magnoliopsidae","U 0109628",NA,NA,NA,NA
"406","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306017","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","16","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306017 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306017",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306017",NA,NA,"Magnoliopsidae","U 0109629",NA,NA,NA,NA
"407","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306019","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","17","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306019",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306019",NA,NA,"Magnoliopsidae","U 0109632",NA,NA,NA,NA
"408","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306020","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","17","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306020",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306020",NA,NA,"Magnoliopsidae","U 0109630",NA,NA,NA,NA
"409","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306021","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Salazar A; et al.","1989","05","17","Peru","Ucayali",NA,NA,"-74.666667","-8.366667","-74.666667","-8.366667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306021",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306021",NA,NA,"Magnoliopsidae","U 0109631",NA,NA,NA,NA
"410","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306023","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Johnson J; Saldías-Paz M; M","1990","11","17","Bolivia","Cochabamba",NA,NA,"-64.583333","-17.116667","-64.583333","-17.116667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306023",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306023",NA,NA,"Magnoliopsidae","U 0098959",NA,NA,NA,NA
"411","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306024","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Johnson J; Saldías-Paz M; M","1990","11","16","Bolivia","Cochabamba",NA,NA,"-64.666667","-17.166667","-64.666667","-17.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306024",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306024",NA,NA,"Magnoliopsidae","U 0098960",NA,NA,NA,NA
"412","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306027","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Idrobo JM; Schultes RE","1950","12","05","Colombia",NA,NA,"Meta: Sabanas de San Juan de Arama, margen tzquierda del rio Guejar, alrededores de alerrizaje 'Los Micos'.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306027",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306027",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"413","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306029","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Marcano-Berti L","1964","08","01","Venezuela",NA,NA,"Territorio Federal Delta Amacuro: Bosque Pluvial, Este de Rio Grande. Este-Norte de El Palmar, cerca de los limites del Estado Bolivar.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306029",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306029",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"414","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306030","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Marcano-Berti L","1964","08","01","Venezuela",NA,NA,"Territorio Federal Delta Amacuro: Bosque Pluvial, Este de Rio Grande. Este-Norte de El Palmar, cerca de los limites del Estado Bolivar.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306030",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306030",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"415","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306031","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Marcano-Berti L","1965","01","13","Venezuela",NA,NA,"Territorio Federal Delta Amacuro: Bosque Pluvial, Este de Rio Grande. Este-Norte de El Palmar, cerca de los limites del Estado Bolivar.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306031",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306031",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"416","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306032","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Johnson J; Saldías-Paz M; M","1990","11","08","Bolivia","Santa Cruz",NA,NA,"-63.866667","-17.416667","-63.866667","-17.416667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306032",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306032",NA,NA,"Magnoliopsidae","U 0155697",NA,NA,NA,NA
"417","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306033","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Ruíz J","1989","07","16","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306033",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306033",NA,NA,"Magnoliopsidae","U 0155698",NA,NA,NA,NA
"418","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306034","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Vásquez Chávez R; Jon R","1989","07","20","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306034",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306034",NA,NA,"Magnoliopsidae","U 0155699",NA,NA,NA,NA
"419","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306035","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Grandes C","1989","07","10","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306035",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306035",NA,NA,"Magnoliopsidae","U 0155700",NA,NA,NA,NA
"420","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306036","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Grandes C","1989","07","10","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306036",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306036",NA,NA,"Magnoliopsidae","U 0155701",NA,NA,NA,NA
"421","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306037","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Criolla D G","1989","07","13","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306037",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306037",NA,NA,"Magnoliopsidae","U 0155702",NA,NA,NA,NA
"422","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306038","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Criolla D G","1989","07","13","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306038",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306038",NA,NA,"Magnoliopsidae","U 0155703",NA,NA,NA,NA
"423","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306039","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Ruíz J","1989","07","09","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306039",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306039",NA,NA,"Magnoliopsidae","U 0155704",NA,NA,NA,NA
"424","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306040","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Vásquez Chávez R; Jon R","1989","07","20","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306040",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306040",NA,NA,"Magnoliopsidae","U 0155705",NA,NA,NA,NA
"425","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306041","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Vásquez Chávez R; Jon R","1989","07","20","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306041",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306041",NA,NA,"Magnoliopsidae","U 0155706",NA,NA,NA,NA
"426","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306042","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Vásquez Chávez R; Jon R","1989","07","20","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306042",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306042",NA,NA,"Magnoliopsidae","U 0155707",NA,NA,NA,NA
"427","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306043","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Vásquez Chávez R; Jon R","1989","07","22","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306043",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306043",NA,NA,"Magnoliopsidae","U 0155708",NA,NA,NA,NA
"428","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306044","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington TD; Vásquez Chávez R; Jon R","1989","07","22","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306044",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306044",NA,NA,"Magnoliopsidae","U 0155709",NA,NA,NA,NA
"429","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306045","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington RT; Harrison GJ; Monro AK; Rowe EC","1988","07","25","Bolivia",NA,NA,"Pando, 54 km SW Cobija. Truinfo. Mixed seasonal forest on undulating land. Forest edge, next to clearing and 2n growth.","-69.116667","-11.166667","-69.116667","-11.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306045",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306045",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"430","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306046","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington RT; Harrison GJ; Monro AK; Rowe EC","1988","08","09","Bolivia",NA,NA,"Pando, 74 km SW Cobija. Puerto Oro. Mixed seasonal forest on undulating land. Slight N. facing slope. Broke canopy.","-69.083333","-11.416667","-69.083333","-11.416667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306046",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306046",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"431","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306048","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Pennington RT; Harrison GJ; Monro AK; Rowe EC","1988","07","17","Bolivia",NA,NA,"Pando. 54 km SW. Cobija. Triunfo. Mixed seasonal forest on undulating land. Canopy. Flat ground, river bank.","-69.116667","-11.166667","-69.116667","-11.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306048",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306048",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"432","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306051","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Ellenberg H","1957","07","10","Peru","Huánuco",NA,"Tinga Maria",NA,NA,NA,NA,NA,NA,"swamp forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306051",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306051",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"433","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306053","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Davidse G","1973","11","26","Venezuela",NA,NA,"Miranda: 36 km ESE of Santa Teresa in Parque nacional Guatopo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306053",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306053",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"434","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306054","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Plowman TC; Schunke Vigo J; Rury PM","1981","12","14","Peru",NA,NA,"Dept. San Martin: Prov. Mariscal Caceres. Distrito tocache Nuevo. Quebrada de Huaquisha, right bank of Rio Huallaga, opposite Tocache Nuevo.","-76.45","-8.15","-76.45","-8.15",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306054",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306054",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"435","2020-02-08 09:09:19-03","NBC","NL-BOTANY","U.1306055","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Plowman TC; Schunke Vigo J; Rury PM","1981","12","14","Peru",NA,NA,"Dept. San Martin: Prov. Mariscal Caceres. Distrito tocache Nuevo. Quebrada de Huaquisha, right bank of Rio Huallaga, opposite Tocache Nuevo.","-76.45","-8.15","-76.45","-8.15",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306055",NA,"Southern America",NA,NA,NA,NA,"Fabales","NL-U1306055",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
