"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"142","2019-08-16 08:39:43-03","UTFPR","HCF","9575","S","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","L.R.M. Souza",NA,"1996","12","03",NA,"Brasil","PR","Teixeira Soares",NA,"-50.4606018066406","-25.3682994842529",NA,NA,NA,"árvore 7m; botões florais e flores creme; frequente; estrada para Teixeira Soares.",NA,NA,"M.L. Brotto","2010","06","22",NA,NA,"31767","auto",NA,NA,NA,NA,NA
"143","2020-12-21 16:31:02-03","MBM","MBM","293480","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Ribas, O.S.; Poliquesi, C.B.; Barboza, E.; Steiner, P.; Bordin, J.; Poliquesi, C.B.; Barboza, E.; Steiner, P.; Bordin, J.","5892","2004","02","14","Southern America","Brazil","Paraná","Piraquara","Sítio Santa Bárbara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore, 10m, flor creme-alvacenta. Transição da floresta atlântica para a floresta ombrófila mista.","MBM293480","MBM293480","Brotto, M.L.","2008","10","17",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"144","2020-12-21 16:31:02-03","MBM","MBM","165298","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, J.M.; Deodato, F.; Deodato, F.","1293","1994","01","18","Southern America","Brazil","Paraná","Curitiba","Jardim Botânico Munjicipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Árvore 10m, flor creme. Capão com araucaaria","MBM165298","MBM165298","Brotto, M.L.","2010","03","01",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"145","2020-12-21 16:31:02-03","MBM","MBM","211851","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Kuniyoshi, Y.S.; et al.; et al.","3814",NA,NA,NA,"Southern America","Brazil","Paraná",NA,"Mananciais da Serra",NA,NA,NA,NA,NA,NA,"MBM211851",NA,"Wattimo, I. de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:31:02-03","MBM","MBM","23265","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Bona, L.P.","765","2016","10","21","Southern America","Brazil","Paraná","Castro","Conglomerado: 274; subunidade: 3; subparcela: 6; indivíduo: 33","-50.04","-24.66",NA,NA,NA,"Árvore 13,5 m; flores brancas.","MBM023265","MBM023265","Brotto, M.L.","2017","04","20","-50.04","-24.66",NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:31:02-03","MBM","MBM","296468","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Sehnem, A.","8964","1966","12","20","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,"700","700",NA,"Arbor in silva","MBM296468","MBM296468","Brotto, M.L.","2009","12","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:31:02-03","MBM","MBM","397521","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Roher, D.","s.n.","2013","01","24","Southern America","Brazil","Paraná","São José dos Pinhais","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.054747","-25.814861",NA,NA,NA,"Floresta Ombrófila Mista.","MBM397521","MBM397521","Brotto, M.L.",NA,NA,NA,"-49.054747","-25.814861",NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:31:02-03","MBM","MBM","387901","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","1535","2014","01","19","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.010406","-25.452994","1130","1130",NA,"Árvore de 12m; flores cremes.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM387901","MBM387901","Brotto, M.L.","2014",NA,NA,"-49.010406","-25.452994",NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:31:02-03","MBM","MBM","391609","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","5214","2014","08","12","Southern America","Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha","-48.878333","-25.936944","1080","1080",NA,"Árvore de 5m; frutos imaturos verdes.; Floresta Ombrófila Densa Altomontana (matinha nebular).","MBM391609","MBM391609","Brotto, M.L.","2014","08","21","-48.878333","-25.936944",NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:31:02-03","MBM","MBM","392145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Völtz, R.R.; Vieira, R.S.; Völtz, R.R.; Vieira, R.S.","1750","2014","08","24","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pedra Branca","-48.869722","-25.265417","1360","1360",NA,"Árvore de 5m; frutos imaturos verdes.; Floresta Ombrófila Densa Altomontana.","MBM392145","MBM392145","Brotto, M.L.","2014","09","09","-48.869722","-25.265417",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:31:02-03","MBM","MBM","392156","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Silva, J.M.; Mello, M.C.H.; Silva, J.M.; Mello, M.C.H.","1761","2014","08","26","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712556","-24.855056","868","868",NA,"Árvore de 18m; frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM392156","MBM392156","Brotto, M.L.","2014","09","09","-48.712556","-24.855056",NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:31:02-03","MBM","MBM","392466","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Prado, S.; Prado, S.","1825","2014","11","04","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.713142","-24.853553","888","888",NA,"Árvore de 16m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM392466","MBM392466","Brotto, M.L.","2014","11","13","-48.713142","-24.853553",NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:31:02-03","MBM","MBM","393217","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","8678","2014","11","04","Southern America","Brazil","Paraná","Piraquara","Caminho Trentino","-49.037778","-25.5125","909","909",NA,"Árvore de 5m de altura; frutos imaturos.; Floresta Ombrófila Mista.","MBM393217","MBM393217","Brotto, M.L.","2014","11","19","-49.037778","-25.5125",NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:31:02-03","MBM","MBM","397017","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Schmitt, J.L.","3216","2011","06","15","Southern America","Brazil","Santa Catarina","Corupá",NA,"-49.377778","-26.419833","730","730",NA,"Arbórea, 5m; fruto verde.; Floresta Ombrófila Densa. Mata ciliar.","MBM397017","MBM397017","Brotto, M.L.","2013","06","14","-49.377778","-26.419833",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:31:02-03","MBM","MBM","400124","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Motta, J.T.; Silva, J.M.; Silva, J.M.","4543","2014","11","24","Southern America","Brazil","Paraná","São José dos Pinhais","Pedro Moro","-49.198311","-25.553631","912","912",NA,"Árvore, 4,00m; frutos imaturos, verdes, a maioria com galhas e fungos.; Em remanescente de Floresta Ombrófila Mista.","MBM400124","MBM400124","Brotto, M.L.","2015","03",NA,"-49.198311","-25.553631",NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:31:02-03","MBM","MBM","406342","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2345","2016","09","06","Southern America","Brazil","Minas Gerais","Passa Quatro","Serra da Mantiqueira, trilha do Paiolinho para Pedra da Mina","-44.848222","-22.399667","1732","1732",NA,"Árvore com 13 m de altura; frutos imaturos verdes.; Floresta Ombrófila Mista.","MBM406342","MBM406342","Brotto, M.L.","2016","09","14","-44.848222","-22.399667",NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:31:02-03","MBM","MBM","406690","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9559","2016","10","29","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","980","980",NA,"Árvore com 6 m de altura; botões florais e flores de cor creme.; Floresta Ombrófila Mista.","MBM406690","MBM406690","Brotto, M.L.","2016","11","22","-50.12","-24.737222",NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:31:02-03","MBM","MBM","407208","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5418","2016","10","11","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.716667","-24.863889","1020","1020",NA,"Árvore 12 m, botões verdes.; Floresta Ombrófila Densa Altomontana.","MBM407208","MBM407208","Moraes, P.L.R.","2016","10","11","-48.716667","-24.863889",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:31:02-03","MBM","MBM","407582","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2374","2017","01","16","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.705278","-24.850556","985","985",NA,"Árvore com 16 m de altura; flores brancas.; Floresta Ombrófila Densa Montana.","MBM407582","MBM407582","Brotto, M.L.","2017","01","19","-48.705278","-24.850556",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:31:02-03","MBM","MBM","407587","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2379","2017","01","18","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.667222","-24.848611","821","821",NA,"Árvore com 12 m de altura; frutos imaturos.; Floresta Ombrófila Densa Montana.","MBM407587",NA,"Brotto, M.L.","2017","01","19","-48.667222","-24.848611",NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:31:02-03","MBM","MBM","409564","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Nicolau, S.A.; Braz, J.D.; Borges, M.R.; Braz, J.D.; Borges, M.R.","2640","2001","01","21","Southern America","Brazil","São Paulo","Biritiba Mirim","estrada do Sertãozinho, estrada do Shibata, área da bacia de acumulação do rio Biritiba Mirim",NA,NA,NA,NA,NA,"Árvore, ca. 18m alt., frutos jovens.","MBM409564","MBM409564","Brotto, M.L.","2017","02","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:31:02-03","MBM","MBM","409565","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Nicolau, S.A.; Braz, J.D.; Borges, M.R.; Braz, J.D.; Borges, M.R.","2638","2001","01","21","Southern America","Brazil","São Paulo","Biritiba Mirim","estrada do Sertãozinho, estrada do Shibata, área da bacia de acumulação do rio Biritiba Mirim",NA,NA,NA,NA,NA,"Árvore, ca. 22m alt., com ramificação na base, frutos jovens.","MBM409565","MBM409565","Brotto, M.L.","2017","02","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:31:02-03","MBM","MBM","409704","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; Rau, T.G.; Rau, T.G.","2472","2017","06","28","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, topo de morro","-48.687778","-24.855833","1100","1100",NA,"Árvore com 9 metros de altura; frutos imaturos.; Floresta Ombrófila Densa Montana de porte baixo.","MBM409704","MBM409704","Brotto, M.L.","2017","08","23","-48.687778","-24.855833",NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:31:02-03","MBM","MBM","410474","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Roher, D.; Meyer, N.; Meyer, N.","261","2017","12","12","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante, eixo da barragem, margem esquerda","-50.408028","-24.534694","726","726",NA,"Árvore com 13 m de altura, botões florais, CAP 70 cm.; Floresta Ombrofila Mista Aluvial.","MBM410474",NA,"Roher, D.","2018","02","05","-50.408028","-24.534694",NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:31:02-03","MBM","MBM","414452","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, J.M.; Silva, I.S.; Noguchi, G.; Silva, I.S.; Noguchi, G.","10049","2017","12","20","Southern America","Brazil","Paraná","Jaguariaíva","PCH Macaco, Rio Jaguariaíva","-49.624722","-24.072778","560","560",NA,"Árvore com 6 m de altura; flor creme.; Floresta Estacional Semidecidual.","MBM414452","MBM414452","Antoniuk-Bonato, R.G.","2018","06","13","-49.624722","-24.072778",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:31:02-03","MBM","MBM","414463","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, J.M.; Brotto, M.L.; Canestraro, B.K.; Brotto, M.L.; Canestraro, B.K.","9910","2017","11","07","Southern America","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.87","960","960",NA,"Árvore com 6 m de altura; frutos maduros pretos.; Floresta Ombrófila Densa Montana.","MBM414463","MBM414463","Brotto, M.L.","2018","08","28","-48.97","-25.87",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:31:02-03","MBM","MBM",NA,"PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Saueressig, D.","1900","2013","04","16","Southern America","Brazil","Paraná","Rio Azul",NA,"-50.939997","-25.739997",NA,NA,NA,"Árvore.","IFN000113",NA,"Brotto, M.L.","2013","06","18","-50.939997","-25.739997",NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:31:02-03","MBM","MBM","93925","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.","48235",NA,NA,NA,"Southern America","Brazil","Bahia","Mucugê","Mucugê, rodovia para Andaraí, entre km 5-15","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"MBM093925","MBM093925","Rohwer, J.G.",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA
"170","2020-12-21 16:31:02-03","MBM","MBM","409545","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Assis, L.C.S.; Monguilhott, L.M.; Santos, M.S.; Trovó, M.L.O.; Monguilhott, L.M.; Santos, M.S.; Trovó, M.L.O.","1108","2005","07","14","Southern America","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra da Ibitipoca, Trilha Monjolinho - Pico do Peão","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore ca. 15 m alt. Folhas discolores. Frutos e cúpulas verdes, imaturos. Material em sílica gel.; Borda da floresta com destino à gruta do Pico do Peão.","MBM409545","MBM409545","Assis, L.C.S.","2005","07","14",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"171","2020-12-21 16:31:02-03","MBM","MBM","356714","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; et al.; et al.","285","2009","02","10","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191","900","900",NA,"Árvore de 17m de alt.; flores alvas. Floresta Ombrófila Densa Montana","MBM356714","MBM356714","Brotto, M.L.","2009","02","10",NA,NA,"49901","auto",NA,NA,NA,NA,NA
"172","2020-12-21 16:31:02-03","MBM","MBM","356708","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.","395","2009","11","28","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602","1170","1170",NA,"Árvore de 6m de altura, flores alvas, suavemente odoríferas. Floresta Ombrófila Mista Montana","MBM356708","MBM356708","Brotto, M.L.","2010","03","09",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"173","2020-12-21 16:31:02-03","MBM","MBM","101966","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.","48815","1984","12","27","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Pequena árvore 4m, flor creme. Matinha a beira da Cuesta Devoniana.","MBM101966","MBM101966","Brotto, M.L.","2008","10","17",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"174","2020-12-21 16:31:02-03","MBM","MBM","10389","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20733","1969","01","14","Southern America","Brazil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Árvore 15m, flor creme. Mata encosta de morro.","MBM010389","MBM010389","Brotto, M.L.","2008","10","09",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"175","2020-12-21 16:31:02-03","MBM","MBM","14670","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.; Guimarães, O.; Guimarães, O.","23440","1970","01","28","Southern America","Brazil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Árvore 10m, flor creme. Araucarieto.","MBM014670","MBM014670","Brotto, M.L.","2008","10","17",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"176","2020-12-21 16:31:02-03","MBM","MBM","25671","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.","9666","1963","01","23","Southern America","Brazil","Paraná","Bocaiúva do Sul","Varginha do Carumbé","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Árvore flor creme, da mata.","MBM025671","MBM025671","Brotto, M.L.","2008","10","17",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"177","2020-12-21 16:31:02-03","MBM","MBM","25526","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.","7456","1960","11","18","Southern America","Brazil","Paraná","Campo Largo","Bugre","-49.5283012390137","-25.4585990905762",NA,NA,NA,"Árvore da mata, flor creme.","MBM025526","MBM025526","Brotto, M.L.","2008","10","17",NA,NA,"53742","auto",NA,NA,NA,NA,NA
"178","2020-12-21 16:31:02-03","MBM","MBM","353463","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Gurgel","s.n.","1929","12","21","Southern America","Brazil","Paraná","Cantagalo",NA,"-52.1263999938965","-25.3743991851807",NA,NA,NA,"Árvore, mata; Árvore.; Mata.","MBM353463","MBM353463",NA,NA,NA,NA,NA,NA,"29583","auto",NA,NA,NA,"ISOTYPE",NA
"179","2020-12-21 16:31:02-03","MBM","MBM","128597","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.; Manosso, A.; Manosso, A.","52574","1989","01","27","Southern America","Brazil","Paraná","Castro","Rod. PR-11, 10-20km N de Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,"Árvore 10-12 m, flores alvescentes, capão com Araucária, Ilex, Myrcia, etc.","MBM128597","MBM128597","Brotto, M.L.","2008","10","17",NA,NA,"50779","auto",NA,NA,NA,NA,NA
"180","2020-12-21 16:31:02-03","MBM","MBM","105468","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","50331","1985","12","09","Southern America","Brazil","Paraná","Cerro Azul","Estrela","-49.261100769043","-24.823600769043","500","500",NA,"Árvore 8m, flor creme. Mata pluvial.","MBM105468","MBM105468","Brotto, M.L.","2008","10","17",NA,NA,"32006","auto",NA,NA,NA,NA,NA
"181","2020-12-21 16:31:02-03","MBM","MBM","173682","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Maschio, W.; Miguel, A.; Miguel, A.","6","1994","12","19","Southern America","Brazil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,"Floresta Ombrófila Mista Montana.","MBM173682","MBM173682","Brotto, M.L.","2008","10","17",NA,NA,"13536","auto",NA,NA,NA,NA,NA
"182","2020-12-21 16:31:02-03","MBM","MBM","132861","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Nicolack, V.; Ribas, O.S.; Ribas, O.S.","92","1989","12","15","Southern America","Brazil","Paraná","Colombo","Campestre","-49.2242012023926","-25.2917003631592",NA,NA,NA,"Árvore 6m, flores alvescentes. Capão da mata.","MBM132861","MBM132861","Brotto, M.L.","2008","10","17",NA,NA,"13536","auto",NA,NA,NA,NA,NA
"183","2020-12-21 16:31:02-03","MBM","MBM","298210","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Possete, R.F.S.","329","2004","02","02","Southern America","Brazil","Paraná","Colombo","Colombo","-49.2242012023926","-25.2917003631592","950","950",NA,"Árvore de 25 m com início de frutificação em interior de mata. CNPF-EMBRAPA. Projeto Poleiros.","MBM298210","MBM298210","Brotto, M.L.","2008","10","17",NA,NA,"13536","auto",NA,NA,NA,NA,NA
"184","2020-12-21 16:31:02-03","MBM","MBM","76963","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Roderjan, C.V.","16","1981","11","25","Southern America","Brazil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM076963","MBM076963","Brotto, M.L.","2008","10","17",NA,NA,"13536","auto",NA,NA,NA,NA,NA
"185","2020-12-21 16:31:02-03","MBM","MBM","356710","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.","410","2009","12","29","Southern America","Brazil","Paraná","Curitiba","Bairro Uberaba","-49.2731018066406","-25.4277992248535","912","912",NA,"Árvore de 8m de alt., flores com odor fraco. Floresta Ombrófila Mista Montana","MBM356710","MBM356710","Brotto, M.L.","2009","12","29",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"186","2020-12-21 16:31:02-03","MBM","MBM","259011","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Estevan, D.A.; et al.; et al.","48","1999","10","06","Southern America","Brazil","Paraná","Curiúva","Sítio Torre Alta","-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,"MBM259011","MBM259011","Baitello, J.B.",NA,NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA
"187","2020-12-21 16:31:02-03","MBM","MBM","276858","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Gatti, G.; et al.; et al.","150","2002","04","23","Southern America","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato. Fazenda Esperança.","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Vegetativo Floresta Ombrófila Densa.","MBM276858","MBM276858","Brotto, M.L.","2010","05","13",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"188","2020-12-21 16:31:02-03","MBM","MBM","356715","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Brotto, M.L.; et al.; et al.","152","2008","06","17","Southern America","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","800","800",NA,"Árvore 9m de altura, frutos imaturos verdes. Floresta Ombrófila Densa Montana","MBM356715","MBM356715","Brotto, M.L.","2008","07","29",NA,NA,"41937","auto",NA,NA,NA,NA,NA
"189","2020-12-21 16:31:02-03","MBM","MBM","197371","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Schimmelpfeng, L.C.T.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Árvore de aproximadamente 11 metros de latura; borda de núcleo florestado limitado pelo Cerrado Sensu Scrito.","MBM197371","MBM197371","Brotto, M.L.","2008","10","17",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"190","2020-12-21 16:31:02-03","MBM","MBM","73477","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Kummrow, R.","1709","1982","01","28","Southern America","Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore 10m, flor alvecente, frutos negros. Mata.; Árvore 10m, flor alvecente, frutos negros.; Mata.","MBM073477","MBM073477","Brotto, M.L.","2008","10","09",NA,NA,"30514","auto",NA,NA,NA,NA,NA
