"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","imagecode","geoFlag","class","order","typeStatus","relatedCatalogItem","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount"
"11","2020-11-04 11:14:43-03","ESALQ","ESA","25406","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Kawasaki, M.L.",NA,NA,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M. Y.","7361.0","1994","11","14",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA025406","27729",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:40:33-03","MN","R","9057","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) D. Landrum","Faria Junior, J.E.Q.","2011","03","Glaziou, A.F.M.","16066","1886","12","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009057",NA,"R000009057_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060709","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,NA,NA,"P.H. Miyagi; J.P. Souza, J.A. Zandoval.","357","1995","2","12",NA,"Brazil","Sao Paulo",NA,"Itarare. Fazenda Ibiti (Ripasa) beira de estrada Itarare-Bonsucesso de Itarare.","-46.820441","-23.789069",NA,NA,"Arbusto, 2.5m-3.0m alto; frutos verdes.",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043307","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","L.R. Landrum, 1995.",NA,NA,"V.C. Souza; C.M. Sakuragui, C. Scaramuzza, B.G. Fina, G.S. Rolim, M. Shimabukuro","2373","1993","2","19",NA,"Brazil","Sao Paulo",NA,"Itarare. Fazenda Santa Maria do Espinho. Corrego do Peao.","-46.820441","-23.789069",NA,NA,"Arbusto, ca. 2m de altura. Frutos imaturos verdes.",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043308","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","longipedunculata","Myrceugenia longipedunculata","Mattos & D.Legrand",NA,NA,NA,"M. Sobral; A. Gianotti","7260",NA,NA,NA,NA,"Brazil","Sao Paulo","Peruibe","No specific.","-47","-24.3167",NA,NA,"Coor from www.fallingrain.com/world; Arvoreta 3m, flores brancas, casca rugosa.",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","longipedunculata","Myrceugenia longipedunculata","Mattos & D.Legrand",NA,NA,NA,"G. Hatschbach","18950",NA,NA,NA,NA,"Brazil","Parana","Curitiba","No specific.","-49.25","-25.4167",NA,NA,"B/W pictures. Coor from www.fallingrain.com/world",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:36:28-03","UNICAMP","UEC","112428","S","Plantae","Magnoliopsida","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Souza, VC","1996","10","Souza, VC; Yamamoto, K; Stehmann, JR; Dutilh, JHA","4729","1993","09","27",NA,"Brazil","São Paulo","Itararé","Fazenda Espinho. Campo natural atingido por fogo há 4 meses.","-49.3400001525879","-24.1100006103516",NA,NA,"Arbusto, pétalas e estames creme. Escrube alagável.","UEC023604","27729","UEC023604","auto",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"18","2021-03-01 16:36:28-03","UNICAMP","UEC","139541","S","Plantae","Magnoliopsida","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Kawasaki, ML",NA,NA,"Miyagi, PH; Souza, JP; Zandoval, JA","357","1995","02","12",NA,"Brazil","São Paulo","Itararé","Fazenda Ibiti (Ripasa). Beira de estrada Itararé - Bonsucesso de Itararé.","-49.3400001525879","-24.1100006103516",NA,NA,"Campo com mata ciliar pertubada adjacente. Arbusto 2,5 a 3 m de alt, Frutos verdes. Matsa.","UEC023606","27729","UEC023606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-04 13:19:29-03","UDESC","LUSC","7105","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","V.C.Souza & J.P.Souza",NA,NA,"P.H.Miyagi; et al.","357","1995","02","12",NA,"Brasil","São Paulo","Itararé","Fazenda Ibiti (Ripasa). Beira de estrada Itararé - Bonsucesso de Itararé. Campo com mata ciliar perturbada adjacente.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"LUSC004883","27729","LUSC004883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2014-10-14 15:57:00-03","BS","M","M-0136819","S","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasiliae",NA,NA,NA,NA,NA,"M0136819",NA,NA,NA,"Magnoliopsida","Myrtales","NOTATYPE",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-16 08:40:15-03","UTFPR","HCF","15352","S","Plantae",NA,"Myrtaceae","Myrceugenia","cf. franciscensis","Myrceugenia cf. franciscensis","(O.Berg) Landrum","R.S. Vieira","2014","07","R.S. Vieira","435","2014","07","07",NA,"Brasil","PR","Campina Grande do Sul","Serra do Capivari - Morro Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"arvoreta com 1,5 m. Na crista, em floresta altomontana. Com frutos verdes.",NA,"55154",NA,"auto",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"22","2020-12-21 16:36:59-03","MBM","MBM","203695","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Landrum, L.R.",NA,NA,"Souza, V.C.; et al.; et al.","2373","1993","02","19","Southern America","Brazil","São Paulo","Itacaré","Fazenda Santa Maria do Espinho",NA,NA,NA,NA,NA,"MBM203695",NA,"MBM203695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:36:59-03","MBM","MBM","203699","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Kawasaki, M.L.",NA,NA,"Souza, V.C.; et al.; et al.","7361","1994","11","14","Southern America","Brazil","São Paulo","Itacaré","Estrada Itacaré - Bonsucesso",NA,NA,NA,NA,NA,"MBM203699",NA,"MBM203699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:36:59-03","MBM","MBM","235396","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Souza, V.C.",NA,NA,"Souza, V.C.; et al.; et al.","4729","1993","09","27","Southern America","Brazil","São Paulo","Itacaré","Fazenda Espinho",NA,NA,NA,NA,NA,"MBM235396",NA,"MBM235396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:36:59-03","MBM","MBM","197850","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Sobral, M.",NA,NA,"Ribas, O.S.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","1493","1996","08","17","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, subida ao Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM197850","55154","MBM197850","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:36:59-03","MBM","MBM","197853","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Sobral, M.",NA,NA,"Ribas, O.S.; Schwerdt, F.; Schwerdt, F.","1452","1996","07","14","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, subida ao Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM197853","55154","MBM197853","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:36:59-03","MBM","MBM","6577","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Landrum, L.R.","1982",NA,"Hatschbach, G.","18950","1968","03","24","Southern America","Brazil","Paraná","Jaguariaíva","Rio das Mortes, Barra do Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,"Arbusto 2m, margem de rio; Arbusto 2m.; Margens de rio.","MBM006577","44368","MBM006577","auto",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:36:59-03","MBM","MBM","120999","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Sobral, M.",NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","520","1988","04","12","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM120999","17116","MBM120999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:36:59-03","MBM","MBM","301187","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Scheer, M.B.",NA,NA,"Mocochinski, A.Y.; et al.; et al.","267","2003","07","15","Southern America","Brazil","Paraná","Guaraqueçaba","Serra do Gigante","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM301187","37295","MBM301187","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:59-03","MBM","MBM","164065","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Barboza, E.","2018",NA,"Kummrow, R.; Silva, J.M.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.","3355","1994","01","21","Southern America","Brazil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"Arbusto 2m, flor alva. Matinha nebular; Arbusto 2m, flor alva.; Matinha nebular.","MBM164065","41937","MBM164065","auto",NA,NA,NA,NA,NA,"1400","1400",NA,NA,NA
"31","2020-12-21 16:36:59-03","MBM","MBM","301189","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Mocochinski, A.Y.",NA,NA,"Mocochinski, A.Y.; et al.; et al.","74","2002","08","09","Southern America","Brazil","Paraná","Morretes","Serra da Igreja","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM301189","30514","MBM301189","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:59-03","MBM","MBM","235395","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Kawasaki, M.L.",NA,NA,"Ivanauskas, N.M.; et al.; et al.","1504","1996","06","07","Southern America","Brazil","São Paulo","Jacupiranga","Parque Estadual, Núcleo da Caverna do Diabo","-48","-24.6900005340576",NA,NA,NA,"MBM235395","35797","MBM235395","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 20:37:33-03","MNHN","RECOLNAT_MNHN_P","P05157010","PreservedSpecimen",NA,NA,"Myrtaceae","Eugenia","franciscensis","Eugenia franciscensis","O.Berg",NA,NA,NA,"Glaziou, A.",NA,"1886","12","15",NA,"Brasil","Minas Gerais",NA,"Serra de S. José d´El Rei.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05157010' target='other'> <mi>dwc_moreinfo</mi></a>","P05157010",NA,"P05157010_01",NA,NA,NA,NA,NA,NA,NA,NA,"16066","hb",NA
"34","2015-09-04 20:37:33-03","MNHN","RECOLNAT_MNHN_P","P05157011","PreservedSpecimen",NA,NA,"Myrtaceae","Eugenia","franciscensis","Eugenia franciscensis","O.Berg",NA,NA,NA,"Glaziou",NA,"1866","12","15",NA,"Brasil","Minas Gerais",NA,"Serra de S. José del Rei.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05157011' target='other'> <mi>dwc_moreinfo</mi></a>","P05157011",NA,"P05157011_01",NA,NA,NA,NA,NA,NA,NA,NA,"16066","hb",NA
"35","2015-09-04 20:38:34-03","MNHN","RECOLNAT_MNHN_P","P05157012","PreservedSpecimen",NA,NA,"Myrtaceae","Eugenia","franciscensis","Eugenia franciscensis","O.Berg",NA,NA,NA,"Glaziou, A.",NA,"1886","12","15",NA,"Brasil","Minas Gerais","São João del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05157012' target='other'> <mi>dwc_moreinfo</mi></a>","P05157012","39093","P05157012_01","auto",NA,NA,NA,NA,NA,NA,NA,"16066","hb",NA
"36","2020-12-11 11:39:19-03","UFMG","BHCB","142150","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,"2013","11","Oliveira, CT; Stehmann, JR; Batista, JAN","244","2008","12","09","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.4525","-20.134722","-43.4525","-20.134722","Arvoreta de 3,0 m, botões florais beges, folhas discolores.","BHCB012145",NA,NA,NA,NA,NA,NA,NA,"18","2056","2056",NA,NA,NA
"37","2020-12-11 11:39:19-03","UFMG","BHCB","142236","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,"2013","11","Oliveira, CT; Arruda, AJ","331","2009","02","17","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico da Carapuça","-43.471944","-20.090556","-43.471944","-20.090556","Árvore de 5,0 m, flores brancas.","BHCB012146",NA,NA,NA,NA,NA,NA,NA,"18","1811","1811",NA,NA,NA
"38","2020-12-11 11:39:19-03","UFMG","BHCB","142397","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,"2013","11","Oliveira, CT; Borsali, EF; Gontijo, FD; Ribeiro, RC","499","2009","06","29","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Sol","-43.454722","-20.101667","-43.454722","-20.101667","Arbusto de 3,0 m, frutos imaturos verdes.","BHCB012144",NA,NA,NA,NA,NA,NA,NA,"18","1937","1937",NA,NA,NA
"39","2020-12-11 11:39:19-03","UFMG","BHCB","149709","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,"2013","11","Machado, TM; Oliveira, CT; Burkowski, PM","370","2010","11","21","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.45125","-20.133417","-43.45125","-20.133417","Arvoreta. Frutos marrons, flores discolores, botões florais creme; Campo rupestre.","BHCB006154",NA,NA,NA,NA,NA,NA,NA,"18","2080","2080",NA,NA,NA
"40","2020-12-11 11:39:19-03","UFMG","BHCB","42152","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,"1995","04","Souza, VC de; Miyagi, PH; Souza, JP; Nakagomi, MY","7361","1994","11","14","Southern America","Brasil","São Paulo","Itacaré","Estrada Iatacaré - Bonsucesso, Fazenda Santa Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes. Beira de mata.","-49.263056","-24.261667","-49.263056","-24.261667","Arbusto, ca. 3m alt.; pétalas e estames alvos.","BHCB010889",NA,"BHCB010889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:39:19-03","UFMG","BHCB","70748","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,"2013","11","Linsingen, V","510","2000","10","22","Southern America","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado, Rio Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"Árvore; Galeria de rio, próximo do campo úmido do cerrado.","BHCB012143","44368",NA,"auto",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"42","2020-12-11 11:39:19-03","UFMG","BHCB","97088","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,NA,NA,"Mocochinski, AY; Scheer, MB","130","2002","10","13","Southern America","Brasil","Paraná","Morretes","Serra da Igreja, morro dos Padres","-48.834400177002","-25.476900100708",NA,NA,"Floresta Ombrófila Densa Altomontana. Arbórea ereta 3m. Projeto A Floresta Ombrófila Densa Altomontana e os Refúgios Vegetacionais Altomontanos no Paraná",NA,"30514",NA,"auto",NA,NA,NA,NA,NA,"1325","1325",NA,NA,NA
"43","2021-02-11 17:20:42-03","UFPR","UPCB","75862","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Ribeiro, C.L.","2016","10","Vieira, F.C.S.","2126","2009","01","30",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri, alto Quiriri, Floresta Ombrófila Densa Altomontana. Ponto 077.","-48.949039","-26.020299","-48.949039","-26.020299","Arvoreta ao longo do rio, entre as rochas laterais. Flores brancas..","UPCB0029794",NA,"UPCB0029794",NA,NA,NA,NA,NA,"26","1404","1404",NA,NA,NA
"44","2021-02-11 17:20:42-03","UFPR","UPCB","49566","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Mocochinski, A.Y.","2004","08","Mocochinski, A.Y.","266","2003","06","09",NA,"Brasil","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708",NA,NA,"Arbórea ereta 4m. Floresta ombrófila densa altomontana. Alt.: 1200m s.n.m..","UPCB0030169","30514","UPCB0030169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:20:42-03","UFPR","UPCB","49551","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Mocochinski, A.Y.","2004","01","Mocochinski, A.Y.","74","2002","08","09",NA,"Brasil","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708",NA,NA,"Arbórea ereta, 2,5m. Floresta ombrófila densa altomontana. Alt.: 1200m s.n.m..","UPCB0029796","30514","UPCB0029796","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:20:42-03","UFPR","UPCB","49567","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Scheer, M.B.","2004","08","Scheer, M.B.","645","2003","07","15",NA,"Brasil","Paraná","Guaraqueçaba","Serra Gigante","-48.3288993835449","-25.3066997528076",NA,NA,"Arbórea ereta. Floresta ombrófila densa altomontana..","UPCB0029803","37295","UPCB0029803","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-07-09 17:05:00-03","MO","MOBOT","2476501","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 18950","1968","2","24","South America","Brazil","Paraná",NA,"Barra do Rio das Mortes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
