"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","1168534","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.","isotype","C. R. Sperling","5923","1982","06","06","South America","Brazil","Pará","Serra dos Carajás. AMZA camp 4-alpha, ca. 25 km. by road northwest of Rio Itacaiúnas","-50.6","-5.77","225","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1497116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168534","NY01168534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00896572","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"G. T. Prance","58636","1964","08","10","South America","Brazil","Tocantins","Road Estreita to Tocantinopólis.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896572","NY00896572_01","M. H. Terra-Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01213129","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"U. N. Maciel","533","1979","12","14","South America","Brazil","Pará","Itinga do Pará. Fazenda Caboré","-47.538503","-4.436442",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01213129","NY01213129_01","L. O. A. Teixeira","Paragominas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","01168597","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"R. de Lemos Fróes","30429","1953","09","28","South America","Brazil","Pará","Região da Colônia da Mulata.","-54.0692","-2.00778",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168597",NA,"M. H. Terra-Araújo","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","01168535","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"N. T. da Silva","59715","1965","03","19","South America","Brazil","Pará","Campo de Martius Pinheiro.","-47.564744","-0.7912",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1480003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01168535",NA,"T. D. Pennington","Maracanã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01098014","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"A. S. L. da Silva","AS164","1977","10","25","South America","Brazil","Pará","Tucuruí, Transamazonica km 115-120.","-49.6742","-3.7692",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098014","NY01098014_01","M. H. Terra-Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00896571","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"J. Jangoux","862","1979","05","25","South America","Brazil","Maranhão","Mineirinho, Rio Pindaré.","-45.6581","-3.9633",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896571","NY00896571_01","M. H. Terra-Araújo","Santa Luzia","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-30 12:49:38-03","EAO","IAN","191482","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Cruz, ED; Freitas, JC","718","2013","03","03","Southern America","Brasil","Pará",NA,"-46.854556","-1.025917",NA,NA,"DAP=25,8 cm; AC=4 m; AT=10 m. Fruto Amarelo.","IAN191482",NA,"Oliveira, JCL de","Bragança",NA,"2013","03","11","-46.854556","-1.025917",NA,NA,NA,NA
"9","2021-03-30 12:49:38-03","EAO","IAN","129079","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Pires, JM; Belém, RP","12984","1970","09",NA,"Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Tocantins, Serra Buritirama (B-4), região com minério de manganês.","-50.216667","-5.516667",NA,NA,"Árvore 14-1-7, com 15m e 18cm de diâmetro; frutos rugoso-pilosos como em Sloanea.","IAN129079",NA,"Terra-Araújo, MH",NA,NA,"2011","11","23","-50.216667","-5.516667",NA,NA,NA,NA
"10","2021-03-30 12:49:38-03","EAO","IAN","177270","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Rios, M; Brito, JM de","841","2002","03","25","Southern America","Brasil","Pará","Comunidade Benjamin Constant. Propriedade de Manoela Ferreira F. da Silva. Capoeira.","-46.666667","-1.183333","30",NA,"Árvore de 3 m; abundante látex branco; fruto de cor laranja.","IAN177270",NA,"Terra-Araújo, MH","Bragança","30","2011","11","22","-46.666667","-1.183333",NA,NA,NA,NA
"11","2021-03-30 12:49:38-03","EAO","IAN","192753","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Cruz, ED","898","2014","04","02","Southern America","Brasil","Pará","PA 140, km 14.","-48.019278","-1.609944",NA,NA,"DAP=22,7cm; AC=5m; AT=12m.","IAN192753",NA,"Freitas, JC","Bujaru",NA,NA,NA,NA,"-48.019278","-1.609944",NA,NA,NA,NA
"12","2021-03-30 12:49:38-03","EAO","IAN","200628","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Cruz, ED","1452","2019","11","28","Southern America","Brasil","Pará","Fazenda Cikel, ramal da carvoeira, depois do alojamento.","-48.585","-3.728056",NA,NA,"DAP=41,8 cm, AT=33 m, AC=20 m.","IAN200628",NA,NA,"Paragominas",NA,NA,NA,NA,"-48.585","-3.728056",NA,NA,NA,NA
"13","2021-04-08 17:44:12-03","EAO","IAN","XILO4392","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Pires, JM; Belém, RP","12984","1970","09",NA,"Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Tocantins, Serra Buritirama (B-4), região com minério de manganês.","-50.216667","-5.516667",NA,NA,"Árvore 14-1-7, com 15m e 18cm de diâmetro; frutos rugoso-pilosos como em Sloanea.","IANXILO4392",NA,"Terra-Araújo, MH",NA,NA,"2011","11","23","-50.216667","-5.516667",NA,NA,NA,NA
"14","2021-04-08 17:44:12-03","EAO","IAN","XILO6107X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Dieter, W","s.n.","1993","03","04","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO6107X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:44:12-03","EAO","IAN","XILO6107X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Dieter, W","s.n.","1993","03","04","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO6107X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:49:38-03","EAO","IAN","116236","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Oliveira, E","3277","1965","03","19","Southern America","Brasil","Pará","Campina Martins Pinheiro.","-47.581901550293","-0.595000028610229",NA,NA,"Árvore de 5 metros; frutos; látex pouco.","IAN116236",NA,"Terra-Araújo, MH","Maracanã",NA,"2011","11","23",NA,NA,"48335","auto",NA,NA
"17","2021-03-30 12:49:38-03","EAO","IAN","117504","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Silva, NT da","59715","1965","03","19","Southern America","Brasil","Pará","Campo de Martins Pinheiro.","-47.581901550293","-0.595000028610229",NA,NA,"Árvore de 10m.","IAN117504",NA,NA,"Maracanã",NA,NA,NA,NA,NA,NA,"48335","auto",NA,NA
"18","2021-03-30 12:49:38-03","EAO","IAN","80643","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Fróes, RL","30501","1953","09","30","Southern America","Brasil","Pará","Região da Colônia da Mulata; terra firme; mata virgem.","-54.0691986083984","-2.00778007507324",NA,NA,"Árvore.","IAN080643",NA,"Terra-Araújo, MH","Monte Alegre",NA,"2011","11","22",NA,NA,"279177","auto",NA,NA
"19","2021-03-30 12:49:38-03","EAO","IAN","80572","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Fróes, RL","30429","1953","09","28","Southern America","Brasil","Pará","Região da Colônia da Mulata; terra firme; mata virgem.","-54.0691986083984","-2.00778007507324",NA,NA,"Árvore de 15 metros.","IAN080572",NA,"Terra-Araújo, MH","Monte Alegre",NA,"2011","11","23",NA,NA,"279177","auto",NA,NA
"20","2021-03-30 12:49:38-03","EAO","IAN","187555","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Freitas, JC; Rosa, NA","238","2010","12","16","Southern America","Brasil","Pará","Área do Projeto Sustentabilidade dos Usos da Terra na Amazônia. B:142, T:3, Subp:25, N:131","-47.3527984619141","-2.99583005905151",NA,NA,"Árvore mediana, látex branco, frutos imaturos marrom.","IAN187555",NA,"Rosa, NA","Paragominas",NA,"2011","02","01",NA,NA,"186685","auto",NA,NA
"21","2021-03-01 16:41:14-03","UNICAMP","UEC","43966","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Morellato-Fonzar, LPC","18379","1985","07","26",NA,"Brazil","Pará","Rio Itacaiúnas.",NA,NA,NA,NA,"Árvore, 7m de altura, beira de mata, flores cor de vinho.","UEC072029","UEC072029","Terra-Araujo, MH","Serra Do Norte",NA,"2014","03","29",NA,NA,NA,NA,NA,NA
"22","2019-02-23 13:15:04-03","UNEMAT","HERBAM","4934","S","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Simão, S.S.; Almeida, E.A.","79","2010","10","30",NA,"Brasil","Mato Grosso","Fazenda Viviane, Floresta ombrófila.","-56.0861015319824","-9.87555980682373",NA,NA,NA,"HERBAM004934",NA,"Simão, SS; Almeida, EA; Rodrigues, L; Soares, CRA","Alta Floresta",NA,"2010",NA,NA,NA,NA,"109392","auto",NA,NA
"23","2013-04-01 09:19:23-03","IPT","BCTW","19221","S","Plantae","Magnoliophyta",NA,NA,"Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Silva P.V.V. & Silva, J.G.",NA,"1992","09","12",NA,"Brasil","Pará","vegetação de capoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"24","2020-12-21 16:44:52-03","MBM","MBM","141185","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Morellato Fonzar, L.P.C.","18379","1985","07","26","Southern America","Brazil","Pará","Rio Itacaiúnas",NA,NA,NA,NA,"Árvore, 7m de alt. Flores cor de vinho.; Beira de mata.","MBM141185","MBM141185","Völtz, R.R.","Serra Norte",NA,"2018","10",NA,NA,NA,NA,NA,NA,NA
"25","2013-04-10 10:27:00-03","MO","MOBOT","100582986","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"A.S. Silva|Cornelis C. Berg|Bruce W. Nelson|Andrew J. Henderson|R.P. Bahia|M.R. dos Santos","Silva 164","1977","10","25","South America","Brazil","Pará","Tucuruí, Transamazonica km 115-120.",NA,NA,NA,NA,NA,NA,NA,"M.H. Terra-Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2011-03-24 17:27:00-03","MO","MOBOT","3311662","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Calvin R. Sperling|Milton G. da Silva|M. Condon|Carlos S. Rosário|R. Pereira de Lima|J.C. dos Santos","Sperling 5923","1982","6","6","South America","Brazil","Pará","AMZA camp 4-Alfa, ca 25 km by road NW of Rio Itacaiunas. Edge of forest around abandoned mining camp. High presence of babassu palm.","-50.6","-5.76666","225.00000000",NA,NA,NA,NA,"T. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-08-31 08:55:02-03","INPA","INPA","250460","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Terra-Araujo, MH","858","2011","11","19","Southern America","Brasil","Pará","Ilha de Maiandeua., Estrada de acesso à Fortalezinha.","-47.5","-0.6",NA,NA,NA,"INPA0250460","INPA0250460 INPA0250460_e INPA0250460_num","Terra-Araujo, MH","Maracanã",NA,"2011","11","19","-47.5","-0.6",NA,NA,NA,NA
"28","2020-08-31 08:55:02-03","INPA","INPA","250461","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Terra-Araujo, MH","863","2011","11","20","Southern America","Brasil","Pará","Ilha de Maiandeua., Estrada Fortalezinha-Algodoal.","-47.5","-0.6",NA,NA,NA,"INPA0250461","INPA0250461 INPA0250461_e","Terra-Araujo, MH","Maracanã",NA,"2011","11","20","-47.5","-0.6",NA,NA,NA,NA
"29","2020-08-31 08:55:02-03","INPA","INPA","276610","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Cruz, ED","718","2013","03","03","Southern America","Brasil","Pará","Sem dados de localidade.","-46.854444","-1.025833",NA,NA,NA,"INPA0276610",NA,"Oliveira, JCL de","Bragança",NA,"2013","03","11","-46.854444","-1.025833",NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","3347991","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.","Isotype","C. R. Sperling, M. G. Silva, M. A. Condon, C. S. Rosário, R. P. Lima & J. C. Santos","5923","1982","6","6","South America - Neotropics","Brazil","Amazonas","Serra dos Carajas, AMZA camp 4-alfa, ca. 25 km by road NW of Rio Itacaiunas.","-50.6","-5.7667","225",NA,NA,"US00516779","US00516779_01",NA,NA,"225",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"31","2020-09-02 16:39:47-03","Cenargen","CEN","95829","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Eniel David Cruz","718","2013","03","03",NA,"Brasil","PA",NA,"-46.854444","-1.0258333",NA,"Exsicatas","DAP = 25,8cm; Ac = 4m; AT = 10m. Doação do Herbário IAN - Belém - Pará - Brasil. Registro: 191482.","CEN00095829",NA,NA,"BRAGANCA",NA,NA,NA,NA,"-46.854444","-1.0258333",NA,NA,NA,"1"
"32","2020-12-02 09:07:46-03","UNITINS","HUTO","6398","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Cruz, E.D.","718","2013","03","03",NA,"Brasil","Pará",NA,"-46.854556","-1.025917",NA,NA,"DAP=25,8 cm; AC=4 m; AT=10 m. Fruto Amarelo.","HUTO006398",NA,"Oliveira, J.C.L. de","Bragança",NA,"2013","03","11","-46.854556","-1.025917",NA,NA,NA,NA
"33","2020-12-02 09:07:46-03","UNITINS","HUTO","6399","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D. Penn.",NA,"Cruz, E.D.","718","2013","03","03",NA,"Brasil","Pará",NA,"-46.854444","-1.025833",NA,NA,"DAP: 25,8 cm; AC: 4 m; AT: 10 m.&nf;Fruto amarelo.","HUTO006399",NA,NA,"Bragança",NA,NA,NA,NA,"-46.854444","-1.025833",NA,NA,NA,NA
"34","2019-09-04 17:57:19-03","F","FMNH-SEEDPLANTS","V0072206F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa",NA,"Isotype","C. R. Sperling et al.","5923","1982","6","6","South America","Brazil","Pará",NA,"-53","-4",NA,NA,NA,"V0072206F","V0072206F_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"35","2020-09-22 13:49:04-03","USP","SPFW","734","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires;T.D.Penn.",NA,"Withelm, D. Silva, P.V.","47","1992","09","12",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,"Embrapa, CPATU","São Luiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-01 15:10:52-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Pradosia","granulosa","Pradosia granulosa","Pires & T.D.Penn.",NA,"Sousa, CA","IFN-3594444.1","2017","08","28","Southern America","Brasil","Maranhão","São Domingo","-43.200003","-4.499985","120",NA,"Conglomerado MA-359. Subunidade 4. Subparcela 1. indivíduo 5. F6; Árvore; DAP em cm: 7,9; altura em m: 6,00, látex branco, pouco abundante, líquido, com odor; casca marrom por fora, amarelo por dentro, fina, lisa, odor doce; Floresta em regeneração,",NA,NA,"Alves-Araújo, A","Caxias","120","2018","12","20","-43.200003","-4.499985",NA,NA,NA,NA
