"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","month","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2021-02-08 11:10:14-03","UNESP-IBB","BOTU","27926","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Dubard","Ishara, K.L.","Ishara, K.L.","47","2008",NA,"Brasil","Fazenda Palmeira da Serra",NA,"Erva 0,2m, frutos amarelo-alaranjados","BOTU027926",NA,"São Paulo","02","19","-48.733333","-22.8",NA,NA,"Pratânia",NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:10:14-03","UNESP-IBB","BOTU","27488","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Dubard","Ishara, K.L.","Ishara, K.L.","176","2008",NA,"Brasil","Fazenda Palmeira da Serra",NA,"Arbusto 1m, flores verdes","BOTU027488","BOTU027488","São Paulo","04","16","-48.733333","-22.8",NA,NA,"Pratânia",NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593241","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","(Pierre) Engl.",NA,"Prance GT; Lleras E; Coelho DF",NA,"1973","Southern America","Brazil","Plants of Brazilian Amazonia. State of Mato Grosso. Chapada dos Guimaraes, cerrado behind Colegio de Buriti.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593241","NL-U1593241",NA,"10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593242","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","(Pierre) Engl.","Schinini A","Ferrucci MS; Schinini A; Dematteis M",NA,"1999","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593242","NL-U1593242","Amambay","12","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0082365",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:19:44-03","ESALQ","ESA","89936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Duband.","Alves-Araújo, A.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4395.0","2005",NA,"Brasil",NA,NA,NA,"ESA089936",NA,"Goiás","01","22","-47.5099983215332","-14.1324996948242",NA,NA,"Alto Paraíso de Goiás","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:19:44-03","ESALQ","ESA","132367","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre & Dubard","Paula-Souza, J.","Paula-Souza, J.; Árbocz, G.; Polisel, R.T.; Gonçalves, L.N., Leduc, R.","11494.0","2013",NA,"Brasil","Arredores do rio Ariranha. Cerradão",NA,"Arbusto, ca. 1,5m alt. Botões verdes","ESA132367",NA,"Mato Grosso","02","08","-53.2153015136719","-17.3146991729736","536","536","Alto Araguaia","100273","auto",NA,NA,NA,NA,"2013","04","01",NA,NA,NA
"17","2020-11-04 11:19:44-03","ESALQ","ESA","46243","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea",NA,"Alves-Araújo, A.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20308.0","1997",NA,"Brasil",NA,NA,NA,"ESA046243","ESA046243","Mato Grosso","10","08","-55.749698638916","-15.460599899292",NA,NA,"Chapada dos Guimarães","107042","auto",NA,NA,NA,NA,"2009","07","01",NA,NA,NA
"18","2020-11-04 11:19:44-03","ESALQ","ESA","78996","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre & Dubard","Schinini, A.","Ferrucci, M.S. et al.","1450.0","1999",NA,"Paraguai",NA,NA,NA,"ESA078996","ESA078996","Amambay","12","14",NA,NA,NA,NA,"Cerro Corá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:19:44-03","ESALQ","ESA","132371","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre & Dubard","Paula-Souza, J.","Paula-Souza, J. ; Oliveira, J.C.","11673.0","2013",NA,"Brasil","Arredores do rio Ariranha, Fazenda Ariranha. Campo cerrado",NA,"Arbusto, 1,5m alt. Flores vináceas","ESA132371",NA,"Mato Grosso","02","18","-53.2153015136719","-17.3146991729736","536","536","Alto Araguaia","100273","auto",NA,NA,NA,NA,"2013","04","01",NA,NA,NA
"20","2020-11-04 11:19:44-03","ESALQ","ESA","66809","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Duband.","Alves-Araújo, A.","Souza, V.C. et al.","24267.0","2000",NA,"Brasil","Beira do Rio Juruena. Floresta aluvial",NA,"Árvore, ca. 6 m alt.; botões verdes.","ESA066809","ESA066809","Tocantins","07","20","-46.6282997131348","-11.8239002227783",NA,NA,"Novo Jardim","61355","auto","-58,333,333","-10,316,667",NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046694","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Dubard","A. Schinini","M. S. Ferrucci; A. Schinini & M. Dematteis","1701","1999",NA,"Paraguay","1 km S de ruta 5, camino a Colonia Aceite.",NA,"Ramas erectas, flores con corola blanca. Crece en grupos.",NA,NA,"Amambay","12","18","-56.182202","-22.680149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:48:47-03","UFMS","CGMS","65337","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Dubard","A. Pott","R.C. Oliveira; A. Pott; L.K. Reis; P.T.A. Ojeda; D.M. Pineda","28","2017",NA,"Brasil","Parque Estadual das Nascentes do Rio Taquari. Municipio de Costa Rica, fazenda 13 pontos.",NA,"Flor creme esverdiada. Látex branco no caule. Habitat: Cerrado stricto sensu antropizado. Habito: Subarbusto caméfito. 10 cm de altura.","CGMS1098298",NA,"Mato Grosso do Sul","10","26","-53.2130556","-17.9847222","853","853","Alcinópolis",NA,NA,"-53,2130556","-17,9847222",NA,NA,"2017","10","26",NA,NA,NA
"23","2021-03-01 16:41:14-03","UNICAMP","UEC","36504","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","Carneiro, CE","Leitão Filho, HF; Joly, CA; Oliveira, PS; Lewinsohn, TM","15934","1984",NA,"Brazil","Cerrado da Estação Experimental de Itirapina e arredores.",NA,"Subarbusto com xilopódio e intensa multiplicação vegetativa; flores creme.","UEC074457","UEC074457","São Paulo","01","28","-47.8199996948242","-22.25",NA,NA,"Itirapina","22843","auto",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA
"24","2021-03-01 16:41:14-03","UNICAMP","UEC","33283","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","Carneiro, CE","Leitão Filho, HF; Joly, CA; Martins, FR","14457","1983",NA,"Brazil","Resíduo de cerrado, próximo à cidade.",NA,"Subarbusto 0,30 , em moitas bem desenvolvidas, em local fortemente pertubado por fogo, flores de cor creme-claro.","UEC074458","UEC074458","São Paulo","01","19","-47.8199996948242","-22.25",NA,NA,"Itirapina","22843","auto",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA
"25","2020-04-27 16:11:41-03","UFES","VIES","41592","S","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Pierre ex Dubard","A. Alves-Araújo","Leenza, E.O.; Barbosa, A.A.A.","63","1995",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó. Cerrado sensu stricto.",NA,NA,"VIES041592","VIES041592","Minas Gerais","09","01","-48.2771987915039","-18.9186000823975",NA,NA,"Uberlândia","58223","auto",NA,NA,NA,NA,"2012","07","27",NA,NA,NA
"26","2015-09-26 23:04:40-03","MNHN","RECOLNAT_MNHN_P","P00648075","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Glaziou, A.",NA,"1895",NA,"Brésil","Brésil : Goyaz; Serra dos Cristaes, dans le campo","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648075' target='other'> <mi>dwc_moreinfo</mi></a>","P00648075","P00648075_01 P00648075_02 P00648075_03 P00648075_04",NA,"9","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","21708",NA
"27","2015-09-25 21:58:49-03","MNHN","RECOLNAT_MNHN_P","P00648076","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Glaziou, A.",NA,"1895",NA,"Brésil","Brésil : Goyaz; Serra dos Cristaes, dans le campo","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648076' target='other'> <mi>dwc_moreinfo</mi></a>","P00648076","P00648076_01",NA,"9","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","21708",NA
"28","2016-12-09 14:58:54-02","MNHN","RECOLNAT_MNHN_P","P00648077","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Glaziou, A.",NA,"1895",NA,"Brésil","Brésil : Goyaz; Serra dos Cristaes, dans le campo","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648077' target='other'> <mi>dwc_moreinfo</mi></a>","P00648077","P00648077_01",NA,"9","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","21708",NA
"29","2021-02-11 17:21:42-03","UFPR","UPCB","16561","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","Pennington, T.D.","Hatschbach, G.","43117","1980",NA,"Brasil","Fazenda Bela Vista",NA,"Flor creme esverdeada. Campo cerrado..",NA,NA,"Goiás","08","14","-47.6136016845703","-16.7686004638672","100","100","Cristalina","85457","auto",NA,NA,NA,NA,"1981","01","01",NA,NA,NA
"30","2013-11-06 10:21:00-02","MO","MOBOT","3388716","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Aurelio Schinini","Schinini Cacace 22950","1982","South America","Paraguay","5 Km N de Ihú.",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,"330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"31","2010-04-16 08:17:00-03","MO","MOBOT","3311714","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","M.G. Vieira","Vieira 628","1979","South America","Brazil","A 4 km próximo de Vilhena, campo. Solo argiloso.",NA,NA,NA,NA,"Rondônia","10","25","-60.1666667","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2013-11-06 10:17:00-02","MO","MOBOT","3388945","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Nélida Soria","Soria Rey 2024","1988","South America","Paraguay","P.N. cerro cora. On Rd cerrado, camino a loristo picoda.",NA,NA,NA,NA,"Amambay","1","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2013-11-06 10:18:00-02","MO","MOBOT","406609","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Elsa M. Zardini|et al.","Zardini 4181","1988","South America","Paraguay","Parque Nacional Cerro Corá. Cerrado camino al Monumento Histórico.",NA,NA,NA,NA,"Amambay","1","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-7","1"
"34","2013-11-06 10:16:00-02","MO","MOBOT","100165606","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Ghillean T. Prance|Eduardo Lleras|Dionizio F. Coêlho","Prance 18914","1973","South America","Brazil","Chapada dos Guimarães, cerrado behind Colegio de Buriti.",NA,NA,NA,NA,"Mato Grosso do Sul","10","13",NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2013-11-07 09:42:00-02","MO","MOBOT","100649954","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Auguste F.M. Glaziou","Glaziou 21708",NA,"South America","Brazil","Serra dos Cristaes",NA,NA,NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1"
"36","2013-11-06 10:20:00-02","MO","MOBOT","2479576","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"M. Silvia Ferrucci|Aurelio Schinini|Marita Dematteis","Ferrucci 1701","1999","South America","Paraguay","1 km S de ruta, 5 camino a Colonia Aceite.",NA,NA,NA,NA,"Amambay","12","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2008-05-27 22:02:00-03","MO","MOBOT","3270218","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","T.D. Pennington","Gert G. Hatschbach","Hatschbach 43117","1980","South America","Brazil","Fda. Bela Vista (mun. Cristalina).",NA,NA,NA,NA,"Goiás","8","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-11-06 10:20:00-02","MO","MOBOT","3324592","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard",NA,"Isabel Basualdo","Basualdo 4448","1992","South America","Paraguay","Parque Nac. Cerro Corá Colonia Naranja Hai. Cerrado al pie del cerro Muralla.",NA,NA,NA,NA,"Amambay","9","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2013-11-07 09:32:00-02","MO","MOBOT","3324868","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","Nélida Soria","Soria Rey 7568","1996","South America","Paraguay","Parque Nacional Cerro Corá. Orillas del arroyo Aceite-í, continuación del cerrado.",NA,NA,NA,NA,"Amambay","6","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2010-04-30 11:25:00-03","MO","MOBOT","3364663","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","Ludwig Riedel","Riedel s.n.",NA,"South America","Brazil","In Ecuupas Ateneor. regular. Serrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2011-03-22 12:00:00-03","MO","MOBOT","3364887","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","Ludwig Riedel","Riedel 2212","1821","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2019-04-19 04:34:00-03","MO","MOBOT","3376919","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","W.D. Stevens","Adrián Eliceche","Eliceche 492","1992","South America","Paraguay","Parque Nacional Cerro Cora Frente al Cerro Muralla.",NA,NA,NA,NA,"Amambay","8","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2010-04-16 07:14:00-03","MO","MOBOT","3379957","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","Ezechias P. Heringer","Heringer 15092","1975","South America","Brazil","Parque Estadual Do Rio Doce. Very deep light tan sandy clay. On peninsula at lake Helvécio near Casa de Tábua guest house.",NA,NA,NA,NA,"Minas Gerais","9","18","-42.6","-19.7666667","400.00000000",NA,"Marliéria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2010-04-16 08:16:00-03","MO","MOBOT","3385632","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","Bassett Maguire","Maguire 56559","1963","South America","Brazil","Terr. Rondonia. Brasilia-Acre Highway.",NA,NA,NA,NA,"Acre","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2015-02-23 05:30:00-03","MO","MOBOT","3387485","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","A. Alves-Araújo","C. Pavetti Morín","Morín s.n.",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2012-03-18 05:12:00-03","MO","MOBOT","938392","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","T.D. Pennington (K)","E. Gutiérrez|R.C. Quevedo|Fabiana Mamani M.","Gutiérrez Crespo 927","1994","South America","Bolivia","Parque Nacional Noel Kempff Mercado. Serranía La Torre.",NA,NA,NA,NA,"Santa Cruz","5","11","-60.83111","-13.65388","300.00000000",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-11-07 11:11:00-02","MO","MOBOT","981372","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","W.D. Stevens","Nélida Soria","Soria Rey 6290","1993","South America","Paraguay","Parque Nacional Cerro Corá, Cerro Alambique.",NA,NA,NA,NA,"Amambay","6","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2013-11-07 11:09:00-02","MO","MOBOT","985676","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","W.D. Stevens","Nélida Soria","Soria Rey 5581","1992","South America","Paraguay","Parque Nacional Cerro Corá, Camino al Cerro Trebol.",NA,NA,NA,NA,"Amambay","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2013-11-07 11:18:00-02","MO","MOBOT","985851","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","subcaerulea","Pouteria subcaerulea","Dubard","W.D. Stevens","Nélida Soria","Soria Rey 5767","1993","South America","Paraguay","Parque Nacional Cerro Cora, camino a la Col. Naranja jhai.",NA,NA,NA,NA,"Amambay","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
