"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","504921","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Phoebe","nunesiana","Phoebe nunesiana","Vattimo","I. de Vattimo","R. M. Klein","846","1954","11","29","South America","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081","20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504921","NY00504921_01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:18:15-03","UFBA","ALCB","97940","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattino- Gil) Baitello","Brotto, ML","Silva, JM; Hatschbach, G","743","1989","07","12","Southern America","Brasil","Paraná","Marretes","Estrada da Graciosa, próximo à Grota Funda",NA,NA,"400",NA,"8 m alt. Flor creme.; vertente atlântica.","ALCB003493","ALCB003493","400","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:12:04-03","ESALQ","ESA","29177","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vatt.-Gil) L.Hernandez ex Baitello","Baitello, J.B.","Ivanauskas, N.M.","793.0","1996","04","28",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA029177",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:12:04-03","ESALQ","ESA","109605","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana",NA,"Baitello, J.B.","Lima, R.A.F. ; Ivanauskas, N.M.","811.0","2008","05","17",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,"ESA109605","ESA109605",NA,"2008","34059","auto","06",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:04-03","ESALQ","ESA","29165","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vatt.-Gil) L.Hernandez ex Baitello","Baitello, J.B.","Ivanauskas, N.M.","759.0","1996","03","31",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA029165",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:30:43-03","IAP","PACA-AGP","66294","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Phoebe","nunesiana","Phoebe nunesiana","de Vattimo","I. de Vattimo","Reitz, R.","1860","1954","06","03",NA,"Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385","150",NA,"arvore 15m alt.; canela-garuva Habitat: mata Fenofase: fruto","PACA066294",NA,"150","1961","27253","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"17","2021-03-01 16:32:40-03","UNICAMP","UEC","175054","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, ML","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1743","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco.","-44.812222","-23.311111","300",NA,"Árvore 59 cp, 18m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC029668","UEC029668","300","2018",NA,NA,"09",NA,"-44.812222","-23.311111",NA,NA,NA
"18","2021-03-01 16:32:40-03","UNICAMP","UEC","95698","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Baitello, JB","Ivanauskas, NM","759","1996","03","31",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333",NA,NA,"Árvore de 11 m. Casca suberosa, fissurada longitudinalmente. Frutos verdes.; Mata atlântica.","UEC014556","UEC014556",NA,"2000",NA,NA,"02",NA,"-47.885","-24.608333","18",NA,NA
"19","2021-03-01 16:32:40-03","UNICAMP","UEC","95699","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Baitello, JB","Ivanauskas, NM","793","1996","04","28",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333",NA,NA,"Árvore de 17 m. Casca suberosa, fissurada longitudinalmente. Frutos imaturos verdes.; Mata atlântica.","UEC014554","UEC014554",NA,NA,NA,NA,NA,NA,"-47.885","-24.608333",NA,NA,NA
"20","2021-03-01 16:32:40-03","UNICAMP","UEC","162304","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, ML","Morellato-Fonzar, LPC; Rodrigues, RR","16629","1984","10","01",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore 8 m alt., frutos cor verde.","UEC024473","UEC024473",NA,"2018","17840","auto","09",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:32:40-03","UNICAMP","UEC","49191","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, ML","Morellato-Fonzar, LPC; Rodrigues, RR","16629","1984","10","01",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore 8 m alt., frutos cor verde.","UEC137568","UEC137568",NA,"2018","17840","auto","09",NA,NA,NA,NA,NA,NA
"22","2019-01-17 11:26:10-02","PUCRS","MPUC","9562","S","Plantae",NA,"Laurales","Lauraceae","Ocotea","nunesiana","Ocotea nunesiana",NA,"P. Moraes",NA,NA,"2000","11","26","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","-50.1744444000","-29.4808333000",NA,"1",NA
"23","2020-10-14 10:02:17-03","FURB","FURB","29045","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B. Baitello","Moraes, P L R de","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1406","2010","02","23",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","444",NA,"Coleta Extra IFFSC (Arbórea). Forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27456","FURB27456","444","2014",NA,NA,"08",NA,"-48.4755556","-27.5766667","30",NA,NA
"24","2020-10-14 10:02:17-03","FURB","FURB","48004","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B. Baitello","Brotto, ML","Brotto, M.L.","1800","2014","09","23",NA,"Brasil","Paraná","Adrianópolis",NA,"-48.7258334","-24.8541667","896",NA,NA,"FURB48004","FURB48004","896","2014",NA,NA,"11",NA,"-48.7258334","-24.8541667","10",NA,NA
"25","2020-10-14 10:02:17-03","FURB","FURB","60737","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B. Baitello","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Völtz, R.R.","2697","2018","07","25",NA,"Brasil","Santa Catarina","Joinville","Serra Queimada.","-49.1041667","-26.0955555","962",NA,"Flores esverdeadas Habitat: Transição entre floresta ombrófila mista e floresta ombrófila densa Habito: Árvore","FURB60737","FURB60737","962","2018",NA,NA,"08",NA,"-49.1041667","-26.0955555","07",NA,NA
"26","2021-03-16 17:53:08-03","UCS","HUCS","39572","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J. B. Baitello","Moraes, P.L.R. de","Cadorin, T.J.","1406","2010","02","23",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa","-48.475561","-27.576667","444",NA,"Herbário FURB 29045; interior de fragmento, Floresta ombrófila densa",NA,NA,"444","2014",NA,NA,"08",NA,"-48.475561","-27.576667","30",NA,NA
"27","2021-03-16 17:53:08-03","UCS","HUCS","39583","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J. B. Baitello","Moraes, P.L.R. de","Verdi, M.","3331","2009","12","02",NA,"Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal","-49.232222","-28.619167","50",NA,"Herbário FURB 18109.; Floresta Ombrófila Densa. Arbórea",NA,NA,"50","2014",NA,NA,"08",NA,"-49.232222","-28.619167","30",NA,NA
"28","2019-12-06 19:29:46-03","UFES","VIES","34764","S","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B. Baitello","J. Baitello","Araújo, E.A.","378","2015","02",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 01, indivíduo 370. Parque Nacional do Caparaó","-41.739444","-20.491667",NA,NA,NA,"VIES034764","VIES034764",NA,"2016",NA,NA,NA,NA,"41º44'22''W","20º29'30''S",NA,NA,NA
"29","2019-08-16 08:39:43-03","UTFPR","HCF","14021","S","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B.Baitello","M.L. Brotto","M.L. Brotto","1538","2014","02","11",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.017778","-25.447222","975",NA,"árvore de 13 m; frutos imaturos verdes com manchas de cera branca. Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,"975","2014",NA,NA,NA,NA,"49°01'04 W","25°26'50 S",NA,NA,NA
"30","2019-08-16 08:39:43-03","UTFPR","HCF","22340","S","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B.Baitello","M.L. Brotto","J.M. Silva","9442","2016","11","26",NA,"Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.7125","-24.8525","917",NA,"árvore com 30 m de altura; flores esbranquiçadas.",NA,NA,"917","2016",NA,NA,"11",NA,"48°42'45 W","24°51'09 S","22",NA,NA
"31","2019-08-16 08:39:43-03","UTFPR","HCF","27316","S","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) J.B.Baitello","M.L. Brotto","M.L. Brotto","2500","2017","08","29",NA,"Brasil","PR","Adrianópolis","Rodovia BR-476","-49.0275","-24.7775","908",NA,"árvore com 13 metros de altura; flores esverdeadas. Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,"908","2017",NA,NA,"08",NA,"49°01'39 W","24°46'39 S","29",NA,NA
"32","2020-01-29 12:17:54-03","UFSM","SMDB","19185","S","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, ML","Brotto, ML","1800","2014","09","23",NA,"Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo","-48.725833","-24.854167","896",NA,NA,"SMDB019185",NA,"896","2014",NA,NA,"11",NA,"-48.725833","-24.854167","10",NA,NA
"33","2020-12-21 16:31:12-03","MBM","MBM","5968","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Hatschbach, G.","16888","1967","08","09","Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore 12m, tronco com 35cm diâmetro. Mata pluvial, encosta de morro","MBM005968",NA,NA,"2008","37295","auto","07",NA,NA,NA,"03",NA,NA
"34","2020-12-21 16:31:12-03","MBM","MBM","384805","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.; Boeing, M.; Malczewski, F.; Boeing, M.; Malczewski, F.","1332","2013","08","23","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.017658","-25.447328","975",NA,"Árvore 13m; flores esverdeadas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM384805","MBM384805","975","2013",NA,NA,"09",NA,"-49.017658","-25.447328","02",NA,NA
"35","2020-12-21 16:31:12-03","MBM","MBM","387904","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.","1538","2014","02","11","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.017658","-25.447328","975",NA,"Árvore de 13m; frutos imaturos verdes com manchas de cera branca.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM387904","MBM387904","975","2014",NA,NA,NA,NA,"-49.017658","-25.447328",NA,NA,NA
"36","2020-12-21 16:31:12-03","MBM","MBM","392441","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.","1800","2014","09","23","Southern America","Brazil","Paraná","Adrianópolis","Fazenda Mato Limpo","-48.725944","-24.854111","896",NA,"Árvore de 23m de altura; botões e flores esverdeadas. Madeira com odor de intensidade fraca.; Floresta Ombrófila Densa Montana.","MBM392441","MBM392441","896","2014",NA,NA,"11",NA,"-48.725944","-24.854111","10",NA,NA
"37","2020-12-21 16:31:12-03","MBM","MBM","396729","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Augusto-Silva, M.","68","2012","08","17","Southern America","Brazil","Santa Catarina","Joinville",NA,"-48.894708","-26.170406","32",NA,"Arbórea no estrato médio, CAP 24cm, altura 11m.; Floresta Ombrófila Densa Submontana.","MBM396729",NA,"32","2013",NA,NA,"01",NA,"-48.894708","-26.170406","31",NA,NA
"38","2020-12-21 16:31:12-03","MBM","MBM","406754","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9442","2016","09","26","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.7125","-24.8525","917",NA,"Árvore com 30 m de altura; flores esbranquiçadas.; Floresta Ombrófila Densa Montana.","MBM406754","MBM406754","917","2016",NA,NA,"11",NA,"-48.7125","-24.8525","22",NA,NA
"39","2020-12-21 16:31:12-03","MBM","MBM","407207","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5425","2016","10","11","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.715278","-24.861944","1000",NA,"Árvore 20 m, flores esverdeadas e brancas.; Floresta Ombrófila Densa Montana.","MBM407207","MBM407207","1000","2016",NA,NA,"10",NA,"-48.715278","-24.861944","11",NA,NA
"40","2020-12-21 16:31:12-03","MBM","MBM","407212","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5407","2016","10","09","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.448333","990",NA,"Árvore 18 m, flores brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM407212","MBM407212","990","2016",NA,NA,"10",NA,"-49.015556","-25.448333","09",NA,NA
"41","2020-12-21 16:31:12-03","MBM","MBM","407216","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5401","2016","10","09","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.448333","990",NA,"Árvore 16 m, flores brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM407216","MBM407216","990","2016",NA,NA,"10",NA,"-49.015556","-25.448333","09",NA,NA
"42","2020-12-21 16:31:12-03","MBM","MBM","409847","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2500","2017","08","29","Southern America","Brazil","Paraná","Adrianópolis","Rodovia BR-476","-49.0275","-24.7775","908",NA,"Árvore com 13 metros de altura; flores esverdeadas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409847","MBM409847","908","2017",NA,NA,"08",NA,"-49.0275","-24.7775","29",NA,NA
"43","2020-12-21 16:31:12-03","MBM","MBM","410349","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Uller, H.F.; Silva, D.A.; Klizke, A.R.; Silva, D.A.; Klizke, A.R.","s.n.","2014","11","12","Southern America","Brazil","Santa Catarina","Guaramirim","Morro da Antena","-49.041944","-26.531944",NA,NA,"Arvoreta; madeira de cor amarelo lustrosa, que acompanha o dossel. Localizada em área declivosa, DAP 49,3 cm","MBM410349","MBM410349",NA,"2018",NA,NA,"02",NA,"-49.041944","-26.531944","02",NA,NA
"44","2020-12-21 16:31:12-03","MBM","MBM","413861","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Völtz, R.R.; Barboza, E.; Völtz, R.R.","2697","2018","07","25","Southern America","Brazil","Santa Catarina","Joinville","Serra Queimada, base da serra","-49.104167","-26.095556","962",NA,"Árvore com 17 m de altura; flores esverdeadas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM413861","MBM413861","962","2018",NA,NA,"08",NA,"-49.104167","-26.095556","07",NA,NA
"45","2020-12-21 16:31:12-03","MBM","MBM","422874","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3487","2019","04","08","Southern America","Brazil","Espírito Santo","Pancas","Pico do Vidal, trilha para o pico","-40.799722","-19.178889","510",NA,"Árvore com 17 m de altura; frutos imaturos claros.; Floresta Estacional Semidecidual.","MBM422874",NA,"510","2019",NA,NA,"06",NA,"-40.799722","-19.178889","26",NA,NA
"46","2020-12-21 16:31:12-03","MBM","MBM","425071","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Barboza, E.","3750","2019","09","10","Southern America","Brazil","Paraná","Guaraqueçaba","morro próximo à cidade","-48.311667","-25.281111","193",NA,"Árvore com 25m de altura; frutos cobertos por cera esbranquiçada.; Floresta Ombrófila Densa Submontana.","MBM425071",NA,"193","2019",NA,NA,"11",NA,"-48.311667","-25.281111","05",NA,NA
"47","2020-12-21 16:31:12-03","MBM","MBM","352014","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Reginato, M.","903","2008","01","15","Southern America","Brazil","Paraná","Antonina","RPPN Rio Cachoeira, PR 405 km 5","-48.7118988037109","-25.4286003112793",NA,NA,"Arbórea, ramo caído, flores amareladas. Floresta Ombrófila Densa","MBM352014","MBM352014",NA,"2009","38300","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:31:12-03","MBM","MBM","188191","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nunesiana","Ocotea nunesiana","(Vattimo-Gil) Baitello","Brotto, M.L.","Maschio, W.","74","1995","10","13","Southern America","Brazil","Paraná","Colombo","Embrapa CNPFlorestas","-49.2242012023926","-25.2917003631592",NA,NA,"Árvore. Floresta Ombrófila Mista Montana.","MBM188191","MBM188191",NA,"2008","13536","auto","07",NA,NA,NA,"03",NA,NA
