"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"126","2020-12-21 16:43:23-03","MBM","MBM","148508","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","burchelliana","Guettarda burchelliana","Hatschbach, G.; Hatschbach, M.; Kummrow, R.; Hatschbach, M.; Kummrow, R.","56212",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM148508",NA,NA,"Muell. Arg.","Hatschbach, G.","Goiás","Corumbá de Goiás","Rio Corumbá","-48.8086013793945","-15.9236001968384","MBM148508",NA,NA,NA,NA,NA,NA,"41388","auto",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:43:23-03","MBM","MBM","38759","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","burchelliana","Guettarda burchelliana","Hatschbach, G.","37670",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038759",NA,NA,"Muell. Arg.","Kirkbride, J.H.","Mato Grosso","Cuiabá","Parque Águas Quentes","-56.0966987609863","-15.5960998535156","MBM038759",NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:43:23-03","MBM","MBM","176415","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","mattogrossensis","Guettarda mattogrossensis","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62376",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM176415",NA,NA,"S. Moore","Smith, S.F.","Mato Grosso","Jauru","Jauru, 2km O na rodovia para o trevo com a Rod. BR-174","-58.8664016723633","-15.3418998718262","MBM176415",NA,NA,NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:43:23-03","MBM","MBM","203311","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","mattogrossensis","Guettarda mattogrossensis","Hatschbach, G.","65462",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM203311",NA,NA,"S. Moore","Smith, S.F.","Mato Grosso","Pontes e Lacerda","Serra da Borda","-59.3353004455566","-15.2260999679565","MBM203311",NA,NA,NA,NA,NA,NA,"110136","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:43:23-03","MBM","MBM","176422","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","mattogrossensis","Guettarda mattogrossensis","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62269",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM176422",NA,NA,"S. Moore","Smith, S.F.","Mato Grosso","Cáceres","Gleba Facão","-57.6789016723633","-16.0706005096436","MBM176422",NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:43:23-03","MBM","MBM","260862","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","mattogrossensis","Guettarda mattogrossensis","Ceccantini, G.; et al.; et al.","1538",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM260862",NA,NA,"S. Moore","Cordeiro, J.; Ribas, O.S.","Mato Grosso","Jangada","Serra das Araras, Fazenda Santa Elina","-56.489200592041","-15.2356004714966","MBM260862",NA,NA,NA,NA,NA,NA,"33259","auto",NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:43:23-03","MBM","MBM","260863","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","mattogrossensis","Guettarda mattogrossensis","Ceccantini, G.; et al.; et al.","1539",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM260863",NA,NA,"S. Moore","Cordeiro, J.; Ribas, O.S.","Mato Grosso","Jangada","Serra das Araras, Fazenda Santa Elina","-56.489200592041","-15.2356004714966","MBM260863",NA,NA,NA,NA,NA,NA,"33259","auto",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:43:23-03","MBM","MBM","106700","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Heringer, E.P.; et al.; et al.","3175",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM106700",NA,NA,"Muell. Arg.","Kirkbride, J.H.","Distrito Federal",NA,"Bacia do Rio São Bartolomeu",NA,NA,"MBM106700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:43:23-03","MBM","MBM","383329","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Vaz, J.; Barboza, E.; Cordeiro, J.; Vaz, J.","1091","2013","04","18","Southern America","Brazil",NA,NA,"Trepadeira lenhosa; frutos imaturos verdes.; Mata Ciliar.","MBM383329",NA,NA,"Muell. Arg.","Cordeiro, J.","Goiás","Cavalcante","RPPN Serra do Tombador, estrada principal","-47.824667","-13.644694","MBM383329",NA,"735","735","2013","07","04",NA,NA,NA,"-47.824667","-13.644694",NA,NA,NA,NA
"135","2020-12-21 16:43:23-03","MBM","MBM","71692","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Davidse, G.; et al.; et al.","12295",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM071692",NA,NA,"Muell. Arg.","Dwyer, J.","Goiás",NA,"47km S of Goiânia along Rod. BR-153",NA,NA,"MBM071692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:43:23-03","MBM","MBM","86096","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Kirkbride, J.H.","3762",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM086096",NA,NA,"Muell. Arg.","Kirkbride, J.H.","Distrito Federal",NA,"Rio Preto onde cruzar a DF-6",NA,NA,"MBM086096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:43:23-03","MBM","MBM","86110","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Kirkbride, J.H.; et al.; et al.","3492",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM086110",NA,NA,"Muell. Arg.","Kirkbride, J.H.","Goiás",NA,"Rio Paraím",NA,NA,"MBM086110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-01 15:28:39-03","PUC-RIO","FCAB","2338","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","P.E. Leite S.J.","s.n.","1945","11",NA,NA,"Brasil",NA,NA,NA,"002338",NA,"Angiospermae","Müll.Arg.","Dr. Standley","São Paulo","Campos do Jordão","São Bento de Sapucaí","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"139","2015-09-23 14:02:33-03","MNHN","RECOLNAT_MNHN_P","P02142763","PreservedSpecimen",NA,"Rubiaceae","Guettarda","mattogrossensis","Guettarda mattogrossensis","Moore, S.",NA,"1891",NA,NA,NA,"Brésil","hb",NA,"reçu le 12 juillet 1895 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142763' target='other'> <mi>dwc_moreinfo</mi></a>","P02142763",NA,NA,"S.Moore",NA,NA,NA,"Iter Matogrossense",NA,NA,"P02142763_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"742",NA,NA
"140","2020-10-01 14:21:12-03","JBB","HEPH","27059","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Ramos, AE; et al.","2283","2010","09","15","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Pessoa, MC","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga. FL 76","-47.5625","-15.4375",NA,NA,"977","977","2013",NA,NA,NA,NA,NA,"-47.5625","-15.4375",NA,NA,NA,NA
"141","2020-10-01 14:21:12-03","JBB","HEPH","17494","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Nóbrega, MGG; Jesus, FPR de","1547","2002","02","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Nóbrega, MGG","Goiás","Paraúna",NA,"-50.836389","-17.1725",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,"-50.836389","-17.1725",NA,NA,NA,NA
"142","2020-10-01 14:21:12-03","JBB","HEPH","17509","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Nóbrega, MGG; Jesus, FPR de","1562","2002","02","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Nóbrega, MGG","Goiás","Rio Verde de Goiás","Ribeirão Pindaíbas",NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-01 14:21:12-03","JBB","HEPH","21857","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Salles, AEH","3768","2005","05","05","Southern America","Brasil",NA,NA,"Carpoteca n° 238",NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","Distrito Federal","Brasília","Sobradinho dos Melos fazenda do Sr.Benedito de Jesus A. Reis","-47.73","-15.793056",NA,NA,"874","874","2012",NA,NA,NA,NA,NA,"-47.73","-15.793056",NA,NA,NA,NA
"144","2020-10-01 14:21:12-03","JBB","HEPH","29594","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Silva, MC","99","2001","11","26","Southern America","Brasil",NA,NA,"Abundante no local",NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","Goiás","Luziânia","AHE Corumbá IV. Local desmatado para construção da casa de força. Margem esquerda do rio Corumbá","-48.185","-16.328333",NA,NA,"866","866","2008",NA,NA,NA,NA,NA,"-48.185","-16.328333",NA,NA,NA,NA
"145","2020-10-01 14:21:12-03","JBB","HEPH","29598","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Rezende, JM de; Miranda, FF; Moreira, GA; Pereira, JB","675","2002","12","09","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Bringel Júnior, JBA","Goiás","Luziânia","Canteiro de obras do AHE Corumbá IV, margem direita do rio Corumbá a jusante","-48.193611","-16.336944",NA,NA,"860","860","2004","01",NA,NA,NA,NA,"-48.193611","-16.336944",NA,NA,NA,NA
"146","2020-10-01 14:21:12-03","JBB","HEPH","29719","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Sevilha, AC","4066","2004","04","01","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","Tocantins","Paranã","Fazenda Chaparral, beira de riacho","-47.4925","-12.925833",NA,NA,"361","361","2008",NA,NA,NA,NA,NA,"-47.4925","-12.925833",NA,NA,NA,NA
"147","2020-10-01 14:21:12-03","JBB","HEPH","29856","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Pereira-Silva, G; et al.","11296","2007","03","08","Southern America","Brasil",NA,NA,"Ocasional no local área de influência direta (canteiro)",NA,"Dicotyledon","Gentianales","Müll.Arg.","Silveira, AM","Maranhão","Estreito","Canteiro de obras próximo a pedreira","-47.455833","-6.590278",NA,NA,"150","150","2007","08",NA,NA,NA,NA,"-47.455833","-6.590278",NA,NA,NA,NA
"148","2020-10-01 14:21:12-03","JBB","HEPH","11421","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Proença, CEB; Bean, MF","486","1985","04","06","Southern America","Brasil",NA,NA,"Planta com espinhos.",NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","São Paulo","Motuca","Rodovia entre Orlândia e Jaborandi","-48.333333","-21.834722",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,"-48.333333","-21.834722",NA,NA,NA,NA
"149","2020-10-01 14:21:12-03","JBB","HEPH","36815","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Faria, JEQ; Romão, DR","9986","2019","12","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Faria, JEQ","Goiás","Colinas do Sul","Região da Chapada dos Veadeiros, entrando à direita ca. de 16 km sentido São Jorge para Colinas do Sul, fazenda Náiades","-47.919167","-14.216389",NA,NA,"522","522","2019","12",NA,NA,NA,NA,"-47.919167","-14.216389",NA,NA,NA,NA
"150","2020-10-01 14:21:12-03","JBB","HEPH","36950","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Faria, JEQ; Soares, ACA; Cunha, PHRM; Miranda, LA","10211","2020","02","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Faria, JEQ","Goiás","Colinas do Sul","Região da Chapada dos Veadeiros, entrando à direita ca. de 16 km indo de São Jorge para Colinas do Sul, fazenda Náiades","-47.918889","-14.218611",NA,NA,"530","530","2020","02",NA,NA,NA,NA,"-47.918889","-14.218611",NA,NA,NA,NA
"151","2020-10-01 14:21:12-03","JBB","HEPH","29917","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Pereira-Silva, G","5767","2001","11","29","Southern America","Brasil",NA,NA,"Área de influencia da futura Hidreletrica de Cana Brava, influência indireta",NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","Goiás","Minaçu","Margem direita do rio Macacão","-48.080556","-13.564167",NA,NA,"300","300","2008","02",NA,NA,NA,NA,"-48.080556","-13.564167",NA,NA,NA,NA
"152","2020-10-01 14:21:12-03","JBB","HEPH","9206","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Ramos, AE","585","1994","03","22","Southern America","Brasil",NA,NA,"Comestivel",NA,"Dicotyledon","Gentianales","Müll.Arg.","Ramos, AE","Tocantins","Palmas","No barranco da Trilha de acesso a cachoeira, Corrego Brejo da Lagoa","-48.118056","-10.3075",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,"-48.118056","-10.3075",NA,NA,NA,NA
"153","2020-10-01 14:21:12-03","JBB","HEPH","26686","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Ramos, AE; et al.","2012","2010","05","16","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","Distrito Federal","Brasília","Fazenda Larga - Planaltina- DF.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2012",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"154","2020-10-01 14:21:12-03","JBB","HEPH","29926","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Pereira-Silva, G; Scariot, AO; Sevilha, AC; Moreira, GA; Pereira, JB; Moreira, KA; Carvalho-Silva","6995","2002","11","09","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Müll.Arg.","Santos, AA dos","Goiás","Luziânia","Fazenda Elias Pena","-47.9502983093262","-16.2525005340576",NA,NA,NA,NA,"2004","02",NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA
"155","2020-10-01 14:21:12-03","JBB","HEPH","7448","S","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Semir, J","20439","1987","12","10","Southern America","Brasil",NA,NA,"Odoriferas com aroma de baunilha",NA,"Dicotyledon","Gentianales","Müll.Arg.","Delprete, PG","Goiás","Pirenópolis","Serra dos Pirineus subida para a Morro do Frota","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"2000",NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-11 11:40:52-03","UFMG","BHCB","29200","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-11 11:40:52-03","UFMG","BHCB","29200","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-11 11:40:52-03","UFMG","BHCB","73649","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Barreto, HLM","11001","1940","12","07","Southern America","Brasil",NA,NA,"Arbusto; 0,50 metros; flor alva e muito odorífera; pouco frequente; Margem de mata","BHCB043961","Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Parreiras","Serra da Pedra Branca",NA,NA,"BHCB043961",NA,NA,NA,"1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-11 11:40:52-03","UFMG","BHCB","15065","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Stehmann, JR; et al.","s.n.","1986","11","22","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-11 11:40:52-03","UFMG","BHCB","15089","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Stehmann, JR; et al.","s.n.","1986","11","23","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-11 11:40:52-03","UFMG","BHCB","33507","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"162","2020-12-11 11:40:52-03","UFMG","BHCB","33507","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"163","2020-12-11 11:40:52-03","UFMG","BHCB","73650","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Magalhães, GM","210",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"164","2020-12-11 11:40:52-03","UFMG","BHCB","29869","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Tupaciguara",NA,"-48.7050018310547","-18.5921993255615",NA,NA,NA,NA,NA,NA,NA,"41604","auto",NA,NA,NA,NA,NA,NA,NA
"165","2020-12-11 11:40:52-03","UFMG","BHCB","29869","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Tupaciguara",NA,"-48.7050018310547","-18.5921993255615",NA,NA,NA,NA,NA,NA,NA,"41604","auto",NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:40:52-03","UFMG","BHCB","33446","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-11 11:40:52-03","UFMG","BHCB","33446","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-11 11:40:52-03","UFMG","BHCB","73260","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Barreto, HLM","11000","1940","12","03","Southern America","Brasil",NA,NA,"Arbusto, 4 metro, flor alva e muito odorifera. Pouco frequente; Mata","BHCB043959","Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Poços de Caldas","Serra da Pedra Balão","-46.5614013671875","-21.7877998352051","BHCB043959",NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"169","2020-12-11 11:40:52-03","UFMG","BHCB","73648","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Barreto, HLM","11000","1940","12","03","Southern America","Brasil",NA,NA,"Arbusto; 4,00 metros; flor alva e muito odorífera; pouco frequente; Mata","BHCB043960","Dicotyledon",NA,"Müll.Arg.",NA,"Minas Gerais","Poços de Caldas","Serra da Pedra Balão","-46.5614013671875","-21.7877998352051","BHCB043960",NA,NA,NA,"1940",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"170","2021-02-11 17:21:32-03","UFPR","UPCB","89775","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Forzza, R.C. et al.","8545","2015","03","05",NA,"Brasil",NA,NA,"Arbusto com ramos decumbentes, 2 m alt. Com espinhos. Frutos verdes. Habitat: Mata Ciliar..","UPCB0029328",NA,NA,"Müll. Arg.","Gomes, M.","Tocantins","Pindorama do Tocantins.","Estrada Pindorama para Natividade, 43 Km de Pindorama.","-47.677222","-11.420833","UPCB0029328",NA,"515","515","2016",NA,NA,NA,NA,NA,"-47.677222","-11.420833",NA,NA,NA,NA
"171","2019-05-30 08:15:00-03","MO","MOBOT","3137015","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","C.A. Cid Ferreira|et al.","Cid Ferreira 6072","1985","9","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Müll. Arg.","M.R. Barbosa (JPB)","Mato Grosso","Nobres","BR163, Rod. Cuiabá-Sinop a 145 km ao S de Sinop. Próx. a Lucas do Rio Verde. Cerrado, solo arenoso.","-55.9166667","-13.0833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"172","2013-03-11 11:27:00-03","MO","MOBOT","100166637","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","J.R.I. Wood|D.J. Goyder","Wood 15747","1999","12","31","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Müll. Arg.","C.M. Taylor","Santa Cruz","Sara","ca. 2 km W of La Belgica on road to Caranda.",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"173","2009-08-13 13:48:00-03","MO","MOBOT","100207936","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Piero G. Delprete|L.F. da Silva","Delprete 9153","2004","12","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"Müll. Arg.","P.G. Delprete","Goiás",NA,"Mun. Corumbá. Rod. GO-010. Ponte sobre o Rio Corumbá.","-48.8","-15.9166667",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"174","2013-03-11 11:27:00-03","MO","MOBOT","100364550","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Isau Huamantupa","Huamantupa Chuquimaco 8844","2007","3","29","South America","Peru",NA,NA,NA,NA,NA,NA,"Müll. Arg.","C.M. Taylor","Cusco","La Convención","Dist. Echarate. Palma Real.","-72.7827778","-12.9419444",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"175","2016-05-11 05:35:00-03","MO","MOBOT","100549531","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","Quispe Paucara 139","2012","4","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Müll. Arg.","A. Fuentes (LPB)","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333",NA,NA,"902.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-05","1",NA
"176","2015-04-21 05:44:00-03","MO","MOBOT","100583229","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Ivan Linneo","Linneo Foronda 1409","2008","6","14","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Müll. Arg.","C.M. Taylor (MO)","Santa Cruz","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos.","-63.4469444","-17.9025",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"177","2014-05-29 13:26:00-03","MO","MOBOT","100708863","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18755","2014","4","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Müll. Arg.","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3",NA
