"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"304","2019-11-21 14:36:09-03","UFJF","CESJ","34795","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"F.R.G. Salimena; P.H. Nobre","América do Sul","Brasil","Reserva Biológica da Represa do Grama",NA,NA,"Árvore ca 6m, flores amarelas, anteras castanhas. Perfumada. No pasto à beira da estrada","CESJ034795","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","R.M. Castro","927","2001","10","21","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"2001","11",NA,"11991","auto",NA,NA,NA,NA,NA
"305","2019-11-21 14:36:09-03","UFJF","CESJ","31490","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L.D. Meireles; P. Siranka. L.F. Fazza","América do Sul","Brasil","Reserva Biológica da Represa do Grama",NA,NA,"Árvore 10m de altura. Inflorescências vistosas, flores amarelas. Canafista.","CESJ031490","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","R.M. Castro","CESJ31490","2000","11","19","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"2001","08",NA,"11991","auto",NA,NA,NA,NA,NA
"306","2019-11-21 14:36:09-03","UFJF","CESJ","8486","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,"Árvore grande (frutos compridos).","CESJ008486","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ8486","1970","03","28","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,NA,NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA
"307","2019-11-21 14:36:09-03","UFJF","CESJ","20978","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,NA,"CESJ020978","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ20978","1985","11","26","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"308","2019-11-21 14:36:09-03","UFJF","CESJ","27017","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,NA,"CESJ027017","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","L. Krieger","CESJ27017","1985","11","26","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"309","2019-11-21 14:36:09-03","UFJF","CESJ","27746","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"M.L.G. Lisboa; et al.","América do Sul","Brasil","Morro do Imperador",NA,NA,NA,"CESJ027746","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","J.A.A. Meira-Neto","CESJ27746","1993","03",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"310","2019-11-21 14:36:09-03","UFJF","CESJ","9942","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,"Árvore regular, na mata, florescências pendentes, amarelas.","CESJ009942","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ9942","1971","02","06","Minas Gerais","Laranjal","-42.4768981933594","-21.3743991851807",NA,NA,NA,NA,NA,NA,NA,NA,"14056","auto",NA,NA,NA,NA,NA
"311","2019-11-21 14:36:09-03","UFJF","CESJ","53401","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"J.H.C. Ribeiro; F.R.G. Salimena; L. Menini Neto; P.H. Nobre","América do Sul","Brasil","Serra Negra, RPPN Fazenda Serra Negra.",NA,NA,"Árvore, 10m, na borda de mata. Frutos imaturos verdes.","CESJ053401","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","C.N. Matozinhos","104","2009","04","20","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"2009","06",NA,"30417","auto",NA,NA,NA,NA,NA
"312","2019-11-21 14:36:09-03","UFJF","CESJ","49459","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L.B.V. Matta; L. Menini Neto","América do Sul","Brasil","Área Verde",NA,NA,"Árvore. Folhas verde claro. Fruto maduro castanho escuro.","CESJ049459","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"44","2007","08","31","Minas Gerais","Matias Barbosa","-43.3194007873535","-21.8691997528076",NA,NA,NA,NA,NA,NA,NA,NA,"10884","auto",NA,NA,NA,NA,NA
"313","2019-11-21 14:36:09-03","UFJF","CESJ","42345","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"K. Antunes; C.N. Matozinhos; O.J. Bastos Neto; F.R.G. Salimena","América do Sul","Brasil","S.B.Monte Verde, Entre Conceição do Monte Alegre e Três Cruzes.",NA,NA,"Árvore, 6m alt., beira de estrada, frutos verdes com aproximadamente 80 cm compr. (Carpoteca)","CESJ042345","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","C.N. Matozinhos","115","2004","05","21","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"314","2019-11-21 14:36:09-03","UFJF","CESJ","30606","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"R. G. Silveira; C.A.N. Ribeiro","América do Sul","Brasil","UHE de Mello",NA,NA,"Área de influência próximo as parcelas de fitossociologia.","CESJ030606","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ30606","1996","12","13","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"315","2019-11-21 14:36:09-03","UFJF","CESJ","30584","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"F.R.G. Salimena","América do Sul","Brasil","UHE de Mello",NA,NA,"Área de influência próximo as parcelas de fitossociologia.","CESJ030584","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ30584","1996","12","13","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"316","2019-11-21 14:36:09-03","UFJF","CESJ","18388","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,"Legume indeiscente. Material exclusivo da carpoteca.","CESJ018388","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ18388",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-21 14:36:09-03","UFJF","CESJ","18397","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger",NA,"?",NA,NA,NA,"Fruto: legume indeiscente. Nome vulgar: Fedegoso. Material exclusivo da carpoteca.","CESJ018397","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ18397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-21 14:36:09-03","UFJF","CESJ","23993","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger; et alli","América do Sul","Brasil",NA,NA,NA,"Árvore regular, flores amarelas em cachos pendentes.","CESJ023993","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ23993","1988","11","20","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-21 14:36:09-03","UFJF","CESJ","284","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,"Árvore de flores amarelas. Feijôes lenhosos e longos.","CESJ000284","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ284","1942","12",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-21 14:36:09-03","UFJF","CESJ","8940","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"U.C. Câmara","América do Sul","Brasil",NA,NA,NA,"Árvore regular, na mata. Madeira boa, frutos longos, indeiscentes.","CESJ008940","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ8940","1970","07","28","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-21 14:36:09-03","UFJF","CESJ","X-038","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"?",NA,"?",NA,NA,NA,"Nome vulgar: Cana fístula,guarucaia.Árvore mediana,chegando a 70cm de grossura.Madeira moderamente pesada e dura.","CESJ00X038","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-11-21 14:36:09-03","UFJF","CESJ","59822","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"F.R. Couto","América do Sul","Brasil","Estação Biológica de Caratinga, mata do Jaó",NA,NA,"Mata Atlântica. PJ323. Brinco de ouro. Arbóreo, flor amarela.","CESJ059822","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","J.A. Lombardi","138","2002","11","14","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,"2003","01",NA,"49886","auto",NA,NA,NA,NA,NA
"323","2019-11-21 14:36:09-03","UFJF","CESJ","31604","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"R.C. Forzza; R.M. Castro; L.F.A. Fazza","América do Sul","Brasil","Reserva Biológica da Represa do Grama",NA,NA,"Árvore 4m de altura, no pasto, próximo à mata. Flores com cálice verde; corola amarela, androceu amarelo, gineceu verde.","CESJ031604","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","R.M. Castro","1771","2001","01","24","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"2001","08",NA,"11991","auto",NA,NA,NA,NA,NA
"324","2019-11-21 14:36:09-03","UFJF","CESJ","18383","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"?","América do Sul","Brasil",NA,NA,NA,"Fruto: Legume indeiscente. Árvore grande, flores amarelas, frutos pendentes. Nome vulgar: Canafístula. Material exclusivo da carpoteca.","CESJ018383","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"s.n.",NA,NA,NA,"Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,NA,NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA
"325","2019-11-21 14:36:09-03","UFJF","CESJ","7333","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil",NA,NA,NA,NA,"CESJ007333","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","L. Krieger","CESJ7333","1969","10",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"326","2019-11-21 14:36:09-03","UFJF","CESJ","54772","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"C.O. Silva; et al.","América do Sul","Brasil","APA Mata do Krambeck, Lat. 66º86'09 S; Long. 75º95'69 W; Alt. 627m",NA,NA,"Árvore, ca. 16m. Casca do tronco escamosa. Folha membranácea, fruto seco, marrom.","CESJ054772","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"01","2009","09","12","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"327","2019-11-21 14:36:09-03","UFJF","CESJ","13290","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil","Estrada da UFJF",NA,NA,NA,"CESJ013290","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ13290","1973","11","29","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"328","2019-11-21 14:36:09-03","UFJF","CESJ","9651","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil","Estrada para o Rio de Janeiro",NA,NA,NA,"CESJ009651","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","L. Krieger","CESJ9651",NA,NA,NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"329","2019-11-21 14:36:09-03","UFJF","CESJ","44274","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Franco, BKS","América do Sul","Brasil","Reserva Biológica de Santa Cândida",NA,NA,"Árvore ca de 8m na borda da mata, ocasional, frutos verdes imaturos e marrons quando maduros, folhas discolores.","CESJ044274","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ44274","2001","06","24","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"330","2019-11-21 14:36:09-03","UFJF","CESJ","52208","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"J.H.C. Ribeiro; F.S. Souza; D. Monteiro; J.A. Oliveira; A.C. Mezzonato","América do Sul","Brasil","Serra Negra, RPPN Serra Negra. Trilha para Cachoeira da Borboleta Azul.",NA,NA,"Arvoreta, c.a. 4m, no pasto. Flores amarelas, estilete verde.","CESJ052208","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","C.N. Matozinhos","26","2008","10","25","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"2010","04",NA,"30417","auto",NA,NA,NA,NA,NA
"331","2019-11-21 14:36:09-03","UFJF","CESJ","49783","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L.B.V. Matta; L. Menini Neto","América do Sul","Brasil","Área Verde",NA,NA,"Árvore ca. 10m. Folhas levemente discolores. Flores amarelas","CESJ049783","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","L.G. Rosignoli-Oliveira","92","2007","11","23","Minas Gerais","Matias Barbosa","-43.3194007873535","-21.8691997528076",NA,NA,NA,NA,NA,"2016","06","07","10884","auto",NA,NA,NA,NA,NA
"332","2019-11-21 14:36:09-03","UFJF","CESJ","30590","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"R. G. Silveira","América do Sul","Brasil","UHE de Mello",NA,NA,"Beira da estrada, árvore com 6,0m, frutos imaturos verdes.","CESJ030590","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ30590","1997","01","17","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"333","2019-11-21 14:36:09-03","UFJF","CESJ","30960","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"L. Krieger","América do Sul","Brasil","UHE de Mello, Beira da estrada, área diretamente afetada (ce 134).",NA,NA,"Árvore com 6m dr altura, frutos imaturos verdes.","CESJ030960","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.",NA,"CESJ30960","1997","01","17","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"334","2019-11-21 14:36:09-03","UFJF","CESJ","40377","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"D.S. Pifano; R.M. Castro; R.O. Garcia; K. Antunes; A.S.M. Valente","América do Sul","Brasil","Serra dos Núcleos - Fazenda Primavera",NA,NA,"Árvore ca. 6m na borda da mata sentido de seu interior. Planta em local de muita luz. Legumes verdes.","CESJ040377","Angiosperma",NA,NA,"(Schrad.) Schrad. ex DC.","D.S. Pifano","461","2003","02","11","Minas Gerais","São João Nepomuceno","-43.0106010437012","-21.5400009155273",NA,NA,NA,NA,NA,"2003","02","11","20981","auto",NA,NA,NA,NA,NA
"335","2019-11-27 13:48:37-03","UFS","ASE","10779","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Matos, ECA; Nascimento - Júnior, JE; Mariano, DLS","Southern America","Brasil","Parque Teófilo Dantas",NA,NA,"Árvore 15m. Flores amarelas com 5 pétalas, ápice do estigma verde, estigma e estames(10-5 maiores e 5 menores) amarelos, anteras marrons.; Árvore 15m. Flores amarelas com 5 pétalas, ápice do estigma verde, estigma e estames(10-5 maior","ASE0019243","Magnoliophyta",NA,NA,"Schard ex DC","Matos, ECA","128","2008","01","30","Sergipe","Aracaju","-37.071667","-10.911111",NA,NA,NA,"-37.071667","-10.911111","2008","03","13",NA,NA,NA,NA,NA,NA,NA
"336","2019-11-27 13:48:37-03","UFS","ASE","2177","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Almeida, M N","Southern America","Brasil",NA,NA,NA,"Caatinga devastada.","ASE0026812","Magnoliophyta",NA,NA,"Schard ex DC",NA,"57","1982","03","19","Sergipe","Lagarto","-37.65","-10.917222",NA,NA,NA,"-37.65","-10.917222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-11-27 13:48:37-03","UFS","ASE","1909","PreservedSpecimen","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Andrade-Lima, D de; Fevereiro et R.C.Pereira","Southern America","Brasil","Mata do Pau-ferro, interior da mata, estrada Remígio-Areia, beira da pista",NA,NA,"árvore. 7. m. copa larga esgalhada, floes amarelas muito perfumadas. rara; árvore. 7. m. copa larga esgalhada, floes amarelas muito perfumadas. rara; borda de mata (solo argiloso)","ASE0013886","Magnoliophyta",NA,NA,"Schard ex DC","Andrade-Lima, D de","14","1980","05","28","Paraíba","Areia","-35.4129","-6.5748",NA,NA,"ASE0013886","-35.4129","-6.5748","1980","05","28",NA,NA,NA,NA,NA,NA,NA
"338","2020-05-26 14:30:41-03","UFCG","CSTR","3132","PreservedSpecimen","Plantae","Fabaceae/Caesalpinioideae","Cassia","ferruginea","Cassia ferruginea",NA,"Learth, C.; Learth, C. & Paulo",NA,"Brasil","Brejo de Altitude.",NA,NA,"Pico do Jabre.",NA,NA,NA,NA,NA,"Paulo; Learth, C.","77","2006",NA,NA,"Paraíba","Maturéia","-37.3513984680176","-7.26694011688232",NA,NA,NA,NA,NA,"2006",NA,NA,"10167","auto",NA,NA,NA,NA,NA
"339","2020-02-10 17:52:31-03","UNICAMP","UEC","103320","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Tozzi, AMGA; Galvão, JC; Mendonça Filho, CV; Moreira, JLA; Santos, K; Filliettaz, AM",NA,"Brazil",NA,NA,NA,"flor, Árvore 12m de altura. Flores amarelas. Beira de estrada.","UEC144694","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Santos, K","298","1998","12","02","São Paulo","Votorantim","-47.4","-23.65",NA,NA,NA,"-47.4","-23.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-02-10 17:52:31-03","UNICAMP","UEC","148695","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S",NA,"Brazil","Beira da estrada, beira de estrada",NA,NA,"árvore, 15m, flores amarelas e aromáticas","UEC144668","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.",NA,"1244","2008","11","18","Minas Gerais","Jacuí","-46","-21","1079","1079",NA,"-46","-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-02-10 17:52:31-03","UNICAMP","UEC","149795","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK",NA,"Brazil","Beira da estrada",NA,NA,"Árvore ca. 10m, flores amarelas","UEC144689","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.",NA,"08-173","2008","11","04","Minas Gerais","Capitólio","-46","-20","809","809",NA,"-46","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-02-10 17:52:31-03","UNICAMP","UEC","149144","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK",NA,"Brazil","Beira da estrada",NA,NA,"Árvore 10m, flores amarelas","UEC133167","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.",NA,"08-178","2008","11","04","Minas Gerais","Capitólio","-46","-20","809","809",NA,"-46","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-02-10 17:52:31-03","UNICAMP","UEC","114492","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Nave, AG; Carneiro, PHM; Dário, FR; Lopes, RF",NA,"Brazil","Rancho Paredão da Serra",NA,NA,"flor, N.V.: Chuva de Ouro. Mata de encosta. Interior da mata. Árvore com altura de 9m, flor amarela.","UEC144695","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Lopes, RF","1223","1997","02","24","Mato Grosso","Chapada dos Guimarães","-55.727222","-15.502778",NA,NA,NA,"-55.727222","-15.502778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-02-10 17:52:31-03","UNICAMP","UEC","147023","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Aguirre, GH; et al.",NA,"Brazil","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,"UEC144693","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.",NA,"61","2005","10","27","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-02-10 17:52:31-03","UNICAMP","UEC","152275","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Caselli, CB; Schramm, JE",NA,"Brazil","Serra do Japi, Mata semidecídua",NA,NA,NA,"UEC034987","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Tamashiro, JY","s.n.","2008","02","29","São Paulo","Jundiaí","-46.866667","-23.183333","920","1290",NA,"-46.866667","-23.183333","2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-03-01 16:30:04-03","UNICAMP","UEC","153957","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Santos, K",NA,"Brazil","Campinas/Itatiba, Mata Furnas.",NA,NA,"Árvore decídua; autocórica. Altura total: 11m.; altura do fuste: 5m. PAP: 135cm. Casca rugosa; madeira moderadamente pesada; nome popular: chuva-de-ouro.","UEC144682","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Santos, K","535","1999","10","05","São Paulo",NA,"-47","-22.783333",NA,NA,NA,"-47","-22.783333","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2021-03-01 16:30:04-03","UNICAMP","UEC","153958","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Santos, K",NA,"Brazil","Campinas/Itatiba, Mata Ribeirão Cachoeira.",NA,NA,"Árvore decídua; autocórica. Altura total: 6m.; altura do fuste: 1,5m. PAP: 23cm. Casca rugosa; madeira moderadamente pesada; nome popular: chuva-de-ouro.","UEC144681","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Santos, K","1498","2000","05","11","São Paulo",NA,"-46.916667","-22.816667",NA,NA,NA,"-46.916667","-22.816667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2021-03-01 16:30:04-03","UNICAMP","UEC","153959","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Santos, K",NA,"Brazil","Campinas/Itatiba, Mata Capoeira Grande.",NA,NA,"Árvore decídua; autocórica. Altura total: 11m.; altura do fuste: 9m. PAP: 73cm. Casca rugosa; madeira moderadamente pesada; nome popular: chuva-de-ouro.","UEC144680","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Santos, K","2932","2000","08","15","São Paulo",NA,"-46.9","-22.866667",NA,NA,NA,"-46.9","-22.866667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2021-03-01 16:30:04-03","UNICAMP","UEC","153960","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea",NA,"Santos, K",NA,"Brazil","Campinas/Itatiba, Mata Ribeirão Cachoeira.",NA,NA,"Árvore decídua; autocórica. Altura total: 13m.; altura do fuste: 5m. PAP:153cm. Casca rugosa; madeira moderadamente pesada; nome popular: chuva-de-ouro.","UEC144679","Magnoliopsida",NA,NA,"(Schrad.) Schrad. ex A.DC.","Santos, K","1236","2000","05","05","São Paulo",NA,"-46.916667","-22.816667",NA,NA,NA,"-46.916667","-22.816667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
