"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","verbatimLongitude","verbatimLatitude","relatedCatalogItem"
"50","2015-10-04 08:50:16-03","MNHN","RECOLNAT_MNHN_P","P00742219","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Vauthier",NA,"1833",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742219' target='other'> <mi>dwc_moreinfo</mi></a>","P00742219",NA,NA,NA,"Marianna, Minas Geraes","P00742219_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287",NA,NA,NA
"51","2020-03-29 15:24:35-03","MNHN","RECOLNAT_MNHN_P","P016957","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Pignal, M.|Lechat, F.",NA,"1993","7","31",NA,"Brésil","espirito santo","hb",NA,"Projet Pau brasil <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p016957' target='other'> <mi>dwc_moreinfo</mi></a>","P016957",NA,NA,"Esteves","Près Riberao do Meio (Fazenda Michel Frey)","P016957_01","(Thunb.) Baker","Riberão do Meio","-41","-20.75",NA,NA,NA,NA,NA,NA,NA,NA,"H 328",NA,NA,NA
"52","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673164","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,". s.d. Reçu le en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673164' target='other'> <mi>dwc_moreinfo</mi></a>","P02673164",NA,NA,NA,"Bresil. Brasil, América do Sul","P02673164_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673166","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Schucht",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,". s.d. 367 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673166' target='other'> <mi>dwc_moreinfo</mi></a>","P02673166",NA,NA,NA,". Brasil, América do Sul","P02673166_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83",NA,NA,NA
"54","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673169","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brésil","Minas Gerais","hb",NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . nº: 77040 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673169' target='other'> <mi>dwc_moreinfo</mi></a>","P02673169",NA,NA,NA,"Brésil - Province de MInas Gerais. Minas Gerais, Sudeste, Brasil, América do Sul","P02673169_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673170","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Glaziou, A.",NA,"1884","6","19",NA,"Brasil","Minas Gerais","hb",NA,". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673170' target='other'> <mi>dwc_moreinfo</mi></a>","P02673170",NA,NA,NA,"Brésil. Gandarela. Minas Gerais, Sudeste, Brasil, América do Sul","P02673170_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15156",NA,NA,NA
"56","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673171","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Glaziou, A.",NA,"1884","6","19",NA,"Brasil","Minas Gerais","hb",NA,". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673171' target='other'> <mi>dwc_moreinfo</mi></a>","P02673171",NA,NA,NA,"Brésil. Gandarela. Minas Gerais, Sudeste, Brasil, América do Sul","P02673171_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15156",NA,NA,NA
"57","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673172","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Glaziou, A.",NA,"1884","6","19",NA,"Brasil","Minas Gerais","hb",NA,". . Herbier de A. Glaziou doné para Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673172' target='other'> <mi>dwc_moreinfo</mi></a>","P02673172",NA,NA,NA,"Brésil. Gandarela. Minas Gerais, Sudeste, Brasil, América do Sul","P02673172_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15156",NA,NA,NA
"58","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673173","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673173' target='other'> <mi>dwc_moreinfo</mi></a>","P02673173",NA,NA,NA,"Brésil. Brasil, América do Sul","P02673173_01","(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4852",NA,NA,NA
"59","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673161","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Glaziou, A.",NA,"1884","8","2",NA,"Brasil","Rio de Janeiro","hb",NA,". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673161' target='other'> <mi>dwc_moreinfo</mi></a>","P02673161",NA,NA,NA,"Brésil. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","P02673161_01","(Thunb.) Baker","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"33190","auto",NA,"15158",NA,NA,NA
"60","2015-09-04 05:27:35-03","MNHN","RECOLNAT_MNHN_P","P02673162","PreservedSpecimen",NA,"Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Glaziou, A.",NA,"1884","8","21",NA,"Brasil","Rio de Janeiro","hb",NA,". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02673162' target='other'> <mi>dwc_moreinfo</mi></a>","P02673162",NA,NA,NA,"Brésil (Rio Janeiro). Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","P02673162_01","(Thunb.) Baker","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"33190","auto",NA,"15158",NA,NA,NA
"61","2020-12-11 11:33:20-03","UFMG","BHCB","196063","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Lopes, ADC; Stehmann, JR","57","2017","07","13","Southern America","Brasil","Minas Gerais",NA,NA,"Trepadeira. Terrícola. Brácteas involucrais esverdeadas. Flores brancas.; Canga","BHCB196063","Dicotyledon",NA,NA,"Parque da Serra do Curral, Trilha ecológica na crista da Serra","BHCB196063 BHCB196063_v1 BHCB196063_v2","(Thunb.) Baker","Belo Horizonte","-43.917778","-19.964722","1398","1398","2019","01","23",NA,NA,NA,NA,"-43.917778","-19.964722",NA
"62","2020-12-11 11:33:20-03","UFMG","BHCB","48104","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Lombardi, JA","3127","1999","07","10","Southern America","Brasil","Minas Gerais",NA,NA,"Plantas do Brasil. Borda de mata atlântica em diversos graus de perturbação. Liana. Folhas papiráceas. Brácteas verdes. Flores brancas. Coordenadas entre 20°42'58''-20°43'19''S e 42°29'9''-42°29'2''W.",NA,"Dicotyledon",NA,NA,"Parque Estadual da Serra do Brigadeiro.",NA,"(Thunb.) Baker","Fervedouro","-42.485833","-20.716111","1400","1400",NA,NA,NA,NA,NA,NA,NA,"-42.485833","-20.716111",NA
"63","2020-12-11 11:33:20-03","UFMG","BHCB","2125","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Pinheiro-Sobrinho, JM; J.M. Pinheiro-Sobrinho","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"64","2020-12-11 11:33:20-03","UFMG","BHCB","349","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,NA,"s.n.","1952","09","16","Southern America","Brasil","Minas Gerais",NA,NA,"Mata de margem de rio. Arbustivo.",NA,"Dicotyledon",NA,NA,NA,NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"65","2020-12-11 11:33:20-03","UFMG","BHCB","56141","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Magalhães, GM","406","1940","09","18","Southern America","Brasil","Minas Gerais",NA,NA,"Mata na margem do córrego. Muito frequente. Arbustivo, 2,6m.",NA,"Dicotyledon",NA,NA,"Conceição do Ibitipoca. Biquinha.",NA,"(Thunb.) Baker","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"66","2020-12-11 11:33:20-03","UFMG","BHCB","54701","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Magalhães, GM","542","1940","09","17","Southern America","Brasil","Minas Gerais",NA,NA,"Margem do córrego. Muito frequente. Arbustivo decumbente. Flor alva.",NA,"Dicotyledon",NA,NA,"Conceição do Ibitipoca. Córrego da Conceição.",NA,"(Thunb.) Baker","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"67","2009-12-04 16:52:00-02","MO","MOBOT","3361390","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Gert G. Hatschbach|O. V. Guimarães","Hatschbach 45161","1982",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,"H. Robinson","BR-262 (mun. Ibatiba) Espirito Santo.",NA,"(Thunb.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","49209",NA,"Plantae","Compositae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"L. Kollmann","13050","2015","08","06",NA,"Brasil","Espírito Santo",NA,NA,"Planta escandente, flores brancas","MBML049209",NA,NA,"G. Heiden/05-04-2016","Rio nove, Prop. de L.Kollmann","MBML049209","(Thunb.) Baker","Santa Maria de Jetibá","-40.649722","-19.980556","755","755",NA,NA,NA,NA,NA,NA,NA,"40W38'59","19S58'50",NA
"69","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","2068",NA,"Plantae","Compositae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"R. M. Pizziolo","230","1984","09","11",NA,"Brasil","Espírito Santo",NA,NA,"Flores brancas e perfumadas.","MBML002068",NA,NA,"G. Heiden/07-04-2016","Timbuí","MBML002068","(Thunb.) Baker","Fundão","-40.411111","-20.3375",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W24'40","20S20'15",NA
"70","2021-03-03 13:56:09-03","UFF","NIT","NIT669","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"J. Garcia","92","2012","06","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00000668",NA,NA,NA,NA,NA,"(Thunb.) Baker","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"71","2020-11-18 11:49:21-03","UERJ","HRJ","6751","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"E.L.M. Catharin; L. Rossi","1940","1994","07","17",NA,"Brasil","São Paulo",NA,NA,NA,"HRJ00006751",NA,NA,NA,"Parque Nacional da Bocaina (Posses).",NA,"(Thunb.) Baker","São José do Bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-07 09:11:52-03","UEFS","HUEFS","228541","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Ribeiro, E.","30","1992","08","01",NA,"Brasil","Minas Gerais",NA,NA,"Pasto sujo.","HUEFS0228541","Angiospermae","Asterales",NA,"S. Fco. Do Prata, Faz. Cachoeirinha.","HUEFS0228541","(Thunb.) Baker","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,NA,"15222","auto","Asteranae",NA,NA,NA,NA
"73","2019-10-07 09:11:52-03","UEFS","HUEFS","11328","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Ganev, W.","885","1992","08","17",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0011328","Angiospermae","Asterales","D.J.N.Hind",NA,"HUEFS0011328","(Thunb.) Baker","Abaíra","-41.9","-13.283333","1320","1320","1996","11",NA,NA,NA,"Asteranae",NA,"41W54'","13S17'",NA
"74","2019-01-25 15:38:45-02","IAC","IAC","22171","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"W. Hoehne","6250","1968","08","17",NA,"Brasil","São Paulo",NA,NA,"Ophryosporus freyreysii identificação apud HUFU 71122",NA,NA,NA,"J.N. Nakajima",NA,NA,"(Thunb.) Baker","Águas de Lindóia","-46.6328","-22.4764",NA,NA,"2000","10","15",NA,NA,NA,NA,"-46.6328","-22.4764",NA
"75","2020-08-11 15:54:03-03","CEPLAC","CEPEC","47837","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"R. M. Harley","25330","1988","10","23",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"R. M. Harley","19Km ao N-O da cidade. Pico das Almas. Vertente leste. Faz. Silvina.",NA,NA,"RIO DE CONTAS","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W58'","13S32'","30/12/1988"
"76","2019-02-27 14:01:48-03","UFSJ","HUFSJ","1262","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Sobral, M; Guimarães, R; Teixeira, LR","13294","2010","08","10",NA,"Brasil","Minas Gerais",NA,NA,"Erva 2 m, em interior de mata, junto à estrada; cap. brancos, com cheiro adocicado.","HUFSJ001262",NA,NA,"Mansanares, M","Estrada dos Fundadores","HUFSJ001262_v00","(Thunb.) Baker","Prados","-44.0797004699707","-21.0575008392334",NA,NA,"2016","06","16","21382","auto",NA,NA,NA,NA,NA
"77","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM000795971","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii","Holotype","George Gardner; b.1812; d.1849; Gardner","4851","1840","08",NA,NA,"Brasil",NA,NA,"NHMUK:ecatalogue:4988439","<a href=http://www.nhm.ac.uk/services/media-store/asset/ea9ff6d1a2b4f99e36bfa431accbf405e1b87c1e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"(Thunb.) Baker",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA
"78","2019-11-01 14:54:19-03","UnB","UB","123141","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Harley, RM","25330","1988","10","23","Southern America","Brasil","Bahia",NA,NA,"Flores suavemente perfumadas.; Erva ereta 1,5m. Ramificada só na base. O caule embaixo nu ou com folhas secas. Inflorescência com ramificação divaricada, verde-claro. Brácteas involucrais verdes. Corolas e ramos do estilete verde-amarelados a creme.",NA,"Dicotyledoneae",NA,"Rivera, VL","Pico das Almas. Vertente Leste. Fazenda Silvina. 19km ao NO da cidade",NA,"(Thunb.) Baker","Rio de Contas","-41.966667","-13.533333","1420","1420","2015",NA,NA,NA,NA,NA,NA,"-41.966667","-13.533333",NA
"79","2019-11-01 14:54:19-03","UnB","UB","123142","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Heringer, EP","3902","1955","06","05","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledoneae",NA,"Barroso, GM",NA,NA,"(Thunb.) Baker","Sete Lagoas","-44.2467002868652","-19.465799331665",NA,NA,"1963","08","09","22227","auto",NA,NA,NA,NA,NA
"80","2019-11-01 14:54:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Eiten, G; Eiten, LT","7746","1966","07","31","Southern America","Brasil","Rio de Janeiro",NA,NA,"Woody vine; At roadside through low forest",NA,"Dicotyledoneae",NA,"Robinson, H","Itatiaia National Park. South face of Mt. Itatiaia. Along road west of televison relay tower and east of head of main valley of Rio Itatiaia",NA,"(Thunb.) Baker","Resende","-44.4467010498047","-22.468900680542","1800","1800","1974",NA,NA,"36089","auto",NA,NA,NA,NA,NA
"81","2019-05-06 11:53:50-03","UFU","HUFU","71123","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P. & Mazine, F.F.","12162","1996","09","02",NA,"Brasil","Minas Gerais",NA,NA,"Erva subescandente; capítulos creme.; Campo de altitude.","HUFU00072330",NA,NA,"Nakajima, J.N.","Parque Nacional do Caparaó, Caminho entre Tronqueira (1970 m.s.m.)e o Pico da Bandeira (2890 m.s.m)","HUFU00072330","(Thunb.) Baker","Alto do Caparaó","-41.8075","-20.431667",NA,NA,"2000","07","04",NA,NA,NA,NA,"-41.8075","-20.431667",NA
"82","2019-05-06 11:53:50-03","UFU","HUFU","73423","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Brade, A.C.","16872",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, 1 metro de altura, flores alvas.","HUFU00073572",NA,NA,"Lopes, I.T.F.V.","Serra do Caparaó","HUFU00073572","(Thunb.) Baker",NA,NA,NA,"2000","2000","2018","02",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-05-06 11:53:50-03","UFU","HUFU","71118","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P. & Mazine, F.F.","12088","1996","09","01",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto subescandente; flores alvas.; Mata de altitude.","HUFU00072332",NA,NA,"Nakajima, J.N.","Parque Nacional do Caparaó, Estrada entre o alojamento e Vale Verde.","HUFU00072332","(Thunb.) Baker","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"2000","07","04","21645","auto",NA,NA,NA,NA,NA
"84","2019-05-06 11:53:50-03","UFU","HUFU","71119","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P. & Mazine, F.F.","12117","1996","09","01",NA,"Brasil","Minas Gerais",NA,NA,"Erva subescandente; flores alvas.; Mata de altitude.","HUFU00072331",NA,NA,"Nakajima, J.N.","Parque Nacional do Caparaó, Estrada entre o alojamento e Vale Verde.","HUFU00072331","(Thunb.) Baker","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"2000","07","04","21645","auto",NA,NA,NA,NA,NA
"85","2019-05-06 11:53:50-03","UFU","HUFU","33568","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Ribeiro, E.","30","1992","08","01",NA,"Brasil","Minas Gerais",NA,NA,"Flores brancas.; Pasto sujo.","HUFU00048922",NA,NA,"Nakajima, J.N.","Fazenda Cachoeirinha, Fco. Prata.","HUFU00048922","(Thunb.) Baker","Olaria","-43.937198638916","-21.8607997894287",NA,NA,"2003","07",NA,"15222","auto",NA,NA,NA,NA,NA
"86","2019-05-06 11:53:50-03","UFU","HUFU","32909","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Carvalho, M.G.","1295","2001","09","20",NA,"Brasil","Minas Gerais",NA,NA,"Trepadeira.; Transição de campo e mata.","HUFU00048921",NA,NA,"Nakajima, J.N.","Estação Ecológica Tripui","HUFU00048921","(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2003","05",NA,"44599","auto",NA,NA,NA,NA,NA
"87","2019-05-06 11:53:50-03","UFU","HUFU","71122","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Hoehne, W.","6250","1968","08","17",NA,"Brasil","São Paulo",NA,NA,"Herbácea, ramificada na base com 1,5 m a 1,8 m alt. Corolas alvas ao sol a beira da estrada.; Cerrado.","HUFU00072348",NA,NA,"Nakajima, J.N.","Ao sol a beira da estrada.","HUFU00072348","(Thunb.) Baker","Águas de Lindóia","-46.6300010681152","-22.4699993133545",NA,NA,"2000","10",NA,"8148","auto",NA,NA,NA,NA,NA
"88","2019-05-06 11:53:50-03","UFU","HUFU","71121","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Goldenberg, R.; Koch, I.; Árbocz, G.F.; Macias, L. & Belinello, R.","301","1996","05","25",NA,"Brasil","São Paulo",NA,NA,"Arbusto 1,80 m alt. com flores em capítulos creme.; Mata de altitude, alternando com campo montano.","HUFU00072352",NA,NA,"Nakajima, J.N.","São Francisco dos Campos, Margem da estrada para São Francisco dos Campos","HUFU00072352","(Thunb.) Baker","Piquete","-45.1699981689453","-22.6100006103516",NA,NA,"1999","01",NA,"13434","auto",NA,NA,NA,NA,NA
"89","2019-05-06 11:53:50-03","UFU","HUFU","73239","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Cardoso, L.J.T.; Jordão, L.; Monteiro, P. & Giovanetti, R.","1318","2015","05","04",NA,"Brasil","Rio de Janeiro",NA,NA,"Floresta Ombrófila Densa","HUFU00070012",NA,NA,"Contro, F.L.","Parque Estadual da Pedra Selada, Parcela 5.",NA,"(Thunb.) Baker","Resende","-44.363056","-22.313333","629","629","2017","02",NA,NA,NA,NA,NA,"-44.363056","-22.313333",NA
"90","2019-05-06 11:53:50-03","UFU","HUFU","27025","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Leoni, L.S.","4230","1999","08",NA,NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, corola amarela.","HUFU00073571",NA,NA,"Nakajima, J.N.","Parque Nacional","HUFU00073571","(Thunb.) Baker","Alto Caparaó","-41.8683013916016","-20.4333000183105","1980","1980","2003","10",NA,"21645","auto",NA,NA,NA,NA,NA
"91","2019-05-06 11:53:50-03","UFU","HUFU","32908","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Carvalho, M.G.","1164","2001","07","25",NA,"Brasil","Minas Gerais",NA,NA,"Trepadeira.; Remanescente da Mata Pluvial Baixo - Montana.","HUFU00048919",NA,NA,"Nakajima, J.N.","Estação Ecológica Tripui","HUFU00048919","(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2003","05",NA,"44599","auto",NA,NA,NA,NA,NA
"92","2019-05-06 11:53:50-03","UFU","HUFU","61192","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Guarçoni, E.; et al.","s.n.","2000","08","26",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto terrestre. Ovário ínfero.; Sob luz difusa no local.","HUFU00048920",NA,NA,"Esteves, R.","Serra das Aranhas, Estrada Limeira-Godinho de Ervália, lado direito.","HUFU00048920","(Thunb.) Baker","Rosário da Limeira","-42.5119018554688","-20.9789009094238",NA,NA,"2002","02",NA,"8868","auto",NA,NA,NA,NA,NA
"93","2019-05-06 11:53:50-03","UFU","HUFU","71120","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Garcia, R.J.F.; Ferreira, G.M.P. & Das Neves, L.F.","686","1995","07","26",NA,"Brasil","São Paulo",NA,NA,"Arbusto ca. 1,0 m alt. Inflorescência esvedeada; flores fragrantes.; Campo do brejo.","HUFU00072345",NA,NA,"Nakajima, J.N.","Parque Ecológico da Apa do Carmo, Trilha partindo do campo do brejo em direção ao morro.","HUFU00072345","(Thunb.) Baker","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"1999","01",NA,"53584","auto",NA,NA,NA,NA,NA
"94","2019-05-06 11:53:50-03","UFU","HUFU","24026","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Hoehne, W.","2238","1946","08","07",NA,"Brasil","São Paulo",NA,NA,NA,"HUFU00072347",NA,NA,"Nakajima, J.N.","Próximo a Jaraguá","HUFU00072347","(Thunb.) Baker","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2000","10",NA,"53584","auto",NA,NA,NA,NA,NA
"95","2019-05-06 11:53:50-03","UFU","HUFU","24025","S","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Hoehne, W.","506","1939","08","09",NA,"Brasil","São Paulo",NA,NA,NA,"HUFU00072346",NA,NA,"Nakajima, J.N.","Vila Anastácio","HUFU00072346","(Thunb.) Baker","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2000","10",NA,"53584","auto",NA,NA,NA,NA,NA
"96","2020-08-20 14:55:15-03","UFSC","FLOR","20558","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","freyreysii","Ophryosporus freyreysii",NA,"Sobral, M.; et alii","5660","1987","09","01",NA,"Brasil","Minas Gerais",NA,NA,"erva ereta ou apoiante, flor capítulos brancos, 1,5m altura","FLOR0020558",NA,"Asterales","Fernandes, A.C.","Res. Biol. Tripuí.",NA,"(Thunb.) Baker","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2013","10","23","44599","auto",NA,NA,NA,NA,NA
