"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"11","2021-04-05 14:34:08-03","UNESC","CRI","15398","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Alexandre Medeiros","Alexandre Medeiros","411","2017","06","10","Brasil","Santa Catarina","Balneário Camboriú","Estaleiro","-48.5825","-27.028889","48º34'57''W","27º1'44''S","2","2","CRI014815",NA,"2017","06","10","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:26:06-03","UNESC","CRI","729","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1079","1991","07","27","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI009794","CRI009794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:34:09-03","UNESC","CRI","2883","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. Reitz; R. M. Klein",NA,"1963","05","13","Brasil","Santa Catarina","Anita Garibaldi",NA,"-51.130278","-27.689722","51º7'49''W","27º41'23''S","503","503","CRI009687","CRI009687",NA,NA,NA,"Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:08-03","UNESC","CRI","11644","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","M. Verdi","M. Verdi; N. L. de Souza, G. Klemz e D. H. Klettenberg","4753","2010","05","25","Brasil","Santa Catarina","Praia Grande","Pedra Branca PARNAs Aparados da Serra e Serra Geral.","-50.129722","-29.249722","50º7'47''W","29º14'59''S","466","466","CRI009688","CRI009688","2010","05","25","Floresta Ombrófila Densa Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:26:06-03","UNESC","CRI","11410","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","M. Verdi","M. Verdi; A.L. Tomazi & G. Klemz","2996","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","49º35'24''W","28º37'12''S","479","479","CRI009817","CRI009817","2009","11","05","Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:09-03","UNESC","CRI","6462","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","J. A. Jarenkow","J. A. Jarenkow","3838","1998","04","11","Brasil","Santa Catarina","Bela Vista",NA,NA,NA,NA,NA,NA,NA,"CRI009785","CRI009785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:26:06-03","UNESC","CRI","801","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1150","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI009793","CRI009793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:08-03","UNESC","CRI","11646","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","M. Verdi","M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg","5074","2010","06","17","Brasil","Santa Catarina","Alfredo Wagner","Alto Rio Lessa.","-49.229167","-27.721111","49º13'45''W","27º43'16''S","803","803","CRI008576","CRI008576","2010","10","14","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:26:06-03","UNESC","CRI","817","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1180","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI009796","CRI009796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:09-03","UNESC","CRI","7952","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini-Zanette","Beatriz Wessler; Bruna Alberton",NA,"2007","08","22","Brasil","Santa Catarina","Criciúma",NA,"-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,NA,"CRI009790","CRI009790","2007","08","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:26:06-03","UNESC","CRI","12018","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.",NA,"Stival-Santos, A; Meyer, D & Silveira, S",NA,"2010","07","06","Brasil","Santa Catarina","Biguaçu",NA,"-48.759722","-27.367778","48º45'35''W","27º22'4''S","252","252","CRI010164","CRI010164",NA,NA,NA,"Doação Herbário FURB (28315) Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:09-03","UNESC","CRI","2884","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. Reitz; R. M. Klein","12.505","1962","02","26","Brasil","Santa Catarina","Monte Castelo",NA,"-50.231389","-26.462778","50º13'53''W","26º27'46''S",NA,NA,"CRI009805","CRI009805","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:34:09-03","UNESC","CRI","2887","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. M. Klein","4.819","1964","02","27","Brasil","Santa Catarina","Faxinal dos Guedes",NA,"-52.260833","-26.852222","52º15'39''W","26º51'8''S",NA,NA,"CRI009808","CRI009808","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:34:09-03","UNESC","CRI","2888","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. reitz","R. M. Klein","3280","1962","12","06","Brasil","Santa Catarina","Curitibanos",NA,"-50.584722","-27.283056","50º35'5''W","27º16'59''S",NA,NA,"CRI009811","CRI009811","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:34:09-03","UNESC","CRI","2886","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. reitz","Reitz; Klein","14847","1963","04","13","Brasil","Santa Catarina","Lages",NA,"-50.326389","-27.816389","50º19'35''W","27º48'59''S",NA,NA,"CRI009812","CRI009812","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:34:09-03","UNESC","CRI","2880","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. Reitz; R. M. Klein","14.739","1963","04","12","Brasil","Santa Catarina","Campos Novos",NA,"-51.225278","-27.402222","51º13'31''W","27º24'8''S",NA,NA,"CRI009803","CRI009803","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:26:06-03","UNESC","CRI","681","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Alcides da Silveira","1031","1991","11","16","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI009791","CRI009791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:34:09-03","UNESC","CRI","4127","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Marcos Sobral","V. Boff","134","1995","09","09","Brasil","Santa Catarina","Curitibanos",NA,"-50.584722","-27.283056","50º35'5''W","27º16'59''S",NA,NA,"CRI009821","CRI009821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:34:09-03","UNESC","CRI","6873","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","Reitz; Klein","13.268","1962","07","14","Brasil","Santa Catarina","Lages",NA,"-50.326389","-27.816389","50º19'35''W","27º48'59''S",NA,NA,"CRI009795","CRI009795","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:26:06-03","UNESC","CRI","14250","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Stival-Santos, A","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2552","2010","04","24","Brasil","Santa Catarina","Angelina","Barra Clara. Barra Clara.","-49.14","-27.54","49º8'24''W","27º32'24''S","630","630","CRI013348","CRI013348","2010","04","24","Florística IFFSC 347 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; beira do rio Habito: arbórea; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:26:06-03","UNESC","CRI","3137","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Robson dos Santos","1813","1994","06","16","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","300","300","CRI009813","CRI009813","1995","01","01","Habitat: beira de mata atlântica secundária de encosta Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:34:09-03","UNESC","CRI","4523","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Zenaide P. Topanotti","Zenaide P. Topanotti","46","1995","10","10","Brasil","Santa Catarina","Criciúma",NA,"-49.373333","-28.6725","49º22'24''W","28º40'21''S",NA,NA,"CRI009823","CRI009823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:34:09-03","UNESC","CRI","7987","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini-Zanette","Beatriz Wessler; Bruna Alberton",NA,"2007","10","10","Brasil","Santa Catarina","Criciúma",NA,"-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,NA,"CRI009789","CRI009789","2007","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-05 14:26:06-03","UNESC","CRI","12534","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Renato Colares & Aline V. Guislon","Alexandre Medeiros",NA,"2017","05","08","Brasil","Santa Catarina","Balneário Camboriú","Barra - Morro Guaramirim","-48.595556","-27.006111","48º35'44''W","27º0'22''S",NA,NA,"CRI010741","CRI010741","2017","07","25","Coleta 291. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-05 14:34:09-03","UNESC","CRI","4059","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","J. A. Jarenkow","J. A. Jarenkow","1547","1989","12","10","Brasil","Rio Grande do Sul","Pinheiro Machado",NA,"-53.381389","-31.578889","53º22'53''W","31º34'44''S",NA,NA,"CRI009819","CRI009819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-05 14:34:09-03","UNESC","CRI","2885","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. reitz","reitz; Klein","13268","1962","07","14","Brasil","Santa Catarina","Lages",NA,"-50.326111","-27.815278","50º19'34''W","27º48'55''S",NA,NA,"CRI009809","CRI009809","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-05 14:34:09-03","UNESC","CRI","5315","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","J. A. Jarenkow","J. A. Jarenkow","2366","1993","05","25","Brasil","Rio Grande do Sul","Morrinhos do Sul",NA,"-49.935","-29.365556","49º56'6''W","29º21'56''S",NA,NA,"CRI009810","CRI009810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-05 14:26:06-03","UNESC","CRI","3398","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Robson dos Santos","93","1994","09","17","Brasil","Santa Catarina","Forquilhinha","Horto Florestal de Forquilhinha.","-49.466667","-28.733333","49º28'W","28º44'S","42","42","CRI009818","CRI009818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 14:26:06-03","UNESC","CRI","4271","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Valdemar P. Boff","Valdemar P. Boff",NA,"1995","11","12","Brasil","Santa Catarina","Jacinto Machado","Serra da Pedra","-49.761111","-29","49º45'40''W","29º0'0''S",NA,NA,"CRI009787","CRI009787","1995","11","12","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-05 14:34:09-03","UNESC","CRI","6097","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini-Zanette","Valdemar P. Boff","515","1996","05","10","Brasil","Santa Catarina","Araranguá",NA,"-49.492222","-28.936111","49º29'32''W","28º56'10''S",NA,NA,"CRI009788","CRI009788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 14:34:09-03","UNESC","CRI","4338","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini-Zanette","Valdemar P. Boff","432","1996","01","10","Brasil","Santa Catarina","Fraiburgo",NA,"-50.922222","-27.023333","50º55'20''W","27º1'24''S",NA,NA,"CRI009824","CRI009824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-05 14:26:06-03","UNESC","CRI","10615","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini-Zanette","Robson dos Santos; Vanilde Citadini-Zanette & Alexandre S. Klein",NA,"2000","07","25","Brasil","Santa Catarina","Praia Grande","Aparados da Serra. Trilha das Mulas","-49.950278","-29.198611","49º57'1''W","29º11'55''S","885","885","CRI013717","CRI013717","2000","07","25","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-05 14:26:06-03","UNESC","CRI","14557","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Santos, R.","Padilha, P. T.; Ceron, K. & Santos, R.",NA,"2012","06","28","Brasil","Santa Catarina","Criciúma","Morro do céu","-49.370278","-28.678333","49º22'13''W","28º40'42''S",NA,NA,"CRI013860","CRI013860","2012","06","28","12 m de altura Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-05 14:34:09-03","UNESC","CRI","2889","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","Reitz; Klein","15.099","1963","07","09","Brasil","Santa Catarina","Campos Novos",NA,"-51.225278","-27.402222","51º13'31''W","27º24'8''S",NA,NA,"CRI009814","CRI009814","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-05 14:34:09-03","UNESC","CRI","6876","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. Reitz; R. M. Klein","14.768","1963","04","13","Brasil","Santa Catarina","Anita Garibaldi",NA,"-51.130278","-27.689722","51º7'49''W","27º41'23''S",NA,NA,"CRI009798","CRI009798","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-05 14:34:09-03","UNESC","CRI","8150","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","A. Stival Santos","A. Stival Santos; S. Silveira","466","2009","03","06","Brasil","Santa Catarina","Romelândia",NA,"-53.314722","-26.676667","53º18'53''W","26º40'36''S",NA,NA,"CRI009815","CRI009815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-05 14:34:09-03","UNESC","CRI","2881","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. Reitz; R. M. Klein","14.342","1962","12","20","Brasil","Santa Catarina","Campos Novos",NA,"-51.225278","-27.402222","51º13'31''W","27º24'8''S",NA,NA,"CRI009806","CRI009806","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-05 14:34:09-03","UNESC","CRI","2879","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","R. Reitz","R. Reitz; R. M. Klein","12.312","1962","02","22","Brasil","Santa Catarina","Lebon Régis",NA,"-50.695556","-26.929444","50º41'44''W","26º55'46''S",NA,NA,"CRI009804","CRI009804","1979","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-05 14:26:06-03","UNESC","CRI","3539","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini- Zanette","Maria Costa Rebelo",NA,"1994","09","15","Brasil","Santa Catarina","Jaguaruna","Morro Bonito - Coletada na propriedade do Sr. Luiz Rebelo.","-49.025833","-28.615556","49º1'33''W","28º36'56''S","5","5","CRI009820","CRI009820","1995","01","01","Habitat: canteiro cultivado Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-05 14:34:09-03","UNESC","CRI","4792","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Daniel B. Falkenberg","Vanilde Citadini-Zanette; Adão Zanette","2063","1996","04","30","Brasil","Santa Catarina","Araranguá",NA,"-49.492222","-28.936111","49º29'32''W","28º56'10''S",NA,NA,"CRI009792","CRI009792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-05 14:34:09-03","UNESC","CRI","6260","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Vanilde Citadini-Zanette","Vanilde Citadini-Zanette; C. M. Martinello","2539","1993","09","13","Brasil","Santa Catarina","Orleans",NA,"-49.288056","-28.358611","49º17'17''W","28º21'31''S",NA,NA,"CRI009807","CRI009807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-05 14:26:06-03","UNESC","CRI","8456","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"CRI009685","CRI009685",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-05 14:26:06-03","UNESC","CRI","12580","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Aline Votri Guislon & Peterson T. Padilha","Alexandre Medeiros",NA,"2017","05","12","Brasil","Santa Catarina","Balneário Camboriú","Quilombola.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010787",NA,"2017","08","18","Coleta 263. Habito: Arbóreo","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
