"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"417","2009-07-31 08:59:00-03","MO","MOBOT","3095504","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Pool",NA,"Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","1977","10","18","Venezuela","Delta Amacuro",NA,"-60.96666","9.5",NA,NA,NA,NA,"Steyermark 114902","Depro. Pedernales (boundary with Depto. Tucupita): sand beach bordering open sandy mud flats and wet depressions, mouth of Caño Guiniquina, between Punta Araguabisi and Punta Baja, at Barra Guiniquina,","50.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2011-03-01 10:04:00-03","MO","MOBOT","3095593","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.Liesner (MO)",NA,"Balduino Rambo","1947","1","5","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rambo 34668","Fazenda B. Velho, Bom Jesus, In silvula paludosa.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2008-05-27 22:02:00-03","MO","MOBOT","3095639","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Ronaldo Wasum","1990",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Wasum 6410","Caxias do Sul-Ana Rech-Faxinal. Habitat junto ao lago.","700.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2010-01-29 20:52:00-02","MO","MOBOT","3095786","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"W.G. Herter","1927","4",NA,"Uruguay","San José",NA,NA,NA,NA,NA,NA,NA,"Herter 638","Barra de Sta. Lucia","5.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2015-08-08 05:51:00-03","MO","MOBOT","3095801","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Friis & Wilmot-Dear",NA,"George Eiten|W.D. Clayton","1965","1","8","Brazil","São Paulo",NA,"-46.63333","-23.6",NA,NA,NA,NA,"Eiten 5791","Município de São Paulo; Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botância. 10.2 km. south and 2.2 km. east of center of São Paulo (Praça de Sé).","810.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2010-11-21 08:41:00-02","MO","MOBOT","3095892","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Friis & Wilmot-Dear",NA,"G.J. Schwarz","1947",NA,NA,"Argentina","Misiones","Candelaria",NA,NA,NA,NA,NA,NA,"Schwarz 4491","Picada San Martín.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2008-05-27 22:02:00-03","MO","MOBOT","3096037","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Friis & Wilmot-Dear",NA,"G.J. Schwarz","1946",NA,NA,"Argentina","Misiones","San Ignacio",NA,NA,NA,NA,NA,NA,"Schwarz 2562","Arroyo Santo Pipó.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2012-11-16 12:11:00-02","MO","MOBOT","3096059","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.L. Liesner",NA,"Anonymous",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous s.n.","In humidis.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"425","2009-07-17 07:39:00-03","MO","MOBOT","3096170","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Émile Hassler","1913",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11504","In regione lacus Yapacaray.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2015-08-10 05:49:00-03","MO","MOBOT","3096355","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Amaro Macedo",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Macedo 2450","Fundes, Ituatala,",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2009-05-15 13:24:00-03","MO","MOBOT","3096404","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Friis & Wilmot Dear",NA,"Pedro Jörgensen","1929","1","16","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 4012","Common in humid forest. V. Rica",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2015-08-10 05:49:00-03","MO","MOBOT","3096540","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Amaro Macedo","1950",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Macedo 2450","Fundas, Municipio Ituitaba.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2008-05-27 22:02:00-03","MO","MOBOT","3096674","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","P. Dusén",NA,"Per Dusén","1911",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Dusén s.n.","Guarapuarva, in paludosis.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2009-07-10 17:57:00-03","MO","MOBOT","3096730","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","T.M. Pedersen 76",NA,"Troels M. Pedersen","1972","3","31","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,NA,"Pedersen 10137","Colonia Independencia. Wet ground.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2008-05-27 22:02:00-03","MO","MOBOT","3096797","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Marcos Sobral","1985",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Sobral 3771","Contendas, São Francisco de Paula,",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-07-28 04:12:00-03","MO","MOBOT","3096046","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.Liesner (MO)",NA,"H.Q.B. Fernandes|Ariane L. Peixoto|H. van der Werff","1990","11","12","Brazil","Espírito Santo",NA,"-40.53333","-19.96666",NA,NA,NA,NA,"Fernandes 3054","Mun. Santa Teresa, Valsungana Velha, Estação Biológica de Santa Lucia. Floresta pluvial baixo-montana. Bacia de rio Timbuí.","550.00000000","800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2011-03-01 10:04:00-03","MO","MOBOT","3096798","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Balduino Rambo","1950",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rambo 46201","Cristo Rei p. S. Leopoldo.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2010-04-13 15:09:00-03","MO","MOBOT","3096917","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Dr. M. Weigend",NA,"F. Javier Fernández Casas|Aurelio Schinini","1982",NA,NA,"Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,NA,"Fernández Casas 7410","Pr. oppidulum Yhú, ad rivulum Yhú dictum, solo sabluoso,","310.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2009-07-31 08:59:00-03","MO","MOBOT","3096949","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Pool",NA,"Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","1977","10","17","Venezuela","Delta Amacuro",NA,"-61.1","9.08333",NA,NA,NA,NA,"Steyermark 114843","Depto. Antonio Díaz: wet cutover land of abandoned rice field, now overgrown with herbaceous plants, vines, and low bushes, along Caño Araguao,","50.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2009-07-10 17:57:00-03","MO","MOBOT","3096994","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","T.M. Pedersen 76",NA,"Troels M. Pedersen","1970","2","26","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"Pedersen 9644","Woodland on low, floodable ground. Estancia Esperanza Dep. Bella Vista.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2010-02-11 22:08:00-02","MO","MOBOT","3097696","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.R. Gereau",NA,"Enrique Forero|Roberto Jaramillo M.|Alba L. Forero R.","1982","4","5","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"Forero 8899","Hoya del Rio Atrato. Beté. Orillas de la carretera.","50.00000000","60.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2014-01-16 10:12:00-02","MO","MOBOT","3097969","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Pastor Arenas Rodríguez","1974","3","10","Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,"Arenas Rodríguez 414","San Lorenzo, Ciudad Universitaria.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"439","2008-05-27 22:02:00-03","MO","MOBOT","3098188","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","P. Brack",NA,"Gert G. Hatschbach","1985","3","14","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,"Hatschbach 49012","Rio Iguatemi(mun. Eldorado).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2009-07-31 08:59:00-03","MO","MOBOT","3098571","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Pool",NA,"Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","1977","10","9","Venezuela","Delta Amacuro",NA,"-61.91666","9.58333",NA,NA,NA,NA,"Steyermark 114471","On floating island bordering cano. Depto. Tucupita: Diversified rain forest of tall trees with many epiphytes, along Caño Capurito,","50.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2010-02-11 22:08:00-02","MO","MOBOT","3098719","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.E. Gereau",NA,"Enrique Forero|Roberto Jaramillo M.|Alba L. Forero R.","1982","4","3","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"Forero 8837","Hoya del Rio Atrato. Beté. Alrededores de la població.","50.00000000","60.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2019-02-19 04:30:00-03","MO","MOBOT","3099375","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Friis & Wilmot-Dear",NA,"C.F.P. Martius","1817",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Martius s.n.","Habitat in valle fleurs Paraiba prope Guaratingueta etc.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2011-03-22 12:00:00-03","MO","MOBOT","3099627","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.Liesner (MO)",NA,"Ludwig Riedel","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Riedel 3",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2009-10-24 07:31:00-02","MO","MOBOT","3104442","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","R.Liesner (MO)",NA,"Elsa M. Zardini|Norma B. Deginani|Emilio A. Ulibarri|Fernando O. Zuloaga","1975",NA,NA,"Argentina","Misiones","Cainguás",NA,NA,NA,NA,NA,NA,"Zardini 797","Loc. Garuhapé.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2010-04-24 08:27:00-03","MO","MOBOT","3177396","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Deginani, N.B.",NA,"Norma B. Deginani|et al.","2000","3","6","Argentina","Misiones","San Pedro","-53.83333","-26.43333",NA,NA,NA,NA,"Deginani 1731","Parque Provincial Piñalito, bañado de altura.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2010-04-24 08:27:00-03","MO","MOBOT","3177450","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Deginani, N.B.",NA,"Norma B. Deginani|et al.","2000","3","3","Argentina","Misiones","Guaraní","-54.21666","-26.85",NA,NA,NA,NA,"Deginani 1593","Predio Previsión Social, Arroyo Tambero.","480.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2010-04-24 08:27:00-03","MO","MOBOT","3178809","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Deginani, N.B.",NA,"Norma B. Deginani|et al.","2000","3","6","Argentina","Misiones","San Pedro","-53.83333","-26.43333",NA,NA,NA,NA,"Deginani 1724","Parque Provinical Piñaltio, bañado de altura.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2015-08-13 05:50:00-03","MO","MOBOT","3301780","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"R.M. Harley","1974","1","10","Brazil","Bahia",NA,"-39.25","-14.75",NA,NA,NA,NA,"Harley 15001","Itabuna, in the grounds of CEPLAC, (Centro de Pesquisas do Cacau), near the research station. Old cacau plantation under shade from canopy of mature forest trees.","30.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2008-05-27 22:02:00-03","MO","MOBOT","3421538","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","T.M. Pedersen",NA,"Troels M. Pedersen","1988","4","5","Argentina","Corrientes","Concepción",NA,NA,NA,NA,NA,NA,"Pedersen 14999","Carambola. Woodland on wet ground, sandy soil.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2017-08-22 07:51:00-03","MO","MOBOT","717550","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|R. Velázquez","1991","2","9","Paraguay","Paraguarí",NA,"-56.7666667","-26",NA,NA,NA,NA,"Zardini 26496","National Park Ybycu'í. Northeastern area of park, Arroyo Corrientes, Salto Mbocaruzú.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","549",NA
"451","2008-05-27 22:02:00-03","MO","MOBOT","717581","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|E. Velázquez","1990","1","13","Paraguay","Central",NA,"-57.5","-25.25",NA,NA,NA,NA,"Zardini 18293","Paraguay River around San Antonio. Inundated savanna.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","261",NA
"452","2018-03-22 11:48:00-03","MO","MOBOT","717588","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|R. Velázquez","1991","2","23","Paraguay","Cordillera",NA,"-57.1166667","-25.25",NA,NA,NA,NA,"Zardini 26574","Tobatí. Ybytú Silla mesa. Northern area.","297.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","552",NA
"453","2013-10-15 10:28:00-03","MO","MOBOT","717613","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|C. Velázquez","1991","2","23","Paraguay","Cordillera",NA,"-57.1166667","-25.2",NA,NA,NA,NA,"Zardini 26620","Tobatí. Ybytú Silla mesa. Middle area.","297.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","555",NA
"454","2015-05-05 09:17:00-03","MO","MOBOT","717717","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|U. Velázquez","1991","3","3","Paraguay","Cordillera",NA,"-57.1166667","-25.2",NA,NA,NA,NA,"Zardini 26884","Tobatí. Ybytú Silla mesa. Middle area.","297.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","563",NA
"455","2016-06-16 08:33:00-03","MO","MOBOT","717732","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|C. Velázquez","1990","12","7","Paraguay","Central",NA,"-57.5333333","-25.75",NA,NA,NA,NA,"Zardini 24822","Estero del Ypoá, 15 km SW of Nueva Italia. Coast in front Isla Guazú.","200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","494",NA
"456","2016-06-16 08:25:00-03","MO","MOBOT","717804","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|A. Salina","1990","12","7","Paraguay","Central",NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,"Zardini 24970","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","500",NA
"457","2019-03-08 10:19:00-03","MO","MOBOT","717812","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|A. Salina","1990","12","7","Paraguay","Central",NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,"Zardini 24974","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","500",NA
"458","2008-05-27 22:02:00-03","MO","MOBOT","717818","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|U. Velázquez","1991","3","9","Paraguay","Cordillera",NA,"-57.11666","-25.2",NA,NA,NA,NA,"Zardini 27050","Tobatí. Ybytú Silla mesa. Southern area. Inundated savanna.","297.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","568",NA
"459","2008-05-27 22:02:00-03","MO","MOBOT","718489","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","W.J. Hahn (MO)",NA,"William J. Hahn","1984","7","22","Paraguay","Paraguarí",NA,"-56.83333","-26.08333",NA,NA,NA,NA,"Hahn 2612","Parque Nacional Ybycui. Open area near waterfall (Salto Cristal).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","84-35",NA
"460","2012-06-20 16:32:00-03","MO","MOBOT","718516","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Schinini (CTES)",NA,"William J. Hahn","1984","2","15","Paraguay","Canindeyú",NA,"-54.6666667","-24.2833333",NA,NA,NA,NA,"Hahn 2102","15 km SE of Katueté. Isolated pond in middle of cultivated field. Soil sandy around pond but red clay in field. Pond dominated by grasses with a zone of agricultural weeds next to soy bean field.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","84-6",NA
"461","2008-05-27 22:02:00-03","MO","MOBOT","719462","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"David R. Brunner|S. Caballero","1986","4","18","Paraguay","Alto Paraná",NA,"-54.55","-24.85",NA,NA,NA,NA,"Brunner 1868","Reserva Biológico Limoy de Itaipu Binacional. Bosque humedo de 25 m de altura, en regeneración, Guadua (POACEAE) muy abundante. Suelo arsilloso.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","86-10",NA
"462","2008-05-27 22:02:00-03","MO","MOBOT","804968","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|P. Aquino","1992","2","3","Paraguay","Paraguarí",NA,"-56.88333","-26.11666",NA,NA,NA,NA,"Zardini 30241","National Park Ybycu'í, southwestern area around La Rosada. Inundated savanna.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","650",NA
"463","2019-03-08 10:44:00-03","MO","MOBOT","805616","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|Tulio Tillería","1992","2","3","Paraguay","Paraguarí",NA,"-56.8833333","-26.1166667",NA,NA,NA,NA,"Zardini 30303","National Park Ybycu'í, southwestern area around La Rosada. Forest.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","651",NA
"464","2019-03-08 10:36:00-03","MO","MOBOT","806078","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|R. Franco","1992","2","3","Paraguay","Paraguarí",NA,"-56.8833333","-26.1166667",NA,NA,NA,NA,"Zardini 30350","National Park Ybycu'í, southwestern area around La Rosada. Gallery forest along Arroyo Mina.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","652",NA
"465","2008-05-27 22:02:00-03","MO","MOBOT","813778","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|Leongino Guerrero","1994","3","31","Paraguay","Central",NA,"-57.46666","-25.65",NA,NA,NA,NA,"Zardini 39129","Estero del Ypoá. Cañada. Lake Yabeby. Gallery forest and inundated savanna.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","904",NA
"466","2008-05-27 22:02:00-03","MO","MOBOT","954575","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|M. Vera","1994","12","26","Paraguay","Alto Paraná",NA,"-54.81388","-25.63027",NA,NA,NA,NA,"Zardini 41817","Estancia Río Bonito: South of Forest III. Swamps.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","981",NA
"467","2008-05-27 22:02:00-03","MO","MOBOT","954719","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|Leongino Guerrero","1994","12","27","Paraguay","Alto Paraná",NA,"-54.80527","-25.63166",NA,NA,NA,NA,"Zardini 41928","Estancia Río Bonito: Forest II (around Río Bonito). Tall forest.","60.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","982",NA
"468","2008-05-27 22:02:00-03","MO","MOBOT","984354","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","M. Weigend (BSB)",NA,"Elsa M. Zardini|F.V. da Silva","1994","12","27","Paraguay","Alto Paraná",NA,"-54.81694","-25.64166",NA,NA,NA,NA,"Zardini 42000","Estancia Río Bonito: South of Forest III. Swamp.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","984",NA
