"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"49","2020-12-21 16:15:06-03","MBM","MBM","28818","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","33623","1973","12","26","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto, 1m, capítulo creme.; Brejo.","MBM028818","MBM028818","Hatschbach, G.","Jardim Natalia.","1973","03",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"50","2020-12-21 16:15:06-03","MBM","MBM","28834","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","32768","1973","10","30","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Subarbusto, 70 cm, capítulo creme.; Brejo.","MBM028834","MBM028834","Hatschbach, G.","Rio Atuba.","1974","03",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"51","2020-12-21 16:15:06-03","MBM","MBM","28810","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","32685","1973","10","13","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto, 1 m, flor creme.; Capoeira.","MBM028810","MBM028810","Hatschbach, G.","Santa Felicidade.","1974","05",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"52","2020-12-21 16:15:06-03","MBM","MBM","358140","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Silva, J.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","7318","2009","04","15","Southern America","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,"Arbusto, 1 m, capítulo creme.; Campo graminoso.","MBM358140","MBM358140","Ribas, O.S.",NA,"2010","04",NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"53","2020-12-21 16:15:06-03","MBM","MBM","261189","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Goldenberg, R.; Silva, J.M.; Goldenberg, R.; Silva, J.M.","72366","2001","09","18","Southern America","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258","1200","1200",NA,"Subarbusto, 1 m, capítulo creme.; Campo limpo, depressão brejosa.","MBM261189","MBM261189","Hatschbach, G.",NA,"2001",NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"54","2020-12-21 16:15:06-03","MBM","MBM","111423","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Souza, A.; Souza, A.","50682","1986","10","30","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Sublenhosa, 50 cm, capítulos amarelos femininos.; Campo, depressão brejosa.","MBM111423","MBM111423","Hatschbach, G.",NA,"1987","01",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"55","2020-12-21 16:15:06-03","MBM","MBM","297614","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Costa, E.F.; Barboza, E.; Barboza, E.","3","2004","09","29","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Sublenhosa, 50 cm, capítulo alvacento, flor feminina.; Solo turfoso e úmido.","MBM297614","MBM297614","Hatschbach, G.",NA,"2004",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"56","2020-12-21 16:15:06-03","MBM","MBM","297615","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Costa, E.F.; Barboza, E.; Barboza, E.","1","2004","09","29","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Subarbusto, 50 cm, capítulo alvacento. Flor masculino.; Solo turfoso e úmido.","MBM297615","MBM297615","Hatschbach, G.",NA,"2004",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"57","2020-12-21 16:15:06-03","MBM","MBM","33958","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","388","1946","09","29","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","930","930",NA,"Subarbusto, 1 m, flor creme.; Brejo.","MBM033958","MBM033958","Barroso, G.M.",NA,"1951",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"58","2020-12-21 16:15:06-03","MBM","MBM","70181","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","43212","1980","10","18","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Subarbusto, 50 cm, capítulos creme.; Solo turfoso preto, brejo.","MBM070181","MBM070181","Hatschbach, G.",NA,"1981",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"59","2020-12-21 16:15:06-03","MBM","MBM","299946","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Silva, J.M.","4195","2004","11","02","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Subarbusto, 60 cm, capítulo creme.; Campo úmido.","MBM299946","MBM299946","Hatschbach, G.","Rio Pequeno.","2004",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"60","2020-12-21 16:15:06-03","MBM","MBM","17467","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","22825","1969","11","05","Southern America","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768","900","900",NA,"Subarbusto, 1 m, capítulo creme.; Brejo.","MBM017467","MBM017467","Hatschbach, G.","Rio Pequeno.","1971","05",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"61","2020-12-21 16:15:06-03","MBM","MBM","215033","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1994","1997","09","18","Southern America","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Subarbusto, 50 cm, flor creme, masculina.; Campo de altitude, solo turfoso, úmido.","MBM215033","MBM215033","Hatschbach, G.","Serra de Papanduva","1997",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA
"62","2020-12-21 16:15:06-03","MBM","MBM","276305","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Kegler, A.","714","2000","02","19","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","780","780",NA,"Orla de capoeira.","MBM276305","MBM276305","Ribas, O.S.",NA,"2005","08",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA
"63","2020-12-21 16:15:06-03","MBM","MBM","298660","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78147","2004","10","17","Southern America","Brazil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328","1150","1150",NA,"Ereta, 50 cm, flor creme.; Campo rochoso, depressão brejosa.","MBM298660","MBM298660","Hatschbach, G.",NA,"2004",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"64","2020-12-21 16:15:06-03","MBM","MBM","382453","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Souza, L.P. de","124","2010","09","15","Southern America","Brazil","Paraná","Palmas","-51.690833","-26.570556","1260","1260",NA,"Campo de altitude hidrófilo (Estepe Gramíneo-lenhosa). Organossolo Háplico.","MBM382453","MBM382453","Ribas, O.S.","Nascente do Rio Dama.","2013","03","-51.690833","-26.570556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:15:06-03","MBM","MBM","388819","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Heiden, G.; Iganci, J.R.V.; Iganci, J.R.V.","1476","2011","01","10","Southern America","Brazil","Santa Catarina","Capão Alto","-50.7","-28.178889","910","910",NA,"Subarbusto, ca. 1m alt., em banhados. Caule verde-claro. Folhas verde-claras, levemente discolores. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada.; Campo de altitude subtropical (campos de cima da serra), com banh","MBM388819","MBM388819","Heiden, G.","BR 116, entre Vacaria/RS e Lages/SC, km 293","2011","01","-50.7","-28.178889",NA,NA,"10",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:15:06-03","MBM","MBM","390520","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Heiden, G.; Iganci, J.R.V.; Iganci, J.R.V.","1498","2011","01","12","Southern America","Brazil","Santa Catarina","Urubici","-49.498889","-28.113056","1651","1651",NA,"Subarbusto, ca. 80cm alt., em banhados; caule verde-claro; folhas verde-claras; levemente discolores; brácteas involucrais verde-claras; flores alvas; planta pistilada.; Campo de altitude subtropical (campos de cima da serra), turfei","MBM390520","MBM390520","Heiden, G.","Parque Nacional de São Joaquim, Estrada de acesso ao Morro da Igreja","2011","01","-49.498889","-28.113056",NA,NA,"12",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:15:06-03","MBM","MBM","418091","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Gonzatti, F.","1856","2015","04","21","Southern America","Brazil","Rio Grande do Sul","Osório","-50.212778","-29.976944","8","8",NA,"Arbusto em meio a moitas de vegetação com capítulos densos e amarelados.; Banhado em sucessão.","MBM418091",NA,"Gaio, J.","Santa Luzia, Fazenda do Arroio","2015","07","-50.212778","-29.976944",NA,NA,"02",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:15:06-03","MBM","MBM","386851","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10036","2013","11","04","Southern America","Brazil","Santa Catarina","Bom Retiro","-49.439825","-27.685583","892","892",NA,"Arbusto de 1,30m. Capítulos creme.","MBM386851","MBM386851","Barboza, E.","BR-282, km 121","2013","12","-49.439825","-27.685583",NA,NA,"03",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:15:06-03","MBM","MBM","386851","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10036","2013","11","04","Southern America","Brazil","Santa Catarina","Bom Retiro","-49.439825","-27.685583","892","892",NA,"Arbusto de 1,30m. Capítulos creme.","MBM386851","MBM386851","Barboza, E.","BR-282, km 121","2013","12","-49.439825","-27.685583",NA,NA,"03",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:15:06-03","MBM","MBM","33959","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","5049","1958","10","03","Southern America","Brazil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,"Subarbusto, 60 cm, capítulo creme. Masculino.; Brejo turfoso.","MBM033959","MBM033959","Irmão Teodoro Luis",NA,"1958",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA
"71","2020-12-21 16:15:06-03","MBM","MBM","26882","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","32316","1973","08","15","Southern America","Brazil","Paraná","Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,"Arbusto, 1 m, capítulo creme.; Zona de campo, do brejo.","MBM026882","MBM026882","Hatschbach, G.",NA,"1973","09",NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA
"72","2020-12-21 16:15:06-03","MBM","MBM","17466","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","22718","1969","10","26","Southern America","Brazil","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,NA,"Subarbusto, 50 cm, capítulo creme.; Do brejo.","MBM017466","MBM017466","Hatschbach, G.",NA,"1971","05",NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA
"73","2020-12-21 16:15:06-03","MBM","MBM","298707","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Dombrowski, L.T.; Kuniyoshi, Y.S.; Pereira, M.L.; Kuniyoshi, Y.S.; Pereira, M.L.","1327","1965","01","16","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Frequente.; Em campo.","MBM298707","MBM298707","Ribas, O.S.","Capão da Imbuia","2005","03",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"74","2020-12-21 16:15:06-03","MBM","MBM","33812","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Kummrow, R.","687","1974","10","23","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto, 2m, flor alva.; Orla da mata (solo úmido).","MBM033812","MBM033812","Hatschbach, G.","Tatuquara.","1975","05",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"75","2020-12-21 16:15:06-03","MBM","MBM","3524","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","14974","1966","10","18","Southern America","Brazil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,"Sufrutice, capítulos amarelos.; Brejo.","MBM003524","MBM003524","Hatschbach, G.",NA,"1967","10",NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA
"76","2020-12-21 16:15:06-03","MBM","MBM","33960","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","5879","1959","05","24","Southern America","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596","1150","1200",NA,"Subarbusto, 60 cm. Masculino.; Campo subalpino.","MBM033960","MBM033960","Irmão Teodoro Luis","Serra do Araçatuba","1959",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"77","2020-12-21 16:15:06-03","MBM","MBM","33975","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","5882","1959","05","24","Southern America","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596","1150","1200",NA,"Subarbusto, 50/70 cm. Feminina.; Campo sub-alpino medíocre.","MBM033975","MBM033975","Irmão Teodoro Luis","Serra do Araçatuba","1959",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"78","2020-12-21 16:15:06-03","MBM","MBM","27015","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","30598","1972","10","31","Southern America","Brazil","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Arbusto, 1 m, capítulo creme.; Depressões úmidas do morro.","MBM027015","MBM027015","Hatschbach, G.",NA,"1973","01",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA
"79","2020-12-21 16:15:06-03","MBM","MBM","77112","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","45489","1982","09","30","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Sublenhosa, 70 cm, capítulos creme.; Zona de campo, brejo.","MBM077112","MBM077112","Hatschbach, G.","Córrego da Anta.","1982",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"80","2020-12-21 16:15:06-03","MBM","MBM","67775","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","43362","1980","11","24","Southern America","Brazil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,NA,"Sufrutice 40 cm, capítulos creme.; Do brejo.","MBM067775","MBM067775","Ribas, O.S.",NA,"2009","02",NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA
"81","2020-12-21 16:15:06-03","MBM","MBM","168861","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Imaguire, N.","2256","1969","10","14","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Capítulos creme.; Campo úmido.","MBM168861","MBM168861","Hatschbach, G.","Fazenda Experimental da Escola de Agronomia.","1994",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"82","2020-12-21 16:15:06-03","MBM","MBM","33976","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.","11592","1964","09","27","Southern America","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Subarbusto, capítulos creme.; Zona de campo, locais brejosos.","MBM033976","MBM033976","Hatschbach, G.",NA,"1994","10",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"83","2020-12-21 16:15:06-03","MBM","MBM","16272","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Guimarães, O.; Guimarães, O.","24775","1970","09","26","Southern America","Brazil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,"Arbusto, 1 m, capítulo creme.; Brejo.","MBM016272","MBM016272","Hatschbach, G.","Rio Jeronimo.","1971","01",NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA
"84","2020-12-21 16:15:06-03","MBM","MBM","384564","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Dunaiski Jr.; A.","2044","2003","03","15","Southern America","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM384564","MBM384564","Cordeiro, J.","Araçatuba","2012",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA
"85","2020-12-21 16:15:06-03","MBM","MBM","296901","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Dunaiski Jr, A.","2044","2003","03","15","Southern America","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375","1200","1200",NA,"Erva de 80 cm.; Campo.","MBM296901","MBM296901","Ribas, O.S.","Morro do Araçatuba","2005","08",NA,NA,NA,NA,"25","25228","auto",NA,NA,NA,NA
"86","2020-12-21 16:15:06-03","MBM","MBM","215069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1992","1997","09","18","Southern America","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Subarbusto, 50 cm, capítulos creme. Feminino.; Campo de altitude, solo turfoso, úmido.","MBM215029","MBM215029","Hatschbach, G.","Serra de Papanduva","1997",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA
"87","2020-12-21 16:15:06-03","MBM","MBM","298658","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78287","2004","10","21","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Sublenhosa, ereta, 50 cm, capítulo creme.; Campo, solo turfoso e úmido.","MBM298658","MBM298658","Hatschbach, G.",NA,"2004",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA
"88","2020-12-21 16:15:06-03","MBM","MBM","118553","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Rossato, M.","s.n.","1987","09","13","Southern America","Brazil","Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793","850","850",NA,"Arbusto.; Beira de mata.","MBM118553","MBM118553","Robinson, H.",NA,"1987","11",NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA
"89","2020-12-21 16:15:06-03","MBM","MBM","299588","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Velho, A.","s.n.","2000","09","30","Southern America","Brazil","Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793","850","850",NA,"Próximo a banhado.","MBM299588","MBM299588","Ribas, O.S.",NA,"2005","03",NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA
"90","2020-12-21 16:15:06-03","MBM","MBM","33957","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Reitz, P.R.","5360","1953","01","27","Southern America","Brazil","Santa Catarina","Mafra","-49.8053016662598","-26.111400604248","750","750",NA,"Banhado.","MBM033957","MBM033957","Cabrera, A.L.",NA,"1957",NA,NA,NA,NA,NA,NA,"66490","auto",NA,NA,NA,NA
"91","2020-12-21 16:15:06-03","MBM","MBM","262602","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72572","2001","11","10","Southern America","Brazil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328","1200","1200",NA,"Ereta, capítulo creme, feminina.; Campo limpo, seco.","MBM262602","MBM262602","Ribas, O.S.",NA,"2001","12",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"92","2020-12-21 16:15:06-03","MBM","MBM","262603","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72574","2001","11","10","Southern America","Brazil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328","1200","1200",NA,"Ereta, capítulo creme, masculina.; Campo limpo, seco.","MBM262603","MBM262603","Ribas, O.S.",NA,"2001","12",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"93","2020-12-21 16:15:06-03","MBM","MBM","172742","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61670","1995","02","16","Southern America","Brazil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484","1000","1000",NA,"Subarbusto, 50 cm, capítulos creme.; Campo de altitude, brejo.","MBM172742","MBM172742","Hatschbach, G.",NA,"1995",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"94","2019-11-01 15:27:58-03","PUC-RIO","FCAB","0851","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","P.E. Leite S.J.","s.n.","1945","10",NA,NA,"Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"000851",NA,"G. Heiden",NA,"2007","08",NA,NA,NA,NA,"23","21048","auto",NA,NA,NA,NA
"95","2015-09-04 05:25:24-03","MNHN","RECOLNAT_MNHN_P","P02697635","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","weirii",NA,"Baccharis weirii","Baker","Smith, L.B.|Reitz, P.R.",NA,"1964","10","13",NA,"Brasil","Santa Catarina","Irani",NA,"-26.95","700","900","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02697635' target='other'> <mi>dwc_moreinfo</mi></a>","P02697635","P02697635_01",NA,". Irani, Santa Catarina, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12461",NA,NA,NA
"96","2020-10-01 14:15:15-03","JBB","HEPH","17412","S","Plantae","Dicotyledon","Asterales","Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M.Barroso","Hatschbach, G","72572","2001","11","10","Southern America","Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328","120","120",NA,NA,NA,NA,"Ribas, OS","Fazenda Morro Alto no Distrito de Perico",NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"97","2020-12-11 11:32:24-03","UFMG","BHCB","70670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M.Barroso, G.M.Barroso","Hatschbach, G; Cervi, AC; Barbosa, E","72572","2001","11","10","Southern America","Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328","1200","1200",NA,"Campo limpo, seco. Ereta. Capítulo creme, feminino.",NA,NA,NA,"Distrito de Pericó, Fazenda Morro Alto",NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"98","2020-12-11 11:32:24-03","UFMG","BHCB","43917","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","megapotamica","weirii","Baccharis megapotamica weirii","(Baker) G.M.Barroso, G.M.Barroso","Silva, JM; Cordeiro, J; Poliquesi, CB","1992","1997","09","18","Southern America","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Campo de altitude. Solo turfoso, úmido. Subarbusto 0,5m. Flor creme, feminina.",NA,NA,NA,"Serra Papanduva.",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA
