"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2019-08-27 13:31:26-03","IAP","PACA-AGP","102489","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","30","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA102489",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 9, planta 127&nf;alt.: 0,50 m&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"12","2019-08-27 13:31:26-03","IAP","PACA-AGP","102490","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","31","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA102490",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 9, planta 116&nf;alt.: 0,33m&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"13","2019-08-27 13:31:26-03","IAP","PACA-AGP","102492","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","Molz, M.","2017","04","03","Sonego, R.C. et al.","2004","09","13","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA102492",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 1, planta 24&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"14","2019-08-27 13:31:26-03","IAP","PACA-AGP","101598","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","Molz, M.","2017","04","03","Sonego, R.C. et al.","2004","09","13","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA101598",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA",NA,"P: 11&nf;PL: 14 Habitat: interior da mata Ecossistema: Floresta Ombrófila Mista",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"15","2019-08-27 13:31:26-03","IAP","PACA-AGP","101596","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","09","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA101596",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 1, planta 57&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"16","2019-08-27 13:31:26-03","IAP","PACA-AGP","98391","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","09","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA098391",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 1, planta 49&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"17","2019-08-27 13:31:26-03","IAP","PACA-AGP","101597","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","30","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA101597",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 9, planta 13&nf;alt.: 0,18 m&nf;juvenil Habitat: interior de mata Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"18","2019-08-27 13:31:26-03","IAP","PACA-AGP","102487","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","30","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA102487",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 7, planta 101&nf;alt.: 1,27 m&nf;juvenil Habitat: são francisco de paula Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"19","2019-08-27 13:31:26-03","IAP","PACA-AGP","101599","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","Molz, M.","2017","04","03","Sonego, R.C. et al.","2004","08","23","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA101599",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 4, planta 16&nf;alt.: 1,29m&nf;juvenil Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"20","2019-08-27 13:31:26-03","IAP","PACA-AGP","102488","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","09","13","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA102488",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 11, planta 45&nf;juvenil&nf;alt.: 0,68m Habitat: interior de floresta Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","76715","auto",NA,NA
"21","2019-08-27 13:31:26-03","IAP","PACA-AGP","98440","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral",NA,NA,NA,NA,"Sonego, R.C. et al.","2004","08","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA098440",NA,"Magnoliophyta","Myrtales",NA,NA,"FLONA.",NA,"parcela 3, planta 86&nf;juvenil Habitat: são francisco de paula Ecossistema: FLORESTA OMBRÓFILA MISTA",NA,NA,NA,"Magnoliatae","10287","auto",NA,NA
"22","2019-08-27 13:31:26-03","IAP","PACA-AGP","94401","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","M. Sobral","1992","12",NA,"J. A. Jarenkow","1992","12","05","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"PACA094401",NA,"Magnoliophyta","Myrtales","2233",NA,"Perdida",NA,"HASU 5943&nf;PEL 13981&nf;6-8 m alt. Habitat: Em mata Atlântica de encosta Fenofase: flores brancas Hábito: arvoreta",NA,NA,NA,"Magnoliatae","20837","auto",NA,NA
"23","2019-01-17 11:26:40-02","PUCRS","MPUC","20887","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","M.. Sobral","1992","01","01",NA,"1992","12","05","Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,NA,"Myrtales",NA,"South America","Perdida",NA,"Em Mata Atlantica de encosta",NA,NA,NA,"Magnoliopsida","12766","auto","2233","1"
"24","2020-10-14 10:03:27-03","FURB","FURB","34958","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M","2010",NA,NA,"Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","09","22","Brasil","Santa Catarina","Praia Grande","-49.9525","-29.1594444","-49.9525000","-29.1594444","FURB02502","FURB02502",NA,NA,"5923",NA,"Fortaleza.",NA,"Voucher estéril IFFSC 04 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto;",NA,"323","323",NA,NA,NA,NA,NA
"25","2020-10-14 10:03:27-03","FURB","FURB","64343","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.","2018","11","10","Funez, L.A.; Ribeiro-Nardes, W., Comin, M.","2018","11","10","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1463889","-49.6133333","-28.1463889","FURB64343","FURB64343",NA,NA,"8260",NA,"Santa Bárbara, estrada para a cascatinha. Parque Nacional de São Joaquim",NA,"Frutos imaturos verdes Habitat: Borda da floresta Habito: Arbusto",NA,"1400","1400",NA,NA,NA,NA,NA
"26","2020-10-14 10:03:27-03","FURB","FURB","64369","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.","2019","04","30","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","2019","01","25","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1463889","-49.6133333","-28.1463889","FURB64369","FURB64369",NA,NA,"8657",NA,"Santa Bárbara, estrada para a cascatinha. Parque Nacional de São Joaquim",NA,"Flores brancas Habitat: Floresta ripária Habito: Arbusto",NA,"1400","1400",NA,NA,NA,NA,NA
"27","2020-10-14 10:03:27-03","FURB","FURB","64378","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Funez, L.A.","2019","01","25","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","2019","01","25","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1461111","-49.6133333","-28.1461111","FURB64378","FURB64378",NA,NA,"8645",NA,"Parcela TNR-1300 (PELD-PPBio). Parque Nacional de São Joaquim",NA,"Flores brancas Habitat: Floresta ripária Habito: Arbusto",NA,"1300","1300",NA,NA,NA,NA,NA
"28","2021-03-24 16:38:37-03","FURB","FURB","67376","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral",NA,NA,NA,NA,"Funez, L.A.; Ribeiro-Nardes, W., Cunha, K.M.","2020","01","24","Brasil","Santa Catarina","Urubici","-49.6291667","-28.1438889","-49.6291667","-28.1438889","FURB67376","FURB67376",NA,NA,"9548",NA,"Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim",NA,"Flores brancas Habitat: Borda da floresta Habito: Arbusto",NA,"1364","1364",NA,NA,NA,NA,NA
"29","2021-03-16 17:53:57-03","UCS","HUCS","18719","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(Berg.) Sobral","Molz, M.","2017","05","15","Wasum, R.A.","1995","12","14","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Myrtales","s.n.",NA,"Floresta Nacional",NA,"interior da mata",NA,"830","830",NA,"76715","auto",NA,NA
"30","2021-03-16 17:53:57-03","UCS","HUCS","40913","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(Berg.) Sobral","Seger, G.D.S.",NA,NA,NA,"Seger, G.D.S.","2009","01","10","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Myrtales","687",NA,"Floresta Nacional - FLONA -SFP",NA,"flores, ca. de 2m ICN 183553; interior mata nativa",NA,"923","923",NA,"76715","auto",NA,NA
"31","2021-03-16 17:53:57-03","UCS","HUCS","10339","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(Berg.) Sobral","Molz, M.","2017","05","15","Wasum, R.A.","1994","12","16","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Myrtales","s.n.",NA,"Floresta Nacional I",NA,"arbusto; interior da mata",NA,"850","850",NA,"76715","auto",NA,NA
"32","2021-03-16 17:53:57-03","UCS","HUCS","13407","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(Berg.) Sobral","Molz, M.","2017","05","15","Wasum, R.A.","1996","01","10","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Myrtales","s.n.",NA,"Floresta Nacional II",NA,"interior da mata",NA,"850","850",NA,"76715","auto",NA,NA
"33","2021-03-16 17:53:57-03","UCS","HUCS","12047","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(Berg.) Sobral","Molz, M.","2017","05","15","Wasum, R.A.","1996","01","10","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Myrtales","s.n.",NA,"Floresta Nacional II",NA,"interior da mata",NA,"850","850",NA,"76715","auto",NA,NA
"34","2021-03-16 17:53:57-03","UCS","HUCS","11192","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(Berg.) Sobral","Gonzatti, F.; Kriger, W.","2014","06","18","Wasum, R.A.","1995","12","14","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Myrtales","s.n.",NA,"Floresta Nacional II",NA,"interior da mata",NA,"800","800",NA,"76715","auto",NA,NA
"35","2020-12-21 16:36:59-03","MBM","MBM","173330","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.",NA,NA,NA,"Wasum, R.; et al.; et al.","1994","12","16","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM173330","MBM173330",NA,NA,"10339","Southern America","Floresta Nacional I",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"36","2020-12-21 16:36:59-03","MBM","MBM","216662","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.",NA,NA,NA,"Wasum, R.; et al.; et al.","1996","01","10","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM216662","MBM216662",NA,NA,"12047","Southern America","Floresta Nacional II",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"37","2020-12-21 16:36:59-03","MBM","MBM","199841","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.","1992","12","05","Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"MBM199841","MBM199841",NA,NA,"2233","Southern America","Perdida",NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA
"38","2020-12-21 16:36:59-03","MBM","MBM","407967","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Gonzatti, F.; Kriger, V.","2014","06","18","Wasum, R.","1995","12","14","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM407967","MBM407967",NA,NA,"s.n.","Southern America","Floresta Nacional II",NA,"Interior da mata.",NA,"800","800",NA,"76715","auto",NA,NA
"39","2020-12-21 16:36:59-03","MBM","MBM","238403","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O.Berg) Sobral","Sobral, M.",NA,NA,NA,"Wasum, R.; et al.; et al.","1996","01","10","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM238403","MBM238403",NA,NA,"13407","Southern America","Floresta Nacional I",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"40","2020-12-21 16:36:59-03","MBM","MBM","275727","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D.Legrand","Smith, S.F.",NA,NA,NA,"Wasum, R.","1995","12","14","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM275727","MBM275727",NA,NA,"s.n.","Southern America","Floresta Nacional",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"41","2020-12-21 16:36:59-03","MBM","MBM","91752","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D.Legrand","Sobral, M.",NA,NA,NA,"Sobral, M.","1984","01",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"MBM091752","MBM091752",NA,NA,"2861","Southern America","Faxinal",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"42","2020-12-21 16:36:59-03","MBM","MBM","374486","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D.Legrand","Peron, M.","1988","06","20","Mattos, A.","1949","02","13","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM374486","MBM374486",NA,NA,"s.n.","Southern America",NA,NA,NA,"HOLOTYPE",NA,NA,NA,"76715","auto",NA,NA
"43","2019-03-29 10:41:33-03","UFSM","HDCF","4737","S","Plantae","Myrtaceae","Myrceugenia","foveolata","Myrceugenia foveolata","(O. Berg) Sobral","Figueira, M.","2015","04","14","Longhi, S. J.","1997","11","11","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"América","FLONA",NA,"Frutos marrom-escuro",NA,NA,NA,NA,"76715","auto",NA,NA
"44","2020-09-12 05:00:02-03","US","US","3358048","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D. Legrand",NA,NA,NA,NA,"R. Wasum & et al.","1996","1","10","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"US01891523","US01891523_01 US01891523_02",NA,"Myrtales","s.n.","South America - Neotropics","Floresta Nacional II",NA,NA,NA,"800",NA,"Dicotyledonae","76715","auto",NA,"1"
"45","2020-09-12 05:00:02-03","US","US","3379791","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D. Legrand",NA,NA,NA,NA,"R. Wasum","1996","1","10","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"US01891521","US01891521_01 US01891521_02",NA,"Myrtales","s.n.","South America - Neotropics","Fl. Nacional I",NA,NA,NA,NA,NA,"Dicotyledonae","76715","auto",NA,"1"
"46","2020-09-12 05:00:02-03","US","US","3358029","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D. Legrand",NA,NA,NA,NA,"R. Wasum","1996","1","10","Brazil","Minas Gerais","São Francisco de Paula","-44.9852981567383","-20.7099990844727",NA,NA,"US01891522","US01891522_01 US01891522_02",NA,"Myrtales","s.n.","South America - Neotropics","Florestal Nacional - I",NA,NA,NA,"800",NA,"Dicotyledonae","15684","auto",NA,"1"
"47","2020-09-12 05:00:02-03","US","US","3298509","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D. Legrand",NA,NA,NA,NA,"R. Wasum","1994","12","16","Brazil","Minas Gerais","São Francisco de Paula","-44.9852981567383","-20.7099990844727",NA,NA,"US01891525","US01891525_01 US01891525_02",NA,"Myrtales","s.n.","South America - Neotropics","Florestal Nacional - I",NA,NA,NA,"850",NA,"Dicotyledonae","15684","auto",NA,"1"
"48","2020-09-12 05:00:02-03","US","US","3320776","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","leptocalyx","Myrceugenia leptocalyx","D. Legrand",NA,NA,NA,NA,"R. Wasum","1995","12","14","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"US01891524","US01891524_01 US01891524_02",NA,"Myrtales","s.n.","South America - Neotropics","Floresta Nacional II",NA,NA,NA,NA,NA,"Dicotyledonae","76715","auto",NA,"1"
