"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","class","order","individualCount","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","previousCatalogNumber"
"52","2020-12-21 16:38:37-03","MBM","MBM","321631","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Lemos, J.V.","2010","11","08","Borgo, M.; et al.; et al.","2003","04","14","Brazil","Paraná","Guaraqueçaba","Reserva Natural Itaqui do Rio do Poço","-48.3288993835449","-25.3066997528076","37295","Epífita a 2m do solo, flor alva com labelo lilás. Em floresta inundável","MBM321631","auto",NA,NA,NA,NA,"s.n.","Southern America",NA,"MBM321631",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:38:37-03","MBM","MBM","838","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1966","02","01","Brazil","Paraná","Morretes","Estrada da Graciosa, Boa Vista","-48.834400177002","-25.476900100708","30514","Epífita.","MBM000838","auto",NA,NA,NA,NA,"13660","Southern America",NA,"MBM000838",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:37-03","MBM","MBM","399519","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Bonaldi, R.A.","2014",NA,NA,"Bonaldi, R.A.","2014","02","01","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637","24916","Epífita, flor com cores brancas e labelo roxo.; Floresta Ombrófila Densa das Terras Baixas.","MBM399519","auto",NA,NA,NA,NA,"952","Southern America",NA,"MBM399519",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:38:37-03","MBM","MBM","46105","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1976","02","28","Brazil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637","24916","Epífita.","MBM046105","auto",NA,NA,NA,NA,"38103","Southern America",NA,"MBM046105",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:37-03","MBM","MBM","49973","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Hoehne, F.C.",NA,NA,NA,"Hatschbach, G.","1951","04","30","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637","24916","Epífita.","MBM049973","auto",NA,NA,NA,NA,"2250","Southern America",NA,"MBM049973",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:38:37-03","MBM","MBM","390767","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Ariati, V.","2014","04","01","Ariati, V.; Daniel, V.; Roher, D.; Daniel, V.; Roher, D.","2012",NA,NA,"Brazil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621","22441","Epífita, flor rosa, labelo roxo. Cultivada até florir em 01-04-14.; Floresta Ombrófila Densa.","MBM390767","auto",NA,NA,NA,NA,"956","Southern America",NA,"MBM390767",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:38:37-03","MBM","MBM","395242","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Engels, M.E.","2013","02","19","Engels, M.E.; Ferneda Rocha, L.C.; Michelon, C.; Ferneda Rocha, L.C.; Michelon, C.","2013","02","19","Brazil","Paraná","Adrianopólis","Parque Estadual das Lauráceas, trilha da Gruta do Leão ou do Filho do Darci","-48.9911003112793","-24.6571998596191","49901","Humícola. Pseudobulbos e folhas verdes. Flores vináceas, labelo mais escuro.; Em afloramento rochoso.","MBM395242","auto",NA,NA,NA,NA,"1064","Southern America",NA,"MBM395242",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:38:37-03","MBM","MBM","84378","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.",NA,NA,NA,NA,"Hatschbach, G.","1983","04","08","Brazil","Paraná","Antonina","Rio do Cedro","-48.7118988037109","-25.4286003112793","38300","Epífita.","MBM084378","auto",NA,NA,NA,NA,"46850","Southern America",NA,"MBM084378",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:38:37-03","MBM","MBM","6252","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1968","03","08","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076","37295","Epífita.","MBM006252","auto",NA,NA,NA,NA,"18687","Southern America",NA,"MBM006252",NA,NA,NA,NA,NA,NA,NA
"61","2015-09-03 19:31:52-03","MNHN","RECOLNAT_MNHN_P","P00447573","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Cogniaux",NA,NA,NA,"Puiggari, J.I.","1885","3",NA,"Brésil",NA,NA,"Apiahy",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447573' target='other'> <mi>dwc_moreinfo</mi></a>","P00447573",NA,NA,NA,NA,NA,NA,NA,"hb","P00447573_01",NA,NA,NA,NA,"III 2062",NA,NA
"62","2015-09-03 19:31:52-03","MNHN","RECOLNAT_MNHN_P","P00447574","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Pabst",NA,NA,NA,"Hatschbach, G.","1966","2","1","Brésil",NA,NA,"Parana : Municipalite Morretes : Estrada Graciosa, Boa Vista",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447574' target='other'> <mi>dwc_moreinfo</mi></a>","P00447574",NA,NA,NA,NA,NA,NA,NA,"hb","P00447574_01",NA,NA,NA,NA,"13660",NA,NA
"63","2015-09-03 19:31:52-03","MNHN","RECOLNAT_MNHN_P","P00447575","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Kraenzlin",NA,NA,NA,"Dusén, P.","1909","3","25","Brésil",NA,NA,"Parana : Parto de Cima",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447575' target='other'> <mi>dwc_moreinfo</mi></a>","P00447575",NA,NA,NA,NA,NA,NA,NA,"hb","P00447575_01",NA,NA,NA,NA,"7896",NA,NA
"64","2015-09-03 19:31:52-03","MNHN","RECOLNAT_MNHN_P","P00447576","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Cogniaux",NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447576' target='other'> <mi>dwc_moreinfo</mi></a>","P00447576",NA,NA,NA,NA,NA,NA,NA,"hb","P00447576_01",NA,NA,NA,NA,"B1 1485",NA,NA
"65","2015-09-03 19:31:52-03","MNHN","RECOLNAT_MNHN_P","P00447577","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Cogniaux",NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447577' target='other'> <mi>dwc_moreinfo</mi></a>","P00447577",NA,NA,NA,NA,NA,NA,NA,"hb","P00447577_01",NA,NA,NA,NA,"B1 1485",NA,NA
"66","2015-09-04 03:54:46-03","MNHN","RECOLNAT_MNHN_P","P00447578","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Cogniaux",NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Saint-Paul",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447578' target='other'> <mi>dwc_moreinfo</mi></a>","P00447578",NA,NA,NA,NA,NA,NA,NA,"hb","P00447578_01",NA,NA,NA,NA,"C2 1485",NA,NA
"67","2015-09-24 12:50:36-03","MNHN","RECOLNAT_MNHN_P","P00447579","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, A.F.","1869","2","23","Brésil",NA,NA,"Brésil",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447579' target='other'> <mi>dwc_moreinfo</mi></a>","P00447579",NA,NA,NA,NA,NA,NA,NA,"hb","P00447579_01 P00447579_02",NA,NA,NA,NA,"II 265","syntype",NA
"68","2015-09-04 03:54:46-03","MNHN","RECOLNAT_MNHN_P","P00447580","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, A.F.","1869","2","23","Brésil",NA,NA,"Brésil",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447580' target='other'> <mi>dwc_moreinfo</mi></a>","P00447580",NA,NA,NA,NA,NA,NA,NA,"hb","P00447580_01 P00447580_02",NA,NA,NA,NA,"II 265","syntype",NA
"69","2005-03-25 10:40:06-03","MNHN","RECOLNAT_MNHN_P","P00447581","PreservedSpecimen",NA,"Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Regnell, A.F.","1877","4","12","Brésil",NA,NA,"Brésil",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447581' target='other'> <mi>dwc_moreinfo</mi></a>","P00447581",NA,NA,NA,NA,NA,NA,NA,"hb","P00447581_01",NA,NA,NA,NA,"III 265",NA,NA
"70","2020-12-11 11:44:46-03","UFMG","BHCB","168697","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb",NA,"1974",NA,NA,"Klein; Bresolin, AR","1973","02","20","Brasil","Santa Catarina","Águas Mornas",NA,"-48.823600769043","-27.6938991546631","26556","Tépalas cremes, labelo roxo e creme.; Epífito da mata.","BHCB012811","auto","Monocotyledon",NA,NA,NA,"10870","Southern America",NA,NA,"150","150",NA,NA,NA,NA,NA
"71","2020-12-11 11:44:46-03","UFMG","BHCB","31425","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb",NA,"1996","03",NA,"Lombardi, JA; Temponi, LG","1996","02","24","Brasil","Espírito Santo","Santa Teresa","Reserv. De Santa Lúcia, trilha às margens do Rio T","-40.6002998352051","-19.9356002807617","23813","folhas cartáceas, tépalas esverdeadas e rajadas de marrom, labelo de ápice roxo e base branca. Erva epífita","BHCB001437","auto","Monocotyledon",NA,NA,NA,"1105","Southern America",NA,"BHCB001437",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:20:58-03","UFPR","UPCB","49569","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Richb.f.","Giongo, C.","1999","05",NA,"Giongo, C.","1997","01","01","Brasil","Paraná","Guaraqueçaba","Fazenda Jurueri","-48.3288993835449","-25.3066997528076","37295","Epífita de pétalas e sépalas brancas, labelo lilás..",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","2833467","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb. f.","G. Pabst, 2 May",NA,NA,NA,"Per Dusén","1912","3","28","Brazil",NA,NA,"Serra do Mar, Porto de Cima in silva pirmaeoa as truncos arb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-11-24 14:11:54-02","UFLA","ESAL","22117","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Laércio Loures",NA,NA,NA,"Loures, L",NA,NA,NA,"Brasil","Minas Gerais","Santa Rita de Caldas","Pedra Rajada","-46.3367004394531","-22.028600692749","29392","; 3, m; ;",NA,"auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,"1","1",NA,NA,NA,NA,NA
"75","2019-11-07 11:44:53-03","FUVATES","HVAT","276","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","E. Freitas","2000","04","05","E. Freitas","2000","04","02","Brasil","Rio Grande do Sul","Estrela","Novo Paraíso.","-51.966389","-29.501944",NA,"Uma sépala faltando (caiu)","HVAT00000276",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"-51º57'59''W","-29º30'7''S",NA,NA,NA
"76","2019-06-10 10:11:22-03","FZB-BH","BHZB","9360","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii",NA,"R.C. Mota","2008","08","14","Santos, F.M.G.","2004","03","03","Brasil","MG","Belo Horizonte","FZBBH- Jardim Botânico -Coleção de Orquideas","-43.937801361084","-19.9207992553711","17082","Coleção viva nº 99042., cultivado",NA,"auto",NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2014-11-06 16:18:30-02","UFPB","EAN","5070","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","F.","L. P. Felix","1988","10","14","L. P. Felix ; G. V. Dornelas","1988","10","14","Brasil","Paraná",NA,NA,NA,NA,NA,"Erva; flores brancas. Cedida por David..Habitat: Epífita",NA,NA,NA,NA,NA,NA,"1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-11-06 16:18:30-02","UFPB","EAN","3111","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb. F.","L. P. Felix & G. V. Dornelas","1986","10","07","L. P. Felix ; G. V. Dornelas","1986","10","07","Brasil","São Paulo","São João do Rio Preto",NA,NA,NA,NA,"Herbácea; flor amarela com labelo roxo..Habitat: Epífita",NA,NA,NA,NA,NA,NA,"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","2104886","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"R. Reitz","1950","2","23","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00434488",NA,NA,"Monocotyledonae","Orchidales","1","3887","South America",NA,"US00434488_01",NA,NA,NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","209482","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"S. E. Henschen","1869","2","23","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00434490",NA,NA,"Monocotyledonae","Orchidales","1","252","South America - Neotropics",NA,"US00434490_01",NA,NA,NA,NA,NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2279672","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1954","3","18","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00434486",NA,NA,"Monocotyledonae","Orchidales","1","1757","South America",NA,"US00434486_01",NA,NA,NA,NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","2564304","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"G. Hatschbach","1967","4","13","Brazil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076","37295",NA,"US00478222","auto",NA,"Monocotyledonae","Orchidales","1","16326","South America",NA,"US00478222_01",NA,NA,NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","2141212","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"L. B. Smith","1952","2","23","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00434487",NA,NA,"Monocotyledonae","Orchidales","1","5771","South America",NA,"US00434487_01",NA,NA,NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2564570","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"G. Hatschbach & O. A. Guimarães","1967","3","19","Brazil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793","38300",NA,"US00434484","auto",NA,"Monocotyledonae","Orchidales","1","16187","South America",NA,"US00434484_01",NA,NA,NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2403432","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1959","1","27","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00434485",NA,NA,"Monocotyledonae","Orchidales","1","23619","South America",NA,"US00434485_01",NA,NA,NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","209492","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"A. F. Regnell","1845",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Orchidales","1","II 265","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA
"87","2020-09-12 05:00:02-03","US","US","2564519","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"G. Hatschbach","1966","2","1","Brazil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","30514",NA,"US00478239","auto",NA,"Monocotyledonae","Orchidales","1","13660","South America",NA,"US00478239_01",NA,NA,NA,NA,NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","3075233","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"R. Kummrow, J. M. Silva & F. J. Zelma","1986","5","6","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US00434483",NA,NA,"Monocotyledonae","Orchidales","1","2752","South America",NA,"US00434483_01",NA,NA,NA,NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","814610","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb. f.",NA,NA,NA,NA,"A. F. Regnell","1874","3","25","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00434489",NA,NA,"Monocotyledonae","Orchidales","1","265","South America - Neotropics",NA,"US00434489_01",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-25 13:53:06-03","UNIVILLE","JOI","15012","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Mancinelli, W. S.","2010","03","14","Mancinelli, W.S.","2010","03","14","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564","37150","; HABITO: Epífita","JOI015012","auto",NA,NA,NA,NA,"1169",NA,NA,NA,"300","300",NA,NA,NA,NA,NA
"91","2021-03-25 13:53:06-03","UNIVILLE","JOI","4444","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Hering-Rinnert, C.","2004","02","04","Brasil","Santa Catarina","São Francisco do Sul","CEPA - Vila da Glória.","-48.6380996704102","-26.2432994842529","23627","; HABITO: Epífita","JOI004444","auto",NA,NA,NA,NA,NA,NA,NA,NA,"20","20",NA,NA,NA,NA,NA
"92","2021-03-25 13:53:06-03","UNIVILLE","JOI","4443","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Hering-Rinnert, C.","2004","02","04","Brasil","Santa Catarina","São Francisco do Sul","CEPA Vila da Glória.","-48.6380996704102","-26.2432994842529","23627","; HABITO: Epífita","JOI004443","auto",NA,NA,NA,NA,NA,NA,NA,NA,"15","15",NA,NA,NA,NA,NA
"93","2021-03-25 13:53:06-03","UNIVILLE","JOI","4442","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.",NA,NA,NA,NA,"Hering-Rinnert, C.","2004","02","04","Brasil","Santa Catarina","São Francisco do Sul","CEPA Vila da Glória.","-48.6380996704102","-26.2432994842529","23627","; HABITO: Epífita","JOI004442","auto",NA,NA,NA,NA,NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA
"94","2019-10-07 09:20:05-03","UEFS","HUEFS","14297","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","L.P.de Queiroz",NA,NA,NA,"Cordeiro, J.","1991","01","03","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","30514",NA,"HUEFS0014297","auto","Angiospermae","Lilianae","Asparagales",NA,"729",NA,NA,"HUEFS0014297",NA,NA,NA,NA,NA,NA,NA
"95","2019-07-09 12:42:59-03","F","FMNH-SEEDPLANTS","V0434099F","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii",NA,"RRC ID Flag",NA,NA,NA,"P. Dusén","1909","3","25","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0434099F",NA,"Spermatophyta","Monocotyledoneae",NA,NA,"7896","South America",NA,"V0434099F_01 V0434099F_02","500",NA,NA,NA,"7896",NA,NA
"96","2019-07-09 12:42:59-03","F","FMNH-SEEDPLANTS","V0434100F","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii",NA,NA,NA,NA,NA,"J. A. Lombardi & L. G. Temponi","1996","2","24","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0434100F",NA,"Spermatophyta","Monocotyledoneae",NA,NA,"1105","South America",NA,"V0434100F_01",NA,NA,NA,NA,NA,NA,NA
"97","2019-07-09 12:42:59-03","F","FMNH-SEEDPLANTS","V0434101F","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii",NA,NA,NA,NA,NA,"G. G. Hatschbach","1967","3","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0434101F",NA,"Spermatophyta","Monocotyledoneae",NA,NA,"16187","South America",NA,"V0434101F_01",NA,NA,NA,NA,NA,NA,NA
"98","2019-01-25 15:43:46-02","IAC","IAC","37235","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","E. Borba","1999","03","09","R.B. Torres","1998","09","23","Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental","-47.8811","-24.715",NA,NA,NA,NA,NA,NA,NA,NA,"626",NA,NA,NA,NA,NA,"-47.8811","-24.7150",NA,NA,NA
"99","2019-04-02 09:32:20-03","URICER","HPBR","6144","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb. f.",NA,NA,NA,NA,"SCARIOT, C.","1998","01","06","Brasil","RS","Marcelino Ramos","ESTREITO AUGUSTO CÉSAR","-51.9063987731934","-27.4617004394531","18635",NA,"HPBR006144","auto",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-04 17:30:12-03","UEM","HUEM","20374","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Milaneze-Gutierre, MA","2011","03","18","Milaneze-Gutierre, MA","2011","03","18","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.591667","-24.35",NA,"Flores de coloração branca com labelo lilás.","HUEM000009579",NA,NA,NA,NA,NA,"s.n.",NA,NA,"HUEM000009579",NA,NA,"-50.591667","-24.35",NA,NA,NA
"101","2020-11-04 17:30:12-03","UEM","HUEM","21946","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Milaneze-Gutierre, MA","2011","08",NA,"Milaneze-Gutierre, MA","2011","08","06","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,"Herbácea; presença de flor.","HUEM000009576",NA,NA,NA,NA,NA,"s.n.",NA,NA,"HUEM000009576",NA,NA,"-50.583333","-24.35",NA,NA,NA
"102","2020-11-04 17:30:12-03","UEM","HUEM","22250","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Milaneze-Gutierre, MA","2012",NA,NA,"Milaneze-Gutierre, MA; colaboradores","2012","02","02","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,"Herbácea; cerca de 0,45m de altura; flores com labelo lilás","HUEM000009575",NA,NA,NA,NA,NA,"s.n.",NA,NA,"HUEM000009575",NA,NA,"-50.583333","-24.35",NA,NA,NA
"103","2020-11-04 17:30:12-03","UEM","HUEM","22345","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Milaneze-Gutierre, MA","2012","03",NA,"Milaneze-Gutierre, MA; colaboradores","2012","03","01","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,"Herbácea, epífita; cerca de 35cm de altura; flores de coloração amarela, com labelo lilás.","HUEM000009577",NA,NA,NA,NA,NA,"s.n.",NA,NA,"HUEM000009577",NA,NA,"-50.583333","-24.35",NA,NA,NA
"104","2020-11-04 17:30:12-03","UEM","HUEM","19599","S","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Milaneze-Gutierre, MA",NA,NA,NA,"Milaneze-Gutierre, MA","2008","04","10","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621","22441","Flores presentes","HUEM000009578","auto",NA,NA,NA,NA,"s.n.",NA,NA,"HUEM000009578",NA,NA,NA,NA,NA,NA,NA
"105","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000534099","S","Plantae","Orchidaceae","Miltonia","regnelli","Miltonia regnelli","Rchb.f.",NA,NA,NA,NA,"John Miers; b.1789; d.1879; Miers",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"NHMUK:ecatalogue:4651473"
"106","2020-11-12 16:58:10-03","UEL","FUEL","3978","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","regnellii","Miltonia regnellii","Rchb.f.","Hatschbach, G",NA,NA,NA,"Kummrow, R","1986","05","06","Brasil","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465","55154",NA,NA,"auto","Tracheophyta",NA,"Asparagales",NA,"2752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
