"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"23","2021-04-05 14:33:25-03","UNESC","CRI","8359","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Vanilde Citadini- Zanette",NA,NA,NA,"Rosimar Tertuliano da Silva",NA,"2006","01","01","Brasil","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58",NA,"CRI006532","CRI006532","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:25:08-03","UNESC","CRI","731","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.",NA,NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1081","1991","07","27","Brasil","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI006543","CRI006543","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:25-03","UNESC","CRI","5148","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.","V. C. Zanette",NA,NA,NA,"V. Citadini-Zanette; V. Boff & A. Gozçe.","2301","1996","09","20","Brasil","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","48","48","Habito: arvoreta","CRI006549","CRI006549","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:25:08-03","UNESC","CRI","12406","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Verdi, M","2009","12","01","Verdi, M; Hasckel, RP & Klemz, G","1479","2009","01","28","Brasil","Celso Ramos","Linha Silva","-51.3025","-27.675","51º18'9''W","27º40'30''S",NA,NA,"Doação Herbário FURB (11569)","CRI010613","CRI010613","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:33:25-03","UNESC","CRI","3795","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Marcos Sobral",NA,NA,NA,"Zenaide P. Topanotti",NA,"1995","08","28","Brasil","Siderópolis",NA,"-49.424722","-28.598333","49º25'29''W","28º35'54''S","111","111","Habito: árvore","CRI006550","CRI006550","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:25:08-03","UNESC","CRI","1099","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Vanilde Citadini- Zanette",NA,NA,NA,"Clair Maria Martinello; Aurélio José de Aguiar",NA,"1992","01","10","Brasil","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI006544","CRI006544","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:37:10-03","E","E","293785","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis",NA,NA,NA,NA,NA,"Souza, V.C.","5012","1994","01","11","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00293785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00293785",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:308529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:37:10-03","E","E","293787","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra",NA,NA,NA,NA,NA,"Ganev, Wilson","2641","1993","12","15","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00293787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00293787",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:308537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:37:10-03","E","E","285334","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra",NA,NA,NA,NA,NA,"Gardner, George","472","1905","01","11","BR",NA,"Organ Mountains",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00285334 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00285334",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:293508","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:37:10-03","E","E","187326","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra",NA,NA,NA,NA,NA,"Vlastimil, Z. & Jaramillo, J.","2340","1987","08","01","EC",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00187326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00187326",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:193882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-23 10:37:10-03","E","E","285333","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra",NA,NA,NA,NA,NA,"Gardner, George","472","1905","01","09","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00285333 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00285333",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:293505","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","381786","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis bracteata","Meisn.",NA,NA,NA,NA,"A. L. P. d. S. Manso","65",NA,NA,NA,"Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=306929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00381786","NY00381786_01",NA,"bracteata","South America","sheet",NA,"lectotype","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","381787","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis reticulata","Meisn.",NA,NA,NA,NA,"C. F. P. von Martius","80",NA,NA,NA,"Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=253170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00381787","NY00381787_01",NA,"reticulata","South America","sheet",NA,"lectotype","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00955424","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.",NA,NA,NA,NA,"G. Martinelli","10816","1985","05","02","Brazil","Itamonte","Parque Nacional de Itatiaia, esrada para Agulhas Negras","-44.65833","-22.35833",NA,NA,"1550","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1027604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955424","NY00955424_01","Minas Gerais",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","413501","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.","G. Grimes",NA,NA,NA,"G. T. Prance","30131","1987","01","24","Brazil","Resende","Engo. Passos-Itamonte","-44.75","-22.38",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413501","NY00413501_01","Rio de Janeiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","413502","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","s.n.","1934","12","14","Brazil","Sao Paulo","Capital, Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413502","NY00413502_01","São Paulo",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","777189","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.",NA,NA,NA,NA,"V. C. Souza","5012","1994","01","11","Brazil","Aguas da Prata","Estrada de Aguas da Prata - Sao Roque da Fartura","-46.7","-21.8497",NA,NA,"1460","1460","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777189","NY00777189_01","São Paulo",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","413505","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.",NA,NA,NA,NA,"G. Martinelli","4072","1978","03","17","Brazil",NA,"Divisa do municipio de Rio Claro e Mangaratiba",NA,NA,NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413505","NY00413505_01","Rio de Janeiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 02:40:00-03","NY","NYBG","413507","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis",NA,"A. H. Gentry",NA,NA,NA,"A. H. Gentry","44792","1984","01","29","Bolivia","Nor Yungas","Sacramento Valley of Rio Coroico, 10 km NE of Chuspipata on Coroico road. Transect 3","-67.8","-16.3",NA,NA,"2450","2450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413507",NA,"La Paz",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","413503","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.",NA,NA,NA,NA,"E. Pereira","4860","1958","12","23","Brazil","Rio de Janeiro","Guanabara, Mesa do Imperador","-43.257779","-22.970378",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413503","NY00413503_01","Rio de Janeiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","413504","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.","P. K. H. Dusén",NA,NA,NA,"G. Jönsson","319a","1914","05","11","Brazil","Jaguariaíva","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413504","NY00413504_01","Paraná",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"44","2016-09-27 01:03:00-03","NY","NYBG","413508","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis",NA,NA,NA,NA,NA,"D. E. Melin","220","1925","07","15","Peru",NA,"Roque",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413508",NA,"San Martín",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","476196","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis","Cham. & Schltdl.","J. C. Gomes",NA,NA,NA,"J. C. Gomes","1646","1964","03","18","Brazil","Campos do Jordao","Vale do rio Coxim Areal","-45.6167","-22.8",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476196","NY00476196_01","São Paulo",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","381785","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis bracteata","Meisn.",NA,NA,NA,NA,"J. B. E. Pohl","3862",NA,NA,NA,"Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=306928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00381785","NY00381785_01",NA,"bracteata","South America","sheet",NA,"syntype","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","413506","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis reticulata","Meisn.","W. Hoehne",NA,NA,NA,"F. C. Hoehne","s.n.","1934","01","25","Brazil","Itu","Itú, Mata do Governo","-47.29","-23.2603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=253169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413506","NY00413506_01","São Paulo","reticulata","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","406364","PreservedSpecimen","Plantae","Clethraceae","Clethra","brasiliensis","Clethra brasiliensis reticulata","Meisn.",NA,NA,NA,NA,"L. Riedel","15","1829",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=253171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00406364","NY00406364_01","Rio de Janeiro","reticulata","South America","sheet",NA,"syntype","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","306278","PreservedSpecimen","Plantae","Clethraceae","Clethra","scabra","Clethra scabra","Pers.","M. H. Nee",NA,NA,NA,"M. H. Nee","49402","1998","05","17","Bolivia","Florida","10.5 km by road to the antennas of Cerro Sillar, from turnoff at Bermejo of Santa Cruz-Samaipata highway.","-63.58","-18.13",NA,NA,"1450","1525","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=87933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306278",NA,"Santa Cruz",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
