"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"727","2021-03-01 16:43:07-03","UNICAMP","UEC","180315","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Scatigna, AV","314","2012","12","03",NA,"Brazil","Minas Gerais",NA,NA,"Árvore ca. 2,5m. Flor amarela.","UEC086802","Magnoliopsida",NA,"Mart.","Scatigna, AV","Parque Estadual da Serra do Cabral. Subida da Serra. Cerrado.","UEC086802","Joaquim Felício","-44.191944","-17.710556",NA,NA,NA,NA,NA,"-44.191944","-17.710556",NA,NA,NA,NA,NA,NA,NA,NA
"728","2021-03-01 16:43:07-03","UNICAMP","UEC","185046","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Saka, MN; Lombardi, JA; Campos-Rocha, A","558","2014","12","13",NA,"Brazil","Mato Grosso",NA,NA,"Árvore ca. 6m altura, folhas coriáceas, verdes discolores, sépals verdes, pétalas amarelas. Presado em álcool.","UEC104939","Magnoliopsida",NA,"Mart.","Shimizu, GH","Vale dos Sonhos. Mirante para Vale dos Sonhos. Acesso pela BR-158, trechoBarra do Garças - Nova Xavantina, após o distrito de Vale dos Sonhos. Cerrado.","UEC104939","Barra do Garças","-52.228528","-15.370556",NA,NA,NA,NA,NA,"-52.228528","-15.370556","2015","04",NA,NA,NA,NA,NA,NA
"729","2021-03-01 16:43:07-03","UNICAMP","UEC","201161","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Martinelli, G; Moraes, MA; Fernandez, EP; Pougy, N","16808","2010","07","03",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Arvoreta, 4-5m, frequente; folhas verdes discolores; flores com cálice verde, corola amarela, botões florais verde amarelados; frutos passados nigrescentes.; Floresta ombrófila com trechos de floresta estacional sobre aloramentos cal","UEC159807","Magnoliopsida",NA,"Mart.","Guimarães, EF; Mendes, T","Fazenda Alto Salobra, próximo aos limites do PARNA da Serra da Bodoquena, estrada para Fazenda Califórnia.","UEC159807","Porto Murtinho","-56.675833","-20.920833",NA,NA,NA,NA,NA,"-56.675833","-20.920833","2015","03","23",NA,NA,NA,NA,NA
"730","2021-03-01 16:43:07-03","UNICAMP","UEC","191509","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Oliveira, JA; et al.","523","2014","11","27",NA,"Brazil","Goiás",NA,NA,"Árvore, ca. 2,5m alt. Folhas discolores, inflorescência e botões florais verdes. Pouco frequente. Terrestre.; Cerrado denso, com predomínio de vegetação arbórea/arbustiva. Árvores alcançando até aproximadamente 6m de altura. Solo are","UEC137348","Magnoliopsida",NA,"Mart.","Shimizu, GH","Margem da Rodovia GO-132. Parte da área apresentava indícios de fogo recente.","UEC137348","Niquelândia","-48.081389","-14.383056","576","576",NA,NA,NA,"-48.081389","-14.383056","2017","05",NA,NA,NA,NA,NA,NA
"731","2021-03-01 16:43:07-03","UNICAMP","UEC","193364","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Monge, M; Delfini, C; Rigon, J","1754A","2013","06","24",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore, ca. 3 m alt., anteras amarelas.; Cerrado, beira de estrada.","UEC155552","Magnoliopsida",NA,"Mart.","Monge, M",". Entre Casa Verde e Nova Alvorada do Sul.&nf;Rodovia BR 267, km 181, beira da estrada","UEC155552","Nova Andradina","-53.732556","-21.612972","370","370",NA,NA,NA,"-53.732556","-21.612972",NA,NA,NA,NA,NA,NA,NA,NA
"732","2021-03-01 16:43:07-03","UNICAMP","UEC","195567","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Martinelli, G; Moraes, MA; Quinet, A","16731","2010","11","30",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Arvoreta, 8m; folhas verdes marcadamente discolores; flores com cálice verde, corola amarela, botões florais verdes.; Floresta estacional semidecídua em transição para Cerrado campestre","UEC137583","Magnoliopsida",NA,"Mart.","Guimarães, EF","Serra do Amolar, RPPN Penha, ruínas do Hotel da Penha.","UEC137583","Corumbá","-57.486944","-17.994722",NA,NA,NA,NA,NA,"-57.486944","-17.994722","2015","03","23",NA,NA,NA,NA,NA
"733","2021-03-01 16:43:07-03","UNICAMP","UEC","198724","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Pires, TP; Silva, BG","93","2017","08","07",NA,"Brazil","São Paulo",NA,NA,"Indivíduo localizado a pleno sol, com hábito arbóreo, em solo arenoso e seco, cerca de 4m de altura. Com frutos maduros.; Stricto sensu","UEC154355","Magnoliopsida",NA,"Mart.","Silva, BG","Unidade de Desenvolvimento Ambiental - UNIDAM","UEC154355 UEC154355_v01 UEC154355_v02 UEC154355_v03","Jundiaí","-46.895833","-23.161667","761","761",NA,NA,NA,"-46.895833","-23.161667","2017","09","22",NA,NA,NA,NA,NA
"734","2021-03-01 16:43:07-03","UNICAMP","UEC","203745","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Sampaio, THS; Ribeiro, RN; Thiago, BS; Marciel, JC","401","2016","09","06",NA,"Brazil","Goiás",NA,NA,"Árvore ca. 4 m alt.Flores amarelas.; Campo sujo.","UEC173393","Magnoliopsida",NA,"Mart.","Sampaio, THS","Brasil, Goías, Alto Paraíso.PARNA Veadeiros.Próx. ao alojamento lobo-guará.","UEC173393","Alto Paraíso de Goiás","-47.782","-14.157556","1132","1132",NA,NA,NA,"-47.782","-14.157556","2016","09","06",NA,NA,NA,NA,NA
"735","2021-03-01 16:43:07-03","UNICAMP","UEC","203746","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Sampaio, THS; Lutz, BE","393","2016","04","23",NA,"Brazil","Goiás",NA,NA,"Árvore ca. 4 m alt.Frutos secos.; Cerrado.","UEC173392","Magnoliopsida",NA,"Mart.","Sampaio, THS","Brasil, Goías, São Miguel do Araguaia.Distrito de Luís Alves.Após a 2º etapa do Projeto de Irrigação.","UEC173392","São Miguel do Araguaia","-50.496667","-13.119861","214","214",NA,NA,NA,"-50.496667","-13.119861","2016","04","23",NA,NA,NA,NA,NA
"736","2021-03-01 16:43:07-03","UNICAMP","UEC","203747","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Sampaio, THS; Freire, JC","218","2015","12","13",NA,"Brazil","Goiás",NA,NA,"Árvore ca. 5 m alt.Flores amarelas.","UEC173395","Magnoliopsida",NA,"Mart.","Sampaio, THS","Brasil, Goías.Caldas Novas.Serra de Caldas, próx a estação sismológica.","UEC173395","Caldas Novas","-48.689361","-17.743639","947","947",NA,NA,NA,"-48.689361","-17.743639","2015","11","13",NA,NA,NA,NA,NA
"737","2021-03-01 16:43:07-03","UNICAMP","UEC","203750","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Sampaio, THS; Azevedo, ES","238","2015","10","31",NA,"Brazil","Goiás",NA,NA,"Árvore ca. 3 m.Botões florais e pétalas amarelas.","UEC173398","Magnoliopsida",NA,"Mart.","Sampaio, THS","Brasil, Goías, Mossâmedes.Serra Dourada, próx. ao areial.","UEC173398","Mossâmedes","-50.178611","-16.065917","1000","1000",NA,NA,NA,"-50.178611","-16.065917","2015","12","04",NA,NA,NA,NA,NA
"738","2021-03-01 16:43:07-03","UNICAMP","UEC","21723","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Silvano","s.n.","1979","11","23",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore com mais ou menos 3,5m de altura. Com casca corticosa e áspera, folhas coriáceas e glabras, verde na pagian superior e amarela na inferior, com nervura principal saliente e amarela.; Campo Sujo.",NA,"Magnoliopsida",NA,"Mart.",NA,"Área experimental da UNESP, Reserva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2021-03-01 16:43:11-03","UNICAMP","UEC","32267","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Ramos, AE","137","1982","11","10",NA,"Brazil","Distrito Federal",NA,NA,"Entre 15.32 - 15.38 S e 47.33 - 47.37 W.; Árvore ca. de 4m com inflorescências de flores com corola e cálice amarelos, com botões;; Cerrado.",NA,"Magnoliopsida",NA,"Mart.",NA,"Reserva Biológica de águas Emendadas, Ca. de 40 km a NE de Brasília.",NA,"Brasília","-47.55","-15.533333","1000","1150",NA,NA,NA,"-47.55","-15.533333",NA,NA,NA,NA,NA,NA,NA,NA
"740","2021-03-01 16:43:11-03","UNICAMP","UEC","37677","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Harley, RM","21845","1980","04","27",NA,"Brazil","Bahia",NA,NA,"Tree to 4m. Leaves rigid, coriaceous, slightly yellow green above, greyish- yellow beneath. Fruit pale grey- buff.; Cerrado, with small stream bordered by galleryforest. this plant growin in edge of forest.","UEC030185","Magnoliopsida",NA,"Mart.","Cooper, SM","About 9km. S. E. of Correntina, on road to Jaborandí.&nf;alt. ca. 550m 44º 35'w, 13º 24's.","UEC030185","Chapadão Ocidental da Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2021-03-01 16:43:11-03","UNICAMP","UEC","37677","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Harley, RM","21843","1980","04","27",NA,"Brazil","Bahia",NA,NA,"Tree to 4m. Leaves rigid, coriaceous, slightly yellow green above, greyish yellow beneath. Fruit pale grey-buff.; Cerrado, with small stream bordered by gallery forest. This plant growing in edge of forest.",NA,"Magnoliopsida",NA,"Mart.","Cooper, SM","Chapadão Ocidental da Bahia, About 9 km SE of Corretina, on road to Jaborandí.",NA,NA,"-44.583333","-13.4","550","550",NA,NA,NA,"-44.583333","-13.4",NA,NA,NA,NA,NA,NA,NA,NA
"742","2021-03-01 16:43:11-03","UNICAMP","UEC","44293","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Bicudo, LRH; Campos, CJ; Amaral Jr, A","228","1985","12","18",NA,"Brazil","São Paulo",NA,NA,"6m de altura. 20 cm de circunferência do tronco a 30 cm do solo.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Estrada do Roberto, A margem da rodovia municipal , que liga vitoriana a Rio Bonito campo e Nautica, a mais ou menos 5 km de Vitoriana, Fazenda Gold Farm.",NA,"Botucatu","-48.297222","-22.8",NA,NA,NA,NA,NA,"-48.297222","-22.8","1994",NA,NA,NA,NA,NA,NA,NA
"743","2021-03-01 16:43:11-03","UNICAMP","UEC","50090","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Carvalho, DA; et al.","s.n.","1987","12","11",NA,"Brazil","Minas Gerais",NA,NA,"Árvore. Flor amarela. 4,5m de altura. Tronco suberoso. Frequente.; Campo rupestre.",NA,"Magnoliopsida",NA,"Mart.",NA,"Ingai-Itumirim Serra da Bocaina",NA,NA,NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2021-03-01 16:43:11-03","UNICAMP","UEC","53824","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Freire-Fierro, A; Silva, TRS; Sano, PT; Pirani, JR","s.n.","1989","12","10",NA,"Brazil","Minas Gerais",NA,NA,"Arvoreta. 3m de altura. Heliófila. Flores velhas verde-amareladas.; Vegetação Densa de arbustos e arvoretas ramosas. Em solo arenoso com afloramentos rochosos.","UEC072608","Magnoliopsida",NA,"Mart.","Pirani, JR","Vale do Rio Itacambiruçu, Ao longo da estrada para Cristália - Carrascal.",NA,"Grão Mogol","-42.916667","-16.5","750","750",NA,NA,NA,"-42.916667","-16.5","1989",NA,NA,NA,NA,NA,NA,NA
"745","2021-03-01 16:43:11-03","UNICAMP","UEC","53826","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Pirani, JR; Sano, PT; Freire-Fierro, A; Silva, TRS","s.n.","1989","12","12",NA,"Brazil","Minas Gerais",NA,NA,"Arvoreta. 3m de altura. Cálice verde-claro. Pétala e estame amarelos.; Área de cerrado.","UEC072606","Magnoliopsida",NA,"Mart.","Pirani, JR","Vale do Córrego da Escurona",NA,"Grão Mogol","-42.966667","-16.6","750","750",NA,NA,NA,"-42.966667","-16.6","1989",NA,NA,NA,NA,NA,NA,NA
"746","2021-03-01 16:43:11-03","UNICAMP","UEC","53827","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Pirani, JR; Sano, PT; Freire-Fierro, A; Silva, TRS","s.n.","1989","12","11",NA,"Brazil","Minas Gerais",NA,NA,"Arvoreta, 2m. Botões verde-amarelados. Frutos verdes e frutos secos.","UEC072603","Magnoliopsida",NA,"Mart.","Pirani, JR","Trilha da Tropa, No alto da Serra.",NA,"Grão Mogol","-42.916667","-16.5","1000","1200",NA,NA,NA,"-42.916667","-16.5","1989",NA,NA,NA,NA,NA,NA,NA
"747","2021-03-01 16:43:11-03","UNICAMP","UEC","53829","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Cordeiro, I; Kameyama, C; Pirani, JR; Mello-Silva, R; Meguro, M","s.n.","1986","01","05",NA,"Brazil","Minas Gerais",NA,NA,"Arvoreta. Ca. 3m de altura. Corola amarela.; Em capoeira. Margens do Córrego Escurona.","UEC072605","Magnoliopsida",NA,"Mart.","Kawasaki, ML","Estrada francisco de Sá - Grão-Mogol, A 15 Km de Grão Mogol.",NA,"Grão Mogol","-42.963333","-16.595",NA,NA,NA,NA,NA,"-42.963333","-16.595","1989",NA,NA,NA,NA,NA,NA,NA
"748","2021-03-25 09:28:15-03","UNICAMP","UEC","67188","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Tamashiro, JY; Vieira, AOS; Ivanauskas, NM; Stranghetti, V; Galvão, JC; Belinello, R","T289","1994","06","29",NA,"Brazil","São Paulo",NA,NA,"Árvore de 4m. Frutos imaturos verdes, sobrevivente da geada.",NA,"Magnoliopsida",NA,"Mart.","Lisboa, MLG","Fazenda São João (Grupo Fischer)",NA,"Onda Verde","-48.191389","-20.526111",NA,NA,NA,NA,NA,"-48.191389","-20.526111","1997","04","20",NA,NA,NA,NA,NA
"749","2021-03-01 16:43:11-03","UNICAMP","UEC","62864","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Martins, RP","8520","1981","07","19",NA,"Brazil","Minas Gerais",NA,NA,"Arbóreo, 3m.; Cerrado","UEC030195","Magnoliopsida",NA,"Mart.","Yamamoto, K",NA,"UEC030195","São Sebastião das Águas Claras",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA
"750","2021-03-01 16:43:11-03","UNICAMP","UEC","90009","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Pereira, BAS; Alvarenga, D","3236","1996","11","20",NA,"Brazil","Goiás",NA,NA,"Árvore. Cerca de 7m de altura. Folhas pilosas. Flores amarelas.; Cerrado em latossolo vermelho.",NA,"Magnoliopsida",NA,"Mart.","Pereira, BAS","Km 52 da Rodovia BR-040.",NA,"Luziânia","-47.583333","-16.666667","900","900",NA,NA,NA,"-47.583333","-16.666667","1996","11",NA,NA,NA,NA,NA,NA
"751","2021-03-01 16:43:11-03","UNICAMP","UEC","97426","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Nave, AG; Dário, FR; Lopes, RF; Carneiro, PHM","1149","1997","02","21",NA,"Brazil","Mato Grosso",NA,NA,"Árvore com 5m de altura. Flor amarela. Casca suberosa.; Cerradão. Borda.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Estrada Chapada dos Guimarães - Cuiabá e estrada vicinal Cuiabá - Fazenda Ponderoza.",NA,"Chapada dos Guimarães","-55.72","-15.5325",NA,NA,NA,NA,NA,"-55.72","-15.5325",NA,NA,NA,NA,NA,NA,NA,NA
"752","2021-03-01 16:43:11-03","UNICAMP","UEC","97634","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Nave, AG; Dário, FR; Lopes, RF; Carneiro, PHM","1269","1997","02","28",NA,"Brazil","Mato Grosso",NA,NA,"Árvore com altura de 3m. Fruto.; Interior do cerrado.","UEC030662","Magnoliopsida",NA,"Mart.","Nave, AG","Fazenda Morro da Lage",NA,"Chapada dos Guimarães","-55.745","-15.326944",NA,NA,NA,NA,NA,"-55.745","-15.326944",NA,NA,NA,NA,NA,NA,NA,NA
"753","2021-03-01 16:43:11-03","UNICAMP","UEC","78405","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Sciamarelli, A; et al.","29102","1993","11","22",NA,"Brazil","São Paulo",NA,NA,"Árvore. 5m. Caule suberoso, sulcado. Flores. Botões amarelos. Sem odor.","UEC030648","Magnoliopsida",NA,"Mart.","Yamamoto, K",NA,NA,"São José do Rio Preto","-49.380556","-20.81",NA,NA,NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA
"754","2021-03-01 16:43:11-03","UNICAMP","UEC","98396","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A; et al.","73","1997","12","12",NA,"Brazil","São Paulo",NA,NA,"Árvore de 5m. Casca suberosa greta, dois nectários no ponto de inseção da folha. Flor amarela. Pétala amarela e sépala verde.; Cerrado/Campo Úmido.","UEC030659","Magnoliopsida",NA,"Mart.",NA,"Estrada Itararé - Capão Bonito, Rio Verde.",NA,NA,"-49.201944","-24.085278",NA,NA,NA,NA,NA,"-49.201944","-24.085278",NA,NA,NA,NA,NA,NA,NA,NA
"755","2021-03-01 16:43:07-03","UNICAMP","UEC","153114","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Silveira, ALP","259","2007","10","01",NA,"Brazil","Amazonas",NA,NA,"Árvore com 3,5m.",NA,"Magnoliopsida",NA,"Mart.","Silveira, ALP","Cerrado",NA,"Manicoré","-61.3003005981445","-5.80916976928711",NA,NA,NA,"344308","auto",NA,NA,"2008","07",NA,NA,NA,NA,NA,NA
"756","2021-03-01 16:43:07-03","UNICAMP","UEC","153037","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Silveira, ALP","327","2007","10","05",NA,"Brazil","Amazonas",NA,NA,"Árvore com 3,5m.",NA,"Magnoliopsida",NA,"Mart.","Silveira, ALP","Cerrado",NA,"Manicoré","-61.3003005981445","-5.80916976928711",NA,NA,NA,"344308","auto",NA,NA,"2007","10",NA,NA,NA,NA,NA,NA
"757","2019-08-20 10:28:09-03","UNICAMP","UEC","202133","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Barreto, EA","18",NA,NA,NA,NA,"Brazil","Bahia",NA,NA,NA,"UEC170820","Magnoliopsida",NA,"Mart.",NA,"Serra da Bandeira, Três Torres. Ex. BRBA-931.","UEC170820","Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2021-03-01 16:43:07-03","UNICAMP","UEC","123882","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Barbosa, AR; Flores, AS; Rodrigues, RS; Simões, AO; Belinello, R","278","2002","01","22",NA,"Brazil","Bahia",NA,NA,"arbusto ca. 2m. flores e frutos maduros, sementes já liberadas, plântulas.; Cerrado.","UEC072750","Magnoliopsida",NA,"Mart.","Barbosa, AR","BA, 7,7km da saída de riacho de contas, 13º 32',438's. 41º 52, 035'w. 1220m altit.","UEC072750","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"759","2021-03-01 16:43:07-03","UNICAMP","UEC","15774","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Heringer, EP","14765","1975","07","02",NA,"Brazil","Distrito Federal",NA,NA,"Árvore com 6m; flores amarelas em cachos terminais.; Cerrado seco, arborizado sujeito a fogo.",NA,"Magnoliopsida",NA,"Mart.",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2021-03-01 16:43:07-03","UNICAMP","UEC","15777","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Heringer, EP","13034","1973","11","20",NA,"Brazil","Distrito Federal",NA,NA,"Árvore de 5 a 10m de altura, em muitos até 10m. Folhas caducas, coriacea, flores amarelas. Grandes grutos carnosos deicentes. Sementes aladas praguejadas por um besourinho metálico.; Cerrado arborizado, onde domina como a fogueira.",NA,"Magnoliopsida",NA,"Mart.",NA,"Catetinho",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2021-03-01 16:43:11-03","UNICAMP","UEC","68296","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Spada, JS","197/73","1973","02","16",NA,"Brazil","Espírito Santo",NA,NA,"Árvore, 24m alt. Fuste de 16m, DAP 53cm. Copa 8m. Com flor branca e botão verde-claro. Fuste cilindrico e casca áspera.; Floresta Alta.",NA,"Magnoliopsida",NA,"Mart.",NA,"Reserva Florestal da C.V.R.D., Est. FLAMENGO, ant. X-1, Km 14,510, lado direito.",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2021-03-01 16:43:07-03","UNICAMP","UEC","192363","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Silvestre, LFV","60","2014","12","28",NA,"Brazil","Goiás",NA,NA,"Arbórea 7m; Cerrado sensu stricto","UEC128652","Magnoliopsida",NA,"Mart.",NA,"Engenho II, Sítio Histórico Kalunga","UEC128652","Cavalcante","-47.4583015441895","-13.7974996566772",NA,NA,NA,"92497","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2021-03-01 16:43:07-03","UNICAMP","UEC","23982","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Irwin, HS; Grear Jr, JW; Souza, R; Reis dos Santos, R","14243","1966","03","30",NA,"Brazil","Goiás",NA,NA,"Gnarled tree ca. 3 m x 10 cm. Corolla light yellow. Imature fruit light green.; Cerrado.",NA,"Magnoliopsida",NA,"Mart.",NA,"Rio Paraná, Ca. de 35 km N of Formosa.",NA,"Formosa","-47.334400177002","-15.5371999740601","950","950",NA,"113054","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2021-03-01 16:43:11-03","UNICAMP","UEC","49424","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Martins, FR; Silva, AF; Silva, SM; Santin, DA","20276","1987","12","07",NA,"Brazil","Goiás",NA,NA,"Árvore de 5m, tronco suberoso, flores amarelas.; Cerrado. Mata Campo Rupestre.",NA,"Magnoliopsida",NA,"Mart.",NA,"Serra dos Pirineus",NA,"Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2021-03-01 16:43:07-03","UNICAMP","UEC","185905","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Conceição, GM","134","1998","04","19",NA,"Brazil","Maranhão",NA,NA,"Árvore, flores amarelas. Nome vulgar: Pau terra da folha larga.; Cerrado.","UEC111062","Magnoliopsida",NA,"Mart.",NA,"Aldeia.","UEC111062","Mirador","-44.3630981445312","-6.37083005905151","360","360",NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2021-03-01 16:43:11-03","UNICAMP","UEC","95128","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Nogueira-Borges, HB","35420","1996","02","01",NA,"Brazil","Mato Grosso",NA,NA,"Árvore mais ou menos 5,0m. Botões e flores. Flores com corola e orgãos reprodutivos amarelos, odor suavemente adocicado.; Cerrado.",NA,"Magnoliopsida",NA,"Mart.",NA,"Fazenda Experimental da UFMT",NA,"Santo Antônio do Leverger","-56.0766983032227","-15.8655996322632",NA,NA,NA,"183847","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2021-03-01 16:43:11-03","UNICAMP","UEC","54476","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Burkhardt, E; et al.","144","1990","10","20",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore de 5,5m de altura. Caule suberoso, não muito espesso.; Solo seco, arenoso.",NA,"Magnoliopsida",NA,"Mart.",NA,"Fazenda Santa Inês",NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2021-03-01 16:43:11-03","UNICAMP","UEC","54617","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Burkhardt, E; et al.","109","1990","10","03",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore de 4,5m de altura. Arbóreo.; Solo seco, arenoso.",NA,"Magnoliopsida",NA,"Mart.","Shimizu, GH","Fazenda Santa Inês",NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,"2009","01",NA,NA,NA,NA,NA,NA
"769","2021-03-01 16:43:11-03","UNICAMP","UEC","54596","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Burkhardt, E; et al.","190","1990","10","24",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore de 8,3m altura.; Cerrado, solo seco.",NA,"Magnoliopsida",NA,"Mart.",NA,"Fazenda Santa Inês",NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2021-03-01 16:43:11-03","UNICAMP","UEC","54478","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Burkhardt, E; et al.","166","1990","10","20",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore de 3m alt.; Solo seco, arenoso.",NA,"Magnoliopsida",NA,"Mart.",NA,"Fazenda Santa Inês",NA,"Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2019-08-20 10:28:09-03","UNICAMP","UEC","143127","S","Plantae","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora","Silva, RR; Ramires, E","83","2003","01","06",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore de 3 m. de altura. Flores beges. Solo minério de ferro.",NA,"Magnoliopsida",NA,"Mart.","Silva, RR","Planalto Residual do Urucum. Acesso pela Mineração Corumbaense. Cerrado.",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,"295160","auto",NA,NA,"2003","01","06",NA,NA,NA,NA,NA
