"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLatitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","identifiedBy","imagecode","verbatimLongitude","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"230","2008-05-27 22:02:00-03","MO","MOBOT","1522635","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Michael H. Nee","Nee 51282","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2008-05-27 22:02:00-03","MO","MOBOT","1530326","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Michael H. Nee","Nee 34245","South America","Bolivia","The llanura, at the Jardin Botanico de Santa Cruz","-17.78333",NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,"Santa Cruz",NA,"-63.06666","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2009-03-27 08:29:00-03","MO","MOBOT","1597019","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","Other Material","G. Mandon","Mandon 1179 p.p.","South America","Bolivia","Poquerani and San Pedro",NA,NA,"2500.00000000","2650.00000000",NA,NA,NA,NA,NA,NA,"Baker","1858",NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"233","2008-05-27 22:02:00-03","MO","MOBOT","1753368","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J. Caballero|et al.","Caballero 59","South America","Bolivia","Puesto Yerbabuenal, a 7 km. de la Hacienda Sipoperenda. Parcela permanente 500m.x 20 m. Bosque subhumano semideciduo, en piso inferior de la selva Tucumano Boliviano, Suelos franco arenoso, con pisonia ambigua, Chrysophyllum gonocarpum, Myrcianthes pungens, Capparis flexuosa, Ocotea puberula.","-20.40027",NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1999","12","8","Chuquisaca","Hernando Siles","-63.92972","Judith Caballero (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2011-06-09 17:46:00-03","MO","MOBOT","1757881","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Israel G. Vargas C.","Vargas Caballero 6329","South America","Bolivia","3 km. bajando de Sequerancho, hacia la casa del Gringo Bosque deciduo ralo en laderas secas y pedregosas.","-16.475",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2001","7","21","Cochabamba","Ayopaya","-66.78444","A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-08-20 17:13:00-03","MO","MOBOT","1856040","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"F. Canqui|Narel Paniagua Zambrana|Mario Álvarez|Antonio Álvarez","Canqui Magne 224","South America","Bolivia","Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, arroyo Pintata. A 484 m al W (262°) del campamento principal sobre el arroyo Pintata.","-14.4666389",NA,"843.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2003","3","1","La Paz","Franz Tamayo","-68.5403889","A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-07","1",NA
"236","2020-08-21 11:04:00-03","MO","MOBOT","1857839","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Cayola|et al.","Cayola Pérez 48","South America","Bolivia","Parque Nacional Madidi, camino Apolo-Azariamas, arroyo Pintata. A 314 m del campamento en direccion SE, aproximadamente a 15 minutos saliendo del camino. Bosque seco achaparrado de ladera con dominancia de bromeliaceas en sotobosque. Parcela temporal de Muestreo 75 (0.1 ha).","-14.4683334",NA,"940.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2003","2","20","La Paz","Franz Tamayo","-68.5386111","A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","2",NA
"237","2011-09-22 13:27:00-03","MO","MOBOT","1857843","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Stephan G. Beck","Beck 4955A","South America","Bolivia","Consata 26 Km hacia Sorata. con cactáceas","-15.33333",NA,"1850.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1981","12","16","La Paz","Larecaja","-68.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2011-09-22 13:27:00-03","MO","MOBOT","1857895","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Tassilo Feuerer","Feuerer 23285","South America","Bolivia",". Valle del río San Cristobal, en los alrededores de Sorata","-15.78333",NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1985","5","1","La Paz","Larecaja","-68.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2011-09-22 13:24:00-03","MO","MOBOT","1863933","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M. Kessler","Kessler 4070","South America","Bolivia","2 Kms al W de la Hacienda Ubito en Trocha a Asariamas. Bosque deciduo","-14.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1993","7","13","La Paz","Franz Tamayo","-68.48333","A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2016-04-29 09:25:00-03","MO","MOBOT","1923976","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas","Fuentes Claros 5837","South America","Bolivia","Parque Nacional Madidi, entre Puca Suchu y Virgen del Rosario.","-14.5777778",NA,"910.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2003","11","9","La Paz","Franz Tamayo","-68.69","A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-12","2",NA
"241","2012-04-12 13:05:00-03","MO","MOBOT","1951389","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Lidia Pérez de Molas","Pérez de Molas 438","South America","Paraguay","Parque Nacional Ybycui, orilla del Arroyo Minas. Bosque ribereño alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1984","10","6","Paraguarí",NA,NA,"W. Till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2014-11-17 15:33:00-02","MO","MOBOT","1991251","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"K. Wendelberger","Wendelberger 323","South America","Bolivia","Cerro on Toma side of valley before steep climb in road, municipally protected area, Monteagudo. Shady, damp cloud forest hillside","-19.8",NA,"1450.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2000","2","12","Chuquisaca","Hernando Siles","-63.95","E. J. Gouda (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-08-23 20:06:00-03","MO","MOBOT","2158306","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Cayola|et al.","Cayola Pérez 827","South America","Bolivia","Area Natural de Manejo Integrado Madidi, Unapa, 21 km en linea recta al N de Apolo. Bosque yungueño subandino xerico con Anadenanthera colubrina.","-14.5422222",NA,"970.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2004","9","2","La Paz","Franz Tamayo","-68.495","A. Fuentes (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-01","1",NA
"244","2014-11-17 15:34:00-02","MO","MOBOT","2189574","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Emilio A. Ulibarri","Ulibarri 1690","South America","Argentina","Sierra de Guasayán. Qda. de Moquijata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1989","10","12","Santiago del Estero","Choya",NA,"E. J. Gouda (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"245","2014-11-17 15:33:00-02","MO","MOBOT","2189603","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Emilio A. Ulibarri","Ulibarri 1648","South America","Argentina","Sierra de Guasayán. Quebrada de Conzo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1989","3","21","Santiago del Estero","Guasayán",NA,"E. J. Gouda (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"246","2018-05-17 05:28:00-03","MO","MOBOT","2191632","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Renée H. Fortunato|María E. Múlgura|A. Martínez","Fortunato 1368","South America","Argentina","A 22 km del cruce de la ruta Juana Azurduy en direcc. N hacia Nueva Pompeya.","-25.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1990","11","15","Chaco","General Güemes","-61.51666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2018-05-17 05:28:00-03","MO","MOBOT","2191678","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","Múlgura 1917","South America","Argentina","Deseado,Chacra de Carlos Macoviak, antigua ruta 19, ca. 2000 m de la ruta 101","-25.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1997","12","16","Misiones","General Manuel Belgrano","-54.05","Belgrano, M. J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2017-07-03 05:12:00-03","MO","MOBOT","2291134","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Osvaldo Morrone|Liliana M. Giussani|Damián Andrés Fernández|Claudia Guerrido","Morrone 3435","South America","Argentina","Ruta Prov. 132, 29 km de la Ruta Nac. 50 camino a Santa María, pasando 6 km la Finca Totó","-23.25",NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1998","12","16","Salta","Orán","-64.5166667","E. J. Gouda (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"249","2012-04-07 05:12:00-03","MO","MOBOT","2292252","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Aurelio Schinini|Carlos Saravia T.|Robert Neumann","Schinini Cacace 32943","South America","Argentina","Finca San Andrés. Casavindo, Río San Andrés","-23.07305",NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1997","10","29","Salta","Orán","-64.75194","Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2012-04-07 05:12:00-03","MO","MOBOT","2292262","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Aurelio Schinini|Carlos Saravia T.|Robert Neumann","Schinini Cacace 33054","South America","Argentina","Finca San Andrés. Administración Las Juntas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1997","10","30","Salta","Orán",NA,"Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2009-08-07 05:43:00-03","MO","MOBOT","2292283","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rosa Subils","Subils 3806","South America","Argentina","Laguna de los Ludueña: entre Río Primero y Sanra Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1985","4","20","Córdoba","Río Primero",NA,"Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2009-08-07 05:43:00-03","MO","MOBOT","2292310","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rosa Subils","Subils 3572","South America","Argentina","Desde Cafayate rumbo a Salta, pocos Km antes de Alemanía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1984","11","12","Salta","Guachipas",NA,"Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2011-04-03 21:11:00-03","MO","MOBOT","2341515","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. Di Giácomo","Di Giácomo 414","South America","Argentina","Reserva Ecológica El Bagual. San Francisco de Laishi","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1999","5","3","Formosa","Laishí","-58.633333","Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2009-08-07 05:43:00-03","MO","MOBOT","2341530","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rosa Subils","Subils 4328","South America","Argentina","Puerta Chiquita, ruta 64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1987","9","19","Santiago del Estero","Guasayán",NA,"Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2009-08-07 05:43:00-03","MO","MOBOT","2341550","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rosa Subils","Subils 4298","South America","Argentina","Instituto Miguel Lillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1987","7","25","Tucumán","Capital",NA,"Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2011-04-03 21:11:00-03","MO","MOBOT","2396058","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. Di Giácomo","Di Giácomo 414","South America","Argentina","Reserva Ecológica El Bagual. San Francisco de Laishi","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1999","5","3","Formosa","Laishí","-58.633333","Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","2427335","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Luis Ariza Espinar","Ariza Espinar 631","South America","Argentina","Camino a Villa de Soto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1959","11","23","Córdoba","Cruz del Eje",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2015-03-25 20:24:00-03","MO","MOBOT","2427830","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Elsa L. Cabral","Cabral 618","South America","Argentina","Puerto González",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1993","2","16","Corrientes","San Cosme",NA,"Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2009-10-14 19:13:00-03","MO","MOBOT","2443676","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","Arbo 8005","South America","Argentina","Macrosistema Iberá. Estancia Rincón del Diablo, casco","-28.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1998","8","28","Corrientes","Mercedes","-58.03333","Schinini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2011-03-26 12:58:00-03","MO","MOBOT","2443698","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Maria M. Arbo|Aurelio Schinini|Victor Maruñak|F. Zanier","Arbo 8267","South America","Argentina","Macrosistema Iberá. Estancia Rincón del Diablo, alrededores del casco","-28.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1998","12","4","Corrientes","Mercedes","-58.03333","Schinini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2009-07-09 17:05:00-03","MO","MOBOT","2453908","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Gert G. Hatschbach","Hatschbach 13250","South America","Brazil","Maringá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1965","12","2","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2008-05-27 22:02:00-03","MO","MOBOT","2454249","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"* PIGNATA","PIGNATA s.n.cord 914","South America","Argentina","La Granja: a 20 mts. de camino de tierra hacia Pozo del Tigre","-31.09694",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","2003","8","13","Córdoba","Colón","-64.275","Subils, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-06-28 10:36:00-03","MO","MOBOT","2493071","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Benedict (Benjamin) Balansa","Balansa 617","South America","Paraguay","Asunción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1874","4",NA,"Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"264","2020-08-29 16:51:00-03","MO","MOBOT","2696807","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Cayola","Cayola Pérez 1570","South America","Bolivia","Parque Nacional Madidi, Noroeste de Apolo. Bosque andino semideciduo del sector de Yarimita, con Anadenanthera colubrina, Capparis petiolaris, Oxandra espintana, fondo de valle con exposición SW, pendiente 10 %. Plantas secadas en campo.","-14.5330556",NA,"916.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2005","3","11","La Paz","Franz Tamayo","-68.6936111","A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","1",NA
"265","2020-09-01 20:02:00-03","MO","MOBOT","2701471","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Cayola","Cayola Pérez 1663","South America","Bolivia","Parque Nacional y Área Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Río Resina.","-14.33",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2005","5","20","La Paz","Franz Tamayo","-68.5597222","A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-14","2",NA
"266","2008-05-27 22:02:00-03","MO","MOBOT","2805785","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M. Kessler|et al.","Kessler 6049","South America","Bolivia","17 km de Loma Larga a Masicurí","-18.8",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1996","5","24","Santa Cruz","Vallegrande","-63.81666","Luther",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-07-17 01:10:00-03","MO","MOBOT","2881078","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Alejandro Araujo M.|A.S. Poma C.|Pilar Garagorri|S. Paredes|Evert Cuevas","Araujo Murakami 2654","South America","Bolivia","Parque Nacional Madidi, rio Tuichi, arroyo Pintata. Bosque andino semideciduo con Anadenanthera colubrina, Oxandra espintana, Trichilia elegans, Cavanillesia umbellata y Phyllostylon rhamnoides. Plantas secadas en campo.","-14.4286111",NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2005","12","5","La Paz","Franz Tamayo","-68.5877777","A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-21","2",NA
"268","2009-07-31 07:05:00-03","MO","MOBOT","3012237","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"George Eiten|Liene T. Eiten","Eiten 7882","South America","Brazil","Município de Itaguaí: km 47. I.P.E.A.C.S. agricultural station. Wild plant in fruit growing on a cultivated cagaitera tree from the Amazon region. In garden of Botany Dept. Collected from lower branches in shade of crown.","-22.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1966","11","21","Rio de Janeiro",NA,"-43.68333","L.B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2008-05-27 22:02:00-03","MO","MOBOT","3012395","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"POLONI","POLONI 5085","South America","Brazil","Estrela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1989",NA,NA,"Rio Grande do Sul",NA,NA,"L.B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2014-01-16 10:40:00-02","MO","MOBOT","3012457","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Pastor Arenas Rodríguez","Arenas Rodríguez 1209","South America","Paraguay","Cerro Caacupé, 8 km del pueblo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1975","5","20","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"271","2014-11-17 15:33:00-02","MO","MOBOT","3012729","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Gillies","Gillies s.n.","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,"E. J. Gouda (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2008-05-27 22:02:00-03","MO","MOBOT","3015300","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Javier Caballero","Caballero 43","South America","Bolivia","Puesto Yerbabuenal, a 7km de la Hacienda Sipoperenda. Parcela permanente 500m X 20m. Bosques subhumedo semideciduo, en piso inferior de la selva Tucumano Boliviano. Suelos franco arenoso Con Písonía pungens, Capparis flexuso, Ocotea puberula.","-20.40027",NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1999","12","8","Chuquisaca","Hernando Siles","-63.92972","J. Caballero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2015-12-06 14:54:00-02","MO","MOBOT","3015829","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Fabiana Mamani M.|Antony Jardim","Mamani M. 414","South America","Bolivia","Lomerio comunidad Las Trancas, área de estudio del proyecto Bolfor, Las Trancas-95. Bosque semidecíduo chiquitano.","-16.52027",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1994","12","12","Santa Cruz","Nuflo de Chavez","-61.84638","J.V. Coffani-Nunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2014-11-02 16:22:00-02","MO","MOBOT","3016191","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.R. Silva|C.E. Rodrigues","Silva 259","South America","Brazil","Munic. Monte Alto, Serra Anhumas, Sítio São José.","-20.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1992","7","12","São Paulo",NA,"-48.46666","J.V. Coffmani-Nunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2014-05-02 14:25:00-03","MO","MOBOT","3016192","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"P.G. Lorentz","Lorentz 128","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","3079864","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Michael H. Nee","Nee 47868-a","South America","Bolivia","Easternmost rocky, foothills of the Andes, above narrowest point at La Angostura on highway from Santa Cruz to Samaipata. Steep slopes, subtropical semideciduous forest, with Anadenanthera macrocarpa, Schoepfia tetramera, Recordia boliviana, Chrysophyllum gonocarpum. Common epiphyte on cultivated Crescentia cujete (no. 47869).","-18.16666",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","1998","1","9","Santa Cruz","Florida","-63.51666","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-07-17 17:49:00-03","MO","MOBOT","3113817","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Alejandro Araujo M.|Christopher Davidson|Sharon R. Christoph|Paola Gismondi|M. Cornejo|E. Ticona","Araujo Murakami 2904B","South America","Bolivia","Área Natural de Manejo Integrado Madidi, Machariapo, Limón.","-14.4947222",NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2006","9","17","La Paz","Franz Tamayo","-68.5091667","A. Araujo-M. (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-05","1",NA
"278","2011-04-01 21:38:00-03","MO","MOBOT","3154410","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Martha Serrano|Jeaneth Villalobos|Ariel Lliully|I. Guachalla|R. León","Serrano 5809","South America","Bolivia","Municipio Padcaya. Reserva Natural Alarachi. Piedemonte Quebrada Los Pinos (Alarachi). Bosque semideciduo estacional, premontano Tucumano- Boliviano. Dominando Tipuana tipu, Cedrela spp. y Juglans australis.","-22.18805",NA,"1052.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2005","1","25","Tarija","Arce","-64.58833","H. Luther (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2013-11-26 05:40:00-02","MO","MOBOT","3154413","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Julia Gutiérrez R.","Gutiérrez Romero 1119","South America","Bolivia","Las Casas. Aproximadamente a 2.5 km de la is comunidad Las Casas, en el sector denominado Abra Santa Cruz. Bosque montano, rico en Myrtaceas, Myrsinaceas, Orchidaceas, Pteridofitos y abundantes Musgos péndulos de las ramas, con neblina estacional, en ladera NE, pendiente de 40 %. Creciendo sobre troncos dentro del bosque junto a musgos y algunos helechos.","-19.3113889",NA,"1648.00000000",NA,NA,NA,NA,NA,NA,NA,"Baker","2004","12","18","Chuquisaca","Tomina","-64.09","J. Teran (BOLV)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
