"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordedBy","county","decimalLongitude","decimalLatitude","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","infraspecificEpithet","fieldNumber","typeStatus","relatedCatalogItem"
"47","2020-12-21 16:12:45-03","MBM","MBM","254805","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Rapini","71894","2000","12","13","Southern America","Brazil","Santa Catarina","Caputera",NA,"Ereta, pétalas bordô, corona creme. Dunas fixas. Alt. 5-8m.","MBM254805","MBM254805","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","Laguna","-48.7807998657227","-28.4825000762939","2009",NA,NA,"21199","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:12:47-03","MBM","MBM","125381","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum arnottianum","H. Buek","Fontella, J.","52359","1988","10","03","Southern America","Brazil","Santa Catarina","Lagoa Ibiquara",NA,NA,"MBM125381","MBM125381","Hatschbach, G.; Hatschbach, M.; Kummrow, R.; Hatschbach, M.; Kummrow, R.","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,"arnottianum",NA,NA,NA
"49","2020-12-21 16:12:47-03","MBM","MBM","287274","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Farinaccio, M.A.","490","2001","12","27","Southern America","Brazil","São Paulo","Jardim Floridiana",NA,NA,"MBM287274","MBM287274","Farinaccio, M.A.; et al.; et al.","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:12:47-03","MBM","MBM","41512","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Hatschbach, G.","12111","1965","01","14","Southern America","Brazil","Paraná","Parque Vila Velha",NA,NA,"MBM041512","MBM041512","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:12:47-03","MBM","MBM","63934","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Fontella, J.","8747","1962","01","07","Southern America","Brazil","Paraná","Parque Vila Velha",NA,NA,"MBM063934","MBM063934","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:12:47-03","MBM","MBM","41514","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Meyer, T.","1111","1948","11","28","Southern America","Brazil","Paraná","Engenheiro Bley",NA,NA,"MBM041514","MBM041514","Hatschbach, G.","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:12:45-03","MBM","MBM","14132","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Hatschbach, G.","23228","1969","12","13","Southern America","Brazil","Paraná","Fortaleza",NA,NA,"MBM014132","MBM014132","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-24 05:59:49-03","MNHN","RECOLNAT_MNHN_P","P00252570","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek","Farinaccio",NA,"1856",NA,NA,NA,"Brésil",NA,"Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00252570' target='other'> <mi>dwc_moreinfo</mi></a>","P00252570","P00252570_01","Decaisne, D.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-17 17:32:06-03","UFMG","BHCB","89076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek ex E.Fourn.",NA,"489","2001","12","26","Southern America","Brasil","São Paulo","Jardim Floridiana, Terrenos baldios próximos ao SESI.",NA,"Planta ereta, latescente. Botões vináceos. Flores de corola atroporpurea. Corona amarela. Inflorescências eretas. Frutos maduros amarelos com máculas vináceas. Sementes castanhas.; Área degradada, anteriormente ocupada por Cerrado.",NA,NA,"Farinaccio, MA; Farinaccio, FC","Rio Claro","-47.560001373291","-22.4099998474121","2001",NA,NA,"21773","auto",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:17:57-03","UFPR","UPCB","12180","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","Buek ex Fourn.","Schwarz, E.A.","2106","1982","12","01",NA,"Brasil","Paraná","Parque Estadual Vila Velha",NA,"Erva ereta, no campo..",NA,NA,"Cervi, A.C.","Ponta Grossa","-50.1618995666504","-25.0949993133545","1999",NA,NA,"46557","auto",NA,"08",NA,NA,"25",NA,NA,NA,NA,NA
"57","2009-05-12 11:19:00-03","MO","MOBOT","100184866","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Farinaccio 724","2004","12","15","South America","Brazil","Rio Grande do Sul","Cachoeira do Sul: Rodovia Osvaldo Aranha, BR 290.",NA,NA,NA,NA,"M.A. Farinaccio|Cláudio A. Mondin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"58","2010-08-09 13:09:00-03","MO","MOBOT","100295519","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Stuckert 18351","1907","12","20","South America","Argentina","Córdoba","Prope Córdoba",NA,NA,NA,NA,"T.J.V. Stuckert","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"59","2010-08-09 13:15:00-03","MO","MOBOT","100295520","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Valencia 2391","1939","3",NA,"South America","Argentina","Córdoba","Mina Clavero",NA,NA,NA,NA,"J.I. Valcenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"60","2010-08-09 13:18:00-03","MO","MOBOT","100295521","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Venturi 1498","1921","11","24","South America","Argentina","Tucumán","Puente San Javier",NA,NA,NA,NA,"Santiago Venturi","Tafí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,"1",NA,NA,NA,NA
"61","2010-08-09 13:20:00-03","MO","MOBOT","100295524","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Venturi 734","1919","12",NA,"South America","Argentina","Tucumán","San Francisco",NA,NA,NA,NA,"Santiago Venturi","Leales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,"1",NA,NA,NA,NA
"62","2010-08-09 13:27:00-03","MO","MOBOT","100295529","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Ekman 1565","1908","1",NA,"South America","Argentina","Misiones","Posadas, Bonpland, in campo",NA,NA,NA,NA,"Erik L. Ekman",NA,"-55.4666667","-27.4666667",NA,NA,NA,NA,NA,NA,NA,"175.00000000",NA,NA,"1",NA,NA,NA,NA
"63","2010-08-09 13:34:00-03","MO","MOBOT","100295535","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Duarte 3317","1950","12","17","South America","Brazil","Santa Catarina","Sul de Santa Catarina, Araranguá",NA,NA,NA,NA,"Apparicio P. Duarte|J.I. Falção",NA,"-49.4666667","-28.9166667",NA,NA,NA,NA,NA,NA,NA,"20.00000000",NA,NA,"1",NA,NA,NA,NA
"64","2013-10-22 14:59:00-02","MO","MOBOT","100642249","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","D. Goyder","Wood 21195","2004","12","14","South America","Bolivia","Chuquisaca","Camino de Villa Serrano a Pampas del Tigre a 15 km de Serrano.",NA,NA,NA,NA,"J.R.I. Wood|H. Huaylla","Belisario Boeto","-64.2491666","-19.1180556",NA,NA,NA,NA,NA,NA,NA,"2186.00000000",NA,NA,"1",NA,NA,NA,NA
"65","2011-12-08 05:05:00-02","MO","MOBOT","1115078","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Brooks MS204","1996","1","20","South America","Argentina","Córdoba","Vitali Quarry, Estancia Santa Rosa, Bosque Alegre. 40 km NW of Alta Gracia. Limestone, skarn, with lenses of ultramafic rocks. National Geographic Mercosur Botanical Expedition - Jan./Feb. 1996",NA,NA,NA,NA,"Robert R. Brooks|et al.",NA,"-64.56666","-31.51666",NA,NA,NA,NA,NA,NA,NA,"780.00000000",NA,NA,"2",NA,"22",NA,NA
"66","2011-12-08 05:05:00-02","MO","MOBOT","1118766","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Brooks MS216","1996","1","20","South America","Argentina","Córdoba","Carnolotti Quarry, 10 km SW of Alta Gracia. Foliated mafic gneiss intruded by ultramafic rocks and later intrusion of microgranite dykes with pegmatitic apophyses. Abundant carbonates. National Geographic Mercosur Botanical Expedition - Jan./Feb. 1996",NA,NA,NA,NA,"Robert R. Brooks|et al.",NA,"-64.5","-31.66666",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,"2",NA,"23",NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","1246783","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","G. Malme","Hassler 4710","1898","9",NA,"South America","Paraguay",NA,"In campo prope Igatimi",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","1246786","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","G. Malme","Hassler 5642","1898","12",NA,"South America","Paraguay",NA,"In campo prope Igatimi",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1246790","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","G. Malme","Hassler 4186","1898","8",NA,"South America","Paraguay",NA,"In campo prope San Estanislao",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","1246844","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Hassler 4348","1898","8",NA,"South America","Paraguay",NA,"In campo prope Apepui",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA
"71","2019-05-03 06:41:00-03","MO","MOBOT","1420629","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Zardini 52828","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.",NA,NA,NA,NA,"Elsa M. Zardini|R. Brítez",NA,"-55.7630556","-26.2738889",NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,"1",NA,"1192",NA,NA
"72","2009-07-17 06:52:00-03","MO","MOBOT","2194198","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Belgrano, M. J.","Burkart 15496","1945","2","11","South America","Argentina","Misiones","Loreto",NA,NA,NA,NA,"Arturo E. Burkart","Candelaria","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2011-02-18 21:15:00-02","MO","MOBOT","2194217","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Cáceres Moral, S. A., //","Vanni 1720","1990","3","4","South America","Argentina","Corrientes","12 Km NE de San Miguel, Ea. Toro-y",NA,NA,NA,NA,"Ricardo O. Vanni|Sergio Cáceres M.|G. López|Anita Radovancich","San Miguel","-57.75","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-03-19 13:42:00-03","MO","MOBOT","2194236","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Malme, G. O. A.","Schulz 190","1932","11",NA,"South America","Argentina","Chaco","Colonia Benítez",NA,NA,NA,NA,"August G. Schulz","1 de Mayo","-58.93333","-27.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"75","2011-02-18 21:15:00-02","MO","MOBOT","2194273","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Cáceres Moral, S. A., //","Vanni 1472","1990","2","28","South America","Argentina","Corrientes","12 Km NE de San Miguel, Ea.Curupayty",NA,NA,NA,NA,"Ricardo O. Vanni|Sergio Cáceres M.|G. López|Anita Radovancich","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-07-17 06:52:00-03","MO","MOBOT","2194298","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Belgrano, M. J.","Burkart 14378","1943","11","29","South America","Argentina","Misiones","Apóstoles, sabana",NA,NA,NA,NA,"Arturo E. Burkart","Apóstoles","-55.75","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-07-17 06:52:00-03","MO","MOBOT","2194326","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.",NA,"Burkart 14167","1943","11","26","South America","Argentina","Misiones","Posadas, sabana",NA,NA,NA,NA,"Arturo E. Burkart","Capital","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-03-15 06:32:00-03","MO","MOBOT","2295164","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Chiarini, F.","Chiarini 369","2000","11","11","South America","Argentina","Córdoba","Ciudad de Córdoba: Estadio Chateau Carreras",NA,NA,NA,NA,"Franco E. Chiarini","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2018-05-17 05:29:00-03","MO","MOBOT","2403095","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Bacigalupo, N. M.","Guaglianone 509","1986","12","13","South America","Argentina","Entre Ríos","Humaita",NA,NA,NA,NA,"Rosa Guaglianone|María E. Múlgura|Nélida M. Bacigalupo","Colón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-07-13 05:17:00-03","MO","MOBOT","2439695","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Belgrano, M. J.","Zuloaga 917","1979","4","15","South America","Argentina","Misiones","Escuela Agrotécnica, Cerro Ceferino",NA,NA,NA,NA,"Fernando O. Zuloaga|A. A. Sáenz|Marcelo D. Vázquez Á.","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2010-04-30 10:27:00-03","MO","MOBOT","2455718","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.",NA,"Spegazzini s.n.102","1907",NA,NA,"South America","Argentina","Misiones","Santa Ana",NA,NA,NA,NA,"C.L. Spegazzini","Candelaria","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-04-30 10:27:00-03","MO","MOBOT","2455735","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.",NA,"Spegazzini s.n.103","1907",NA,NA,"South America","Argentina","Misiones","Bonpland",NA,NA,NA,NA,"C.L. Spegazzini","Candelaria","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-08-02 09:26:00-03","MO","MOBOT","2455751","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.",NA,"Hauman s.n.67","1918","1",NA,"South America","Argentina","Misiones","Entre Corpus y Ñacan Guazú",NA,NA,NA,NA,"L.L. Hauman","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"84","2009-07-09 17:05:00-03","MO","MOBOT","2458689","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.",NA,"Hatschbach 1111","1948","11","28","South America","Brazil","Paraná","Lapa. Eng. Bley",NA,NA,NA,NA,"Gert G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2010-08-09 13:38:00-03","MO","MOBOT","2458703","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Dusén 10966","1910","12","6","South America","Brazil","Paraná","Jaguariaihyva, in campo",NA,NA,NA,NA,"Per Dusén","Jaguariaíva","-49.7","-24.25",NA,NA,NA,NA,NA,NA,NA,"825.00000000",NA,NA,"1",NA,NA,NA,NA
"86","2010-11-13 05:21:00-02","MO","MOBOT","2488411","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Degen, R.","Mereles H. 4131","1991","10","10","South America","Paraguay","Boquerón","Est. La Paloma, km 431, ruta Transchaco",NA,NA,NA,NA,"Fátima Mereles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2010-01-21 10:04:00-02","MO","MOBOT","2488423","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Hassler 9560","1905","10",NA,"South America","Paraguay","Caaguazú","In regione fluminis Yhú",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"88","2015-08-12 05:57:00-03","MO","MOBOT","2514926","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.",NA,"Felippone 4802",NA,NA,NA,"South America","Uruguay","Montevideo",NA,NA,NA,NA,NA,"Florentino Felippone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-08-21 07:03:00-03","MO","MOBOT","2566439","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Hassler 9560b","1905","10",NA,"South America","Paraguay","Caaguazú","In regione fluminis Yhú",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2010-08-09 12:36:00-03","MO","MOBOT","2567037","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Arbo 1897","1978","11","15","South America","Paraguay","Misiones","12 km W de San Ignacio, camino a Pilar",NA,NA,NA,NA,"Maria M. Arbo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"91","2009-08-21 07:03:00-03","MO","MOBOT","2567042","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Hassler 9560c","1905","10",NA,"South America","Paraguay","Caaguazú","In regione fluminis Yhú",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-05-15 13:24:00-03","MO","MOBOT","2567045","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Jörgensen 3818","1928","12","20","South America","Paraguay",NA,"[label illeg.]",NA,NA,NA,NA,"Pedro Jörgensen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2009-07-09 17:05:00-03","MO","MOBOT","2610895","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Hatschbach 23228","1969","12","13","South America","Brazil","Paraná","Mun. Ponta Grossa, Fortaleza",NA,NA,NA,NA,"Gert G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2010-08-09 12:50:00-03","MO","MOBOT","2824873","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Maria Ana Farinaccio (2005)","Stuckert 23266","1898","1","4","South America","Argentina","Tucumán","sierra de córdoba",NA,NA,NA,NA,"T.J.V. Stuckert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"95","2016-11-15 05:15:00-02","MO","MOBOT","2826971","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Maria Ana Farinaccio","Krapovickas 21146","1972",NA,NA,"South America","Argentina","Corrientes","Estancia Garruchos, cachuera, en ayo. Chimiray",NA,NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak|L.A. Mroginski|Stella M. Pire|H.J. Pueyo","Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2010-08-09 12:44:00-03","MO","MOBOT","2827056","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Maria Ana Farinaccio","Ragonese 2744","1937","11","24","South America","Argentina","Santa Fé","Entre Alejandra y Romang",NA,NA,NA,NA,"Arturo E. Ragonese","San Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","2827191","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Maria Ana Farinaccio","Schreiter 1714","1921","11","25","South America","Argentina","Tucumán","Puerta de San Javier",NA,NA,NA,NA,"R. Schreiter","Tafí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA
"98","2010-08-09 12:42:00-03","MO","MOBOT","2827272","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","Maria Ana Farinaccio","Rosengurtt 2566","1938","2","23","South America","Uruguay",NA,"Cerro largo, Cerro de la sCuestas",NA,NA,NA,NA,"Bernardo Rosengurtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","813029","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Zardini 38635","1994","2","24","South America","Paraguay","Paraguarí","Between Caapucú and Villa Florida, 10 km N of Villa Florida. Cerrado scrub.",NA,NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero",NA,"-57.15","-26.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"886",NA,NA
"100","2010-08-09 13:42:00-03","MO","MOBOT","100295539","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E. Fourn.","M.A. Farinaccio","Farinaccio 490","2001","12","27","South America","Brazil","São Paulo","Rio Claro, Jardim Floridiana",NA,NA,NA,NA,"M.A. Farinaccio|A.A. Araújo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
