"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount"
"25","2020-12-21 16:47:47-03","MBM","MBM","86982","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Kral, R.","Kummrow, R.","2431","1983","11","18","Southern America","Brazil","Paraná","Campo Largo","Serra do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"MBM086982","MBM086982",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:47:46-03","MBM","MBM","35975","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs",NA,"Hatschbach, G.; Rodrigues Jr., H.; Rodrigues Jr., H.","828","1948","01","06","Southern America","Brazil","Paraná","Campo Largo","Serra São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,"Erva flor amarela. Campo, terreno arenoso; Erva flor amarela.; Campo, terreno arenoso.","MBM035975","MBM035975",NA,NA,NA,"53742","auto",NA,"ISOTYPE",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:47:46-03","MBM","MBM","401632","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.","2134","2013","12","04","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã, Fazenda Tamanduá","-49.714722","-25.538611",NA,"Isolada, 30 cm, flores amarelas, em barranco Próximo a mergem do rio.; Campos Gerais.","MBM401632","MBM401632",NA,NA,"2014",NA,NA,NA,NA,"-49.714722","-25.538611",NA,NA,NA,NA
"28","2020-12-21 16:47:46-03","MBM","MBM","401634","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.","2127","2013","12","01","Southern America","Brazil","Paraná","Jaguariaíva","Estrada para o Parque Estadual do Cerrado","-49.683611","-24.207222",NA,"Isolada ou cespitosa, 30 cm, flores amarelas, em afloramento rochoso com solo raso e úmido.; Campos Gerais.","MBM401634","MBM401634",NA,NA,"2014",NA,NA,NA,NA,"-49.683611","-24.207222",NA,NA,NA,NA
"29","2020-12-21 16:47:46-03","MBM","MBM","401635","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2062","2013","11","29","Southern America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.664722","-24.163889",NA,"Cespitosa, 50 cm, flores amarelas, em afloramento rochoso, solo arenoso.; Cerrado.","MBM401635","MBM401635",NA,NA,"2014",NA,NA,NA,NA,"-49.664722","-24.163889",NA,NA,NA,NA
"30","2020-12-21 16:47:46-03","MBM","MBM","401637","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.","2389","2013","12","17","Southern America","Brazil","Paraná","Palmeira","Rodovia BR-376, Km 543, rio lajeado a beira da estrada","-49.811111","-25.374444",NA,"Isolada, 30 cm, flor amarela, margem de rio lajeado.; Campos Gerais.","MBM401637","MBM401637",NA,NA,"2014",NA,NA,NA,NA,"-49.811111","-25.374444",NA,NA,NA,NA
"31","2020-12-21 16:47:46-03","MBM","MBM","401639","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.","2454","2013","12","19","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-49.820833","-25.316111",NA,"Isolada ou cespitosa, 20-50 cm, flores amarelas, campo semi-hidromórfico.; Campos Gerais.","MBM401639","MBM401639",NA,NA,"2014",NA,NA,NA,NA,"-49.820833","-25.316111",NA,NA,NA,NA
"32","2020-12-21 16:47:46-03","MBM","MBM","401640","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2198","2013","12","10","Southern America","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768056","-25.465833",NA,"Isolada, 30 cm, flores amarelas murchas, afloramento rochoso, pouco frequente.; Campos Gerais.","MBM401640","MBM401640",NA,NA,"2014",NA,NA,NA,NA,"-49.768056","-25.465833",NA,NA,NA,NA
"33","2020-12-21 16:47:46-03","MBM","MBM","401642","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1903","2013","11","26","Southern America","Brazil","Paraná","Piraí do Sul","Chácara Santa Rita da Serra","-50.025","-24.471944",NA,"Isolada, 30 cm, flor amarela murcha, campo úmido, solo arenoso.; Campos Gerais.","MBM401642","MBM401642",NA,NA,"2014",NA,NA,NA,NA,"-50.025","-24.471944",NA,NA,NA,NA
"34","2020-12-21 16:47:46-03","MBM","MBM","401645","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2028","2013","11","29","Southern America","Brazil","Paraná","Piraí do Sul","Rodovia PR-151, próximo ao viaduto Joaquim Murtinho","-49.859444","-24.393333",NA,"Cespitosa, 25 cm, espiga jovem, margem de riacho a beira da estrada, solo arenoso.; Campos Gerais.","MBM401645","MBM401645",NA,NA,"2014",NA,NA,NA,NA,"-49.859444","-24.393333",NA,NA,NA,NA
"35","2020-12-21 16:47:46-03","MBM","MBM","401648","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","Lozano, E.D.","Lozano, E.D.","2447","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991667","-25.2475",NA,"Isolada ou cespitosa, 20-50 cm, flores amarelas, campo semi-hidromórfico.; Campos Gerais.","MBM401648","MBM401648",NA,NA,"2014",NA,NA,NA,NA,"-49.991667","-25.2475",NA,NA,NA,NA
"36","2015-09-03 21:07:03-03","MNHN","RECOLNAT_MNHN_P","P01679903","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs",NA,"Reitz|Klein",NA,"1965","12","12",NA,"Brasil","Paraná","Ponta Grossa","Rodovia do Café, Rio Tibagi. Ponta Grossa, Paraná, Sul, Brasil, América do Sul","-50.1618995666504","-25.0949993133545","hb",". . 7 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01679903' target='other'> <mi>dwc_moreinfo</mi></a>","P01679903","P01679903_01","900",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,"17483",NA
"37","2021-02-11 17:22:10-03","UFPR","UPCB","33543","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Cervi, A.C.","4014","1992","12","23",NA,"Brasil","Paraná","Tibagi","Guartelá","-50.4136009216309","-24.5093994140625",NA,"Erva ereta. Flores amarelas. Lugares úmidos..",NA,NA,NA,NA,"2015","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:22:10-03","UFPR","UPCB","6063","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Hatschbach, G.","13051","1965","10","22",NA,"Brasil","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,"Flor amarela. Brejo..",NA,NA,NA,NA,"2015","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","2999842","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs","R. Kral","R. Kummrow","Kummrow 2431","1983","11","18","South America","Brazil","Paraná",NA,"Serra do Puruna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-07-25 15:01:53-03","UNIOESTE","UNOP","3335","S","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Liesenfeld, V.; Souza, T.; Jesus, C.S.; Souza, T.; Jesus, C.S.","44","2015","06","02",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Herbácea. Rupícola. Folhas distícas com lâmina achatada, escapo cilíndrico, inflorescência castanho escura.",NA,NA,NA,NA,"2016","56988","auto",NA,NA,NA,NA,"02","25",NA,NA
"41","2016-07-25 15:01:53-03","UNIOESTE","UNOP","3329","S","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Liesenfeld, V.; Souza, T.; Jesus, C.S.; Souza, T.; Jesus, C.S.","38","2015","06","02",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Herbácea. Folhas distícas com lâmina achatada, escapo cilíndrico, inflorescência castanho escura.",NA,NA,NA,NA,"2016","56988","auto",NA,NA,NA,NA,"02","25",NA,NA
"42","2019-08-29 16:18:56-03","UNIOESTE","UNOP","3296","S","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Liesenfeld, V.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.","5","2015","03","26",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Herbácea. Rupícola. Folhas achatadas, inflorescência castanho-escura.",NA,NA,NA,NA,"2016","56988","auto",NA,NA,NA,NA,"02","25",NA,NA
"43","2016-07-25 15:01:53-03","UNIOESTE","UNOP","3313","S","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Liesenfeld, V.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.","22","2015","10","26",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Herbácea. Solo arenoso úmido. Folhas de lâmina acchatada, inflorescência castanho-clara com flores amarelas.",NA,NA,NA,NA,"2016","56988","auto",NA,NA,NA,NA,"02","25",NA,NA
"44","2016-07-25 15:01:53-03","UNIOESTE","UNOP","3336","S","Plantae",NA,NA,"Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B.Sm. & Downs","Lozano, E.D.","Liesenfeld, V.; Souza, T.; Jesus, C.S.; Souza, T.; Jesus, C.S.","45","2015","06","02",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Herbácea. Rupícola. Folhas distícas com lâmina achatada, escapo cilíndrico, inflorescência castanho escura.",NA,NA,NA,NA,"2016","56988","auto",NA,NA,NA,NA,"02","25",NA,NA
"45","2020-09-12 05:00:02-03","US","US","2755552","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs",NA,"P. Occhioni",NA,"1971","11","9","South America - Neotropics","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"US01915671","US01915671_01",NA,NA,NA,"46557","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2321976","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","hatschbachii","Xyris hatschbachii","L.B. Sm. & Downs",NA,"G. Hatschbach","828","1948","1","6","South America","Brazil","Paraná",NA,"Puruna.",NA,NA,NA,NA,"US00088162","US00088162_01",NA,NA,NA,NA,NA,"Monocotyledonae","Isotype",NA,NA,NA,NA,NA,"1"
