"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","individualCount","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus"
"38","2020-12-21 16:43:19-03","MBM","MBM","169736","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L. Cabral","Jardim, J.","Imaguire, N.","3080","1971","05","03","Southern America","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Erva de flores brancas. Do campo; frequente","MBM169736","MBM169736",NA,NA,"2009","07","12577","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:43:19-03","MBM","MBM","170341","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L. Cabral","Jardim, J.","Imaguire, N.","5503","1980","04","25","Southern America","Brazil","Paraná","Curitiba","Cabral","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Sublenhosa, 1m, Ruderal","MBM170341","MBM170341",NA,NA,"2009","07","25180","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:43:19-03","MBM","MBM","169733","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L. Cabral","Jardim, J.","Imaguire, N.","2571","1971","01","27","Southern America","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Flores brancas. Do campo, frequente","MBM169733","MBM169733",NA,NA,"2009","07","12577","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:43:19-03","MBM","MBM","307901","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L. Cabral","Jardim, J.","Marques, D.S.; Palma, D.; Ribas, O.S.; Rosa, D.M.; Palma, D.; Ribas, O.S.; Rosa, D.M.","8","2005","04","29","Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Planta ereta, flor alva. brejo","MBM307901","MBM307901",NA,NA,"2009","07","45291","auto",NA,NA,NA,NA,NA,NA
"42","2015-09-04 16:22:07-03","MNHN","RECOLNAT_MNHN_P","P03822095","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo",NA,"Gaudichaud",NA,"1833","1","1",NA,"Brasil",NA,NA,"Province de San-Paolo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03822095' target='other'> <mi>dwc_moreinfo</mi></a>","P03822095","P03822095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"518",NA
"43","2021-02-11 17:21:32-03","UFPR","UPCB","57405","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Guimarães, O.A.","Matos, F.B.","501","2005","03","09",NA,"Brasil","Paraná","Curitiba","Jardim das Américas. Centro Politécnico da Universidade Federal do Paraná. Reserva Biológica Mata Viva.","-49.233333","-25.433333","900","900",NA,"Erva com flores azuladas. Estepe gramíneo-lenhosa.",NA,NA,NA,NA,"2007","10",NA,NA,"25",NA,"-49.233333","-25.433333",NA,NA
"44","2021-02-11 17:21:32-03","UFPR","UPCB","3797","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Guimarães, O.A.","Moreira, E.A.","201","1961","04","20",NA,"Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Pétalas brancas, campo úmido..",NA,NA,NA,NA,"2006","02","45291","auto","15",NA,NA,NA,NA,NA
"45","2021-02-11 17:21:32-03","UFPR","UPCB","3841","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Guimarães, O.A.","Moreira, E.A.","200","1961","03","28",NA,"Brasil","Paraná","Curitiba","Auto-estrada Curitiba - Campo Largo, km 19","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Ereta, flor alva, banhado..",NA,NA,NA,NA,"2006","02","25180","auto","15",NA,NA,NA,NA,NA
"46","2021-02-11 17:21:32-03","UFPR","UPCB","14398","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Guimarães, O.A.","Motta, J.T.","138","1986","01","09",NA,"Brasil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,"Erva, flor branca, caule quadrangular, campo de inundação..",NA,NA,NA,NA,"2006","02","31353","auto","15",NA,NA,NA,NA,NA
"47","2021-02-11 17:21:32-03","UFPR","UPCB","65006","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Guimarães, O.A.","Bona, C.","148","2004","02","18",NA,"Brasil","Paraná","General Carneiro","Fazenda Lageado Grande, Rio Neno.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta herbácea com flores brancas..",NA,NA,NA,NA,"2008","07","33284","auto",NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:21:32-03","UFPR","UPCB","65068","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Cervi, A.C.","Cervi, A.C.","8862","2006","03","06",NA,"Brasil","Paraná","General Carneiro","Fazenda Santa Cândida, Banhado Curicaca.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta herbácea com flores brancas. Banhado..",NA,NA,NA,NA,"2006","05","33284","auto",NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:21:32-03","UFPR","UPCB","30703","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galianthe","cymosa","Galianthe cymosa","(Cham.) E.L.Cabral & Bacigalupo","Guimarães, O.A.","Dittrich, V.A.O.","287","1999","12","13",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea, flor branca, área de brejo..",NA,NA,NA,NA,"2006","02","25180","auto","15",NA,NA,NA,NA,NA
"50","2020-07-15 14:43:37-03","UNESP-RC","HRCB","44535","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","cymosa","Diodia cymosa","Linnaeus","Pivetta","Fr. Daniel",NA,"1954","11","05",NA,"Brasil","Rio Grande do Sul","Vale Veneto",NA,NA,NA,"100","100",NA,"erva perene, flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-15 14:43:37-03","UNESP-RC","HRCB","44536","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","cymosa","Diodia cymosa","Linnaeus","Pivetta","Fr. Daniel",NA,"1954","12","04",NA,"Brasil","Rio Grande do Sul","Vale Veneto",NA,NA,NA,"90","90",NA,"erva perene, flor branco-azulada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
