"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"49","2015-09-25 12:18:59-03","MNHN","RECOLNAT_MNHN_P","P00640244","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Rojas, T.",NA,NA,"Paraguay","Itinera in Paraguaria septentrionaali : In altaplanitie et declivibus 'Sierra de Amambay'","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640244' target='other'> <mi>dwc_moreinfo</mi></a>","P00640244","P00640244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9763",NA,NA
"50","2015-09-05 09:07:23-03","MNHN","RECOLNAT_MNHN_P","P05534869","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Krapovickas, A.",NA,NA,"Brasil","22 km de Ponta Porã, camino a Bela Vista.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05534869' target='other'> <mi>dwc_moreinfo</mi></a>","P05534869","P05534869_01",NA,"1968","2","19","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14045",NA,NA
"51","2020-12-11 11:35:22-03","UFMG","BHCB","61263","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Silva, SM","s.n.","Southern America","Brasil",NA,NA,"herbacea de flores verdes e brácteas verde-amareladas","BHCB008292",NA,NA,"1997","10","31","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"1998","03",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:18:52-03","UFPR","UPCB","81709","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Pereira, S.F.","290",NA,"Brasil","Parque Estadual do Cerrado",NA,"Herbácea, ca. 30 cm.","UPCB0029507","UPCB0029507","Pereira, S. F.","2013","10","24","Paraná","Jaguaraíva","-49.66","-24.176",NA,NA,"2013","10","-49.660","-24.176",NA,NA,NA,NA,"30",NA,NA,NA
"53","2021-02-11 17:18:52-03","UFPR","UPCB","8316","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Hatschbach, G.","21775",NA,"Brasil","Rio Brilhante",NA,"Reptante, flor creme. Do cerrado..",NA,NA,"Hatschbach, G.","1969","07","12","Mato Grosso",NA,NA,NA,NA,NA,"1970","01",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"54","2021-02-11 17:18:52-03","UFPR","UPCB","3561","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Hatschbach, G.","8844",NA,"Brasil",NA,NA,"Flor amarela. Prostrada. Do cerrado..",NA,NA,"Smith, L.B.","1962","02","02","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133","625","625",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:18:52-03","UFPR","UPCB","32805","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Cervi, A.C.","3245",NA,"Brasil",NA,NA,"Erva, xilopodífera, bráctea amarelada..",NA,NA,"Uhlmann, A.","1990","11","22","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:18:52-03","UFPR","UPCB","42105","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Cervi, A.C.","6835",NA,"Brasil","Parque Estadual do Cerrado",NA,"Rasteira com brácteas verde-amareladas, cerrado..",NA,NA,"Cervi, A.C.","1999","09","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:18:52-03","UFPR","UPCB","33765","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Kozera, C.","596",NA,"Brasil","Parque Estadual do Cerrado",NA,"Herbácea, flores com brácteas amarelas. Área de campo cerrado..",NA,NA,"Kozera, C.","1997","10","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"1997","11",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:18:52-03","UFPR","UPCB","33611","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Silva, S.M.",NA,NA,"Brasil","Parque Estadual do Cerrado",NA,"Herbácea de flores verdes e brácteas verde-amareladas..",NA,NA,"Petean, M.P. & Borgo, M.","1997","10","31","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"1998","03",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"59","2021-02-11 17:18:52-03","UFPR","UPCB","31726","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Cervi, A.C.","6282",NA,"Brasil","Parque Estadual do Cerrado",NA,"Flor amarela esverdeada, rastejante. Do cerrado..",NA,NA,"Cervi, A.C.","1997","05","27","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"1997","01",NA,NA,"44368","auto",NA,NA,"01",NA,NA,NA
"60","2021-02-11 17:18:52-03","UFPR","UPCB","31221","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K.Hoffm.",NA,"Cervi, A.C.","4150",NA,"Brasil","Parque Estadual do Cerrado",NA,"Xilopodífera, bráctea amarela e verde. Decumesente junto ao solo..",NA,NA,"Guimarães, O.A.","1993","10","28","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"1997","08",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:18:52-03","UFPR","UPCB","60599","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Pereira, J.B.S.","309",NA,"Brasil","Parque Estadual do Cerrado.",NA,"Herbácea, terrestre, flores amarelas..","UPCB0002440","UPCB0002440","Silva, D.F.","2008","09","26","Paraná","Jaguariaíva","-50.3","-24.15",NA,NA,"2017","06","-50.3","-24.15",NA,NA,NA,NA,"27",NA,NA,NA
"62","2021-02-11 17:18:52-03","UFPR","UPCB","72104","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Snak, C.","457",NA,"Brasil","Resquício de Cerrado.",NA,"Erva ca. 40cm alt. Inflorescência amarelada..","UPCB0002437","UPCB0002437","Silva, D.F.","2010","03","28","Paraná","Campo Mourão","-52.423611","-23.996389",NA,NA,"2017","06","-52.423611","-23.996389",NA,NA,NA,NA,"27",NA,NA,NA
"63","2021-02-11 17:18:52-03","UFPR","UPCB","80172","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Lima, D.F.","89",NA,"Brasil","Parque Estadual do Cerrado",NA,"Arvoreta 0,5m. Flores amarelas..","UPCB0002417","UPCB0002417","Silva, D.F.","2010",NA,NA,"Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2018","01",NA,NA,"44368","auto",NA,NA,"23",NA,NA,NA
"64","2021-02-11 17:18:52-03","UFPR","UPCB","50224","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Maia, D.C.da",NA,NA,"Brasil","Parque Estadual do Cerrado",NA,NA,"UPCB0002439","UPCB0002439","Silva, D.F.","2004","10","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2017","06",NA,NA,"44368","auto",NA,NA,"27",NA,NA,NA
"65","2021-02-11 17:18:52-03","UFPR","UPCB","49944","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Liebsch, D.",NA,NA,"Brasil","Parque Estadual do Cerrado",NA,NA,"UPCB0002441","UPCB0002441","Silva, D.F.","2004","10","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2017","06",NA,NA,"44368","auto",NA,NA,"27",NA,NA,NA
"66","2021-02-11 17:18:52-03","UFPR","UPCB","33766","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Kozera, C.","578",NA,"Brasil","Parque Estadual do Cerrado",NA,"Herbácea, flores com brácteas florais amarelas. Cerrado..","UPCB0002438","UPCB0002438","Silva, D.F.","1997","10","30","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2018","01",NA,NA,"44368","auto",NA,NA,"23",NA,NA,NA
"67","2010-10-07 15:27:00-03","MO","MOBOT","2943157","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14353","South America","Brazil","Sandy cerrado, Rio da Prata, ca. 6 km. S. of Posse, Goiás.",NA,NA,NA,NA,"R.L. Liesner","1966","4","4","Goiás",NA,"-46.0002833","-14.0008167","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-12-10 12:09:00-02","MO","MOBOT","100234583","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Gert G. Hatschbach","Hatschbach 58628","South America","Brazil","Rod. MS-295, 15 km L de Iguatemi.",NA,NA,NA,NA,"G. Hatschbach","1993","2","7","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2014-07-15 09:26:00-03","MO","MOBOT","100716963","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.","Holotype","Émile Hassler|Teodoro Rojas","Hassler 9763","South America","Paraguay","Sierra de Amambay",NA,NA,NA,NA,NA,"1907",NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2017-03-16 11:26:00-03","MO","MOBOT","1226679","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 46441","South America","Paraguay","Parque Nacional Cerro Corá. Buffer zone.",NA,NA,NA,NA,"Mark Mayfield (KSC)","1997","2","26","Amambay",NA,"-56.0105556","-22.6861111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1094","5",NA
"71","2009-08-07 05:41:00-03","MO","MOBOT","2490189","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Émile Hassler","Hassler 4476","South America","Paraguay","Río Capibary",NA,NA,NA,NA,NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2013-01-21 07:47:00-02","MO","MOBOT","2942944","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"M. Silvia Ferrucci","Ferrucci 729","South America","Paraguay","W de la Ruta 5, 3 km de la entrada al Parque Nac. Cerro Corá. En cerrado.",NA,NA,NA,NA,"R.L. Liesner","1988",NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-05-08 12:55:00-03","MO","MOBOT","2943264","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Per Dusén","Dusén 16970","South America","Brazil","Jaguariahyva, Casa Nova, in campo.",NA,NA,NA,NA,"R.L. Liesner","1915","4","4","Paraná",NA,NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","2943381","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Gert G. Hatschbach","Hatschbach 33925","South America","Brazil","Rod. Br. 1636 (mun. Bandeirante) Mato Grosso.",NA,NA,NA,NA,"Ronald Liesner","1974","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-07-14 17:09:00-03","MO","MOBOT","985684","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Nélida Soria","Soria Rey 5592","South America","Paraguay","Parque Nacional Cerro Corá, Camino al Cerro Trebol.",NA,NA,NA,NA,"W.D. Stevens","1992","11",NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2012-12-07 13:47:00-02","MO","MOBOT","100549584","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Grady L. Webster|A. Pott|V. Pott","Webster 25365","South America","Brazil","Serra Urucum. Locally common in cerrado (few shrubs), with 2 prec.; bracts canary yellow, gland deep yellow.",NA,NA,NA,NA,"W. Scott Armbruster","1984","10","4","Mato Grosso do Sul","Ladário","-57.5833333","-19.2","970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2018-09-12 14:48:09-03","UNIOESTE","UNOP","5778","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Kellermann, B.D.; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Goldenberg, R.; Smid; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Goldenberg, R.; Smidt, E.C.","70",NA,"Brasil","Parque Estadual do Cerrado.",NA,"Subarbusto.",NA,NA,"Snak, C.; Caddah, M.; Mancinelli, W.","2009","09","25","Paraná","Jaguariaíva","-49.648611","-24.133333",NA,NA,"2009","10","-49.648611","-24.133333",NA,NA,NA,NA,NA,NA,NA,NA
"78","2018-04-19 15:15:12-03","UNIOESTE","UNOP","2640","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Pereira, S.F.; Buturi, C.; Alvarenga, A.M.S.B.; Buturi, C.; Alvarenga, A.M.S.B.","290",NA,"Brasil","Parque Estadual do Cerrado",NA,"Herbácea, ca 30 cm.",NA,NA,"Pereira, S.F.; Alvarenga, A.M.S.B.; Buturi, C.","2013","10","24","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2013","10",NA,NA,"44368","auto",NA,NA,"30",NA,NA,NA
"79","2021-03-17 14:34:32-03","UTFPR-SL","SHPR","437","PreservedSpecimen","Plantae","Anthophyta",NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Biral, L. | M. Caxambu | E. Couto | V. Cavarzere","1573","América do Sul","Brasil","Nas imediações da cidade.","exsicata","Herbácea, folhas cartáceas, brácteas verde-amareladas, disco amarelo.Habitat: Em pequeno fragmento de cerrado sensu stricto, vegetação alterada","SHPR000437",NA,"Biral, L.","2019","05","03","Paraná","Campo Mourão","-52.365267","-24.013731",NA,NA,"2019","05","52º21'54.96 W","24º00'49.43 S",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","3117050","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Dalechampia","morifolia","Dalechampia morifolia","Pax & K. Hoffm.",NA,"G. Hatschbach & R. Callejas","47204","South America - Neotropics","Brazil","Amambai.",NA,NA,NA,NA,NA,"1983","12","13","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2563009","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"G. Hatschbach","8844","South America","Brazil","Mun Campo Mourao. Campo Mourao.",NA,NA,NA,NA,NA,"1972","2","2","Paraná",NA,NA,NA,"625",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","2563010","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"G. Hatschbach","8844","South America","Brazil","Mun Campo Mourao. Campo Mourao.",NA,NA,NA,NA,NA,"1972","2","2","Paraná",NA,NA,NA,"625",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","1740764","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila","Pax & K. Hoffm.",NA,"W. A. Archer & A. Gehrt","40","South America - Neotropics","Brazil","Olho d'Agua, C. Grande.",NA,NA,NA,NA,NA,"1936","9","4","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","3655938","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"G. L. Webster, A. Pott & V. J. Pott","25365","South America - Neotropics","Brazil","Mpio Ladario: Serra Urucum.",NA,NA,NA,NA,NA,"1984","10","4","Mato Grosso do Sul",NA,"-57.58","-19.2","970",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"85","2020-09-02 16:24:42-03","Cenargen","CEN","9806","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","morifolia","Dalechampia morifolia","Pax & K.Hoffm.",NA,"Grady Linder Webster","25365",NA,"Brasil","Mato Grosso do Sul: Morraria do Urucum, at crest near EMBRATEL station.","Exsicatas","Stems less than 5 dm high; bracts canary yellow, resin gland deep yellow. Doação - Botany Departament Herbarium, University of California, Davis, and Departamento de Morfologia e Sistemática Vegetais, UNICAMP.","CEN00009806","CEN00009806","G. L. Webster","1984","10","04","MS","LADARIO","-57.583333","-19.2","970","970","1984","10","-57.583333","-19.2",NA,NA,NA,NA,NA,NA,"1",NA
"86","2020-09-02 16:24:42-03","Cenargen","CEN","11200","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Antônio Costa Allem","3513",NA,"Brasil","30 km a NE de Alto Araguaia, ao longo da rodovia BR - 364 rumo a Alto Garças.","Exsicatas","Erva tomentosa entre 20 a 50 cm de altura. Folhas inteiras, lanceoladas, brácteas foliáceas amarelo-esverdeadas. Fruto pubescente, glândulas resinosas de cor laranja.","CEN00011200","CEN00011200","D. F. Silva","1986","05","08","MT","ALTO ARAGUAIA","-53.2153015136719","-17.3146991729736","750","750","2018","01","-5325000.0","-1708333.0","100273","auto",NA,NA,NA,NA,"5",NA
"87","2019-12-09 17:29:51-03","UFPR","EFC","17171","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"Völtz, R.R.; Nunes, M.G.","1604",NA,"Brasil","Parque Estadual do Cerrado",NA,"Subarbusto 0,3 m alt.; inflorescência com brácteas verde-amarelada; flor verde com mancha amarelada. Savana","EFC017171",NA,"Völtz, R.R.","2017","12","18","Paraná","Jaguariaíva","-49.6669","-24.1725","840","840","2018","06","-49.6669","-24.1725",NA,NA,NA,NA,"29",NA,NA,NA
"88","2021-03-25 13:52:08-03","UNIVILLE","JOI","9778","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Baill.",NA,"B.D. Kellermann","70",NA,"Brasil","Parque Estadual do Cerrado.",NA,"; HABITO: subarbusto; TIPO VEGETACIONAL: Cerrado","JOI009778",NA,"C. Snak, M. Caddah & W.S. Mancinelli","2009","09","25","Paraná","Jaguariaíva","-49.648611","-24.133333",NA,NA,"2009","10","49º38'55''W","24º7'60''S",NA,NA,NA,NA,"25",NA,NA,NA
"89","2019-09-05 15:31:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","amambayensis","Dalechampia amambayensis",NA,"Type [status unknown]","T. Rojas","9763","South America","Paraguay",NA,NA,NA,NA,NA,NA,"1907",NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"90","2019-09-05 15:27:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","morifolia","Dalechampia morifolia",NA,"Type [status unknown]","E. Hassler","4336","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"91","2019-09-05 15:25:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila",NA,"Isotype","E. Hassler","4476","South America","Paraguay",NA,NA,NA,NA,NA,NA,"1900","9",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"92","2019-07-09 13:28:14-03","F","FMNH-SEEDPLANTS","V0210918F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila",NA,NA,"G. G. Hatschbach","13014","South America","Brazil",NA,NA,NA,"V0210918F","V0210918F_01",NA,"1965","1","14",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"93","2020-04-21 18:04:56-03","F","FMNH-SEEDPLANTS","V0362023F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila",NA,"Isotype","E. Hassler","4476","South America","Paraguay",NA,NA,NA,"V0362023F",NA,NA,"1900","9",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"94","2019-06-11 13:25:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana",NA,NA,"P. Dusén","16970","South America","Brazil",NA,NA,NA,NA,NA,"RRC ID Flag","1915","4","4","Paraná",NA,"-51","-24",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"16970",NA,NA
"95","2019-07-09 13:24:45-03","F","FMNH-SEEDPLANTS","V0195378F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana",NA,NA,"D. Soejarto","5222","South America","Paraguay",NA,NA,NA,"V0195378F","V0195378F_01 V0195378F_02","RRC ID Flag",NA,NA,NA,"Amambay",NA,"-56","-23",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"5222",NA,NA
"96","2019-07-09 13:24:45-03","F","FMNH-SEEDPLANTS","V0195379F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0195379F","V0195379F_01",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"97","2020-07-23 12:06:15-03","CEPLAC","CEPEC","131334","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","trichophila","Dalechampia trichophila",NA,NA,"J. B. S. Pereira","309",NA,"Brasil","Parque Estadula do Cerrado.",NA,NA,NA,NA,"Pereira & Falleiros","2008","09","26","Paraná","jaguariaiva","-50.3","-24.15",NA,NA,NA,NA,"50W18'","24S9'",NA,NA,NA,"30/12/2008",NA,NA,NA,NA
"98","2020-11-12 17:01:04-03","UEL","FUEL","25479","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Dalechampia","weddelliana","Dalechampia weddelliana","Müll.Arg.",NA,"Wanderley, MGL; Lima, R; Araújo, AC; Zanin, A; Forzza, RC","s.n.",NA,"Brasil","BR 364 ca. 20km da divisa GO-MT, ca. 20 km da divisa GO-MT",NA,NA,"FUEL014133",NA,"Silva, DF","1997","11","25","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,NA,"2018","01",NA,NA,"100273","auto",NA,NA,"23",NA,NA,NA
"99","2019-11-01 14:57:41-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Dalechampia","amambayensis","Dalechampia amambayensis","Pax & K. Hoffm.",NA,"Villarroel, D; Martinez, MT; Aramayo, G; Nee, MH","3198","Southern America","Bolivia","Cerro Mutún. Cima del cerro en dirección Sur de los mástiles. Campo sujo que se desarrolla sobre suelos pedregosos y muy poco profundos, se observan áreas con afloramientos rocosos abruptos.",NA,NA,NA,NA,"Villarroel, D","2014","02","26","Santa Cruz","Prov. Germán Busch","-58.465242","-19.335094","730","730",NA,NA,"-58.465242","-19.335094",NA,NA,NA,NA,NA,NA,NA,NA
