"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"880","2020-06-15 15:30:26-03","UNESP-RC","HRCB","15503","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Paoli, A.A.S.","Paoli, A.A.S.","31","1992","08","07",NA,"Brasil","São Paulo","Rio Claro","Floresta Estadual Navarro de Andrade","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore 4m, flores creme com frutos",NA,NA,NA,NA,"21773","auto",NA,NA,"1992","08","07",NA,NA,NA,NA,NA
"881","2020-06-15 15:30:26-03","UNESP-RC","HRCB","40384","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Moura, L.C.","109","1999","08","11",NA,"Brasil","São Paulo","Rio Claro","Floresta Estadual Navarro de Andrade","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore, 12m de altura, 60cm de perímetro basal",NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","2020-06-15 15:30:26-03","UNESP-RC","HRCB","40188","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Furlan, A.","Ferreira, S.D.","6","1999","09","26",NA,"Brasil","São Paulo","Rio Claro","Vila Cristina","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore até 6m de altura, inflorescência verde, folhas velhas amareladas",NA,NA,NA,NA,"21773","auto",NA,NA,"1999","10",NA,NA,NA,NA,NA,NA
"883","2020-06-15 15:30:26-03","UNESP-RC","HRCB","24899","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Lima, L.R.","Tozzi, A.M.G.A.","149","1994","11","10",NA,"Brasil","São Paulo","Santo Antonio da Alegria","Bairro do Baú","-47.1500015258789","-21.0799999237061",NA,NA,NA,"8m, flores femininas",NA,NA,NA,NA,"15769","auto","47º154'W","21º086'S","2000","12","12",NA,NA,NA,NA,NA
"884","2020-06-15 15:30:26-03","UNESP-RC","HRCB","39408","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Assis, M.A.","Assis, M.A.","1635","2002","11","15",NA,"Brasil","São Paulo","São José dos Campos","Margens do Rio Paraíba do Sul","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Arbusto; beira do rio; inflorescências esverdeadas <ll>dwc_commonname:</ll> Sangra d'água",NA,NA,NA,NA,"39297","auto",NA,NA,"2002","12",NA,NA,NA,NA,NA,NA
"885","2020-06-15 15:30:26-03","UNESP-RC","HRCB","39444","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Assis, M.A. de","Assis, M.A.","1561","2002","06","22",NA,"Brasil","São Paulo","São José dos Campos","Margens do Rio Paraíba do Sul","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Arbusto; frequente em beira de rio; flores alvo-esverdeadas",NA,NA,NA,NA,"39297","auto",NA,NA,"2002","12",NA,NA,NA,NA,NA,NA
"886","2020-06-15 15:30:26-03","UNESP-RC","HRCB","20634","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Tamashiro, J.Y.","989","1995","05","09",NA,"Brasil","São Paulo","Socorro","Estrada de terra, Saltinho-Monte Sião","-46.5200004577637","-22.5900001525879",NA,NA,NA,"Árvore de 10m., flores brancas",NA,NA,NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","2017-11-24 14:10:39-02","UFLA","ESAL","16784","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Botrel, RT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914",NA,NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","2017-11-24 14:10:39-02","UFLA","ESAL","26986","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","R.Riina","Batista, TA Naves,","397",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamonte","Hotel casa alpina","-44.8699989318848","-22.283899307251",NA,NA,NA,"arbusto; 70cm; flores inteiramente beges;",NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","2017-11-24 14:10:39-02","UFLA","ESAL","16440","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Rodrigues, LA; et al.","280",NA,NA,NA,NA,"Brasil","Minas Gerais","Luminárias","Mata do Galego","-44.9033012390137","-21.511100769043",NA,NA,NA,"árvore; 6m; ;; floresta",NA,NA,NA,NA,"19291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","2017-11-24 14:10:39-02","UFLA","ESAL","20713","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Atala, CA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,"árvore; 10, m; amarela;; floresta",NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","2017-11-24 14:10:39-02","UFLA","ESAL","15837","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Richieri Sartori","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Socorro","Bairro dos Farias","-46.5200004577637","-22.5900001525879",NA,NA,NA,"árvore; 4 m; ;; floresta",NA,NA,NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","2017-11-24 14:10:39-02","UFLA","ESAL","12357","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Pereira, SC; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,NA,"árvore; 5.0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","2018-10-09 16:31:18-03","UFLA","ESAL","12813","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Ary T.O.Filho","Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,"árvore; 10.0; ;; floresta",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"894","2018-10-09 16:31:18-03","UFLA","ESAL","13176","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Danilo F. Corcelli","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","UFLA","-44.999444","-21.245278",NA,NA,NA,"árvore; 2.0; amarela;; cerrado",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"895","2018-10-09 16:31:18-03","UFLA","ESAL","13191","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Leonardo A. Mendes","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da UFLA","-44.999444","-21.245278",NA,NA,NA,"árvore; 6.0; ;",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"896","2018-10-09 16:31:18-03","UFLA","ESAL","1862","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Leitão Filho, HF; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Represa de Camargos","-44.999444","-21.245278",NA,NA,NA,"árvore; até 7.0; creme;",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"897","2017-11-24 14:10:39-02","UFLA","ESAL","20498","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","E. Van den Berg; Ana carolina","Silva, AC da","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","São Sebastião daBela Vista",NA,NA,NA,NA,NA,NA,"arvoreta; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","2017-11-24 14:10:39-02","UFLA","ESAL","22024","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","R.Riina","Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sta Rita de Caldas","Ventania",NA,NA,"1","1",NA,"; 7, m; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","2018-10-09 16:31:18-03","UFLA","ESAL","26922","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","José Carlos","Juliana","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","UFLA","-44.999444","-21.245278",NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"900","2018-10-09 16:31:18-03","UFLA","ESAL","4698","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","D. Medeiros","Mônica Massahud","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da ESAL","-44.999444","-21.245278","9","9",NA,"árvore; 5.0 a 6.0; branca, pequena;; ripário",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"901","2018-10-09 16:31:18-03","UFLA","ESAL","7090","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","D. Medeiros","Gavilanes, ML","1.758",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da ESAL","-44.999444","-21.245278",NA,NA,NA,"arvoreta; 3.0; creme;",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"902","2017-11-24 14:10:39-02","UFLA","ESAL","26220","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Melo, PHA","4002",NA,NA,NA,NA,"Brasil","Minas Gerais","Arcos","CSN - Companhia Siderurgica Nacional, Proximidades da Mina da Bocaina","-45.5393981933594","-20.2819004058838",NA,NA,NA,"árvore; ; ; frutos imaturos verdes",NA,NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","2017-11-24 14:10:39-02","UFLA","ESAL","12189","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Estrada da Ponte do Funil -Pedra Negra","-44.7580986022949","-21.0331001281738",NA,NA,NA,"árvore; 5.0; creme;; floresta",NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","2017-11-24 14:10:39-02","UFLA","ESAL","12190","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Estrada da Ponte do Funil -Pedra Negra","-44.7580986022949","-21.0331001281738",NA,NA,NA,"árvore; 6.0; creme;; floresta",NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","2017-11-24 14:10:39-02","UFLA","ESAL","10321","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","M. L. Gavilanes","D' Angelo Neto, S","27",NA,NA,NA,NA,"Brasil","Minas Gerais","Francisco Sá",NA,"-43.4883003234863","-16.4757995605469",NA,NA,NA,"árvore; 3.0; branca;; ripário",NA,NA,NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","2017-11-24 14:10:39-02","UFLA","ESAL","8046","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","D. Medeiros","Hercules Diniz Campos","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Paulo Freitas","-44.9171981811523","-21.4011001586914",NA,NA,NA,"árvore; 4.0 a 8.0; ;; floresta",NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","2017-11-24 14:10:39-02","UFLA","ESAL","6333","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","R. Riina","?","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itapecerica","Fazenda do Espinho","-45.1255989074707","-20.4724998474121",NA,NA,NA,"; 5.0; ;; palustre",NA,NA,NA,NA,"32227","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","2017-11-24 14:10:39-02","UFLA","ESAL","6870","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","M. L. Gavilanes","Gavilanes, ML","1.163",NA,NA,NA,NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,"arbusto; 2.5; branca;; formação antrópica",NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2017-11-24 14:10:39-02","UFLA","ESAL","9485","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","M. L. Gavilanes","Silveira, B Q; Gavilanes, ML","4.245",NA,NA,NA,NA,"Brasil","Minas Gerais","Oliveira","Fazenda Três Córregos","-44.8272018432617","-20.6963996887207",NA,NA,NA,"arbusto; 3.0; creme;",NA,NA,NA,NA,"38796","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2017-11-24 14:10:39-02","UFLA","ESAL","10255","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","M. L. Gavilanes","B. Q. Silveira; M. L. Gavilanes","4.505",NA,NA,NA,NA,"Brasil","Minas Gerais","Oliveira","Fazenda Três Córregos","-44.8272018432617","-20.6963996887207",NA,NA,NA,"árvore; 2.5; branca;",NA,NA,NA,NA,"38796","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","2017-11-24 14:10:39-02","UFLA","ESAL","20499","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","E. Van den Berg","Silva, AC da","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista",NA,"-45.7541999816895","-22.159200668335",NA,NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","2017-11-24 14:10:39-02","UFLA","ESAL","13862","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"MO","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí","Vale dos Guaribas","-46.8800010681152","-23.1800003051758","7","7",NA,"árvore; 1.00m; verde claro;; floresta",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2019-12-19 11:18:43-03","UFG","UFG","20865","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"J.A.Rizzo; et al.","20865","1994","12","14",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UFG0020865","UFG0020865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","2019-12-19 11:18:43-03","UFG","UFG","11008","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"J.A. Rizzo; Ilenir","10167","1981","08","25",NA,"Brasil","Goiás","Luziânia",NA,"-47.9502983093262","-16.2525005340576",NA,NA,NA,NA,"UFG0011008","UFG0011008",NA,NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","2019-12-19 11:18:43-03","UFG","UFG","20860","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","M.Y. Hashimoto","J. A. Rizzo; et al.","11755","1994","09","14",NA,"Brasil","Goiás","Mossâmedes","Parque Estadual Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,"Obs. Árvore de 6 m.",NA,NA,NA,NA,"30139","auto",NA,NA,"1994","09","14",NA,NA,NA,NA,NA
"916","2019-12-19 11:18:43-03","UFG","UFG","28040","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"J.A.Rizzo; et al.","28040","2005","01","21",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UFG0028040","UFG0028040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","2019-12-19 11:18:43-03","UFG","UFG","50320","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"A.Z.A. Santos","50320","2016","03","23",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UFG0050320","UFG0050320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","2019-12-19 11:18:43-03","UFG","UFG","62346","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Santos, J.P.","Santos, J.P.; et al.","515","2012","07","02",NA,"Brasil","Goiás","Teresópolis",NA,NA,NA,NA,NA,NA,"Árvore ca. de 5 metros, estéril.","UFG0062346",NA,NA,NA,NA,NA,NA,NA,"2012","07","02",NA,NA,NA,NA,NA
"919","2019-12-19 11:18:43-03","UFG","UFG","62472","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Fernandes, M.H.","Fernandes, M.H.; et al.","15","2012","01","23",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.491944","-15.972222","890","890",NA,"Árvore com ca. de 10 metros de altura. Borda da mata. folhas bastante discolores.","UFG0062472",NA,NA,NA,NA,NA,"-47.491944","-15.972222","2012","01","30",NA,NA,NA,NA,NA
"920","2019-12-19 11:18:43-03","UFG","UFG","26225","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","F. Bucci","F. Bucci","1278","2000","07","05",NA,"Brasil","Goiás","Cavalcante","UHE Cana Brava","-48.883333","-13.415833",NA,NA,NA,"Obs. Árvore com 8, 0 m de altura.",NA,NA,NA,NA,NA,NA,"-48.883333","-13.415833","2000","01","01",NA,NA,NA,NA,NA
"921","2019-12-19 11:18:43-03","UFG","UFG","27970","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"J.A. Rizzo; et al.","12761","2004","12","20",NA,"Brasil","Goiás","Catalão",NA,"-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,"UFG0027970","UFG0027970",NA,NA,"94621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","2019-12-19 11:18:43-03","UFG","UFG","43857","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Paula, J.R.","129","2010","05","04",NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"UFG0043857","UFG0043857",NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","2019-12-19 11:18:43-03","UFG","UFG","20433","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"J.A. Rizzo; M.Y. Hashimoto","11706","1994","08","18",NA,"Brasil","Goiás","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"UFG0020433","UFG0020433",NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","2020-11-10 12:24:58-03","UFG","UFG","61780","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Santos, J.P.","Santos, J.P.","924","2013","05","29",NA,"Brasil","Minas Gerais","Iguatama",NA,"-45.7113990783691","-20.1744003295898",NA,NA,NA,"Árvore ca. 11 m, frutos esverdeados, flores esbranquiçadas.","UFG0061780","UFG0061780",NA,NA,"23336","auto",NA,NA,"2013","05","29",NA,NA,NA,NA,NA
"925","2019-12-19 11:18:43-03","UFG","UFG","62556","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Garcia, R.J.F.","Pereira, F.G.; et al.","2012","2012","03","29",NA,"Brasil","São Paulo","São Paulo","Parque Natural Varginha","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Arvoreta, 4 metros de altura, 4,5+2+3 cm DAP, látex transparente; flores brancas; frutos marrom-esverdeados. (nº 42)","UFG0062556",NA,NA,NA,"53584","auto",NA,NA,"2012","12","30",NA,NA,NA,NA,NA
"926","2019-12-19 11:18:43-03","UFG","UFG","14754","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","V.L.G. Klein","V.L.G. Klein; et al.","2181","1993","12","10",NA,"Brasil","Goiás","Mossâmedes","Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,"Obs. Arbusto. Folhas verdes discolores. Botões verdes. Flores verdes com estames alvos.",NA,NA,NA,NA,"30139","auto",NA,NA,"1993","12","10",NA,NA,NA,NA,NA
"927","2019-06-10 10:10:40-03","FZB-BH","BHZB","1812","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Carvalho, M.G.","Fernandes, M.G.C.",NA,"1997","02","13",NA,"Brasil","MG","Belo Horizonte","Bairro Pampulha, Lagoa Ilha 1","-43.937801361084","-19.9207992553711",NA,NA,NA,"Com duplicata. <ll>dwc_commonname:</ll> Sangra d'água",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2019-06-10 10:10:40-03","FZB-BH","BHZB","4505","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"L.A., Echternacht","Andrade, I.R.",NA,"2004","02","22",NA,"Brasil","MG","Bom Sucesso","Ribeirão Itapecirica","-44.7580986022949","-21.0331001281738",NA,NA,NA,"Com duplicata.",NA,NA,NA,NA,"22016","auto",NA,NA,"2005","07",NA,NA,NA,NA,NA,NA
"929","2019-06-10 10:10:40-03","FZB-BH","BHZB","5241","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,NA,"Echternacht, L.A.","1032","2005","06","08",NA,"Brasil","MG","Belo Horizonte","FZB/BH - Área de visitação JB.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Com duplicata.Próx.curso d#?#água <ll>dwc_commonname:</ll> Sangra d' água",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","2021-03-17 14:34:32-03","UTFPR-SL","SHPR","917","PreservedSpecimen","Plantae","Anthophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Biral, L.","Biral, L.","2053","2020","05","05","América do Sul","Brasil","São Paulo","Botucatu","Córrego Tanquinho","-48.448406","-22.889553",NA,NA,"exsicata","Arvoreta, 2 m de altura, folhas jovens ferrugíneas, pedúnculo verde, flores creme.Habitat: Floresta Estacional Semidecidual","SHPR000917",NA,NA,NA,NA,NA,"48°26'54.26 W","22°53'22.39 S","2020","05",NA,NA,NA,NA,NA,NA
"931","2014-09-09 14:08:38-03","UNIVILLE","JOIW","446","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","G.C.T. Ceccantini","G.Q.Freire","205","2007","01","31",NA,"Brasil","MG","Matozinhos","Fazenda Castelo da Jagoara/Ecótono cerradão, Mata ciliar próximo ao açude","-43.986917","-19.477167","644","644",NA,"Árvore, h=6m., DAP= 13cm. Flores de anteras brancas, estilete verde claro e cálice verde acastanhado. Frutos imaturos verdes. Madeira do eixo principal",NA,NA,NA,NA,NA,NA,"43º59'12,9'' W","19º28'37,8'' S",NA,NA,NA,NA,NA,NA,NA,NA
"932","2021-02-09 10:12:35-03","UENF","HUENF","7418","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Raphael","1","2006","02","03",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Rio Paraíba do Sul - Jardim Carioca","-41.3244018554688","-21.7541999816895",NA,NA,NA,"Árvore de até 7,0m de altura, inflorescência do tipo ramento, flores monoclamídeas bissexuais (BVS - 2006)","HUENF00007421",NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","2021-02-25 10:11:54-03","CVRD","CVRD","4231","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Letícia R. Lima","Souza, V.D.","417","1993","01","25","América do Sul","BRASIL","ES","Linhares","Árvore em mata de cacau, lado esquerdo, próximo ao Aceiro da divisa.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Sangra d' água","CVRD004231",NA,NA,NA,"48094","auto",NA,NA,"2008","05","14","Magnoliopsida",NA,NA,NA,NA
"934","2021-02-25 10:11:54-03","CVRD","CVRD","4346","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Letícia R. Lima","Souza, V.D.","461","1993","03","26","América do Sul","BRASIL","ES","Linhares","Lado direito, à margem do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Sangra d' água","CVRD004346",NA,NA,NA,"48094","auto",NA,NA,"2008","05","14","Magnoliopsida",NA,NA,NA,NA
"935","2021-02-25 10:11:54-03","CVRD","CVRD","8578","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Letícia R. Lima","Luz, A.A. da","149","2004","01","26","América do Sul","BRASIL","ES","Marilândia",NA,"-40.5416984558105","-19.4127998352051",NA,NA,NA,"<ll>dwc_commonname:</ll> Sangra d' água","CVRD008578",NA,NA,NA,"21644","auto",NA,NA,"2008","05","14","Magnoliopsida",NA,NA,NA,NA
