"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","individualCount","class","relatedCatalogItem"
"11","2020-07-07 00:49:52-03","UFBA","ALCB","97638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","J.F.A. Baumgratz & D'El Rei Souza","Aguiar, LGPA",NA,"Hurbath, F","45","2010","10","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Nas proximidades do projeto Sempre Viva; vegetação às margens do Rio Piaba","-41.341944","-12.992778","927","927",NA,"ca de 2m de alt., folhas discolores; cálice esverdeado om lacíneas vináceas; anteras amarelas; pétalas róseas.","ALCB070552",NA,"2010","10","-41.341944","-12.992778",NA,NA,NA,NA,NA,NA
"12","2020-07-07 00:49:52-03","UFBA","ALCB","97665","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","J.F.A. Baumgratz & D'El Rei Souza","Aguiar, LGPA",NA,"Hurbath, F","82","2010","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para o córrego do boiadeiro","-41.326944","-12.995833","977","977",NA,"ca de 1,5m de alt.; folhas discolores; pétalas róseas; anteras amarelas.","ALCB070559",NA,"2010","12","-41.326944","-12.995833",NA,NA,NA,NA,NA,NA
"13","2020-07-07 00:49:52-03","UFBA","ALCB","64830","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(J.F.A. Baumgratz & D'El Rei Souza) Michelang., Almeda & R.","Goldenberg, R",NA,"Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","754",NA,NA,NA,"Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, 29 km de Andaraí","-41.282778","-12.948889","829","829",NA,"com aproximadamente 1m de altura. Folhas descolores. Hipanto vnáceo-esverdeado, corola magenta.",NA,NA,"2015","09","-41.282778","-12.948889",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:19:57-03","UNICAMP","UEC","145932","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & D'El Rei Souza) Michelang., Almeda & R.Goldenb.","Goldenberg, R",NA,"Rodrigues, KF; Fortuna-Perez, AP; Silva, MJ","284","2007","03","14",NA,"Brazil","Bahia","Mucugê","Subida para Serra do Gobira, Gobira de Baixo. Campo rupestre.","-41.370833","-13.059722",NA,NA,NA,"Subarbusto ca. 1 m alt. Flores róseas.","UEC106041","UEC106041","2015",NA,"-41.370833","-13.059722",NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:19:57-03","UNICAMP","UEC","146039","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & D'El Rei Souza) Michelang., Almeda & R.Goldenb.","Goldenberg, R",NA,"Rodrigues, KF; Fortuna-Perez, AP; Silva, MJ","282","2007","03","14",NA,"Brazil","Bahia","Mucugê","Subida para Serra do Gobira, Gobira de Baixo. Campo rupestre.","-41.370833","-13.059722",NA,NA,NA,"Subarbusto ca. 1m alt. Flores róseas.","UEC106040","UEC106040","2015",NA,"-41.370833","-13.059722",NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:19:57-03","UNICAMP","UEC","146047","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & D'El Rei Souza) Michelang., Almeda & R.Goldenb.","Goldenberg, R",NA,"Rodrigues, KF; Fortuna-Perez, AP; Silva, MJ","275","2007","03","14",NA,"Brazil","Bahia","Mucugê","Subida para Serra do Gobira, Gobira de Baixo. Campo rupestre.","-41.370833","-13.059722",NA,NA,NA,"Subarbusto ca. 1m alt. Flores róseas.","UEC106043","UEC106043","2015",NA,"-41.370833","-13.059722",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:34:40-03","MBM","MBM","90892","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D#?#El Rei Souza","Chagas, E.C.O.","ISOTYPE","Hatschbach, G.; Kummrow, R.; Kummrow, R.","47984",NA,NA,NA,"Southern America","Brazil","Bahia","Mucugê","Rodovia para Andaraí","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"MBM090892","MBM090892","2011","06",NA,NA,"27","52493","auto",NA,NA,NA
"18","2020-12-21 16:35:04-03","MBM","MBM","416115","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & D#?#El Rei Souza) Michelang., Almeda & R.Goldenb.","Barboza, E.",NA,"Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5768","2018","11","12","Southern America","Brazil","Bahia","Mucugê","Chapada Diamantina, trilha para Cachoeira Três Barras","-41.293611","-12.986111","870","870",NA,"Subarbusto com 50 cm de altura; flor magenta.; Campo rupestre, beira de riacho.","MBM416115",NA,"2019","02","-41.293611","-12.986111","05",NA,NA,NA,NA,NA
"19","2020-12-21 16:35:04-03","MBM","MBM","360758","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & D#?#El Rei Souza) Michelang., Almeda & R.Goldenb.","Goldenberg, R.",NA,"Roque, N.; et al.; et al.","2812","2010","05","22","Southern America","Brazil","Bahia","Mucugê","Chapada Diamantina, Trilha para o Rio Paraguaçu, início na estação de tratamento de água","-41.391389","-13.000278","941","941",NA,"Arbusto, ca 1.3 m de alt.; folhas discolores; sépalas vináceas; corola lilás.","MBM360758","MBM360758","2018",NA,"-41.391389","-13.000278",NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:20:01-03","UFPR","UPCB","82455","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & M.L.D.R.Souza",NA,NA,"Goldenberg, R.","1813","2014","02","24",NA,"Brasil","Bahia","Mucegê","Parque das Sempre das Sempre-Vivas, trilha do Tiburtino. Campo Rupestre","-41.342","-12.996","925","925",NA,"Arbusto 2m (vizinhos férteis 1-3m); hipanto vermelho, pétalas lilases, anteras amarelas; frutos maduros beges, secos e caindo muito facilmente, antes de liberar as sementes.","UPCB0015834","UPCB0015834",NA,NA,"-41.342","-12.996",NA,NA,NA,NA,NA,NA
"21","2021-02-11 17:20:17-03","UFPR","UPCB","56333","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","Goldenberg, R.",NA,"Harley, R.M.","54631","2003","09","04",NA,"Brasil","Bahia","Mucugê","Parque Municipal de Mucugê","-41.341389","-12.992778","925","925",NA,"Arbusto até 2m, folhas corináceas verdes, mais claro na face inferior, pétalas cor de rosa, estames amarelos. Campo rupestre, entre pedras com solo arenoso..","UPCB0018627","UPCB0018627","2015",NA,"-41.341389","-12.992778",NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:20:17-03","UFPR","UPCB","77856","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelangelo et al.","Goldenberg, R.",NA,"Santos, A.K.A. | Oliveira, E.C. | Rocha, S.F. et al.","431","2001","08","15",NA,"Brasil","Bahia","Mucugê","Trilha para o Gobira. Campo com gramíneas e muitas Eriocaulaceae.","-41.376111","-13.0825",NA,NA,NA,"Arbusto, até 3m alt. Folhas discolores, face adaxial verde escuro abaxial mais clara. Pétalas rosa, anteras amarelas. Frutos vináceos.","UPCB0018625","UPCB0018625","2015",NA,"-41.376111","-13.082500",NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:20:17-03","UFPR","UPCB","77857","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelangelo et al.","Goldenberg, R.",NA,"Santos, A.K.A. | Fidanza, K. | Perez, A.P.F. | Silva, M.J.","1102","2007","03","13",NA,"Brasil","Bahia","Mucugê","Trilha para o pico do Gobira. Gobira de cima. Alt.: 4699m.","-41.366667","-13.066667",NA,NA,NA,"Arbusto ca. 2m alt. Folhas verdes, discolores, na face abaxial mais clara. Pedicelo, cálice e hipanto castanho a avermelhado. Flor com corola rosa, anteras amarelas. Material coletado: DNA. Foto..","UPCB0018626","UPCB0018626","2015",NA,"-41.366667","-13.066667",NA,NA,NA,NA,NA,NA
"24","2015-08-05 13:13:00-03","MO","MOBOT","100837266","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza",NA,NA,"Renato Goldenberg|et al.","Goldenberg 1813","2014","2","24","South America","Brazil","Bahia","Mucugê","Parque das Sempre-Vivas, trilha do Tiburtino.","-41.3416666","-12.9963889","925.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2015-08-13 05:50:00-03","MO","MOBOT","3234600","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","M.K. Caddah",NA,"R.M. Harley","Harley 18747","1977","2","16","South America","Brazil","Bahia",NA,"22 km Of Andaraí on road to Mucugé.","-41.3333333","-12.95","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2015-08-13 05:50:00-03","MO","MOBOT","3239352","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","M.K. Caddah",NA,"R.M. Harley","Harley 16043","1974","2","6","South America","Brazil","Bahia",NA,"4 km. S of Mucugé, on road from Cascavel by the Rio Cumbuca.","-41.3833333","-13","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"27","2013-02-04 12:07:00-02","MO","MOBOT","3244500","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","M.K. Caddah",NA,"Robert M. King|Luther E. Bishop","King 8722","1981","1","31","South America","Brazil","Bahia",NA,"By small river, 3 Km. along road S of Mucuge.",NA,NA,"792.48000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"28","2013-03-05 16:20:00-03","MO","MOBOT","3299897","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","M.K. Caddah","Isotype","Gert G. Hatschbach|R. Kummrow","Hatschbach 47984","1984","6","16","South America","Brazil","Bahia",NA,"Mucugê, rod. p/ Andarai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2020-07-10 09:47:35-03","MBML","MBML-HERBARIO","51006",NA,"Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgr. & Souza) Souza Mich., Almeda & R. Goldenb","R. Goldenberg/2015",NA,"R. Goldenberg; L. Daneu, L. C. Gomes, F. Michelangeli","1813","2014","02","24",NA,"Brasil","Bahia","Mucugê","Parque das Sempre-Vivas, trilha do Tiburtino. Campo Rupestre","-41.341667","-12.996389","925","925",NA,"Arbusto 2m. (vizinhos férteis 1-3m); hipanto vermelho, pétalas lilases, anteras amarelas, frutos maduros beges, secos e caindo muito facilmente, antes de liberar as sementes","MBML051006","MBML051006",NA,NA,"41W20'30","12S59'47",NA,NA,NA,NA,NA,NA
"30","2021-02-08 13:25:37-03","UFBA-IMS","HVC","750","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & Souza",NA,NA,"P.N. de Oliveira; F.P. Souza","59","2013","02","23",NA,"Brasil","Bahia","Mucugê","Trilha Cachoeira p/ Corrego das Pedras. Trilha Cachoeira p/ Corrego das Pedras.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Arbusto, 1,5m,folhas verdes com textura coriáceacorola rosafrutos marrons","HVC00000750","HVC00000750_v1",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA
"31","2021-02-08 13:25:37-03","UFBA-IMS","HVC","240","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","Santos,A.K.A.",NA,"M.C. Fagundes; Pereira,F.A. ; Santana, E.D.S.","25","2013","02","23",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,"Folhas Verdes. Flores Branca com estames amarelos.Frutos e sementes Habitat: Campo Rupestre","HVC00000240",NA,"2019","12",NA,NA,"17","52493","auto",NA,NA,NA
"32","2019-11-13 11:25:38-03","USP","SPF","20023","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","Goldenberg, R",NA,"Harley, RM","20599","1980","01","25",NA,"Brasil","Bahia","Mucugê",NA,"-41.35","-12.983333","850","850",NA,NA,"SPF00020023",NA,"2014",NA,"-41.35","-12.983333",NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:25:38-03","USP","SPF","94935","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","Goldenberg, R",NA,"Harley, RM","CFCR14328","1994","02","21",NA,"Brasil","Bahia","Mucugê",NA,"-41.342222","-12.975","1000","1200",NA,NA,"SPF00094935",NA,"2014",NA,"-41.342222","-12.975",NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:25:38-03","USP","SPF","40716","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","johnwurdackiana","Miconia johnwurdackiana","Baumgratz & D'El Rei Souza","Goldenberg, R",NA,"Hatschbach, G","47984","1984","06","16",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"SPF00040716",NA,"2014",NA,NA,NA,NA,"52493","auto",NA,NA,NA
"35","2019-10-07 09:34:41-03","UEFS","HUEFS","120358","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Santos, A.K.A.","1102","2007","03","13",NA,"Brasil","Bahia","Mucugê","Trilha para o Pico do Gobira. Gobira de cima.","-41.366667","-13.066667","4699","4699",NA,NA,"HUEFS0120358","HUEFS0120358","2015","08","41W22'","13S4'",NA,NA,NA,NA,"Rosanae",NA
"36","2019-10-07 09:34:41-03","UEFS","HUEFS","134022","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Queiroz, L.P.de","13603","2008","03","10",NA,"Brasil","Bahia","Mucugê","Área do Parque Municipal de Mucugê. (Projeto Sempre Viva)","-41.3425","-12.994722","942","942",NA,"Campo rupestre.","HUEFS0134022","HUEFS0134022","2015","08","41W20'33''","12S59'41''",NA,NA,NA,NA,"Rosanae",NA
"37","2019-10-07 09:34:41-03","UEFS","HUEFS","122911","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Funch, R.","187","2004","02","22",NA,"Brasil","Bahia","Itaeté","Chapadinha.","-41.1975","-13.193889",NA,NA,NA,"Gerais/Campo rupestre.","HUEFS0122911","HUEFS0122911","2015","08","41W11'51''","13S11'38''",NA,NA,NA,NA,"Rosanae",NA
"38","2019-10-07 09:34:41-03","UEFS","HUEFS","122923","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Funch, R.","206","2004","02","22",NA,"Brasil","Bahia","Mucugê","Rio Piaba.","-41.271389","-12.9725",NA,NA,NA,"Campo rupestre.","HUEFS0122923","HUEFS0122923","2015","08","41W16'17''","12S58'21''",NA,NA,NA,NA,"Rosanae",NA
"39","2019-10-07 09:34:41-03","UEFS","HUEFS","181145","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Oliveira, R.P.","1905","2011","10","31",NA,"Brasil","Bahia","Mucugê","Parque Municipal Sempre-Viva. Trilha para cachoeira do tiburtino.","-41.333333","-12.983333",NA,NA,NA,"Campo rupestre.","HUEFS0181145","HUEFS0181145","2015","08","41W20'0''","12S59'0''",NA,NA,NA,NA,"Rosanae",NA
"40","2019-10-07 09:34:41-03","UEFS","HUEFS","181267","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Oliveira, R.P.","2027","2011","11","02",NA,"Brasil","Bahia","Mucugê","Nos arredores da cidade, trilha para o Vale do Medonho.","-41.3725","-13.013056","1000","1000",NA,"Campo rupestre.","HUEFS0181267","HUEFS0181267","2015","08","41W22'21''","13S0'47''",NA,NA,NA,NA,"Rosanae",NA
"41","2019-10-07 09:34:41-03","UEFS","HUEFS","185202","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","A.K.A.Santos",NA,"Freitas, J.G.","701","2012","02","10",NA,"Brasil","Bahia","Mucugê","Trilha de Tibourtino.","-41.3125","-13.0625",NA,NA,NA,NA,"HUEFS0185202","HUEFS0185202","2015","08","41W18'45''","13S3'45''",NA,NA,NA,NA,"Rosanae",NA
"42","2019-10-07 09:34:41-03","UEFS","HUEFS","225605","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.",NA,NA,"Chaves, E.S.","98","2016","02","17",NA,"Brasil","Bahia","Mucugê","Entrada da cidade, lado esquerdo da estrada de terra, mais interior, área degradada.","-41.385","-12.995556",NA,NA,NA,NA,"HUEFS0225605","HUEFS0225605",NA,NA,"41W23'6''","12S59'44''",NA,NA,NA,NA,"Rosanae",NA
"43","2019-10-07 09:34:41-03","UEFS","HUEFS","38929","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Rupestrea","johnwurdackiana","Rupestrea johnwurdackiana","(Baumgratz & Souza) Michelang., Almeda & R.Goldenb.","R.Goldenberg",NA,"Harley, R.M.","CFCR14328","1994","02","21",NA,"Brasil","Bahia","Mucugê","Estrada Mucugê-Andaraí, a 3-5Km N de Mucugê. Arredores da regiãoconhecida como gerais do capa bode.","-41.342222","-12.975","1000","1200",NA,"Campo rupestre.","HUEFS0038929","HUEFS0038929","2015",NA,"41W20'32''","12S58'30''",NA,NA,NA,NA,"Rosanae",NA
