"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","previousCatalogNumber"
"11","2019-12-04 15:26:17-03","PUCPR","HUCP","20909","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C","Michelon, C","568","2009",NA,"Brasil",NA,NA,NA,NA,NA,"HUCP00001483","HUCP00001483","10","23","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:26:17-03","PUCPR","HUCP","19690","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C",NA,"275","2008",NA,"Brasil","Morro Caratuva",NA,NA,NA,"Borda de trilha.","HUCP00001482","HUCP00001482","08","30","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:26:17-03","PUCPR","HUCP","19219","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C","Michelon, C; Selusniaki, M","153/2261","2008",NA,"Brasil","Morro do Canal",NA,NA,NA,"Borda de trilha.","HUCP00001534","HUCP00001534","07","11","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:17-03","PUCPR","HUCP","20594","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Selusniaki, M","Selusniaki, M; Moledo, R","2777","2009",NA,"Brasil","Morro do Canal",NA,NA,NA,NA,"HUCP00001533","HUCP00001533","06","05","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:26:17-03","PUCPR","HUCP","19187","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C",NA,"s.n.","2007",NA,"Brasil","Morro Itupava",NA,NA,NA,NA,"HUCP00001481","HUCP00001481","10","07","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:26:17-03","PUCPR","HUCP","20705","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Ariati, V","Ariati, V","224","2009",NA,"Brasil","Morro Mãe Catira",NA,NA,NA,NA,"HUCP00001431","HUCP00001431","06","11","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:17-03","PUCPR","HUCP","18490","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Kersten, RA","Kersten, RA","1306","2007",NA,"Brasil","Morro dos Perdidos",NA,NA,NA,NA,"HUCP00001426","HUCP00001426","11","24","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:17-03","PUCPR","HUCP","19854","S","Plantae","Monilofita",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Kersten, RA","Suellen, R","023","2007",NA,"Brasil","Morro dos Perdidos",NA,NA,NA,"Encontrada em uma pedra.","HUCP00001429","HUCP00001429","11","24","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:44:13-03","NBC","NL-BOTANY","L.3547759","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Copeland EB","Lechler W",NA,NA,"Southern America","Peru",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3547759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3547759","NL-L3547759",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida","L 0065249",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:19:07-03","UFV","VIC","40073","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Pereira, J.B.S.","Pereira, J.B.S.; et al.","29","2007",NA,"Brasil","Parque Estadual Pico Paraná","1300","1300",NA,"Interior da mata, rupícola, entre o início da cela e o acampamento 1, floresta ombrófila densa altomontana","VIC040073","VIC040073","09","29","Paraná","Campina Grande do Sul","-48","-25",NA,NA,NA,NA,NA,"2008","-48","-25",NA,NA,NA,NA
"21","2019-11-21 14:53:10-03","UFJF","CESJ","47062","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","F.S. Souza","P.L. Viana; N.F.O. Mota","1919","2006","América do Sul","Brasil","Serra Negra, Burro de Ouro",NA,NA,NA,"Planta rupícola em barranco coberto de musgos, a beira de riacho em interior de mata nebular.","CESJ047062",NA,"02","26","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,"2006",NA,NA,"04","03",NA,NA
"22","2019-11-06 09:57:13-03","UFOP","OUPR","7114","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Valamiel, S.","s.n.",NA,NA,"Brasil","Caboclo",NA,NA,NA,"Erva. Casca de árvores.",NA,NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,NA,"2000",NA,NA,"01",NA,NA,NA
"23","2019-08-16 08:40:43-03","UTFPR","HCF","23354","S","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","M. Selusniaki","M. Selusniaki","2777","2009",NA,"Brasil","Morro do Canal",NA,NA,NA,"rupícola. Matinha nebular.",NA,NA,"06","05","PR","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:41:36-03","MBM","MBM","393617","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C.","Canestraro, B.K.","214","2011","Southern America","Brazil","Parque Estadual do Pico Marumbi, Morro do Canal",NA,NA,NA,"Rupícola, ombrófila.; Floresta Ombrófila Densa.","MBM393617","MBM393617","09","18","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,"2011",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:41:36-03","MBM","MBM","388399","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"Labiak, P.H.; Pereira, J.B.S.; Marinero, F.; Pereira, J.B.S.; Marinero, F.","4797","2008","Southern America","Brazil","Parque Estadual Pico do Paraná","1500","1876",NA,NA,"MBM388399","MBM388399","07","09","Paraná","Campina Grande do Sul","-48.833333","-25.25",NA,NA,NA,NA,NA,NA,"-48.833333","-25.25",NA,NA,NA,NA
"26","2020-12-21 16:41:36-03","MBM","MBM","394321","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","2603","2014","Southern America","Brazil","Conjunto Marumbi, Trilha para o Boa Vista",NA,NA,NA,"Epífita, 10 cm.; Floresta Ombrófila Densa Altomontana. Interior da mata.","MBM394321","MBM394321","02","09","Paraná","Morretes","-48.929889","-25.450556",NA,NA,NA,NA,NA,"2014","-48.929889","-25.450556",NA,NA,NA,NA
"27","2020-12-21 16:41:36-03","MBM","MBM","394659","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Canestraro, B.K.","Canestraro, B.K.; Lozano, E.D.; Engels, M.E.; Rocha, L.; Lozano, E.D.; Engels, M.E.; Rocha, L.","552","2013","Southern America","Brazil","Morro Capivari Grande","1537","1537",NA,"ver; Floresta Ombrófila Densa.","MBM394659","MBM394659","02","24","Paraná","Campina Grande do Sul","-48.821667","-25.136667",NA,NA,NA,NA,NA,"2013","-48.821667","-25.136667",NA,NA,NA,NA
"28","2020-12-21 16:41:36-03","MBM","MBM","395086","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Ariati, V.","Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1076","2009","Southern America","Brazil","Morro Caratuva",NA,NA,NA,"Epífita facultativa, ocorrendo comumente como rupícola.; Floresta Ombrófila Densa Altomontana.","MBM395086","MBM395086",NA,NA,"Paraná","Campina Grande do Sul","-48.832306","-25.239225",NA,NA,NA,NA,NA,"2009","-48.832306","-25.239225",NA,NA,NA,NA
"29","2020-12-21 16:41:36-03","MBM","MBM","412805","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Matos, F.B.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1506","2017","Southern America","Brazil","PARNA Saint-Hilaire/Lange, trilha para Torre da Prata","1250","1250",NA,"Erva rupícola em bloco de rocha no interior de floresta altomontana; soros marrons.; Floresta Ombrófila Densa Altomontana.","MBM412805","MBM412805","07","22","Paraná","Morretes","-48.692778","-25.522778",NA,NA,NA,NA,NA,"2018","-48.692778","-25.522778","04","12",NA,NA
"30","2020-12-21 16:41:36-03","MBM","MBM","414955","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1789","2018","Southern America","Brazil","Serra Gigante","945","945",NA,"Erva rupícola no interior de floresta de encosta; soros marrons.; Floresta Ombrófila Densa Montana.","MBM414955","MBM414955","08","11","Paraná","Guaraqueçaba","-48","-25",NA,NA,NA,NA,NA,"2018","-48","-25","10","02",NA,NA
"31","2020-12-21 16:29:18-03","MBM","MBM","351425","PreservedSpecimen","Plantae",NA,NA,"Grammitidaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Souza, F.S.","Viana, P.L.; et al.; et al.","1919","2006","Southern America","Brazil","Serra Negra, Burro de Ouro",NA,NA,NA,"Planta rupícola em barranco coberto de musgos, a beira de riacho em interior de mata nebular","MBM351425","MBM351425","02","26","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,"2006",NA,NA,"04","03",NA,NA
"32","2020-09-29 14:53:35-03","UFPR","UPCB","57114","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Matos, F.B.","Matos, F.B.","1160","2006",NA,"Brasil","Parque Nacional Saint-Hilaire/ Lange (Serra da Prata)","1400","1400",NA,"Rupícola no interior de mata nebular. Floresta Ombrófila Densa.","UPCB0006966","UPCB0006966","05","17","Paraná","Guaratuba","-48.666667","-25.6",NA,NA,NA,NA,NA,"2006","-48.666667","-25.6","01","01",NA,NA
"33","2020-09-29 14:53:35-03","UFPR","UPCB","56771","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Labiak, P.H.","3921","2007",NA,"Brasil","Serra do Capivari, subida para as torres da Embratel.","1500","1500",NA,"Rupícola. Floresta Ombrófila Densa..","UPCB0006958","UPCB0006958","04","21","Paraná","Campina Grande do Sul","-48.821111","-25.135278",NA,NA,NA,NA,NA,"2007","-48.821111","-25.135278","05",NA,NA,NA
"34","2020-09-29 14:53:35-03","UFPR","UPCB","57803","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Labiak, P.H.","3873","2006",NA,"Brasil","Parque Estadual do Marumbi, Subida para o Boa Vista.","1400","1400",NA,"Rupícola em paredão rochoso. Floresta Ombrófila Densa..","UPCB0006969","UPCB0006969","12","15","Paraná","Morretes","-48.929722","-25.455833",NA,NA,NA,NA,NA,"2007","-48.929722","-25.455833","01",NA,NA,NA
"35","2020-09-29 14:53:35-03","UFPR","UPCB","67937","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Pereira, J.B.S.","Pereira, J.B.S.","29","2007",NA,"Brasil","Parque Estadual Pico Paraná.","1300","1300",NA,"Interior da mata. Rupícula. Entre o ínicio da cela e o acampamento 1. Floresta Ombrófila Densa Altomontana.","UPCB0006964","UPCB0006964","09","29","Paraná","Campina Grande do Sul","-48.833333","-25.25",NA,NA,NA,NA,NA,"2008","-48.833333","-25.25","01","01",NA,NA
"36","2020-09-29 14:53:35-03","UFPR","UPCB","69399","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Pereira, J.B.S.","Pereira, J.B.S.","7","2007",NA,"Brasil","Parque Estadual Pico Paraná.","1300","1300",NA,"Interior da floresta, Rupícola a um metro do solo. Floresta Ombrófila Densa Altomontana..","UPCB0006967","UPCB0006967","04","30","Paraná","Campina Grande do Sul","-48.833333","-25.25",NA,NA,NA,NA,NA,"2008","-48.833333","-25.25","01","01",NA,NA
"37","2020-09-29 14:53:35-03","UFPR","UPCB","54779","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Dittrich, V.A.O.","387","1998",NA,"Brasil",NA,"1500","1500",NA,"Rupícola em Floresta Ombrófila Densa Alto-montana. Local sombreado, rocha em decomposição..","UPCB0006959","UPCB0006959","07","01","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"55154","auto",NA,NA,"2000",NA,NA,"09",NA,NA,NA
"38","2020-09-29 14:53:35-03","UFPR","UPCB","52727","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Labiak, P.H.","3000","2003",NA,"Brasil","Mananciais da Serra, Morro do Canal",NA,NA,NA,"Rupícola em local sombreado e úmido. Floresta ombrófila densa altomontana. Alt.: 1200m s.n.m..","UPCB0006960","UPCB0006960","10","20","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,"2005",NA,NA,"11",NA,NA,NA
"39","2020-09-29 14:53:35-03","UFPR","UPCB","69358","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C.","Michelon, C.","591","2009",NA,"Brasil","Parque Estadual Pico do Marumbi - Morro do Canal","1300","1300",NA,"Epífita frequente no interior da floresta..","UPCB0006963","UPCB0006963","10","30","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,"2009",NA,NA,"11","05",NA,NA
"40","2020-09-29 14:53:35-03","UFPR","UPCB","69330","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Michelon, C.","Michelon, C.","436","2009",NA,"Brasil","Parque Estadual Pico do Marumbi - Morro do Canal","1375","1375",NA,"Rupícola frequente ao longo da trilha e no interior da floresta..","UPCB0006970","UPCB0006970","04","30","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"12577","auto",NA,NA,"2009",NA,NA,"05","07",NA,NA
"41","2020-09-29 14:53:35-03","UFPR","UPCB","50977","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Labiak, P.H.","1996","2001",NA,"Brasil","Parque Estadual Pico do Marumbi, Morro do Facãozinho",NA,NA,NA,"Rupícola em local sombreado e úmido, próx. Morro Boa Vista. Floresta ombrófila densa altomonta. Alt.: 1100m s.n.m..","UPCB0006961","UPCB0006961","12","08","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,"30514","auto",NA,NA,"2005",NA,NA,"05",NA,NA,NA
"42","2020-09-29 14:53:35-03","UFPR","UPCB","53716","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Labiak, P.H.","3628","2006",NA,"Brasil","Parque Nacional Saint-Hilaire-Lange, 25°34'S 48°42'W","1200","1200",NA,"Rupícola. Floresta Atlântica alto montana..","UPCB0006962","UPCB0006962","05","10","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,"41937","auto",NA,NA,"2006",NA,NA,"05",NA,NA,NA
"43","2020-09-29 14:53:35-03","UFPR","UPCB","70679","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Souza, F.S.","Viana, P.L.","1919","2006",NA,"Brasil","Serra Negra. Burro de Ouro.",NA,NA,NA,"Planta rupícola em barranco coberto de musgos, a beira de riacho em interior de mata nebular..","UPCB0006968","UPCB0006968","02","26","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,"2006",NA,NA,"04","03",NA,NA
"44","2020-09-29 14:53:35-03","UFPR","UPCB","59248","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Labiak, P.H.","Schwartsburd, P.B.","1296","2007",NA,"Brasil","Serra do Capivari, Morro Capivari Grande.","1600","1600",NA,"Rupícola da matinha nebular. Floresta altomontana, mata nebular e campos de altitude..","UPCB0006965","UPCB0006965","03","04","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"55154","auto",NA,NA,"2007",NA,NA,"01","01",NA,NA
"45","2017-12-13 10:17:00-02","MO","MOBOT","3325944","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Lellinger","FUNK","FUNK 6315","1984","South America","Venezuela","Department Rio Negro . Cerro de la Neblina. Camp II 2.5-3.5 km NE Pico Phelps (=Neblina). Wet meadow w/Heliamphora grasses and sphagnum surrounded by low foreswt of predominately Euterpe and Bonetia.","2100.00000000",NA,NA,NA,NA,NA,"2","16","Amazonas",NA,"-65.9833333","0.8166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","2723974","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"D. B. Lellinger & E. R. de la Sota","778","1971","South America - Neotropics","Colombia","Principal ridge and slopes 2 km E of San José del palmar. Secondary mossy forest and adjacent pasture","1550","1650",NA,NA,"US01608260","US01608260_01","3","26","Chocó",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","3294408","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Bishop, L. E.","B. Maguire, J. J. Wurdack & C. K. Maguire","42391","1957","South America - Neotropics","Venezuela","Cerro de la Neblina, Río Yatua, Caño Grande","1900",NA,NA,NA,"US00808848","US00808848_01","12","13","Amazonas","Río Negro",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","1498270","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée",NA,"Y. Mexia","4063","1929","South America - Neotropics","Brazil","State of Espiritu Santo. S.E. slope of Serra da Caparaó. Rain forest","1550","2460",NA,NA,"US01608261","US01608261_01","11","30","Espírito Santo",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","3038240","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Grammitis","fluminensis","Grammitis fluminensis","Fée","Bishop, L. E.","J. A. Steyermark","75866","1953","South America - Neotropics","Venezuela","Chimantá Massif, Apácara-tepuí, east-central part of summit","2450","2500",NA,NA,"US00808847","US00808847_01","6","21","Bolívar",NA,"-62.27","5.19",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA
