"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","infraspecificEpithet","individualCount","fieldNumber","relatedCatalogItem","sex"
"89","2019-11-27 13:48:01-03","UFS","ASE","14445","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Prata, AP","2008","08","19","Brasil","Sergipe","Poço Redondo","Monumento Natural Grota do Angico","-37.4103","-9.4819","-37.4103","-9.4819","ASE0009853","ASE0009853","2011","12","02",NA,NA,"Herbácea. Flores pequenas.; Herbácea. Flores pequenas.; Caatinga.","1609","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-27 13:48:01-03","UFS","ASE","14416","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Prata, AP","2008","08","19","Brasil","Sergipe","Poço Redondo","Monumento Natural Grota do Angico","-37.4103","-9.4819","-37.4103","-9.4819","ASE0009852","ASE0009852","2011","12","02",NA,NA,"Herbácea. Flores.; Herbácea. Flores.; Caatinga.","1580","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-27 13:48:01-03","UFS","ASE","18722","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Matos, GMA","Machado, WJ; Jesus, JB; Andrade, VM","2010","06","21","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.4103","-9.4819","-37.4103","-9.4819","ASE0009901","ASE0009901","2012","10","30",NA,NA,"Trepadeira, flores amarelo- esverdeadas e pouco vistosas.; Trepadeira, flores amarelo- esverdeadas e pouco vistosas.; Caatinga","517","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-27 13:48:01-03","UFS","ASE","17838","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Ferreira, EVR; Santos, LAS; Menezes, IRN","2010","05","25","Brasil","Sergipe","Poço Verde","Assentamento Santa Maria da Lage","-37.1641","-9.5502","-37.1641","-9.5502","ASE0009856","ASE0009856","2011","11","16",NA,NA,"Lianas.; Lianas.; Mata de Caatinga","82","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-27 13:48:01-03","UFS","ASE","25371","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Matos, GMA","Déda, RM; Nogueira, PCL; Santos, E","2012","09","25","Brasil","Sergipe","Poço Verde","Assentamento Santa Maria da Laje","-38.11","-10.423","-38.11","-10.423","ASE0009864","ASE0009864","2012","10","01",NA,NA,"Trepadeira. Flores esverdeadas.; Trepadeira. Flores esverdeadas.; Caatinga.","183","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-27 13:48:01-03","UFS","ASE","25370","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Matos, GMA","Déda, RM; Nogueira, PCL; Santos, E","2012","09","25","Brasil","Sergipe","Poço Verde","Assentamento Santa Maria da Laje","-38.11","-10.423","-38.11","-10.423","ASE0009863","ASE0009863","2012","10","01",NA,NA,"Trepadeira. Flores esverdeadas. Frutos verdes.; Trepadeira. Flores esverdeadas. Frutos verdes.; Caatinga.","182","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-27 13:48:01-03","UFS","ASE","25380","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Matos, GMA","Prata, AP; Barbosa, P; Gomes, LA; Oliveira, DG; Santos, E","2012","09","27","Brasil","Sergipe","Porto da Folha","Fazenda do Sr. Emanuel","-37.1641","-9.5502","-37.1641","-9.5502","ASE0009866","ASE0009866","2012","09","04",NA,NA,"Trepadeira. Flores esverdeadas. Com rizomas marrom.; Trepadeira. Flores esverdeadas. Com rizomas marrom.; Caatinga.","3165","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-27 13:48:01-03","UFS","ASE","25378","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Matos, GMA","Prata, AP; Barbosa, P; Gomes, LA; Oliveira, DG; Santos, E","2012","09","27","Brasil","Sergipe","Porto da Folha","Fazenda do Sr. Emanuel","-37.1641","-9.5502","-37.1641","-9.5502","ASE0009865","ASE0009865","2012","09","04",NA,NA,"Trepadeira. Flores esverdeadas.; Trepadeira. Flores esverdeadas.; Caatinga.","3164","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-27 13:48:01-03","UFS","ASE","25017","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Oliveira, DG","Prata, AP; Oliveira, DG; Gomes, LA; Barbosa, P; Santos, E","2012","08","20","Brasil","Sergipe","Porto da Folha","Povoado Lagoa do Rancho, Entrando do lado esquerdo em direção a fazenda do Srº Emanuel.","-37.1641","-9.5502","-37.1641","-9.5502","ASE0009859","ASE0009859","2012","09",NA,NA,NA,"Trepadeira. Flor esverdeada. UTM: 0712474 e 8784533.; Trepadeira. Flor esverdeada. UTM: 0712474 e 8784533.; Caatinga.","3273","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-27 13:48:01-03","UFS","ASE","31222","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Matos, GMA","Matos, GMA","2013","09","09","Brasil","Sergipe","Nossa Senhora da Glória","Povoado Boa Sorte, Solo amarelado e pedregoso.","-37.2512","-10.1306","-37.2512","-10.1306","ASE0002438","ASE0002438","2013","11","06",NA,NA,"Trepadeira. Flores verdes(Masculinas).; Caatinga.","393","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-07-24 11:01:05-03","UFCG","CSTR","6130","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Lucena, M.F.A.","Fernando, E.M.P.","2013","06","01","Brasil","Pernambuco","Itapetim","Caatinga arbustiva-arbórea aberta.","-37.004333","-7.47675","-37.004333","-7.47675",NA,NA,"2013","06","01","705","705","Trepadeira, folhas membranáceas, flores verde claro.; Próximo ao açude velho.","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-07-24 11:01:05-03","UFCG","CSTR","7101","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Lopes, R.","Lopes, R.","2015","05","14","Brasil","Paraíba","Patos",NA,"-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"2015","05","14",NA,NA,"Trepadeira herbácea, frutos verdes; Caatinga circundante ao inselberg Morro do Carioca.","57",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-07-09 13:56:45-03","UFCG","CSTR","4221","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Araujo, D.","Rufino, M.K.; Lucena, M.F.A.; Angelis, P. d'; Dantas, C. & Sousa, D.",NA,NA,NA,"Brasil","Paraíba","Patos",NA,"-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,NA,NA,NA,"trepadeira de folhas membranáceas.; serrote da lagoa","s.n.",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"102","2020-07-09 13:56:45-03","UFCG","CSTR","4219","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Araujo, D.","Rufino, M.K.; Lucena, M.F.A.; Noel, V.; Sousa, D.F.; Dantas, C.G.F. & Angelis, P. d'",NA,NA,NA,"Brasil","Paraíba","Patos",NA,"-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira de folhas membranáceas; individuos com flores unicamente masculinas.; Serra Negra das Onças","s.n.",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-07-09 13:56:45-03","UFCG","CSTR","6026","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Lopes, R.","Lopes, R.","2015","05","14","Brasil","Paraíba","Patos","Caatinga arbustiva aberta.","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"2015","05","14",NA,NA,"Trepadeira herbácea, frutos verdes.; Caatinga circundante ao inselberg morro do Carioca.","57",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"104","2020-07-09 13:56:45-03","UFCG","CSTR","4220","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb","Lucena, M.F.A.","Lucena, M.F.A.",NA,NA,NA,"Brasil","Paraíba","Patos",NA,"-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira de folhas membranáceas, flores com corola e cálice de cor verde-claro; estames brancos.; Serra da lagoa","s.n.",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:00:12-03","UNICAMP","UEC","38750","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Pedralli, G","Heringer, EP","1974","02","26","Brazil","Goiás",NA,"Serra de Caldas, Cerrado seco. Encontrada na serra.",NA,NA,NA,NA,"UEC075511","UEC075511","1993","11",NA,NA,NA,"Trepadeira delicada, subindo nos arbustos, com tubera.","13104",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:19:44-03","UNICAMP","UEC","137939","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Meireles, LD; Caiafa, AN; Dutilh, JHA","2003","03","12","Brazil","Minas Gerais","Extrema","Serra do Lopo","-46.331389","-22.892778","-46.331389","-22.892778","UEC075508","UEC075508",NA,NA,NA,NA,NA,"Erva escandente com frutos esverdeados","1276",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-20 10:00:12-03","UNICAMP","UEC","31708","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Garcia, WBG","1979",NA,NA,"Brazil","Mato Grosso do Sul","Amambai","Arredores da tribo Caiuá","-55.320619","-23.118472","-55.320619","-23.118472","UEC092760","UEC092760","2012","04",NA,NA,NA,NA,"13695",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:19:44-03","UNICAMP","UEC","200424","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Francener, A","Francener, A; Torres, CS; Garcia, GS; Gonçalves, LMG; Cunha, DSZ","2016","06","28","Brazil","Rio Grande do Norte","Serra Caiada",NA,"-35.726389","-6.093889","-35.726389","-6.093889","UEC160997","UEC160997","2016","07","02","204","204","Trepadeira, folhas e caule verde claros. Folhas membranáceas discolores. Flores inconspícuas cremes.; Caatinga florestada.","1442",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-08-20 10:00:12-03","UNICAMP","UEC","48756","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Pedralli, G","Martins, FR; Silva, AF; Silva, SM; Santin, DA","1987","12","12","Brazil","Goiás","Pirenópolis","Serra dos Pireneus., Cerrado, campo rupestre, mata.","-48.9592018127441","-15.852499961853",NA,NA,"UEC075507","UEC075507","1993","06",NA,NA,NA,"Trepadeira, flores creme.","20265",NA,NA,NA,"Liliopsida",NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA
"110","2019-08-20 10:00:12-03","UNICAMP","UEC","34083","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Prado, AL; Leitão Filho, HF","1982","03","24","Brazil","Mato Grosso","Cuiabá","Guia Próximo a Cuiabá, cerrado.","-56.0966987609863","-15.5960998535156",NA,NA,"UEC092757","UEC092757","2012","04",NA,NA,NA,"Trepadeira, frutos verdes.","305",NA,NA,NA,"Liliopsida",NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA
"111","2019-08-20 10:00:12-03","UNICAMP","UEC","124436","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M","Meireles, LD","2002","01","08","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,"UEC087291","UEC087291","2003","01",NA,NA,NA,"Liana com flores creme","845",NA,NA,NA,"Liliopsida",NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"112","2019-08-20 10:00:12-03","UNICAMP","UEC","103163","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M","Kinoshita, LS; Koch, I","1996","12","10","Brazil","Minas Gerais","São Roque de Minas","Serra da Canastra, Nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"UEC075509","UEC075509","2001","10","23",NA,NA,"Liana, flores branco-creme.","96/108",NA,NA,NA,"Liliopsida",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"113","2019-08-20 10:00:12-03","UNICAMP","UEC","62503","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M","Bernacci, LC; et al.",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda, Mata mesófila de altitude com afloramentos rochosos no interior ou expostos.","-46.5499992370605","-23.1100006103516",NA,NA,"UEC075510","UEC075510","1997","01","28","1400","1400","Liana com ramos esclerequimados, ocorrente à borda da mata, em área aberta.","28412",NA,NA,NA,"Liliopsida",NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-19 14:06:33-03","UFRPE","PEUFR","53041","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","M. K. Rufino","E. M. P. Fernandes","2013","06","01","Brasil","Pernambuco","Itapetim","Fazenda Cunha","-37.004333","-7.47675","37º00'15.6W","07º28'36.3S","PEUFR053041",NA,"2013","06","05","705","705","Trepaderia; folhas membranáceas; flores verde claro.","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-04-22 16:26:26-03","UFPB","JPB","46704","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Brasil, RNA","2004",NA,NA,"Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Tabuleiros arenosos.","-35.142056","-6.741861","-35.142056","-6.741861","JPB0046704",NA,NA,NA,NA,"181","181",NA,"JPB46704","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-04-22 16:26:26-03","UFPB","JPB","63087","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Rufino, MK","Fernando, EMP","2013","06","01","Brasil","Pernambuco","Itapetim","Fazenda Cunha, Próximo ao açude velho","-37.004333","-7.47675","-37.004333","-7.47675",NA,NA,"2013","06","05","705","705","; HABITAT: Caatinga arbustiva arbórea aberta; DESC: Trepadeira, folhas membranáceas, flores verde claro","77","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-04-22 16:26:26-03","UFPB","JPB","63275","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Moreira, LHL; Lourenço, AR; Figueira, M; Schindler, B","2017","07","14","Brasil","Paraíba","Gurinhém","Antiga Fazenda Chaves, Área florestada.","-35.424167","-7.124167","-35.424167","-7.124167","JPB0063275",NA,NA,NA,NA,"104","104","; HABITAT: Área de transição.; DESC: Trepadeira. Folhas cordiformes, verdes lustrosas, multinérvea. Flores de coloração creme em racemo multifloro.","191","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-04-22 16:26:26-03","UFPB","JPB","63385","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.",NA,"Brandão, GS; Silva, GS","2012","08","23","Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova.","-40.213222","-14.327389","-40.213222","-14.327389","JPB0063385",NA,NA,NA,NA,NA,NA,"Trepadeira. Volúvel. Folhas simples, alternas, nervação palminérvea. Inflorescência tipo espiga.; HABITAT: Mata Atlântica.; DESC: Trepadeira. Volúvel. Folhas simples, alternas, nervação palminérvea. Inflorescência tipo espiga.","44","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-04-22 16:26:26-03","UFPB","JPB","63386","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Brandão, GS; Silva, GS","2012","08","23","Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova.","-40.213222","-14.327389","-40.213222","-14.327389","JPB0063386",NA,"2013","09","05",NA,NA,"Trepadeira volúvel. Folhas simples alternas, nervação palminérvea. Fruto alado&nf;; HABITAT: Mata Atlântica.; DESC: Trepadeira volúvel. Folhas simples alternas, nervação palminérvea. Fruto alado","45","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-04-22 16:26:26-03","UFPB","JPB","63388","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Araújo, D","Brandão, GS; Silva, GS","2012","11","26","Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova.","-40.209083","-14.330583","-40.209083","-14.330583","JPB0063388",NA,"2013","09","05",NA,NA,"Trepadeira volúvel. Folhas alternas, simples. Inflorescência cimosa.; HABITAT: Mata Atlântica.; DESC: Trepadeira volúvel. Folhas alternas, simples. Inflorescência cimosa.","166","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-06 09:54:57-03","UFOP","OUPR","21110","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.","2008","02","22","Brasil","Minas Gerais","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana, frutos verdes, elípticos, ca. 1-1,2cm comprimento, semente com ala posterior. Campo rupestre","1784",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-06 09:54:57-03","UFOP","OUPR","21397","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2008","03","28","Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana, flores masculinas. Campo rupestre quartzítico, em áreas de afloramentos rochosos","1925",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-06 09:54:57-03","UFOP","OUPR","21473","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2008","03","28","Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana, frutos imaturos verdes. Campos rupestres quartzíticos, em áreas com afloramentos rochosos","1875",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-06 09:54:57-03","UFOP","OUPR","21498","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2008","04","09","Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana, frutos imaturos verdes, ápice e base obtusos, semente com ala posterior. Campos sujos (campos rupestres) sobre quartzito","2046",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-06 09:54:57-03","UFOP","OUPR","21515","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2008","03","28","Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana. Campos rupestres quartzíticos, em áreas com afloramentos rochosos","1876",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-06 09:54:57-03","UFOP","OUPR","22301","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.","2008","11","28","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana, flores amarelo-claras. Campos rupestres sobre canga ferruginosa","2260",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-06 09:54:57-03","UFOP","OUPR","20659","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa, M.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2008","01","16","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"2009","06","08",NA,NA,"Liana. Campo rupestre, em afloramento de itabirito","1747",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"128","2019-01-17 11:25:11-02","PUCRS","MPUC","11960","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","P. Dockhorn",NA,"2008","12","17","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,"2008","01","01",NA,NA,"Na borda da mata",NA,"South America",NA,NA,NA,"Dioscoreales",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"129","2021-03-16 17:51:45-03","UCS","HUCS","44540","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Grings, M.","Grings, M.","2016","03","28","Brasil","Rio Grande do Sul","Caxias do Sul","Sertória Baixa","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,NA,NA,NA,"trepadeira frutificando.; na borda da mata ciliar do rio Caí, próximo a corredeira, área de floresta pedregosa","1888",NA,NA,NA,"Angiospermae","Dioscoreales","49662","auto",NA,NA,NA,NA,NA,NA,NA
"130","2019-12-06 19:29:28-03","UFES","VIES","24269","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","F.R.M. Fraga","F.R.M. Fraga; C.N. Fraga; M.F.O.Silva; L. Kollmann","2016","12","15","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Em moita, sobre afloramento rochoso. APA Pedra do Elefante","-40.057222","-18.908889","40º3'26''W","18º54'32''S","VIES024269","VIES024269","2016","12","15",NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-16 08:39:10-03","UTFPR","HCF","7832","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","E. Barboza & E.D. Lozano","M.G. Caxambu","2009","03","30","Brasil","PR","Luiziana","RPPN Depositozinho - Propriedade da","-52.322","-24.201972","52°19'19,2 W","24°12'07,1 S",NA,NA,"2010",NA,NA,"655","655","trepadeira volúvel, heliófita. Frutos imaturos verdes.","2565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-16 08:39:07-03","UTFPR","HCF","8606","S","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","M.G. Caxambu","A.R. Silva","2010","03","31","Brasil","PR","Campo Mourão","afloramento rochoso, no terreno frente","-52.346472","-24.032556","52°20'47,3 W","24°01'57,2 S",NA,NA,"2011","02","04","535","535","trepadeira volúvel, heliófita. Frutos imaturos verdes e maduros marrons.","741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-21 19:40:15-03","UFC","EAC","15294","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Couto, R.S.","Fernandes, A.","1988","01","14","Brasil","Ceará","Alcântaras","Serra da Meruoca","-40.5456008911133","-3.58889007568359",NA,NA,"EAC0015294","EAC0015294","2011","08","08",NA,NA,"Trepadeira, flor alva.; Caatinga","EAC15294","Southern America",NA,NA,"Monocotyledon",NA,"9146","auto",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-21 19:40:15-03","UFC","EAC","13099","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa; Xifreda","Fernandes, A.; Matos, F.J.A.","1985","03","31","Brasil","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0013099","EAC0013099","2011","08","10",NA,NA,"Trepadeira","EAC13099","Southern America",NA,NA,"Monocotyledon",NA,"30071","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-03-21 19:40:15-03","UFC","EAC","9666","PreservedSpecimen","Plantae","Dioscoreaceae","Dioscorea","campestris","Dioscorea campestris","Griseb.","Kirizawa; Xifreda","Fernandes, A.; Matos, F.J.A.","1981","02","12","Brasil","Ceará","Guaramiranga","Serra de Baturité","-38.9331016540527","-4.26332998275757",NA,NA,"EAC0009666","EAC0009666","2011","08","10",NA,NA,"Trepadeira","EAC9666","Southern America",NA,NA,"Monocotyledon",NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA
