"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","643996","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula obtusiuscula",NA,"H. S. Irwin","20133","1968","02","15","South America","Brazil","Serra do Cipó, ca. km 120 (ca. 145 km N of Belo Horizonte)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=372049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643996","Magnoliophyta","Poales","obtusiuscula","L.A.Nilsson","Minas Gerais","1300","1300","NY00643996_01","M. das G. L. Wanderley",NA,"-43.4","-18.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","643996","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula obtusiuscula",NA,"H. S. Irwin","20133","1968","02","15","South America","Brazil","Serra do Cipó, ca. km 120 (ca. 145 km N of Belo Horizonte)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=372049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643996","Magnoliophyta","Poales","obtusiuscula","L.A.Nilsson","Minas Gerais","1300","1300","NY00643996_01","M. das G. L. Wanderley",NA,"-43.4","-18.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:54:35-03","EAO","IAN","138731","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Irwin, HS; Harley, RM","28907","1971","01","23","Southern America","Brasil","Sedge meadow (brejo). Cerrado, sedge meadow, and gallery forest, gray sandy soil, lower slopes of Serra da Caraça, ca. 10km W. of Barão de Cocais, ca. 1400m elev.",NA,NA,"Inflorescences to ca. 60cm tall. Perianth yellow.","IAN138731","Monocotiledônea",NA,NA,"L.A.Nilsson","Minas Gerais",NA,NA,NA,"Smith, LB",NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:54:35-03","EAO","IAN","63253","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Pires, JM; Black, GA","2797","1951","01","18","Southern America","Brasil",NA,NA,NA,NA,"IAN063253","Monocotiledônea",NA,NA,"L.A.Nilsson","Minas Gerais",NA,NA,"IAN063253 IAN063253_e","Mota, NFO","Serra do Cipó",NA,NA,NA,NA,"2014","09","09",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:54:35-03","EAO","IAN","63752","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Pires, JM; Black, GA","3306","1951","01","16","Southern America","Brasil",NA,NA,NA,NA,"IAN063752","Monocotiledônea",NA,NA,"L.A.Nilsson","Minas Gerais",NA,NA,"IAN063752 IAN063752_e","Mota, NFO","Serra do Cipó",NA,NA,NA,NA,"2014","09","09",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:21:08-03","NBC","NL-BOTANY","WAG.1194088","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","23","Southern America","Brazil","Estado de Minas Gerais. Serra do Espinhaço. W of Barão de Cocais.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1194088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1194088",NA,"Poales",NA,"L.A.Nilsson",NA,NA,NA,"NL-WAG1194088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2016-02-02 14:39:17-02","BGBM","B","B 10 0242234","S","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula","holotype","F. Sellow","1087",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100242234 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242234",NA,NA,NA,"L.A.Nilsson",NA,NA,NA,"B100242234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-02-02 14:39:17-02","BGBM","B","B 10 0242233","S","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula var. itatiayensis","syntype","E. H. G. Ule","3500","1894","03",NA,"Middle and South America","Brazil","Zwischen Felsen auf der Serra do Itatiaia, Est. de Rio de Janeiro.",NA,NA,"Habitat: zwischen Felsen. <a href=http://herbarium.bgbm.org/object/B100242233 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242233",NA,NA,"var. itatiayensis","Malme",NA,"2300","2300","B100242233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-27 13:53:23-03","UFS","ASE","4215A","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Viana, G","1352","1986","01","25","Southern America","Brasil","Serra das lavras",NA,NA,"erva. 30. cm. .; erva. 30. cm. .; Campo rupestre","ASE0015530","Magnoliophyta",NA,NA,"Alb.Nilsson.","Minas Gerais",NA,NA,"ASE0015530","Wanderley, MGL","Ouro Preto","-43.508056","-20.287778",NA,NA,"2010","06","30",NA,"-43.508056","-20.287778",NA,NA,NA
"20","2021-03-01 16:20:52-03","UNICAMP","UEC","164740","S","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Meireles, LD; Nunes, JA; Neto, JOC","2913","2007","03","14",NA,"Brazil","Serra fina, Capim amarelo (baixo).",NA,NA,"Erva com flor amarela.; Campo Qurtzítico.","UEC092372","Liliopsida",NA,NA,"L.A.Nilsson","Minas Gerais",NA,NA,"UEC092372","Wanderley, MGL","Passa Quatro","-44.880444","-22.449556",NA,NA,"2009",NA,NA,NA,"-44.880444","-22.449556",NA,NA,NA
"21","2021-03-01 16:20:52-03","UNICAMP","UEC","164741","S","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Meireles, LD; Nunes, JA","2270","2006","05","04",NA,"Brazil","Serra fina, Capim amarelo (baixo).",NA,NA,"Erva com flor amarela.; Campo Qurtzítico.","UEC092365","Liliopsida",NA,NA,"L.A.Nilsson","Minas Gerais",NA,NA,"UEC092365","Wanderley, MGL","Passa Quatro","-44.880444","-22.449556",NA,NA,"2009",NA,NA,NA,"-44.880444","-22.449556",NA,NA,NA
"22","2019-08-20 10:01:54-03","UNICAMP","UEC","104005","S","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Feres, FR; Belinello, R; Aona, LYS; Mansanares, ME; Mendonça, TG; Faria, AD","98/21","1998","12","15",NA,"Brazil","Serra do Cipó, Km 106, Fazenda do Geraldinho (||).",NA,NA,NA,"UEC000534","Liliopsida",NA,NA,"L.A.Nilsson","Minas Gerais",NA,NA,"UEC000534","Wanderley, MDGL","Cardeal Mota",NA,NA,NA,NA,"2001","08","27",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:47:51-03","MBM","MBM","426441","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Mota, N.F.O.; Freitas, G.H.S.; Costa, L.M.; Freitas, G.H.S.; Costa, L.M.","2228","2011","04","10","Southern America","Brazil","Serra do Cipó, Próximo ao trevo da MG-10 com estrada para Morro do Pilar",NA,NA,"Erva terrestre. Base das folhas negras com margens com tricomas longos dourados. Espiga castanho-clara.; Campos brejosos.","MBM426441",NA,NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,"Mota, N.F.O.","Morro do Pilar","-43.497778","-19.220833",NA,NA,"2011",NA,NA,NA,"-43.497778","-19.220833",NA,NA,NA
"24","2020-12-21 16:47:51-03","MBM","MBM","429523","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4328","2019","01","24","Southern America","Brazil","Morro do Elefante",NA,NA,"Herbácea, cespitosa com poucos indivíduos, 30 cm, brácteas pilosas, flores amarelas, campo limpo, logo abaixo do teleférico. Prensada com álcool.; .","MBM429523",NA,NA,NA,"L.A. Nilsson","São Paulo",NA,NA,NA,"Wanderley, M.G.L.","Campos do Jordão","-45.566056","-22.714139",NA,NA,"2019",NA,NA,NA,"-45.566056","-22.714139",NA,NA,NA
"25","2020-12-21 16:47:51-03","MBM","MBM","271794","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Laessoe, T.; et al.; et al.","s.n.","1992","03","19","Southern America","Brazil","Serra do Rei",NA,NA,NA,"MBM271794",NA,NA,NA,"L.A. Nilsson","Bahia",NA,NA,"MBM271794","Wanderley, M.G.L.","Abaíra","-41.6636009216309","-13.2496995925903","26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:47:51-03","MBM","MBM","170204","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Horta, M.B.","133","1987","07","12","Southern America","Brazil","Serra do Cipó, Fazenda Palácio",NA,NA,NA,"MBM170204",NA,NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,"MBM170204","Wanderley, M.G.L.","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:47:51-03","MBM","MBM","20420","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Hatschbach, G.; et al.; et al.","28854","1972","01","18","Southern America","Brazil","Serra do Cipó, Fazenda Palácio",NA,NA,NA,"MBM020420",NA,NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,"MBM020420","Kral, R.","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:47:51-03","MBM","MBM","408174","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Sajo, M.G.","s.n.","1997","12","16","Southern America","Brazil","Serra do Cipó, Estrada da Usina",NA,NA,NA,"MBM408174",NA,NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,"MBM408174",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:47:51-03","MBM","MBM","426445","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Mota, N.F.O.; Freitas, G.H.S.; Costa, L.M.; Freitas, G.H.S.; Costa, L.M.","2206","2011","04","07","Southern America","Brazil","Serra do Cipó, Trilha do vale do córrego do Salitreiro",NA,NA,"Erva terrestre, cespitosa. Base da bainha foliar negra com as margens com longos tricomas dourados. Espiga castanho-escura. Flores amarelas.; Campo rupestre próximo à base do pico do Salitreiro.","MBM426445",NA,NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,"Mota, N.F.O.","Morro do Pilar","-43.473333","-19.305278",NA,NA,"2011",NA,NA,NA,"-43.473333","-19.305278",NA,NA,NA
"30","2020-12-21 16:47:51-03","MBM","MBM","429522","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4344","2019","01","25","Southern America","Brazil","Parque Estadual de Campos do Jordão, trilha do Campo",NA,NA,"Herbácea, cespitosa com poucos indivíduos, 30 cm, flores amarelas, em campo limpo. Prensada com álcool.; Campo de Altitude.","MBM429522",NA,NA,NA,"L.A. Nilsson","São Paulo",NA,NA,NA,"Wanderley, M.G.L.","Campos do Jordão","-45.476","-22.694111",NA,NA,"2019",NA,NA,NA,"-45.476","-22.694111",NA,NA,NA
"31","2015-09-03 21:06:58-03","MNHN","RECOLNAT_MNHN_P","P01679865","PreservedSpecimen",NA,"Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Glaziou, A.",NA,"1887","2","10",NA,"Brasil","Brésil. R.J. Pedra do Cônego à Nova Frubiugo. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . Reçu le 12 mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01679865' target='other'> <mi>dwc_moreinfo</mi></a>","P01679865",NA,NA,NA,"L.A.Nilsson","Rio de Janeiro",NA,NA,"P01679865_01",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,NA,NA,NA,NA,"13277",NA,NA
"32","2015-09-03 21:06:58-03","MNHN","RECOLNAT_MNHN_P","P01679866","PreservedSpecimen",NA,"Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Glaziou",NA,"1881","2","10",NA,"Brasil","Brésil. R.J. Pedra do Córrego. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01679866' target='other'> <mi>dwc_moreinfo</mi></a>","P01679866",NA,NA,NA,"L.A.Nilsson","Rio de Janeiro",NA,NA,"P01679866_01",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,NA,NA,NA,NA,"13277",NA,NA
"33","2020-12-11 11:45:35-03","UFMG","BHCB","152603","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Lau, BL; Massensini Júnior, A; Mota, RC da; Hattori, EKO","36","2011","02","12","Southern America","Brasil","Parque Estadual Serra do Intendente, Trilha subindo para o topo da cachoeira",NA,NA,"Campo limpo de areia quartzitica",NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais","981","981",NA,NA,"Tabuleiro","-43.921064","-19.160261",NA,NA,NA,NA,NA,NA,"-43.921064","-19.160261",NA,NA,NA
"34","2020-12-11 11:45:35-03","UFMG","BHCB","149239","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Carmo, FF","4004","2009","01","20","Southern America","Brasil","Marinho da Serra/QTZ",NA,NA,"Afloramento de quartzito.","BHCB035213","Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais","1450","1450",NA,NA,"Moeda","-43.94","-20.324444",NA,NA,"2011","05","10",NA,"-43.94","-20.324444",NA,NA,NA
"35","2020-12-11 11:45:35-03","UFMG","BHCB","149652","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Mota, NFO; Freitas, GHS; Costa, LM","2206","2011","04","07","Southern America","Brasil","PARNA Serra do Cipó - trilha do vale do córrego do, Campo rupestre próximo à base do pico do Salitreiro.",NA,NA,"Erva terrestre, cespitosa. Base da bainha foliar negra com as margens com longos tricos dourados. Espiga castanho-escura. Flores amarelas.",NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais","1329","1329",NA,NA,"Morro do Pilar","-43.473333","-19.305278",NA,NA,NA,NA,NA,NA,"-43.473333","-19.305278",NA,NA,NA
"36","2020-12-11 11:45:35-03","UFMG","BHCB","149674","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Mota, NFO; Freitas, GHS; Costa, LM","2228","2011","04","10","Southern America","Brasil","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.",NA,NA,"Erva terrestre. Base das folhas negras com as margens com tricomas longos dourados. Espiga castanho-escura.",NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais","1319","1319",NA,NA,"Morro do Pilar","-43.497778","-19.220833",NA,NA,NA,NA,NA,NA,"-43.497778","-19.220833",NA,NA,NA
"37","2020-12-11 11:45:35-03","UFMG","BHCB","153972","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Mota, NFO; Giacomin, LL","2461","2011","12","17","Southern America","Brasil","Parque Estadual do Papagaio, Pico de Santo Agostinho.",NA,NA,"Campo de alitutde antropizado no alto do Pico. Erva terrestre, cespitosa. base das folhas negras. Espigas castanho-escuras. Plantas armazenadas no álcool.",NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais","2270","2270",NA,NA,"Alagoa","-44.766917","-22.197111",NA,NA,NA,NA,NA,NA,"-44.766917","-22.197111",NA,NA,NA
"38","2020-12-11 11:45:35-03","UFMG","BHCB","181357","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Souza, DT de","s.n.","2014","04","29","Southern America","Brasil","Serra do Gandarela",NA,NA,"Herbáceo; Campo cerrado","BHCB038058","Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,NA,"Caeté","-43.683667","-20.023067",NA,NA,"2018","12",NA,NA,"-43.683667","-20.023067",NA,NA,NA
"39","2020-12-11 11:45:35-03","UFMG","BHCB","191549","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Paiva, JAM; Souza, JAM; Silva, SHA","1745","2018","03","13","Southern America","Brasil","RPPN Capivari I",NA,NA,"Erva, 0,20m. Flor amarela.; Campo Rupestre Quartzítico","BHCB191549","Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais","1457","1457",NA,NA,"Santa Bárbara","-43.624722","-20.146944",NA,NA,"2018","08","10",NA,"-43.624722","-20.146944",NA,NA,NA
"40","2020-12-11 11:45:36-03","UFMG","BHCB","6027","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Giani, A","s.n.","1984","11","24","Southern America","Brasil","Serra do Cipó",NA,NA,NA,NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:45:36-03","UFMG","BHCB","19494","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Sajo, MG","s.n.","1991","11","23","Southern America","Brasil",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:45:35-03","UFMG","BHCB","19413","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Sajo, MG; L.M.C.","s.n.","1991","11",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:45:36-03","UFMG","BHCB","19546","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Machado, SR; Sajo M. G.; Lovato, MV","s.n.","1992","02","25","Southern America","Brasil","Serra do Cipó",NA,NA,NA,NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:45:35-03","UFMG","BHCB","10075","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"Andrade, IR; Horta, MB","s.n.","1987","07","12","Southern America","Brasil","Serra do Cipó. Serra da Salitreira.",NA,NA,NA,NA,"Monocotyledon",NA,NA,"L.A. Nilsson","Minas Gerais",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-06-13 04:36:00-03","MO","MOBOT","2999847","PreservedSpecimen","Plantae","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula",NA,"T. Læssøe|T. Silva","Læssøe 52572","1992",NA,NA,"South America","Brazil","Mun. Abaíra: Encosta da Serra do Rei.",NA,NA,NA,NA,NA,NA,NA,"L.A. Nilsson","Bahia",NA,NA,NA,"M.G.L. Wanderley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
