"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","minimumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"106","2021-03-30 12:35:21-03","EAO","IAN","37973","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","nitida","Avicennia nitida","Black, GA","Southern America","Brasil",NA,NA,NA,"IAN037973","1948","11","12","Ilha do Marajó, capoeira do campo com caembê.","Dicotiledônea",NA,NA,"Jacq.","Moldenke, HN","3487","Pará","Soure","-48.5233001708984","-0.716666996479034","IAN037973 IAN037973_e IAN037973_e1",NA,NA,"69952","auto",NA,"1950","06",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-30 12:35:21-03","EAO","IAN","37915","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","nitida","Avicennia nitida","Black, GA","Southern America","Brasil",NA,NA,NA,"IAN037915","1948","11","12","Ilha do Marajó, capoeira do campo com caembê.","Dicotiledônea",NA,NA,"Jacq.","Moldenke, HN","3427","Pará","Soure","-48.5233001708984","-0.716666996479034","IAN037915 IAN037915_e",NA,NA,"69952","auto",NA,"1950","06",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-30 12:35:21-03","EAO","IAN","42567","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","nitida","Avicennia nitida","Silva, NT da","Southern America","Brasil",NA,NA,NA,"IAN042567","1948","11","11","Beira do rio Tuxá.","Dicotiledônea",NA,NA,"Jacq.","Moldenke, HN","163","Pará","Vigia","-48.1417007446289","-0.858332991600037",NA,NA,NA,"33395","auto",NA,"1950","06",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-30 12:35:21-03","EAO","IAN","37727","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","nitida","Avicennia nitida","Black, GA","Southern America","Brasil",NA,NA,NA,"IAN037727","1948","09","30","Campina do Livramento.","Dicotiledônea",NA,NA,"Jacq.",NA,"3236","Pará","Vigia","-48.1417007446289","-0.858332991600037","IAN037727 IAN037727_e",NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-30 12:35:21-03","EAO","IAN","37728","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","nitida","Avicennia nitida","Black, GA","Southern America","Brasil",NA,NA,NA,"IAN037728","1948","09","30","Campina do Livramento. Rio Assahy.","Dicotiledônea",NA,NA,"Jacq.","Moldenke, HN","3237","Pará","Vigia","-48.1417007446289","-0.858332991600037","IAN037728 IAN037728_e IAN037728_e1",NA,NA,"33395","auto",NA,"1950","06",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-30 12:35:21-03","EAO","IAN","79391","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","nitida","Avicennia nitida","Sobrinho, V","Southern America","Brasil",NA,NA,NA,"IAN079391","1936","11",NA,"mangues de Parnamerim.","Dicotiledônea",NA,NA,"Jacq.","Sobrinho, V","287","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-30 12:35:21-03","EAO","IAN","94211","PreservedSpecimen","Plantae","Avicenniaceae","Avicennia","tomentosa","Avicennia tomentosa","Glaziou, AFM","Southern America","Brasil",NA,NA,NA,"IAN094211","1880","06","29",NA,"Dicotiledônea",NA,NA,"L.",NA,"11317","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2013-07-03 10:23:54-03","EBDA","BAH","7782","S","Plantae","Acanthaceae","Avicennia","nitida","Avicennia nitida","Edna L. Paiva Oliveira",NA,"Brasil",NA,NA,"Arbustode flor branca",NA,"1987","11","26","mangue-seco",NA,NA,NA,"Jacq.","Edna Laureana P. G. de Oliveira","901","Bahia","Jandaíra","-37.7844","-11.5642",NA,NA,NA,"49056","auto",NA,"1988","06",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-12-04 15:24:39-03","PUCPR","HUCP","4986","S","Plantae","Acanthaceae","Avicennia","tomentosa","Avicennia tomentosa","Abilhoa, V",NA,"Brasil",NA,NA,NA,NA,"1987","10","25",NA,"Eudicotiledonea",NA,NA,"Jacq.","Jaszczerski, JC","010","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-08 21:31:30-03","UFBA","ALCB","03558","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Torrend, Padre CSJ",NA,"s/localidade",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"(L.) Steart.",NA,"s/n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-10-09 11:08:00-03","UFBA","ALCB","032832","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML; Fonseca, MR","Southern America","Brasil",NA,NA,"de ca. 5m. Folhas simples, coriáceas. Inflorescência com flores alvas. Ocasional.; Substrato areno-lamoso.",NA,"1997","11","30",NA,"Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","5552","Bahia","Prado","-39.25","-15.283333",NA,NA,NA,NA,NA,NA,"1997","02",NA,"-39.25","-15.283333",NA,NA,NA,NA,NA
"117","2019-11-25 16:50:12-03","UFBA","ALCB","058470","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Rocha, EA; Silva, DC","Southern America","Brasil",NA,NA,"ca. de 4-6-m de altura, apenas com frutos. Frutos veredes-enegrecidos, de 2,4-2,7 cm de compr.",NA,"2001","03","20","Mata da Esperança.","Dicotyledon",NA,NA,"(L.) L.","Rocha, EA","289","Bahia","Ilhéus","-39.077222","-14.790556",NA,NA,NA,NA,NA,NA,"2001","04",NA,"-39.077222","-14.790556",NA,NA,NA,NA,NA
"118","2021-02-08 21:31:30-03","UFBA","ALCB","20459","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Souza, P","Southern America","Brasil",NA,NA,"Havia muitas rizóforas, grandiosas, auoreáceas, etc.",NA,NA,NA,NA,"Junto da praia do Morqueiro.","Dicotyledon",NA,NA,"(L.) Steart.",NA,"s/n","Pará","Ilha de Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 21:31:30-03","UFBA","ALCB","21037","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Gusmão, EF de","Southern America","Brasil",NA,NA,"de mais ou menos 10m. de altura. Flores alvas.",NA,"1986","06","05","Mangue de Jacuípe.","Dicotyledon",NA,NA,"(L.) Steart.",NA,"s/n","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-10-09 11:08:00-03","UFBA","ALCB","61306","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Santana, DL; Pacheco, LM; Ramos, GAB","Southern America","Brasil",NA,NA,"5,0 m. Folhas coriáceas, discolores. Botões verdes, flores alvas.; planície inundada com vegetação arbustiva-arbórea.",NA,"2001","11","03","Litoral Norte, Ilhas das Ostras, Rio Crumaí","Dicotyledon",NA,NA,"(L.) Steart.","Santana, DL","672","Bahia","Conde","-37.6","-11.8",NA,NA,NA,NA,NA,NA,"2001","11",NA,"-37.6","-11.8",NA,NA,NA,NA,NA
"121","2019-10-09 11:08:00-03","UFBA","ALCB","61544","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML; Lima, DS; et al.","Southern America","Brasil",NA,NA,"de ca. 16 m. Folhas coriáceas, discolores. Frutos imaturos verdes.",NA,"2002","02","19","Litoral Norte, antes do Rio Crumaí","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","10129","Bahia","Conde","-37.6","-11.8",NA,NA,NA,NA,NA,NA,"2003","06",NA,"-37.6","-11.8",NA,NA,NA,NA,NA
"122","2019-10-09 11:08:00-03","UFBA","ALCB","61720","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML; Loureiro, DM","Southern America","Brasil",NA,NA,"de ca. 4 m.. Folhas coriáceas, discolores. Frutos imaturos, verdes.",NA,"2003","02","14","Extremo Sul, Canal Sul em uma área de apicum., Parcela nº 1","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","10177","Bahia","Belmonte","-38.866667","-15.85",NA,NA,NA,NA,NA,NA,"2003","07",NA,"-38.866667","-15.85",NA,NA,NA,NA,NA
"123","2019-10-09 11:08:00-03","UFBA","ALCB","93509","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML; Gomes, FS; Lisboa, MS","Southern America","Brasil",NA,NA,"ca. 8 m alt. Folhas coriáceas, discolores, com face abaxial esbranquiçada, pastejadas. Frutos imaturos, verdes, rugosos.",NA,"2010","02","26","Extremo Sul","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","16946","Bahia","Belmonte","-38.866667","-15.85",NA,NA,NA,NA,NA,NA,"2010","02",NA,"-38.866667","-15.85",NA,NA,NA,NA,NA
"124","2021-02-08 21:31:30-03","UFBA","ALCB","99231","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Costa, P; et al.","Southern America","Brasil",NA,NA,"ca. 6 m de altura. Folhas coriáceas, discolores, com face abaxial esbranquiçada, pastejadas. Frutos imaturos verdes.",NA,"2011",NA,NA,"Recôncavo Sul","Dicotyledon",NA,NA,"(L.) Steart.","Costa, P","s/n","Bahia","Jaguaribe",NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-10-09 11:08:00-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML","Southern America","Brasil",NA,NA,"6,0 m. Folhas coriáceas, discolores. Inflorescência axilar. Abundante.; Substrato lodoso.",NA,"1997","12","14","Extremo Sul","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","6494","Bahia","Alcobaça","-39.183333","-17.516667",NA,NA,NA,NA,NA,NA,"1997","12",NA,"-39.183333","-17.516667",NA,NA,NA,NA,NA
"126","2019-10-09 11:08:00-03","UFBA","ALCB","029476","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Araújo, BRN; Santos, JJ dos; Fahel, E; Mascarenhas, L","Southern America","Brasil",NA,NA,"de ca. 5m. Folhas simples, discolores, coriáceas. Flores com corola alva. Frutos imaturos verdes. Frequente.; Manguezal misto próximo à ponte de Itanhém. Lodoso-argiloso.",NA,"1997","03","28","Estuário do Rio Itanhém.","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","001","Bahia","Alcobaça","-39.8","-17.5",NA,NA,NA,NA,NA,NA,"1997","04",NA,"-39.8","-17.5",NA,NA,NA,NA,NA
"127","2021-02-08 21:31:30-03","UFBA","ALCB","20903","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Mendes, ML","Southern America","Brasil",NA,NA,NA,NA,"1987","12","10","Rio Jacuípe.","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","s/n","Bahia","Lauro de Freitas","-38.3272018432617","-12.8943996429443",NA,NA,NA,"11011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-10-09 11:08:00-03","UFBA","ALCB","026224","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML; et al.","Southern America","Brasil",NA,NA,"de ca. 3m de altura. Folhas coriáceas, disocolores. Flores alvas.",NA,"1993","12","28","Ilhas de Bimbarras.","Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","3556","Bahia","Madre de Deus","-38.6208000183105","-12.7407999038696",NA,NA,NA,"2962","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 21:31:30-03","UFBA","ALCB","027960","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML","Southern America","Brasil",NA,NA,"de ca 8m de altura. Folhas coriáceas. Flores alvas. Frutos imaturos de cor verde.",NA,"1992","01","26",NA,"Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","s/n","Bahia","Mucurí","-39.5508003234863","-18.0863990783691",NA,NA,NA,"78440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 21:31:30-03","UFBA","ALCB","026009","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Guedes, ML","Southern America","Brasil",NA,NA,"ca 12 m de altura. Folhas coriáceas discolores.",NA,"1993",NA,NA,NA,"Dicotyledon",NA,NA,"(L.) Steart.","Guedes, ML","s/n","Bahia","Mucurí","-39.5508003234863","-18.0863990783691",NA,NA,NA,"78440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L 0573271","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","africana","Avicennia africana","Botanisch Laboratorium Leiden","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573271",NA,NA,NA,NA,NA,"Lamiales",NA,"P.Beauv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"132","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1151255","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Wessels Boer JG","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1151255","1967","05","24","Estado Monagas, Rio San Juan, a few km downstream from the confluence with Caño Francés, within the reach of almost pure seawater, at least during high tides.",NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,"-62.7","10.116667","NL-U1151255",NA,NA,NA,NA,NA,NA,NA,NA,"-62.7","10.116667","Magnoliopsidae",NA,NA,NA,NA
"133","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1151256","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Wessels Boer JG","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151256 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1151256","1967","05","24","Estado Monagas, Rio San Juan, a few km downstream from the confluence with Caño Francés, within the reach of almost pure seawater, at least during high tides.",NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,"-62.7","10.116667","NL-U1151256",NA,NA,NA,NA,NA,NA,NA,NA,"-62.7","10.116667","Magnoliopsidae",NA,NA,NA,NA
"134","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1151266","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Smith HH","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1151266","1898","09","01","PLANTS OF SANTA MARIA, UNITED STATES OF COLOMBIA.",NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,"NL-U1151266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"135","2020-02-08 09:29:01-03","NBC","NL-BOTANY","WAG.1358327","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Breteler FJ","Southern America","Colombia",NA,NA,"Forest flooded by sea water.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1358327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1358327","1966","06","03","south border of Bahia de Buenaventura.",NA,"Lamiales",NA,"(L.) L.",NA,NA,"Valle del Cauca",NA,"-77.283333","3.566667","NL-WAG1358327",NA,NA,NA,NA,NA,NA,NA,NA,"-77.283333","3.566667","Magnoliopsidae","WAG0341078",NA,NA,NA
"136","2020-02-08 09:29:01-03","NBC","NL-BOTANY","WAG.1358328","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Breteler FJ","Southern America","Venezuela",NA,NA,"Avicennia forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1358328 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1358328","1966","05","13","South Coast of Peninsula de Paria, near Yaguaraparo, small arm of Boca de Cumana.",NA,"Lamiales",NA,"(L.) L.",NA,NA,"Sucre",NA,"-62.833333","10.55","NL-WAG1358328",NA,NA,NA,NA,NA,NA,NA,NA,"-62.833333","10.55","Magnoliopsidae","WAG0341077",NA,NA,NA
"137","2020-02-08 09:29:01-03","NBC","NL-BOTANY","WAG.1358329","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Breteler FJ","Southern America","Venezuela",NA,NA,"Avicennia forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1358329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1358329","1966","05","13","South Coast of Peninsula de Paria, near Yaguaraparo, small arm of Boca de Cumana.",NA,"Lamiales",NA,"(L.) L.",NA,NA,"Sucre",NA,"-62.833333","10.55","NL-WAG1358329",NA,NA,NA,NA,NA,NA,NA,NA,"-62.833333","10.55","Magnoliopsidae","WAG0341076",NA,NA,NA
"138","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L 0693699","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Unknown","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200693699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0693699",NA,NA,NA,NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"139","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L.1050992","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Welle BJH ter","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050992",NA,NA,NA,NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,"NL-L1050992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw30858",NA,NA,NA
"140","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L.1050993","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Welle BJH ter","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050993",NA,NA,NA,NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,"NL-L1050993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0050533 | Uw 30858",NA,NA,NA
"141","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L.2758637","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Smith HH","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2758637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2758637","1898","09","01","PLANTS OF SANTA MARIA, UNITED STATES OF COLOMBIA.",NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,"NL-L2758637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"142","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L.2758638","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Smith HH","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2758638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2758638","1898","02","01","PLANTS OF SANTA MARIA, UNITED STATES OF COLOMBIA.",NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,"NL-L2758638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"143","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L.3924698","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Steyermark JA; Liesner RL; Delascio F","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3924698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3924698","1977","10","06","Terr. Fed. Delta Amacuro: depto. Pdernales mangrove fromation along Cano Angosturita, SE of Pedernales.",NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,"-62.133333","9.916667","NL-L3924698",NA,NA,NA,NA,NA,NA,NA,NA,"-62.133333","9.916667","Magnoliopsidae",NA,NA,NA,NA
"144","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U 0050534","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Welle BJH ter","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200050534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0050534",NA,NA,NA,NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 30858",NA,NA,NA
"145","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U 0261394","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Welle BJH ter","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261394",NA,NA,NA,NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw30858",NA,NA,NA
"146","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U 0261671","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Bosbeheer Suriname (BBS)","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261671","1948","01","30","Sur. River",NA,"Lamiales",NA,"(L.) L.",NA,NA,"Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw726",NA,NA,NA
"147","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U 0261742","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Lanjouw J; Lindeman JC","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261742","1948","12","01",NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1456",NA,NA,NA
"148","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1149642","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Prévost M-F","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149642","1996","12","12",NA,NA,"Lamiales",NA,"(L.) L.","Prévost M-F",NA,NA,NA,NA,NA,"NL-U1149642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0149395",NA,NA,NA
"149","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1149643","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Kock C","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149643","1972","09","01",NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,"Paramaribo",NA,"-55.166667","5.866667","NL-U1149643",NA,NA,NA,NA,NA,NA,NA,NA,"-55.166667","5.866667","Magnoliopsidae","U 0035100",NA,NA,NA
"150","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1149644","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Kock C","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149644","1972","10","01",NA,NA,"Lamiales",NA,"(L.) L.",NA,NA,NA,NA,NA,NA,"NL-U1149644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0035099",NA,NA,NA
"151","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1149681","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Granville J-J de; Tostain O","Southern America","French Guiana",NA,NA,"Côte rocheuse.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149681 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149681","2006","09","14","Guyane Francaise. Pointe Karouabo.",NA,"Lamiales",NA,"(L.) L.","Granville J-J de",NA,NA,NA,"-52.766667","5.279722","NL-U1149681",NA,NA,NA,NA,NA,"2006","09","01","-52.766667","5.279722","Magnoliopsidae","U 0246783",NA,NA,NA
"152","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1149682","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","germinans","Avicennia germinans","Prévost M-F","Southern America","French Guiana",NA,NA,"Bord de mer.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149682","2000","06","25","Guyane Francaise. Station de la Piste de St. Elie (ECEREX).",NA,"Lamiales",NA,"(L.) L.","Prévost M-F",NA,NA,NA,"-53.05","5.283333","NL-U1149682",NA,NA,NA,NA,NA,NA,NA,NA,"-53.05","5.283333","Magnoliopsidae","U 0245642",NA,NA,NA
