"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","505005","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén","9566","1910","01","12","South America","Brazil","Paraná","Ponta Grossa","Capao Grande","-50.1617","-25.095","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505005","NY00505005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","482499","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén","9026","1909","12","06","South America","Brazil","Paraná","Rio Branco do Sul","Itaperussu","-49.3142","-25.1903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482499","NY00482499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","505002","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén","16320","1915","01","11","South America","Brazil","Paraná","Pinhais",NA,"-49.157618","-25.419851","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505002","NY00505002_01","885","885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","482500","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén",NA,"1910","12","15","South America","Brazil","Paraná","Contenda","Serrinha","-49.5344","-25.6758","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482500","NY00482500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","505001","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén","16320","1915","01","11","South America","Brazil","Paraná","Pinhais",NA,"-49.157618","-25.419851","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505001","NY00505001_01","885","885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","505003","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén","17435","1915","12","12","South America","Brazil","Paraná","Pinhais",NA,"-49.157618","-25.419851","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505003","NY00505003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","505007","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","L. B. Smith","12815","1964","10","22","South America","Brazil","Santa Catarina","Sao Carlos","West of Sao Carlos","-53.02","-27.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505007","NY00505007_01","280","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","505004","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","P. K. H. Dusén","13558","1911","12","10","South America","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505004","NY00505004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","505008","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","F. C. Hoehne","8982","1923","11","06","South America","Brazil","São Paulo","Campos do Jordao",NA,"-45.59","-22.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505008","NY00505008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","505006","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","longicornu","Gomesa longicornu","(Mutel) M.W.Chase & N.H.Williams","R. Kummrow","1611","1981","12","22","South America","Brazil","Paraná","Piraquara","Purgatorio","-49.0631","-25.4419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505006","NY00505006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
