"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"104","2020-06-22 14:17:50-03","UNESP-IBILCE","SJRP","17492","PreservedSpecimen","Plantae","Tracheophyta","Campanulales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","G. Hatschbach","O.S. Ribas",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Palmeira","recanto dos papagaios","-50.0064010620117","-25.4293994903564",NA,"Herbácea, flor vermelha, interior do tubo, amarelo.;",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"105","2020-08-31 08:53:15-03","INPA","INPA","206317","S","Plantae","Dicotyledon Asterids","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Proença, CEB","Proença, CEB","86","1982","05","05","Southern America","Brasil","Distrito Federal",NA,"Nas cabeceiras do Córrego Cabeceira Comprida","-48.066667","-15.616667",NA,NA,"INPA0206317","INPA0206317 INPA0206317_e","1260","1260",NA,"-48.066667","-15.616667",NA,NA,"1999",NA,NA,NA,NA,NA
"106","2020-06-15 15:29:47-03","UNESP-RC","HRCB","54253","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Tannus, J.L.S.","Tannus, J.L.S.","899","2005","10","20",NA,"Brasil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé","-49.3400001525879","-24.1100006103516",NA,"erva flexuosa, ca. 1,5m, cálice verde, corola vermelha na base com lobos amarelados, em solo arenoso alagadiço",NA,NA,NA,NA,NA,NA,NA,"27729","auto","2007","05",NA,NA,NA,NA
"107","2021-02-04 10:26:55-03","UFRPE","HST","14469","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","S.A.P.Godoy","F.Chagas e Silva; et al.","s.n.","1988","12","05",NA,"Brasil","Paraná","Jaguariaíva","Rio Diamante","-49.7057991027832","-24.2511005401611",NA,"Herbácea 40cm, ramos bordos; flores alaranjadas com lobos amarelos, anteras pretas","HST014469",NA,"900","900",NA,NA,NA,"44368","auto","1997",NA,NA,NA,NA,NA
"108","2021-02-04 10:26:55-03","UFRPE","HST","14468","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","S.Godoy","I.A.Francisco; et al.","44","1994","10","08",NA,"Brasil","Paraná","Tibagi","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,"Herbácea 50 cm alt.; flores vermelhas sem cheiro","HST014468",NA,NA,NA,NA,NA,NA,"56988","auto","1998","06","26",NA,NA,NA
"109","2020-09-12 05:00:02-03","US","US","1483368","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don",NA,"P. K. Dusén","13437a","1911","11","26","South America","Brazil","Paraná",NA,"Serrinha, ad rivulum",NA,NA,NA,NA,"US02713990","US02713990_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"110","2020-09-12 05:00:02-03","US","US","2270835","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don",NA,"G. Hatschbach","5137","1950","10","9","South America","Brazil","Paraná",NA,"Mun. Jaguariaiva. Joaquim Murtinho",NA,NA,NA,NA,"US02713988","US02713988_01","1050",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","1481657","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don",NA,"P. K. Dusén","6950","1908","10","22","South America","Brazil","Paraná",NA,"Serrinha, ad rivulum",NA,NA,NA,NA,"US02713991","US02713991_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","1483346","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don",NA,"G. Jönsson","1285a","1914","11","6","South America","Brazil","Paraná",NA,"Porto Alice, ad rivulum in campo.",NA,NA,NA,NA,"US02713989","US02713989_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","2440552","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don",NA,"A. Mattos","s.n.","1951","11","9","South America","Brazil","Paraná",NA,"Rio dos Papagaios",NA,NA,NA,NA,"US02713987","US02713987_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","2864618","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don",NA,"H. S. Irwin & T. R. Soderstrom","5195","1964","8","16","South America - Neotropics","Brazil","Distrito Federal",NA,"Planalto do Brasil. Cerrado and fields, limestone slopes. Chapada da Contagem, ca 20 km E. of Brasília",NA,NA,NA,NA,"US02713986","US02713986_01","700","1000","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2020-09-02 16:22:36-03","Cenargen","CEN","15911","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","S. A. P. de Godoy","Efigênia de Melo","355","1990","07","31",NA,"Brasil","DF","BRASILIA","Mumunhas. Brazlândia - DF.","-47.9296989440918","-15.7797002792358","Exsicatas","Anteras negras. Doação.","CEN00015911","CEN00015911",NA,NA,NA,NA,NA,"70570","auto","2001","06",NA,NA,"1",NA
"116","2019-12-09 17:29:40-03","UFPR","EFC","8976","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Hatschbach, G.","Ziller, S.R.; Maschio, W.","1923","1999","10","10",NA,"Brasil","Paraná","Ponta Grossa","Nascente do Rio Tibagi","-49.8637","-25.2682",NA,"Herbácea reptante na margem do rio Tibagi. Flores vermelhas com amarelo.","EFC008976",NA,NA,NA,NA,"-49.8637","-25.2682",NA,NA,"1999","12","01",NA,NA,NA
"117","2019-11-13 11:17:33-03","USP","SPF","38069","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, SAP","Pirani, JR","921","1984","09","04",NA,"Brasil","Paraná",NA,"Entre Arapoti e Joaquim Murtinho.",NA,NA,NA,NA,"SPF00038069","SPF00038069",NA,NA,NA,NA,NA,NA,NA,"1987","01","21",NA,NA,NA
"118","2019-11-13 11:17:33-03","USP","SPF","134144","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, SAP","Farinaccio, MA","231","1998","12","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"SPF00134144","SPF00134144",NA,NA,NA,NA,NA,"57119","auto","2002","01","22",NA,NA,NA
"119","2019-11-13 11:17:33-03","USP","SPF","132045","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, SAP","Sano, PT","926","1998","03","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Caminho para Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,"SPF00132045","SPF00132045",NA,NA,NA,NA,NA,"57119","auto","2014","11","25",NA,NA,NA
"120","2019-11-13 11:17:33-03","USP","SPF","46572","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, SAP","Pirani, JR","397","1983","01","12",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"SPF00046572","SPF00046572",NA,NA,NA,NA,NA,"44368","auto","1987","01","21",NA,NA,NA
"121","2019-11-13 11:17:33-03","USP","SPF","19411","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Hatschbach, G","Kummrow, R","973","1975","11","03",NA,"Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,"SPF00019411","SPF00019411",NA,NA,NA,NA,NA,"35166","auto","1977","02",NA,NA,NA,NA
"122","2014-04-04 18:26:53-03","PNFM","IRAI","2623","S","Plantae","Magnoliophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Cordeiro, J.","Cordeiro, J.","3659","2009","11","19",NA,"Brasil","Paraná","Ponta Grossa","Itaiacoca",NA,NA,NA,"Erva ereta, flor vermelha zarcão. Campo limpo seco","IRAI00002623",NA,NA,NA,NA,NA,NA,NA,NA,"2010","01","01",NA,NA,NA
"123","2014-04-04 18:26:53-03","PNFM","IRAI","5947","S","Plantae","Magnoliophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Cordeiro, J.; Barbosa, E.","Dunaiski Jr, A.","980","1998","11","29",NA,"Brasil","Paraná","Campo Largo","São Luiz do Purunã","-49.703611","-25.467389",NA,"Erva nas margens do rio, caule vermelho, flores laranjas","IRAI00005947",NA,"980","980",NA,"-49.703611","-25.467389",NA,NA,"2012","01","01",NA,NA,NA
"124","2021-03-25 13:51:53-03","UNIVILLE","JOI","7118","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","G. Hatschbach","J.M. Silva","6071","2007","10","04",NA,"Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha.","-50.1618995666504","-25.0949993133545",NA,"; HABITAT: margem arenosa do rio encaichoeirado; HABITO: ereta","JOI007118","JOI007118",NA,NA,NA,NA,NA,"46557","auto","1905","06","29",NA,NA,NA
"125","2019-10-07 09:12:12-03","UEFS","HUEFS","27388","PreservedSpecimen","Plantae","Angiospermae","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Santos, E.P.","208","1996","11","07",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes, estrada Jaguariaíva-Sengés.","-49.7057991027832","-24.2511005401611",NA,"Beira de rio.","HUEFS0027388","HUEFS0027388",NA,NA,"Asteranae",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"126","2019-10-07 09:12:12-03","UEFS","HUEFS","83114","PreservedSpecimen","Plantae","Angiospermae","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Silva, J.M.","3787","2003","10","28",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"HUEFS0083114","HUEFS0083114",NA,NA,"Asteranae",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"127","2019-10-07 09:12:12-03","UEFS","HUEFS","49311","PreservedSpecimen","Plantae","Angiospermae","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Hatschbach, G.","23400","1970","01","23",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Abrigo 1.","-49.0553016662598","-25.3055992126465",NA,"Orla da matinha nebular.","HUEFS0049311","HUEFS0049311","1700","1700","Asteranae",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"128","2015-03-07 08:42:49-03","F","FMNH-SEEDPLANTS","V0183544F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0183544F","V0183544F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-03-07 08:42:51-03","F","FMNH-SEEDPLANTS","V0183673F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0183673F","V0183673F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-03-07 08:42:51-03","F","FMNH-SEEDPLANTS","V0183674F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0183674F","V0183674F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-03-07 08:42:51-03","F","FMNH-SEEDPLANTS","V0183675F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0183675F","V0183675F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-06-11 13:49:44-03","F","FMNH-SEEDPLANTS","V0356278F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,"RRC ID Flag","J. R. Mattos","10694","1962","11","20","South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0356278F","V0356278F_01 V0356278F_02",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"10694",NA,NA
"133","2019-06-11 13:52:10-03","F","FMNH-SEEDPLANTS","V0356279F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,"RRC ID Flag","H. S. Irwin","11510","1966","1","9","South America","Brazil","Distrito Federal",NA,NA,"-47.75","-15.75",NA,NA,"V0356279F","V0356279F_01 V0356279F_02",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"11510",NA,NA
"134","2019-01-25 15:39:10-02","IAC","IAC","49757","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","J.L.S. Tannus","J.L.S. Tannus","899","2005","10","20",NA,"Brasil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé","-49.3317","-24.1125",NA,"Coordenadas do material: 24°16#?#06#?#S, 49°12#?#19#?#W",NA,NA,NA,NA,NA,"-49.3317","-24.1125",NA,NA,"2007","05","20",NA,NA,NA
"135","2020-07-23 12:02:32-03","CEPLAC","CEPEC","32377","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,"G. Hatschbach","G. Hatschbach","45445","1982","09","22",NA,"Brasil","Paraná","PALMEIRA","Ponta do Papagaio. Margem de corrego.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","35166","auto",NA,NA,NA,NA,NA,"30/12/1982"
"136","2020-07-23 12:02:32-03","CEPLAC","CEPEC","32314","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides",NA,"G. Hatschbach","G. Hatschbach","45445","1982","09","22",NA,"Brasil","Paraná","PALMEIRA","Ponta do Papagaio. Zona de campo.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","35166","auto",NA,NA,NA,NA,NA,"30/12/1982"
"137","2020-02-17 11:29:24-03","UEG","HUEG","1648","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don.","Proença, C.E.B.","Anderson, W.R.; Miranda; et al.","550","2003","10","11","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,"Arbusto; formaçãop rupestre","HUEG001648",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"138","2020-02-17 11:29:25-03","UEG","HUEG","1664","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don.","Proença, C.E.B.","Irwin, H.S.; Miranda; et al.","313","2008","07","10","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,"Subarbusto; Formação rupestre","HUEG001664",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"139","2020-02-17 11:29:25-03","UEG","HUEG","1649","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don","Proença, C.E.B.","Anderson, W.R.; Miranda; et al.","415","2003","09","13","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,"Herbácea; Cerrado rupestre.","HUEG001649",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"140","2020-02-17 11:29:25-03","UEG","HUEG","1665","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G. Don.","Ramos, P.C.M.","Almeida, S.P.; Miranda; et al.","198","2003","06","15","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,"Herbáceo; Formação rupestre","HUEG001665",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"141","2020-11-12 16:58:35-03","UEL","FUEL","6112","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, SAP","Francisco das Chagas e Silva; et al.","s.n.","1988","12","05",NA,"Brasil","Paraná","Jaguariaíva","Rio Diamante, Próx. do Recanto da Prainha. Em camp","-49.7057991027832","-24.2511005401611",NA,NA,"FUEL017758",NA,"900","900",NA,NA,NA,"44368","auto","1997","08","15",NA,NA,NA
"142","2020-11-12 16:58:35-03","UEL","FUEL","14129","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, SAP","Cardoso, CM; et al.","s.n.","1994","11","04",NA,"Brasil","Paraná","Tibagi","Canion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL017760",NA,NA,NA,NA,NA,NA,"56988","auto","2014","07","10",NA,NA,NA
"143","2020-11-12 16:58:35-03","UEL","FUEL","14531","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Godoy, S","Francisco, IA; et al.","44","1994","10","08",NA,"Brasil","Paraná","Tibagi","Canyon do Guartela","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL008400",NA,NA,NA,NA,NA,NA,"56988","auto","1998","06","26",NA,NA,NA
"144","2020-11-12 16:58:35-03","UEL","FUEL","29898","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Vieira, AOS","Godoy, L; et al.","s.n.","1997","09","13",NA,"Brasil","Paraná","Tibagi","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL008399",NA,NA,NA,NA,NA,NA,"56988","auto","2003",NA,NA,NA,NA,NA
"145","2019-11-01 14:56:04-03","UnB","UB","151999","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don",NA,"Miranda, SC; Batista, MA; Santos, ML; Carvalho, PS","550","2003","10","11","Southern America","Brasil","Goiás",NA,"Parque estadual Serra dos Pirineus",NA,NA,NA,"Arbusto; Formação rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-01 14:56:04-03","UnB","UB","175485","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Dutra, SG","s.n.","1985","06","30","Southern America","Brasil","Goiás",NA,"Topázio, Distrito de Cristalina",NA,NA,NA,"Erva com flor vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","05",NA,NA,NA,NA
"147","2019-11-01 14:56:04-03","UnB","UB","175486","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Irwin, HS; Souza, R; Santos, RR","8468","1965","09","19","Southern America","Brasil","Distrito Federal",NA,"Chapada da Contagem, ca. 30km NE of Brasília",NA,NA,NA,"Fleshy-stemmed herb to 50cm. tall. Corola tube scarlet, the limb yellow.; Marshy slope. Cerrado slopes.",NA,NA,"1000","1000",NA,NA,NA,NA,NA,"2006","05",NA,NA,NA,NA
"148","2019-11-01 14:56:04-03","UnB","UB","175487","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Proença, CEB; Kirkbride Junior, JH","86","1982","05","05","Southern America","Brasil","Distrito Federal",NA,"Nas cabeceiras do Córrego Cabeceira comprida.","-48.066667","-15.616667",NA,"Erva de 0,5m. Cálice verde e corola parte vermelha e parte amarela, muito vistosa; Campo alagado",NA,NA,"1260","1260",NA,"-48.066667","-15.616667",NA,NA,"2006","05",NA,NA,NA,NA
"149","2019-11-01 14:56:04-03","UnB","UB","175488","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Irwin, HS; Souza, R; Santos, RR","11510","1966","01","09","Southern America","Brasil","Distrito Federal",NA,"Córrego Paranoazinho, near Sobradinho",NA,NA,NA,"Ascending herb, the red-brown stems ca. 30cm. tall. Corolla rede, apicaly yellow or yellow-green. Fruit red-brown.; Wet places. Rocky slopes",NA,NA,"1050","1050",NA,NA,NA,NA,NA,"2006","05",NA,NA,NA,NA
"150","2019-11-01 14:56:04-03","UnB","UB","175489","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Melo, E; França, F","355","1990","07","31","Southern America","Brasil","Distrito Federal",NA,"Mumunhas, Brazlândia",NA,NA,NA,"Flores amarelas alaranjadas, anteras negras. Fruto esverdeado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","05",NA,NA,NA,NA
"151","2019-11-01 14:56:04-03","UnB","UB","175494","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Irwin, HS; Soderstrom, TR","5195","1964","08","16","Southern America","Brasil","Distrito Federal",NA,"Chapada da contagem, ca. 20km E of Brasília",NA,NA,NA,"Fleshy herb with red-violet stems. Co tube scarlet, the teeth yellow-green; A blue-violet.; Wet limestone slopes",NA,NA,"700","1000",NA,NA,NA,NA,NA,"2006","05",NA,NA,NA,NA
"152","2019-11-01 14:56:04-03","UnB","UB","21425","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Godoy, SAP","Kirkbride Junior, JH","3708","1980","10","22","Southern America","Brasil","Distrito Federal","Brasília",NA,"-48.033333","-15.516667",NA,".",NA,NA,NA,NA,NA,"-48.033333","-15.516667",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-01 14:56:04-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","et al.; Oliveira, RC","Oliveira, RC; Ferreira, WA; Lombardi, MV; Rodrigues, GM; Moura, EBP; Antunes, LLC; Santos, RV","3190","2016","05","19","Southern America","Brasil","Distrito Federal",NA,"Fazenda Água Limpa - FAL, UnB","-47.953333","-15.961861",NA,"Curso de Botânica em Campo, Profa. Regina Célia de Oliveira; Subabusto escandente, flor branca por dentro, interior da corola rosa escuro; Após Mata de galeria",NA,NA,"1093","1093",NA,"-47.953333","-15.961861",NA,NA,"2016","05","19",NA,NA,NA
"154","2019-05-06 11:54:41-03","UFU","HUFU","19643","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Andrade, T.","Elias, S.I.; Rolim, G.S. de","334","1999","03","23",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra da Canastra, Na trilha a caminho da estátua de São Francisco.",NA,NA,NA,"Esrva de 40cm. Ramos avermelhados. Tubo da corola alaranjado, lobos amarelos - esverdeados, anteras pardas.","HUFU00051739","HUFU00051739",NA,NA,NA,NA,NA,NA,NA,"2004","10","29",NA,NA,NA
"155","2019-05-06 11:54:41-03","UFU","HUFU","10473","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Vieira, A.O.S.","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1510","1995","11","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,5. Cálice verde. Corola vermelha, lacínios amarelo - esverdeado. Anteras acizentadas. Estigma brancos.; Borda do córrego.","HUFU00051737","HUFU00051737",NA,NA,NA,NA,NA,"57119","auto","1995","03",NA,NA,NA,NA
"156","2019-05-06 11:54:41-03","UFU","HUFU","8259","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Vieira, A.O.S.","Romero, R.; Nakajima, J.N.; Zanini, E. & Cesar, R.","1989","1995","03","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, vale da nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,8m. Cálice esverdeado. Corola alaranjada, lacínios esverdeados.; Beira de córrego.","HUFU00051741","HUFU00051741",NA,NA,NA,NA,NA,"57119","auto","1995","10",NA,NA,NA,NA
