"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","typeStatus","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"46","2021-04-07 11:40:57-03","UFMS","CGMS","70662","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,"2021",NA,NA,"V.J. Pott; N.C. Bueno, N. Lopo & R.C. Pereira","985","1989","09","16","Brasil","Mato Grosso do Sul","Corumbá","Morro São Domingos, área da Mineração Corumbaense.","-57.6166667","-19.25","-57,6166667","-19,25","500","500","Flor não vista. Fruto ainda verde. Levantamento florístico. Doação do CPAP (6580). Habitat: Mata úmida. Solo minério de ferro. Relevo inclinado. Habito: Trepadeira lactescente. Esparsa em clareira.","CGMS1103155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:40:57-03","UFMS","CGMS","59022","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","M.A. Farinaccio","2015",NA,NA,"J. Durigon; P.P.A. Ferreira","608","2011","07","31","Brasil","Santa Catarina","Belmonte",NA,"-53.6311111","-26.8875","-53,6311111","-26,8875",NA,NA,"Fruto esverdeado. Látex branco. Odor de queijo.","CGMS002341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:40:57-03","UFMS","CGMS","70645","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,"2021",NA,NA,"A. Pott; V.J. Pott","9318","2001","07","04","Brasil","Mato Grosso do Sul","Ladário","Fazenda Uruba, Serra do Urucum, borda oeste do Pantanal.","-57.4836111","-19.0827778","-57,4836111","-19,0827778","220","220","Doação do HMS (1844). Habitat: Pastagem de Panicum maximum em sucessão para capoeira (vegetação secundária arbustiva). Solo argiloso raso. Relevo quase plano sobre morro. Habito: Trepadeira. Ocasional.","CGMS1103156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:41:10-03","UFMS","CGMS","36551","PreservedSpecimen","Plantae","Asclepiadaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","M.A. Farinaccio",NA,NA,NA,"V.J. Pott; A. Pott; P.R. de Souza; C. Rosso; R.P. Araújo","4599","2001","04","22","Brasil","Mato Grosso do Sul","Corumbá","Forte Coimbra, cerca de 4 Km da gruta Ricardo Franco, borda oeste do Pantanal.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor ausente. Fruto verde claro. Fruto alado semelhante a carambola, Duplicata CPAP, CEN. Habitat: Borda de caminho em Mata Decídua. Solo calcário. Relevo plano. Habito: Trepadeira. Ocasional.","CGMS1065964",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"50","2021-04-07 11:40:57-03","UFMS","CGMS","49752","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","G.A. Dettke","2014",NA,NA,"M.G. Caxambu; et al.","2500","2009","02","16","Brasil","Paraná","Campo Mourão","Campus da UTFPR.","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"Flores com cálice verde e corola verde-amarelada. Heliófita. Com látex alvo. Habitat: Solo: Latossolo vermelho. Relevo: plano. Habito: Trepadeira volúvel.","CGMS1079683",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"51","2021-03-01 16:21:53-03","UNICAMP","UEC","99002","S","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Rapini, A","2005",NA,NA,"Goldenberg, R; Semir, J; Romero, R; Dutilh, JHA","474","1998","02","13","Brazil","Minas Gerais","Pimenta","Estrada Pimenta - Santo Hilário","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,"Floresta perturbada. Liana, látex branco, flores verdes com corola creme","UEC040602","Magnoliopsida",NA,NA,NA,NA,"UEC040602","21095","auto",NA,NA,NA,NA,NA
"52","2021-03-01 16:21:53-03","UNICAMP","UEC","175366","S","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Santos, RGP","2015","11","09","Sobral, M","14695","2012","02","26","Brazil","Minas Gerais","São Vicente de Minas","BR-383, km197.","-44.4441986083984","-21.7124996185303",NA,NA,NA,NA,"Trepadeira em beira de mata junto à estrada; ramos com látex branco, abundante; flores com corola verde e corona branca.","UEC021864","Magnoliopsida",NA,NA,NA,NA,"UEC021864","21563","auto",NA,NA,NA,NA,NA
"53","2019-11-05 16:43:01-03","UFOP","OUPR","726","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontella, J.","2012","11","22","Badini, J.","s.n.","1974","02","14","Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Trepadeira, flores esverdeadas e amareladas (corona).",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"54","2019-11-05 16:43:01-03","UFOP","OUPR","727","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontella, J.","2012","11","22","Badini, J.","s.n.","1979","02","09","Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Trepadeira, flores amarelas e verdes. Sobre árvores.",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"55","2019-11-05 16:43:01-03","UFOP","OUPR","729","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontella, J.","2012","11","22","Badini, J.","s.n.","1974","02","14","Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Trepadeira, flores amareladas e esverdeadas. Sobre árvores.",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"56","2019-11-05 16:43:01-03","UFOP","OUPR","980","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontella, J.","2012","11","22","Badini, J.","s.n.","1979","02","09","Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Trepadeira, flores amarelas e verdes. Sobre árvores em beira de estrada.",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"57","2019-11-05 16:43:01-03","UFOP","OUPR","728","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontella, J.","2012","11","22","Badini, J.","s.n.","1978","06","28","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Trepadeira, flores pálidas. Terreno baldio.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"58","2019-01-17 11:25:35-02","PUCRS","MPUC","16902","S","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","G.D.S. Seger","2016","05","27",NA,NA,NA,NA,NA,"Brasil","RS","Canoas","Fazenda Guajuviras","-51.1836111","-29.9180556","-51.1836111000","-29.9180556000",NA,NA,NA,NA,NA,"Gentianales","South America",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2",NA
"59","2019-01-17 11:25:35-02","PUCRS","MPUC","11507","S","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","C.A. Mondin","2006","01","01",NA,NA,NA,NA,NA,"Brasil","RS","Alvorada","Rodovia 118, próximo ao Rio Gravataí","-51.0833333","-29.99","-51.0833333000","-29.9900000000",NA,NA,"Trepadeira na mata ciliar",NA,NA,"Gentianales","South America",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA
"60","2020-10-14 09:58:18-03","FURB","FURB","27082","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Rapini, A","2011","03","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2410","2010","05","17","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Florística IFFSC e47b (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: liana; Fruto verde;","FURB00529",NA,NA,NA,NA,NA,"FURB00529",NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 09:58:18-03","FURB","FURB","27084","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Rapini, A","2011","03","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2096","2010","04","27","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","Florística IFFSC e01a (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; flor verde","FURB14814",NA,NA,NA,NA,NA,"FURB14814",NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 09:58:18-03","FURB","FURB","27088","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Rapini, A","2011","03","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1984","2010","04","23","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Florística IFFSC e142b (Liana) - fruto com látex Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: liana; Fruto verde;","FURB14815",NA,NA,NA,NA,NA,"FURB14815",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-08 08:48:57-03","FURB","FURB","40966","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Funez, L.A.","2013","04","11","Funez, L.A.","1985","2013","04","11","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38",NA,"FURB14813",NA,NA,NA,NA,NA,"FURB14813",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-08 08:48:57-03","FURB","FURB","43281","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Funez, L.A.","2014","01","13","Funez, L.A.","2649","2014","01","13","Brasil","Santa Catarina","Penha","Morraria da Praia Vermelha.","-48.5966666","-26.7997222","-48.5966666","-26.7997222","57","57",NA,"FURB14812",NA,NA,NA,NA,NA,"FURB14812",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-08 08:48:57-03","FURB","FURB","50127","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Funez, L.A.","2016",NA,NA,"Funez, L.A.","4848","2016","02","06","Brasil","Santa Catarina","Rodeio","Ipiranga.","-49.3855555","-26.8961111","-49.3855555","-26.8961111","372","372",NA,"FURB50127",NA,NA,NA,NA,NA,"FURB50127",NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 09:58:18-03","FURB","FURB","63677","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Schwirkowski, P.","2019","02","07","Schwirkowski, P.","3344","2019","02","07","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Linha férrea, próximo à Rua José Augustin.","-49.3702778","-26.2786111","-49.3702778","-26.2786111","900","900","FOM. Área antropizada. Cálice verde, corola esverdeada Habitat: Borda de mata Habito: Liana","FURB63677",NA,NA,NA,NA,NA,"FURB63677",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:52:27-03","UCS","HUCS","49311","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Seger, G.D.S.","2015","09","11","Durigon, J.","984","2013","02","20","Brasil","Rio Grande do Sul","Redentora","Para Coronel Bicaco","-53.626111","-27.720833","-53.626111","-27.720833",NA,NA,"Doação Herbário ICN 177321&nf;&nf;&nf;; Trepadeira volúvel",NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:52:27-03","UCS","HUCS","49784","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Schwirkowski, P.","2019","02","07","Schwirkowski, P.","3344","2019","02","07","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Linha férrea, próximo à Rua José Augustin.","-49.370278","-26.278611","-49.370278","-26.278611","900","900","FOM. Área antropizada. Cálice verde, corola esverdeada",NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","2382","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E.Fourn.) Bacig",NA,NA,NA,NA,"Figueiredo, C.F.","178","2010","10","27","Brasil","São Paulo","São Paulo","Reserva da Cidade Universidade Armando Sales de Oliveira (CUASO), Universidade de São Paulo","-46.725992","-23.566336","46°43'33,57 W","23°33'58,81'' S","749","749",NA,"BOTUW002382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","2384","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E.Fourn.) Bacig",NA,NA,NA,NA,"Figueiredo, C.F.","205","2011","02","07","Brasil","São Paulo","São Paulo","Reserva da Cidade Universidade Armando Sales de Oliveira (CUASO), Universidade de São Paulo","-46.728019","-23.566389","46°43'40,87 W","23°33'59,00 S","743","743",NA,"BOTUW002384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","2377","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E.Fourn) Bacig",NA,NA,NA,NA,"Figueiredo, C.F.","149","2010","10","18","Brasil","São Paulo","São Paulo","Reserva da Cidade Universidade Armando Sales de Oliveira (CUASO), Universidade de São Paulo","-46.73","-23.566306","46º 43' 48,00 W","23º 33'58,70 S","781","781",NA,"BOTUW002377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","2378","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E.Fourn) Bacig",NA,NA,NA,NA,"Figueiredo, C.F.","150","2010","10","18","Brasil","São Paulo","São Paulo","Reserva da Cidade Universidade Armando Sales de Oliveira (CUASO), Universidade de São Paulo","-46.729669","-23.566667","46º 43' 46,81 W","23º 33'60 S","780","780",NA,"BOTUW002378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-16 08:38:18-03","UTFPR","HCF","9800","S","Plantae","Apocynaceae","Gonolobus","cf. parviflorus","Gonolobus cf. parviflorus","Decne","G.A. Dettke","2014","09","23","E.L. Siqueira","471","2011","10","05","Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.436028","-24.532444","52°26'09,7 W","24°31'56,8 S","618","618","trepadeira volúvel, semi-ciófila, com látex alvo. Frutos lenhosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-16 08:38:18-03","UTFPR","HCF","7611","S","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne","G.A. Dettke","2014",NA,NA,"M.G. Caxambu","2500","2009","02","16","Brasil","PR","Campo Mourão","Campus da UTFPR","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"trepadeira volúvel, heliófita, com látex alvo. Flores com cálice verde e corola verde-amarelada.",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:12:32-03","MBM","MBM","300955","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontanella, J.","2004","02","09","Keller, H.A.; Robledo, F.; Robledo, F.","1648","2002","02","14","Argentina","Misiones","Guaraní","Predio Guaraní, Camino a arroyo Soberbio","-54.205","-26.916389","-54.205","-26.916389",NA,NA,"Voluble de odor desagradable, flores verde-amarillentas.; Borde de selva.","MBM300955",NA,NA,"Southern America",NA,NA,"MBM300955",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:12:32-03","MBM","MBM","427302","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Schwirkowski, P.","2019","02","07","Schwirkowski, P.","3344","2019","02","07","Brazil","Santa Catarina","São Bento do Sul","Serra Alta, Linha férrea, próximo à Rua José Augustin","-49.370278","-26.278611","-49.370278","-26.278611","900","900","Liana, cálice verde, corola esverdeada; Floresta Ombrófila Mista. Borda da mata. Área antropizada.","MBM427302",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:12:32-03","MBM","MBM","19284","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Fontella, J.",NA,NA,NA,"Hatschbach, G.","26481","1972","02","23","Brazil","Paraná","Medianeira","Flor da Serra","-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,NA,"MBM019284",NA,NA,"Southern America",NA,NA,NA,"17581","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:12:32-03","MBM","MBM","261937","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Cáceres, S.",NA,NA,NA,"Arbo, M.M.; et al.; et al.","7058","1996","12","04","Argentina",NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,"MBM261937",NA,NA,"Southern America",NA,NA,"MBM261937",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:12:32-03","MBM","MBM","14218","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.","9621","1970","01","23","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM014218",NA,NA,"Southern America",NA,NA,"MBM014218",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:12:32-03","MBM","MBM","148759","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Caceres, S.",NA,NA,NA,"Tressens, S.G.; et al.; et al.","3923","1991","02","16","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM148759",NA,NA,"Southern America",NA,NA,"MBM148759",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:12:32-03","MBM","MBM","154094","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Caceres, S.",NA,NA,NA,"Tressens, S.G.; et al.; et al.","4971","1992","04","10","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM154094",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:12:32-03","MBM","MBM","242804","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Schinini, A.",NA,NA,NA,"Maruñak, V.; et al.; et al.","993","1999","06","22","Argentina",NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,"MBM242804",NA,NA,"Southern America",NA,NA,"MBM242804",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:12:32-03","MBM","MBM","262729","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Farinaccio, M.A.",NA,NA,NA,"Farinaccio, M.A.","442","2001","01",NA,"Brazil","São Paulo",NA,"Cidade Universitária Armando Sales de Oliveira",NA,NA,NA,NA,NA,NA,NA,"MBM262729",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:12:32-03","MBM","MBM","279924","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Rapini, A.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74450","2003","03","20","Brazil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Índios, próximo a Três Morros","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,"MBM279924",NA,NA,"Southern America",NA,NA,"MBM279924","71352","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:12:32-03","MBM","MBM","243700","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Rapini, A.",NA,NA,NA,"Rapini, A.; et al.; et al.","609","1987","02","20","Brazil","Minas Gerais","Ouro Preto","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"MBM243700",NA,NA,"Southern America",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:12:32-03","MBM","MBM","257212","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Rapini, A.",NA,NA,NA,"Ribas, O.S.; Silva, J.M.; Silva, J.M.","3200","2001","02","09","Brazil","Paraná","Doutor Ulysses","Cabeceiras do Ribeirão do Tigre","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"MBM257212",NA,NA,"Southern America",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:12:32-03","MBM","MBM","258591","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(Fourn. Bacig.)","Konno, T.",NA,NA,NA,"Motta, J.T.; et al.; et al.","978","1987","06","08","Brazil","Paraná","Palmas","Solais","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,"MBM258591",NA,NA,"Southern America",NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA
"88","2015-09-04 12:32:24-03","MNHN","RECOLNAT_MNHN_P","P03523051","PreservedSpecimen",NA,"Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus","(E.Fourn.) Bacigalupo",NA,NA,NA,NA,NA,NA,"1874","1","1","Paraguay","Asunción - Distrito Capital",NA,"L'Assomption, dans les haies.","-57.6351","-25.2822",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03523051' target='other'> <mi>dwc_moreinfo</mi></a>","P03523051",NA,NA,NA,"hb",NA,"P03523051_01",NA,NA,NA,NA,NA,NA,NA
"89","2020-10-01 14:20:48-03","JBB","HEPH","17398","S","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.","Fontella, J",NA,NA,NA,"Ribas, OS","3200","2001","02","09","Brasil","Paraná ","Doutor Ulysses","Cabeceiras do Ribeirão do Tigre","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,NA,"Dicotyledon","Gentianales","Southern America",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"90","2020-12-11 11:31:47-03","UFMG","BHCB","70788","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus",NA,NA,NA,NA,NA,"Ribas, OS; Silva, JM","3200","2001","02","09","Brasil","Paraná","Doutor Ulysses","Cabeceiras do Ribeirão do Tigre.","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"Volúvel, pétalas verde-escuras, ginostêmio creme.; Orla da floresta ombrófila densa.",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"91","2020-12-11 11:31:47-03","UFMG","BHCB","52294","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","selloanus","Gonolobus selloanus",NA,NA,NA,NA,NA,"Rapini, A; Kawasaki, ML; Silva, JL","609","1998","03","20","Brasil","Minas Gerais","Ouro Preto","Centro de Ouro Preto.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Trepadeira. Corola verde, corona, anteras e ginostégio creme. Frutos verdes.; Terreno baldio.",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"92","2021-02-11 17:17:57-03","UFPR","UPCB","40212","PreservedSpecimen","Plantae","Asclepiadaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne","Santos, R.G.P.","2017","10","06","Goldenberg, R.","474","1998","02","13","Brasil","Minas Gerais","Pimenta","Estrada Pimenta-Santo Hilário","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,"Liana, látex branco, flores verdes com corola creme. Floresta perturbada..","UPCB0036137",NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA
"93","2011-02-25 13:46:00-03","MO","MOBOT","100351500","PreservedSpecimen","Plantae","Apocynaceae","Exolobus","selloanus","Exolobus selloanus","E. Fourn.","Foster Catalogue Note File",NA,NA,NA,"Otto Buchtien","Buchtien 4373","1917","3",NA,"Bolivia","La Paz","Nor Yungas","Milluguaya","-67.6077778","-16.3380555",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2011-02-25 13:50:00-03","MO","MOBOT","100351506","PreservedSpecimen","Plantae","Apocynaceae","Exolobus","selloanus","Exolobus selloanus","E. Fourn.","Foster Catalogue Note File",NA,NA,NA,"Otto Buchtien","Buchtien 5095","1920","3",NA,"Bolivia","La Paz",NA,"Hda. Simaco",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2011-02-25 14:24:00-03","MO","MOBOT","100351524","PreservedSpecimen","Plantae","Apocynaceae","Exolobus","selloanus","Exolobus selloanus","E. Fourn.","Foster Catalogue Note File",NA,NA,NA,"Otto Buchtien","Buchtien 5098","1920","2",NA,"Bolivia","La Paz",NA,"Hacienda Simaco",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2013-07-12 15:05:00-03","MO","MOBOT","100610925","PreservedSpecimen","Plantae","Apocynaceae","Gonolobus","parviflorus","Gonolobus parviflorus","Decne.",NA,NA,NA,NA,"J.R.I. Wood|D.J. Goyder","Wood 15413",NA,NA,NA,"Bolivia","La Paz","Franz Tamayo","On ascent N of Río Yuyo on road from Charazani to Apolo.","-68.3333333","-14.9166667",NA,NA,"1150.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
