"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"11","2020-11-24 17:10:33-03","UTFPR","DVPR","5591","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","Rocha Filho, JA","Rocha Filho, JA; Piva, J; Machado, C","552","2018","01","22",NA,"Brasil","Paraná","Estrada interligando o Córrego Aparacida e o Córrego Tigrinho.","-53.3706","-25.2821",NA,"Árvore 12 m. Ramos pubescentes. Folhas discolores, cartáceas, pubérolas em ambasa as faces do limbo. Flores com cálice verde, pubescentes e corola alaranjada. Ponto 479.; Árvore remanescente em área com cobertura vegetal de atividades","DVPR005591",NA,"Capitão Leonidas Marques","310","310",NA,NA,"2018","01","22","-53.3706","-25.2821",NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:10:33-03","UTFPR","DVPR","644","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","Ferreira, T","Chielle, J; Ferreira, T; Campos, T","s.n.","2013","03","20",NA,"Brasil","Paraná","UTFPR","-53.057201385498","-25.7336006164551",NA,"Árvore de 15 m. de altura, flores alaranjadas.","DVPR000644","DVPR000644","Dois Vizinhos",NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-15 11:14:33-03","FUNED","FUNED-POL","816","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,NA,NA,NA,"1993","02","11",NA,"Brasil","MG","Asilo São Luiz/Funed",NA,NA,NA,NA,"POL000816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-15 11:14:32-03","FUNED","FUNED-POL","815","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,NA,NA,NA,"1993","02","11",NA,"Brasil","MG","Asilo São Luiz/Funed",NA,NA,NA,NA,"POL000815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-15 11:14:33-03","FUNED","FUNED-POL","3641","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,NA,"LAOC",NA,NA,NA,NA,NA,"Brasil","MG","UFV-API",NA,NA,NA,NA,"POL003641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 15:43:31-03","UNEB","HUNEB","12582","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,NA,NA,"1","2009","10","14",NA,"Brasil","Bahia","Av. Juracy Magalhães, S/N","-38.4192008972168","-12.1356000900269",NA,NA,"HUNEB0012582",NA,"Alagoinhas",NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"17","2021-03-30 12:35:39-03","EAO","IAN","35939","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","Handro, O","Beltrame, F","6324","1941","07","12","Southern America","Brasil","São Paulo","Escola Agrícola de Piracicaba.",NA,NA,NA,"Árvore.","IAN035939","IAN035939 IAN035939_e",NA,NA,NA,NA,NA,"1944","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:35:39-03","EAO","IAN","35939","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","Handro, O","Beltrame, F","6324","1941","07","12","Southern America","Brasil","São Paulo","Escola Agrícola de Piracicaba.",NA,NA,NA,"Árvore.","IAN035939","IAN035939 IAN035939_e",NA,NA,NA,NA,NA,"1944","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2013-07-03 10:35:04-03","EBDA","BAH","270","S","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","F.S. Espírito Santo","Eurico Matta",NA,"1951","10",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore.IMPORT. PLANTA: Árvore ornamental.",NA,NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2013-07-03 10:35:04-03","EBDA","BAH","2873","S","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Go. Pedra do Cavalo","646","1980","08",NA,NA,"Brasil","Bahia","Estação Pedra do Cavalo.","-38.9558","-12.6183",NA,"Árvore com cerca de 8 m de altura; flôres grandes, amarelo-avermelhado, em vistosas inflorescências terminais.",NA,NA,"Cachoeira",NA,NA,"26884","auto","1980","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-01-20 14:40:22-03","UPM","MACK","3071","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Seem.","F. A. Medeiros","F. A. Medeiros","7","2018","04","08",NA,"Brasil","SP","Thermas Water Park","-47.9099998474121","-22.5400009155273",NA,NA,NA,NA,"São Pedro","517","517","19379","auto","2018","04","16","S","W",NA,NA,NA,NA,NA,NA
"22","2020-01-20 14:40:22-03","UPM","MACK","2228","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauv.","F. A. R. Motta","F. A. R. Motta","1","2005","07","20",NA,"Brasil","SP","Parque das Hortências","-46.7529983520508","-23.6019992828369",NA,NA,NA,NA,"Taboão da Serra",NA,NA,"7812","auto","2005","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-12 15:31:38-03","UFABC","HUFABC","000020","PreservedSpecimen","Plantae","Angiospermas",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.","Vitorino, DA","Vitorino, D A","4","2011","01","13",NA,"Brasil","São Paulo","Parque Regional da Criança, á esquerda do bebedouro da região do playground.","-46.5299987792969","-23.6599998474121",NA,"Árvore entre 8 e 10 metros de altura. Tronco com lenho marrom avermelhado, folhas opostas verde escuras. Flores gamopétalas laranjas com interior amarelo. Fruto verde.","HUFABC000020","HUFABC000020","Santo André",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:24:58-03","PUCPR","HUCP","6757","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Jaszczerski, JC","Fischer, ML","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Beira de estrada","-49.7580986022949","-23.1942005157471",NA,NA,"HUCP00008943","HUCP00008943","Ribeirão Claro",NA,NA,"28076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:24:58-03","PUCPR","HUCP","11839","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Jaszczerski, JC","Fialho, T","002","1998","04","24",NA,"Brasil","Paraná",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"HUCP00008887","HUCP00008887","Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:24:58-03","PUCPR","HUCP","7771","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Jaszczerski, JC","Wabesky, JJ","004","1995","04","16",NA,"Brasil","Santa Catarina",NA,"-49.0661010742188","-26.9193992614746",NA,NA,"HUCP00008976","HUCP00008976","Blumenau",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:24:58-03","PUCPR","HUCP","4437","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Jaszczerski, JC","Vieira, ED","006",NA,NA,NA,NA,"Brasil","Santa Catarina",NA,"-48.6716995239258","-26.7639007568359",NA,NA,NA,NA,"Piçarras",NA,NA,"13557","auto","1992","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:24:58-03","PUCPR","HUCP","12544","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.",NA,"Jaszczerski, JC;","s.n.","2000","06","16",NA,"Brasil","Paraná","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00008949","HUCP00008949","Curitiba",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:24:58-03","PUCPR","HUCP","5294","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Acra, LA","Jaszczerski, JC","089","1986","07","12",NA,"Brasil","Paraná","Sítio Guarani","-53.613899230957","-23.3955993652344",NA,NA,"HUCP00008939","HUCP00008939","Icaraíma",NA,NA,"21289","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:24:58-03","PUCPR","HUCP","9537","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Jaszczerski, JC","Silva, C","082","1995","04","22",NA,"Brasil","Paraná","Rodovia Est. Velha","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00008854","HUCP00008854_1 HUCP00008854_2 HUCP00008854_3","Paranaguá",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:24:58-03","PUCPR","HUCP","394","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Dutka, J","Dutka, J","005",NA,NA,NA,NA,"Brasil","Paraná",NA,"-51.4608001708984","-23.5508003234863",NA,NA,"HUCP00009016","HUCP00009016","Apucarana",NA,NA,"23979","auto","1986","09","01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:24:58-03","PUCPR","HUCP","13160","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.",NA,"Bruning, M","007","2001","06","15",NA,"Brasil","Paraná",NA,"-54.5881004333496","-25.5478000640869",NA,NA,"HUCP00008270","HUCP00008270","Foz do Iguaçu",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:24:58-03","PUCPR","HUCP","5293","S","Plantae","Eudicotiledonea",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauo.","Acra, LA","Tassi, VMM","088","1984","09","15",NA,"Brasil","Paraná","Fazenda Santa Rosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Morretes",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:11:55-03","UFBA","ALCB","028861","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.",NA,"Mattos Silva, LA; Florêncio, CS; Assis, RG","3171","1995","08","02","Southern America","Brasil","Bahia","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR 415). Bordadura da cerca, parte externa do Campus, lado direito da entrada.","-39.166667","-14.8",NA,"8 m x 35 cm. Flores com cálices verdes a amarronzados e pilosos, corolas vermelhas. Flores em botões com bastante reserva de líquido. Exótica. Cultivada como ornamental. Há referências do néctar causar sérios prejuízos aos beija-flores.; Solo argilos",NA,NA,"Ilhéus","40","40",NA,NA,NA,NA,NA,"-39.166667","-14.8",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:11:55-03","UFBA","ALCB","08111","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.",NA,"Grupo Pedra do Cavalo","646","1980","08",NA,"Southern America","Brasil","Bahia","Vale dos Rios Paraguaçu e Jacuípe. Est. Pedra do Cavalo.","-39.083333","-12.533333",NA,"com cerca de 8m de altura; flores grandes, amarelo-avermelhado, em vistosas inflorescências terminais.",NA,NA,"Cachoeira","120","120",NA,NA,"1980","09",NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA,NA
"36","2021-02-08 21:31:51-03","UFBA","ALCB","03873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.",NA,"Costa, RD da","s/n","1961","11","21","Southern America","Brasil","Bahia","Campo Antonio Muniz. Ondina.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Salvador",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:30:52-03","NBC","NL-BOTANY","U 0260818","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.",NA,"Lescure J-P; Welle BJH ter",NA,NA,NA,NA,"Southern America","French Guiana",NA,"in front of ORSTOM building",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0260818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw23629",NA,NA,NA
"38","2020-02-08 09:30:52-03","NBC","NL-BOTANY","U.1151600","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P.Beauv.",NA,"Vera B; Ruiz T",NA,"1979","02","23","Southern America","Venezuela",NA,"Estado Falcon. Al SE de Coro, en la población de Píritu. En el solar de una casa.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1151600","NL-U1151600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-11-04 11:03:28-03","ESALQ","ESA","35778","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,"Ivanauskas, N.M.","Ivanauskas, N.M.","64.0","1991","03","21",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA035778","ESA035778_1 ESA035778_2","Piracicaba",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:03:28-03","ESALQ","ESA","126","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,"Capellari Jr., L.","Santi, M.A.",NA,"1976","06","23",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA000126","ESA000126","Piracicaba",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:28-03","ESALQ","ESA","51215","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,"Malkomes, P.G.","Malkomes, P.G.",NA,"2004","12","27",NA,"Brasil","São Paulo",NA,"-47.2900009155273","-23.2600002288818",NA,NA,"ESA051215","ESA051215","Itu",NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:03:28-03","ESALQ","ESA","6578","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauv.",NA,"Ivanauskas, N.M.",NA,"1991","03","21",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA006578",NA,"Piracicaba",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-12 12:03:16-03","UFPI","TEPB","8480","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata",NA,NA,"J.O .S.Oliveira",NA,"1995","06","07",NA,"Brasil","Piauí","Paque Zoobotânico","-42.8018989562988","-5.08916997909546",NA,"Árvore, flore vermelho alaranjado Ambiente: Mata secundária <ll>dwc_commonname:</ll> Espatódio",NA,NA,"Teresina",NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-07-02 14:01:12-03","JBP","HPL","1825","S","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Beauv","LG Lohmann","E.R. Salviani & H. Lorenzi","1560","2000","08","16",NA,"Brasil","RJ","Coletada no Sítio R. Burle Marx. - Paisagismo.","-43.2075","-22.9028",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"57442","auto","2001","08","01",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-15 11:35:06-02","IPA","IPA","14017","S","Plantae","Plantae",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.","Andrade-Lima","Ferreira, P.","66","1966","10","18","Southern America","Brasil","Pernambuco","Av. Gal. San Martin","-34.8810997009277","-8.05389022827148",NA,"Cultivado. Flores vermelhas-alaranjadas.","IPA0014017",NA,"Recife",NA,NA,"18865","auto","1966","12","03",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:35:06-02","IPA","IPA","68697","S","Plantae","Plantae",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.","Maciel, J.R.; Costa; Silva, M.B.","Oliveira, J.O.S.","3","2003","09","05","Southern America","Brasil","Bahia","Fazenda Santa Maria do Jenipapo",NA,NA,NA,"Árvore ca. 6m, independente; flor vermelha. Frequência pouca.; Solo argiloso.","IPA0068697",NA,NA,NA,NA,NA,NA,"2004","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-07-26 11:39:33-03","IPA","IPA","55203","S","Plantae","Plantae",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.","Gallindo, F.","Silva, R.S. da","55203","1991","09","12","Southern America","Brasil","Pernambuco","Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Árvore 8m; flores vermelhas; frutos verdes.","IPA0055203",NA,"Recife",NA,NA,"18865","auto","2000","01","27",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-15 11:35:06-02","IPA","IPA","60251","S","Plantae","Plantae",NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.","Rita Pereira","Cruz, G.S.t.ª.","37","2002","02","06","Southern America","Brasil","Pernambuco","Parque 13 de Maio, Santo Amaro.","-34.8810997009277","-8.05389022827148",NA,"Árvore ca. 12m de altura. Flores vermelhas.","IPA0060251",NA,"Recife",NA,NA,"18865","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:33:04-03","IAP","PACA-AGP","3216","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.","Emrich-Rambo","Sehnem, A.",NA,"1940",NA,NA,NA,"Brasil","SC",NA,"-48.5491981506348","-27.596700668335",NA,"Habitat: culta Fenofase: flor","PACA003216",NA,"Florianópolis",NA,NA,"27000","auto","1954","05","15",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"50","2020-12-20 21:16:15-03","UFV","VIC","7760","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","P. Beauv.","Vieira, M.F.","Silveira, F.A. da; Almeida, M.G.","s.n.","1983","01","12",NA,"Brasil","Minas Gerais","Campus da UFV, Margem da represa, ao lado da Oficina de Criatividade.","-42.8819007873535","-20.7539005279541",NA,"Árvore com cerda de 10 metros de altura; flores vermelha-alaranjadas.","VIC007760","VIC007760","Viçosa",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
