"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","871832","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.",NA,"E. P. Heringer","4290","1980","04","10","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871832","NY00871832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","871830","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","H. E. Robinson","E. P. Heringer","4531","1980","04","28","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933076' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871830","NY00871830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:10:31-03","UTFPR","DVPR","3036","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Robinson","Cordeiro, J; Barboza, E","Caxambu, MG; et al.","3401","2011","03","25",NA,"Brasil","Paraná","Luiziana","Estação Ecológica Luiziana","-52.28303","-24.32089","593","593",NA,"Arvoreta ca. 5m, inflorescências laxas, heliófita.; Relevo: ondulado.","DVPR003036",NA,"2012","-52.28303","-24.32089",NA,NA,NA,NA,NA,NA,NA
"14","2020-10-27 11:21:59-03","PUCPR","HUCP","17987","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(Rob, B.L. Rob.) R.M. King, R.M King & Rob, H","Cordeiro, J","Selusniaki, M; Beltrami, L","1020","2006","05",NA,NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,"2007",NA,NA,"05","10","27346","auto",NA,NA,NA
"15","2020-10-27 11:21:59-03","PUCPR","HUCP","18239","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(Rob, B.L. Rob.) R.M. King, R.M King & Rob, H","Selusniaki, M","Selusniaki, M","1033","2006","06",NA,NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,"27346","auto",NA,NA,NA
"16","2020-10-27 11:21:59-03","PUCPR","HUCP","18026","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(Rob, B.L. Rob.) R.M. King, R.M King & Rob, H","Selusniaki, M","Selusniaki, M","1073","2006","05",NA,NA,"Brasil","Paraná","Curitiba","Bosque do Trabalhador","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"17","2020-10-27 11:21:59-03","PUCPR","HUCP","23104","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(Rob, B.L. Rob.) R.M. King, R.M King & Rob, H","Selusniaki, M","Dias, J; Ariati, V; Adenesky, E; Bonaldi, R","s.n.","2011","10","09",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"HUCP00007856","HUCP00007856",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA
"18","2020-02-08 08:51:13-03","NBC","NL-BOTANY","WAG.1877452","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.",NA,"Kummrow R; et al.",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio jangada (mun. Uniao da Victoria) Parana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1877452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1877452","NL-WAG1877452",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"19","2020-11-04 11:02:11-03","ESALQ","ESA","36720","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Robinson) R.M.King & H.Rob.","Hatschbach, G.","Maschio, W. Miguel, A.","15.0","1995","03","20",NA,"Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"ESA036720","ESA036720",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA
"20","2020-11-04 11:02:11-03","ESALQ","ESA","64076","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Robinson) R.M.King & H.Rob.","Hattori, E.K.O.","Paiva, M.R.C. et al.",NA,"1993","03","01",NA,"Brasil","Paraná","Teixeira Soares",NA,"-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"ESA064076","ESA064076",NA,NA,NA,NA,NA,"31767","auto",NA,NA,NA
"21","2020-11-04 11:02:11-03","ESALQ","ESA","36741","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Robinson) R.M.King & H.Rob.","Hattori, E.K.O.","Rotta, E. et al.","161.0","1980","03","11",NA,"Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"ESA036741","ESA036741",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA
"22","2020-11-04 11:02:11-03","ESALQ","ESA","19950","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Robinson) R.M.King & H.Rob.","Hattori, E.K.O.","Árbocz, G.F. et al.","32664.0","1995","02","08",NA,"Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"ESA019950","ESA019950",NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA
"23","2019-08-27 13:27:53-03","IAP","PACA-AGP","31360","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","E. K. D. Hattori","Rambo, B.",NA,"1946","02","25",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor","PACA031360",NA,"2010",NA,NA,"02",NA,"49662","auto","Magnoliatae",NA,NA
"24","2019-08-27 13:27:53-03","IAP","PACA-AGP","33301","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","E. K. D. Hattori","Emrich, K.",NA,"1946","02","26",NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor","PACA033301",NA,"2010",NA,NA,"02",NA,"16452","auto","Magnoliatae",NA,NA
"25","2019-08-27 13:27:53-03","IAP","PACA-AGP","59919","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","E.K.O. Hattori","Camargo, O. R.","1329","1957","04","16",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: in paludosis dumetosis Fenofase: flor","PACA059919",NA,"2013",NA,NA,"08",NA,"19545","auto","Magnoliatae",NA,NA
"26","2019-08-27 13:27:53-03","IAP","PACA-AGP","40286","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","E. K. D. Hattori","Rambo, B.",NA,"1949","01","28",NA,"Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor","PACA040286",NA,"2010",NA,NA,"01",NA,"19545","auto","Magnoliatae",NA,NA
"27","2019-11-21 14:32:10-03","UFJF","CESJ","39276","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) King & Robinson","G. Hatschbach","N. Imaguire","2962","1972","03","01","América do Sul","Brasil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore, 12m, capítulo creme; capão.","CESJ039276",NA,"2002",NA,NA,NA,NA,"12577","auto",NA,NA,NA
"28","2021-03-01 16:25:10-03","UNICAMP","UEC","73026","S","Plantae","Magnoliopsida",NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Esteves, RL","Árbocz, GF","32664","1995","02","08",NA,"Brazil","São Paulo","Barra do Turvo","Brasil, SP, Barra do Turvo, BR 116, estrada para Bairro dos Barreiros, posto Gigante.","-48.466944","-24.79375",NA,NA,NA,"Árvore 8 m, botões alvacentos, inflorescências terminais pendentes.; Beira de Barranco.","UEC162145","UEC162145","2002","-48.466944","-24.79375","05","10",NA,NA,NA,NA,NA
"29","2020-10-14 09:59:20-03","FURB","FURB","47861","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Selusniaki, M","Adenesky-Filho, E.",NA,"2012","05","13",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.7069444","-24.1005556","520","520",NA,"Resgate de flora da UHE Mauá","FURB47861","FURB47861",NA,"-50.7069444","-24.1005556",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-08 08:50:05-03","FURB","FURB","48657","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Oliveira, AA de","Oliveira, A.A. de","2676","2015","10","27",NA,"Brasil","Santa Catarina","Campo Alegre","Bateias de Baixo.","-49.2286111","-26.0988889","861","861",NA,NA,"FURB48657","FURB48657","2015","-49.2286111","-26.0988889","10","27",NA,NA,NA,NA,NA
"31","2020-10-14 09:59:20-03","FURB","FURB","61697","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Marinero, F.","Rigon, L.G.C.","1660","2016","03","23",NA,"Brasil","Paraná","Mangueirinha",NA,"-52.3575","-25.965",NA,NA,NA,"Árvore 9,2; flores em capítulos amarelos; exsudato de pouca resina, viscosa sem odor. Floresta Ombrófila Mista Montana.","FURB61697","FURB61697","2016","-52.3575000","-25.9650000","07","12",NA,NA,NA,NA,NA
"32","2020-10-14 09:59:20-03","FURB","FURB","65555","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Fonseca, M.L.","Fonseca,M.L.; Alvarenga, D.","4773","2003","05","21",NA,"Brasil","Distrito Federal","Brasília","Arie do Córrego do Cedro, Região administrativa do Núcleo Bandeirante, Lagoa do Córrego do Cedro, SMPW Q.16 conj.1 em frente ao lote 4. APA Gama e Cabeça de Veado","-47.9452777","-15.9008333","1025","1025",NA,"Folhas semi-crassas, discolores, capítulos brancos Habitat: Vereda alterada, solo hidromórfico, relevo plano Habito: Arbusto","FURB65555","FURB65555","2003","-47.9452777","-15.9008333","06",NA,NA,NA,NA,NA,NA
"33","2019-11-08 08:50:05-03","FURB","FURB","8396","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Sobral, M","Godoy, M.B.; Verdi, M. & Dreveck, S.","112","2008","01","13",NA,"Brasil","Santa Catarina","Campo Alegre","Bateias de Baixo.","-49.2286111","-26.0988889","861","861",NA,"IFFSC 1063/0/29 e 1063/O/37.","FURB18557","FURB18557","2008","-49.2286111","-26.0988889","07","14",NA,NA,NA,NA,NA
"34","2020-10-14 09:59:20-03","FURB","FURB","4736","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Rob.","Hattori, EKO","Ferreira, J.A.; et al.",NA,"1999","12","18",NA,"Brasil","Paraná","Reserva","Sítio do Vicente, estrada de terra 20km de Reserva.","-50.8506011962891","-24.6502990722656",NA,NA,NA,NA,"FURB00904","FURB00904","2012",NA,NA,"03","05","43627","auto",NA,NA,NA
"35","2021-03-16 17:51:03-03","UCS","HUCS","15806","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Robinson, H.","Kegler, A.","906","2000","03","20",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Em orla de capoeira",NA,NA,"2001",NA,NA,"08",NA,"49662","auto",NA,NA,NA
"36","2021-03-16 17:51:03-03","UCS","HUCS","05930","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Hatschbach, G.","Hatschbach, G.","52762","1989","04","25",NA,"Brasil","Paraná","Bocaiuva do Sul","Pederneiras","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Mata secundária - xiloteca",NA,NA,"1989",NA,NA,NA,NA,"61623","auto",NA,NA,NA
"37","2021-03-16 17:51:03-03","UCS","HUCS","15326","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Robinson, H.","Wasum, R.A.","560","2000","03","19",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Em beira da estrada",NA,NA,"2006",NA,NA,"08",NA,"76715","auto",NA,NA,NA
"38","2019-08-16 08:38:36-03","UTFPR","HCF","27240","S","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Robinson","M.G. Caxambu","M.G. Caxambu","8873","2019","02","01",NA,"Brasil","PR","Pitanga","Parque Natural Municipal Recanto das","-51.731472","-24.779722","889","889",NA,"árvore heliófita, ca. 8 m. Inflorescências imaturas verdes, laxas. Orla do fragmento.",NA,NA,"2019","51°43'53,3 W","24°46'47 S","02","14",NA,NA,NA,NA,NA
"39","2019-08-16 08:38:36-03","UTFPR","HCF","9384","S","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Robinson","E. Barboza & J. Cordeiro","M.G. Caxambu","3401","2011","03","25",NA,"Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.475083","-24.535806","593","593",NA,"arvoreta ca. 5 m, inflorescências laxas, heliófita.",NA,NA,"2012","52°28'30,3 W","24°32'08,9 S",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:38:36-03","UTFPR","HCF","19801","S","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Robinson","E. Barboza","A.C. Cervi","10007","2012","03","01",NA,"Brasil","PR","Lapa","Núcleo Leiteiro da Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,"arbusto, 2,50 m, capítulos creme. Floresta Ombrófila Mista.",NA,NA,"2012",NA,NA,"03",NA,"49965","auto",NA,NA,NA
"41","2020-03-01 12:47:40-03","UTFPR","HCF","30688","S","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L.Rob.) R.M.King & H.Robinson","M. Selusniaki","E. Adenesky-Filho",NA,NA,NA,NA,NA,"Brasil","PR","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA
"42","2020-12-21 16:17:05-03","MBM","MBM","406379","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Marinero, F.","Rigon, L.G.C.","1660","2016","03","23","Southern America","Brazil","Paraná","Chopinzinho","Conglomerado: 490-P13; subunidade: 1; subparcela: 4; indivíduo: 4","-52.3575","-25.965",NA,NA,NA,"Árvore 9,2 m; flores em capítulos amarelos;exsudato de pouca resina, viscosa sem odor.","MBM406379","MBM406379","2016","-52.3575","-25.965","07","12",NA,NA,NA,NA,NA
"43","2020-12-21 16:17:05-03","MBM","MBM","385543","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Selusniaki, M.","Adenesky-Filho, E.","s.n.","2011","10","09",NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","520","750",NA,"Resgate de flora da UHE Mauá","MBM385543","MBM385543","2011","-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:17:05-03","MBM","MBM","385565","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Selusniaki, M.","Adenesky-Filho, E.","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","520","750",NA,"Resgate de flora da UHE Mauá","MBM385565","MBM385565",NA,"-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:17:05-03","MBM","MBM","406454","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Ferreira, P.C.","Marinero, F.; Ferreira, P.C.; Ariati, V.; Ferreira, P.C.; Ariati, V.","471","2016","01","25","Southern America","Brazil","Paraná","Campo Magro","Conceição dos Correia, Beira da estrada para Morro da Palha","-49.472222","-25.286667","780","780",NA,"Árvore 5 m; inflorescência pendente com flores alvas.; Floresta Ombrófila Mista Montana","MBM406454",NA,"2016","-49.472222","-25.286667","02","01",NA,NA,NA,NA,NA
"46","2020-12-21 16:17:05-03","MBM","MBM","408786","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Brotto, M.L.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9231","2016","02","14","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","980","980",NA,"Árvore com 5 m de altura; capítulos bege.; Banhado.","MBM408786","MBM408786","2017","-50.12","-24.737222","03","31",NA,NA,NA,NA,NA
"47","2020-12-21 16:17:05-03","MBM","MBM","190813","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Raulinoreitzia","leptophlebia","Raulinoreitzia leptophlebia","(B.L. Rob.) R.M. King & H. Rob.","Barroso, G.M.","Moreira, H.","205","1960","02","23","Southern America","Brazil","Paraná","Campo Largo","São Luís do Purunã, rodovia para Ponta Grossa","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"MBM190813","MBM190813",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA
