"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"115","2021-03-01 16:31:55-03","UNICAMP","UEC","196428","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Siqueira, LC; Fernandes, JM; Marotta, CPB","L421","2006","10","29",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da Serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,"Face abaxial da folha ferrugínea, botões cor de ferrugem.; Floresta Estacional Semidecidual.","UEC160698","UEC160698","Siqueira, LC",NA,NA,NA,NA,"16385","auto","2007","05","18",NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:31:55-03","UNICAMP","UEC","193953","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Siqueira, LC; Fernandes, JM; Marotta, CPB","L572","2007","01","29",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da Serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,"Face abaxial da folha ferrugínea, botões cor de ferrugem.; Floresta Estacional Semidecidual.","UEC160699","UEC160699","Siqueira, LC",NA,NA,NA,NA,"16385","auto","2007","05","18",NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:31:55-03","UNICAMP","UEC","196429","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Siqueira, LC; Fernandes, JM; Marotta, CPB","L526","2006","12","17",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da Serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,"Apróx. 4,5m de altura, na entrada do fragmento, face abaixal da folha de cor ferrugem, flores brancas.; Floresta Estacional Semidecidual.","UEC160696","UEC160696","Siqueira, LC",NA,NA,NA,NA,"16385","auto","2007","05","18",NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:31:55-03","UNICAMP","UEC","206274","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Luz, AA","198","2004","06","07",NA,"Brazil","Minas Gerais","Barão de Cocais","Barão de Cocais-Minas Gerais-Brasil.Estrada Mina Gongo soco à Caeté.","-43.4872016906738","-19.94580078125",NA,"Porte:Arbóreo&nf;Forma de Vida:Terrestre&nf;Cor Fruto Maduro:Amarelado&nf;Cor Fruto Imaturo:Verde&nf;Cor Exsudação:Incolor&nf;Descamação:Ausente&nf;Forma Fuste:Cilíndrico&nf;Superfície Casca:Áspera&nf;Altura Total (m):6&nf;Altura Fuste (m):2&nf;Cap Fust","UEC173430","UEC173430","Shimizu, GH; Martins, MV",NA,NA,NA,NA,"21378","auto","2020","01",NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:31:51-03","UNICAMP","UEC","123196","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Assis, LCS","17","2001","02","27",NA,"Brazil","Minas Gerais","Barroso","Mata do Baú.","-43.9757995605469","-21.1868991851807",NA,"Fanerófita com 4m, encontrada na borda da mata. Seus frutos são marrons claros. Tronco amarronzado, apresentando fortes sulcos. DAP 15cm. Frequente no local.","UEC146976","UEC146976","Bittrich, V",NA,NA,NA,NA,"7934","auto","2002","01",NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:15:56-03","UNICAMP","UEC","124093","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Assis, LCS; Ladeira, MK","384","2001","11","25",NA,"Brazil","Minas Gerais","Barroso","Mata do Baú.","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. de 6m, borda da mata, folhas discolores, tronco cinza com ritidomas, flores alvas amareladas. CAP 64 cm. Freqüente.","UEC146982","UEC146982","Bittrich, V",NA,NA,NA,NA,"7934","auto","2002","04",NA,NA,NA,NA,NA,NA,NA
"121","2019-08-20 10:15:56-03","UNICAMP","UEC","123197","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Assis, LCS; Ladeira, MK","82","2001","04","13",NA,"Brazil","Minas Gerais","Barroso","Mata do Baú.","-43.9757995605469","-21.1868991851807",NA,"Frutos, Árvore com 8m apresentando o tronco marrom sucado DAP 20cm. Frutos verdes. Espécie comum na área em questão.","UEC146979","UEC146979","Bittrich, V",NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:15:56-03","UNICAMP","UEC","124092","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Assis, LCS","371","2001","11","10",NA,"Brazil","Minas Gerais","Barroso","Mata do Baú., Árvore ca. 8 m, borda da mata, folhas discolores, tronco pardacento, botões beges. Freqüente. DAP maior do que 5 cm.","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. 8 m, borda da mata, folhas discolores, tronco pardacento, botões beges. Freqüente. DAP maior do que 5 cm.","UEC146980","UEC146980","Bittrich, V",NA,NA,NA,NA,"7934","auto","2002","04",NA,NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:15:56-03","UNICAMP","UEC","34348","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Leitão Filho, HF; Semir, J; Tozzi, AMGA","15386","1983","12","09",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça e Serra de Carranca","-44.6425018310547","-21.4874992370605",NA,"flor, Arvorera até 4m, botões ferruginosos, em mata.","UEC127433","UEC127433","Martins, MV",NA,NA,NA,NA,"21143","auto","2016","09",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:31:55-03","UNICAMP","UEC","189498","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Souza, VC","ESA138214","2016","01","29",NA,"Brazil","Minas Gerais","Heliodora","Rodovia Renato Nascimento MG-456, a cerca de 25 km de Lambari em direçã à Rod. Fernão Dias.","-45.5421981811523","-22.0671997070312",NA,"Árvore, ca. 6 m alt.;. frutos imaturos verdes.; Pedreira para remoção de arenito com resquícios de Floresta Estacional Semidecidual.","UEC126600","UEC126600","Souza, VC",NA,NA,NA,NA,"10684","auto","2016","01","30",NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:31:55-03","UNICAMP","UEC","5547","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Tozzi, AMGA; Yamamoto, K; Stubblebine, MT; Stubblebine, WH","8709","1978","11","12",NA,"Brazil","Minas Gerais","Jacuí",NA,"-46.7411003112793","-21.0167007446289",NA,"Árvore c. 5 m. de alt.; folhas com glandulas; flores castanhas; pétalas brancas pilosas; cálice com manchas em linhas; ovário fecundado avermelhado.","UEC039751","UEC039751",NA,NA,NA,NA,NA,"16705","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:31:51-03","UNICAMP","UEC","130808","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Pirani, JR; Coffani-Nunes, JV; Campos, VA; R","12903","1992","03","07",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 125 da Rodovia Belo Horizonte - Conceição do Mato dentro. Córrego Palácio.","-43.7144012451172","-19.1688995361328",NA,"Arvoreta 6m alt, ramos, pecíolos e inflorescências ferrugíneos, cálice verde-claro, corola alva com pontos pretos. Fruto imaturo verde com pintas pretas. Espécie frequente na orla da mata clicar.; Mata ciliar","UEC026493","UEC026493","Pirani, JR",NA,NA,NA,NA,"26557","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:15:56-03","UNICAMP","UEC","123522","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Krieger, L","s.n.","1979","10","19",NA,"Brazil","Minas Gerais","Santos Dumont","Serra da Mantiqueira","-43.5525016784668","-21.4566993713379",NA,"flor, Árvore pequena no meio do pasto. Flores esverdeadas.","UEC146977","UEC146977","Bittrich, V",NA,NA,NA,NA,"25699","auto","2002","01",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:31:55-03","UNICAMP","UEC","184225","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Jung-Mendaçolli, SL; Mendaçolli, EE","536","1982","12","27",NA,"Brazil","São Paulo","Campo Limpo Paulista","Estância Figueira Branca, rua da Palmeiras.","-46.7799987792969","-23.2000007629395",NA,"Mata primária disturbada.","UEC106256","UEC106256","Jung-Mendaçolli, SL",NA,NA,NA,NA,"9356","auto","1982","12","27",NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:31:55-03","UNICAMP","UEC","75339","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Gandolfi, S; Bezerra, CLF; Leitão Filho, HF","12113","1984",NA,NA,NA,"Brazil","São Paulo","Guarulhos","Mata de Cumbica, Aeroporto Internacional.","-46.5299987792969","-23.4599990844727",NA,"S11.","UEC032149","UEC032149","Gandolfi, S",NA,NA,NA,NA,"26398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:15:56-03","UNICAMP","UEC","49915","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Bernacci, LC; Torres, RB; Camargo, O; Maglio, CAFP","12","1994","04","12",NA,"Brazil","São Paulo","Jundiaí","Mata secundária.","-46.8800010681152","-23.1800003051758",NA,"Frutos, Em bom estado estado de conservação, coletas principalmente na borda, mamíferos comuns (saguis, bugios, jaguatiricas). Arvoreta, 6m alt., frutos verdes, borda.","UEC082720","UEC082720","Bittrich, V",NA,NA,NA,NA,"17840","auto","1997","05",NA,NA,NA,NA,NA,NA,NA
"131","2019-08-20 10:15:56-03","UNICAMP","UEC","81252","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Bernacci, LC; Torres, RB; Camargo, O; Maglio, CAFP","12","1994","04","12",NA,"Brazil","São Paulo","Jundiaí","Mata secundária.","-46.8800010681152","-23.1800003051758",NA,"Frutos, Em bom estado estado de conservação, coletas principalmente na borda, mamíferos comuns (saguis, bugios, jaguatiricas). Arvoreta, 6m alt., frutos verdes, borda.","UEC146984","UEC146984","Bittrich, V",NA,NA,NA,NA,"17840","auto","1997","05",NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:15:56-03","UNICAMP","UEC","138811","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Arzolla, FARDP; Imamoto, M; Martins, RA","771","2005","04","08",NA,"Brazil","São Paulo","Mairiporã","Condomínio Recanto das Hortênsias, Floresta Ombrófila Densa Montana.","-46.5800018310547","-23.3099994659424",NA,"Árvore, 8 m de altura, com frutos imaturos.","UEC127430","UEC127430","Martins, MV",NA,NA,NA,NA,"15840","auto","2016","09",NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:15:56-03","UNICAMP","UEC","184228","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Kuhlmann, M","3133-A","1946","05","28",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botâncio, na picada Porsch","-46.6300010681152","-23.5400009155273",NA,NA,"UEC106254","UEC106254","Kuhlmann, M",NA,NA,NA,NA,"53584","auto","1947","10","29",NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:15:56-03","UNICAMP","UEC","184230","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Kuhlmann, M","3133","1945","12","26",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico, na picada J. Lindley.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC106253","UEC106253","Kuhlmann, M",NA,NA,NA,NA,"53584","auto","1947","10","29",NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:31:55-03","UNICAMP","UEC","184229","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Hoehne, FC","s.n.","1931","12","23",NA,"Brazil","São Paulo","São Paulo","Nativa no Parque do estado e Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,"Planta viva nº 184. Árvore da mata, nome vulgar: pão de lacre.","UEC106252","UEC106252","Hoehne, FC",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:31:51-03","UNICAMP","UEC","157128","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Hoehne, W","s.n.","1942","01","14",NA,"Brazil","São Paulo","São Paulo","Próximo à Penha.","-46.6300010681152","-23.5400009155273",NA,"Árvore do cerrado.","UEC008487","UEC008487","Bittrich, V",NA,NA,NA,NA,"53584","auto","2009","10",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-06 09:55:50-03","UFOP","OUPR","16441","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1970","12","21",NA,"Brasil","Minas Gerais",NA,"Entre Catas Altas e Santa Bárbara",NA,NA,NA,"Arbusto, flores pálidas. Beira de estrada",NA,NA,"Badini, J.",NA,NA,NA,NA,NA,NA,"1970","12","21",NA,NA,NA,NA,NA,NA
"138","2019-11-06 09:55:50-03","UFOP","OUPR","16447","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1971","12","04",NA,"Brasil","Minas Gerais",NA,"Base da Serra do Itacolomi",NA,NA,NA,"Arbusto, flores branco-amareladas. Campo",NA,NA,"Badini, J.",NA,NA,NA,NA,NA,NA,"1971","12","04",NA,NA,NA,NA,NA,NA
"139","2019-11-06 09:55:50-03","UFOP","OUPR","28833","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Dairel, M.C.; Messias, M.C.T.B.","38","2014","09","05",NA,"Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas, Serra da Brígida.","-43.5","-20.35",NA,"Árvore com 4m de altura. Remanescente florestal sobre bauxita.",NA,NA,"Messias, M.C.T.B.","1500","1500","-43.5","-20.35",NA,NA,"2014","09","15",NA,NA,NA,NA,NA,NA
"140","2020-03-12 10:29:13-03","UFOP","OUPR","34048","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Pedrosa, L.G.","1524","2019","04","05",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Arvoreta, 3m. Flores esverdeadas. Borda de mata.",NA,NA,"Pedrosa, L.G.",NA,NA,NA,NA,NA,NA,"2019","04","05",NA,NA,NA,NA,NA,NA
"141","2019-11-06 09:55:50-03","UFOP","OUPR","16446","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabira do Campo","-43.801399230957","-20.2532997131348",NA,"Ex Herb. Escola de Minas n. 921",NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-06 09:55:50-03","UFOP","OUPR","16435","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1970","12",NA,NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,"Arbusto, flor branca esverdeada com pontos escuros. Cerrado, beira de estrada",NA,NA,"Badini, J.",NA,NA,NA,NA,"20553","auto","1970","12",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-06 09:55:50-03","UFOP","OUPR","16442","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1977","12","21",NA,"Brasil","Minas Gerais","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793",NA,"Arbusto, flores pálidas. Beira de estrada",NA,NA,"Badini, J.",NA,NA,NA,NA,"33524","auto","1977","12","21",NA,NA,NA,NA,NA,NA
"144","2019-11-06 09:55:50-03","UFOP","OUPR","22314","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Messias, M.C.T.B.","2247","2008","10","31",NA,"Brasil","Minas Gerais","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793",NA,"Arbusto, 2,5m, botões florais ferrugíneos. Campos rupestres sobre quartzito",NA,NA,"Messias, M.C.T.B.",NA,NA,NA,NA,"33524","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-06 09:55:50-03","UFOP","OUPR","16444","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Lisboa, M.A.","s.n.","1971","12",NA,NA,"Brasil","Minas Gerais","Mariana","Entre Bento Rodrigues e Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Lisboa, M.A.",NA,NA,NA,NA,"33524","auto","1971","12",NA,NA,NA,NA,NA,NA,NA
"146","2019-11-06 09:55:50-03","UFOP","OUPR","16443","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1971","12","31",NA,"Brasil","Minas Gerais","Mariana","Fazenda do Gualacho","-43.4160995483398","-20.377799987793",NA,"Árvore, flores brancas. Mata",NA,NA,"Badini, J.",NA,NA,NA,NA,"33524","auto","1971","12","31",NA,NA,NA,NA,NA,NA
"147","2019-11-06 09:55:50-03","UFOP","OUPR","16445","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Lisboa, M.A.","s.n.","1972","01","04",NA,"Brasil","Minas Gerais","Mariana","Fazenda do Gualacho, Entre Mariana e Bento Rodrigues","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Lisboa, M.A.",NA,NA,NA,NA,"33524","auto","1972","01","04",NA,NA,NA,NA,NA,NA
"148","2019-11-06 09:55:50-03","UFOP","OUPR","16440","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1970","12",NA,NA,"Brasil","Minas Gerais","Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,"Arbusto, flor branca esverdeada com pontos escuros (marrons). Cerrado, beira de estrada",NA,NA,"Badini, J.",NA,NA,NA,NA,"33524","auto","1970","12",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-06 09:55:50-03","UFOP","OUPR","16434","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1971","12","02",NA,"Brasil","Minas Gerais","Ouro Preto","Águas Férreas","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores branco-amareladas. Campo",NA,NA,"Badini, J.",NA,NA,NA,NA,"44599","auto","1971","12","02",NA,NA,NA,NA,NA,NA
"150","2019-11-06 09:55:50-03","UFOP","OUPR","6487","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Roschel, M.B.","412","1996","12","18",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Estrada da torre, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"Arbusto, 3m, cálice esverdeado, corola branca com pontos marrons. Orla de mata",NA,NA,"Roschel, M.B.",NA,NA,NA,NA,"44599","auto","1997","03","25",NA,NA,NA,NA,NA,NA
"151","2019-11-06 09:55:50-03","UFOP","OUPR","16438","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.; Zurlo, M.A.","s.n.","1971","11","30",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores pálidas. Cerrado",NA,NA,"Badini, J.; Zurlo, M.A.",NA,NA,NA,NA,"44599","auto","1971","11","30",NA,NA,NA,NA,NA,NA
"152","2019-11-06 09:55:50-03","UFOP","OUPR","16448","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1945","02","20",NA,"Brasil","Minas Gerais","Ouro Preto","Caminho de Saramenha","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flor pálida. canga de xisto",NA,NA,"Badini, J.",NA,NA,NA,NA,"44599","auto","1945","02","20",NA,NA,NA,NA,NA,NA
"153","2019-11-06 09:55:50-03","UFOP","OUPR","16439","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1945","11","20",NA,"Brasil","Minas Gerais","Ouro Preto","Morro do Cruzeiro","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores pálidas. Canga",NA,NA,"Badini, J.",NA,NA,NA,NA,"44599","auto","1945","11","20",NA,NA,NA,NA,NA,NA
"154","2019-11-06 09:55:50-03","UFOP","OUPR","27100","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Campos, N.R.","10","2011","03","24",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,"Árvore, flores brancas, frutos maduros, imaturos e escuros, 5,27m. Capoeira, floresta secundária",NA,NA,"Campos, N.R.","1300","1300",NA,NA,"44599","auto","2011","05",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-06 09:55:50-03","UFOP","OUPR","16436","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1970","12",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flor branca esverdeada com pontos escuros (marrons). Cerrado, beira de estrada",NA,NA,"Badini, J.",NA,NA,NA,NA,"44599","auto","1970","12",NA,NA,NA,NA,NA,NA,NA
"156","2019-11-06 09:55:50-03","UFOP","OUPR","16437","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Badini, J.","s.n.","1970","12",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Taquaral","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flor branca-esverdeada com pontos escuros (marrons). Cerrado, beira de estrada",NA,NA,"Badini, J.",NA,NA,NA,NA,"44599","auto","1970","12",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-06 09:55:50-03","UFOP","OUPR","22749","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Morais, A.S.; Filho, W.H. & Ferreira, M.T.M.","628","2008","07","23",NA,"Brasil","Minas Gerais","Rio Piracicaba","Mina de Água Limpa, Vale, AG - 06","-43.1741981506348","-19.92919921875",NA,"Árvore, 7m, fruto. Eucaliptal",NA,NA,"Horta, M.B.",NA,NA,NA,NA,"17919","auto","2008","09",NA,NA,NA,NA,NA,NA,NA
"158","2019-02-25 16:14:53-03","UNEMAT","HERBAM","14187","S","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Sardelli, L.F.; Tomé, E.C.; Silva, J.A. & Thomé, R.S.","977EquipeCopel9","2014","10","29",NA,"Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"HERBAM014187",NA,NA,NA,NA,NA,NA,"78569","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2014-10-14 15:56:46-03","BS","M","M-0112232","S","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sepibus, loc. montanis; Provinciae Min. Ger.",NA,NA,NA,NA,"M0112232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA
"160","2014-10-14 15:56:46-03","BS","M","M-0112233","S","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Crescit in Brasiliae prov. S. Pauli in marginibus sylvarum ad Sarocaba, Cutea etc.",NA,NA,NA,NA,"M0112233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA
"161","2020-04-27 16:10:09-03","UFES","VIES","22369","S","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Assis, A.M.; et al.","488","1998","05","09",NA,"Brasil","Espírito Santo","Aracruz","Margem do Rio Piraquê-Açu.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES022369","VIES022369","Marinho, L.C.",NA,NA,NA,NA,"37987","auto","2014","02","26",NA,NA,NA,NA,NA,NA
"162","2019-06-27 10:25:21-03","UFES","VIES","1571","S","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Pereira, O.J.","915","1987","06","15",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,"VIES001571",NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-06-27 10:25:21-03","UFES","VIES","23034","S","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Gomes, J. M. L.","4558","2012","03","17",NA,"Brasil","Espírito Santo","Domingos Martins","Fazenda Terra Nova.","-40.6591987609863","-20.3633003234863",NA,NA,"VIES023034","VIES023034","Gomes, J. M. L.",NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
