"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","infraspecificEpithet","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount"
"105","2019-02-15 11:45:09-02","IPA","IPA","26301","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","37120","1981","01","11","Southern America","Brasil","Amazonas","Hotel Tropical, playa.",NA,"Arbusto ca. 1,5m de altura. Flores rosadas.","IPA0026301",NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-02-15 11:45:09-02","IPA","IPA","25521","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Andrade-Lima","6517","1974","09","03","Southern America","Brasil","Bahia","Arredores da cidade, próximo ao Rio Preto.",NA,"Arbusto ca. 1,5m de altura. Frutos.","IPA0025521",NA,"Formosa do Rio Preto","-45.1930999755859","-11.0482997894287","Krapovickas, A.",NA,NA,"155006","auto",NA,NA,NA,"1981","02",NA,NA,"21",NA,NA,NA
"107","2019-02-15 11:45:09-02","IPA","IPA","40773","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Gardner, G.","1243","1838","04",NA,"Southern America","Brasil","Alagoas","Near the city of Alagoas.",NA,NA,"IPA0040773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-02-15 11:45:09-02","IPA","IPA","40772","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Gardner, G.","2483","1839","08",NA,"Southern America","Brasil","Piauí","Banks Rio Gurgea.",NA,"3-5 feet.","IPA0040772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-02-15 11:45:09-02","IPA","IPA","51111","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Dantas, A.; Flor, R.; Roberto, A.; Flor, R.; Roberto, A.","146","1984","10","18","Southern America","Brasil","Rio Grande do Norte","Tabuleiros litorâneos.",NA,"Arbusto, flor lilás, 2m de altura.","IPA0051111",NA,"Senador Georgino Avelino","-35.133333","-6.166667","Bocage, A.",NA,NA,NA,NA,"-35.133333","-6.166667",NA,"1989","11",NA,NA,"21",NA,NA,NA
"110","2019-02-15 11:45:09-02","IPA","IPA","74395","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Tavares, S.","1501","2003","08","19","Southern America","Brasil","Pernambuco","Porto Coqueiral",NA,NA,"IPA0074395",NA,"Ipojuca","-35.0638999938965","-8.39888954162598","Rita Pereira",NA,NA,"22847","auto",NA,NA,NA,"2003","09",NA,NA,"04",NA,NA,NA
"111","2019-02-15 11:45:09-02","IPA","IPA","64350","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Tavares, S.","1501","2003","08","19","Southern America","Brasil","Pernambuco","Porto Coqueiral.",NA,"Flores róseas. Arbusto herbáceo, não produz madeira.","IPA0064350",NA,"Ipojuca","-35.0638999938965","-8.39888954162598","Rita Pereira",NA,NA,"22847","auto",NA,NA,NA,"2003","09",NA,NA,"04",NA,NA,NA
"112","2019-02-15 11:45:09-02","IPA","IPA","229","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus genuinus","Lam.","Vasconcellos Sobrinho","s.n.","1936","05",NA,"Southern America","Brasil","Pernambuco","Capoeiras de pântanos salobros.",NA,"Flores roxas.","IPA0000229",NA,NA,NA,NA,"Giulietti, A.M.",NA,NA,NA,NA,NA,NA,NA,"1952","03","genuinus",NA,"06",NA,NA,NA
"113","2019-02-15 11:45:09-02","IPA","IPA","4357","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus genuinus","Lam.","Pickel, B.","3768","1935","01","09","Southern America","Brasil","Pernambuco","Prazeres, no pântano.",NA,"Flores encarnadas.","IPA0004357",NA,NA,NA,NA,"Monteiro, H.",NA,NA,NA,NA,NA,NA,NA,"1953",NA,"genuinus",NA,NA,NA,NA,NA
"114","2019-02-15 11:45:09-02","IPA","IPA","6345","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus genuinus","Lam.","Pickel, B.","3465","1933","12","06","Southern America","Brasil","Pernambuco","(Estrada de Barreiros). várzea úmida.",NA,"Flores encarnadas.","IPA0006345",NA,"Cabo de Santo Agostinho","-35.0349998474121","-8.28666973114014","Monteiro, H.",NA,NA,"25282","auto",NA,NA,NA,"1953","07","genuinus",NA,"26",NA,NA,NA
"115","2019-02-15 11:45:09-02","IPA","IPA","5215","S","Plantae","Plantae",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus genuinus","Lam.","Andrade-Lima","993","1952","03","05","Southern America","Brasil","Pernambuco","Estrada para Gaibú.",NA,"Arbusto nas proximidades d'água; flores róseo-lilacino.","IPA0005215",NA,"Cabo de Santo Agostinho","-35.0349998474121","-8.28666973114014","Monteiro, H.",NA,NA,"25282","auto",NA,NA,NA,"1953",NA,"genuinus",NA,NA,NA,NA,NA
"116","2020-10-20 14:17:42-03","UFOPA","HSTM","6748","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Knowles; s.c.",NA,NA,NA,NA,NA,"Brasil","Pará","Porto Trombetas. Viveiro da Mineração Rio do Norte. Trabalho de Identificação de Plântulas de Viveiro.",NA,NA,"HSTM006748","HSTM006748","Oriximiná","-56.409722","-1.679167",NA,NA,NA,NA,NA,"56º24'35''W","1º40'45''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035149","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","A. Krapovickas; C. L. Cristóbal, L. Z. Ahumada","13979","1968","11","18",NA,"Paraguay","San Pedro","Orilla río Jejuí-Guazu (camino S. Estanislao a P. J. Caballero).",NA,"Arbusto 2 m alt., flores rosadas.",NA,NA,NA,"-56.363667","-24.76775",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:45:51-03","UFMS","CGMS","39027","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","E.B. Souza; M.O.C. Neyra; A. Costa","12","2013","07","11",NA,"Brasil","Mato Grosso do Sul","Rio Paraguai Entrada do Nabileque.",NA,"Flor vermelha. Fruto marrom, maduro. Habitat: Pantanal. Margen inundada do Rio Paraguai. Habito: Arbusto emergente.","CGMS1068420",NA,"Porto Murtinho","-57.8333333","-20.9277778","V.J.Pott",NA,NA,NA,NA,"-57,8333333","-20,9277778",NA,"2013","07",NA,NA,"11",NA,NA,NA
"119","2021-04-07 11:45:51-03","UFMS","CGMS","7543","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","257","1998","10","17",NA,"Brasil","São Paulo","Margem do rio Paraná, a montante da barragem de Porto Primavera.",NA,"Cálice verde,Corola rosa-claro com centro vermelho, andróforo vermelho. Habitat: Mata de galeria. Habito: 2,00m de altura.","CGMS1015454",NA,"São Paulo","-52.8952777","-22.4619444",NA,"277","277",NA,NA,"-52,8952777","-22,4619444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:45:51-03","UFMS","CGMS","34116","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","M. Rocha; D.A.F. Ferreira; R.R. Soler","233","2011","08","27",NA,"Brasil","Mato Grosso do Sul","Lagoa do Jacadigo.",NA,"Fruto bege. Profundidade da água no local com aproximadamente 1,10 m. Habitat: Pirizal (Comunidade com dominância de Cyperus giganteus) sobre a Lagoa Jacadigo. Solo orgânico #?# Histossolo. Habito: Arbusto.","CGMS1063517",NA,"Corumbá","-57.6086111","-19.4611111","M.Rocha; V.J.Pott","84","84",NA,NA,"-57,6086111","-19,4611111",NA,"2012","02",NA,NA,"13",NA,NA,NA
"121","2021-04-07 11:45:51-03","UFMS","CGMS","19403","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","M.L. Bueno; E.O. Rocha-Júnior; A.F. Souza; F. Belan","469","2007","04","08",NA,"Brasil","Mato Grosso do Sul","Estrada Parque.",NA,"Flor Lilás. Habitat: Cerrado. Raro. Habito: Herbácea.","CGMS1048714",NA,"Corumbá","-57.0433333","-19.4877777","A. Pott; G.A. Damasceno-Junior",NA,NA,NA,NA,"-57,0433333","-19,4877777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:45:51-03","UFMS","CGMS","44815","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","A. Pott","5637","1990","07","30",NA,"Brasil","Mato Grosso do Sul","Fazenda Nhumirim (Embrapa), Nhecolândia, Pantanal.",NA,"Flor rosa. Fruto castanho.Lagoa 29. Área de sucessão secundária após mata da vegetação. Lenhosa por alagamento. Doação do CPAP. Habitat: Mata ciliar de Vitex. Cecropia. Attalea. Morta pela cheia. Solo arenoso com deposição orgânica.","CGMS1074781",NA,"Corumbá","-56.65","-18.9833333","A. Krapovickas","89","89",NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-04-07 11:45:51-03","UFMS","CGMS","46573","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","E.B. Souza; M.O.C. Neyra; A. Costa; V.J. Pott","144","2013","07","10",NA,"Brasil","Mato Grosso do Sul","Rio Paraguai Boca do Nabileque.",NA,"Flor amarela. Fruto ausente. Habitat: Pantanal. Margem inundada do Rio Paraguai. Habito: Arbusto emergente.","CGMS1076542",NA,"Porto Murtinho","-57.8436111","-20.9277778","V.J. Pott","95","95",NA,NA,"-57,8436111","-20,9277778",NA,"2013","07",NA,NA,"10",NA,NA,NA
"124","2021-04-07 11:45:51-03","UFMS","CGMS","30895","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","T.H. Stefanello; V.S. Santos; A.C.S. Brito","164","2010","11","23",NA,"Brasil","Mato Grosso do Sul","Sub-região Pantanal do Paraguai, Baía Mandioré.",NA,"Flor lilás. Habitat: Planície inundável. Habito: Arbusto.","CGMS1060306",NA,"Corumbá","-57.5","-18.1986111",NA,"90","90",NA,NA,"-57,5","-18,1986111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:45:51-03","UFMS","CGMS","44478","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","V.J. Pott; E. Scremin-Dias; M. Tanaka; S. Rodrigues","6180","2003","04","24",NA,"Brasil","Mato Grosso do Sul","Rio Sucuri, 500m da nascente.",NA,"Flor rosa. Habitat: Rio Cristalino, 1,5m de profundidade, com bancos de Gomphrena elegans.Solo calcário. Relevo plano. Habito: Subarbusto emergente. 2,00m de altura. Ocasional.","CGMS1074444",NA,"Bonito","-56.5588889","-21.2661111","V.J. Pott",NA,NA,NA,NA,"-56,5588889","-21,2661111",NA,"2003","04",NA,NA,"24",NA,NA,NA
"126","2021-04-07 11:45:51-03","UFMS","CGMS","44757","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","A. Pott; V.J. Pott; M. Pereira; S.M. Salis; C.J.A. Ferreira; C.C. de F. Tavares","3763","1987","10","30",NA,"Brasil","Mato Grosso do Sul","Invernada de Búfalo, fazenda Leque (Embrapa). Sub-região Abobral. Pantanal.",NA,"Flor rosa. Fruto castanho. Doação do CPAP. Habitat: Campo inundável. Solo arenoso. Plano com mesorelevo. Habito: Arbusto. 1,50m de altura.","CGMS1074724",NA,"Corumbá","-57.0166667","-19.2333333","A. Krapovickas","90","90",NA,NA,"-57,0166667","-19,2333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:45:51-03","UFMS","CGMS","7372","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","J. do L.G. Salvador; C. Machado; J.A. Silva; D.V. da Silva","52","1998","06","19",NA,"Brasil","Mato Grosso do Sul","Ribeirão Quitoi.",NA,"Flores lilases. Habitat: Campo de várzea. Borda da mata. Habito: Erva.","CGMS1015455",NA,"Anaurilândia","-52.7178001403809","-22.1875",NA,NA,NA,"52338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-27 13:50:19-03","UFS","ASE","2128","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Silva, GN","52","1982","01","23","Southern America","Brasil","Sergipe","Campus Universitário",NA,"Arbusto. folhas simples e alternas; flores lilases.; Arbusto. folhas simples e alternas; flores lilases.; Restinga","ASE0014039","ASE0014039","São Cristóvão","-37.099631","-10.925675",NA,NA,NA,NA,NA,"-37.099631","-10.925675",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-27 13:50:19-03","UFS","ASE","4373","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Viana, G","1492","1986","06","23","Southern America","Brasil","Sergipe","Campus Universitário",NA,"Arbusto. 1. metro. flores róseas.; Arbusto. 1. metro. flores róseas.; Restinga","ASE0015636","ASE0015636","São Cristóvão","-37.099631","-10.925675",NA,NA,NA,NA,NA,"-37.099631","-10.925675",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-27 13:50:19-03","UFS","ASE","11848","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Santos, CS","96","2008","02","21","Southern America","Brasil","Sergipe","Porto do Mato",NA,"Arbusto. Flor lilas grande&nf;; Arbusto. Flor lilas grande&nf;; Arbusto.","ASE0020310","ASE0020310","Estância","-37.273","-11.0827",NA,NA,NA,NA,NA,"-37.273","-11.0827",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:33:32-03","UNICAMP","UEC","123054","S","Plantae","Magnoliopsida",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desv.","Ivanauskas, NM","4456","2001","01","18",NA,"Brazil","Mato Grosso","Floresta OmBrófila Aberta Aluvial, Na margem do rio Pacuneiro",NA,"Arbusto de 1,5m.Flores com cálice verde e corola cor-de-rosa","UEC119170",NA,"Gaúcha do Norte","-53.383333","-13.1","Rigueiral, LHG",NA,NA,NA,NA,"-53.383333","-13.1",NA,"2016","07",NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:33:32-03","UNICAMP","UEC","185185","S","Plantae","Magnoliopsida",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desv.","Conceição, GM","272","1998","08","22",NA,"Brazil","Maranhão","Brasil, Mirador-MA, Parque Estadual do Mirador.",NA,"Arbusto, comportamento INDEP., flor rósea, fruto maduro marrom, substrato areno-argiloso.; Cerrado.","UEC011446","UEC011446","Mirador","-44.3630981445312","-6.37083005905151","Rigueiral, LHG",NA,NA,"176498","auto",NA,NA,NA,"2016","07",NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:33:32-03","UNICAMP","UEC","123210","S","Plantae","Magnoliopsida",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desv.","Prado, AL","s.n.",NA,NA,NA,NA,"Brazil","Mato Grosso","Proximidades da sede do IBAMA, Borda da mata.",NA,"Subarbusto, ca. 2m de altura; flor rósea; rara na área.","UEC119172",NA,"Poconé","-56.6227989196777","-16.2567005157471","Rigueiral, LHG",NA,NA,"200792","auto",NA,NA,NA,"2016","07",NA,NA,NA,NA,NA,NA
"134","2020-04-22 16:21:37-03","UFPB","JPB","49","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Xavier, LP","JPB49","1940","12","21","Southern America","Brasil","Amazonas",NA,NA,"; DESC: Malva, margem de igarapé",NA,NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-04-22 16:21:37-03","UFPB","JPB","156","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Xavier, LP","JPB156","1941","02","08","Southern America","Brasil","Amazonas","Paredão",NA,"; DESC: flores grandes",NA,NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-03-16 13:31:06-03","UNEMAT","HERBAM","8224","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","Soares, C.R.A.; Benetti, E.; Silva, G.M.; Cazine, F.F. & Zanin, M.A.S.","Verde 2156138","2012","04","24",NA,"Brasil","Pará","Terra Firme.",NA,NA,"HERBAM008224",NA,"Jacareacanga","-56.776667","-9.338333","Vieira, S","196","196",NA,NA,"-56.776667","-9.338333",NA,"2012","07",NA,NA,"16",NA,NA,NA
"137","2019-08-16 08:39:54-03","UTFPR","HCF","5762","S","Plantae",NA,NA,"Malvaceae","Hibiscus","cf. furcellatus","Hibiscus cf. furcellatus","Desr.","G.A. Lima Jr.","249","2004","03","17",NA,"Brasil","MT","Fazenda Espírito Santo",NA,"herbácea 80 cm alt. Flores roxas.",NA,NA,"SESC Pantanal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-07-15 17:55:35-03","UFRRJ","RBR","14376","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","E.P. Heringer","s.n.","1959","05","18",NA,"Brasil","Minas Gerais","Rio Praopeba, Felixlandia, Bacia de Três Marias",NA,NA,"RBR00014376",NA,"Felixlândia","-44.8988990783691","-18.7581005096436","H. Monteiro",NA,NA,"38053","auto",NA,NA,NA,"1959","06",NA,NA,"03",NA,NA,NA
"139","2020-06-29 09:30:50-03","UFRRJ","RBR","14382","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","R.L. Froes","22988","1948","02","23",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014382",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-06-29 09:30:50-03","UFRRJ","RBR","14372","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","R.L. Froes","26078","1950","02","26",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014372",NA,"Amazonas",NA,NA,"H. Monteiro",NA,NA,NA,NA,NA,NA,NA,"1953","07",NA,NA,"22",NA,NA,NA
"141","2020-06-29 09:30:50-03","UFRRJ","RBR","14375","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L. Xavier","49","1940","12","21",NA,"Brasil","Amazonas","Porto Velho- Igarapé",NA,NA,"RBR00014375",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-06-29 09:30:50-03","UFRRJ","RBR","14378","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","H. Freitas","s.n.","1944","07",NA,NA,"Brasil","Espírito Santo","Vale do Rio Jucú",NA,NA,"RBR00014378",NA,"Espírito Santo",NA,NA,"H. Monteiro",NA,NA,NA,NA,NA,NA,NA,"1953","12",NA,NA,"18",NA,NA,NA
"143","2020-06-29 09:30:50-03","UFRRJ","RBR","14373","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","J. Chagas","s.n.","1956","03","03",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014373",NA,"Manaus","-60.0250015258789","-3.10193991661072","H. Monteiro",NA,NA,"138090","auto",NA,NA,NA,"1961","06",NA,NA,"26",NA,NA,NA
"144","2020-06-29 09:30:50-03","UFRRJ","RBR","14379","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","A. Ducke","s.n.","1932","03","27",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014379",NA,"Manaus","-60.0250015258789","-3.10193991661072","H. Monteiro",NA,NA,"138090","auto",NA,NA,NA,"1953","12",NA,NA,"03",NA,NA,NA
"145","2020-06-29 09:30:50-03","UFRRJ","RBR","14377","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","A. Ducke","s.n.","1930","02","02",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014377",NA,"Manaus","-60.0250015258789","-3.10193991661072","J.G. Kuhlmann",NA,NA,"138090","auto",NA,NA,NA,"1937",NA,NA,NA,NA,NA,NA,NA
"146","2020-06-29 09:30:50-03","UFRRJ","RBR","14374","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","J. Chagas","s.n.","1955","09","23",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014374",NA,"Manaus","-60.0250015258789","-3.10193991661072","H. Monteiro",NA,NA,"138090","auto",NA,NA,NA,"1961","06",NA,NA,"26",NA,NA,NA
"147","2020-06-29 09:30:50-03","UFRRJ","RBR","14371","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L. Xavier","153","1940","02","08",NA,"Brasil","Amazonas",NA,NA,NA,"RBR00014371",NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-06-29 09:30:50-03","UFRRJ","RBR","14084","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Desr.","L.F. Coelho","s.n.","1955","07","07",NA,"Brasil","Amazonas","Turumã Grande",NA,NA,"RBR00014084",NA,"Manaus","-60.0250015258789","-3.10193991661072","H. Monteiro",NA,NA,"138090","auto",NA,NA,NA,"1961","06",NA,NA,"26",NA,NA,NA
"149","2020-06-18 10:57:32-03","UFRRJ","RBR","37702","S","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus hirsuta","Monteiro","A. Silva","26","1934","07",NA,NA,"Brasil","Belém","Burucutú.",NA,NA,"RBR00037702","RBR00037702","Pará",NA,NA,"H. Monteiro",NA,NA,NA,NA,NA,NA,NA,"1935","01","hirsuta",NA,NA,"Possível Tipo",NA,NA
"150","2021-03-21 19:36:45-03","UFC","EAC","27350","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Conceição, G.M.","272","1998","08","22","Southern America","Brasil","Maranhão","Parque Estadual do Mirador",NA,"Arbusto, flor rósea, fruto marrom; Cerrado","EAC0027350","EAC0027350","Mirador","-44.3630981445312","-6.37083005905151","Krapovichas, A.",NA,NA,"176498","auto",NA,NA,NA,"2001","06",NA,NA,"27",NA,NA,NA
"151","2020-12-21 16:33:14-03","MBM","MBM","88632","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Arguelles, E.","1812",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,"MBM088632","MBM088632",NA,NA,NA,"Ramos, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:33:14-03","MBM","MBM","23153","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Hatschbach, G.","29560",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rio Paraguai, Porto Manga",NA,NA,"MBM023153","MBM023153","Corumbá","-57.6533012390137","-19.0091991424561","Krapovickas, A.",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:33:14-03","MBM","MBM","132691","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Kral, R.","45048",NA,NA,NA,"Northern America","USA",NA,"Florida",NA,NA,"MBM132691","MBM132691",NA,NA,NA,"Kral, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:33:14-03","MBM","MBM","214692","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Tenorio, P.; et al.; et al.","19537",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,"MBM214692","MBM214692",NA,NA,NA,"Tenorio, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:33:14-03","MBM","MBM","67101","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Krapovickas, A.; et al.; et al.","36413",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,"MBM067101","MBM067101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:33:14-03","MBM","MBM","8637","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Krapovickas, A.; et al.; et al.","13979",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,"MBM008637","MBM008637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:33:14-03","MBM","MBM","89636","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","furcellatus","Hibiscus furcellatus","Lam.","Hatschbach, G.","47701",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Rod. BR-101, Rio Vitória",NA,NA,"MBM089636","MBM089636","Cariacica","-40.4199981689453","-20.2639007568359","Krapovickas, A.",NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
