"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"196","2021-03-01 16:29:30-03","UNICAMP","UEC","137123","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax",NA,"Yamamoto, LF","41","1997",NA,"Brazil","São Paulo",NA,"flor, Flores amarelas, arbusto 3 m.","UEC138126","UEC138126","09","24","Pedreira","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182",NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-01 16:29:30-03","UNICAMP","UEC","137124","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax",NA,"Yamamoto, LF","69","1997",NA,"Brazil","São Paulo",NA,"fruto, Fruto verde, arbusto 2,5 m.","UEC138127","UEC138127","10","18","Pedreira","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182",NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-01 16:29:30-03","UNICAMP","UEC","92455","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax",NA,"Yamamoto, LF","2","1997",NA,"Brazil","São Paulo",NA,"flor, Flores amarelas, arbusto.","UEC058801","UEC058801","07",NA,"Pedreira","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182",NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:29:30-03","UNICAMP","UEC","137122","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax",NA,"Yamamoto, LF","2","1997",NA,"Brazil","São Paulo",NA,"flor, Flores amarelas, arbusto.","UEC063563","UEC063563","07",NA,"Pedreira","Fazenda Bela Vista","-46.9000015258789","-22.7399997711182",NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-01 16:29:30-03","UNICAMP","UEC","4521","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","Webster, GL","Leitão Filho, HF; Gianotti, E; Bertoni, JEA; Toledo, DV","6018","1977",NA,"Brazil","São Paulo",NA,"flor, Arvoreta dop interior da mata, flores creme","UEC138122","UEC138122","09","09","Porto Ferreira","Nativo no interior de mata da Res. Estad","-47.4700012207031","-21.8500003814697",NA,NA,NA,"13859","auto",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-01 16:29:30-03","UNICAMP","UEC","4524","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","Webster, GL","Pagano, SN; Monteiro, HC","164","1979",NA,"Brazil","São Paulo",NA,"flor, Arvoreta com + ou - 1,5 m de altura. DAP= + ou - 2 cm","UEC138836","UEC138836","08","22","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"21773","auto",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-01 16:29:30-03","UNICAMP","UEC","4523","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","Webster, GL","Pagano, SN; Monteiro, HC","176","1970",NA,"Brazil","São Paulo",NA,"flor, Árvore com + ou - m5 m de altura. DAP = 10 cm.Flores brancas","UEC138841","UEC138841","08","31","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"21773","auto",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-01 16:29:30-03","UNICAMP","UEC","147441","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","Webster, GL","Martins, FR","12384","1977",NA,"Brazil","São Paulo",NA,"flor, Arbusto a arvoreta até 7 m, de alt. Flores amarelas. Floresce de julho a outubro","UEC134358","UEC134358","09","06","Santa Rita do Passa Quatro","Pq. Estadual de Vassununga. Mata de Cape","-47.4700012207031","-21.7099990844727",NA,NA,NA,"24893","auto",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:29:30-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","Webster, GL","Martins, FR","12384","1977",NA,"Brazil","São Paulo",NA,"flor, Arbusto a arvoreta até 7 m, de alt. Flores amarelas. Floresce de julho a outubro",NA,NA,"09","06","Santa Rita do Passa Quatro","Pq. Estadual de Vassununga. Mata de Cape","-47.4700012207031","-21.7099990844727",NA,NA,NA,"24893","auto",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-01 16:29:30-03","UNICAMP","UEC","62403","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax",NA,"Bernacci, LC","24450","1989",NA,"Brazil","São Paulo",NA,"flor, Arvoreta ca. 4m alt, flores amareladas. Interior da mata","UEC134353","UEC134353","08","16","São Vicente","Fazenda São Vicente, mata","-46.3899993896484","-23.9599990844727",NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:29:30-03","UNICAMP","UEC","77530","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","Salis, SM","Carvalho, LM","s.n.","1994",NA,"Brazil","São Paulo",NA,"ori, Arbustivo, folha simples alterna, fruto pequeno c botões","UEC138832","UEC138832","05","03","Teodoro Sampaio","Trilha da Lagoa Verde, Pq. estadual Morr","-52.1599998474121","-22.5300006866455",NA,NA,NA,"54606","auto",NA,"1996","09",NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-08-20 10:11:08-03","UNICAMP","UEC","4525","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","estrellensis","Actinostemon estrellensis","(Müll.Arg.) Pax",NA,"Martins, FR","10005","1978",NA,"Brazil","São Paulo",NA,"flor, Arvoreta 3 m, flores amarelo-esverdeadas","UEC134355","UEC134355","04","12","Santa Rita do Passa Quatro","Parque estadual de Vassununga, Mata Cape","-47.4700012207031","-21.7099990844727",NA,NA,NA,"24893","auto",NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-08-20 10:11:08-03","UNICAMP","UEC","4513","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","estrellensis","Actinostemon estrellensis","(Müll.Arg.) Pax","Webster, GL","Handro, O","28131","1931",NA,"Brazil","São Paulo",NA,"flor","UEC128201","UEC128201","08","05","São Paulo","Nativo no Parque do Estado e Jardim Botâ","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:29:31-03","UNICAMP","UEC","161015","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","90","2010",NA,"Brazil","São Paulo",NA,"Árvore com 18 m, com flores creme esverdeadas e frutos imaturos verde.; Mata Atlântica.","UEC098720","UEC098720","05","30","Caraguatatuba","Parque Estadual da Serra do Mar","-45.524167","-23.623611","50","90",NA,NA,NA,NA,"2010","12",NA,"-45.524167","-23.623611",NA,NA,NA,NA,NA
"210","2021-03-01 16:29:31-03","UNICAMP","UEC","168885","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Vieira, LT","Vieira, LT","97","2005",NA,"Brazil","São Paulo",NA,"Arvoreta, catafilos característicos.; Floresta Estacional Semidecídua.","UEC036024","UEC036024","08","18","Campinas","Sousas, Mata Ribeirão Cachoeira.","-46.916667","-22.833333","700","700",NA,NA,NA,NA,NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA,NA
"211","2019-08-20 10:11:08-03","UNICAMP","UEC","33809","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Neves; Barbosa","IPH-USP082","1981",NA,"Brazil","São Paulo",NA,"flor, Arbustivo escandente c/ flor branca, mata","UEC128190","UEC128190","10","03","Guareí","Sarandi, abrigo sob rocha Sarandi","-48.233333","-23.333333",NA,NA,NA,NA,NA,NA,"2011","04","27","-48.233333","-23.333333",NA,NA,NA,NA,NA
"212","2019-08-20 10:11:08-03","UNICAMP","UEC","44767","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Amaral Jr, A; DC, A; Hernandes-Bicudo, LR; Campos, CJ","44","1985",NA,"Brazil",NA,NA,"Com flores verdes, arbusto, 1 m altura, com frutos verdes, com látex","UEC063569","UEC063569","10","17",NA,"Cerradão à margem da rodovia sem pavimen",NA,NA,NA,NA,NA,NA,NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-08-20 10:11:08-03","UNICAMP","UEC","69447","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Goldenberg, R","55","1992",NA,"Brazil",NA,NA,"flor, Arbusto, 2 m, à beira de represa","UEC128193","UEC128193","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","06","01",NA,NA,NA,NA,NA,NA,NA
"214","2019-08-20 10:11:08-03","UNICAMP","UEC","73801","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Goldenberg, R","55","1992",NA,"Brazil",NA,NA,"flor, Arbusto, 2 m, à beira de represa",NA,NA,"08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","06","01",NA,NA,NA,NA,NA,NA,NA
"215","2019-08-20 10:11:08-03","UNICAMP","UEC","108506","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","233","1996",NA,"Brazil","São Paulo",NA,"flor, Arbusto com cerca de 5 m de altura, botões jovens, flores amareladas","UEC139008","UEC139008","07","22","Campinas","Reserva municipal de Santa Genebra","-48.058333","-22.829167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.058333","-22.829167",NA,NA,NA,NA,NA
"216","2019-08-20 10:11:08-03","UNICAMP","UEC","108520","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","235","1997",NA,"Brazil","São Paulo",NA,"flor, Arbusto com cerca de 5 m de altura, flores amarelas","UEC139013","UEC139013","09","01","Campinas","Reserva Municipal de Santa Genebra","-48.058333","-22.829167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.058333","-22.829167",NA,NA,NA,NA,NA
"217","2019-08-20 10:11:08-03","UNICAMP","UEC","108515","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Belinello, R","231","1997",NA,"Brazil","São Paulo",NA,"flor e fruto, Arbusto com cerca de 2 m de altura, flores amareladas","UEC139014","UEC139014","02","04","Campinas","Reserva Municipal de Santa Genebra","-48.058333","-22.829167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.058333","-22.829167",NA,NA,NA,NA,NA
"218","2021-03-01 16:29:31-03","UNICAMP","UEC","172922","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Garcia, LC","Garcia, LC","34","2008",NA,"Brazil","São Paulo",NA,"Arbóreo nativa de 3m, flores presença de tricomas.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC016269","UEC016269","09","12","Campinas","Distrito de Souzas. Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.55","-23.392222","711","711",NA,NA,NA,NA,NA,NA,NA,"-47.55","-23.392222",NA,NA,NA,NA,NA
"219","2020-02-10 17:52:07-03","UNICAMP","UEC","168770","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Melis, J van","Sims; Melis, J van","1303","2008",NA,"Brazil","São Paulo",NA,NA,"UEC007853","UEC007853","08",NA,"Campinas","Mata Ribeirão Cachoeira.","-47.535186","-23.368519","650","760",NA,NA,NA,NA,"2008","09",NA,"-47.535186","-23.368519",NA,NA,NA,NA,NA
"220","2019-08-20 10:11:08-03","UNICAMP","UEC","82449","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Martins, FR","184","1985",NA,"Brazil","Mato Grosso do Sul",NA,"flor, Arbusto ca 2 m","UEC063577","UEC063577","11","05","Selvíria","Faz. do sr. Cacildo Arantes. Cerrado alt","-51.4188995361328","-20.3672008514404",NA,NA,NA,"74358","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-08-20 10:11:08-03","UNICAMP","UEC","48647","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Martins, FR","184","1985",NA,"Brazil","Mato Grosso do Sul",NA,"flor, Arbusto ca 2 m","UEC063574","UEC063574","11","05","Selvíria","Faz. do sr. Cacildo Arantes. Cerrado alt","-51.4188995361328","-20.3672008514404",NA,NA,NA,"74358","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-08-20 10:11:08-03","UNICAMP","UEC","59089","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Meira Neto, JAA","608","1990",NA,"Brazil","São Paulo",NA,"flor, Na transição para mata ciliar, arbusto com 1,8, inflorescências amareladas","UEC128191","UEC128191","08","30","Águas de Santa Bárbara","Estado Ecológico de santa Bárbara - Cerr","-49.238899230957","-22.8805999755859",NA,NA,NA,"18363","auto",NA,"2011","06","01",NA,NA,NA,NA,NA,NA,NA
"223","2019-08-20 10:11:08-03","UNICAMP","UEC","52751","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Salis, SM","22","1986",NA,"Brazil","São Paulo",NA,"flor, Frutos imaturos, 3 m","UEC128195","UEC128195","09","18","Brotas","Fazenda Santa Elisa, mata ciliar","-48.1199989318848","-22.2800006866455",NA,NA,NA,"26585","auto",NA,"2011","04","27",NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:29:31-03","UNICAMP","UEC","84847","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Cardamone, RB; Grecco, MDN; Belinello, R","179","1995",NA,"Brazil","São Paulo",NA,"Arvoreta de 2,5 m, flores creme.; Mata de Planalto.","UEC063564","UEC063564","09","12","Campinas","Condomínio Colinas do Atibaia. Distrito de Souzas.","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-08-20 10:11:08-03","UNICAMP","UEC","87313","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Leitão Filho, HF","32299","1994",NA,"Brazil","São Paulo",NA,"Arvoreta, 4 m, com frutos","UEC063566","UEC063566","11","26","Campinas","Fazenda Estiva.","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-08-20 10:11:08-03","UNICAMP","UEC","64038","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Matthes, LAF","24043","1987",NA,"Brazil","São Paulo",NA,"flor, Arvoreta, falsa guaiuvira","UEC128184","UEC128184","10","16","Campinas","Mata da Sta Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,"2011","06","01",NA,NA,NA,NA,NA,NA,NA
"227","2019-08-20 10:11:08-03","UNICAMP","UEC","108507","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","232","1997",NA,"Brazil","São Paulo",NA,"flor, Arbusto com cerca de 2 m de altura, botões jovens","UEC139009","UEC139009","05","19","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-08-20 10:11:08-03","UNICAMP","UEC","108505","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","229","1996",NA,"Brazil","São Paulo",NA,"flor, Arbusto com cerca de 5 m de altura, botões e flores amarelas","UEC139010","UEC139010","08","31","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-08-20 10:11:08-03","UNICAMP","UEC","108504","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","230","1996",NA,"Brazil","São Paulo",NA,"flor, Arbusto com cerca de 5 m de altura, flores amarelas e frutos jovens","UEC128196","UEC128196","09","28","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,"2011","06","01",NA,NA,NA,NA,NA,NA,NA
"230","2019-08-20 10:11:08-03","UNICAMP","UEC","46736","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Tamashiro, JY; Sallis, SM; Zickel, CS; Muller, C; Righeti, SM; Ferreira, MF; Pereira","18234","1985",NA,"Brazil","São Paulo",NA,"flor, Arvoreta de até 8m, flores creme com estames amrelos","UEC128197","UEC128197","09","09","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,"2011","04","27",NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:29:31-03","UNICAMP","UEC","97798","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Santos, K","36","1996",NA,"Brazil","São Paulo",NA,"Interior de mata. Arvoreta, 3m de altura, PAP 18 cm. Flores branco-amareladas. Látex.; Floresta Estacional Semidecidual.","UEC128194","UEC128194","09","20","Campinas","sub distrito de Souza.","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,"2011","04","27",NA,NA,NA,NA,NA,NA,NA
"232","2021-02-12 10:03:49-03","UNICAMP","UEC","48660","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Eymael, PP","Martins, AB","94","1985",NA,"Brazil","São Paulo",NA,"flor, Arbusto 1 m","UEC063576","UEC063576","11","07","Pereira Barreto","Fazenda Lagoinha II, Mata da Lagoinha","-51.0999984741211","-20.6299991607666",NA,NA,NA,"36734","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-08-20 10:11:08-03","UNICAMP","UEC","110920","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Hoehne, FC","45836","1941",NA,"Brazil","São Paulo",NA,"flor","UEC128176","UEC128176","08","22","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-08-20 10:11:08-03","UNICAMP","UEC","110920","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Hoehne, FC","45736","1941",NA,"Brazil","São Paulo",NA,NA,NA,NA,"08","22","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-08-20 10:11:08-03","UNICAMP","UEC","110914","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Fialho, N","s.n.","1964",NA,"Brazil","São Paulo",NA,"ori, Na mata","UEC128180","UEC128180","07","17","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1989","06",NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-08-20 10:11:08-03","UNICAMP","UEC","110928","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Árbocz, GF","953","1994",NA,"Brazil","São Paulo",NA,"flor, Arvoreta ca. 4 m alt, flores brancas","UEC139012","UEC139012","10","28","São Paulo","Estrada do Solar das Andorinhas para Ped","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1995","04",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-08-20 10:11:08-03","UNICAMP","UEC","110913","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Rossi, L; Ludewigs, IYA","866","1989",NA,"Brazil","São Paulo",NA,"flor, Arbusto 3 m al, infloresc. amarelo-esverdeada, interior da mata ciliar","UEC139015","UEC139015","08","15","São Paulo","Fazenda Campina, Mata da Mariana","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-08-20 10:11:08-03","UNICAMP","UEC","110923","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Kuhlmann, M","s.n.","1958",NA,"Brazil","São Paulo",NA,"flor, Arbusto do subosque da mata em estudo","UEC139023","UEC139023","11","07","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-01 16:29:31-03","UNICAMP","UEC","110926","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Silva, JA","349","1974",NA,"Brazil","São Paulo",NA,"Arbusto ca. 8-9, alt., só com frutos, área 30.",NA,NA,"10","01","São Paulo","Jardim Botânico e Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-02-18 09:33:41-03","UNICAMP","UEC","110912","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Romaniuc; Zifirino, R","1258","1991",NA,"Brazil","São Paulo",NA,"flor, Árvore 4 m alt, flores creme-esverdeados","UEC139011","UEC139011","09","25","São Paulo","Mata da Mariana","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1991","09",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-08-20 10:11:08-03","UNICAMP","UEC","110924","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax",NA,"Kuhlmann, M","3881","1955",NA,"Brazil","São Paulo",NA,"ori, Frutificação. Área levantada","UEC139021","UEC139021","10","24","São Paulo","Mata natural do Jardim Botânico (Parque","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-08-20 10:11:08-03","UNICAMP","UEC","110917","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Kuhlmann, M","3685","1955",NA,"Brazil","São Paulo",NA,"flor, Colhido na área em estudo. Floração","UEC128178","UEC128178","08","22","São Paulo","Mata natural do Jardim Botânico, (Parque","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1988","08",NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:29:31-03","UNICAMP","UEC","110914","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Fialho, N","s.n.","1964",NA,"Brazil","São Paulo",NA,"na mata.",NA,NA,"07","17","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1989","06",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-08-20 10:11:08-03","UNICAMP","UEC","110926","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Silva, JS","349","1974",NA,"Brazil","São Paulo",NA,"flor, Arbusto ca. 8 - 9 m alt, só com frutos. área 30","UEC128183","UEC128183","10","01","São Paulo","Nativa no Jardim Botânico e Parque do Es","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-08-20 10:11:08-03","UNICAMP","UEC","110916","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Handro, O","s.n.","1931",NA,"Brazil","São Paulo",NA,"flor, Árvore da mata, flores amareladas","UEC139016","UEC139016","08","05","São Paulo","Nativa no Parque do Estado r Jardim Botâ","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,"1988","08",NA,NA,NA,NA,NA,NA,NA,NA
