"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2020-09-23 10:43:20-03","E","E","277704","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; de Castro, R.A. & Andrelinho",NA,"1968","07","10","E. Tropical South America","BR","Mato Grosso","8 km S of the Base Camp of the Expedition (Base Camp 12°54'S - 51°52'W, c. 270 km N of Xavantina)",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327238","<a href=http://data.rbge.org.uk/herb/E00277704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:20-03","E","E","277703","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; Ramos, J. & Souza, R.",NA,"1967","09","06","E. Tropical South America","BR","Mato Grosso","7 km SW of Xavantina","-52.333333","-14.733333","-52.333333","-14.733333","herbarium specimen of unspecif","BGBASE:327239","<a href=http://data.rbge.org.uk/herb/E00277703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:43:20-03","E","E","259460","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Spruce, Richard",NA,NA,NA,NA,"E. Tropical South America","BR","Pará","In vicinibus Santarem. [Vicinity of Santarem].",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:270833","<a href=http://data.rbge.org.uk/herb/E00259460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259460","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:43:20-03","E","E","259462","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Spruce, Richard",NA,NA,NA,NA,"E. Tropical South America","BR","Pará","In vicinibus Santarem. [Vicinity of Santarem].",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:270837","<a href=http://data.rbge.org.uk/herb/E00259462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259462","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:43:26-03","E","E","277709","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A. & Filho, J. Fonsêca","2973","1973","05","03","E. Tropical South America","BR",NA,"Farm Agua Limpia (University of Brasilia field station), near Vargem Bonita c. 18km. SSW of Brasilia TV tower",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327233","<a href=http://data.rbge.org.uk/herb/E00277709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:43:20-03","E","E","277702","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; Da Fonsêca, S.G.; Filho, J. Fonsêca; Ribeiro, J.F. & Silva, J.C.S.",NA,"1976","10","26","E. Tropical South America","BR","Distrito Federál","Fazenda Agua Limpia (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327240","<a href=http://data.rbge.org.uk/herb/E00277702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:43:20-03","E","E","277696","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; Da Fonsêca, S.G. & de Castro, R.A.",NA,"1972","10","03","E. Tropical South America","BR","Distrito Federál","Parque Nacional, Brasilia",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327224","<a href=http://data.rbge.org.uk/herb/E00277696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:43:20-03","E","E","277693","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; Da Fonsêca, S.G. & Fonsêca Filho, J.",NA,"1976","08","04","E. Tropical South America","BR","Distrito Federál","Farm Agua Limpia (University of Brasilia field station), near Vargem Bonita, c. 18 km ssw of Brasilia TV tower",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327227","<a href=http://data.rbge.org.uk/herb/E00277693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:43:20-03","E","E","277698","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Davis, P., Gibbs, P., Kinoshita, L.S., Semir, J. & Andrade, J.B.","2445","1976","07","29","E. Tropical South America","BR","Minas Gerais","Rodovia, Corinto-Corvelo",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327231","<a href=http://data.rbge.org.uk/herb/E00277698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:43:26-03","E","E","305619","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Sakuragui,C.M., Harley,R.M., Sano,P.T., Roque,N. & Souza,V.C.","14869","1994","03","04","E. Tropical South America","BR","Bahia","2 km from Riode Contas town; Macolino Moura direction",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:313975","<a href=http://data.rbge.org.uk/herb/E00305619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00305619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:43:20-03","E","E","277689","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; De Santos, R.R.; Souza, R.; De Castro, R.A. & Andrelinho",NA,"1968","06","25","E. Tropical South America","BR","Mato Grosso","8 km NE of the Base Camp of the Expedition (Base Camp 12°54'S - 51°52'W, c. 270 km N of Xavantina)",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327216","<a href=http://data.rbge.org.uk/herb/E00277689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:43:20-03","E","E","277686","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Richards, P.W.","6581","1968","08","03","E. Tropical South America","BR","Mato Grosso","By path to camp 2. (Expedition Base Camp> 12°49'S - 51°46'W)",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327219","<a href=http://data.rbge.org.uk/herb/E00277686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:43:20-03","E","E","277685","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A. & Ramos, J.",NA,"1967","08","23","E. Tropical South America","BR","Mato Grosso","1 km S of Xavantina.","-52.333333","-14.733333","-52.333333","-14.733333","herbarium specimen of unspecif","BGBASE:327220","<a href=http://data.rbge.org.uk/herb/E00277685 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:43:26-03","E","E","50262","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Dubs, B.","385","1987","09","25","E. Tropical South America","BR","Mato Grosso","Fazenda Salina, Pantanal do Rio Negro","-56.166667","-19.5","-56.166667","-19.500000","herbarium specimen of unspecif","BGBASE:56926","<a href=http://data.rbge.org.uk/herb/E00050262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00050262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:43:26-03","E","E","50240","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Dubs, B.","332","1987","09","08","E. Tropical South America","BR","Mato Grosso","Fazenda Salina, Pantanal do Rio Negro","-56.166667","-19.5","-56.166667","-19.500000","herbarium specimen of unspecif","BGBASE:56975","<a href=http://data.rbge.org.uk/herb/E00050240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00050240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:43:20-03","E","E","190491","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Stannard, B.; Ganev, W.; Queiroz, R.F.",NA,"1992","02","29","E. Tropical South America","BR","Bahia","AbaÍra: Riacho da Cruz","-41.85","13.3","-41.850000","13.300000","herbarium specimen of unspecif","BGBASE:211793","<a href=http://data.rbge.org.uk/herb/E00190491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00190491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:43:20-03","E","E","277695","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","R.M. Harley, A.M. Lima & R. Souza","10537","1968","10","08","E. Tropical South America","BR","Mato Grosso","Path North from Base Camp for 2 km. (Expedition Base Camp: 12°40'S - 51°46'W)",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327225","<a href=http://data.rbge.org.uk/herb/E00277695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:43:20-03","E","E","277697","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A. & Ramos, J.",NA,"1967","08","16","E. Tropical South America","BR","Mato Grosso","7 km SW of Xavantina","-52.333333","-14.733333","-52.333333","-14.733333","herbarium specimen of unspecif","BGBASE:327223","<a href=http://data.rbge.org.uk/herb/E00277697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:43:20-03","E","E","259461","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Spruce, Richard",NA,NA,NA,NA,"E. Tropical South America","BR","Pará","In vicinibus Santarem. [Vicinity of Santarem].",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:270835","<a href=http://data.rbge.org.uk/herb/E00259461 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259461","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:43:20-03","E","E","277694","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; De Santos, R.R.; Souza, R.; De Castro, R.A. & Andrelinho",NA,"1968","06","25","E. Tropical South America","BR","Mato Grosso","8 km NE of thr Base Camp of the Expedition (Base Camp 12°54'S - 51°52'W, c. 2170 km N of Xavantina)",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327226","<a href=http://data.rbge.org.uk/herb/E00277694 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:43:20-03","E","E","156991","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Sakuragui,C.M., Harley,R.M., Sano,P.T., Roque,N. & Souza,V.C.",NA,NA,NA,NA,"E. Tropical South America","BR","Minas Gerais","Francisco Dumont, Serra do Cabral",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:167197","<a href=http://data.rbge.org.uk/herb/E00156991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00156991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:43:20-03","E","E","277706","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Ratter, J.A.; Bridgewater, S.; Cardoso, E.; Fonsêca, J.; de Lima, Valdir; Passon, Lucília; dos Santos, R.R. & Sanaiotti, Tânia",NA,"1993","06","28","E. Tropical South America","BR","Maranhao","Transect area, Fazenda Madeira, approximately 17 km N of Carolina.","-47.416667","-7.183333","-47.416667","-7.183333","herbarium specimen of unspecif","BGBASE:327236","<a href=http://data.rbge.org.uk/herb/E00277706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-23 10:43:26-03","E","E","277708","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Harley, R.M.","21768","1980","04","25","E. Tropical South America","BR","Bahia","Chapadão Ocidental da Bahia; ca. 15 km of Corretina on the road to Goiás.","-44.716667","-13.483333","-44.716667","-13.483333","herbarium specimen of unspecif","BGBASE:327234","<a href=http://data.rbge.org.uk/herb/E00277708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-23 10:43:20-03","E","E","259463","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Spruce, Richard",NA,NA,NA,NA,"E. Tropical South America","BR","Pará","In vicinibus Santarem. [Vicinity of Santarem].",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:270838","<a href=http://data.rbge.org.uk/herb/E00259463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259463","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-23 10:43:20-03","E","E","277690","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","P.E. Gibbs, H.F. Leitão Filho, J. Semir, L.S. Kinoshita & N. Taroda","2636","1976","09","06","E. Tropical South America","BR","Minas Gerais","Edge of the road Itumbiara direction 76 km",NA,NA,NA,NA,"herbarium specimen of unspecif","BGBASE:327215","<a href=http://data.rbge.org.uk/herb/E00277690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-09-23 10:43:26-03","E","E","6392","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Sanaiotti, Tanya M.","283","1993","10","24","E. Tropical South America","BR","Amazonas","Transamazõnica 149 southeast of Humaitá, 4km east of Bodocó","-61.383333","-8.583333","-61.383333","-8.583333","herbarium specimen of unspecif","BGBASE:18322","<a href=http://data.rbge.org.uk/herb/E00006392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00006392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-23 10:43:20-03","E","E","277687","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","M. C. Silva",NA,"1990","08","20","E. Tropical South America","BR","Distrito Federál","Reserva Ecologica do IBGE, Brasilia","-47.935278","-15.944722","-47.935278","-15.944722","herbarium specimen of unspecif","BGBASE:327218","<a href=http://data.rbge.org.uk/herb/E00277687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-23 10:43:20-03","E","E","277692","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","ramiflora","Pouteria ramiflora","Sanaiotti, T.M.","152","1991","09","27","E. Tropical South America","BR","Pará","Santarém, Península em frente a Alter do Chão","-54.95","-2.483333","-54.950000","-2.483333","herbarium specimen of unspecif","BGBASE:327228","<a href=http://data.rbge.org.uk/herb/E00277692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00277692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","273508","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","lateriflora","Lucuma lateriflora","R. Spruce","728","1850","07",NA,"South America","Brazil","Pará","In vicinibus Santarem.",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273508","isotype","Magnoliophyta","Ericales","Benth. ex Miq.","NY00273508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","273514","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","parviflora","Lucuma parviflora","R. Spruce",NA,"1850","07",NA,"South America","Brazil","Pará","In vicinibus Santarem.",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273514","isotype","Magnoliophyta","Ericales","Benth. ex Miq.","NY00273514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1093399","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","cowanii","Micropholis cowanii","R. S. Cowan","38217","1954","11","10","South America","Guyana",NA,"Serra do Navio, Terr. do Amapa, Rio Amapari: slopes of Macaco. Tl, general vicinity of DH-11",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1497124' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093399","isotype","Magnoliophyta","Ericales","Aubrév.","NY01093399_01","70","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","273543","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","cowanii","Micropholis cowanii","R. S. Cowan","38217","1954","11","10","South America","Guyana",NA,"Serra do Navio, Terr. do Amapa, Rio Amapari: slopes of Macaco. Tl, general vicinity of DH-11",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=158538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273543","holotype","Magnoliophyta","Ericales","Aubrév.","NY00273543_01","70","300","A. Aubréville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
