"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"98","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","39035",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin.) Cogn.",NA,"L. Daneu; A.P.Fontana, R.Goldenberg, L.Kollmann, A.M.Amorim, C.N.Fraga & J.Meirelles","19","2009","04","11",NA,"Brasil","Espírito Santo","São Paulo de Viana. Estrada próximo ao Pesque e Pague do Neném. Floresta Ombrófila Densa Montana.","-40.537583","-20.319444",NA,"Arbusto ca. 2m alt. Folhas verde-escura com a face inferior mais clara, frutos imaturo verde","MBML039035","MBML039035","Viana",NA,NA,NA,NA,NA,NA,NA,NA,"40W32'15,3","20S19'10",NA,NA,NA,NA,NA
"99","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","40266",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin.) Cogn.",NA,"A. P. Fontana; C. Esgario","2102","2006","04","20",NA,"Brasil","Espírito Santo","Rio das Farinhas, prop. do Sr. Valter Pereira. Floresta Ombrófila Aberta, mata ciliar","-40.619722","-20.118333",NA,"Arbusto ca 1m. Frutos verdes","MBML040266","MBML040266","Santa Leopoldina","500","500",NA,NA,NA,NA,NA,NA,"40W37'11","20S7'6",NA,NA,NA,NA,NA
"100","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","4123",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn","R. Goldenberg/03-05-2005","W. A. Hoffmann","65","1984","05","07",NA,"Brasil","Espírito Santo","Colônia das Irmãs","-40.596806","-19.944028",NA,"Arbustinho de +/- 80cm, fruto vermelho quando maduro, solo barro avermelhado, altitude de +/- 750m.","MBML004123","MBML004123","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W35'48,5","19S56'38,5",NA,NA,NA,NA,NA
"101","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","778",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin.) Cogn.","R. Goldenberg/03-05-2005","J. M. Vimercat","325","1985","12","04",NA,"Brasil","Espírito Santo","Vale do Canaã","-40.601944","-19.906111",NA,"Arbusto 2m, com flores de cálice alvo, corola branca, semi-sombra, capoeira.","MBML000778","MBML000778","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA
"102","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","804",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Wurdack/1991","J. M. Vimercat","284","1985","06","18",NA,"Brasil","Espírito Santo","Vale do Canaã","-40.601944","-19.906111",NA,"Arbusto com 2m, DAP 1cm, com frutos verdes avermelhados e roxos, ciófila, mata de encosta.","MBML000804","MBML000804","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA
"103","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","852",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Wurdack/1991","W. Boone","122","1984","05","08",NA,"Brasil","Espírito Santo","Vale do Canaã","-40.601944","-19.906111",NA,"Arbusto com frutos jovens, solo avermelhado.","MBML000852","MBML000852","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA
"104","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","9338",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/2005","L. Kollmann; E. Bausen & W. Pizziolo","2421","1999","04","07",NA,"Brasil","Espírito Santo","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"Arbusto 2m. Frutos verdes.","MBML009338","MBML009338","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA
"105","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","46621",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin.) Cogn.","M. Reginato/II-2011","F.A. Michelangeli; R. Goldenberg, M.K. Caddah, M. Reginato & L. Kollmann","1613","2011","02","08",NA,"Brasil","Espírito Santo","Reserva Santa Lúcia, Ridge (Bonita) trail, near the river trail","-40.868972","-19.181111",NA,"Shrub up to 1.5m tall, hypanthium pale green, petals and anthers white","MBML046621","MBML046621","Santa Teresa","660","660",NA,NA,NA,NA,NA,NA,"40W52'8,3","19S10'52",NA,NA,NA,NA,NA
"106","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","41455",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.","R. Goldenberg/2015","L. Kollmann; Milton Gropo","12224","2011","03","29",NA,"Brasil","Espírito Santo","Santo Antonio, terreno do Boza","-40.6002998352051","-19.9356002807617",NA,"Arbusto 1 m na beira da estrada, frutos verdes.","MBML041455","MBML041455","Santa Teresa","700","700","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 11:49:09-03","UFPE","UFP","85324","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.","et al.; Baumgratz, JFA","Baumgratz, JFA; Nadruz, M; Wangler, MS; Moutinho, MR; Freitas, MCP","1548","2018","08","07",NA,"Brasil","Rio de Janeiro",NA,"-41.960278","-21.991667",NA,"Em Floresta Ombrófila Densa","UFP085324",NA,"Santa Maria Madalena","452","452",NA,NA,NA,"2018","08",NA,"-41.960278","-21.991667",NA,NA,NA,NA,NA
"108","2020-09-12 05:00:02-03","US","US","2734162","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pubescens","Leandra pubescens","Cogn.",NA,"P. Occhioni","5996","1974","6",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Serra dos Orgãos",NA,NA,NA,NA,"US01902204","US01902204_01 US01902204_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"109","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"110","2020-09-12 05:00:02-03","US","US","3207499","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"J. Vimercat","284","1985","6","18","South America - Neotropics","Brazil","Espírito Santo","Vale do Canaã.","-40.6002998352051","-19.9356002807617",NA,NA,"US01904657","US01904657_01 US01904657_02","Santa Teresa",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"111","2020-09-12 05:00:02-03","US","US","2270788","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"L. Emigdio","1233","1957","1","20","South America - Neotropics","Brazil","Rio de Janeiro","Madalena, Mata da Rifa. Leg.",NA,NA,NA,NA,"US01950360","US01950360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"112","2020-09-12 05:00:02-03","US","US","286956","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"Riedel, --","3008","1835","11",NA,"South America - Neotropics","Brazil","Minas Gerais","Tijuco",NA,NA,NA,NA,"US01904658","US01904658_01 US01904658_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"113","2020-09-12 05:00:02-03","US","US","3184434","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"W. Boone","122","1984","5","8","South America - Neotropics","Brazil","Espírito Santo","Vale do Canaã","-40.6002998352051","-19.9356002807617",NA,NA,"US01904655","US01904655_01 US01904655_02","Santa Teresa",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"114","2020-09-12 05:00:02-03","US","US","3192281","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"W. Hoffmann","65","1984","5","7","South America - Neotropics","Brazil","Espírito Santo","Colínia das Irmãs","-40.6002998352051","-19.9356002807617",NA,NA,"US01904656","US01904656_01 US01904656_02","Santa Teresa","750",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"115","2019-11-13 11:25:24-03","USP","SPF","205762","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.","Anônimo","Goldenberg, R","1216","2008","07","22",NA,"Brasil","Espírito Santo","Reserva Biológica de Duas Bocas, Localidade de Alegre, trilha do Pau-Oco. Floresta Ombrófila Densa Montana.","-40.525","-20.267778",NA,NA,"SPF00205762",NA,"Cariacica","525","525",NA,NA,NA,NA,NA,NA,"-40.525","-20.267778",NA,NA,NA,NA,NA
"116","2019-10-07 09:34:17-03","UEFS","HUEFS","250503","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,"Baumgratz, J.F.A.","1548","2018","08","07",NA,"Brasil","Rio de Janeiro","Parque Estadual de Desengano. Zona de amortecimento do Parque Estadual de Desengano. Zona de amortecimento do Parque Estadual do Desengano, Morumbeca de Baixo. Na estrada Morumbeca de Baixo.","-41.960278","-21.984167",NA,"Floresta Ombrófila Densa.","HUEFS0250503",NA,"Santa Maria Madalena","452","452",NA,NA,NA,NA,NA,NA,"41W57'37''","21S59'3''",NA,NA,NA,"Rosanae",NA
"117","2019-09-04 19:29:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pubescens","Leandra pubescens",NA,NA,"H. W. Schott","1162",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"118","2019-09-04 19:29:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pubescens","Leandra pubescens tomentosa",NA,NA,"A. Glaziou","1268",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tomentosa",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"119","2019-09-04 19:15:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,NA,"C. Gaudichaud","726",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"120","2015-03-07 08:51:55-03","F","FMNH-SEEDPLANTS","V0133611F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0133611F","V0133611F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"121","2020-07-23 12:12:59-03","CEPLAC","CEPEC","130611","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,"M. Reginato","L. Daneu","19","2009","04","11",NA,"Brasil","Bahia","São Paulo de Viana. Estrada próximo ao Pesque e pague do Nenem.","-40.533333",NA,NA,NA,NA,NA,"viana",NA,NA,NA,NA,NA,NA,NA,NA,"40W32'","20S19'99",NA,NA,NA,NA,"30/01/2012"
"122","2020-07-23 12:12:59-03","CEPLAC","CEPEC","140946","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,"R. Goldenberg","Marinho, L.C.","751","2014","02","23",NA,"Brasil","Espírito Santo","Antiga Cachoeira do Country Club, trilha ao lado esquerdo da cachoeira.","-40.636389","-19.925",NA,"Tratado com álcool. Foto.",NA,NA,"SANTA TERESA",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'11","19S55'30",NA,NA,NA,NA,NA
"123","2020-07-23 12:12:59-03","CEPLAC","CEPEC","125584","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,"R. Goldenberg","R. Goldenberg","1216",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"-40.4199981689453","-20.2639007568359",NA,"<ll>dwc_commonname:</ll>",NA,NA,"cariacica",NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-07-23 12:12:59-03","CEPLAC","CEPEC","62577","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,"J. J. Wurdack","W. Boone","122","1984","05","08",NA,"Brasil","Espírito Santo","Vale do Canaã","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SANTA TERESA",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"125","2020-07-23 12:12:59-03","CEPLAC","CEPEC","125855","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,"R. Goldenberg","A. M. Amorim","7338","2008","05","04",NA,"Brasil","Espírito Santo",NA,"-40.4199981689453","-20.2639007568359",NA,"<ll>dwc_commonname:</ll>",NA,NA,"cariacica",NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-23 12:12:59-03","CEPLAC","CEPEC","125689","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora",NA,"R. Goldenberg","R. Goldenberg","1243",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"-40.5297012329102","-20.1005992889404",NA,"<ll>dwc_commonname:</ll>",NA,NA,"santa leopoldina",NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-01 15:04:02-03","UnB","UB","139760","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"Sugiayma, M","15528","1983","09","22","Southern America","Brasil","São Paulo","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,"Pétala branca ou rósea clara, filete e antera rosa.; Arbusto 3m.",NA,NA,"Jundiaí",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-05-06 11:59:30-03","UFU","HUFU","66841","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,"Sugiyama, M.; Chiea, S.C.","15528","1983","09","22",NA,"Brasil","São Paulo","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,"Arbusto 3 m de alt., pétala branca ou rósea clara, filete e antera rosa.","HUFU00061442","HUFU00061442","Jundiaí",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-08 10:00:09-03","UFU","HUFU","77638","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,"Baumgratz, J.F.A.; Nadruz, M.; Wangler, M.S.; Moutinho, M.R. & Freitas, M.C.P.","1548","2018","08","07",NA,"Brasil","Rio de Janeiro","Parque Estadual do Desengano, Zona de amortecimento do Parque Estadual do Desengano, Morumbeca de BaixoNa estrada Morumbeca de Baixo","-41.960278","-21.991667",NA,"Folhas verdes discolores, frutos jovens verdes e róseos, maduro vinosos. Altura 1.7 m. Arbusto; Frequente ao longo da margem da estrada de terra.","HUFU00075854",NA,"Santa Maria Madalena","452","452",NA,NA,NA,NA,NA,NA,"-41.960278","-21.991667",NA,NA,NA,NA,NA
"130","2020-08-20 20:40:04-03","UFSC","FLOR","43100","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Baumgratz, J.F.A.; Santos Filh","Baumgratz, J.F.A.; Neto, S.S.; Sylvestre, L.S.; Sommer, G.; Santos Filho, L.A.F.; Heiden, G. & Silva","995","2007","04","20",NA,"Brasil","Rio de Janeiro","Resrva Biológica do Tinguá, Caminho do Ouro (ou estrada do Comércio), antes do portão de acesso a Miguel Pereira.","-43.479167","-22.57",NA,"arbusto com ramos, pecíolos e raques cilíndricos, verdes; folhas verdes discolores, flor jovens verdes, 2m altura. Recebido de RB Nª 439725.","FLOR0043100",NA,"Miguel Pereira","500","500",NA,NA,NA,"2007",NA,NA,"43º28'45''W","22º34'12''S",NA,NA,NA,NA,NA
"131","2020-08-20 20:40:03-03","UFSC","FLOR","34218","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Souza, M.L.","Souza, M.L.; Baumgratz, J.F.A.; Leoni, L. & Lopes, I.L.","1450","1998","12","02",NA,"Brasil","Minas Gerais","Fazenda Santa Rita.","-42.0293998718262","-20.7331008911133",NA,"arbusto, 2m altura","FLOR0034218",NA,"Carangola",NA,NA,"21913","auto",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-08-22 15:02:38-03","CAS","CAS-BOT","335484","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","M. Reginato","Almeda, Frank; Fritsch, Peter Warren; Filho, J. L. M. Aranha; Belinello, R.","8864","2004","11",NA,"South America","Brazil","Minas Gerais","Serra do Caraça. Parque do Caraça along the trail to Pico Inficionado.","-43.4673805237","-20.1189250946",NA,"Shrub 2 m tall. Petals white to pale pink. Anthers pink. Occasional in forest shade.",NA,NA,NA,"1300","1500",NA,NA,NA,NA,NA,NA,"43°28'2.56W","20°7'8.12S",NA,NA,NA,"Magnoliopsida",NA
"133","2014-09-23 11:01:50-03","G","G-DC","G00316296","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","CAT.HERB.PRODR.","Gaudichaud-Beaupré, C.","726","1833",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00316296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,"ISOLECTOTYPUS of Clidemia strigilliflora Naudin",NA,NA,NA
"134","2019-11-21 10:09:54-03","IBt","SP","210495","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Souza, ML","Lopes, MA; Andrade, PM","218","1984","02","23",NA,"Brasil","Minas Gerais","Estação Biológica de Caratinga, Mata Atlantica",NA,NA,NA,NA,NA,NA,"Matão",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:09:54-03","IBt","SP","244538","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Reginato, M","Leoni, LS; Leoni, AM","s.n.","1989","02","04",NA,"Brasil","Minas Gerais","Fazenda Sta Rita. Mata de encosta. Cresce ao lado de um manancial hídrico","-42.033333","-20.766667",NA,NA,NA,NA,"Carangola","600","600",NA,NA,NA,"2013","01",NA,"-42.033333","-20.766667",NA,NA,NA,NA,NA
"136","2019-11-21 10:09:54-03","IBt","SP","210265","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Souza, MLD; Baumgratz, JF","Kirizawa, M","1694","1986","06","25",NA,"Brasil","São Paulo","Mata atlântica da cachoeira do Macaco, contígua à Estação Experimental de Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Ubatuba",NA,NA,"34265","auto",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2014-09-23 10:58:41-03","G","G","G00353638","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Martin, C. & G. Cremers","Gaudichaud-Beaupré, C.","726","1833",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00353638",NA,NA,NA,NA,NA,NA,NA,"2005","01","01","-42.9125","-22.48222222",NA,"ISOLECTOTYPUS of Clidemia strigilliflora Naudin",NA,NA,NA
"138","2014-09-23 10:58:41-03","G","G","G00353639","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora var. oblongifolia","Cogn.","CAT.HERB.PRODR.","Vauthier, A.-C.","44",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00353639",NA,NA,NA,NA,NA,NA,"var. oblongifolia","2012","01","01","-42.9125","-22.48222222",NA,"ISOSYNTYPUS of Leandra strigilliflora var. oblongifolia Cogn.",NA,NA,NA
"139","2014-09-23 10:58:41-03","G","G","G00353639","S","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora var. oblongifolia","Cogn.","CAT.HERB.PRODR.","Vauthier, A.-C.","44",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00353639",NA,NA,NA,NA,NA,NA,"var. oblongifolia","2012","01","01","-42.9125","-22.48222222",NA,"ISOSYNTYPUS of Leandra strigilliflora var. oblongifolia Cogn.",NA,NA,NA
