"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"532","2008-05-27 22:02:00-03","MO","MOBOT","954765","PreservedSpecimen","Plantae","Solanaceae","Acnistus","mollis","Acnistus mollis","Dammer",NA,"Émile Hassler","Hassler 2136",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2008-05-27 22:02:00-03","MO","MOBOT","468133","PreservedSpecimen","Plantae","Solanaceae","Acnistus","parviflorus","Acnistus parviflorus","Griseb.",NA,"P.G. Lorentz","Lorentz 292",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"534","2011-06-27 08:42:00-03","MO","MOBOT","468153","PreservedSpecimen","Plantae","Solanaceae","Acnistus","sellowi","Acnistus sellowi","Dammer",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"535","2011-06-27 08:42:00-03","MO","MOBOT","468183","PreservedSpecimen","Plantae","Solanaceae","Acnistus","spinescens","Acnistus spinescens","(Sendtn.) Dammer",NA,"F. Sellow","Sellow 21","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"536","2020-05-30 04:37:00-03","MO","MOBOT","468193","PreservedSpecimen","Plantae","Solanaceae","Acnistus","ulei","Acnistus ulei","Dammer",NA,"Ernst Üle","Üle 1010",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"537","2008-05-27 22:02:00-03","MO","MOBOT","3343173","PreservedSpecimen","Plantae","Solanaceae","Dunalia","breviflora","Dunalia breviflora glabrata","(Sendtn.) Sleumer","Foster's 1958 catalog notes file","Henry H. Rusby","Rusby 993",NA,NA,NA,"Bolivia","Cochabamba",NA,"-66.15","-17.38333",NA,NA,NA,NA,NA,NA,NA,"Cochabamba",NA,NA,NA,"South America",NA,NA,NA,NA,"glabrata","Type",NA,NA,NA,NA,NA,NA,NA,NA
"538","2011-06-17 17:02:00-03","MO","MOBOT","3359048","PreservedSpecimen","Plantae","Solanaceae","Dunalia","breviflora","Dunalia breviflora glabrata","(Sendtn.) Sleumer","Foster's 1958 catalog notes file","José Steinbach","Steinbach G. 1627",NA,NA,NA,"Bolivia","Tarija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Pilcomayo, Villamontes",NA,NA,NA,"South America",NA,NA,NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2011-06-17 17:02:00-03","MO","MOBOT","3370739","PreservedSpecimen","Plantae","Solanaceae","Dunalia","breviflora","Dunalia breviflora glabrata","(Sendtn.) Sleumer","Foster's 1958 catalog notes file","José Steinbach","Steinbach G. 6041","1921","12","21","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerro de Alto Mairana",NA,"2300.00000000",NA,"South America",NA,NA,NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2011-06-17 17:02:00-03","MO","MOBOT","3359050","PreservedSpecimen","Plantae","Solanaceae","Dunalia","breviflora","Dunalia breviflora glabrata","(Sendtn.) Sleumer","Foster's 1958 catalog notes file","José Steinbach","Steinbach G. 1666",NA,NA,NA,"Bolivia","Tarija",NA,"-63.683333","-22.033333",NA,NA,NA,NA,NA,NA,NA,"Yacuiba",NA,"450.00000000",NA,"South America",NA,NA,NA,NA,"glabrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2012-04-09 09:25:00-03","MO","MOBOT","3002764","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Elena Schwindt","Schwindt 2331","1949",NA,NA,"Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delicia (Centro)",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2009-06-08 16:34:00-03","MO","MOBOT","100161956","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Juan H. Hunziker|Juan C. Gamerro|V.T. Dudas","Hunziker 12695","1994","4","21","Bolivia","Tarija","Arce",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21 km al S de Padcaya.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"543","2010-09-28 10:39:00-03","MO","MOBOT","100305978","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","! S.D. Smith","Ludwig Riedel","Riedel 1469","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"544","2016-11-15 05:15:00-02","MO","MOBOT","100306036","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","S.D. Smith","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 15374","1969","5","1","Argentina","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrientes.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"545","2016-03-25 06:58:00-03","MO","MOBOT","100312168","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","S.D. Smith (DUKE)","Christopher Davidson","Davidson 3830","1975","12","8","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ca. 73 m km W of Samaipata on Carretera Fundamental 4.",NA,"1310.64000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"546","2017-01-18 16:22:00-02","MO","MOBOT","100345425","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2767","2011","1","18","Bolivia","Santa Cruz","Vallegrande","-64.4105556","-18.3033333",NA,NA,NA,NA,NA,NA,NA,"Camino hacia la localidad de Arenales (Río Mizque).",NA,"1934.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-5",NA
"547","2017-01-18 16:21:00-02","MO","MOBOT","100346635","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2875","2011","1","21","Bolivia","Santa Cruz","Vallegrande","-64.2686111","-18.6997222",NA,NA,NA,NA,NA,NA,NA,"Camino del Puente Santa Rosa a Pucará.",NA,"1655.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-12",NA
"548","2011-03-26 10:11:00-03","MO","MOBOT","100347272","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","S.D. Smith","Maria M. Arbo|Sara G. Tressens|Aurelio Schinini|M. Silvia Ferrucci","Arbo 1980","1978","11","16","Paraguay","Itapúa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arroyo San Rafael, Ruta 1, 15 km SE de General Delgado.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"549","2012-03-07 14:59:00-03","MO","MOBOT","100386857","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY), 2011","Luzmila Arroyo P.|G.A. Parada|M. Betancur|M. Huanca","Arroyo Padilla 5253","2011","3","4","Bolivia","Santa Cruz","Vallegrande","-64.1894444","-18.4319445",NA,NA,NA,NA,NA,NA,NA,"Entre el Bello y San Gerónimo, alrededores de una quebrada.",NA,"1780.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-5",NA
"550","2017-01-25 12:09:00-02","MO","MOBOT","100392168","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (MO)","Luzmila Arroyo P.|G.A. Parada|M. Betancur|M. Huanca","Arroyo Padilla 5389","2011","3","5","Bolivia","Santa Cruz","Vallegrande","-64.1997222","-18.4858333",NA,NA,NA,NA,NA,NA,NA,"Comunidad el Palmar, entre El Rodeo y El Pujio.",NA,"2026.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-9",NA
"551","2020-05-27 04:38:00-03","MO","MOBOT","100441354","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee, 2010","Michael H. Nee|Moises Mendoza","Nee 57440","2010","12","30","Bolivia","Santa Cruz","Vallegrande","-64.1463889","-18.4494444",NA,NA,NA,NA,NA,NA,NA,"5.9 km (by air) NW of central plaza of Vallegrande, narrow valley, almost a gorge, of the Río La Ciénaga.",NA,"1910.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10-5",NA
"552","2017-01-18 16:24:00-02","MO","MOBOT","100485900","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee","Luzmila Arroyo P.|Y. Inturias|G.A. Parada|M. Betancur|M. Huanca|H. Fernandez|C. Roth|M.T. Martinez","Arroyo Padilla 6535","2012","3","29","Bolivia","Santa Cruz","Vallegrande","-64.0730556","-18.2975",NA,NA,NA,NA,NA,NA,NA,"5k al Oeste de la Comunidad Alto Padilla.",NA,"1901.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12-13",NA
"553","2013-10-15 09:20:00-03","MO","MOBOT","100516348","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","E. Cervantes|E. Portal|Jeaneth Villalobos","Cervantes 239","2006","1","11","Bolivia","Chuquisaca","Sud Cinti","-64.2291667","-21.145",NA,NA,NA,NA,NA,NA,NA,"Municipio Culpina, Trayecto desde La Escuelita de Cañón Verde.",NA,"851.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"554","2012-09-06 17:02:00-03","MO","MOBOT","100518704","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","R. Lozano (HSB)","E. Cervantes|Jeaneth Villalobos","Cervantes 273","2006","1","13","Bolivia","Tarija","O'Connor","-64.2469444","-21.1630556",NA,NA,NA,NA,NA,NA,NA,"Municipio de Entre Ríos, trayecto de San Josesito hacia el cantón Pescado.",NA,"1077.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"555","2015-06-23 08:58:00-03","MO","MOBOT","100523614","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","R. Lozano","E. Portal|D. Villalobos|L. Villalobos","Portal 908","2008","12","23","Bolivia","Chuquisaca","Belisario Boeto","-64.2294445","-19.1313889",NA,NA,NA,NA,NA,NA,NA,"Municipio de Villa Serrano, Comunidad de Pampas del Tigre. Comunidad Chapas.",NA,NA,"1684.00000000","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"556","2014-05-16 12:26:00-03","MO","MOBOT","100537578","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","Ariel Lliully|Reinaldo Lozano|O. Apaza","Lliully 1052","2007","10","15","Bolivia","Tarija","Gran Chaco","-63.6912222","-21.6629444",NA,NA,NA,NA,NA,NA,NA,"Municipio de Carapari, P.N. y Área de Manejo Integrado de la Serranía de Aguarague. Alrededores de la comunidad de Saladillo.",NA,"980.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"557","2020-05-27 04:38:00-03","MO","MOBOT","100540662","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee, 2011","Michael H. Nee|Moises Mendoza","Nee 57476","2011","1","1","Bolivia","Santa Cruz","Vallegrande","-64.2116667","-18.3397222",NA,NA,NA,NA,NA,NA,NA,"Prov. Vallegrande, 6.3 km. (by road) on the gravel road toward Moro Moro from the highway in the Trigal/Muyurina valley.",NA,"1875.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"558","2020-05-27 04:38:00-03","MO","MOBOT","100541052","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee, 2011","Michael H. Nee|Moises Mendoza","Nee 57552","2011","1","2","Bolivia","Santa Cruz","Vallegrande","-64.2577778","-18.4311111",NA,NA,NA,NA,NA,NA,NA,"Prov. Vallegrande, along dirt road to Pampa Negra in the Río Mizque valley, 2.5 km (by air) and ca. 5 km by road SW of junction with the Vallegrande–Lagunilla and Moro Moro road.",NA,"2070.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"559","2013-09-11 11:38:00-03","MO","MOBOT","100628175","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Serrano (HSB)","Martha Serrano|I. Llanos|Jeaneth Villalobos","Serrano 4131","2003","3","23","Bolivia","Chuquisaca","Luis Calvo","-63.8952611","-19.5673389",NA,NA,NA,NA,NA,NA,NA,"Parque Nacional y Area de Manejo Integrado (Serranía del Iñao. Comunidad Ticucha. Serranías intermedias de la Serranía del Iñao. Pendiente media 40% de inclinación. Entre los rios Jarca Mayu Chico y Grande.",NA,"1450.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"560","2014-02-11 11:32:00-02","MO","MOBOT","100670975","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Serrano","Martha Serrano|I. Llanos|et al.","Serrano 4172","2003","4","5","Bolivia","Chuquisaca","Luis Calvo","-63.8788889","-19.5797223",NA,NA,NA,NA,NA,NA,NA,"Parque Nacional y Area de Manejo Integrado Serranía del Iñao. Comunidad Ticucha. Subiendo aguas arriba la quebrada que desemboca en el Río Jarca Mayu Grande. Trayecto al alto Iñao, en deirección al primer campamento.",NA,"1307.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"561","2014-10-31 14:49:00-02","MO","MOBOT","100708879","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","Isabel Basualdo|Elsa M. Zardini|M. Ortiz","Basualdo 1413","1988","1","20","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tororó Subida del Cerro Aeaté.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"562","2014-05-28 09:51:00-03","MO","MOBOT","100709921","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Lidia Pérez de Molas","Pérez de Molas 508","1985","3","14","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n.v.: ju'a. Nueva Italia. Compañia Jukyty.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"563","2015-05-19 15:13:00-03","MO","MOBOT","100724672","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee (MO)","Nélida S. Troncoso|A.D. Rotman|Silvia M. Botta","Troncoso 1847","1977","11","22","Argentina","La Rioja","Arauco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebrada de La Seliba (Sierra de Ambato).",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"564","2018-08-03 09:11:00-03","MO","MOBOT","100987806","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","Jean Louis De Sloover","De Sloover 266","1975","2","28","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A 62 km de Ryube et á 29 km de Villa Montes. Sur un petit affluant du Rio Machareti.",NA,"730.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"565","2018-08-03 09:10:00-03","MO","MOBOT","100987808","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","Jean Louis De Sloover","De Sloover 290","1975","1","12","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entre Rios 4 Km en aval de la localisur le Rio Salinas, affl. du Rio Tarijo.",NA,"1200.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"566","2017-09-21 18:52:00-03","MO","MOBOT","100997991","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","F. Chiarini","Franco E. Chiarini|Gregory A. Wahlert","Chiarini 835","2012","2","29","Argentina","Corrientes","Goya","-59.2825","-29.1519444",NA,NA,NA,NA,NA,NA,NA,"Rumbo al puerto Goya.",NA,"44.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"567","2018-04-09 14:04:00-03","MO","MOBOT","101038735","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","Michael H. Nee","Nee 58601","2011","12","19","Bolivia","Santa Cruz","Vallegrande","-64.1877777","-18.4452777",NA,NA,NA,NA,NA,NA,NA,"9.8 km NW of central plaza of Vallegrande.",NA,"1775.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"568","2018-04-09 15:01:00-03","MO","MOBOT","101038764","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","Michael H. Nee","Nee 58735","2011","12","22","Bolivia","Santa Cruz","Vallegrande","-64.2275","-18.3322223",NA,NA,NA,NA,NA,NA,NA,"1.9 km from turnoff from the Trigal-Moro Moro road, on gravel road to Ariruma.",NA,"1830.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"569","2019-03-15 08:57:00-03","MO","MOBOT","101114248","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","L. Zavala-Gallo","Fernando O. Zuloaga|M.V. Nicola|S. Nomdedeu|A.A. Suarez|A.C. Godoy","Zuloaga 13636","2012","1","19","Argentina","Salta","Grl. José de San Martín","-63.895","-22.2177778",NA,NA,NA,NA,NA,NA,NA,"De Ruta 34 a Acambuco. A 37 km de Ruta Nac. 34.",NA,"915.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"570","2008-05-27 22:02:00-03","MO","MOBOT","1068906","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 43802","1995","11","27","Paraguay","Alto Paraná",NA,"-54.80472","-25.63194",NA,NA,NA,NA,NA,NA,NA,"Estancia Río Bonito: Forest II (around Río Bonito on eastern side of property). Tall forest on red sandy soil.",NA,"240.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1033",NA
"571","2008-05-27 22:02:00-03","MO","MOBOT","1072068","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee (NY)","Elsa M. Zardini|M. Vera","Zardini 43903","1995","11","28","Paraguay","Alto Paraná",NA,"-54.81388","-25.63027",NA,NA,NA,NA,NA,NA,NA,"Estancia Río Bonito: forest III (center of property). Tall forest on red sandy soil.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1035",NA
"572","2008-05-27 22:02:00-03","MO","MOBOT","1125810","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M.Nee (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 44626","1996","2","27","Paraguay","Alto Paraná",NA,"-54.80472","-25.63194",NA,NA,NA,NA,NA,NA,NA,"Estancia Río Bonito. Forest II around Río Bonito. Tall forest.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1052",NA
"573","2008-05-27 22:02:00-03","MO","MOBOT","1204886","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Nélida Soria","Soria Rey 2663","1988","11","13","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Tororo; Prop. de Raul Alvarenga.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2008-05-27 22:02:00-03","MO","MOBOT","1205173","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Nélida Soria","Soria Rey 1429","1987","5","6","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerro Acahoy.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","2008-05-27 22:02:00-03","MO","MOBOT","1205178","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Reinilda Duré|Lidia Pérez de Molas","Duré Rodas 234","1983","6","10","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caacupé, Instituto Agronómica Nacional.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2008-05-27 22:02:00-03","MO","MOBOT","1205188","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee","F. Javier Fernández Casas|J. Molero","Fernández Casas 3621","1980","9","15","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Nacional de Ybycuí, cerca de la entrada, en prados soleados.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2008-05-27 22:02:00-03","MO","MOBOT","1205190","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Rosa Degen","Degen 201","1987","6","10","Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yla Valle.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","2008-05-27 22:02:00-03","MO","MOBOT","1205309","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Nélida Soria","Soria Rey 2904","1988","12","12","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Cerro Acati.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","2008-05-27 22:02:00-03","MO","MOBOT","1205315","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Rosa Degen","Degen 1090","1988","12","11","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Tororo. Cerro mymy.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2008-05-27 22:02:00-03","MO","MOBOT","1205316","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Rosa Degen","Degen 1054","1988","12","10","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Tororo. Prop. filia. Fernandez.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2008-05-27 22:02:00-03","MO","MOBOT","1205318","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Rosa Degen","Degen 1080","1988","12","10","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Tororo. Prop. flia. Fernandez.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2008-05-27 22:02:00-03","MO","MOBOT","1205322","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Nélida Soria","Soria Rey 2986","1988","12","16","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Cerro Mumuy.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2008-05-27 22:02:00-03","MO","MOBOT","1205337","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","M. Nee (NY)","Itaipú Binacional","Binacional 280","1979","3","29","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rva. Itabó.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
