"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","fieldNumber","typeStatus"
"18","2021-04-05 14:34:09-03","UNESC","CRI","2894","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz","1979","Reitz; Klein","16.373","1963","12","28","Brasil","Paraná","Catanduvas","-53.156944","-25.203611","53º9'25''W","25º12'13''S","CRI009905","CRI009905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:26:06-03","UNESC","CRI","14211","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","Korte, A","2010","Korte, A.; Kniess, A.","1207","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","-49.321111","-27.631389","49º19'16''W","27º37'53''S","CRI013377","CRI013377","Rio das Demoras. Rio das Demoras.","942","942","Florística IFFSC 311 (Arvoreta) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; flor creme","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:09-03","UNESC","CRI","2909","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz","1980","R. M. Klein","4.517","1963","11","01","Brasil","Santa Catarina","Lages","-50.326389","-27.816389","50º19'35''W","27º48'59''S","CRI009910","CRI009910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:09-03","UNESC","CRI","2890","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz","1979","Reitz; Klein","17.702","1965","12","15","Brasil","Paraná","Guarapuava","-51.458333","-25.395833","51º27'30''W","25º23'45''S","CRI009916","CRI009916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:11-03","UNESC","CRI","6645","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz","1979","R. M. Klein","3.188","1962","12","05","Brasil","Santa Catarina","Lages","-50.326389","-27.816389","50º19'35''W","27º48'59''S","CRI009920","CRI009920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:34:09-03","UNESC","CRI","3812","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","Marcos Sobral",NA,"Z. P. Toapnoti","38","1995","09","10","Brasil","Santa Catarina","Nova Veneza","-49.498056","-28.637222","49º29'53''W","28º38'14''S","CRI009924","CRI009924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:34:09-03","UNESC","CRI","2897","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz","1979","Reitz; Klein","11.471","1962","01","04","Brasil","Santa Catarina","Itaiópolis","-49.904722","-26.3425","49º54'17''W","26º20'33''S","CRI009919","CRI009919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:34:11-03","UNESC","CRI","8538","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","M. Verdi","2008","M. Verdi; B. Grosch e G. Klemz","1105","2008","11","28","Brasil","Santa Catarina","Concórdia","-52.0275","-27.233056","52º1'39''W","27º13'59''S","CRI009930","CRI009930",NA,NA,NA,NA,"11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:34:09-03","UNESC","CRI","5060","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","Marcos Sobral",NA,"Vanilde Citadini-Zanette","2213","1996","11","04","Brasil","Santa Catarina","Lauro Muller","-49.396944","-28.393333","49º23'49''W","28º23'36''S","CRI009925","CRI009925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:34:11-03","UNESC","CRI","7507","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","Jader Lima Pereira","2006","Cristiane Krug",NA,"2006","10","20","Brasil","Santa Catarina","Porto União","-51.078611","-26.238611","51º4'43''W","26º14'19''S","CRI009927","CRI009927",NA,NA,NA,NA,"10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:34:09-03","UNESC","CRI","2910","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz","1980","R. M. Klein","4.270","1963","10","30","Brasil","Santa Catarina","Lacerdópolis","-51.556111","-27.260556","51º33'22''W","27º15'38''S","CRI009909","CRI009909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","685947","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","G. V. Somner",NA,"O. Handro","141","1949","11","20","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00685947","NY00685947_01","São Paulo, capital, nativa no Jardim Botânico.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822682' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00448218","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","I. Cordeiro",NA,"I. Cordeiro","1059","1992","11","22","Brazil","Mato Grosso do Sul","Santa Rita do Pardo","-52.8306","-21.3031",NA,NA,"NY00448218","NY00448218_01","Bataquaçu, estrada entre Bataquaçu e Brasilândia, Fazenda Santa Encarnaçao.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28775' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","448231","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","J. R. Pirani",NA,"J. R. Pirani","2791","1993","05","10","Brazil","Espírito Santo","Serra","-40.201657","-20.19726",NA,NA,"NY00448231","NY00448231_01","Estrada Vitória - Jacaraípe. Manguinhos.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","448235","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"R. Reitz","17702","1965","07","15","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,"NY00448235","NY00448235_01","Rio Cavernoso.","800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28768' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","448215","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"M. Sobral","4502","1985","12",NA,"Brazil","Rio Grande do Sul","Agudo","-53.24","-29.6456",NA,NA,"NY00448215","NY00448215_01","Cerro Agudo, Agudo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28762' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","448224","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","K. U. Kramer",NA,"J. C. Lindeman","2824","1966","11","04","Brazil","Paraná","Cantagalo","-52.127432","-25.378203",NA,NA,"NY00448224","NY00448224_01","Vic. of Cantagalo, 30 km E of Laranjeiras do Sul.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28789' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","448209","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","R. Reitz",NA,"L. B. Smith","13095","1964","11","09","Brazil","Santa Catarina","Chapecó","-52.62","-27.1",NA,NA,"NY00448209","NY00448209_01","Seminário Diocesiano, west of Chapecó.","350","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28771' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","448230","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","P. K. H. Dusén",NA,"P. K. H. Dusén","s.n.","1910","10","21","Brazil","Paraná","Paranaguá","-48.631716","-25.548936",NA,NA,"NY00448230","NY00448230_01","Alexandra",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28754' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","448219","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"L. Riedel","s.n.","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00448219","NY00448219_01","Brasilia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28763' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","448213","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"J. E. Leite","188","1940",NA,NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,"NY00448213","NY00448213_01","Vicinity of Sao Leopoldo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","448202","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","P. Acevedo-Rodríguez",NA,"N. L. de Menezes","SPF20971","1980","07","18","Brazil","Minas Gerais","Diamantina","-43.6003","-18.2494",NA,NA,"NY00448202","NY00448202_01","Estrada para Conselheiro Mata. Km 185. No alto de morro.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28774' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","448208","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","L. B. Smith",NA,"L. B. Smith","8812","1956","12","19","Brazil","Santa Catarina","Pôrto Uniao","-51.0781","-26.2383",NA,NA,"NY00448208","NY00448208_01","Bank of RIo Iguaçu east of Pôrto Uniao.","450","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28786' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","448222","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"G. G. Hatschbach","15163","1966","10","20","Brazil","Paraná","Mangueirinha","-52.1756","-25.9411",NA,NA,"NY00448222","NY00448222_01","Morro verde.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28764' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","448221","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","L. B. Smith; S. F. Smith",NA,"G. G. Hatschbach","12881","1965","10","09","Brazil","Paraná","Tibagi","-50.4133","-24.5094",NA,NA,"NY00448221","NY00448221_01","Fda. Rancho Queimado.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28756' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","448228","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","L. A. T. Radlkofer",NA,"P. K. H. Dusén","7363","1908","12","12","Brazil","Paraná","Contenda","-49.5344","-25.6758",NA,NA,"NY00448228","NY00448228_01","Serrinha.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28757' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","448205","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"I. Mimura","475","1962","07","27","Brazil","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00448205","NY00448205_01","Uma área disjuntiva de cerrado, de várias centenas de km, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6.5 km ao SW (ao longo da Rodovia Pres. Dutra) da saida para Sao José dos Campos, 100-500 m ao lado SE da rodovia. Cerrado quase-fechado, de arbustos e arvores pequenas. O trecho mais para o oeste ainda existente do cerrado de Sao José dos Campos.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28760' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","448226","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"P. K. H. Dusén","15980","1914","11","14","Brazil","Paraná","Ponta Grossa","-50.1617","-25.095",NA,NA,"NY00448226","NY00448226_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28765' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","448227","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","T. D. Pennington",NA,"P. K. H. Dusén","15878","1914","11","27","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,"NY00448227","NY00448227_01","Jaguariahyva.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28766' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","448212","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","B. Rambo",NA,"E. Henz","35440","1946","11","17","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,"NY00448212","NY00448212_01","Sao Leopoldo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28776' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","448214","PreservedSpecimen","Plantae","Sapindaceae","Matayba","elaeagnoides","Matayba elaeagnoides","Radlk.","M. Sobral",NA,"M. Sobral","5949","1988","11",NA,"Brazil","Rio Grande do Sul",NA,"-53.57","-29.53",NA,NA,"NY00448214","NY00448214_01","Porto Alegre, Cerro Comprido, Faxinal do Soturno.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28753' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
