"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount"
"11","2015-07-02 14:00:36-03","JBP","HPL","7269","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","H. Lorenzi","H. Lorenzi","5012","2004","10","19",NA,"Brasil","PR","Antonina","Coletado nas proximidades do município de Antonina.","-48.7119","-25.4286",NA,NA,NA,NA,NA,NA,"2010","03","15","38300","auto",NA,NA,NA,NA,NA
"12","2019-08-20 09:59:05-03","UNICAMP","UEC","134924","S","Plantae","Liliopsida",NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J.Hend.","Bernacci, LC","Urbanetz, C; Domingos; Lelo; Lindenberg, MF","61","2003","07","09",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha do jacaré.","-47.9199981689453","-25.0100002288818",NA,"Palmeira de 3 m, conhecida como Brejaúva mirim, com frutos comestíveis.",NA,NA,NA,NA,"2004","05",NA,"37574","auto",NA,NA,NA,NA,NA
"13","2019-08-20 09:59:05-03","UNICAMP","UEC","133904","S","Plantae","Liliopsida",NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J.Hend.","Bernacci, LC","Urbanetz, C; Domingos; Lelo; Lindenberg, MF","61","2003","07","09",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha do jacaré.","-47.9199981689453","-25.0100002288818",NA,"Palmeira de 3 m, conhecida como Brejaúva mirim, com frutos comestíveis.","UEC001297","UEC001297",NA,NA,"2004","05",NA,"37574","auto",NA,NA,NA,NA,NA
"14","2020-12-21 16:13:31-03","MBM","MBM","409670","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J. Hend.","Völtz, R.R.","Völtz, R.R.","1279","2017","06","03","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2925","-25.158889",NA,"Palmeira 1,7 m alt., armada com espinhos enegrecidos; fronde com 1,3 x 0,5 m: frutos verdes; floresta de topo de morro.; Floresta Ombrófila Densa Submontana","MBM409670","MBM409670 MBM409670_1","320","320","2017","06","03",NA,NA,"-48.2925","-25.158889",NA,NA,NA
"15","2020-12-21 16:13:31-03","MBM","MBM","3626","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J. Hend.",NA,"Hatschbach, G.","16509","1967","06","02","Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,"Estipe 2,50 m, 5 cm diâmetro, coberto de espinhos nos nós. Folhas 1,50 m compr.; Interior da mata pluvial sombria. Encosta de morro.","MBM003626","MBM003626","100","100",NA,NA,NA,"37295","auto",NA,NA,"PARATYPE",NA,NA
"16","2020-12-21 16:13:31-03","MBM","MBM","27157","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J. Hend.","Brotto, M.L.","Hatschbach, G.","32203","1973","07","06","Southern America","Brazil","Paraná","Paranaguá","Morro do Inglês","-48.5092010498047","-25.5200004577637",NA,"Palmeira delgada, até 4m alt.; Mata pluvial encosta de morro.","MBM027157","MBM027157",NA,NA,"2020","01","20","24916","auto",NA,NA,NA,NA,NA
"17","2009-07-09 17:05:00-03","MO","MOBOT","2456809","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J. Hend.",NA,"Gert G. Hatschbach","Hatschbach 38105","1976","2","18","South America","Brazil","Paraná",NA,"Morro do Ingles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","23296",NA,"Plantae",NA,NA,"Palmae","Bactris","hatschbachii","Bactris hatschbachii","Noblick",NA,"H. Q. Boudet Fernandes; et al","3233","1997","07","26",NA,"Brasil","São Paulo","Sete Barras","Bacia do rio Saibadela, Parque Estadual Intervales. Ca. 24º16'S, 48º02'W Gr. Altitude ca. 500 m/s.m. Trilha da Serra da Mina; quase no alto da serra divisora dos rios Forquilha e Saibadela","-48.033333","-24.266667",NA,"Arbustiva, cespitosa, até 4m. Estipe 2,5m X 3cm; entrenós 5-7cm. Folhas: 5-10 contemporâmeas; bainha 33-40 cm; pecíolo 26 cm; rauqe 129-145 cm; folíolos, 32-37 pares, fracamente agrupados (8 no centro), o mediano 40-45 X 2-2,4 cm. Infl","MBML023296",NA,NA,NA,NA,NA,NA,NA,NA,"48W2'","24S16'",NA,NA,NA
"19","2020-07-22 20:15:30-03","MBML","MBML-HERBARIO","7611",NA,"Plantae",NA,NA,"Palmae","Bactris","hatschbachii","Bactris hatschbachii","Noblick",NA,"H. Q. Boudet Fernandes; et al","3224","1997","07","24",NA,"Brasil","São Paulo","Cananéia","Ilha de Cananéia. Estrada vicinal da Aroeira (Barranco Alto) Mata de restinga arbórea (12-15 m de dossel); com muitos musgos e líquens sobre o solo; no interior da ilha. Associada a Astrocaryum aculeatissimum, Geonoma shottiana","-47.916667","-24.966667",NA,"Arbustiva, 15 cespitosa, aparentemente solitária, devido aos rebrotos distantes 20-60 cm entre si. Estipe 1.7-2m x 2.5-3.5 cm. Folhas 6-7 por estipe; bainha 39cm; pecíolo 20-23 cm; raque 161-163 cm; folíolos quase regularmente arranjad","MBML007611",NA,NA,NA,NA,NA,NA,NA,NA,"47W55'","24S58'",NA,NA,NA
"20","2020-07-22 20:15:30-03","MBML","MBML-HERBARIO","7618",NA,"Plantae",NA,NA,"Palmae","Bactris","hatschbachii","Bactris hatschbachii","Noblick",NA,"H. Q. Boudet Fernandes; et al","3223","1997","07","24",NA,"Brasil","São Paulo","Cananéia","Ilha de Cananéia. Estrada vicinal da Aroeira (Barranco Alto) Mata de restinga no interior da ilha","-47.916667","-24.966667",NA,"Arbustiva, cespitosa, 3.5m de altura. Estipe 1.8m x 3cm, parcialmente encoberto por restos de folhas. Folhas: pecíolo 15cm; raque 1.55; folíolos, 38-40 pares, o mediano 45 x 2cm, brancacentos inferiormente. Profilo glabro 11cm; bráctea","MBML007618",NA,NA,NA,NA,NA,NA,NA,NA,"47W55'","24S58'",NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","3170248","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Bactris","hatschbachii","Bactris hatschbachii",NA,NA,"G. Hatschbach","16509","1967","6","2","South America","Brazil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"US00163403","US00163403_01",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,"Monocotyledonae","1"
"22","2020-10-15 09:53:48-03","UFPR","EFC","15124","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J.Hend.","Völtz, R.R.","Völtz, R.R. et al.","916","2016","07","25",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2939","-25.1578",NA,"Palmeira 2,5 m alt., armada; folhas com pecíolo armado, espinhos enegrecidos, lâmina 1,7 X 0,5 m, armada, espata marron, espinescente; frutos verdes, com tricomas amarronzados; interior da floresta de encosta __COMMOM_NAME__: Brejau-mir","EFC015124",NA,"250","250","2016","07","25",NA,NA,"-48.2939","-25.1578",NA,NA,NA
"23","2019-01-25 15:38:26-02","IAC","IAC","44345","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick ex A.J.Hend.","L.C. Bernacci & R. Messiana","L.C. Bernacci & R. Messiana","3710","2004","04","22",NA,"Brasil","São Paulo","Ubatuba","Trilha da Vargem Grande, vizinho a Estação do IAC","-45.0711","-23.4339",NA,"Nome popular: tucum-do-cerro",NA,NA,NA,NA,"2004","04","22",NA,NA,"-45.0711","-23.4339",NA,NA,NA
"24","2019-11-21 09:59:27-03","IBt","SP","315937","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R","3224","1997","07","24",NA,"Brasil","São Paulo","Cananéia","Ilha de Cananéia. Estrada vicinal da Aroeira (Barranco Alto) Mata de restinga arbórea (12-15 m de dossel); com muitos musgos e líquens sobre o solo; no interior da ilha. Associada a <em>Astrocaryum aculeatissimum</em>, <em>Geonoma shottiana</em>, <","-47.916667","-24.966667",NA,"Arbustiva, 15 cespitosa, aparentemente solitária devido aos rebrotos distantes 20-60 cm entre si. Estipe 1,7-2 m x 2,5-3,5 cm. Folhas 6-7 por estipe; bainha 39 cm; pecíolo 20-23 cm; raque 161-163 cm; folíolos quase regularmente arranjados, inseridos",NA,NA,"10","10",NA,NA,NA,NA,NA,"-47.916667","-24.966667",NA,NA,NA
"25","2019-11-21 09:59:27-03","IBt","SP","316608","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick",NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R","3223","1997","07","24",NA,"Brasil","São Paulo","Cananéia","Ilha de Cananéia. Estrada vicinal da Aroeira (Barranco Alto) Mata de restinga no interior da ilha","-47.916667","-24.966667",NA,"Arbustiva, cespitosa, 3,5 m de altura. Estipe 1,8 m x 3 cm, parcialmente encoberto por restos de folhas. Folha: pecíolo 15 cm; raque 1,55; folíolos, 38-40 pares, o mediano 45 x 2 cm, brancacentos inferiormente. Profilo glabro 11 cm; bráctea peduncula",NA,NA,"10","10",NA,NA,NA,NA,NA,"-47.916667","-24.966667",NA,NA,NA
"26","2019-11-21 09:59:27-03","IBt","SP","254419","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002758","SP002758",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"27","2019-11-21 09:59:27-03","IBt","SP","254419a","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002759","SP002759",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"28","2019-11-21 09:59:27-03","IBt","SP","254419b","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002761","SP002761",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"29","2019-11-21 09:59:27-03","IBt","SP","254419c","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002760","SP002760",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"30","2019-11-21 09:59:27-03","IBt","SP","254419d","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002762","SP002762",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"31","2019-11-21 09:59:27-03","IBt","SP","254419e","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002763","SP002763",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"32","2019-11-21 09:59:27-03","IBt","SP","254419f","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Rossi, L; Nicolau, SA; Chu, EP; Yamamoto, MMA","1065","1992","07","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,"Estipe 4,0m alt., caule aculeado na região das bainhas velhas, nós pouco marcados, folhas com pecíolo bainha raque aculeadas atingindo 1,60m compr., inflorescência originando-se entre as folhas espata espinescente, frutos imaturos verde","SP002764","SP002764",NA,NA,"2000",NA,NA,"55628","auto",NA,NA,"Paratype",NA,NA
"33","2019-11-21 09:59:27-03","IBt","SP","272566","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1091","1994","06","23",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando, mata pluvial Tropical de Encosta","-46.9900016784668","-24.3199996948242",NA,"Palmeira ca. 2,0m alt., estipe ca. 2,0cm diâm., frutos imaturos verdes","SP002765","SP002765 SP002765_01",NA,NA,"1996",NA,NA,"21922","auto",NA,NA,"Paratype",NA,NA
"34","2019-11-21 09:59:27-03","IBt","SP","272566e","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1091","1994","06","23",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando, mata pluvial Tropical de Encosta","-46.9900016784668","-24.3199996948242",NA,"Palmeira ca. 2,0m alt., estipe ca. 2,0cm diâm., frutos imaturos verdes","SP002770","SP002770",NA,NA,"1996",NA,NA,"21922","auto",NA,NA,"Paratype",NA,NA
"35","2019-11-21 09:59:27-03","IBt","SP","272566c","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1091","1994","06","23",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando, mata pluvial Tropical de Encosta","-46.9900016784668","-24.3199996948242",NA,"Palmeira ca. 2,0m alt., estipe ca. 2,0cm diâm., frutos imaturos verdes","SP002768","SP002768 SP002768_01",NA,NA,"1996",NA,NA,"21922","auto",NA,NA,"Paratype",NA,NA
"36","2019-11-21 09:59:27-03","IBt","SP","272566a","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1091","1994","06","23",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando, mata pluvial Tropical de Encosta","-46.9900016784668","-24.3199996948242",NA,"Palmeira ca. 2,0m alt., estipe ca. 2,0cm diâm., frutos imaturos verdes","SP002766","SP002766",NA,NA,"1996",NA,NA,"21922","auto",NA,NA,"Paratype",NA,NA
"37","2019-11-21 09:59:27-03","IBt","SP","272566d","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1091","1994","06","23",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando, mata pluvial Tropical de Encosta","-46.9900016784668","-24.3199996948242",NA,"Palmeira ca. 2,0m alt., estipe ca. 2,0cm diâm., frutos imaturos verdes","SP002769","SP002769",NA,NA,"1996",NA,NA,"21922","auto",NA,NA,"Paratype",NA,NA
"38","2019-11-21 09:59:27-03","IBt","SP","272566b","Extra","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Henderson, A","Melo, MMRF; Cordeiro, I; Oliveira, RJ; Barros, M","1091","1994","06","23",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando, mata pluvial Tropical de Encosta","-46.9900016784668","-24.3199996948242",NA,"Palmeira ca. 2,0m alt., estipe ca. 2,0cm diâm., frutos imaturos verdes","SP002767","SP002767",NA,NA,"1996",NA,NA,"21922","auto",NA,NA,"Paratype",NA,NA
"39","2019-11-21 09:59:27-03","IBt","SP","343404","S","Plantae",NA,NA,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","Noblick","Boudet Fernandes, HQ","Boudet Fernandes, HQ; Mathes, LAF; Marcato, AC; Belinello, R","3233","1997","07","26",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Bacia do rio Saibadela. Trilha da Serra da Mina, no alto da serra divisora dos rios Forquilha e Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"1997",NA,NA,"34059","auto",NA,NA,NA,NA,NA
