"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","phylum","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","continentOcean","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","order","preparationType","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"136","2020-12-11 11:39:40-03","UFMG","BHCB","8893","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"Lopes, MA","s.n.","1985","04","15","Brasil","Minas Gerais","Santana do Riacho","Usina Coronel Américo Teixeira (UCAT).","Cerrado;herbáceo;fruto verde;.Goiabinha;",NA,"Dicotyledon","-43.7144012451172","-19.1688995361328",NA,NA,"Southern America",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-02-11 17:20:48-03","UFPR","UPCB","20222","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"França, F.",NA,"1989","07","19","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","Arbusto, ca. 50cm, flor branca, fruto imaturo verde..","UPCB0027431",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"UPCB0027431","70570","auto",NA,NA,NA,NA,NA,NA,NA
"138","2011-06-17 17:02:00-03","MO","MOBOT","3428794","PreservedSpecimen","Plantae","Myrtaceae","Myrtus","grandifolia","Myrtus grandifolia","O. Berg","Foster's catalog note file",NA,NA,NA,"José Steinbach","Steinbach G. 6419",NA,NA,NA,"Bolivia","Santa Cruz","Sara","Buenavista",NA,NA,NA,"-63.75","-17.6",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-04-23 12:48:00-03","MO","MOBOT","101040968","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","L.R. Landrum",NA,NA,NA,"POHL","POHL 5752",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"140","2013-03-10 18:46:00-03","MO","MOBOT","3212260","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg",NA,NA,NA,NA,"Maria L. Kawasaki|Leslie R. Landrum|Sonia S. Landrum","Kawasaki 890","1995",NA,NA,"Brazil","Minas Gerais",NA,"Estrada Caete-Sabara. Km 28. Cerrado.",NA,NA,NA,NA,NA,NA,NA,"South America","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-07-06 10:01:00-03","MO","MOBOT","3214942","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O. Berg","M. Sobral",NA,NA,NA,"Luciano Bernardi","Bernardi 18348","1978","11","1","Paraguay","Canindeyú",NA,"Kai",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"142","2020-08-31 09:08:11-03","INPA","INPA","234091","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Proença, CEB","2004","10",NA,"Proença, CEB","2950","2004","09","19","Brasil","Goiás","Pirenópolis","Estrada entre Pirenópolis e o Parque Estadual da Serra do Pirineus. Campo cerrado. Solo arenoso.",NA,"INPA0234091","Dicotyledon Com-Clade","-48.910556","-15.837222","-48.910556","-15.837222","Southern America","900","1100","INPA0234091 INPA0234091_e",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA
"143","2021-01-10 20:47:07-03","INPA","INPA","245697","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Somavilla, NSD","2006","10",NA,"Miranda, SC","1031","2006","09","14","Brasil","Distrito Federal","Brasília","Centro Olímpico, Universidade de Brasília",NA,"INPA0245697","Dicotyledon Com-Clade","-47.856111","-15.766111","-47.856111","-15.766111","Southern America","1012","1012","INPA0245697 INPA0245697_e",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA
"144","2021-01-04 11:29:56-03","UEMA","SLUI","4976","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"Saraiva, R. V. C.",NA,"2017","04","07","Brasil","Maranhão","Carolina","Parque Nacional da Chapada das Mesas",NA,"SLUI004976","Angiospermae","-47.041861","-7.266083","47°02'30.7W","07°15'57.9S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-01-04 11:29:56-03","UEMA","SLUI","5419","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"Saraiva, R. V. C.; Leonel, L. V.","255","2018","11","23","Brasil","Maranhão","Carolina","Parque Nacional da Chapada das Mesas",NA,"SLUI005419","Angiospermae","-47.366667","-6.933333","47°22'W","06°56'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-01-04 11:29:56-03","UEMA","SLUI","5587","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"L. P. V. Silva; P. I. M. Bitu","38","2018","11","06","Brasil","Maranhão","Rosário",NA,NA,"SLUI005587","Angiospermae","-44.235","-2.944444","44°14'6W","2°56'40S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-01-04 11:29:56-03","UEMA","SLUI","5601","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"L. P. V. Silva; P. I. M. Bitu","53","2018","08","27","Brasil","Maranhão","Morros",NA,NA,"SLUI005601","Angiospermae","-44.038889","-2.863889","44°2'20W","2°51'50S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-09 10:46:58-03","ICAUFMG","MCCA","789","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","RIBEIRO, G.H.M./ FREITAS, J.M.R./","2014","10","30","FREITAS, J.M.R.",NA,"2014","10","30","Brasil","Minas Gerais","Bocaiúva","Região Alto Belo, Fazenda Furquilha.",NA,"MCCA00796",NA,"-43.814998626709","-17.1077995300293",NA,NA,NA,NA,NA,NA,"90741","auto",NA,NA,NA,NA,NA,NA,NA
"149","2019-12-13 08:11:45-03","ICAUFMG","MCCA","1860","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","XAVIER, M.V.B.","2018","08","10","XAVIER, M.V.B.","208","2017","06","05","Brasil","Minas Gerais","Montes Claros","ICA UFMG","Local aberto","MCCA01918",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA01918 MCCA01918_v01 MCCA01918_v02 MCCA01918_v03 MCCA01918_v04 MCCA01918_v05 MCCA01918_v06 MCCA01918_v07 MCCA01918_v08","72568","auto",NA,NA,NA,NA,NA,NA,NA
"150","2021-03-09 10:46:57-03","ICAUFMG","MCCA","627","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","BAHIENSE, R.N.","2009","11","13","BAHIENSE, R.N.",NA,"2009","11","13","Brasil","Minas Gerais","Montes Claros","Norte de Minas, Lapa da Claudina.",NA,"MCCA00634",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00634","72568","auto",NA,NA,NA,NA,NA,NA,NA
"151","2019-07-11 08:31:06-03","ICAUFMG","MCCA","1806","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"SANTOS, A.V.A.",NA,"2017","11","15","Brasil","Minas Gerais","Patis","Comunidade Casa Nova","Planta arbórea em pleno sol","MCCA01863",NA,"-44.081901550293","-16.0764007568359",NA,NA,NA,NA,NA,"MCCA01863","19169","auto",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-04 11:05:55-03","UFRB","HURB","3146","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Stadnik, A.; Melo, J.D.O.; Pereira, J.S.","2017","10",NA,"Baitello, J.B.; Cielo-Filho, R.; Ribeiro, A.P.","2364","2008","02","27","Brasil","São Paulo","Itapeva","Estação ecológica;",NA,"HURB000003146",NA,"-49.070556","-24.074722","49°4'14 W","24°4'29 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2017-11-24 14:11:49-02","UFLA","ESAL","3052","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","M. L. Kawasaki",NA,NA,NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Rosário","arbusto; 1,3; ;; cerrado",NA,NA,"-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA
"154","2019-05-09 11:05:31-03","UFLA","ESAL","29050","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Domingos, DQ",NA,NA,NA,"Domingos, DQ; Furtado, CC","1317","2007","10","20","Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","Arbusto, 50cm, frutos imaturos verdes.; Campo Rupestre",NA,NA,"-44.974167","-21.331944","-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2018-10-09 16:31:55-03","UFLA","ESAL","29757","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Sobral, MEG","2013","02",NA,"Mansanares, ME; Campos, CCF; Domingos, DQ","1839","2010","10","15","Brasil","Minas Gerais","Carrancas","Ponto 4 - Complexo da Zilda, Estrada que sobe para as Broas ( Complexo da Zilda)","Frutos imaturos verdes.; Cerrado rupestre",NA,NA,"-44.635278","-21.572222","-44.635278","-21.572222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2018-10-09 16:31:55-03","UFLA","ESAL","3054","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras",NA,"arbusto; 1,50; ;; cerrado",NA,NA,"-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-12-17 13:53:23-03","UFLA","ESAL","32185","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","Arruda, I A C","2017","01",NA,"Arruda, I A C; Martins, C P V","751","2016","07","30","Brasil","Minas Gerais","Itutinga","Serra da Chapada","Arusto, 50cm, cálice verde, corola e estames brancos.; Campo Rupestre, campo geral arenoso.",NA,NA,"-44.694306","-21.295306","-44.694306","-21.295306",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2018-10-09 16:31:55-03","UFLA","ESAL","8675","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","D. A. Carvalho",NA,NA,NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina/Poço Bonito, Poço Bonito","sub-arbusto; 0,70; creme;; campo rupestre",NA,NA,"-44.999444","-21.245278","-44.999444","-21.245278",NA,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2018-08-31 12:41:50-03","UFLA","ESAL","9593","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","M.Sobral",NA,NA,NA,"Van den Berg, E","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Represa de Camargos","arbusto; 0,50; branca;; floresta",NA,NA,"-44.642778","-21.488056","-44.642778","-21.488056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-11-24 14:11:49-02","UFLA","ESAL","3320","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","D. A. C.",NA,NA,NA,"Romildo da Silva et alii","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Pimenta",NA,"arbusto; 2,0; ;; cerrado",NA,NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA
"161","2017-11-24 14:11:49-02","UFLA","ESAL","2916","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","M. L. Kawasaki",NA,NA,NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Alpinópolis",NA,"arbusto; 1,30; ;; cerrado",NA,NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA,NA,NA
"162","2017-11-24 14:11:49-02","UFLA","ESAL","3246","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","D. A. C.",NA,NA,NA,"Amauri A. Alvarenga et alii","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Pimenta",NA,"arbusto; 3,50; ;; cerrado",NA,NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA
"163","2019-12-19 11:19:54-03","UFG","UFG","1145","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","Berg","Barroso, G.M.","1969","07",NA,"Rizzo, J.A.; Barbosa, A.","1937","1968","08","07","Brasil","Goiás","Goiânia","À esquerda do ribeirão Dourado, próximo a sua cabeceira. Cerrado, ocorre mata ciliar.","Subarbusto, corola branca.",NA,NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA
"164","2019-12-19 11:19:54-03","UFG","UFG","19993","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","Berg","Faria-Júnior, J.E.Q.","2010","07",NA,"Mendonça, R.C.; Filgueiras, T.S.; Fonseca, M.L. & Vieira, A.J.","2545","1996","08","13","Brasil","Goiás","Niquelândia","Estrada que dá acesso à Companhia de Níquel Tocantins (CNT), cerca de 4 km de Niquelândia. Solo serpentino. Relevo plano (entre dois morros). Campo cerrado (entre dois morros).","Subarbusto, cerca de 1 m de altura; heliófita; tronco com casca esfoliante; folhas cartáceas discolores, superfície abaxial verde clara e a superfície adaxial verde escura; flores com cálice verde, corola alva; anteras cremes; fruto carnoso imaturos",NA,NA,"-48.443889","-14.436944","-48.443889","-14.436944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-12-19 11:19:54-03","UFG","UFG","41204","S","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","Berg","J.E.Q. Faria","2018","12",NA,"Delprete, P.G.; et al.","9062","2004","11","06","Brasil","Goiás","Pirenópolis","Serra dos Pireneus",NA,"UFG0041204",NA,"-48.884167","-15.8175","-48.884167","-15.8175",NA,"1080","1080","UFG0041204",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-06-10 10:11:17-03","FZB-BH","BHZB","5810","S","Plantae","Myrtaceae","Psidium","cf. firmum","Psidium cf. firmum",NA,"M.Sobral",NA,NA,NA,"Rezende, S.G.","426","2006","01","05","Brasil","MG","Ouro Preto","Área da CVRD, região de Potreiro","Coord.: UTM Lat.: 7.743.949 e Long.: 615.741.",NA,NA,"-43.890833","-20.399167","43W 53' 27","20S 23' 57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-03 13:56:23-03","UFF","NIT","NIT10496","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos",NA,NA,NA,"T. Fernandes, J.E.Q. Faria, T.N.C. Vasconcelos","318","2018","09","05","Brasil","Minas Gerais","Diamantina","Mendanha, margem da rodovia Rodovia Oscár Von Bentzen Rodrigues.","Sub-arbusto, 20 cm. Flores brancas.","NIT00001730",NA,"-43.514444","-18.174722","43º30'52''W","18º10'29''S",NA,"1064","1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-09-02 16:34:08-03","Cenargen","CEN","96026","PreservedSpecimen","Plantae","Myrtaceae","Psidium","cf. firmum","Psidium cf. firmum","O.Berg",NA,NA,NA,NA,"Aelton Biasi Giroldo","161","2013","08","06","Brasil","MG","GRAO MOGOL","Assentamento Americana - Baixa do Sr. Cido, em área manejada com cultivo de araça nativo.",NA,"CEN00096026",NA,"-43.007777","-16.38","-43.007777","-16.38",NA,"837","837","CEN00096026",NA,NA,NA,NA,"Exsicatas",NA,"5",NA,NA
"169","2020-09-02 16:34:08-03","Cenargen","CEN","37251","PreservedSpecimen","Plantae","Myrtaceae","Psidium","cf. firmum","Psidium cf. firmum","O.Berg","B. M. T. Walter","2007","10",NA,"Lídio Coradin","2311","1979","09","24","Brasil","DF","BRASILIA","Cerrado próximo á Escola Fazendária, á esquerda.",NA,"CEN00037251",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"CEN00037251","70570","auto",NA,NA,"Exsicatas",NA,"1",NA,NA
"170","2020-09-02 16:34:08-03","Cenargen","CEN","55023","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","B. M. T. Walter","2007","07",NA,"Juliene Roveratti Santos","245","2004","07","28","Brasil","DF","BRASILIA","Parque Ecológico Burle Marx.",NA,"CEN00055023",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"CEN00055023","70570","auto",NA,NA,"Exsicatas",NA,"4",NA,NA
"171","2020-09-02 16:34:08-03","Cenargen","CEN","76006","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","J. Roveratti",NA,NA,NA,"Juliene Roveratti Santos","489","2006","09","14","Brasil","DF","BRASILIA","Parque Nacional de Brasília - cerrado do lado direito do lago da Santa Maria",NA,"CEN00076006",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"CEN00076006","70570","auto",NA,NA,"Exsicatas",NA,"4",NA,NA
"172","2020-09-02 16:34:08-03","Cenargen","CEN","49394","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"José Floriano Barêa Pastore","66","2002","08","10","Brasil",NA,NA,"Chácara Jatobá. (Entre Aparecida de Goiânia / Hidrolândia).",NA,"CEN00049394",NA,NA,NA,NA,NA,NA,NA,NA,"CEN00049394",NA,NA,NA,NA,"Exsicatas",NA,"4",NA,NA
"173","2020-09-02 16:34:08-03","Cenargen","CEN","72903","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","J. E. Q. Faria Júnior","2012","09",NA,"Anderson Cássio Sevilha","4865","2006","11","08","Brasil","MG","RIO PARDO DE MINAS","Areião II. Ponto 23, parcela 23 da fitossociologia.",NA,"CEN00072903",NA,"42.7622222","-15.458055","42.7622222","-15.458055",NA,"1061","1061","CEN00072903",NA,NA,NA,NA,"Unicata",NA,"1",NA,NA
"174","2020-09-02 16:34:08-03","Cenargen","CEN","14672","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","B. M. T. Walter","2007","10",NA,"Ladislau Araújo Skorupa","64","1987","11","18","Brasil","GO","PIRENOPOLIS","Serra dos Pirineus.",NA,"CEN00014672",NA,"-49","-15.133333","-49.0","-15.133333",NA,"800","800","CEN00014672",NA,NA,NA,NA,"Exsicatas",NA,"7",NA,NA
"175","2020-09-02 16:34:08-03","Cenargen","CEN","101539","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","J. E. Q. Faria Júnior","2018","01",NA,"Bárbara Pachêco","70","2017","07","26","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","Doação.","CEN00101539",NA,"-49.030277","-15.101944","-49.030277","-15.101944",NA,NA,NA,"CEN00101539",NA,NA,NA,NA,"Exsicatas",NA,"1",NA,NA
"176","2020-09-02 16:34:08-03","Cenargen","CEN","106782","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","F. F. M. Santos","2018","07",NA,"Francisco Ferreira de Miranda Santos","745","2018","07","14","Brasil","DF","BRASILIA","Parque Ecológico Burle Marx, Asa Norte.","Flores abertas, pétalas e estames brancos. Doação. Flora do Parque Ecológico Burle Marx (subsídio ao plano de manejo).","CEN00106782",NA,"-47.906666","-15.739722","-47.906666","-15.739722",NA,"1053","1053","CEN00106782",NA,NA,NA,NA,"Exsicatas",NA,"1",NA,NA
"177","2020-09-02 16:34:08-03","Cenargen","CEN","28504","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg",NA,NA,NA,NA,"Maria Luíza Parca","1","1996","11","05","Brasil","DF","BRASILIA","EEJBB - Cristo Redentor. Alt.: 1025 - 1150 m.","Ramos com frutos verdes imaturos, sem presença de flores. Fruto na carpoteca. Terreno acidentado.&nf;Doação do Sistema Herbário HEPH (12335-8). Distrito Federal.","CEN00028504",NA,"-47.85","-15.866666","-47.85","-15.866666",NA,NA,NA,"CEN00028504",NA,NA,NA,NA,"Exsicatas",NA,"1",NA,NA
"178","2020-09-02 16:34:08-03","Cenargen","CEN","35608","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","C. E. B. Proença","2001",NA,NA,"Alexandre Bonesso Sampaio","219","1998","08","26","Brasil","DF","BRASILIA","Campos na entrada da Fazenda Sucupira (próximo ao Riacho Fundo) (CENARGEN/EMBRAPA).","Planta coletada no topo de um morro.","CEN00035608",NA,"-48.033333","-15.916666","-48.033333","-15.916666",NA,NA,NA,"CEN00035608",NA,NA,NA,NA,"Exsicatas",NA,"3",NA,NA
"179","2020-09-02 16:34:08-03","Cenargen","CEN","39410","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","E. S. G. Guarino","2002","09",NA,"Ernestino de S. Gomes Guarino","311","2000","07","12","Brasil","DF","BRASILIA","Fazenda Sucupira, Cerrado antropizado ao lado da Caprinocultura.",NA,"CEN00039410",NA,"-48","-15.866666","-48.0","-15.866666",NA,"1100","1100","CEN00039410",NA,NA,NA,NA,"Exsicatas",NA,"1",NA,NA
"180","2020-09-02 16:34:08-03","Cenargen","CEN","43697","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","J. E. Q. Faria Júnior","2009","07",NA,"Glocimar Pereira-Silva","5408","2001","09","20","Brasil","GO","CAVALCANTE","Estrada canteiro da obra rio São Félix km 17.","Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00043697",NA,"-48.040277","-13.396944","-48.040277","-13.396944",NA,"440","440","CEN00043697",NA,NA,NA,NA,"Exsicatas",NA,"4",NA,NA
"181","2020-09-02 16:34:08-03","Cenargen","CEN","57971","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","C. G. Fontes","2007","06",NA,"Ernestino de S. Gomes Guarino","921","2001","12","13","Brasil","DF","BRASILIA","Fazenda Sucupira, próximo a sede da EMBRAPA Sementes Básicas.",NA,"CEN00057971",NA,"-48.016666","-15.866666","-48.016666","-15.866666",NA,"1100","1100","CEN00057971",NA,NA,NA,NA,"Unicata",NA,"1",NA,NA
"182","2020-09-02 16:34:08-03","Cenargen","CEN","62247","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","C. E. B. Proença","2004","03",NA,"Carlos Romero Martins","212","2004","04","21","Brasil","DF","BRASILIA","Parque Nacional de Brasília, próximo à Administração e do antigo Pouso de Ultra-Leve. Sofreu queima controlada em abril de 2003.","Subarbusto 0,48 m. Fruto imaturo verde. Doação Herbário UB 15407.","CEN00062247",NA,"-47.916666","-15.716666","-47.916666","-15.716666",NA,NA,NA,"CEN00062247",NA,NA,NA,NA,"Exsicatas",NA,"1",NA,NA
"183","2020-09-02 16:34:08-03","Cenargen","CEN","72654","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","J. E. Q. Faria Júnior","2012","09",NA,"Anderson Cássio Sevilha","4651","2006","11","04","Brasil","MG","RIO PARDO DE MINAS","Vertente exposição Norte.",NA,"CEN00072654",NA,"-42.483055","-15.489166","-42.483055","-15.489166",NA,"1016","1016","CEN00072654",NA,NA,NA,NA,"Exsicatas",NA,"2",NA,NA
"184","2020-09-02 16:34:08-03","Cenargen","CEN","74527","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","A. M. Silveira","2006","10",NA,"Eduarda Barreto Andrade Dias","15","2006","08","18","Brasil","DF","BRASILIA","Parque Nacional de Brasília.",NA,"CEN00074527",NA,"-47.936666","-15.663333","-47.936666","-15.663333",NA,"1114","1114","CEN00074527",NA,NA,NA,NA,"Unicata",NA,"1",NA,NA
"185","2020-09-02 16:34:08-03","Cenargen","CEN","74556","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","J. E. Q. Faria Júnior","2012","09",NA,"Eduarda Barreto Andrade Dias","46","2006","08","24","Brasil","DF","BRASILIA","Parque Nacional de Brasília.",NA,"CEN00074556",NA,"-48.072222","-15.683888","-48.072222","-15.683888",NA,"1224","1224","CEN00074556",NA,NA,NA,NA,"Exsicatas",NA,"2",NA,NA
"186","2020-09-02 16:34:08-03","Cenargen","CEN","74591","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","A. M. Silveira","2006","12",NA,"Eduarda Barreto Andrade Dias","78","2006","09","13","Brasil","DF","BRASILIA","Parque Nacional de Brasília.",NA,"CEN00074591",NA,"-47.993333","-15.638055","-47.993333","-15.638055",NA,"1131","1131","CEN00074591",NA,NA,NA,NA,"Exsicatas",NA,"4",NA,NA
"187","2020-09-02 16:34:08-03","Cenargen","CEN","74611","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","L. M. G. Nogueira","2006","11",NA,"Eduarda Barreto Andrade Dias","98","2006","10","04","Brasil","DF","BRASILIA","Parque Nacional de Brasília.",NA,"CEN00074611",NA,"-47.966388","-15.662222","-47.966388","-15.662222",NA,"1096","1096","CEN00074611",NA,NA,NA,NA,"Unicata",NA,"1",NA,NA
"188","2020-09-02 16:34:08-03","Cenargen","CEN","74619","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","L. M. G. Nogueira","2006","12",NA,"Eduarda Barreto Andrade Dias","106","2006","10","04","Brasil","DF","BRASILIA","Parque Nacional de Brasília.",NA,"CEN00074619",NA,"-47.966388","-15.662222","-47.966388","-15.662222",NA,"1096","1096","CEN00074619",NA,NA,NA,NA,"Exsicatas",NA,"3",NA,NA
"189","2020-09-02 16:34:08-03","Cenargen","CEN","84651","PreservedSpecimen","Plantae","Myrtaceae","Psidium","firmum","Psidium firmum","O.Berg","G. D. Vale","2006","07",NA,"Gabriel Damasco do Vale","5","2006","09","11","Brasil","DF","BRASILIA","Fazenda Sucupira - Campo sujo próximo ao Capril.",NA,"CEN00084651",NA,"48.0011111","15.9141666","48.0011111","15.9141666",NA,"1146","1146","CEN00084651",NA,NA,NA,NA,"Exsicatas",NA,"3",NA,NA
