"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"27","2021-03-30 12:43:24-03","EAO","IAN","175006","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Nascimento, MP do","2007","04","11","Andrade, ACS","162","1996","09","27","Brasil","Pará","Belém","Embrapa Amazônia Oriental, bosque Ipeca, árvore 290.","-48.5043983459473","-1.4558299779892",NA,NA,"Arbusto de aprox. 3m de altura; flores amarelas; frutos alaranjados, quando maduros.","IAN175006","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"28","2021-03-30 12:43:24-03","EAO","IAN","11629","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson, WR","1974",NA,NA,"Archer, WA","7655","1942","10","10","Brasil","Pará","Belém","In garden near the IAN.","-48.5043983459473","-1.4558299779892",NA,NA,"Shrub; flowers yellow, fruit yellow-orange, edible.","IAN011629","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,"IAN011629 IAN011629_e IAN011629_e1","48462","auto",NA,NA,NA,NA,NA
"29","2021-03-30 12:43:24-03","EAO","IAN","11625","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson, WR","1974",NA,NA,"Archer, WA","7656","1942","10","10","Brasil","Pará","Belém","In garden near the IAN.","-48.5043983459473","-1.4558299779892",NA,NA,"Shrub; flowers yellow, fruit yellow-orange, edible.","IAN011625","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,"IAN011625 IAN011625_e IAN011625_e1","48462","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:43:24-03","EAO","IAN","5","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson, WR","1974",NA,NA,"Camargo, FC de","5","1943","02","19","Brasil","Pará","Belém","Musue Emílio Goeldi.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN000005","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,"IAN000005 IAN000005_1e2 IAN000005_e IAN000005_e1","48462","auto",NA,NA,NA,NA,NA
"31","2021-04-08 17:42:19-03","EAO","IAN","SEM107","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Cordeiro, MR","2004","03",NA,"Takeda, PS; Félix-da-Silva, MM; Freitas, JC; Gurgel, ESC","4","2003","11","14","Brasil","Pará","Belém","Parque do Museu Paraense Emílio Goeldi, ao lado do arbusto nº 2652","-48.5043983459473","-1.4558299779892",NA,NA,"Arbusto com 5m alt. x 20cm CAP; base reta; fuste tortuoso; ritidoma fissurado, estriado, com briófitas, com desprendimento papiráceo; casca morta pardo-esverdeado. Folha cartácea. Flores com cálice e corola amarelo. Frutos carnosos, im","IANSEM107","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"32","2021-03-30 12:43:24-03","EAO","IAN","178403","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Cordeiro, MR","2004","03",NA,"Takeda, PS; Félix-da-Silva, MM; Freitas, JC; Gurgel, ESC","4","2003","11","14","Brasil","Pará","Belém","Parque do Museu Paraense Emílio Goeldi, ao lado do arbusto nº 2652","-48.5043983459473","-1.4558299779892",NA,NA,"Arbusto com 5m alt. x 20cm CAP; base reta; fuste tortuoso; ritidoma fissurado, estriado, com briófitas, com desprendimento papiráceo; casca morta pardo-esverdeado. Folha cartácea. Flores com cálice e corola amarelo. Frutos carnosos, im","IAN178403","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"33","2021-03-30 12:43:24-03","EAO","IAN","188142","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth",NA,NA,NA,NA,"Xavier-Júnior, SR","151","2012","10","18","Brasil","Pará","Belém","Rua do Una entre Djalma Dutra e Magno de Araújo. Na frente da casa da Dona Waltilde. Bairro do Telegráfo.","-48.5043983459473","-1.4558299779892",NA,NA,"Planta de cerca de 1,5m, presença de flores amarelas intenso e frutos verdes amarelados imaturos.","IAN188142","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"34","2021-03-30 12:43:24-03","EAO","IAN","200594","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth",NA,NA,NA,NA,"Sobrinho, RSA","1","2014","03","18","Brasil","Pará","Belém","Solo úmido.","-48.5043983459473","-1.4558299779892",NA,NA,"Árvore de 6m de altura, frutos comestiveis, cor vermelha.","IAN200594","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"35","2021-03-30 12:43:24-03","EAO","IAN","199018","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth",NA,NA,NA,NA,"Sablayrolles, MGP","934","2007","10","05","Brasil","Pará","Santarém","Terra firme, solo argiloso.","-54.7083015441895","-2.44305992126465",NA,NA,"Frutos imaturos verdes.","IAN199018","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA
"36","2021-03-30 12:43:24-03","EAO","IAN","37894","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson, WR","1974",NA,NA,"Black, GA; Foster, RB","3421","1948","10","31","Brasil","Pará","São Miguel do Guamá",NA,"-47.4832992553711","-1.62667000293732",NA,NA,"Arbusto, flor amarela, fruto vermelho, cultivado.","IAN037894","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,"IAN037894 IAN037894_e","53234","auto",NA,NA,NA,NA,NA
"37","2021-03-30 12:43:24-03","EAO","IAN","167716","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth",NA,NA,NA,NA,"Nitta, A","17174","1996","09","05","Brasil","Pará","Tomé-Açu","Jardim do Sr. Uwamari.","-48.1521987915039","-2.41888999938965",NA,NA,NA,"IAN167716","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA
"38","2019-10-09 11:18:43-03","UFBA","ALCB","08591","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Almeida, RF","2019","05","17","Queiroz, LP de","46","1980","12",NA,"Brasil","Bahia","Conceição de Feira","Paraguaçu","-38.983333","-12.5","-38.983333","-12.5","Planta cultivada de flores amarelas e frutos vermelhos carnosos.","ALCB039378","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:18:43-03","UFBA","ALCB","112176","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Almeida, RF","2019","05","17","PROUFBA","42","2012","07","05","Brasil","Bahia","Salvador","Campus Ondina- UFBA.","-38.510799407959","-12.9710998535156",NA,NA,"ca 3m, folhas discolores, botões verdes, frutos verdes.","ALCB039376","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"40","2020-02-08 09:54:47-03","NBC","NL-BOTANY","L.3933621","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Andel TR van","2013","09","06","Andel TR van",NA,"2013","06","27","Surinam",NA,NA,"Sipaliwini. Mooytaki village.","-54.650556","4.127222","-54.650556","4.127222","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3933621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3933621","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"NL-L3933621",NA,NA,"Magnoliopsidae","L 0940148",NA,NA,NA
"41","2020-02-08 09:54:47-03","NBC","NL-BOTANY","L.3977003","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson CE",NA,NA,NA,"Unknown",NA,"1838","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3977003 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3977003","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"NL-L3977003",NA,NA,"Magnoliopsidae","L 0099637",NA,NA,NA
"42","2020-02-08 09:54:47-03","NBC","NL-BOTANY","L.3977004","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson CE",NA,NA,NA,"Splitgerber FL",NA,"1831","05","01","Guyana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3977004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3977004","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"NL-L3977004",NA,NA,"Magnoliopsidae","L 0099638",NA,NA,NA
"43","2020-02-08 09:54:47-03","NBC","NL-BOTANY","U 0100361","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth","Anderson WR","1999","03","01","Focke HC",NA,NA,NA,NA,"Surinam",NA,NA,"Suriname",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200100361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0100361","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"NL-U0100361",NA,NA,"Magnoliopsidae","1179","holotype",NA,NA
"44","2020-02-08 09:54:47-03","NBC","NL-BOTANY","U.1371786","PreservedSpecimen","Plantae","Malpighiaceae","Bunchosia","glandulifera","Bunchosia glandulifera","(Jacq.) Kunth",NA,NA,NA,NA,"Freitas da Silva M",NA,"1973","12","27","Brazil",NA,NA,"State of Amazonas. Rua Major Gabriel, Manaus.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1371786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1371786","Southern America",NA,NA,NA,"Malpighiales",NA,NA,"NL-U1371786",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
