"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"137","2015-07-02 14:03:47-03","JBP","HPL","3552","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","H. Lorenzi",NA,"Brasil","SP","Coletada no Campus da Escola Superior de Agricultura Luiz de Queiroz-ESALQ/USP.",NA,NA,NA,NA,NA,NA,"2225","2000","03","10",NA,NA,"Link","H. Lorenzi","Piracicaba","-47.64","-22.72",NA,"44778","auto","2000","03","10",NA,NA,NA,NA,NA,NA,NA
"138","2019-02-15 11:47:42-02","IPA","IPA","15107","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Belém, R.P.","Southern America","Brasil","Bahia","Centro de Pesquisas do Cacau.",NA,NA,NA,NA,"Planta de 15 cm; inflorescência verde.","IPA0015107","1294","1965","07","06","Plantae",NA,"(L.) Link","Tenório, E.C.","Ilhéus","-39.0494003295898","-14.7889003753662",NA,"61245","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-02-15 11:47:42-02","IPA","IPA","23293","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Luetzelburg","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo, Varzea.",NA,NA,NA,NA,NA,"IPA0023293","26912","1936","03",NA,"Plantae",NA,"(L.) Link","Ataíde, M.","Sousa","-38.228099822998","-6.7591700553894",NA,"21208","auto","1978","10","12",NA,NA,NA,NA,NA,NA,NA
"140","2019-02-15 11:47:42-02","IPA","IPA","3018","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Pickel, B.","Southern America","Brasil","Pernambuco","Poças de água.",NA,NA,NA,NA,NA,"IPA0003018","1577","1928","04",NA,"Plantae",NA,"(L.) Link","Hitchcock","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,"21764","auto","1929","02",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-02-15 11:47:42-02","IPA","IPA","20299","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Em solos saturados de umidade da caatinga.",NA,NA,NA,NA,NA,"IPA0020299","1018","1969","09","12","Plantae",NA,"(L.) Link","Tenório, E.C.","Triunfo","-38.1016998291016","-7.83805990219116",NA,"14606","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-02-15 11:47:42-02","IPA","IPA","45018","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Ataíde, M.","Southern America","Brasil","Alagoas",NA,NA,NA,NA,NA,NA,"IPA0045018","347","1983","01","10","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Penedo","-36.5863990783691","-10.2903003692627",NA,"31870","auto","2002","12","04",NA,NA,NA,NA,NA,NA,NA
"143","2019-07-26 11:40:56-03","IPA","IPA","43503","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Lucas, E.S.","Southern America","Brasil","Ceará","Fazenda Iracema. Margem de riacho, localizado dentro de um pequeno poço.",NA,NA,NA,NA,NA,"IPA0043503","43503","1982","05","11","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Quixadá","-39.0153007507324","-4.97138977050781",NA,"41968","auto","2002","10","04",NA,NA,NA,NA,NA,NA,NA
"144","2019-02-15 11:47:42-02","IPA","IPA","13303","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Viana, O.B.","Southern America","Brasil","Ceará","Barra Nova, Fazenda Filândia. Aluvião de encosta.",NA,NA,NA,NA,"Erva.","IPA0013303","34","1963","04","13","Plantae",NA,"(L.) Link","Andrade-Lima","Tauá","-40.2928009033203","-6.00305986404419",NA,"70667","auto","1963","10","31",NA,NA,NA,NA,NA,NA,NA
"145","2019-02-15 11:47:42-02","IPA","IPA","18587","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Goiás","Limite do Estado. Lugar úmido.",NA,NA,NA,NA,NA,"IPA0018587","474","1969","01","26","Plantae",NA,"(L.) Link","Tenório, E.C.","Cachoeira Dourada","-49.4749984741211","-18.49169921875",NA,"31250","auto","1970","11",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-07-26 11:40:56-03","IPA","IPA","47662","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Luetzelburg","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,"IPA0047662","47662","1935","02","02","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Sousa","-38.228099822998","-6.7591700553894",NA,"21208","auto","2002","11","04",NA,NA,NA,NA,NA,NA,NA
"147","2019-07-26 11:40:56-03","IPA","IPA","83877","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Ferreira, C.","Southern America","Brasil","Pernambuco","Fazenda Cacimba Velha",NA,NA,NA,NA,"Frutos verde.; Caatinga. Material em estudo pelo pesquisador do IPA, Dr. Antonio Timóteo","IPA0083877","83877","2008","05","08","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Carnaíba","-37.7938995361328","-7.80528020858765",NA,"23072","auto","2008","07",NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-02-15 11:47:42-02","IPA","IPA","82802","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Costa e Silva, M.B.; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselin; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselini, R.","Southern America","Brasil","Pernambuco","margem da BR-232, em frente ao Haras Luiz Inácio",NA,NA,NA,NA,NA,"IPA0082802","3691","2008","06","16","Plantae",NA,"(L.) Link","Costa e Silva, M.B.","Gravatá","-35.5647010803223","-8.20110988616943",NA,"19146","auto","2008","08","24",NA,NA,NA,NA,NA,NA,NA
"149","2019-02-15 11:47:42-02","IPA","IPA","3016","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Pickel, B.","Southern America","Brasil","Pernambuco","Terreno arenoso da praia.",NA,NA,NA,NA,NA,"IPA0003016","974","1925","06","13","Plantae",NA,"(L.) Link","Chase","Olinda","-34.8553009033203","-8.00889015197754",NA,"7110","auto","1931",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-02-15 11:47:42-02","IPA","IPA","20310","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Capoeira.",NA,NA,NA,NA,NA,"IPA0020310","1037","1969","09","13","Plantae",NA,"(L.) Link","Tenório, E.C.","Pedra","-36.9407997131348","-8.49693965911865",NA,"45483","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-02-15 11:47:42-02","IPA","IPA","20276","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Mimosos. Caatinga.",NA,NA,NA,NA,NA,"IPA0020276","991","1969","09","11","Plantae",NA,"(L.) Link","Tenório, E.C.","Pesqueira","-36.6963996887207","-8.35778045654297",NA,"36615","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-02-15 11:47:42-02","IPA","IPA","47197","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Cardoso, A.","Southern America","Brasil","Pernambuco","Comunidade de Plantas Medicinais do Corrego do Genipapo.",NA,NA,NA,NA,"Erva. Invasora.","IPA0047197","s.n.","1998","10","02","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Recife","-34.8810997009277","-8.05389022827148",NA,"18865","auto","2006","02","07",NA,NA,NA,NA,NA,NA,NA
"153","2019-02-15 11:47:42-02","IPA","IPA","19283","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Academia Brasileira de Ciências","Southern America","Brasil","Pernambuco","Margem da PE 4, em direção a Jutaí.",NA,NA,NA,NA,"Erva em touceiras á beira d'água parcielmente flutuando.","IPA0019283","402","1971","04","29","Plantae",NA,"(L.) Link","Tenório, E.C.","Santa Maria da Boa Vista","-39.8255996704102","-8.80778026580811",NA,"59811","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-02-15 11:47:42-02","IPA","IPA","20296","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Locais com solos saturados de água.",NA,NA,NA,NA,NA,"IPA0020296","1013","1969","09","12","Plantae",NA,"(L.) Link","Tenório, E.C.","Triunfo","-38.1016998291016","-7.83805990219116",NA,"14606","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-02-15 11:47:42-02","IPA","IPA","47455","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Luetzelburg","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IPA0047455","150","1937","02","06","Plantae",NA,"(L.) Link","Costa; Silva, M.B.",NA,NA,NA,NA,NA,NA,"2000","11","04",NA,NA,NA,NA,NA,NA,NA
"156","2019-02-15 11:47:42-02","IPA","IPA","10753","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Phipps, J.B.","Africa","Zimbabwe",NA,"Southern Rhodesia. Urungwe. Sanyati R., near junction of R. Fulechi. River very low, with large exposed banks of sand. On river sand.",NA,NA,NA,NA,"Annual with stems decumbent at base.","IPA0010753","742","1957","10","11","Plantae",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-02-15 11:47:42-02","IPA","IPA","10813","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Phipps, J.B.","Africa","Zimbabwe",NA,"Southern Rhodesia. Urungwe. Helfway between R. Mouora and R. Mufuranaga. Eastern Urungwe. In Mopane veld. Near water.",NA,NA,NA,NA,"Annual species to 2 tall. Stem bases flattened. Inflorescences often brickreddish.","IPA0010813","878","1958","02","22","Plantae",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-07-26 11:40:56-03","IPA","IPA","15673","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Xavier, L.P.","Southern America","Brasil","Paraíba","Estação Experimental de Alagoinha. Beira de Açude.",NA,NA,NA,NA,"Os animais não comem.","IPA0015673","15673","1942","09","22","Plantae",NA,"(L.) Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-02-15 11:47:42-02","IPA","IPA","16569","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Andrade-Lima","Southern America","Brasil","Pernambuco","Arredores da Vila dos Remédios.",NA,NA,NA,NA,NA,"IPA0016569","68-5364","1968","05","08","Plantae",NA,"(L.) Link","Ataíde, M.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"1982","08","19",NA,NA,NA,NA,NA,NA,NA
"160","2019-02-15 11:47:42-02","IPA","IPA","17146","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Teixeira, J.B.; et al.; et al.","Africa","Angola","Luanda","Vale do Bengo","140","140",NA,NA,"Graminea anual, com cerca de 0,50 m de altura erecta. Espigas verdes, frequente na picada D1 aos 980 m.","IPA0017146","10241","1966","04","09","Plantae",NA,"(L.) Link",NA,"Viana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-02-15 11:47:42-02","IPA","IPA","18773","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Vegetação típica de restinga. Regossolo.",NA,NA,NA,NA,NA,"IPA0018773","670","1969","02","18","Plantae",NA,"(L.) Link","Tenório, E.C.","Ilha de Itamaracá",NA,NA,NA,NA,NA,"1970","12",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-02-15 11:47:42-02","IPA","IPA","20270","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Á margem da rodovia.",NA,NA,NA,NA,NA,"IPA0020270","984","1969","09","11","Plantae",NA,"(L.) Link","Tenório, E.C.","São Caetano",NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-02-15 11:47:42-02","IPA","IPA","21619","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Harley, R.M.","Southern America","Brasil","Bahia","49 km of senhor do Bonfim on the BA 130 highway to Juazeiro. Dry hillside with metamorphic rocks, grazed caatinga and dry sandy river bed.","500","500",NA,NA,NA,"IPA0021619","16361","1974","02","26","Plantae",NA,"(L.) Link","Renvoize",NA,"-40.216667","-10.083333",NA,NA,NA,"1974",NA,NA,NA,"-40.216667","-10.083333",NA,NA,NA,NA
"164","2019-02-15 11:47:42-02","IPA","IPA","22108","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Pickersgill, B.; Barrett, S.C.H.; Hill, R.A.; Stilwell, M.R.; Barrett, S.C.H.; Hill, R.A.; Stilwell, M.R.","Southern America","Brasil","Piauí","Nr. Jurema on Caracol. Growing as a weed of upland rice.",NA,NA,NA,NA,"Semi protrate grass.","IPA0022108","154","1972","02","15","Plantae",NA,"(L.) Link","Ataíde, M.","Jurema","-43.166667","-9.25",NA,NA,NA,"1982","08","19",NA,"-43.166667","-9.25",NA,NA,NA,NA
"165","2019-02-15 11:47:42-02","IPA","IPA","59585","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","Southern America","Brasil","Piauí","Fazenda Várzea localizada em área de relevo plano, inundada, próxima a córrego, sendo usada atualmente como área de cultura e encontrando-se quanto á associatividade como dominada.","50","50",NA,NA,"Vegetação de mata e campo. Gramínea invasora em área de cultivo de Setaria. Solo argiloso, úmido com drenagem baixa. Desc.: Ereta: Porte herbáceo. Anual, espécime disponível somente durante o período das chuvas. Uso no local: Planta f","IPA0059585","1383","1998","05","12","Plantae",NA,"(L.) Link","Renvoize, S.A.","Parnaíba","-41.75","-3.4",NA,NA,NA,"1998","05",NA,NA,"-41.75","-3.4",NA,NA,NA,NA
"166","2019-07-26 11:40:56-03","IPA","IPA","3020","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Goeldi, A.","Southern America","Brasil","Pará","Tapana Plantation. Introduzido em 1914. Aderindo a mudas de bananeiras.",NA,NA,NA,NA,NA,"IPA0003020","3020","1915","03",NA,"Plantae",NA,"(L.) Link","Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-02-15 11:47:42-02","IPA","IPA","60388","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Morro da Quixaba",NA,NA,NA,NA,"Erva cespitosa; segmentos vegetativos e reprodutivos verdes.","IPA0060388","3219","1999","04","08","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2002","10","10",NA,NA,NA,NA,NA,NA,NA
"168","2019-02-15 11:47:42-02","IPA","IPA","60389","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Baia do Sueste.",NA,NA,NA,NA,NA,"IPA0060389","3192","1999","04","07","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2002","10","10",NA,NA,NA,NA,NA,NA,NA
"169","2019-02-15 11:47:42-02","IPA","IPA","60390","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Açude do aréu.",NA,NA,NA,NA,"Erva cespitosa; caule verde com nós rosados; folhas membranáceas; inflorescencia verdes.","IPA0060390","3279","1999","04","14","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2002","10","10",NA,NA,NA,NA,NA,NA,NA
"170","2019-02-15 11:47:42-02","IPA","IPA","60391","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Baia do Sueste.",NA,NA,NA,NA,"Erva; segmentos vegetativos verdes; inflorescencia esverdeadas.","IPA0060391","3182","1999","04","07","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2002","11","06",NA,NA,NA,NA,NA,NA,NA
"171","2019-02-15 11:47:42-02","IPA","IPA","73093","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Rita Pereira; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano,; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano, O.; Costa e S","Southern America","Brasil","Pernambuco","Serra das Varas, Mata da Torre - na subida trilha principal.","915","915",NA,NA,"Frequência baixa.","IPA0073093","2551","2006","02","20","Plantae",NA,"(L.) Link","Costa e Silva, M.B.","Arcoverde","-37.010278","-8.4325",NA,NA,NA,"2006","03",NA,NA,"-37.010278","-8.4325",NA,NA,NA,NA
"172","2019-02-15 11:47:42-02","IPA","IPA","81371","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Morro da Quixaba.",NA,NA,NA,NA,"Erva cespitosa, segmentos vegetativos e reprodutivos verdes.","IPA0081371","3219","1999","04","08","Plantae",NA,"(L.) Link","Costa e Silva, M.B.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2002","10","10",NA,NA,NA,NA,NA,NA,NA
"173","2019-02-15 11:47:42-02","IPA","IPA","81372","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Margem da rodovia.",NA,NA,NA,NA,"Erva cespitosa, segmentos vegetativos e reprodutivos verdes.","IPA0081372","4147","2003","06","20","Plantae",NA,"(L.) Link","Oliveira, R.P.; Longhi-Wagner, H.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2004","08",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-02-15 11:47:42-02","IPA","IPA","81385","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Forte de São Pedro.",NA,NA,NA,NA,"Cespitosa, segmentos vegetativos e reprodutivos verdes.","IPA0081385","4105","2003","06","17","Plantae",NA,"(L.) Link","Oliveira, R.P.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2003","09",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-02-15 11:47:42-02","IPA","IPA","81386","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Miranda, A.M.","Southern America","Brasil","Pernambuco","Açude do Xaréu.",NA,NA,NA,NA,"Erva cespitosa, caule verde com nós rosados, folhas membranáceas, inflorescências verdes.","IPA0081386","3279","1999","04","14","Plantae",NA,"(L.) Link","Costa e Silva, M.B.","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"2002","10","10",NA,NA,NA,NA,NA,NA,NA
"176","2019-02-15 11:47:42-02","IPA","IPA","86396","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Ferreira, C.G.T.; Araújo, G.S.; Araújo, G.S.","Southern America","Brasil","Rio Grande do Norte","Estação Ecológica do Seridó.",NA,NA,NA,NA,"Erva cespitosa.; Caatinga aberta, primeiro riacho anula; vertissolo e latossolo, seco e pedregoso.","IPA0086396","222","2006","06","23","Plantae",NA,"(L.) Link","Ferreira, C.G.T.","Serra Negra do Norte","-37.431944","-6.975",NA,NA,NA,"2006","06","23",NA,"-37.431944","-6.975",NA,NA,NA,NA
"177","2019-02-15 11:47:42-02","IPA","IPA","8284","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Andrade-Lima","Southern America","Brasil","Pernambuco","Margem do riacho Boldró.",NA,NA,NA,NA,NA,"IPA0008284","2246","1955","10","22","Plantae",NA,"(L.) Link","Sarmento","Ilha de Fernando de Noronha",NA,NA,NA,NA,NA,"1961","12","18",NA,NA,NA,NA,NA,NA,NA
"178","2019-02-15 11:47:42-02","IPA","IPA","84671","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Lyra-Lemos, R.P.; Souza, S.; Souza, J.; Souza, S.; Souza, J.","Southern America","Brasil","Alagoas","caminho para a Ilha do Ferro, 2 km depois do Riacho Grande.",NA,NA,NA,NA,"Erva, espiguilha verde.; Caatinga arbórea.","IPA0084671","6841","2002","06","21","Plantae",NA,"(L.) Link","Longhi-Wagner, H.","Pão de Açucar","-37.503611","-9.723333",NA,NA,NA,"2004","08",NA,NA,"-37.503611","-9.723333",NA,NA,NA,NA
"179","2019-02-15 11:47:42-02","IPA","IPA","85830","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Ferreira, J.C.","Southern America","Brasil","Bahia","Usina de Mandacaru, Estação Experimental. Projeto Mandacarú.",NA,NA,NA,NA,"Erva anual, ca. 30 a 50 cm de altura. Planta de forma e altura muito variáveis, apresentando o caule verde quando presente em vegetação verde e vermelho quando em vegetação seca. Flor espiga pequena e verde a verde arroxeado escuro.","IPA0085830","03","1983","10","27","Plantae",NA,"(L.) Link","Fotius, G.","Juazeiro","-40.433333","-9.4",NA,NA,NA,NA,NA,NA,NA,"-40.433333","-9.4",NA,NA,NA,NA
"180","2019-02-15 11:47:42-02","IPA","IPA","16612","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Castellanos, A.","Southern America","Brasil","Bahia","90 km ao N de Bonfim.",NA,NA,NA,NA,"Centro de Pesquisas Florestais e Conservação da Natureza Nº 6874.","IPA0016612","31","1966","03","17","Plantae",NA,"(L.) Link","Tenório, E.C.","Caraíbas","-41.2592010498047","-14.7257995605469",NA,"66770","auto","1969","10","16",NA,NA,NA,NA,NA,NA,NA
"181","2019-02-15 11:47:42-02","IPA","IPA","16959","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Almeida, J.; Santos, T.S.; Santos, T.S.","Southern America","Brasil","Bahia","CEPEC.",NA,NA,NA,NA,"Plantas de 30 cm de altura, flores roxas.","IPA0016959","266","1968","12","05","Plantae",NA,"(L.) Link","Tenório, E.C.","Ilhéus","-39.0494003295898","-14.7889003753662",NA,"61245","auto","1970","03","16",NA,NA,NA,NA,NA,NA,NA
"182","2019-02-15 11:47:42-02","IPA","IPA","1579","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Andrade-Lima","Southern America","Brasil","Bahia","Uruçuca, Estação Experimental do Cacau.",NA,NA,NA,NA,NA,"IPA0001579","50-426","1950","01","12","Plantae",NA,"(L.) Link","Black, G.A.","Ilhéus","-39.0494003295898","-14.7889003753662",NA,"61245","auto","1955","02","07",NA,NA,NA,NA,NA,NA,NA
"183","2019-02-15 11:47:42-02","IPA","IPA","14003","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Luetzelburg","Southern America","Brasil","Ceará","Tabuleiro.",NA,NA,NA,NA,NA,"IPA0014003","28059","1935","11",NA,"Plantae",NA,"(L.) Link","Sales, M.","Granjeiro","-39.2178001403809","-6.88832998275757",NA,"15407","auto","1979","04","17",NA,NA,NA,NA,NA,NA,NA
"184","2019-02-15 11:47:42-02","IPA","IPA","47633","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Luetzelburg","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo",NA,NA,NA,NA,NA,"IPA0047633","28573","1937","02","06","Plantae",NA,"(L.) Link","Guerra, R.","Sousa","-38.228099822998","-6.7591700553894",NA,"21208","auto","2002","10","29",NA,NA,NA,NA,NA,NA,NA
"185","2019-02-15 11:47:42-02","IPA","IPA","20399","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Á beira de capoeira.",NA,NA,NA,NA,NA,"IPA0020399","1150","1969","09","20","Plantae",NA,"(L.) Link","Tenório, E.C.","Águas Belas","-37.1231002807617","-9.11139011383057",NA,"36545","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-02-15 11:47:42-02","IPA","IPA","20342","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Estrada entre Buique - Águas Belas. Em solos saturado de umidade.",NA,NA,NA,NA,NA,"IPA0020342","1077","1969","09","13","Plantae",NA,"(L.) Link","Tenório, E.C.","Águas Belas","-37.1231002807617","-9.11139011383057",NA,"36545","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-02-15 11:47:42-02","IPA","IPA","20232","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Marchas alagadas da caatinga.",NA,NA,NA,NA,NA,"IPA0020232","938","1969","08","28","Plantae",NA,"(L.) Link","Tenório, E.C.","Iati","-36.8460998535156","-9.04582977294922",NA,"38951","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-02-15 11:47:42-02","IPA","IPA","20222","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Tenório, E.C.","Southern America","Brasil","Pernambuco","Solos encharcados.",NA,NA,NA,NA,NA,"IPA0020222","928","1969","08","28","Plantae",NA,"(L.) Link","Tenório, E.C.","Iati","-36.8460998535156","-9.04582977294922",NA,"38951","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-02-15 11:47:42-02","IPA","IPA","65023","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Melquíades, A.; Bezerra, G.J.; Bezerra, G.J.","Southern America","Brasil","Pernambuco","Usina São José. Mata dos Macacos. Borda de mata. Mata Atlântica. Solo argiloso.",NA,NA,NA,NA,"Erva ca. 60 cm, com inflorescencia.","IPA0065023","147","2003","04","01","Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Igarassu","-34.9063987731934","-7.83416986465454",NA,"24709","auto","2003","06",NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-07-26 11:40:56-03","IPA","IPA","45423","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Cavalcanti, G.","Southern America","Brasil","Pernambuco","Lagoa Grande, dentro da lagoa.",NA,NA,NA,NA,NA,"IPA0045423","45423","1981",NA,NA,"Plantae",NA,"(L.) Link","Pereira, R.","Parnamirim","-39.5783004760742","-8.09055995941162",NA,"69919","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-02-15 11:47:42-02","IPA","IPA","69789","S","Plantae","Poaceae","Echinochloa","colona","Echinochloa colona","Guerra, R.","Southern America","Brasil","Pernambuco","Boa Viagem",NA,NA,NA,NA,NA,"IPA0069789","13","2002","02",NA,"Plantae",NA,"(L.) Link","Costa; Silva, M.B.","Recife","-34.8810997009277","-8.05389022827148",NA,"18865","auto","2004","01","07",NA,NA,NA,NA,NA,NA,NA
