"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class"
"11","2021-03-30 12:43:50-03","EAO","IAN","143211","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Nascimento, EAP","Pinheiro, GS; Carvalho, JFV","689","1974","04","09","Southern America","Brasil","Pará",NA,"Estreito-Marabá, km 2.",NA,NA,NA,"Cipó sobre árvore; com flores brancas e centro amarelo.","IAN143211",NA,NA,NA,NA,NA,"2017","03","10",NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:43:50-03","EAO","IAN","15501","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Nascimento, EAP","Fróes, RL","20098","1943","03","25","Southern America","Brasil","Bahia",NA,"Brejão; região da Serra de Sincorá.",NA,NA,NA,NA,"IAN015501","IAN015501 IAN015501_e IAN015501_e1",NA,NA,NA,NA,"2017","03","10",NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:43:50-03","EAO","IAN","20217","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Nascimento, EAP","Ducke, A","2070","1943","09","07","Southern America","Brasil","Roraima",NA,"Rio Carassé, afluente do Rio Branco; matinha do cume do serrote Murupuzinho;","-59.254167","0.737222",NA,"Trepadeira pequena; flor branca com estames amarelos; fruto verde.","IAN020217","IAN020217 IAN020217_e IAN020217_e1",NA,NA,NA,NA,"2017","03","10","-59.254167","0.737222",NA,NA,NA,NA
"14","2021-03-30 12:43:50-03","EAO","IAN","72276","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Nascimento, EAP","Black, GA","14063","1951","11","07","Southern America","Brasil","Roraima",NA,"Beira do Rio Branco; entre as Fazendas Capela e Bom Intento.","-59.254167","0.737222",NA,"Erva; flor branca.","IAN072276",NA,NA,NA,NA,NA,"2017","03","10","-59.254167","0.737222",NA,NA,NA,NA
"15","2021-03-30 12:43:50-03","EAO","IAN","55930","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Nascimento, EAP","Pinto, GCP","322","1950","07",NA,"Southern America","Brasil","Bahia","Cruz das Almas","Campos ensolarados.&nf;Herb. da Escola de Agronomia Cruz das Almas.","-39.1018981933594","-12.6700000762939",NA,NA,"IAN055930",NA,NA,NA,"14660","auto","2017","03","10",NA,NA,NA,NA,NA,NA
"16","2020-11-26 18:08:44-03","CPAN-UFMS","COR","9443","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"Souza,L.L.","5","2003","11","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Bairro Popular Nova. urbano; ; plano.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: amarela; Com fruto:verde",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:08:44-03","CPAN-UFMS","COR","3814","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"Stachuk, A.& Andrade, L.","9","1995","08","17",NA,"Brasil","Mato Grosso do Sul","Corumbá","Terreno baldio - próximo ao CEUC.","-57.6533012390137","-19.0091991424561",NA,"flor: amarela. fruto: verde Habito: Erva",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-26 18:08:44-03","CPAN-UFMS","COR","16057","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"Arruda, W.S.; Galharte, R.C.V; Urquiza, M.V.S.","320","2011","03","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","Trilha Amolar.","-57.6533012390137","-19.0091991424561",NA,"fruto em formato de bola com pêlos e seco; Com Flor: flor amarela",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:19:35-03","UFBA","ALCB","95004","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Melo, E","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","6711","2009","10","17","Southern America","Brasil","Bahia","Jeremoabo","Nordeste, Baixa dos Quelés","-38.44","-9.983056",NA,"semi-prostrado. Flores amarelo-claras.","ALCB063404",NA,"506","506",NA,NA,"2009","10",NA,"-38.44","-9.983056",NA,NA,NA,NA
"20","2020-11-04 11:12:56-03","ESALQ","ESA","20106","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis",NA,"Krapovickas, A.","Barreto, K.D.; Fernandes, G.D.; Gouveia, J.","2764.0","1994","07","27",NA,"Brasil","São Paulo","Buritizal",NA,"-47.7000007629395","-20.1900005340576",NA,NA,"ESA020106","ESA020106",NA,NA,"15008","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 10:24:12-03","CPAP","CPAP","22992","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"Pott, A.","9377","2001","09","13",NA,"Brasil","MT","Poconé","Parque Nacional do Pantanal (Ibama), Pantanal.","-56.6227989196777","-16.2567005157471",NA,"Erva escandente, pegajosa. FLOR: amarelado clara. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Vegetação secundária de floresta decidual.. SUBSTRATO: Solo litólico.. RELEVO: encosta de morro..",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-19 10:24:12-03","CPAP","CPAP","11476","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Pott","Pott, A.","6456","1993","06","04",NA,"Brasil","MS","Miranda","Fazenda Barrinhos; Sub-região da Nhecolândia; Pantanal - invernada Mário Dique","-56.433333","-19.916667",NA,". FLOR: amarela. FRUTO: . INTERESSE: Forrageira eventual. FREQUÊNCIA: Esparsa. AMBIENTE: Transição vegetação secundária de mata/elyonuretum. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,"90","90",NA,NA,"1998","05",NA,"56°26' W","19°55' S",NA,NA,NA,NA
"23","2020-11-19 10:24:12-03","CPAP","CPAP","12918","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"Pott, A.","6944","1994","09","29",NA,"Brasil","MS","Corumbá","Fazenda Leque; Sub-região da Nhecolândia; Pantanal","-57.016667","-19.233333",NA,"Erva prostrada-ascendente ou escandente. FLOR: amarelo-ouro. Flor abre após o meio-dia. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação secundária em área desmatada. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,"88","88",NA,NA,NA,NA,NA,"57°01' W","19°14' S",NA,NA,NA,NA
"24","2020-11-19 10:24:12-03","CPAP","CPAP","14368","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","C. Takeuchi","Pott, A.","7332","1995","09","17",NA,"Brasil","MT","Rondonópolis","Barranco do rio Jurigue, 10km E de Rondonópolis, no km 191 na BR-364","-54.571389","-16.546389",NA,"Subarbusto, 1m de altura, com ramos basais horizontais. Com pelos glandulosos. FLOR: não vista. FRUTO: castanho. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Mata ciliar. Em clareira perturbada. SUBSTRATO: solo arenoso com superfí",NA,NA,"340","340",NA,NA,"2013","09","30","54°34'17'' W","16°32'47'' S",NA,NA,NA,NA
"25","2020-11-19 10:24:12-03","CPAP","CPAP","22816","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Pott","Pott, A.","8903","2001","04","17",NA,"Brasil","MS","Corumbá","Hotel Tarumã, Porto Tarumã (Morrinho), Rio Paráguai, Pantanal","-57.415278","-19.468611",NA,"Erva ou subarbusto escandente 1-2m de altura. com flores de cor amarela, planta apícola Ocasional.. Vegetação secundária de cerrado ao longo da estrada,. Solo: argiloso.,. Relevo: aterro de estrada em plano.",NA,NA,NA,NA,NA,NA,"2001",NA,NA,"57°24'55'' W","19°28'07'' S",NA,NA,NA,NA
"26","2020-11-19 10:24:12-03","CPAP","CPAP","5462","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Pott","Pott, A.","4329","1988","08","11",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva Biológica (divisa","-56.65","-18.983333",NA,"Subarbusto ramificado. FLOR: amarela-clara. FRUTO: castanho. INTERESSE: Forrageira. FREQUÊNCIA: Ocasional. AMBIENTE: Borda de mata, cordilheira (paleodique), não alagável. SUBSTRATO: solo arenoso podzol hidromórfico. RELEVO: plano.",NA,NA,"89","89",NA,NA,"2000","09",NA,"56°39' W","18°59' S",NA,NA,NA,NA
"27","2020-11-19 10:24:12-03","CPAP","CPAP","6314","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","S. M. Salis","Bueno, N. C.","30","1989","06","08",NA,"Brasil","MS","Corumbá","Fazenda Leque (aterro do Murundu-alegre), Sub-região do Abobral, Pantanal","-57.05","-19.233333",NA,"Subarbusto 60cm de altura. FLOR: alaranjado. FRUTO: marrom. INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Fundos da casa. SUBSTRATO: solo argilo-arenoso. RELEVO: plano.",NA,NA,"95","95",NA,NA,"2009","06","00","57°03' W","19°14' S",NA,NA,NA,NA
"28","2020-11-19 10:24:12-03","CPAP","CPAP","6429","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"Pott, A.","4959","1989","09","21",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva Biológica","-56.65","-18.983333",NA,"Erva 05 - 08 m de altura, subereta. FLOR: amarela. Flor abre após meio-dia. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Vegetação secundária de mata semidecídua, não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico",NA,NA,"90","90",NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA
"29","2020-11-19 10:24:12-03","CPAP","CPAP","7537","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Krapovickas","Pott, A.","5487","1990","02","08",NA,"Brasil","MS","Corumbá","Fazenda Leque (Embrapa); Sub-região da Nhecolândia; Pantanal","-57.05","-19.233333",NA,"Subarbusto escandente 0,8-1,8 m de altura. FLOR: amarela. FRUTO: castanho. INTERESSE: Algo forrageira.. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação secundária (capoeira). SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"87","87",NA,NA,"1990","05",NA,"57°03' W","19°14' S",NA,NA,NA,NA
"30","2021-04-07 11:45:49-03","UFMS","CGMS","73363","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","C. Takeuchi","A. Pott; V.J. Pott; G.A. Damasceno-Junior","15526","2009","07","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Divisa Fazenda Nazaré com Colônia do Cedro, área da Mata do Cedro, leque aluvial do Rio Taquari, sub-região de Paiaguás, Pantanal.","-57.1","-18.6908333",NA,"Flor amarela. Habitat: Vegetação secundária de floresta estacional decidual. Solo areno-siltoso. Relevo plano convexo, não inundável. Esparsa. Habito: Subarbusto.","CGMS1106170",NA,"90","90",NA,NA,"2013","09","26","-57,1","-18,6908333",NA,NA,NA,NA
"31","2021-04-07 11:45:49-03","UFMS","CGMS","16674","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","C. Takeuchi","J.M. Longo; C. Aoki; S. Boff","92","2004","04","12",NA,"Brasil","Mato Grosso do Sul","Paraíso das Águas","Fazenda Mimoso.","-52.9855555","-19.0544444",NA,"Flor amarela com guia de recurso. Visitada por abelhas. Fruto retirado por Cátia Takeuchi (IBT) para estudos anatômicos do trabalho 'Revisão e Filogenia de Gaya Kunth (Malvaceae) Brasil' em 26.IX.2013. Habitat: Borda de mata. Habito:","CGMS1045974",NA,NA,NA,NA,NA,"2013","09","26","-52,9855555","-19,0544444",NA,NA,NA,NA
"32","2021-04-07 11:45:49-03","UFMS","CGMS","22665","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"A.C. Araújo","801","2000","01","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Faz. Santa Clara.","-57.0663889","-19.4661111",NA,"Flor amarela.","CGMS1052080",NA,NA,NA,NA,NA,NA,NA,NA,"-57,0663889","-19,4661111",NA,NA,NA,NA
"33","2021-04-07 11:45:49-03","UFMS","CGMS","42090","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Pott","A. Pott","4329","1988","08","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim (Embrapa), Reserva Biológica (divisa com a fazenda Campo Dora), Nhecolândia, Pantanal.","-56.65","-18.65",NA,"Flor amarela-clara. Fruto castanho. Habitat: Borda de mata, cordilheira (paleodique), não alagável. Solo arenoso podzol hidromórfico. Relevo plano. Habito: Subarbusto ramificado. Ocasional.","CGMS1072081",NA,"89","89",NA,NA,NA,NA,NA,"-56,65","-18,65",NA,NA,NA,NA
"34","2021-04-07 11:45:49-03","UFMS","CGMS","42089","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","N.C. Bueno","N.C. Bueno; V.J. Pott","30","1989","06","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Aterro Murundum-Alegre, Pantanal.","-57.05","-19.2333333",NA,"Flor alaranjada. Fruto marrom. Planta determinada por comparação com coleta A. Pott 4329. Habitat: Fundos da casa. Solo argilo-arenoso. Relevo plano. Habito: Subarbusto. 0,60 m de altura. Frequente.","CGMS1072080",NA,"95","95",NA,NA,NA,NA,NA,"-57,05","-19,2333333",NA,NA,NA,NA
"35","2021-04-07 11:45:49-03","UFMS","CGMS","42087","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"A. Pott; S.G. Narciso","4959","1989","11","21",NA,"Brasil","Mato Grosso do Sul","Corumbá","Reserva Biológica. Fazenda Nhumirim, Nhecolândia, Pantanal.","-56.65","-18.9833333",NA,"Flor amarela. Flor abre após meio-dia. Habitat: Vegetação secundária de mata semidecídua, não alagável. Solo arenoso (podzol hidromórfico). Relevo plano convexo. Habito: Erva. 0,50-0,80 m de altura. Ocasional.","CGMS1072078",NA,"90","90",NA,NA,NA,NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA
"36","2021-04-07 11:45:49-03","UFMS","CGMS","42091","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Krapovickas","A. Pott; O.C. de Souza","5487","1990","02","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Leque (Embrapa), Nhecolândia, Pantanal.","-57.05","-19.2333333",NA,"Flor amarela. Fruto castanho. Habitat: Vegetação secundária (capoeira). Solo arenoso. Relevo plano. Habito: Subarbusto escandente. 0,80-1,80 m de altura. Abundante.","CGMS1072082",NA,"87","87",NA,NA,NA,NA,NA,"-57,05","-19,2333333",NA,NA,NA,NA
"37","2021-04-07 11:45:49-03","UFMS","CGMS","67580","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Pott","A. Pott","11830","2004","09","15",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Paiaguás, a leste da rodovia MS-419, entre Serra de Maracaju e Pantanal.","-55.2786111","-19.5319445",NA,"Flor amarelo-claro. Fruto verde-claro. Base interna da corola, estames e estigma, amarelos. Habitat: Vegetação secundária em cascalheiro. Solo raso pedregoso. Relevo encosta. Habito: Subarbusto ramificado 60 cm altura, semiescandente","CGMS1100539",NA,"150","150",NA,NA,NA,NA,NA,"-55,2786111","-19,5319445",NA,NA,NA,NA
"38","2021-04-07 11:45:49-03","UFMS","CGMS","51720","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky",NA,"A. Pott; V.J. Pott; L.C.P. Lima; C.N. da Cunha; E.A. Silveira","9377","2001","09","13",NA,"Brasil","Mato Grosso","Poconé","Ilha do Caracará, Parque Nacional do Pantanal (IBAMA).","-56.6227989196777","-16.2567005157471",NA,"Flor amarelado-clara. Habitat: Vegetação secundária de floresta decidual. Solo litólico. Relevo encosta de morro. Frequente. Habito: Erva escandente, 1,00 m de altura, pegajosa.","CGMS1081704",NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:45:49-03","UFMS","CGMS","25152","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","A. Pott","S.A. Vianna; J.A. Avanci Júnior.; M.C.A. Santos; A. Francener","21","2009","05","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Alegria.","-57.6533012390137","-19.0091991424561",NA,"Flor amarela. Habitat: Pantanal. Capão. Solo arenoso. Habito: Trepadeira.","CGMS1054579",NA,NA,NA,"295160","auto","2009","05","08",NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:45:49-03","UFMS","CGMS","11003","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","R.S. de Arruda","R.S. de Arruda",NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Santa Clara.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1040313",NA,NA,NA,"295160","auto","2000","04","05",NA,NA,NA,NA,NA,NA
"41","2019-11-06 09:56:16-03","UFOP","OUPR","22864","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","Krapovickas, A.","Magalhães-Gomes, C.T.","s.n.","1893","07",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Fl. lutei.",NA,NA,NA,NA,"22051","auto","1978","02",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:30:49-03","UFRRJ","RBR","37585","S","Plantae",NA,NA,"Malvaceae","Herissantia","nemoralis","Herissantia nemoralis","(A.St.-Hil.) Brizicky","T.A. Amorim","I. Barçante","282","1934","03","28",NA,"Brasil","Minas Gerais","Sete Lagoas","Estação Experimental de Plantas Têxteis de Sete Lagoas.","-44.2467002868652","-19.465799331665",NA,NA,"RBR00037585","RBR00037585",NA,NA,"22227","auto","2019","06","06",NA,NA,"Sintipo",NA,NA,NA
