"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"156","2020-10-14 10:02:21-03","FURB","FURB","46552","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Seubert, RC","2014","08","19","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","5","2014","08","19","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2183334","-27.1186111","-49.2183334","-27.1186111","655","655","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB27736","FURB27736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:02:21-03","FURB","FURB","46605","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Oliveira, AA de","2015","04","06","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","73","2014","03","28","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2013889","-27.1055556","-49.2013889","-27.1055556","713","713","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB27737","FURB27737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:02:21-03","FURB","FURB","46846","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, ML","2014","08","20","Schwirkowski, P.",NA,"2014","03","09","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho, propriedade de Leonardo Pilz.","-49.3808334","-26.3202778","-49.3808334","-26.3202778",NA,NA,"Planta B Habito: arbórea; flor branca","FURB27738","FURB27738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:02:21-03","FURB","FURB","58312","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Gebien, W.","2018","02","13","Gebien, W.","49","2017","04","21","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. Topo do morro próximo à roça de mandioca.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100",NA,"FURB58312","FURB58312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:02:21-03","FURB","FURB","61855","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M. L.","2015","08","25","Julkorski, D","755","2015","08","13","Brasil","Paraná","Matelândia",NA,"-53.82","-25.38","-53.8200000","-25.3800000",NA,NA,NA,"FURB61855","FURB61855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:02:21-03","FURB","FURB","61965","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M. L.","2015","08","07","Julkoski, D.","611","2015","07","09","Brasil","Paraná","Umuarama",NA,"-53.28","-23.76","-53.2800000","-23.7600000",NA,NA,NA,"FURB61965","FURB61965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:02:21-03","FURB","FURB","64675","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Kassner-Filho, A.","2019","08","14","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5320","2019","08","14","Brasil","Santa Catarina","Canoinhas","Cedup.","-50.4","-26.1016667","-50.4000000","-26.1016667","835","835","Fruto imaturo Habitat: Interior de unidade amostral;Estágio de regeneração médio/avançado;Floresta Ombrófila Mista Habito: Arbórea","FURB64675","FURB64675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:02:21-03","FURB","FURB","47328","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2016","12",NA,"Queiroz, L.E.","21","2014","09","13","Brasil","Paraná","Apucarana","Unidade de Conservação Parque da Raposa.","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,NA,"FURB27284","FURB27284",NA,NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA
"164","2019-11-27 09:30:03-03","FURB","FURB","1560","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Sobral, M","2001","06","23","Sevegnani, L.",NA,"2001","06","16","Brasil","Santa Catarina","Rio Rufino","Meio ao arrozal.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,"Embrapa. Projeto mata ciliar","FURB27764","FURB27764",NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"165","2021-03-16 17:53:08-03","UCS","HUCS","43826","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M.L.","2014","11","13","Brotto, M.L.","1820","2014","11","04","Brasil","Paraná","Andrianópolis","Parque Estadual das Lauráceas.","-48.712222","-24.853889","-48.712222","-24.853889","1820","1820","Árvore de 20m de altura, frutos imaturos verdes.; FODM;",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-16 17:53:08-03","UCS","HUCS","43331","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Moraes, P.",NA,NA,NA,"Molz, M.","s.n.","2012","03","03","Brasil","Rio Grande do Sul","São Leopoldo","Bairro Vila Nova, Rua Carlos Klein","-51.111389","-29.782222","-51.111389","-29.782222","33","33","Árvore 12m de altura, flores brancas. Doação ICN 174415",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-16 17:53:08-03","UCS","HUCS","48447","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Moraes, P.",NA,NA,NA,"Moolz, M.","s.n.","2010","10","13","Brasil","Rio Grande do Sul","São Leopoldo","Vila Nova, próximo ao arroio Kruze","-51.111389","-29.782222","-51.111389","-29.782222","32","32","Doação Herbário ICN 174464",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-16 17:53:08-03","UCS","HUCS","35502","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Grings, M.",NA,NA,NA,"Grings, M.","590","2006","10","31","Brasil","Rio Grande do Sul","Nova Petrópolis",NA,"-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"árvore com 10 m - com frutos pretos - Herbário ICN 160512; mato da S. C. R. T. A.",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,"14669","auto",NA,NA,NA,NA,NA
"169","2021-03-16 17:53:08-03","UCS","HUCS","33356","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Grings, M.",NA,NA,NA,"Grings, M.","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Caxias do Sul","área verde próximo ao Parque de Eventos da Festa da Uva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"170","2021-03-16 17:53:08-03","UCS","HUCS","39601","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Quinet, A.","2010","09","15","Stival-Santos, A.","1809","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Centro do Schutch","-48.823600769043","-27.6938991546631",NA,NA,NA,NA,"Herbário FURB 20748; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,"26556","auto",NA,NA,NA,NA,NA
"171","2021-03-16 17:53:08-03","UCS","HUCS","40725","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Verdi, M.","2011","02",NA,"Verdi, M.","6386","2011","02","12","Brasil","Santa Catarina","Pouso Redondo","Corruchel","-49.9338989257812","-27.2581005096436",NA,NA,NA,NA,"arbórea - Herbário FURB 41878; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,"18527","auto",NA,NA,NA,NA,NA
"172","2021-03-16 17:53:08-03","UCS","HUCS","37631","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Almeida, C.S.","2008","10","17","Francisco, E.M.","1350",NA,NA,NA,"Brasil","Paraná","Londrina","Gleba Palhano","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"fruto maduro cor vinho - Herbário FUEL 44390",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"173","2021-03-16 17:53:08-03","UCS","HUCS","39536","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Quinet, A.","2010","09","14","Stival-Santos, A.","3072","2010","06","19","Brasil","Santa Catarina","Palhoça","Maciambú","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"fruto amarelo - Herbário FURB 27456; Floresta Ombrófila Densa - interior do fragmento",NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA
"174","2019-12-06 19:29:46-03","UFES","VIES","34724","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","J. Baitello","2016",NA,NA,"Araújo, E.A.","416","2015","06",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 05, indivíduo 451. Parque Nacional do Caparaó","-41.755278","-20.4925","41º45'19''W","20º29'33''S",NA,NA,NA,"VIES034724","VIES034724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-12-06 19:29:49-03","UFES","VIES","34759","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","J. Baitello","2016",NA,NA,"Araújo, E.A.","382","2015","01",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 05, indivíduo 36. Parque Nacional do Caparaó","-41.755278","-20.4925","41º45'19''W","20º29'33''S",NA,NA,NA,"VIES034759","VIES034759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-04-27 16:10:14-03","UFES","VIES","14289","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Quinet, A.","2005","11","06","Saiter, F.Z.","242","2004","03","02","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"VIES014289","VIES014289",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"177","2019-08-16 08:39:44-03","UTFPR","HCF","20863","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","D. Roher & E. Barboza","2015","11",NA,"G. Felitto","1004","2015","10","02","Brasil","PR","Palmital","PCH Cantu 2, área de supressão do futuro","-52.437778","-24.739444","52°26'16 W","24°44'22 S","413","413","árvore 13 m, frutos maduros verde-avermelhados, cálices negros e verdes. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-08-16 08:39:44-03","UTFPR","HCF","19313","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2014","11","13","M.L. Brotto","1820","2014","11","04","Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.712222","-24.853889","48°42'44 W","24°51'14 S","890","890","árvore de 20 m de altura, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-08-16 08:39:44-03","UTFPR","HCF","7905","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2009",NA,NA,"M.G. Caxambu","2616","2009","04","16","Brasil","PR","Turvo","Propriedade da família Rickli","-51.577222","-25.070444","51°34'38 W","25°04'13,6 S","1081","1081","árvore ca. 8 m, com botões florais esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-02-10 08:20:57-03","UTFPR","HCF","30437","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2019","03","01","M.L. Brotto","3248","2019","02","24","Brasil","PR","Piraquara","Recreio da Serra","-49.016667","-25.449444","49°01'00 W","25°26'58 S","1002","1002","árvore com 7 m de altura, flores brancas femininas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-08-16 08:39:44-03","UTFPR","HCF","22467","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2016","12","13","G. Felitto","1026","2016","07","10","Brasil","PR","Medianeira","Bairro Condá, Zona Rural","-54.099722","-25.283889","54°05'59 W","25°17'02 S","380","380","árvore, 13 m; cúpula verde escura, frutos verde claros. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-09-13 16:53:12-03","UTFPR","HCF","26041","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2019","09","03","E.L. Siqueira","2739","2018","07","20","Brasil","PR","Mamborê","Estação Ecológica Municipal Affonso","-52.567167","-24.502694","52°34'01,8 W","24°30'09,7 S","559","559","árvore ca. 6 m, heliófita. Frutos imaturos verdes e os maduros amarronzados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-08-16 08:39:44-03","UTFPR","HCF","9579","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","C.S. Almeida","2008","10","17","E.M. Francisco","1350",NA,NA,NA,"Brasil","PR","Londrina","Gleba Palhano","-51.192639","-23.335528","51°11'33,5 W","23°20'07,9 S",NA,NA,"fruto maduro cor vinho, localizado na borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-16 08:39:44-03","UTFPR","HCF","23916","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2017","05","25","E. Barboza","4602","2017","04","19","Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas, morro","-48.719722","-24.8525","48°43'11 W","24°51'09 S","900","900","árvore com 5 m de altura; flores beges.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-08-16 08:39:44-03","UTFPR","HCF","27755","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2018","08","07","R.R. Völtz","1683","2018","03","20","Brasil","PR","Diamante do Norte","Estação Ecológica do Caiuá","-52.850278","-22.621944","52°51'01 W","22°37'19 S","270","270","árvore 15 m alt. Frutos imaturos verdes. Dossel de floresta na base de colina próximo a várzea. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-08-16 08:39:44-03","UTFPR","HCF","21425","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2015","10","02","G. Felitto","943","2015","08","10","Brasil","PR","Nova Cantu","PCH Cantu 2, Área de Supressão do futuro","-52.431111","-24.735278","52°25'52 W","24°44'07 S","428","428","árvore, 15 m, cálices negros, frutos verdes. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-08-16 08:39:44-03","UTFPR","HCF","7953","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2010","06","25","M.G. Caxambu","2631","2009","05","15","Brasil","PR","Turvo","Propriedade da família Rickli","-51.567389","-25.043583","51°34'02,6 W","25°02'36,9 S","1097","1097","árvore ca. 12 m. Frutos imaturos verdes. Flores verdes. Trilha na floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-02-10 08:20:57-03","UTFPR","HCF","30440","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2019","03","01","M.L. Brotto","3228","2019","02","10","Brasil","PR","Piraquara","Recreio da Serra","-49.016667","-25.451667","49°01'00 W","25°27'06 S","990","990","árvore com 12 m de altura. Flores brancas femininas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-16 08:39:44-03","UTFPR","HCF","21448","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2016","03","30","M.L. Brotto","2255","2016","02","29","Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.710278","-24.853333","48°42'37 W","24°51'12 S","896","896","árvore com 23 m de altura; com botões florais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-08-16 08:39:44-03","UTFPR","HCF","12461","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2017","08",NA,"C. Michelon","1426","2012","07","02","Brasil","PR","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"árvore aproximadamente 7 m, frutos verdes com interior rosa (Resgate de Flora UHE Mauá).",NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"191","2020-02-28 11:49:48-03","UTFPR","HCF","30598","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.E.D. Castanho","2019","10","02","V. Ariati","1742","2019","07","18","Brasil","PR","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"árvore. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"192","2020-02-10 08:20:57-03","UTFPR","HCF","30369","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","I.J.G. Oliveira","2019","10","01","V. Ariati","1678","2019","07","02","Brasil","PR","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"árvore. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"193","2020-02-10 08:20:57-03","UTFPR","HCF","30328","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","I.J.G. Oliveira","2019","10","01","V. Ariati","1684","2019","07","03","Brasil","PR","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"árvore. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"194","2020-02-10 08:20:57-03","UTFPR","HCF","30367","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2019","10","03","P. Bonin Júnior","662","2019","07","21","Brasil","PR","Tibagi","UHE Tibagi Montante, Ilha do Cortado","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"árvore com 12 m de altura.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"195","2019-08-16 08:39:44-03","UTFPR","HCF","720","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2010","06","25","M.G. Caxambu","303","2004","01","22","Brasil","PR","Tuneiras do Oeste","Fazenda Água do Índio","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,"Árvore com 8m de altura.",NA,NA,NA,NA,NA,NA,NA,"24014","auto",NA,NA,NA,NA,NA
"196","2019-08-16 08:39:44-03","UTFPR","HCF","1932","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","M.L. Brotto","2010","06","25","M.G. Caxambu","758","2005","02","01","Brasil","PR","Tuneiras do Oeste","Fazenda Água do Índio","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,"Árvore com cerca de 7m de altura. Presença de flores em inflorescências terminais.",NA,NA,NA,NA,NA,NA,NA,"24014","auto",NA,NA,NA,NA,NA
"197","2020-06-29 09:30:38-03","UFRRJ","RBR","45892","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","A. Quinet","2018","05","23","T.M.S. Cruz","s/n","2015","09","29","Brasil","Rio de Janeiro","Rio das Flores","Solo argiloso em terço superior da encosta.","-43.47","-22.14","43º28'12''W","22º8'24''S","802","802",NA,"RBR00045892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-06-29 09:30:38-03","UFRRJ","RBR","25999","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","A. Quinet","2015","10","20","H.C. Rodrigues","s.n.","1994","05","21","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, linha 2. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,"RBR00025999","RBR00025999",NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"199","2020-06-29 09:30:38-03","UFRRJ","RBR","45891","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","A. Quinet","2018","05","23","J.O. Mendonça-Junior","s/n","2015","10","23","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RBR00045891",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"200","2019-11-25 12:12:13-03","UFSM","SMDB","18514","S","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo","Figueira, M","2014","08","14","Figueira, M; Schindler, B.; Lerner, L; Cella, D C; Büneker, H; Gazzola, G D; Rodrigues, J V","242","2014","08","14","Brasil","Rio Grande do Sul","Candelária","Morro do Botucaraí","-52.839444","-29.707222","-52.839444","-29.707222",NA,NA,"Árvore, com casca e ramos de odor agradável, frutos esverdeados; Floresta Estacional Subtropical do Domínio Atlântico, topo do morro, relevo suave a forte-ondulado, solo pedregoso de origem basáltica","SMDB018514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:31:21-03","MBM","MBM","167476","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Silva, S.M.",NA,NA,NA,"Lima, R.X.","s.n.",NA,NA,NA,"Brazil","Paraná","Três Barras","Serra do Facão",NA,NA,NA,NA,NA,NA,NA,"MBM167476","MBM167476",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:31:21-03","MBM","MBM","387391","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M.L.","2014","01","04","Michelon, C.","1426","2012","07","02","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","520","750","Árvore, aprox. 7m, frutos verdes com interior rosa.","MBM387391","MBM387391",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:31:21-03","MBM","MBM","388343","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M.L.","2014","04","15","Brotto, M.L.","1581","2014","03","22","Brazil","Paraná","Piraquara","Recreio da Serra","-49.021389","-25.442972","-49.021389","-25.442972","948","948","Árvore de 10m; flores femininas brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM388343","MBM388343",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:31:21-03","MBM","MBM","392461","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M.L.","2014","11","13","Brotto, M.L.; Prado, S.; Prado, S.","1820","2014","11","04","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712322","-24.853875","-48.712322","-24.853875","890","890","Árvore de 20m de altura, frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM392461","MBM392461",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:31:21-03","MBM","MBM","397012","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Oliveira, A.A.","2011","03","23","Verdi, M.","5744","2010","11","15","Brazil","Santa Catarina","Pouso Redondo","Corruchel","-49.942244","-27.334533","-49.942244","-27.334533","616","616","Arbórea, 6m.; Floresta Ombrófila Densa. Estádio de sucessão: avançado.","MBM397012","MBM397012",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:31:21-03","MBM","MBM","400414","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Brotto, M.L.","2015","10","02","Felitto, G.; Roher, D.; Nascimento, J.C.; Gomes, J.A.; Daniel, V.A.; Roher, D.; Nascimento, J.C.; Gomes, J.A.; Daniel, V.A.","943","2015","08","10","Brazil","Paraná","Nova Cantu","PCH Cantu 2, Área de supressão do futuro reservatório","-52.431111","-24.735278","-52.431111","-24.735278","428","428","Árvore, 15m, cálices negros, frutos verdes.; Floresta Estacional Semidecidual.","MBM400414","MBM400414",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:31:21-03","MBM","MBM","400794","PreservedSpecimen","Plantae","Lauraceae","Ocotea","silvestris","Ocotea silvestris","Vattimo-Gil","Roher, D.; Barboza, E.","2015","11",NA,"Felitto, G.; Roher, D.; Daniel, V.A.; Nascimento, J.C.; Dutra, M.M.; Roher, D.; Daniel, V.A.; Nascimento, J.C.; Dutra, M.M.","1004","2015","10","02","Brazil","Paraná","Palmital","PCH Cantu 2, Área de Supressão do Futuro Reservatório","-52.437778","-24.739444","-52.437778","-24.739444","413","413","Árvore, 13m, frutos maduros verdes-avermelhados, cálices negros e verdes.; Floresta Estacional Semidecidual.","MBM400794","MBM400794",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
