"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class"
"49","2020-09-12 05:00:02-03","US","US","3024087","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","27143","1970","3","7","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral, Cerrado, ca. 7 km W of Joaquim Felicio.",NA,NA,"1200","1200",NA,NA,"US00288508","US00288508_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"50","2020-09-02 16:29:16-03","Cenargen","CEN","2716","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","L.S. B. Jordão","Peter Edward Gibbs","2880","1976","09","08",NA,"Brasil","GO","GOIAS","Estado de Goiás, Municipio de Goiás.","-50.1403007507324","-15.9343996047974",NA,NA,"Exsicatas","Doação. Projeto Coleta e Introdução de Leguminosas Forrageiras. BNDE - INST. ZOOTECNIA - UNICAMP - FUNTEC - 280. n° 260","CEN00002716","CEN00002716",NA,"2017","63502","auto","08",NA,NA,NA,NA,"1",NA
"51","2019-11-13 11:22:50-03","USP","SPF","141054","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Dutra, VF","Fiaschi, P","218","2000","03","25",NA,"Brasil","Minas Gerais","Lassance","Serra do Cabral","-44.283333","-17.916667",NA,NA,NA,NA,"SPF00141054",NA,NA,"2008",NA,NA,"06",NA,"-44.283333","-17.916667",NA,NA,NA
"52","2019-11-13 11:22:50-03","USP","SPF","172601","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Sasaki, D","1016","2004","03","22",NA,"Brasil","São Paulo","Pedregulho",NA,"-47.277222","-20.157778","720","720",NA,NA,"SPF00172601",NA,NA,"2017",NA,NA,"04",NA,"-47.277222","-20.157778",NA,NA,NA
"53","2019-11-13 11:22:50-03","USP","SPF","214336","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Dutra, VF","Dutra, VF","450","2008","01","21",NA,"Brasil","Minas Gerais","Diamantina","Parque Nacional das Sempre-Vivas","-43.767361","-17.924306","1329","1329",NA,NA,"SPF00214336",NA,NA,"2008",NA,NA,"04",NA,"-43.767361","-17.924306",NA,NA,NA
"54","2019-11-13 11:22:50-03","USP","SPF","97779","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Sakuragui, CM","CFCR15239","1994","03","20",NA,"Brasil","Minas Gerais","Augusto de Lima","Serra do Cabral","-44.326667","-18.0275","1000","1000",NA,NA,"SPF00097779",NA,NA,"2017",NA,NA,"04",NA,"-44.326667","-18.0275",NA,NA,NA
"55","2019-11-13 11:22:50-03","USP","SPF","229977","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Garcia, FCP","Romero, R","1371","1994","10","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"SPF00229977",NA,NA,"2009","57119","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:22:50-03","USP","SPF","229978","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Andrade, T","Pacheco, RA","444","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"SPF00229978",NA,NA,"2005","57119","auto","02",NA,NA,NA,NA,NA,NA
"57","2020-05-08 11:10:45-03","UEFS","HUEFS","44402","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","paucifolia","var. scoparia","Mimosa paucifolia var. scoparia","Barneby","L.S.B.Jordão","Sakuragui, C.M.","15239","1994","03","20",NA,"Brasil","Minas Gerais","Augusto de Lima","Serra do Cabral, ca. 10 km N da cidade em direção à Fazenda Serra do Cabral.","-44.326667","-18.0275","1000","1000",NA,"Campo arenoso em área perturbada pelo plantio de Eucalyptus.","HUEFS0044402",NA,NA,"2017",NA,NA,"06",NA,"44W19'36''","18S1'39''",NA,NA,"Rosanae"
"58","2019-09-04 18:19:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,NA,"P. W. Lund",NA,"1834","7",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"59","2019-09-04 18:24:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,NA,"J. B. E. Pohl","424 [=1465]",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"60","2019-01-23 11:22:19-02","F","FMNH-SEEDPLANTS","V0058528F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia",NA,NA,"J. B. E. Pohl","424 [=1465]",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0058528F","V0058528F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"61","2019-09-04 20:01:51-03","F","FMNH-SEEDPLANTS","V0058529F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia",NA,NA,"H. S. Irwin & et al.","27143","1970","3","7","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0058529F","V0058529F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"62","2019-11-01 15:00:17-03","UnB","UB","1837","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Barneby, R","Irwin, HS; Souza, R; Santos, RR; Fonsêca, SF","27143","1970","03","07","Southern America","Brasil","Minas Gerais",NA,"Ca. 07 km W de Joaquim Felício",NA,NA,"1200","1200",NA,"Tipo.; Erva 0,35m. Flor púrpura-róseo. Fruto verde.; Cerrado. Solo: Arenoso.","UB0037299",NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:00:17-03","UnB","UB","19164","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Dutra, VF","Hatschbach, G; Hatschbach, M; Silva, JM","64186","1996","01","16","Southern America","Brasil","Minas Gerais","Várzea da Palma","Estrada Várzea da Palma a Serra do Cabral, subida da Serra","-44.7308006286621","-17.5981006622314",NA,NA,NA,"Ascendente. Flor lilás; Campo rupestre. Solo: Solo rochoso.",NA,NA,NA,"2008","60948","auto","06","26",NA,NA,NA,NA,NA
"64","2019-11-01 15:00:17-03","UnB","UB","19165","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, VF","Barreto, HLM","11589","1945","08","10","Southern America","Brasil","Minas Gerais","Uberaba","Almeida Campos","-47.9319000244141","-19.7483005523682",NA,NA,NA,"SubArbusto. Flor rósea; Campo.",NA,NA,NA,"2008","73879","auto","06","26",NA,NA,NA,NA,NA
"65","2019-05-06 11:57:53-03","UFU","HUFU","10108","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2918","1995","09","27",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para Sacramento, 2km antes do Posto de Observação.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo rasteira. Cálice verde. Filetes róseos. Anteras creme.; Campo limpo.","HUFU00040608","HUFU00040608",NA,"2012","57119","auto","07","25",NA,NA,NA,NA,NA
"66","2019-05-06 11:57:53-03","UFU","HUFU","30432","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Dutra, V.F.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","444","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva ca. 0,25m. Cálice verde, corola creme e estames róseos.; Campo limpo.","HUFU00040603","HUFU00040603",NA,"2012","57119","auto","07",NA,NA,NA,NA,NA,NA
"67","2019-05-06 11:57:53-03","UFU","HUFU","17729","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4916","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após o córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea prostrada. Cálice e corola verde avermelhado. Filetes e estiletes róseos. Anteras amarelas.; Campo sujo, 2 meses após queimada.","HUFU00040612","HUFU00040612",NA,"2012","57119","auto","07","25",NA,NA,NA,NA,NA
"68","2019-05-06 11:57:53-03","UFU","HUFU","30527","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Fleury-Silva, H.R.; Lima, D. & Pinehiros, A.","284","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo a cachoeira de Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva aprox. 0,25m. Cálice verde e estames com anteras amarelas.; Campo limpo.","HUFU00040611","HUFU00040611",NA,"2012","57119","auto","07","21",NA,NA,NA,NA,NA
"69","2019-05-06 11:57:53-03","UFU","HUFU","30214","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Duarte, P.C.; Valadão, R.M.; Romero, R. & Nakajima, J.N.","161","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo à Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea aprox. 15cm. Cálice verde claro e estames lilás com anteras amarelas.; Borda da mata.","HUFU00040605","HUFU00040605",NA,"2012","57119","auto","07","21",NA,NA,NA,NA,NA
"70","2019-05-06 11:57:53-03","UFU","HUFU","30104","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6640","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo cachoeria dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva 20cm. Cálice verde e estames rosa. Estilete rosa.; Campo limpo.","HUFU00040606","HUFU00040606",NA,"2012","57119","auto","07","25",NA,NA,NA,NA,NA
"71","2019-05-06 11:57:53-03","UFU","HUFU","16214","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2931","1997","10","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Torre de observação, estrada para divisa do parque.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo ca. 0,3m, em toudeira. Cálice e corola esverdeados. Filetes e estiletes róseos. Anteras amareladas.; Campo limpo dois meses após queimada.","HUFU00040609","HUFU00040609",NA,"2003","57119","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-28 15:45:15-03","UFU","HUFU","79664","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Hemsing, P.K.B.; Dias, A.G.","1048","2019","04","03",NA,"Brasil","Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Ponto 06. Parte alta da Bacia Hidrográfica do Uberabinha.","-48.93","-19.361389",NA,NA,NA,"Subarbusto, ca. 0,3 m. Estames rosas, frutos verdes.; Campo com murundum.","HUFU00077193",NA,NA,NA,NA,NA,NA,NA,"-48.93","-19.361389",NA,NA,NA
"73","2019-05-06 11:57:53-03","UFU","HUFU","6659","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Dutra, V.F.","Nakajima, J.N.; et al.","461","1994","10","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro próximo a sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea rasteira. Cálice esverdeado e filetes róseos.; Campo limpo alterado.","HUFU00040607","HUFU00040607",NA,"2012","57119","auto","07","25",NA,NA,NA,NA,NA
"74","2019-05-06 11:57:53-03","UFU","HUFU","6605","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Dutra, V.F.","Romero, R.; et al.","1371","1994","10","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Próximo ao posto de observação.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto ca. 0,30m. Filetes róseos, anteras amarelas.; Campo limpo em afloramento rochoso.","HUFU00040604","HUFU00040604",NA,"2012","57119","auto","07","25",NA,NA,NA,NA,NA
"75","2019-05-06 11:57:53-03","UFU","HUFU","69080","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Jordão, L.S.","Hemsing, P.K.B.; Aguilar, J.C.","529","2014","12","03",NA,"Brasil","Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Ponto 6.","-47.912222","-19.375833",NA,NA,NA,"Corola creme, estames rosas.; Campo com murundu.","HUFU00009639","HUFU00009639",NA,"2017",NA,NA,"05","08","-47.912222","-19.375833",NA,NA,NA
"76","2019-05-06 11:57:53-03","UFU","HUFU","7051","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","paucifolia","Mimosa paucifolia paucifolia","Benth.","Dutra, V.F.","Nakajima, J.N.; Romero, R.","649","1994","12","07",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Na base do morro próximo ao alojamento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea rasteira. Filetes pink e anteras creme.; Campo limpo alterado.","HUFU00040610","HUFU00040610",NA,"2012","57119","auto","07","25",NA,NA,NA,NA,NA
"77","2021-03-05 16:10:02-03","MN","R-TIPOS","162631","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","var. scoparia","Mimosa paucifolia var. scoparia","Barneby","Barneby, R.","Irwin, H.S.; Fonseca, S.F.; Souza, R.; Santos, R.R. & Ramos, J.","27143","1970","03","07",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242","1200","1200",NA,NA,"R000162631","R000162631_001","Isotypus de Mimosa paucifolia var. scoparia Barneby","1984","37503","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-05 16:10:02-03","MN","R-TIPOS","162631a","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","var. scoparia","Mimosa paucifolia var. scoparia","Barneby","Barneby, R.","Irwin, H.S.; Fonseca, S.F.; Souza, R.; Santos, R.R. & Ramos, J.","27143","1970","03","07",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242","1200","1200",NA,NA,"R000162631a","R000162631a_001","Isotypus de Mimosa paucifolia var. scoparia Barneby","1984","37503","auto",NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:10:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Formigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:10:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in provincia Minas Geraes ad Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:10:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"inter Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:10:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Burchell, WJ","5686","1827","09","10","Southern America","Brazil","Minas Gerais","Araxá ","Retiro do Tenente to Farinha Podre - Uberaba -","-47.916667","-19.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.916667","-19.75",NA,NA,NA
"83","2017-09-11 17:10:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"inter Franca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:10:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Uberaba prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-15 09:18:12-03","UEPA","MFS","008704","PreservedSpecimen","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Cardoso, A","Cardoso, A","2850","2017","09","04",NA,"Brasil","Pará","Conceição do Araguaia","Canga Fazenda do Ailton","-49.463917","-8.068333",NA,NA,NA,"Erva afila, crescendo em canga nodular, frutos castanhos.","MFS008704","MFS008704 MFS008704_e",NA,NA,NA,NA,NA,NA,"-49.463917","-8.068333",NA,NA,NA
"86","2020-12-15 09:18:12-03","UEPA","MFS","008157","PreservedSpecimen","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Cardoso, A","Cardoso, A","2637","2017","05","22",NA,"Brasil","Pará","Conceição do Araguaia","Canga","-49.456914","-8.135",NA,NA,NA,"Erva, crescendo em canga. Flores rosadas.","MFS008157","MFS008157 MFS008157_e",NA,NA,NA,NA,NA,NA,"-49.456914","-8.135",NA,NA,NA
"87","2019-11-21 10:06:12-03","IBt","SP","316174","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia","scoparia","Mimosa paucifolia scoparia","Barneby","Jordão, LSB","Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1453","1997","09","05",NA,"Brasil","São Paulo","Estreito","Perto da Fazenda três irmãos",NA,NA,NA,NA,NA,NA,"SP034729","SP034729",NA,"2017",NA,NA,"04","27",NA,NA,NA,NA,NA
"88","2019-11-21 10:06:12-03","IBt","SP","2795","S","Plantae",NA,NA,"Fabaceae","Mimosa","paucifolia",NA,"Mimosa paucifolia","Benth.","Jordão, LSB","Hoehne, FC","s.n.","1919","01","11",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"SP025508","SP025508",NA,"2017","23696","auto","04","27",NA,NA,NA,NA,NA
