"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-04-05 14:25:14-03","UNESC","CRI","5167","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Vanilde Citadini- Zanette","V. Citadini-Zanette; T. Ike & T. Komatsubara",NA,"1996","11","04","Brasil","Santa Catarina","Lauro Muller","Rocinha.","-49.396944","-28.393333","49º23'49''W","28º23'36''S",NA,NA,"CRI002354","CRI002354","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:14-03","UNESC","CRI","3531","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Marcos Sobral","Robson dos Santos","171","1994","11","09","Brasil","Santa Catarina","Siderópolis",NA,"-49.424722","-28.598333","49º25'29''W","28º35'54''S","147","147","CRI002366","CRI002366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:39:10-03","E","E","83112","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius",NA,NA,"Ribas, O.S. & Barbosa, E.","401","1993","01","15","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00083112",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00083112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:91488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","504069","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","R. Riina","G. L. Webster","25867","1986","11","28","Brazil","Rio de Janeiro","Petrópolis","Fazenda Bonfim","-43.1","-22.47",NA,NA,"950","950","NY00504069","NY00504069_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637794' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","504033","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G. G. Hatschbach","G. G. Hatschbach","23439","1970","01","28","Brazil","Paraná","Bocaiúva do Sul","Tunes","-49.115","-25.2061",NA,NA,NA,NA,"NY00504033","NY00504033_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258289' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","504723","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","R. Riina","H. M. Curran","615","1918","12","08","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"NY00504723","NY00504723_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591445' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01068037","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","I. Cordeiro","A. M. Giulietti","SPF31407","1980","07","23","Brazil","Minas Gerais","Santana do Riacho","km 123 ao longo da rodovia Belo Horizonte- Conceição do Mato Dentro","-43.7142","-19.1692",NA,NA,NA,NA,"NY01068037","NY01068037_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220304' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","504493","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","R. Riina","S. Tsugaru","B2341","1987","12","09","Brazil","São Paulo","Jacupiranga","Vicinity of Capelinha, 230 km SW from Sao Paulo, along the Rt. BR-116","-48","-24.6903",NA,NA,"190","190","NY00504493","NY00504493_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591385' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","504032","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"P. K. H. Dusén","7563","1909","01","17","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"NY00504032","NY00504032_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258293' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","504034","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","L. B. Smith; R. J. Downs","L. B. Smith","12022","1957","03","10","Brazil","Santa Catarina","Campo Alegre","Pinheiral and campo, lower fazenda of Ernesto Scheide, Campo Alegre","-49.2656","-26.1925",NA,NA,"900","900","NY00504034","NY00504034_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258284' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","504031","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G. G. Hatschbach","G. G. Hatschbach","41075","1978","01","03","Brazil","Paraná","Campo Largo","Bateias","-49.5281","-25.4586",NA,NA,NA,NA,"NY00504031","NY00504031_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258290' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","246524","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"G. Gardner","618","1837",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra de Orgaos, prope Rio de Janeiro","-43.073169","-22.496706",NA,NA,NA,NA,"NY00246524","NY00246524_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78120' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales","syntype",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","504028","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","L. B. Smith","G. G. Hatschbach","15950","1967","02","03","Brazil","Paraná","Sao José dos Pinhais","Col. S. Andrade","-49.2064","-25.5347",NA,NA,NA,NA,"NY00504028","NY00504028_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258287' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","504027","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G. G. Hatschbach","G. G. Hatschbach","381","1969","01","17","Brazil","Paraná","Morretes","Rod. BR 277, Estr. Arraial","-48.8342","-25.4769",NA,NA,NA,NA,"NY00504027","NY00504027_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258288' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","504035","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","L. B. Smith","R. Reitz","6177","1958","11","01","Brazil","Santa Catarina","Sao Bento do Sul","Rio Vermelho, S. Bento do Sul","-49.3783","-26.2506",NA,NA,"800","800","NY00504035","NY00504035_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258286' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","776990","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","M. B. R. Caruzo; I. Cordeiro","S. Y. Ussui","20","1983","02","03","Brazil","São Paulo","Sao Paulo","Reserva Biologica Parque Estadual das Fontes do Ipiranga","-46.621883","-23.654505",NA,NA,NA,NA,"NY00776990","NY00776990_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258285' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","504037","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"L. Riedel",NA,NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"NY00504037","NY00504037_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258295' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","504030","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G. G. Hatschbach","H. M. Fernandes","63","1997","12","05","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.58","-25.88",NA,NA,"1100","1100","NY00504030","NY00504030_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258292' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1145526","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"H. C. de Lima","6830","2008","01","07","Brazil","Rio de Janeiro","Petrópolis","Itaipava. Vale do Sossego, Condominio Vale do Sossego no final da Rua D. Fragmento de mata de encosta degradada.","-43.1594","-22.43675",NA,NA,"800","800","NY01145526","NY01145526_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320143' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","504029","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G. G. Hatschbach","L. R. Landrum","4037","1982","01","01","Brazil","Paraná",NA,"Piraquara, from Piraquara E along railroad ca. 1 km and N along first road crossing railroad ca. 1 km","-49.08","-25.5",NA,NA,"900","900","NY00504029","NY00504029_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258291' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","504036","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"L. B. Smith","7964","1956","11","25","Brazil","Santa Catarina","Sao José","River bank, Rancho de Táboas","-48.6272","-27.6156",NA,NA,"900","900","NY00504036","NY00504036_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258294' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","246523","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"G. Gardner","618","1837",NA,NA,"Brazil",NA,NA,"Serra de Orgaos","-43.073169","-22.496706",NA,NA,NA,NA,"NY00246523","NY00246523_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78119' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales","syntype",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:39-03","UFRJ","RFA","10465","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G.G. Hatschbach","G.G. Hatschbach","15950","1967","02","03","Brasil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"RFA10385",NA,NA,NA,NA,"Arvoreta de flor creme",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:30:14-03","UFRJ","RFA","15828","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","S","P. Occhioni","6732","1975","01",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, próximo a Magé","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA13656",NA,"2017","02","21","Arbusto de 1 m de altura, flor verde Habitat: Mata",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:19:39-03","UFRJ","RFA","27484","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","A. P. N. Pereira","A. Quinet","43/85","2001","04","10","Brasil","Rio de Janeiro","Nova Friburgo","Lumiar/ Macaé de Cima","-42.324444","-22.356389","42º19'28''W","22º21'23''S","700","700","RFA37636",NA,"2019","05","14","Arbusto, 2m de altura, 15cm de DAP, folha discolor verde, botões e flores amarelos, fruto imaturo pardacento, comum no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:19:39-03","UFRJ","RFA","19937","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G.G. Hatschbach","G.G. Hatschbach","41796","1978","11","20","Brasil","Paraná","São José dos Pinhais","Malhada","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"RFA16731",NA,NA,NA,NA,"Árvore 5m, flor creme",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:19:39-03","UFRJ","RFA","12562","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","G.G. Hatschbach","G.G. Hatschbach","26765","1971","06","16","Brasil","Paraná","Sengés","Morro Pelado","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"RFA11771",NA,NA,NA,NA,"Arbusto de 3 m, flor creme",NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:30:14-03","UFRJ","RFA","7854","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","S. Q. de Farias","João Pedro",NA,"1963","10","25","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"RFA27223",NA,"2017","02","21",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:30:14-03","UFRJ","RFA","4130","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","S. Q. de Farias","P. Occhioni",NA,"1958","07","10","Brasil","Rio de Janeiro","Rio de Janeiro","Serra das Araras","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA24927",NA,"2017","02","21","Árvore pequena, flor verde. N° 1489",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:19:39-03","UFRJ","RFA","5498","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","P. Occhioni","P. Occhioni","1441","1958","04","09","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, abrigo 2","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA25739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:38:18-03","EAO","IAN","73107","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN073107",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:38:08-03","EAO","IAN","14066","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Riina, R","Magalhães, M","770","1941","11","22","Brasil","Minas Gerais","Presidente Vargas","Capoeira, margem de rio, Desembargador Drummond, muito frequente.",NA,NA,NA,NA,NA,NA,"IAN014066","IAN014066 IAN014066_e","2006","03","02","Árvore 6,00 metros de altura; flores amareladas.","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:38:18-03","EAO","IAN","5268","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005268","IAN005268_ft",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:38:11-03","EAO","IAN","60343","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","neuwiedii","Croton neuwiedii","Müll.Arg.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN060343","IAN060343 IAN060343_1 IAN060343_1e IAN060343_e IAN060343_ft",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:38:11-03","EAO","IAN","60343a","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","neuwiedii","Croton neuwiedii","Müll.Arg.",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN60343a",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:08-03","PUCPR","HUCP","19071-B","S","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Selusniaki, M","Selusniaki, M","1296","2007","06","30","Brasil","Paraná","Balsa Nova","Tamanduá, Torre dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:25:08-03","PUCPR","HUCP","11079","S","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Cervi, AC","Cervi, AC","3934","1992","12","17","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"HUCP00010644","HUCP00010644",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"48","2019-12-04 15:25:08-03","PUCPR","HUCP","13953","S","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Ribas, OS","Libsch, D","407","2002","01","09","Brasil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"HUCP00010939","HUCP00010939",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"49","2019-12-04 15:25:08-03","PUCPR","HUCP","11089","S","Plantae","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius","Baill.","Silva, SM","Cervi, AC; Dunaiski, A","3238","1990","02","22","Brasil","Paraná","Jaguaraíva","Parque Estadual do Cerrado",NA,NA,NA,NA,NA,NA,"HUCP00010835","HUCP00010835",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
