"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","county","class","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","infraspecificEpithet","individualCount","typeStatus"
"11","2020-02-08 08:54:06-03","NBC","NL-BOTANY","U.1054611","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Steinbach J",NA,"1929","01","27","Southern America","Bolivia",NA,"Incachaca, Prov. Chapare Depart. Cochabamba.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1054611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1054611","(Benth.) Schinz",NA,"Magnoliopsidae","NL-U1054611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:02:17-03","UNICAMP","UEC","79715","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Senna, LR","Fortes, AMT","27","1994","06","04",NA,"Brazil","São Paulo","Parque Estadual Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,NA,NA,"flor, Trepadeira. Flor bege. Trilha do Morro do Diabo.","UEC119297","(Benth.) Schinz","Teodoro Sampaio",NA,NA,"2015","07","54606","auto",NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:11:22-03","MBM","MBM","163897","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Eliasson","Harling, G.","18072","1980","04","09","Southern America","Ecuador","Loja",NA,NA,NA,"1400","1400",NA,"Seasonal evergreen forest.","MBM163897","(Benth.) Sching","Pózul",NA,"MBM163897","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:11:22-03","MBM","MBM","55659","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Pedersen, T.M.","Holm-Nielsen, L.; Jeppesen, S.; Lojtnant, B.; Ollgaard, B.; Jeppesen, S.; Lojtnant, B.; Ollgaard, B.","4067","1973","04","21","Southern America","Ecuador","Zamora Chinchipe","Road Loga/Zamora, km 39.","-79.066667","-3.983333","1600","1650",NA,"Pendent shrub ab. 2 m high; flowers white.; Rocky area with steep scrub covered slopes.","MBM055659","(Benth.) Sching",NA,NA,"MBM055659","1994",NA,NA,NA,"-79.066667","-3.983333",NA,NA,NA,NA
"15","2020-12-21 16:11:22-03","MBM","MBM","195059","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Roldán, F.J.","Marín, M.F.","9","1992","07",NA,"Southern America","Colombia","Antioquia","Vereda Tuguridó","-8.047222","7.333333","300","300",NA,"Hierba 40cm; flor blanca; hojas moradas.","MBM195059","(Benth.) Sching","Dabeiba",NA,"MBM195059","1993",NA,NA,NA,"-8.047222","7.333333",NA,NA,NA,NA
"16","2019-11-01 15:27:44-03","PUC-RIO","FCAB","4094","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","L. Senna","F.A. Matos","s.n.","1979","05","20",NA,"Brasil","Ceará","Pico Alto - Serra de Baturité","-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"004094","(Benth.) Kuntze","Guaramiranga",NA,NA,"2015","07","13198","auto",NA,NA,NA,NA,NA,NA
"17","2015-09-21 08:49:35-03","MNHN","RECOLNAT_MNHN_P","P00622556","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Mears","Hartweg, K.T.",NA,"1843",NA,NA,NA,"Colombie",NA,"Quito. In Prov. Popayan",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622556' target='other'> <mi>dwc_moreinfo</mi></a>","P00622556","(Benth.) Schinz",NA,NA,"P00622556_01",NA,NA,NA,NA,NA,NA,"1365",NA,NA,NA
"18","2015-09-21 16:30:18-03","MNHN","RECOLNAT_MNHN_P","P00622557","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Mears","Hartweg, K.T.",NA,"1843",NA,NA,NA,"Colombie",NA,"Quito. In Prov. Popayan",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622557' target='other'> <mi>dwc_moreinfo</mi></a>","P00622557","(Benth.) Schinz",NA,NA,"P00622557_01",NA,NA,NA,NA,NA,NA,"1365",NA,NA,NA
"19","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00622558","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata lanuginosa","Mears","Goudot, J.",NA,"1844",NA,NA,NA,"Nouvelle-Grenade",NA,"Bogota Salto teguendano",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622558' target='other'> <mi>dwc_moreinfo</mi></a>","P00622558","(Suess.) Mears",NA,NA,"P00622558_01",NA,NA,NA,NA,NA,NA,NA,"lanuginosa",NA,NA
"20","2014-03-28 14:28:53-03","MNHN","RECOLNAT_MNHN_P","P00622559","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata lanuginosa","Mears","Goudot, J.",NA,"1844",NA,NA,NA,"Nouvelle-Grenade",NA,"Bogota Salto teguendano",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622559' target='other'> <mi>dwc_moreinfo</mi></a>","P00622559","(Suess.) Mears",NA,NA,"P00622559_01",NA,NA,NA,NA,NA,NA,NA,"lanuginosa",NA,NA
"21","2015-09-05 08:14:44-03","MNHN","RECOLNAT_MNHN_P","P00622560","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata lanuginosa","Mears","Rivet, M.",NA,"1903","8",NA,NA,"Equateur",NA,"Equateur :H-da San Nicolas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622560' target='other'> <mi>dwc_moreinfo</mi></a>","P00622560","(Suess.) Mears",NA,NA,"P00622560_01",NA,NA,NA,NA,NA,NA,"811","lanuginosa",NA,NA
"22","2015-09-21 05:49:18-03","MNHN","RECOLNAT_MNHN_P","P00622561","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata lanuginosa","Mears","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Pérou",NA,"Grande plante à fleur blanche du .. du couchimayo, chuq",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622561' target='other'> <mi>dwc_moreinfo</mi></a>","P00622561","(Suess.) Mears",NA,NA,"P00622561_01",NA,NA,NA,NA,NA,NA,"1280","lanuginosa",NA,NA
"23","2015-09-21 16:11:01-03","MNHN","RECOLNAT_MNHN_P","P00622562","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata lanuginosa","Meras","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Pérou",NA,"Grande plante à fleur blanche du .. du couchimayo, chuq",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622562' target='other'> <mi>dwc_moreinfo</mi></a>","P00622562","(Suess.) Mears",NA,NA,"P00622562_01",NA,NA,NA,NA,NA,NA,"1280","lanuginosa",NA,NA
"24","2013-11-26 05:40:00-02","MO","MOBOT","100237137","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","M. Serrano (HSB)","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 6854","2005","12","22","South America","Bolivia","Chuquisaca","Serranía Los Milagros. Trayecto Cañon Largo-Pendiente media, serranía con sendero turístico. Bosque Premontano Tucumano-Boliviano Pendiente superior de serranía. Pastizal y bosque de galería. Área con roca aflorante, patizales y matorrales cubriendo superficies pequeñas, y poco extensas. Entre estos, bosques de galeriáa de Podocarpus parlatorei y Myrcianthes pseudomato. Dosel bajo cobertura mayor a 90%.","-64.0422222","-20.3294445","1854.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Hernando Siles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"25","2016-11-04 05:21:00-02","MO","MOBOT","100321636","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","R. Vásquez (HOXA)","Edwin Becerra González|Juan Perea|César Rojas","Becerra González 1341","2006","4","29","South America","Peru","Pasco","Dist. Puerto Bermudez. C. de Puerto Bermudez. Jardín de plantas medicinales de Francisco Pasquel.","-74.9416666","-10.1944444","245.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"26","2013-08-28 15:36:00-03","MO","MOBOT","100345914","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","G. A. Parada (USZ), 2013","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2814","2011","1","19","South America","Bolivia","Santa Cruz","Camino de Alto Veladero a Pampa Redonda, ladera húmeda.","-64.2494444","-18.3655556","2683.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Vallegrande",NA,NA,NA,NA,NA,NA,NA,NA,"11-7",NA,"1",NA
"27","2012-10-22 11:46:00-02","MO","MOBOT","100534994","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","E. Portal (HSB)","E. Portal|J. Alberto Peñaranda|E. Cervantes","Portal 1005","2010","8","19","South America","Bolivia","Chuquisaca","Muncipio de Padilla, trayecto desde Tomina-Padilla (a 3 km de Padilla.)","-64.3898333","-19.2954166","2237.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Tomina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2014-03-25 10:24:00-03","MO","MOBOT","100695378","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Salariato","Fernando O. Zuloaga|Lone Aagesen|Diego L. Salariato|Christian A. Zanotti","Zuloaga 13215","2011","2","22","South America","Argentina","Jujuy","Subida a Lagunas de Yala.","-65.46","-24.1205556","1700.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Dr. Manuel Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1092603","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","R. Guillén & A. Rodriguez (USZ)","Nur Ritter|Paul F. Foster","Ritter 2398","1995","9","10","South America","Bolivia","Santa Cruz","Bahía Toledo: a large wetland complex formed by the divergence of the Río Paraguá.","-61.12555","-14.71472","210.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-11-30 17:07:00-02","MO","MOBOT","1092997","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Th. Borsch & T. Ortuño","Nur Ritter|Garrett E. Crow|Marisol Garvizu|M. Ritter|J. Crow","Ritter 3536","1996","8","12","South America","Bolivia","Santa Cruz","Bahía Toledo: a large, complex system formed by the divergence of the Río Paragua.","-61.1244445","-14.7061111","210.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"31","2013-01-28 05:13:00-02","MO","MOBOT","1155016","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","R. Guillén & A. Rodriguez (USZ)","A.M. Carrión|René Guillén V.|Marisol Garvizu|Soliz|J. Huffman|L. Saucedo","Carrión Cuellar 359","1996","10","10","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado, arroyo Las Londras; a 15 km al Norte del empalme, hacia el aserradero Choré; en los contornos de la parcela Arroyo Las Londras. Bosque inundado temporalmente, siempre verde. Suelo limosos con presencia de materia organica en descomposición.","-61.14444","-14.405","150.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"32","2008-09-20 03:32:00-03","MO","MOBOT","1202374","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Santiago Madriñán|Julio C. Betancur B.","Madriñán R. 1306","1993","5","16","South America","Colombia","Quindío","La Linea. Estación Piscícola Navarco-Corporación Autónoma Regional del Quindío. Bosque de niebla alto andino. Caracterizado por dominancia de Brunellia sp., Weinmannia sp., Drymis sp., y Miconia spp.","-75.66666","4.33333","2785.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Salento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2012-04-20 13:34:00-03","MO","MOBOT","1228260","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Walter H. Lewis|et al.","Lewis 18155","1997","9","7","South America","Peru","Amazonas","Puerto Tunduza, near Río Huasapa an affluent of Río Nieva. Cultivated","-77.8711111","-4.7805556","230.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Condorcanqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1337668","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","U.Eliasson (GB)","John L. Clark","Clark 4706","1998","3","16","South America","Ecuador","Esmeraldas","Reserva Ecológica Mache-Chindul. Comunidad Caña Braval. Cabaceras del Río Viche, estero Sabaleta. Tropical Wet Forest.","-79.75","0.41666","250.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Quinindé",NA,NA,NA,NA,NA,NA,NA,NA,"47",NA,"2",NA
"35","2013-03-12 05:31:00-03","MO","MOBOT","1395519","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","N. de la Barra","N. de la Barra","De la Barra 165","1997","1","18","South America","Bolivia","Cochabamba","Serranía San Pedro, entre el Irlandes y Río Rocha Se desarrolla sobre suelos rocosos muy alterados y erosionados compuestos por lutitas y arenas sueltas. compañera en el matorral xerofitico serial, bastante denso y que cubre extensas areas en zonas con restos de bosques de soto.",NA,NA,"2750.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Cercado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1535318","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","M. Nee","Michael H. Nee","Nee 49654",NA,NA,NA,"South America","Bolivia","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,NA,NA,NA,"(Benth.) Schinz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1535923","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","M. Nee","Michael H. Nee","Nee 49688","1998","6","7","South America","Bolivia","Santa Cruz","8 km NE of crossing of Río Paredones (N of Achiras Camping resort), along trail to Barrientos. Slope forest with some clearings.","-63.78333","-18.11666","1900.00000000","2000.00000000",NA,NA,NA,"(Benth.) Schinz","Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1861284","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Marko Lewis","Lewis 881745","1988","11","18","South America","Bolivia","La Paz","Along trail between Pelechuco and Pata, along the Río Pelechuco downstream from Pele- chuco at altitudes between 2500-2650 m.","-69","-14.75","2500.00000000","2650.00000000",NA,NA,NA,"(Benth.) Schinz","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-03-16 15:56:00-03","MO","MOBOT","1932101","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","U. Eliasson (GB)","Jorge E. Ramos|J. Contreras|L. Ramos","Ramos 6842","2003","8","2","South America","Ecuador","Cotopaxi","Cantón Sigchos, Triunfo Grande, 35 km de Sigchos, vía Sigchos-Las Pampas, finca del Sr. Galo Roballo.","-78.97861","-0.53444","2427.00000000",NA,NA,NA,NA,"(Benth.) Schinz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"40","2009-07-17 07:31:00-03","MO","MOBOT","1964926","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Paul C. Hutchison","Hutchison 1174","1957","8","15","South America","Peru","Junín","Chanchamayo Valley, above La Merced at Cumbre Yacunay near summit.","-75.31666","-11.05","2000.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Tarma",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA
"41","2008-09-20 03:32:00-03","MO","MOBOT","2222164","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","J.J. Wurdack","Paul C. Hutchison|J. Kenneth Wright","Hutchison 6826","1964","10","9","South America","Peru","Amazonas","Vicinity of the site of an abandoned army camp. 17 km above Pte. Ingenio on road to Pomacocha.",NA,NA,"1750.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Bongará",NA,NA,NA,NA,NA,NA,NA,NA,"745",NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","2296583","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","Pedersen, T. M.","Angel L. Cabrera|Norma B. Deginani|Nuncia M. Tur|Emilio A. Ulibarri","Cabrera 34891","1992","3","29","South America","Argentina","Jujuy","Al pie de la cuesta de Yala.",NA,NA,NA,NA,NA,NA,NA,"(Benth.) Schinz","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-13 12:30:00-03","MO","MOBOT","2535295","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Felix Woytkowski","Woytkowski 78","1958","7","4","South America","Peru","San Martín","Pasaraya nr. Saposoa on open place.",NA,NA,"900.00000000",NA,NA,NA,NA,"(Benth.) Schinz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2010-05-15 05:57:00-03","MO","MOBOT","2540676","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","J.A. Mears","Timothy C. Plowman","Plowman 13038","1983","8","30","South America","Peru","San Martín","CULTIVATED at Chicago, Illinois. Grown from cuttings collected at Tocache Nuevo. Plowman & Schunke 11698.",NA,NA,NA,NA,NA,NA,NA,"(Benth.) Schinz","Tocache",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-02-05 12:29:00-02","MO","MOBOT","2541077","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata","R.L. Liesner","José Torres","Torres M. 154","1966","7","5","South America","Peru","Loreto","A orillas del río Amazonas por la vuelta de muyuhi a 30 km SE de la cuidad de Iquitos.",NA,NA,"120.00000000",NA,NA,NA,NA,"(Benth.) Schinz","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-07-13 12:30:00-03","MO","MOBOT","2550908","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","lanceolata","Alternanthera lanceolata",NA,"Felix Woytkowski","Woytkowski 5078","1958","7","4","South America","Peru","San Martín","Saposoa.","-76.8","-6.93333","600.00000000",NA,NA,NA,NA,"(Benth.) Schinz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
