"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"239","2019-12-04 15:25:48-03","PUCPR","HUCP","3443","S","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Silva, SM","1986","05","03","Silva, SM","s.n.",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00017951","HUCP00017951","24916","auto",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-12-04 15:25:48-03","PUCPR","HUCP","3644","S","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Silva, SM","1988","07","02","Souza, WS; Britez, RM","s.n.",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro da Gruta.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00017976","HUCP00017976","24916","auto",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-12-04 15:25:48-03","PUCPR","HUCP","16289","S","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Cervi, AC",NA,NA,NA,"Cervi, AC","8395","2003","04","15","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00018350","HUCP00018350","24916","auto",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-12-04 15:25:48-03","PUCPR","HUCP","17919","S","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","218","2007","07","14","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00018114","HUCP00018114","24916","auto",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-12-04 15:25:48-03","PUCPR","HUCP","16231","S","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Cervi, AC",NA,NA,NA,"Cervi, AC","8121","2000","07","21","Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"HUCP00018343","HUCP00018343","46557","auto",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-12-04 15:25:48-03","PUCPR","HUCP","24446","S","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Dias, J",NA,NA,NA,"Adenesky, E","028",NA,NA,NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,"HUCP00018137","HUCP00018137","35037","auto",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-10-09 11:24:10-03","UFBA","ALCB","128500","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2017","07",NA,"Guedes, ML; Amaral, ECA do; Xavier, BIA; Santos, JJ dos; et al.","25739","2017","06","17","Brasil","Bahia","Wagner","Chapada Diamantina, Margens do Rio Bonito.","-41.166667","-12.683333","-41.166667","-12.683333",NA,NA,"Folhas coriáceas, discolores. Frutos cápsulas muricadas imatura verde e maduras marrons.","ALCB045684","ALCB045684",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-10-09 11:24:10-03","UFBA","ALCB","113269","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","05",NA,"Guedes, ML; Costa, TF","21315","2014","04","05","Brasil","Bahia","Barra do Itariri","Estrada na entrada das malvinas.","-38.016667","-12.583333","-38.016667","-12.583333",NA,NA,"Folhas coriáceas discolores. Inflorescência terminal, botões e flores esverdeadas. Frutos cápsulas equinadas.","ALCB064922",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-10-09 11:24:10-03","UFBA","ALCB","67152","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.",NA,NA,NA,NA,"Guedes, ML; et al.","11107","2004","10","07","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul","-38.9975","-11.2425","-38.9975","-11.2425",NA,NA,"Ca. 6m.; folhas coriáceas, discolores. Flores em botões, esverdeados. Frutos verdes equinados e maduros cápsula marrons.","ALCB064888",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-02-08 21:33:02-03","UFBA","ALCB","120303","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2015","04",NA,"Guedes, ML; et al.","s/n","2013","07","31","Brasil","Bahia","Jandaíra","Litoral Norte, Mangue Seco.","-37.35","-11.45","-37.35","-11.45",NA,NA,"Folhas coriáceas, discolores. Fruto cápsula muricada.","ALCB064901",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-10-09 11:24:10-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.",NA,NA,NA,NA,"Cardoso, D; Souza, JS; Manuel cheira-cheira","1720","2007","12","29","Brasil","Bahia","Amargosa","Recôncavo Sul, Serra do Timbó. barragem do Timbó. Áreas de estudos do Projeto Timbó/Centro Sapucaia","-39.654167","-13.0825","-39.654167","-13.0825","697","697","com ca 7 m alt. Folhas cartáceas, aromáticas. Frutos imaturos verdes.; do Domínio da Floresta Atlântica.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-10-09 11:24:10-03","UFBA","ALCB","028054","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora brevipetiolata","Kaastra","Costa, J","2002","04",NA,"Costa, J; Costa, CBN","330","2002","01","14","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Bairro de Stella Maris, APA do Abaeté, Condomínio Petromar","-38.536111","-12.966667","-38.536111","-12.966667",NA,NA,"com troncos apresentando ca 3 cm de CAP; caule acinzentado. Folhas coriáceas, discolores, glabras, alternas. Inflorescência com pedúnculo verde e brácteas verdes, linear-lanceoladas; botões florais globosos, verdes; flores com sépalas","ALCB064953",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"brevipetiolata",NA,NA,NA,NA,NA,NA,NA
"251","2019-10-09 11:24:10-03","UFBA","ALCB","67816a","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora brevipetiolata","Kaastra","Groppo Jr., M","2009","06",NA,"Jesus, NG de; et al.","1750","2003","03","20","Brasil","Bahia","Conde","Litoral Norte, Cajueirinho","-37.533333","-11.754444","-37.533333","-11.754444",NA,NA,"Arbusto de ca. 4,0m. Folhas cartáceas, discolores com a face abaxial vilosa. Fruto imaturo verde.","ALCB064907",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"brevipetiolata",NA,NA,NA,NA,NA,NA,NA
"252","2020-08-11 00:16:29-03","UFBA","ALCB","037117","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora grandiflora","Mart.","Pirani, JR","1998","10",NA,"Guedes, ML; Giulietti, AM; Harley, RM; Woodgyer, EM","PCD2810","1996","04","04","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Caminho para cachoeira de Paiaió","-40.365278","-10.900556","-40.365278","-10.900556","680","680","7,00 m. Frutos imaturos verdes, maduros castanho-escuro.; Interior da mata","ALCB064925",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"grandiflora",NA,NA,NA,NA,NA,NA,NA
"253","2019-10-09 11:24:10-03","UFBA","ALCB","028754","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998","07",NA,"Guedes, ML; Alunos de Botânica III","3893","1996","09","01","Brasil","Bahia","Camaçari","Praia do Flamengo","-38.383333","-12.933333","-38.383333","-12.933333",NA,NA,"Arbusto de cerca de 3m de altura.Folhas coriáceas discolores. Flores cor creme.Frutos imaturos equinados de cor verde. Frequência ocasional.; Substrato arenoso.","ALCB064946",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-10-09 11:24:10-03","UFBA","ALCB","032545","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora brevipetiolata","Kaastra","Guedes, ML","1998","02",NA,"Guedes, ML","5526","1997","11","21","Brasil","Bahia","Camacan",NA,"-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"Arbusto: de ca. 2 m. Folhas simples, coriáceas, discolores. Inflorescência com botões e flores amareladas. Frutos cápsulas equinadas de cor verde quando imaturas.","ALCB064960",NA,"22686","auto","Southern America",NA,NA,"Dicotyledon",NA,"brevipetiolata",NA,NA,NA,NA,NA,NA,NA
"255","2019-10-09 11:24:10-03","UFBA","ALCB","19015","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Queiroz, LP de","533","1983","04","02","Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,"ALCB064926",NA,"26018","auto","Southern America",NA,NA,"Dicotyledon",NA,"grandiflora",NA,NA,NA,NA,NA,NA,NA
"256","2019-10-09 11:24:10-03","UFBA","ALCB","21065","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Guedes, ML","s/n","1983","05","16","Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Arbusto de +- 2,0 m de altura, folhas coriáceas discolor, frutos imaturos muricados.","ALCB064934",NA,"26018","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-10-09 11:24:10-03","UFBA","ALCB","040436","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Hatschbach, G","1997",NA,NA,"Ribas, OS; Ditrich, VA de O","2162","1977","12","20","Brasil","Paraná","Antonina","Serra Ibitiraquire, subida para o Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,"1400","1400","5 m. Fruto marrom.; pluvial da encosta do morro.","ALCB064956",NA,"38300","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-10-09 11:24:10-03","UFBA","ALCB","040435","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Hatschbach, G","1998",NA,NA,"Ribas, OS; Cordeiro, J","2222","1997","12","31","Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,"1400","1400","4 m. Flor crem-esverdeada.; da encosta do morro, margem do rio encachoeirado.","ALCB064955",NA,"25228","auto","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-10-09 11:24:10-03","UFBA","ALCB","75023","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2007","01",NA,"Maliarenko, L","s/n","2004","03","09","Brasil","Bahia","Mucugê","Chapada Diamantina, São Pedro","-41.366667","-13","-41.366667","-13",NA,NA,"Frutos maduros, muricados.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-10-09 11:24:10-03","UFBA","ALCB","106957","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2013","01",NA,"Gomes, FS; Guedes, ML","1226","2013","01","12","Brasil","Bahia","Mata de São João","Litoral Norte","-38.0125","-12.576667","-38.0125","-12.576667",NA,NA,"Folhas coriáceas, discolores. Fruto cápsula muricada.","ALCB064930",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-08-11 00:16:29-03","UFBA","ALCB","009133","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Souza, Padre JP de","s/n","1978","11","06","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,"ALCB064952",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-10-09 11:24:10-03","UFBA","ALCB","024056","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Alunos de Botânica III","s/n","1993","01","09","Brasil","Bahia","Camaçari","Jauá","-38.316667","-12.683333","-38.316667","-12.683333",NA,NA,"Folhas coriáceas discolor inflorescência com flores singelas esverdiadas","ALCB064947",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-10-09 11:24:10-03","UFBA","ALCB","031041","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Groppo Jr., M","2009","06",NA,"Funch, L; Funch, R","137","1993","02","12","Brasil","Bahia","Lençóis","Chapada Diamantina, rio Lençóis.","-41.403056","-12.560278","-41.403056","-12.560278","500","500","de 5 m alt.; casca rugosa. Folhas coriáceas, discolores, face ventral verde, face dorsal mais pálida, densamente pontuadas; botões e flores esverdeadas; estigma vermelho, disco nectarífero esverdeado. Frutos velhos castanhos, já abert","ALCB064887",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-10-09 11:24:10-03","UFBA","ALCB","037131","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998","07",NA,"Guedes, ML; Stannard, B; Harley, RM; Atkins, S; Saar, E; Passos Júnior, LA","PCD5049","1997","02","04","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Fazenda Fiuza","-41.873333","-13.459167","-41.873333","-13.459167","1130","1130","2,0 m. Folhas coriáceas. Flores com sépalas verdes, pétalas verde-claro-amareladas. Frutos imaturos verdes, secos marrons. Ocasional.; Solo argiloso com seixos.","ALCB064898",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-10-09 11:24:10-03","UFBA","ALCB","037151","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1996","10",NA,"Ferreira, MC; Pereira, A; Costa, J","PCD1886","1995","04","27","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, Cercado, margem esquerda do córrego Água Doce, Fazenda da Sra. Helena","-41.711667","-12.43","-41.711667","-12.43","580","580","7,0 m. Folhas discolores, coriáceas. Frutos imaturos verdes, maduros pretos. Ocasional.; Vegetação arbórea em bom estágio de conservação, maior porte ao longo do rio. Afloramentos rochosos de arenito com solos litólicos e hidromórfico","ALCB064897",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-10-09 11:24:10-03","UFBA","ALCB","04585","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1991",NA,NA,"Costa, AL","845","1961",NA,NA,"Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas da Pituba","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-10-09 11:24:10-03","UFBA","ALCB","120236a","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2015","04",NA,"Guedes, ML; Kelmo, F; et al.","23366","2015","02","27","Brasil","Bahia","Jandaíra","Litoral Norte, Próximo a parcela 27.","-37.35","-11.45","-37.35","-11.45",NA,NA,"Folhas coriáceas, discolores. Inflorescência terminal, flores e boyões esverdeados. Fruto cápsula muricada.","ALCB064902",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-10-09 11:24:10-03","UFBA","ALCB","046866","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2000","06",NA,"Guedes, ML; E.M. da Silva, LBSilva","7022","2000","06","13","Brasil","Bahia","Mata de São João","Litoral Norte, Sauípe","-38.283333","-12.516667","-38.283333","-12.516667",NA,NA,"de ca 2 m de altura. Folhas coriáceas,base cuneada. Flores com pétalas esverdeadas. Fruto cápsula lenhosas, com superfície esterna coberta de tuberculos espiniformes.; de ca. 5 m de altura.Substrato arenoso.","ALCB064945",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-10-09 11:24:10-03","UFBA","ALCB","048733","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Groppo Jr., M","2009","07","03","Fonseca, MR; Jesus, MG; Guedes, ML","1391","2000","05","11","Brasil","Bahia","Jandaíra","Litoral Norte, Fazenda Rio Fundo","-37.731111","-11.595","-37.731111","-11.595",NA,NA,"Arbusto de 4,0m. Folhas coriáceas, discolores, face adaxial verde-brilhante. Frutos cápsulas secas, muricadas.; Mata Ombrófila densa em estágio avançado de regeneração. &nf;Substrato areno-argiloso.","ALCB064904",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-10-09 11:24:10-03","UFBA","ALCB","08432","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1991",NA,NA,"Guedes, ML","194","1981","05","24","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do aeroporto","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ca. 2,0 m alt. Folhas discolores, coriáceas, longas inflorescências terminais, flores pequenas, esverdeadas.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-10-09 11:24:10-03","UFBA","ALCB","10304","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Noblick, LR; Guedes, ML; Faria, LSS","1702","1980","03","02","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapoã","-38.35","-12.933333","-38.35","-12.933333",NA,NA,"Arbusto de ca. 1,5m de altura, com folhas semicoriáeas, descolores. Fruto imaturo verde.","ALCB064951",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-10-09 11:24:10-03","UFBA","ALCB","10565","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Gusmão, EF de","461","1980","04","20","Brasil","Bahia",NA,"Ilha de Tinharé",NA,NA,NA,NA,NA,NA,"Na beira da praia","ALCB064948",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-10-09 11:24:10-03","UFBA","ALCB","105671","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Roque, N","2011","07",NA,"Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","3175","2011","07","15","Brasil","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto - Trilha para a Barragem de Tauápe e para Garimpo das Ametistas","-42.510833","-14.628333","-42.510833","-14.628333","800","800","ca. de 3m alt. Folhas discolores. Frutos imaturos verdes, maduros castanhos.","ALCB064885",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-10-09 11:24:10-03","UFBA","ALCB","10601","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","1998",NA,NA,"Guedes, ML","615","1983","04","02","Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"Arbusto de aproximadamente 2m com caule cinzento escuro. Folhas coriáceas, discolor. Frutos esverdiados com pétalas suculentas e anteras amarelas.","ALCB064949",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-10-09 11:24:10-03","UFBA","ALCB","113208","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","03",NA,"Gomes, FS; Guedes, ML; Kelmo, F; Alunos de Ecologia","1319","2014","02","02","Brasil","Bahia","Jandaíra","Litoral Norte, Mangue seco.","-37.783333","-11.55","-37.783333","-11.55",NA,NA,"de ca 2,50 m de altura. Folhas coriáceas. Inflorescência terminal, botões e flores esverdeadas.","ALCB064932",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-10-09 11:24:10-03","UFBA","ALCB","113969","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","07",NA,"Guedes, ML; Alunos de Botânica BIOC05","21732","2014","06","13","Brasil","Bahia","Piatã","Chapada Diamantina, Caminho para a Cachoeira do Jovino.","-41.842778","-13.05","-41.842778","-13.05","1251","1251","Folhas coriáceas, discolores. Fruto cápsula muricada, imatura verde.","ALCB064923",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-10-09 11:24:10-03","UFBA","ALCB","114529","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","07",NA,"Guedes, ML; Alunos de Botânica BIOC05","21790","2014","06","13","Brasil","Bahia","Piatã","Chapada Diamantina, Caminho para Cachoeira de São Bartolomeu.","-41.8925","-13.015278","-41.8925","-13.015278","1257","1257","de ca 1,60 m de altura. Folhas coriáceas, discolores. Frutos cápsulas, imaturas muricadas.","ALCB064931",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-10-09 11:24:10-03","UFBA","ALCB","115542","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Roque, N","2014","08",NA,"Roque, N; Guedes, ML; Gandara, A; Campos, L","4467","2014","08","06","Brasil","Bahia","Licínio de Almeida","Serra Geral, Sete quedas.","-42.532778","-14.516389","-42.532778","-14.516389",NA,NA,"ca. 50cm de altura, sépalas verdes, corola roxa.","ALCB064884",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-10-09 11:24:10-03","UFBA","ALCB","116290","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","09",NA,"Guedes, ML; Alunos de Botânica BIOC05","22397","2014","09","26","Brasil","Bahia","Camaçari",NA,"-38.050278","-12.635278","-38.050278","-12.635278",NA,NA,"Folhas coriáceas, discolores. Fruto cápsula muricada.","ALCB064903",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-25 16:51:33-03","UFBA","ALCB","116697","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","11",NA,"Guedes, ML; Kelmo, F; Alunos de Ecologia","21999","2014","04","15","Brasil","Bahia","Maraú","Litoral Sul, Ponto 20.","-38.947222","-13.965","-38.947222","-13.965",NA,NA,"Folhas coriáceas, discolores. Frutos cápsulas, muricadas.","ALCB064941",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-10-09 11:24:10-03","UFBA","ALCB","117887","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2014","12",NA,"Guedes, ML; Costa, TF; Alunos de Kelmo da Disciplina Ecologia","22947","2014","07","27","Brasil","Bahia","Jandaíra","Litoral Norte, Coqueiros.","-37.783333","-11.55","-37.783333","-11.55",NA,NA,"Folhas coriáceas, discolores. Frutos imaturos, muricados, verdes.","ALCB064942",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-10-09 11:24:10-03","UFBA","ALCB","120957","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2015","06",NA,"Guedes, ML; Costa, MA; Costa, TF","23429","2015","05","02","Brasil","Bahia","Conde","Litoral Norte, Cavalo Russo.","-37.6","-11.8","-37.6","-11.8",NA,NA,"Folhas cartáceas, discolores. Frutos imaturos verdes.","ALCB064940",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-10-09 11:24:10-03","UFBA","ALCB","125469a","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Guedes, ML","2016","10",NA,"Guedes, ML; Alunos de Botânica BIOC05","24811","2016","05","28","Brasil","Bahia","Esplanada","Litoral Norte, Baixio, Caminho para Lagoa Azul.","-37.933333","-11.783333","-37.933333","-11.783333",NA,NA,"Folhas coriáceas, discolores. Inflorescência terminal, flores esverdeadas. Frutos jovens.","ALCB027338","ALCB027338",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
