"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","individualCount","fieldNumber","infraspecificEpithet","typeStatus","relatedCatalogItem"
"54","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296553","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Tulleken JE",NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296553",NA,"Poales","Southern America",NA,"NL-L1296553",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296554","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Vries HJ de",NA,"1919","01","01","Surinam",NA,NA,"Suriname, omgeving van Paramaribo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296554",NA,"Poales","Southern America",NA,"NL-L1296554",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296557","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296557",NA,"Poales","Southern America",NA,"NL-L1296557",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296558","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Focke HC",NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296558",NA,"Poales","Southern America",NA,"NL-L1296558",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"58","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296559","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Tulleken JE",NA,"1900","08","22","Surinam",NA,NA,"Bot. reis door Suriname. Post* Republiek.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296559",NA,"Poales","Southern America",NA,"NL-L1296559",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"59","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296560","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Splitgerber FL",NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296560",NA,"Poales","Southern America",NA,"NL-L1296560",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296561","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Splitgerber FL",NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296561",NA,"Poales","Southern America",NA,"NL-L1296561",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"61","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296562","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Splitgerber FL",NA,"1838","05","01","Surinam",NA,NA,"in graminotis Paraensib Suriname.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296562",NA,"Poales","Southern America",NA,"NL-L1296562",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"62","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296563","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Splitgerber FL",NA,"1838","05","01","Surinam",NA,NA,"in graminosis Paramaribo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296563",NA,"Poales","Southern America",NA,"NL-L1296563",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"63","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296564","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Suringar WFR",NA,"1885","01","01","Surinam",NA,NA,"Surinami, juxta flumen Para. Iter per Indas occidentales Neerlandicas.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296564",NA,"Poales","Southern America",NA,"NL-L1296564",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296565","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Kappler A",NA,"1844","02","01","Surinam",NA,NA,"in distr. Para.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1296565",NA,"Poales","Southern America",NA,"NL-L1296565",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"65","2020-02-08 10:19:22-03","NBC","NL-BOTANY","U.1503599","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Black GA; Engelhard AW",NA,"1950","02","22","Brazil",NA,NA,"Amazonia, Estado do Para, Ilha de Maraje, Campo medio.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503599",NA,"Poales","Southern America",NA,"NL-U1503599",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"66","2020-02-08 10:19:22-03","NBC","NL-BOTANY","U.1503612","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Harley RM; et al.",NA,"1974","03","01","Brazil",NA,NA,"Estado De Bahia, 6 km S of Senhor do Bonfim on road to Capim Grosso (BA 130), Waste sandy ground beside river, passing under road.","-40.15","-10.533333","-40.15","-10.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503612",NA,"Poales","Southern America",NA,"NL-U1503612",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"67","2020-02-08 10:19:22-03","NBC","NL-BOTANY","WAG.1394225","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Groenendijk E",NA,"1968","02","22","Surinam",NA,NA,"Found along a palli in a young banana polder, next to the Koningin Juliana polder Nickerie.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1394225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1394225",NA,"Poales","Southern America",NA,"NL-WAG1394225",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"68","2020-02-08 10:19:22-03","NBC","NL-BOTANY","WAG.1394226","PreservedSpecimen","Plantae","Gramineae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Groenendijk E",NA,"1968","02","22","Surinam",NA,NA,"Found along a palli in a young banana polder, next to the Koningin Juliana polder Nickerie.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1394226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1394226",NA,"Poales","Southern America",NA,"NL-WAG1394226",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 12:18:51-03","ESALQ","ESA","86268","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Ramia, M.",NA,NA,NA,"Fernández, A.","19615.0","2003","06","01","Venezuela","Monagas","Aguasay",NA,NA,NA,NA,NA,NA,"ESA086268","Magnoliophyta",NA,NA,NA,"ESA086268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 12:18:51-03","ESALQ","ESA","26203","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Barreto, K.D. et al.","3331.0","1994","12","01","Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,"ESA026203","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA
"71","2020-11-04 12:15:56-03","ESALQ","ESA","141600","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Souza, V.C.","2018","11","29","Souza, V.C. & Souza, D.P.C.","41323.0","2018","11","29","Brasil","Alagoas","Marechal Deodoro","Dunas no caminho para Cavalo Russo.","-35.8950004577637","-9.710280418396",NA,NA,"Erva, ca. 1,2 m alt.; espiguetas verdes.","ESA141600",NA,NA,NA,NA,NA,NA,NA,NA,"15565","auto",NA,NA,NA,NA,NA
"72","2019-02-15 11:48:15-02","IPA","IPA","28042","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Pimenta, K.M.","2012","03","07","Carneiro, E.","224","1981","12","02","Brasil","Sergipe","São Cristovão","Terreno alagadiço","-37.2064018249512","-11.0146999359131",NA,NA,NA,"IPA0028042","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,"23587","auto",NA,NA,NA,NA,NA
"73","2019-02-15 11:48:15-02","IPA","IPA","18660","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Pimenta, K.M.","2012","03","07","Tenório, E.","547","1969","02","04","Brasil","Paraíba","Rio Tinto","Variante de Br 101. Capoeira. Local muito erosante.","-35.0806007385254","-6.80306005477905",NA,NA,NA,"IPA0018660","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,"24573","auto",NA,NA,NA,NA,NA
"74","2021-03-24 17:09:48-03","UFES","SAMES","4710","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Ribeiro,ARO","2018","09","28","Lopes,L.C.M.; Fink,M.G.S.","137","2010","02","20","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas, estrada para as dunas, próxima ao alagado.","-39.7322006225586","-18.5932998657227",NA,NA,"Inflorescência verde/amarelada, em área alagada. Habito: Erva","SAMES04710",NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"75","2019-11-21 14:42:54-03","UFJF","CESJ","21793","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","R.S. Rodrigues","2016","04","29","L. Krieger","CESJ21793","1988","02","14","Brasil","Espirito Santo","Guarapari","Praia do Morro","-40.5110015869141","-20.6580009460449",NA,NA,"Em terreno baldio. Em touceiras densas, 1,5 m de altura. Espigas arroxeadas, da mesma cor que as bainhas da base.","CESJ021793","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"76","2019-11-27 13:51:57-03","UFS","ASE","21944","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Mota, AC","2016","01","19","Calazans, C","ASE21944",NA,NA,NA,"Brasil","Sergipe","Estância","Nascente 9.","-37.438056","-11.268611","-37.438056","-11.268611",NA,"ASE0028215","Magnoliophyta",NA,"Southern America",NA,"ASE0028215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-27 13:51:57-03","UFS","ASE","28667","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Andrade, RS","2015","06","17","Gomes, C","ASE28667","2009","07","20","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444","-37.511389","-11.519444","Mata Atlântica","ASE0000037","Magnoliophyta",NA,"Southern America",NA,"ASE0000037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-27 13:51:57-03","UFS","ASE","29420","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Farias, MCV; Santos, E; Déda, RM; Melo, LMS; Fonseca, JAR","357","2012","11","08","Brasil","Sergipe","Riachão do Dantas","Fazenda Dr. Belmiro, Rodovia SE-170, direção Tobias Barreto, lado direito.","-37.734222","-11.033222","-37.734222","-11.033222","A margem de represa.","ASE0001000","Magnoliophyta",NA,"Southern America",NA,"ASE0001000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-27 13:51:57-03","UFS","ASE","32168","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Barbosa, P","2014","09","10","Santos, LAS","950","2014","04","01","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722","-37.206389","-11.014722","Herbácea. Flores vináceas. Coordenadas UTM: E (690182m), N (8795638m). Número de conglomerado: 126; número da subunidade: 4; número da subparcela: 10; número da árvore: 2D (F9).","ASE0003346","Magnoliophyta",NA,"Southern America",NA,"ASE0003346","47","47",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-27 13:51:57-03","UFS","ASE","35783","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Andrade, RS",NA,NA,NA,"Andrade, RS; Nunes, SS; Souza, JO; Santos Neto, AM; Félix, GJ","87","2016","01","20","Brasil","Sergipe","São Cristóvão","Rodovia João Bebe Água","-37.2064","-11.0147","-37.2064","-11.0147","Herbácea.; Mata Atlântica.","ASE0036638","Magnoliophyta",NA,"Southern America",NA,"ASE0036638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-27 13:51:57-03","UFS","ASE","41513","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Santana, JP","2019","07",NA,"Santana, JP; Dantas, TVP","702","2019","07","25","Brasil","Sergipe","Capela","Povoado Terra Dura","-36.998145","-10.593418","-36.998145","-10.593418","Herbácea com cerca de 1,20 m. Inflorescência verde a ferrugínea.; Mata Atlântica.","ASE0043027","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-27 13:51:57-03","UFS","ASE","35190","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Mota, AC","2015","12","21","Matos, GMA; Santos, E; Freire, GS; Silva, BD","529","2015","12","15","Brasil","Sergipe","Santana do São Francisco","Povoado Saúde, Fazenda Mãe Natureza.","-36.3821","-10.1519","-36.3821","-10.1519","Erva com ca. 1,20 m. Infloresçência Verde a ferrugínea.; Ecótono: Caatinga e Mata Atlântica.","ASE0036064","Magnoliophyta",NA,"Southern America",NA,"ASE0036064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-27 13:51:57-03","UFS","ASE","35793","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Andrade, RS",NA,NA,NA,"Mota, AC; Andrade, RS; Farias, MCV; Santos, E; Figueiredo, MA","800","2015","08","28","Brasil","Sergipe","Itabaianinha","Fazenda Glória","-37.4045","-11.1641","-37.4045","-11.1641","Herbácea.; Mata Atlântica.","ASE0036648","Magnoliophyta",NA,"Southern America",NA,"ASE0036648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-27 13:51:57-03","UFS","ASE","37470","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,"2016","08","17","Nunes, SS; Félix, G J; Souza, JO; Neto. A. M.S.","47","2015","12","17","Brasil","Sergipe","São Cristóvão","Rodovia João Bebe Água (SE-095)","-37.571094","-11.513091","-37.571094","-11.513091","Erva.; Mata Atlântica","ASE0038490","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:01:34-03","UNICAMP","UEC","16951","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir. ex Lam.","Gomes, MJIR","1994",NA,NA,"Davis, PH; Andrade-Lima, AD","D.61089","1976","09","25","Brazil","Pernambuco","Moreno","28 km W of Recife., Waste ground near sugar plantation.","-35.0922012329102","-8.11861038208008",NA,NA,"Tufted, 2-3 ft. herb.","UEC088632","Liliopsida",NA,NA,NA,"UEC088632","100","100",NA,"15458","auto",NA,NA,NA,NA,NA
"86","2019-08-20 10:01:34-03","UNICAMP","UEC","176644","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir. ex Lam.","Valls, JFM","1990","07","25","Bronzi, LM","7771","1978","05","07","Brazil","Rio de Janeiro","Mangaratiba","Distrito de Muriqui, Rodovia Rio - Santos.","-44.040599822998","-22.9596996307373",NA,NA,"Capim com inflorescência verde e pilosa.","UEC088630","Liliopsida",NA,NA,NA,"UEC088630",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"87","2019-08-20 10:01:34-03","UNICAMP","UEC","88336","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir. ex Lam.","Oliveira, RC","1999","01","07","Hoehne, W","4092","1955","05","15","Brazil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"Capim de brejo, cespitoso, inflorescência de 1 m.","UEC088629","Liliopsida",NA,NA,NA,"UEC088629",NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA
"88","2019-11-19 14:08:53-03","UFRPE","PEUFR","25140","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"L.F. Silva; F.M.O. Villarouco; J. Alves; E. Inácio; S.S. Lira; A.B. Marcon","115","1996","01","08","Brasil","Pernambuco","São Vicente Ferrer","Mata do Estado","-35.5","-7.583333","35º30'00W","7º35'00S","Erva com ca. 1,5m de altura; espiguetas verdes com manchas vinho; estigma negro.","PEUFR025140",NA,NA,NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-19 14:08:53-03","UFRPE","PEUFR","1336","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","A. Sarmento","1962","05",NA,"A. Lima",NA,"1958","08","15","Brasil","Pernambuco","Recife","Curado","-34.8810997009277","-8.05389022827148",NA,NA,"Inflorescência Verde","PEUFR001336",NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"90","2020-04-22 16:26:52-03","UFPB","JPB","30533","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Silva, C da","2017","08","16","Barbosa, MR; César, EA; Dionísio, GO; Lima, IB; Lima, JR; Cunha, JP; Pereira, MS; Costa-Sant","2532","2002","08","03","Brasil","Alagoas","Murici","Fazenda Boa Vista, Próxmo a torre.","-35.836111","-9.236111","-35.836111","-9.236111","; DESC: Erva, flores verdes.",NA,"Angiosperma","Monocotyledon","Southern America",NA,NA,"587","587",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-04-22 16:26:52-03","UFPB","JPB","49282","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Gomes, LA","2011","06","29","Gomes, LA; Souza, CAS; Santos, LAS; Santos, E","144","2011","06","28","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Trilha na borda da mata. Solo arenoso.","-37.4275","-11.375833","-37.4275","-11.375833","; HABITAT: Mata Atlântica.; DESC: Erva, ca. 65cm de altura. Inflorescência arroxeada.","JPB0049282","Angiosperma","Monocotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-04-22 16:26:52-03","UFPB","JPB","53140","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Silva, C da","2017","08","16","Lyra Lemos, RP de; França, ES; Santos, WTCC","13347","2011","06","11","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Borda da trilha no interior da mata.","-36.427222","-9.255","-36.427222","-9.255","; DESC: Erva ca. 80 cm de altura. Frutos arroxeados.","JPB0053140","Angiosperma","Monocotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-14 16:14:37-03","UFC","EAC","58460","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Matias, L.Q.; Nascimento, H.P.","2015","09","23","Albuquerque, A.C.; Farias, D.L.S.; Macedo, J.C.A.","45","2015","06","12","Brasil","Ceará","Crato","Açude Umari.","-39.482778","-7.116111","-39.482778","-7.116111","Macrófita aquática.; Habitat açude.","EAC0058460","Monocotyledon",NA,"Southern America",NA,"EAC0058460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-14 16:14:37-03","UFC","EAC","54543","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Castro, A.S.F.","2013","06","08","Castro, A.S.F.","2732","2013","06","08","Brasil","Ceará","Fortaleza","ARIE Dunas do Cocó., Substrato arenoso.","-38.543098449707","-3.71722006797791",NA,NA,"Erva.; Dunas costeiras.","EAC0054543","Monocotyledon",NA,"Southern America",NA,"EAC0054543",NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"95","2021-01-27 14:32:56-03","UFSM","SMDB","17501","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,"2005",NA,NA,"Longhi-Wagner, HM","9403","2005","03","06","Brasil","Paraná","Antonina","Estrada Morretes - Antonina","-48.799722","-25.448333","-48.799722","-25.448333","Beira de estrada, úmida, base iridácea lisa, bainhas crassas; folhas glaucas, mais ou menos cortantes. Inflorescência com ramos rígidos e curtos, violácea. Dupl. CEN. SI. Doação do ICN 136660","SMDB017501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-01-27 14:32:56-03","UFSM","SMDB","14674","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Rua, GH",NA,NA,NA,"Rua, GH; et al.","867","2007","04","01","Brasil","Distrito Federal","Brasília","Lago Sul, beira do Lago Paranoá, perto da Ponte JK","-47.82575","-15.832778","-47.82575","-15.832778","Hábito: cespitosa perene. Participantes: Gabriel Hugo Rua. Patrocinadores: EMBRAPA - CENARGEN; local antropizado, beira da água","SMDB014674",NA,NA,NA,NA,NA,"1011","1011",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:40:46-03","MBM","MBM","425475","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Moura, R.","2017","04","24","Resende, J.C.M.","115","2014","05","07","Brazil","Rio de Janeiro","Itaperuna","Conglomerado 245-3-9-13-H","-41.94","-21.24","-41.94","-21.24","Herbácea, com 1,3 m de altura. Flor vinho.; Baixada úmida, solo argiloso.","MBM425475",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:40:46-03","MBM","MBM","61772","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Davidse, G.",NA,NA,NA,"Ramamoorthy, T.P.; et al.; et al.","11458",NA,NA,NA,"Brazil","Minas Gerais",NA,"Ca. 10km de Rio Doce e Governador Valadares",NA,NA,NA,NA,NA,"MBM061772",NA,NA,"Southern America",NA,"MBM061772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:40:46-03","MBM","MBM","251894","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,NA,"Jönsson, G.","75",NA,NA,NA,"Brazil","Paraná","Paranaguá","Jacareí","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM251894",NA,NA,"Southern America",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"100","2020-10-01 14:27:01-03","JBB","HEPH","15976","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Gomes, MJIR","1988",NA,NA,"Gomes, MJIR","s.n.","1988","06","01","Brasil","São Paulo","Rio Claro","Campus da UNESP","-47.560001373291","-22.4099998474121",NA,NA,"Material proveniete do CENARGEN sob o numero 784 (L.C.)",NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA
"101","2018-05-16 15:39:21-03","JBB","HEPH","15952","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Oliveira, RC","1970",NA,NA,"Sendulsky, T","1089","1970","12","27","Brasil","São Paulo","São Paulo","Praia Grande balneário Florida","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"102","2020-10-01 14:27:01-03","JBB","HEPH","15913","S","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.","Oliveira, RC","1995",NA,NA,"Hoehne, W","4095","1995","05","15","Brasil","São Paulo","São Paulo","São Vicente","-46.6300010681152","-23.5400009155273",NA,NA,"(SP 15545)",NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"103","2020-12-11 11:45:15-03","UFMG","BHCB","157859","PreservedSpecimen","Plantae","Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,"2016",NA,NA,"Viana, PL; Marino, F; Arruda, AJ; Jorge, TB; Meyer, PB","5279","2012","03","22","Brasil","Pará","Parauapebas","N4WS, Campo graminoso sobre canga.","-50.197222","-6.021389","-50.197222","-6.021389",NA,"BHCB016752","Monocotyledon",NA,"Southern America",NA,NA,"738","738",NA,NA,NA,NA,NA,NA,NA,NA
