"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","typeStatus","class","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","verbatimLongitude","verbatimLatitude"
"11","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1238448","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Herb Arechavaleta J",NA,"1876","10","01","Southern America","Uruguay",NA,"Montevideo, Endcampo. [!].",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1238448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1238448","NL-L1238448",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:16:56-03","NBC","NL-BOTANY","L.1238449","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Parodi LR",NA,"1982","11","10","Southern America","Argentina",NA,"Sierra Currumalan PROVINCIA DE BUENOS AIRES.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1238449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1238449","NL-L1238449",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 12:18:36-03","ESALQ","ESA","106746","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata",NA,"Romão, G.O.; Rodrigues, C.D.; Dantas, A.P.T.","1495.0","1905","06","28",NA,"Brasil","Paraná","Serra de Araçatuba, Morro dos Perdidos. Acesso pela rodovia BR-376 entre os Km 665-666, 500m após o rio Itararé e 1Km antes do Posta Policial (25°51'05,3S 48°58'08,7W). Sítio Arca de Noé, topo do morro por estrada de terra ca. 6Km da BR, com 1430m.",NA,"Erva até 50cm alt.; espiguetas creme.","ESA106746","ESA106746","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Shirasuna, R.T.","2011","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-07 11:47:16-03","UFMS","CGMS","20535","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","F.J.M. Caporal","593","2007","10","13",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1049929",NA,"Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"A. Guglieri","2008","28343","auto","07","29",NA,NA,NA,NA,NA,NA
"15","2021-04-07 11:47:16-03","UFMS","CGMS","20238","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","A. Guglieri; F.J.M. Caporal; L.F. Lima","976","2006","02","27",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1049634",NA,"Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"A. Guglieri",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:47:16-03","UFMS","CGMS","20487","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","F.J.M. Caporal","545","2007","10","13",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1049880",NA,"Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"A. Guglieri","2008","28343","auto","07","29",NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:47:16-03","UFMS","CGMS","23287","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","F.J.M. Caporal","662","2008","11","01",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1052694",NA,"Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"28343","auto",NA,NA,"20","20",NA,NA,NA,NA
"18","2021-04-07 11:47:16-03","UFMS","CGMS","23306","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","F.J.M. Caporal","681","2008","11","08",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1052713",NA,"Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:47:16-03","UFMS","CGMS","20490","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","F.J.M. Caporal","548","2007","10","13",NA,"Brasil","Rio Grande do Sul","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1049883",NA,"Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"A. Guglieri","2008","28343","auto","07","29",NA,NA,NA,NA,NA,NA
"20","2020-12-04 13:19:36-03","UDESC","LUSC","1102","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Cabral, F.L.",NA,"1999","01","21",NA,"Brasil","Santa Catarina","Cochilha Rica.",NA,NA,"LUSC007213","LUSC007213","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-01-17 11:23:23-02","PUCRS","MPUC","22172","S","Plantae",NA,"Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.",NA,NA,"2016","11","22","South America","Brasil","RS","Morro do Osso",NA,"Fitossociologia",NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Liliopsida","C. Vogel Ely","2017","29946","auto","01","01",NA,NA,"1",NA,NA,NA
"22","2019-01-17 11:23:23-02","PUCRS","MPUC","14404","S","Plantae",NA,"Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.",NA,NA,"2010","10","25","South America","Brasil","RS","Lago Tarumã",NA,"Campo seco",NA,NA,"Viamão","-51.0155556","-30.2766667",NA,"Liliopsida","P.J.S. Silva Filho","2010",NA,NA,"01","01",NA,NA,"1","968","-51.0155556000","-30.2766667000"
"23","2021-03-16 17:54:31-03","UCS","HUCS","17432","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Scur, L.","875","2000","09","17",NA,"Brasil","Rio Grande do Sul","Criúva",NA,"no campo",NA,NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"Gaio, J.","2013","49662","auto","10","22",NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:54:31-03","UCS","HUCS","35229","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Setubal, R.","627","2005","10","29",NA,"Brasil","Rio Grande do Sul","Morro São Pedro",NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Setubal, R.",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:54:31-03","UCS","HUCS","5764","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Rambo, B.","s.n.","1954","11","19",NA,"Brasil","Rio Grande do Sul","Vila Manresa",NA,"Herbário PACA 55988",NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Rambo, E.","1955","29946","auto","04","04",NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:54:31-03","UCS","HUCS","5798","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Rambo, B.","s.n.","1954","11","19",NA,"Brasil","Rio Grande do Sul","Vila Manresa",NA,"Herbário PACA - 56003",NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Rambo, E.","1955","29946","auto","04","04",NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:54:31-03","UCS","HUCS","5765","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Rambo, B.","s.n.","1955","10","22",NA,"Brasil","Rio Grande do Sul","Vila Manresa",NA,"Herbário PACA - 57205",NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Rambo, E.","1957","29946","auto","05","17",NA,NA,NA,NA,NA,NA
"28","2019-11-25 12:12:28-03","UFSM","SMDB","828","S","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Rosengurtt.","s.n.","1956","11","04",NA,"Uruguai","Depto. de Maldonado",NA,NA,NA,"SMDB000828",NA,NA,NA,NA,NA,NA,"Rosengurtt; Arrilaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-25 12:12:28-03","UFSM","SMDB","18914","S","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Christ, A","292","2016","11","03",NA,"Brasil","Rio Grande do Sul","Morro Santana",NA,"Campo seco no topo do morro, perto de um afloramento rochoso","SMDB018914",NA,"Porto Alegre","-51.145747","-30.042886",NA,NA,"Christ, A","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-51.145747","-30.042886"
"30","2019-11-25 12:12:28-03","UFSM","SMDB","7167","S","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Pigatto, AGS","s.n.","1999","09","26",NA,"Brasil","Rio Grande do Sul","Estância São Manoel",NA,NA,"SMDB007167",NA,"Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,"Pigatto, AGS","1999","89305","auto","10","05",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:15-03","MBM","MBM","56416","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arech.","Pedersen, T.M.","11412",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Serra Jaguari",NA,NA,"MBM056416","MBM056416","São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,"Pedersen, T.M.",NA,"56206","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:15-03","MBM","MBM","24227","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arech.","Rosengurtt","7757",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,"MBM024227","MBM024227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:40:15-03","MBM","MBM","51189","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arech.","Klein, R.","4500",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Morro do Pinheiro Seco",NA,NA,"MBM051189","MBM051189","Lages","-50.326099395752","-27.8160991668701",NA,NA,"Smith, L.B.",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-03 21:45:07-03","MNHN","RECOLNAT_MNHN_P","P01767975","PreservedSpecimen",NA,NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Rosengurtt",NA,"1959","12","20",NA,"Uruguai",NA,"Dpto. Canelones: Fortée S. Rosa. Uruguai","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01767975' target='other'> <mi>dwc_moreinfo</mi></a>","P01767975","P01767975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 7757",NA,NA
"35","2015-09-30 20:12:10-03","MNHN","RECOLNAT_MNHN_P","P00740295","PreservedSpecimen",NA,NA,NA,"Poaceae","Trisetum","sericeum","Trisetum sericeum","Desv.","s.c.",NA,NA,NA,NA,NA,"Brésil",NA,"habitat in Brasilio","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740295' target='other'> <mi>dwc_moreinfo</mi></a>","P00740295","P00740295_01",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2012-11-05 22:50:00-02","MO","MOBOT","100539578","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","J.R.I. Wood|H. Huaylla","Wood 21015","2004","11","21","South America","Bolivia","Santa Cruz","a unos 2-3 kms al sur deTierras Nuevas, km 55-60 camino de Mairana a Postrevalle.",NA,NA,NA,NA,"Vallegrande","-63.8930555","-18.4894444",NA,NA,NA,NA,NA,NA,NA,NA,"1985.00000000",NA,"1",NA,NA,NA
"37","2009-06-24 20:49:00-03","MO","MOBOT","1419056","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7210","1945","10","27","South America","Brazil","Rio Grande do Sul","Pelotas; sandy field, Instituto Agronomico do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-06-24 20:49:00-03","MO","MOBOT","1419063","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7521","1945","11","29","South America","Brazil","Rio Grande do Sul","Fazenda Experimental de Criacão Bagé; Campo, especially in moister places",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-06-24 20:49:00-03","MO","MOBOT","1419066","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7064","1945","10","20","South America","Brazil","Rio Grande do Sul","Pelotas; Fazenda de Palma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-03-01 10:05:00-03","MO","MOBOT","1419072","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Balduino Rambo","Rambo 29314","1945","10","26","South America","Brazil",NA,"Porto Alegre Morro da Gloria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1419078","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Angel L. Cabrera","Cabrera 6876","1940","11","22","South America","Argentina","Buenos Aires","Ptdo. de Tandil: Tandil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicora, E. G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-11-15 05:15:00-02","MO","MOBOT","1419086","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Antonio C. Krapovickas","Krapovickas 2650","1945","11","4","South America","Argentina","Buenos Aires","La Plata: Campo de Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Davidse, 1999 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-06-24 20:49:00-03","MO","MOBOT","1419096","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7485","1945","11","28","South America","Brazil","Rio Grande do Sul","Fazenda Experimental de Criacão Bagé; campo near Administration Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Davidse, Apr 2000 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1419100","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Troels M. Pedersen","Pedersen 11412","1976","11","9","South America","Brazil","Rio Grande do Sul","Mun. S. Gabriel: Serra Jaguarí; grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-06-24 20:49:00-03","MO","MOBOT","1419106","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7282","1945","11","2","South America","Brazil","Rio Grande do Sul","Instituto Agronomico do Sul; low moist campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-06-24 20:49:00-03","MO","MOBOT","1419110","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7379","1945","11","15","South America","Brazil","Rio Grande do Sul","Santa Victoria do Palmar; sandy campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-06-24 20:49:00-03","MO","MOBOT","1419116","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jason R. Swallen","Swallen 7182","1945","10","26","South America","Brazil","Rio Grande do Sul","Pelotas: Instituto Agronomico do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Davidse, Apr 2000 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1419122","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Zulma E. Rúgolo de Agrasar|Osvaldo Boelcke","Rúgolo de Agrasar 781","1977","11","18","South America","Argentina","Buenos Aires","Pdo. Gral. Pueyrredón: Ea. La Brava, Sierra Valdez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1419136","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","T.J.V. Stuckert","Stuckert 19739","1908","12","21","South America","Argentina","Buenos Aires","Vela, Partido de Tandil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-02-23 17:36:00-03","MO","MOBOT","1419139","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","C. Orth","Orth 2712","1935","11","19","South America","Brazil","Rio Grande do Sul","Porto alegre; in campo sicco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2012-05-02 12:51:00-03","MO","MOBOT","1419143","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Carlos B. Villamil","Villamil 2014","1981","11","19","South America","Argentina","Buenos Aires","Pdo. tornquist: Cerro Napostá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"52","2012-05-15 15:41:00-03","MO","MOBOT","1419148","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Jim Conrad|Werner Dietrich","Conrad 2427","1974","1","26","South America","Argentina","Córdoba","Environs of Ahos Pampa, 20 km NW of Santa Rosa de Calamuchita",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1419156","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Hilda M. Longhi-Wagner","Longhi-Wagner 2163","1990","12","7","South America","Brazil",NA,"Piratini, banhado a beira da estrada BR-293, para Pinheiro Machado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1419159","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Danthonia","cirrata","Danthonia cirrata","Hack. & Arechav.","Carlos B. Villamil","Villamil 2107","1981","11","18","South America","Argentina","Buenos Aires","Pdo. Tornquist: Ea. Mamin-Co, cerro del potrero 35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Baeza, 1993 (M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
