"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"11","2020-11-04 11:14:33-03","ESALQ","ESA","4716","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Catharino, E.L.M.","506.0","1985","11","01",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA004716","ESA004716",NA,NA,"2011",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:33-03","ESALQ","ESA","28989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Ivanauskas, N.M.","701.0","1996","02","24",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028989","ESA028989",NA,NA,"2011",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:33-03","ESALQ","ESA","25775","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Ivanauskas, N.M.","590.0","1995","11","22",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA025775","ESA025775",NA,NA,"2011",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:33-03","ESALQ","ESA","43785","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Kiyama, C.Y. et al.","51.0","1994","09","05",NA,"Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,"ESA043785",NA,NA,NA,"2011",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:33-03","ESALQ","ESA","97435","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Pastore, J.A. ; Moura, C.","1020.0","2001","06","01",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"ESA097435","ESA097435",NA,NA,"2011",NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:33-03","ESALQ","ESA","36414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Sanchez, M. ; Pedroni, F.","52.0","1992","07","12",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA036414","ESA036414",NA,NA,"2011",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:33-03","ESALQ","ESA","53764","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Lucas, E.J. et al.","764.0","2006","11","28",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"ESA053764","ESA053764",NA,NA,"2011",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:33-03","ESALQ","ESA","2663","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Leitão Filho, H.F.",NA,"1968","10","10",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA002663","ESA002663",NA,NA,"2011",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:33-03","ESALQ","ESA","29263","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Ivanauskas, N.M. ; Mazine, F.F.","819.0","1996","06","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029263","ESA029263",NA,NA,"2011",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:33-03","ESALQ","ESA","17804","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Furlan, A. et al.","1432.0","1994","04","15",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA017804","ESA017804",NA,NA,"2011",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:33-03","ESALQ","ESA","69400","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Franco, G.A.D.C.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.; Zidko, A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2985.0","2000","04","22",NA,"Brasil","São Paulo","São Sebastião","Praia Barra da Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. Floresta de restinga. Planície Fluvio Marinha, Formação Cananéia. Borda paralela à estrada","-45.4099998474121","-23.7600002288818",NA,"Árvore com frutos imaturos verdes","ESA069400","ESA069400","-45,766,944","-23,731,667","2011",NA,"41977","auto","30","30",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:33-03","ESALQ","ESA","68259","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O. Berg","Fernandes, T.M.","Oliveira, A.A.; Gandolfi, S.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3646.0","2000","04","22",NA,"Brasil","São Paulo","São Sebastião","Praia Barra do Una/Boracéia, estrada de acesso da Fazenda Águas do Bento. Interior de Floresta de Restinga","-45.4099998474121","-23.7600002288818",NA,"Árvore com 10 m, frutos imaturos verdes, beira de rio.","ESA068259","ESA068259","-45,766,944","-23,731,667","2011",NA,"41977","auto","30","30",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:34-03","ESALQ","ESA","40235","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","lanceolata","Eugenia lanceolata",NA,NA,"Leitão Filho, H.F. et al.","34782.0","1996","02","02",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA040235","ESA040235",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:34-03","ESALQ","ESA","76177","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral","Mazine, F.F.","Sztutman, M. ; Valmir","300.0","1999","03","25",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA076177","ESA076177",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:34-03","ESALQ","ESA","12825","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral","Kawasaki, M.L.","Souza, V.C. ; Abbud, V.","337.0","1988","11","06",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA012825","ESA012825",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:34-03","ESALQ","ESA","97436","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral","Aguiar, O.T.","Pastore, J.A. ; Moura, C.","965.0","2001","02","16",NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"ESA097436","ESA097436",NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:34-03","ESALQ","ESA","32748","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral","Kawasaki, M.L.","Leitão Filho, H. F. et al.","34782.0","1996","02","02",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA032748","ESA032748",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:34-03","ESALQ","ESA","119968","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata",NA,NA,"Franco, G.","2954.0","2000","04","21",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar.","-45.4099998474121","-23.7600002288818",NA,NA,"ESA119968",NA,NA,NA,NA,NA,"41977","auto","130","130",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:34-03","ESALQ","ESA","75119","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral","Mazine, F.F. & Souza, V.C.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","214.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,"Árvore, 8m alt. Frutos imaturos verdes.","ESA075119","ESA075119",NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:32:11-03","MN","R","9063","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","lanceolata","Eugenia lanceolata","O. Berg",NA,"Glaziou, A.F.M.","9437","1878","07","05",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009063","R000009063_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:18:36-03","UFV","VIC","3923","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg",NA,"Shymoya, C.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","São Mateus",NA,"-39.8588981628418","-18.716100692749",NA,"Flor branca.","VIC003923",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:36:15-03","UNICAMP","UEC","113789","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sobral, M","Sanchez, M; Pedroni, F","578","1996","01","08",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667",NA,"Árvore 1237 com 5m de altura, vegetativo.; Mata de Planície, Restinga","UEC042961","UEC042961","-44.8","-23.366667","2008","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:21:06-03","UNICAMP","UEC","147674","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sobral, M","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","391","2006","05","08",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0536, altura 6m","UEC042957","UEC042957",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:21:06-03","UNICAMP","UEC","147682","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sobral, M","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","438","2006","05","08",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0592, altura 8m","UEC042966","UEC042966",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:21:06-03","UNICAMP","UEC","147702","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sobral, M","Campos, MCR; Assis, MA; Guilherme, FAG; Mania, L","96","2006","03","27",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0124, altura 5m","UEC042959","UEC042959",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:36:15-03","UNICAMP","UEC","160955","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Cavalin, PO","Cavalin, PO","67","2009","03","15",NA,"Brazil","São Paulo","Ubatuba","Sertão da Fazenda","-44.8325","-23.365556",NA,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039326","UEC039326","-44.8325","-23.365556","2010","06",NA,NA,"64","89",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:36:15-03","UNICAMP","UEC","160996","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","49","2010","05","28",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.503889","-23.621944",NA,"Árvore com 5m; Mata Atlântica","UEC066602","UEC066602","-45.503889","-23.621944","2010","12",NA,NA,"50","90",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:36:15-03","UNICAMP","UEC","170986","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sanches, M","Sanches, M; Pedroni, F","734","1997","01","11",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.&nf;Mata Atlântica de Encosta, próximo à trilha do Corisco.","-44.8","-23.366667",NA,"Árvore 25 com 9 m de altura, com botões e flores brancas.","UEC046084","UEC046084","-44.8","-23.366667","2012",NA,NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:15-03","UNICAMP","UEC","170987","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sanches, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1223","1997","01","11",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.&nf;Mata Atlântica de Encosta, próximo à trilha do Corisco.","-44.835","-23.336667",NA,"Árvore 25 com 9 m de altura, com flores brancas.","UEC059009","UEC059009","-44.835","-23.336667","2012",NA,NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:15-03","UNICAMP","UEC","170989","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sanchez, M","Sanchez, M; Pedroni, F","713","1996","08","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Margens do rio da fazenda.","-44.8","-23.366667",NA,"Árvore s/n, com 6m alt., frutos imaturos verdes e amarelos e maduros avermelhados.; Mata atlântica de encosta.","UEC059012","UEC059012","-44.8","-23.366667","2012",NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:15-03","UNICAMP","UEC","178241","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sobral, M","Rochelle, ALC","J1782",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral.","-45.089444","-23.371944",NA,"Indivíduo J1782 da parcela J do Projeto Temático BIOTA - Gradiente funcional.&nf;; Floresta Ombrófila Densa Submontana.","UEC041678","UEC041678","-45.089444","-23.371944","2008","03",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:15-03","UNICAMP","UEC","56852","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","fusca","Eugenia fusca","O.Berg","Sanchez, M","Sanchez, M; Pedroni, F","359","1993","01","12",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do rio da fazenda.","-45.0699996948242","-23.4300003051758",NA,"Árvore de 6m atl., flores brancas, estames brancos, caulifloria, frutos maduros rosados.; Mata atlântica de encosta.","UEC059010","UEC059010",NA,NA,"2012",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:19-03","UNICAMP","UEC","66222","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","lanceolata","Eugenia lanceolata","O.Berg",NA,"Pedroni, F","31313","1992","07","22",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,"Árvore de 9m de altura, frutos maduros de cor rosa-avermelhados.","UEC077695","UEC077695",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:36:19-03","UNICAMP","UEC","66218","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","lanceolata","Eugenia lanceolata","O.Berg",NA,"Pedroni, F; et al.","31314","1992","07","12",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,"Árvore de 8m de alt., frutos caulifloros maduros de cor rosa avermelhados.",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:36:19-03","UNICAMP","UEC","107507","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral",NA,"Gorenstein, MR; Souza, FM; Betini, GS; Costa, CG; Garrote, V; Franco, G","119","1999","01","11",NA,"Brazil","São Paulo","Iguape","Estação Ecológica de Chauás, Acesso pelo lado leste, pela entrada Iguape-Jairê. Na trilha da divisa da estação, na Floresta de REstinga de Baixada (Paludosa), num trecho sob forte efeito de borda.","-47.633333","-24.7",NA,"Árvore, 6m frutos verdes sépalas amarelas.; Floresta Ombrófila Densa",NA,NA,"-47.633333","-24.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:36:19-03","UNICAMP","UEC","115670","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral","Tamashiro, JY","Hazanaki, N; Barbosa, Z","117","1999","05","20",NA,"Brazil","São Paulo","Ilha Comprida","Sítio Papagaio, Quintal","-47.855","-24.950556",NA,"Árvore",NA,NA,"-47.855","-24.950556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:36:19-03","UNICAMP","UEC","116027","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral",NA,"Franco, G; et al.","1985","2000","04","22",NA,"Brazil","São Paulo","São Sebastião","Praia Barra da Una - Boracéia, Estrada de acesso da Fazenda Águas do Bento.","-45.766944","-23.731667",NA,"Árvore com frutos imaturos verdes. Borda paralela a estrada.; Floresta de restinga. Planície Fluvio Marinha. Formação Cananéia",NA,NA,"-45.766944","-23.731667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:36:19-03","UNICAMP","UEC","116046","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","neolanceolata","Eugenia neolanceolata","Sobral",NA,"Franco, G; et al.","2954","2000","04","21",NA,"Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Cachoeira do sítio Urucana, trilha do escorrega, margem do rio Una","-45.7","-23.7",NA,"Árvore ca. 10m., frutos imaturos verdes maduros amarelados glandulosos. Bosrda da mata.; Floresta Ombrófila Densa de Encosta, com perturbação.",NA,NA,"-45.7","-23.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
