"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-04-05 14:25:04-03","UNESC","CRI","13391","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","Alexandre Medeiros","2017","08","20","Alexandre Medeiros","2017","08","20","Brasil","Santa Catarina","Balneário Camboriú","Praia das Laranjeiras.","-48.6347007751465","-26.9906005859375","8793","Coleta 752. Habito: Epífita","CRI011998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","448502","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","H. E. Luther",NA,NA,NA,"A. M. Amorim","1998","08","13","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448502",NA,"Magnoliophyta","Poales","2479","South America","sheet","NY00448502_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","519520","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","H. E. Luther",NA,NA,NA,"A. M. Amorim","1998","11","07","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00519520",NA,"Magnoliophyta","Poales","2596","South America","sheet","NY00519520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","486364","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","H. E. Luther",NA,NA,NA,"R. C. Forzza","1999","04","21","Brazil","Bahia","Jussari","Rodovia Jussari-Palmira. Fazenda Teimoso.","-39.52","-15.15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486364",NA,"Magnoliophyta","Poales","1273","South America","sheet","NY00486364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","519521","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E.Morren","H. E. Luther",NA,NA,NA,"A. M. Amorim","1998","11","07","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00519521",NA,"Magnoliophyta","Poales","2596","South America","sheet","NY00519521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-08 17:44:51-03","EAO","IAN","57711","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","augustae","Tillandsia augustae","Mez",NA,NA,NA,NA,"Therese, Pr",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN057711",NA,"Monocotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-11-04 11:03:56-03","ESALQ","ESA","101874","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta",NA,"Forster, W.",NA,NA,NA,"Braidotti, J.C.","2005","03","31","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818","37574",NA,"ESA101874","auto","Magnoliophyta",NA,"141.0",NA,NA,"ESA101874",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-11-04 11:03:56-03","ESALQ","ESA","93070","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"Meireles, J.E. et al.","2005","03","26","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818","37574",NA,"ESA093070","auto","Magnoliophyta",NA,"278.0",NA,NA,"ESA093070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-01-14 15:25:52-03","MN","R","230172","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Almeida, M.M.","2014","07",NA,"Almeida, M.M.","2014","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.737389","-22.417306",NA,NA,"R010031636,R010031631,R010031632,R010031633",NA,NA,NA,"118",NA,NA,"R010031631 R010031632 R010031633 R010031636","42°44'14,6''W","22°25'02,3''S","470","470",NA,NA,NA,NA,NA
"10","2021-01-14 15:25:52-03","MN","R","46470","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"Ule, E.H.G.","1897","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,"R010005590","auto",NA,NA,"4139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-01-14 15:25:52-03","MN","R","216598","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Silva, A.G.O","2011",NA,NA,"Silva, A.G.O. 133; Lacerda, R.W.","2011","07","11","Brasil","Rio de Janeiro","Magé","Cachoeira Grande","-43.040599822998","-22.6527996063232","20531",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"43°07#?#52.66#?##?#W","22°34#?#24.72#?##?#S","219","219",NA,NA,NA,NA,NA
"12","2021-01-14 15:25:52-03","MN","R","230408","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Almeida, M.M.","2015","07",NA,"Almeida, M.M. 379; Oliveira, R.R.","2015","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","32671",NA,"R010036291","auto",NA,NA,NA,NA,NA,"R010036291",NA,NA,"176","176",NA,NA,NA,NA,NA
"13","2021-01-14 15:25:52-03","MN","R","230154","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Almeida, M.M.","2014","07",NA,"Almeida, M.M.","2014","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","32671",NA,"R010031669,R010031664","auto",NA,NA,"100",NA,NA,"R010031664 R010031669",NA,NA,"171","171",NA,NA,NA,NA,NA
"14","2021-01-14 15:25:52-03","MN","R","230241","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Almeida, M.M.","2014","09",NA,"Almeida, M.M. 189; Oliveira, R.R.","2014","09",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","32671",NA,"R010034067,R010034068,R010034069","auto",NA,NA,NA,NA,NA,"R010034067 R010034068 R010034069",NA,NA,"174","174",NA,NA,NA,NA,NA
"15","2021-01-14 15:25:52-03","MN","R","230242","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Almeida, M.M.","2014","09",NA,"Almeida, M.M. 190; Oliveira, R.R.","2014","09",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","32671",NA,"R010034070,R010034071,R010034072","auto",NA,NA,NA,NA,NA,"R010034070 R010034071 R010034072",NA,NA,"5","5",NA,NA,NA,NA,NA
"16","2021-01-14 15:25:52-03","MN","R","230368","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren",NA,NA,NA,NA,"Almeida, M.M. 334; Oliveira, R.R.","2015","05",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","32671",NA,"R010036237,R010036238","auto",NA,NA,NA,NA,NA,"R010036237 R010036238",NA,NA,"171","171",NA,NA,NA,NA,NA
"17","2021-01-14 15:25:52-03","MN","R","230399","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Almeida, M.M.","2015","06",NA,"Almeida, M.M. 370; Oliveira, R.R.","2015","06",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","32671",NA,"R010036280,R010036281","auto",NA,NA,NA,NA,NA,"R010036280 R010036281",NA,NA,"180","180",NA,NA,NA,NA,NA
"18","2021-01-14 15:25:52-03","MN","R","58660","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Schittini, C.","2012","09","04","Schittini, C. 4; Kessous, I; Neves; B.F.S; Uribbe, F.P.; Gonçalves, L.F. & Neri, J.","2012","09","04","Brasil","Rio de Janeiro","Teresópolis","PARNASO","-42.9655990600586","-22.4122009277344","38539",NA,"R010005582","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 17:00:40-03","MN","R","105281","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morren","Smith, L.B.",NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344","38539",NA,"R010005591","auto",NA,NA,"II - 2152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-02 11:40:12-03","UFPI","TEPB","20959","PreservedSpecimen","Plantae","Convolvulaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell) E. Morr.","S. E. Martins & M. G. L. Wanderley","2016","05","30","D. A. Folli","2000","03","01","Brasil","Espírito Santo",NA,"Reserva Florestal de Linhares",NA,NA,NA,"Herbáceo; cor do fruto maduro: marrom Ambiente: Mata de Tabuleiro <ll>dwc_commonname:</ll> Bromélia espadão",NA,NA,NA,NA,"3581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-02 11:39:53-03","UFPI","TEPB","20959","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","(Vell.) E. Morr.","S. E. Martins & M. G. L. Wanderley","2016","05","30","Folli, D. A.","2000","03","01","Brasil","Espírito Santo","Linhares","Proximo ao escritorio técnico","-40.0722007751465","-19.3910999298096","48094","Fruto marrom, forma de vida epífita, herbáceo Ambiente: Mata de Tabuleiro <ll>dwc_commonname:</ll> Bromélia espadão",NA,"auto",NA,NA,"3581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:16:26-03","UFV","VIC","21508","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","Vellozo","Coser, T. . .S.","2007","11","23","Folli, D. .A.","2000","07","26","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Ao lado do auditório","-40.0722007751465","-19.3910999298096","48094","Epífita; herbácea. Botão branco, Flor verde claro com o centro branco. Follhas com 1,60 de comprimento","VIC021508","auto",NA,NA,"3656",NA,NA,"VIC021508",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:16:26-03","UFV","VIC","21509","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","Vellozo","Coser, T. . .S.","2007","11","23","Folli, D. .A.","2000","03","01","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Próximo ao escritório técnico","-40.0722007751465","-19.3910999298096","48094","Epífita; herbácea. Fruto imaturo marrom; fruto maduro marrom.","VIC021509","auto",NA,NA,"3581",NA,NA,"VIC021509",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:16:26-03","UFV","VIC","26185","PreservedSpecimen","Plantae","Bromeliaceae","Hohenbergia","augusta","Hohenbergia augusta","Vellozo","Paula, C. .C. de","2001","12","05","Paula, C. .C. de","2001","11","10","Brasil","Rio de Janeiro","Trajano de Moraes","Sochelândia, Próximo a cachoeira",NA,NA,NA,"Epífita; flores perfumadas.","VIC026185",NA,NA,NA,"s.n.",NA,NA,"VIC026185",NA,NA,NA,NA,NA,NA,NA,NA,NA
